game,2016,16,20161224,201612240ram,sfo,"San Francisco 49ers",22,ram,"Los Angeles Rams",21
player,201612240ram,sfo,BuckDe00,sacks,1.0,,,,,
player,201612240ram,sfo,BuckDe00,tackles_combined,1,,,,,
player,201612240ram,sfo,BuckDe00,tackles_solo,1,,,,,
player,201612240ram,sfo,BuckDe00,tackles_assists,0,,,,,
player,201612240ram,sfo,BuckDe00,tackles_loss,1,,,,,
player,201612240ram,sfo,BuckDe00,qb_hits,4,,,,,
player,201612240ram,sfo,BuckDe00,fumbles_rec,0,,,,,
player,201612240ram,sfo,BuckDe00,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,BuckDe00,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,BuckDe00,fumbles_forced,0,,,,,
player,201612240ram,sfo,HodgGe00,def_int,0,,,,,
player,201612240ram,sfo,HodgGe00,def_int_yds,0,,,,,
player,201612240ram,sfo,HodgGe00,def_int_td,0,,,,,
player,201612240ram,sfo,HodgGe00,def_int_long,0,,,,,
player,201612240ram,sfo,HodgGe00,pass_defended,0,,,,,
player,201612240ram,sfo,HodgGe00,sacks,0.0,,,,,
player,201612240ram,sfo,HodgGe00,tackles_combined,13,,,,,
player,201612240ram,sfo,HodgGe00,tackles_solo,9,,,,,
player,201612240ram,sfo,HodgGe00,tackles_assists,4,,,,,
player,201612240ram,sfo,HodgGe00,tackles_loss,1,,,,,
player,201612240ram,sfo,HodgGe00,qb_hits,0,,,,,
player,201612240ram,sfo,HodgGe00,fumbles_rec,0,,,,,
player,201612240ram,sfo,HodgGe00,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,HodgGe00,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,HodgGe00,fumbles_forced,0,,,,,
player,201612240ram,sfo,BethAn20,def_int,0,,,,,
player,201612240ram,sfo,BethAn20,def_int_yds,0,,,,,
player,201612240ram,sfo,BethAn20,def_int_td,0,,,,,
player,201612240ram,sfo,BethAn20,def_int_long,0,,,,,
player,201612240ram,sfo,BethAn20,pass_defended,0,,,,,
player,201612240ram,sfo,BethAn20,sacks,0.0,,,,,
player,201612240ram,sfo,BethAn20,tackles_combined,7,,,,,
player,201612240ram,sfo,BethAn20,tackles_solo,5,,,,,
player,201612240ram,sfo,BethAn20,tackles_assists,2,,,,,
player,201612240ram,sfo,BethAn20,tackles_loss,0,,,,,
player,201612240ram,sfo,BethAn20,qb_hits,0,,,,,
player,201612240ram,sfo,BethAn20,fumbles_rec,0,,,,,
player,201612240ram,sfo,BethAn20,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,BethAn20,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,BethAn20,fumbles_forced,0,,,,,
player,201612240ram,sfo,JoneCh04,def_int,0,,,,,
player,201612240ram,sfo,JoneCh04,def_int_yds,0,,,,,
player,201612240ram,sfo,JoneCh04,def_int_td,0,,,,,
player,201612240ram,sfo,JoneCh04,def_int_long,0,,,,,
player,201612240ram,sfo,JoneCh04,pass_defended,0,,,,,
player,201612240ram,sfo,JoneCh04,sacks,0.0,,,,,
player,201612240ram,sfo,JoneCh04,tackles_combined,6,,,,,
player,201612240ram,sfo,JoneCh04,tackles_solo,4,,,,,
player,201612240ram,sfo,JoneCh04,tackles_assists,2,,,,,
player,201612240ram,sfo,JoneCh04,tackles_loss,1,,,,,
player,201612240ram,sfo,JoneCh04,qb_hits,0,,,,,
player,201612240ram,sfo,JoneCh04,fumbles_rec,0,,,,,
player,201612240ram,sfo,JoneCh04,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,JoneCh04,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,JoneCh04,fumbles_forced,0,,,,,
player,201612240ram,sfo,TartJa00,def_int,0,,,,,
player,201612240ram,sfo,TartJa00,def_int_yds,0,,,,,
player,201612240ram,sfo,TartJa00,def_int_td,0,,,,,
player,201612240ram,sfo,TartJa00,def_int_long,0,,,,,
player,201612240ram,sfo,TartJa00,pass_defended,0,,,,,
player,201612240ram,sfo,TartJa00,sacks,0.0,,,,,
player,201612240ram,sfo,TartJa00,tackles_combined,5,,,,,
player,201612240ram,sfo,TartJa00,tackles_solo,3,,,,,
player,201612240ram,sfo,TartJa00,tackles_assists,2,,,,,
player,201612240ram,sfo,TartJa00,tackles_loss,1,,,,,
player,201612240ram,sfo,TartJa00,qb_hits,0,,,,,
player,201612240ram,sfo,TartJa00,fumbles_rec,0,,,,,
player,201612240ram,sfo,TartJa00,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,TartJa00,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,TartJa00,fumbles_forced,0,,,,,
player,201612240ram,sfo,SunsVi00,def_int,0,,,,,
player,201612240ram,sfo,SunsVi00,def_int_yds,0,,,,,
player,201612240ram,sfo,SunsVi00,def_int_td,0,,,,,
player,201612240ram,sfo,SunsVi00,def_int_long,0,,,,,
player,201612240ram,sfo,SunsVi00,pass_defended,0,,,,,
player,201612240ram,sfo,SunsVi00,sacks,0.0,,,,,
player,201612240ram,sfo,SunsVi00,tackles_combined,4,,,,,
player,201612240ram,sfo,SunsVi00,tackles_solo,2,,,,,
player,201612240ram,sfo,SunsVi00,tackles_assists,2,,,,,
player,201612240ram,sfo,SunsVi00,tackles_loss,0,,,,,
player,201612240ram,sfo,SunsVi00,qb_hits,0,,,,,
player,201612240ram,sfo,SunsVi00,fumbles_rec,0,,,,,
player,201612240ram,sfo,SunsVi00,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,SunsVi00,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,SunsVi00,fumbles_forced,0,,,,,
player,201612240ram,sfo,DialQu00,def_int,0,,,,,
player,201612240ram,sfo,DialQu00,def_int_yds,0,,,,,
player,201612240ram,sfo,DialQu00,def_int_td,0,,,,,
player,201612240ram,sfo,DialQu00,def_int_long,0,,,,,
player,201612240ram,sfo,DialQu00,pass_defended,0,,,,,
player,201612240ram,sfo,DialQu00,sacks,0.0,,,,,
player,201612240ram,sfo,DialQu00,tackles_combined,3,,,,,
player,201612240ram,sfo,DialQu00,tackles_solo,2,,,,,
player,201612240ram,sfo,DialQu00,tackles_assists,1,,,,,
player,201612240ram,sfo,DialQu00,tackles_loss,0,,,,,
player,201612240ram,sfo,DialQu00,qb_hits,0,,,,,
player,201612240ram,sfo,DialQu00,fumbles_rec,0,,,,,
player,201612240ram,sfo,DialQu00,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,DialQu00,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,DialQu00,fumbles_forced,0,,,,,
player,201612240ram,sfo,ReasKe00,def_int,0,,,,,
player,201612240ram,sfo,ReasKe00,def_int_yds,0,,,,,
player,201612240ram,sfo,ReasKe00,def_int_td,0,,,,,
player,201612240ram,sfo,ReasKe00,def_int_long,0,,,,,
player,201612240ram,sfo,ReasKe00,pass_defended,0,,,,,
player,201612240ram,sfo,ReasKe00,sacks,0.0,,,,,
player,201612240ram,sfo,ReasKe00,tackles_combined,2,,,,,
player,201612240ram,sfo,ReasKe00,tackles_solo,2,,,,,
player,201612240ram,sfo,ReasKe00,tackles_assists,0,,,,,
player,201612240ram,sfo,ReasKe00,tackles_loss,0,,,,,
player,201612240ram,sfo,ReasKe00,qb_hits,0,,,,,
player,201612240ram,sfo,ReasKe00,fumbles_rec,0,,,,,
player,201612240ram,sfo,ReasKe00,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,ReasKe00,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,ReasKe00,fumbles_forced,1,,,,,
player,201612240ram,sfo,BallMa00,def_int,0,,,,,
player,201612240ram,sfo,BallMa00,def_int_yds,0,,,,,
player,201612240ram,sfo,BallMa00,def_int_td,0,,,,,
player,201612240ram,sfo,BallMa00,def_int_long,0,,,,,
player,201612240ram,sfo,BallMa00,pass_defended,0,,,,,
player,201612240ram,sfo,BallMa00,sacks,0.0,,,,,
player,201612240ram,sfo,BallMa00,tackles_combined,1,,,,,
player,201612240ram,sfo,BallMa00,tackles_solo,1,,,,,
player,201612240ram,sfo,BallMa00,tackles_assists,0,,,,,
player,201612240ram,sfo,BallMa00,tackles_loss,0,,,,,
player,201612240ram,sfo,BallMa00,qb_hits,0,,,,,
player,201612240ram,sfo,BallMa00,fumbles_rec,0,,,,,
player,201612240ram,sfo,BallMa00,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,BallMa00,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,BallMa00,fumbles_forced,0,,,,,
player,201612240ram,sfo,BradCa01,def_int,0,,,,,
player,201612240ram,sfo,BradCa01,def_int_yds,0,,,,,
player,201612240ram,sfo,BradCa01,def_int_td,0,,,,,
player,201612240ram,sfo,BradCa01,def_int_long,0,,,,,
player,201612240ram,sfo,BradCa01,pass_defended,0,,,,,
player,201612240ram,sfo,BradCa01,sacks,0.0,,,,,
player,201612240ram,sfo,BradCa01,tackles_combined,1,,,,,
player,201612240ram,sfo,BradCa01,tackles_solo,1,,,,,
player,201612240ram,sfo,BradCa01,tackles_assists,0,,,,,
player,201612240ram,sfo,BradCa01,tackles_loss,0,,,,,
player,201612240ram,sfo,BradCa01,qb_hits,0,,,,,
player,201612240ram,sfo,BradCa01,fumbles_rec,0,,,,,
player,201612240ram,sfo,BradCa01,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,BradCa01,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,BradCa01,fumbles_forced,0,,,,,
player,201612240ram,sfo,CeleGa00,def_int,0,,,,,
player,201612240ram,sfo,CeleGa00,def_int_yds,,,,,,
player,201612240ram,sfo,CeleGa00,def_int_td,0,,,,,
player,201612240ram,sfo,CeleGa00,def_int_long,0,,,,,
player,201612240ram,sfo,CeleGa00,pass_defended,0,,,,,
player,201612240ram,sfo,CeleGa00,sacks,0.0,,,,,
player,201612240ram,sfo,CeleGa00,tackles_combined,1,,,,,
player,201612240ram,sfo,CeleGa00,tackles_solo,1,,,,,
player,201612240ram,sfo,CeleGa00,tackles_assists,0,,,,,
player,201612240ram,sfo,CeleGa00,tackles_loss,0,,,,,
player,201612240ram,sfo,CeleGa00,qb_hits,0,,,,,
player,201612240ram,sfo,CeleGa00,fumbles_rec,0,,,,,
player,201612240ram,sfo,CeleGa00,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,CeleGa00,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,CeleGa00,fumbles_forced,1,,,,,
player,201612240ram,sfo,DrauSh00,def_int,0,,,,,
player,201612240ram,sfo,DrauSh00,def_int_yds,,,,,,
player,201612240ram,sfo,DrauSh00,def_int_td,0,,,,,
player,201612240ram,sfo,DrauSh00,def_int_long,0,,,,,
player,201612240ram,sfo,DrauSh00,pass_defended,0,,,,,
player,201612240ram,sfo,DrauSh00,sacks,0.0,,,,,
player,201612240ram,sfo,DrauSh00,tackles_combined,1,,,,,
player,201612240ram,sfo,DrauSh00,tackles_solo,0,,,,,
player,201612240ram,sfo,DrauSh00,tackles_assists,1,,,,,
player,201612240ram,sfo,DrauSh00,tackles_loss,0,,,,,
player,201612240ram,sfo,DrauSh00,qb_hits,0,,,,,
player,201612240ram,sfo,DrauSh00,fumbles_rec,0,,,,,
player,201612240ram,sfo,DrauSh00,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,DrauSh00,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,DrauSh00,fumbles_forced,0,,,,,
player,201612240ram,sfo,LyncAa00,def_int,0,,,,,
player,201612240ram,sfo,LyncAa00,def_int_yds,0,,,,,
player,201612240ram,sfo,LyncAa00,def_int_td,0,,,,,
player,201612240ram,sfo,LyncAa00,def_int_long,0,,,,,
player,201612240ram,sfo,LyncAa00,pass_defended,0,,,,,
player,201612240ram,sfo,LyncAa00,sacks,0.0,,,,,
player,201612240ram,sfo,LyncAa00,tackles_combined,1,,,,,
player,201612240ram,sfo,LyncAa00,tackles_solo,1,,,,,
player,201612240ram,sfo,LyncAa00,tackles_assists,0,,,,,
player,201612240ram,sfo,LyncAa00,tackles_loss,0,,,,,
player,201612240ram,sfo,LyncAa00,qb_hits,1,,,,,
player,201612240ram,sfo,LyncAa00,fumbles_rec,0,,,,,
player,201612240ram,sfo,LyncAa00,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,LyncAa00,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,LyncAa00,fumbles_forced,0,,,,,
player,201612240ram,sfo,NelsKy00,def_int,0,,,,,
player,201612240ram,sfo,NelsKy00,def_int_yds,0,,,,,
player,201612240ram,sfo,NelsKy00,def_int_td,0,,,,,
player,201612240ram,sfo,NelsKy00,def_int_long,0,,,,,
player,201612240ram,sfo,NelsKy00,pass_defended,0,,,,,
player,201612240ram,sfo,NelsKy00,sacks,0.0,,,,,
player,201612240ram,sfo,NelsKy00,tackles_combined,1,,,,,
player,201612240ram,sfo,NelsKy00,tackles_solo,1,,,,,
player,201612240ram,sfo,NelsKy00,tackles_assists,0,,,,,
player,201612240ram,sfo,NelsKy00,tackles_loss,0,,,,,
player,201612240ram,sfo,NelsKy00,qb_hits,0,,,,,
player,201612240ram,sfo,NelsKy00,fumbles_rec,0,,,,,
player,201612240ram,sfo,NelsKy00,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,NelsKy00,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,NelsKy00,fumbles_forced,0,,,,,
player,201612240ram,sfo,PurcMi00,def_int,0,,,,,
player,201612240ram,sfo,PurcMi00,def_int_yds,0,,,,,
player,201612240ram,sfo,PurcMi00,def_int_td,0,,,,,
player,201612240ram,sfo,PurcMi00,def_int_long,0,,,,,
player,201612240ram,sfo,PurcMi00,pass_defended,0,,,,,
player,201612240ram,sfo,PurcMi00,sacks,0.0,,,,,
player,201612240ram,sfo,PurcMi00,tackles_combined,1,,,,,
player,201612240ram,sfo,PurcMi00,tackles_solo,0,,,,,
player,201612240ram,sfo,PurcMi00,tackles_assists,1,,,,,
player,201612240ram,sfo,PurcMi00,tackles_loss,0,,,,,
player,201612240ram,sfo,PurcMi00,qb_hits,0,,,,,
player,201612240ram,sfo,PurcMi00,fumbles_rec,0,,,,,
player,201612240ram,sfo,PurcMi00,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,PurcMi00,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,PurcMi00,fumbles_forced,0,,,,,
player,201612240ram,sfo,StreRo00,def_int,0,,,,,
player,201612240ram,sfo,StreRo00,def_int_yds,,,,,,
player,201612240ram,sfo,StreRo00,def_int_td,0,,,,,
player,201612240ram,sfo,StreRo00,def_int_long,0,,,,,
player,201612240ram,sfo,StreRo00,pass_defended,0,,,,,
player,201612240ram,sfo,StreRo00,sacks,0.0,,,,,
player,201612240ram,sfo,StreRo00,tackles_combined,1,,,,,
player,201612240ram,sfo,StreRo00,tackles_solo,1,,,,,
player,201612240ram,sfo,StreRo00,tackles_assists,0,,,,,
player,201612240ram,sfo,StreRo00,tackles_loss,0,,,,,
player,201612240ram,sfo,StreRo00,qb_hits,0,,,,,
player,201612240ram,sfo,StreRo00,fumbles_rec,0,,,,,
player,201612240ram,sfo,StreRo00,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,StreRo00,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,StreRo00,fumbles_forced,0,,,,,
player,201612240ram,sfo,WilhMi00,def_int,0,,,,,
player,201612240ram,sfo,WilhMi00,def_int_yds,0,,,,,
player,201612240ram,sfo,WilhMi00,def_int_td,0,,,,,
player,201612240ram,sfo,WilhMi00,def_int_long,0,,,,,
player,201612240ram,sfo,WilhMi00,pass_defended,0,,,,,
player,201612240ram,sfo,WilhMi00,sacks,0.0,,,,,
player,201612240ram,sfo,WilhMi00,tackles_combined,1,,,,,
player,201612240ram,sfo,WilhMi00,tackles_solo,0,,,,,
player,201612240ram,sfo,WilhMi00,tackles_assists,1,,,,,
player,201612240ram,sfo,WilhMi00,tackles_loss,0,,,,,
player,201612240ram,sfo,WilhMi00,qb_hits,0,,,,,
player,201612240ram,sfo,WilhMi00,fumbles_rec,0,,,,,
player,201612240ram,sfo,WilhMi00,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,WilhMi00,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,WilhMi00,fumbles_forced,0,,,,,
player,201612240ram,ram,DaviCo02,def_int,1,,,,,
player,201612240ram,ram,DaviCo02,def_int_yds,29,,,,,
player,201612240ram,ram,DaviCo02,def_int_td,0,,,,,
player,201612240ram,ram,DaviCo02,def_int_long,29,,,,,
player,201612240ram,ram,DaviCo02,pass_defended,1,,,,,
player,201612240ram,ram,DaviCo02,sacks,0.0,,,,,
player,201612240ram,ram,DaviCo02,tackles_combined,2,,,,,
player,201612240ram,ram,DaviCo02,tackles_solo,2,,,,,
player,201612240ram,ram,DaviCo02,tackles_assists,0,,,,,
player,201612240ram,ram,DaviCo02,tackles_loss,0,,,,,
player,201612240ram,ram,DaviCo02,qb_hits,0,,,,,
player,201612240ram,ram,DaviCo02,fumbles_rec,0,,,,,
player,201612240ram,ram,DaviCo02,fumbles_rec_yds,0,,,,,
player,201612240ram,ram,DaviCo02,fumbles_rec_td,0,,,,,
player,201612240ram,ram,DaviCo02,fumbles_forced,0,,,,,
player,201612240ram,ram,CounBl00,def_int,0,,,,,
player,201612240ram,ram,CounBl00,def_int_yds,0,,,,,
player,201612240ram,ram,CounBl00,def_int_td,0,,,,,
player,201612240ram,ram,CounBl00,def_int_long,0,,,,,
player,201612240ram,ram,CounBl00,pass_defended,0,,,,,
player,201612240ram,ram,CounBl00,sacks,1.0,,,,,
player,201612240ram,ram,CounBl00,tackles_combined,11,,,,,
player,201612240ram,ram,CounBl00,tackles_solo,8,,,,,
player,201612240ram,ram,CounBl00,tackles_assists,3,,,,,
player,201612240ram,ram,CounBl00,tackles_loss,0,,,,,
player,201612240ram,ram,CounBl00,qb_hits,1,,,,,
player,201612240ram,ram,CounBl00,fumbles_rec,0,,,,,
player,201612240ram,ram,CounBl00,fumbles_rec_yds,0,,,,,
player,201612240ram,ram,CounBl00,fumbles_rec_td,0,,,,,
player,201612240ram,ram,CounBl00,fumbles_forced,0,,,,,
player,201612240ram,ram,DonaAa00,def_int,0,,,,,
player,201612240ram,ram,DonaAa00,def_int_yds,0,,,,,
player,201612240ram,ram,DonaAa00,def_int_td,0,,,,,
player,201612240ram,ram,DonaAa00,def_int_long,0,,,,,
player,201612240ram,ram,DonaAa00,pass_defended,0,,,,,
player,201612240ram,ram,DonaAa00,sacks,1.0,,,,,
player,201612240ram,ram,DonaAa00,tackles_combined,5,,,,,
player,201612240ram,ram,DonaAa00,tackles_solo,4,,,,,
player,201612240ram,ram,DonaAa00,tackles_assists,1,,,,,
player,201612240ram,ram,DonaAa00,tackles_loss,1,,,,,
player,201612240ram,ram,DonaAa00,qb_hits,2,,,,,
player,201612240ram,ram,DonaAa00,fumbles_rec,0,,,,,
player,201612240ram,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201612240ram,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201612240ram,ram,DonaAa00,fumbles_forced,0,,,,,
player,201612240ram,ram,EaslDo00,def_int,0,,,,,
player,201612240ram,ram,EaslDo00,def_int_yds,0,,,,,
player,201612240ram,ram,EaslDo00,def_int_td,0,,,,,
player,201612240ram,ram,EaslDo00,def_int_long,0,,,,,
player,201612240ram,ram,EaslDo00,pass_defended,0,,,,,
player,201612240ram,ram,EaslDo00,sacks,1.0,,,,,
player,201612240ram,ram,EaslDo00,tackles_combined,5,,,,,
player,201612240ram,ram,EaslDo00,tackles_solo,4,,,,,
player,201612240ram,ram,EaslDo00,tackles_assists,1,,,,,
player,201612240ram,ram,EaslDo00,tackles_loss,2,,,,,
player,201612240ram,ram,EaslDo00,qb_hits,1,,,,,
player,201612240ram,ram,EaslDo00,fumbles_rec,0,,,,,
player,201612240ram,ram,EaslDo00,fumbles_rec_yds,0,,,,,
player,201612240ram,ram,EaslDo00,fumbles_rec_td,0,,,,,
player,201612240ram,ram,EaslDo00,fumbles_forced,0,,,,,
player,201612240ram,ram,SimsEu99,def_int,0,,,,,
player,201612240ram,ram,SimsEu99,def_int_yds,0,,,,,
player,201612240ram,ram,SimsEu99,def_int_td,0,,,,,
player,201612240ram,ram,SimsEu99,def_int_long,0,,,,,
player,201612240ram,ram,SimsEu99,pass_defended,0,,,,,
player,201612240ram,ram,SimsEu99,sacks,1.0,,,,,
player,201612240ram,ram,SimsEu99,tackles_combined,2,,,,,
player,201612240ram,ram,SimsEu99,tackles_solo,2,,,,,
player,201612240ram,ram,SimsEu99,tackles_assists,0,,,,,
player,201612240ram,ram,SimsEu99,tackles_loss,1,,,,,
player,201612240ram,ram,SimsEu99,qb_hits,1,,,,,
player,201612240ram,ram,SimsEu99,fumbles_rec,0,,,,,
player,201612240ram,ram,SimsEu99,fumbles_rec_yds,0,,,,,
player,201612240ram,ram,SimsEu99,fumbles_rec_td,0,,,,,
player,201612240ram,ram,SimsEu99,fumbles_forced,0,,,,,
player,201612240ram,ram,OgleAl00,def_int,0,,,,,
player,201612240ram,ram,OgleAl00,def_int_yds,0,,,,,
player,201612240ram,ram,OgleAl00,def_int_td,0,,,,,
player,201612240ram,ram,OgleAl00,def_int_long,0,,,,,
player,201612240ram,ram,OgleAl00,pass_defended,1,,,,,
player,201612240ram,ram,OgleAl00,sacks,0.0,,,,,
player,201612240ram,ram,OgleAl00,tackles_combined,8,,,,,
player,201612240ram,ram,OgleAl00,tackles_solo,7,,,,,
player,201612240ram,ram,OgleAl00,tackles_assists,1,,,,,
player,201612240ram,ram,OgleAl00,tackles_loss,0,,,,,
player,201612240ram,ram,OgleAl00,qb_hits,0,,,,,
player,201612240ram,ram,OgleAl00,fumbles_rec,0,,,,,
player,201612240ram,ram,OgleAl00,fumbles_rec_yds,0,,,,,
player,201612240ram,ram,OgleAl00,fumbles_rec_td,0,,,,,
player,201612240ram,ram,OgleAl00,fumbles_forced,0,,,,,
player,201612240ram,ram,GainE.00,def_int,0,,,,,
player,201612240ram,ram,GainE.00,def_int_yds,0,,,,,
player,201612240ram,ram,GainE.00,def_int_td,0,,,,,
player,201612240ram,ram,GainE.00,def_int_long,0,,,,,
player,201612240ram,ram,GainE.00,pass_defended,0,,,,,
player,201612240ram,ram,GainE.00,sacks,0.0,,,,,
player,201612240ram,ram,GainE.00,tackles_combined,7,,,,,
player,201612240ram,ram,GainE.00,tackles_solo,7,,,,,
player,201612240ram,ram,GainE.00,tackles_assists,0,,,,,
player,201612240ram,ram,GainE.00,tackles_loss,0,,,,,
player,201612240ram,ram,GainE.00,qb_hits,0,,,,,
player,201612240ram,ram,GainE.00,fumbles_rec,0,,,,,
player,201612240ram,ram,GainE.00,fumbles_rec_yds,0,,,,,
player,201612240ram,ram,GainE.00,fumbles_rec_td,0,,,,,
player,201612240ram,ram,GainE.00,fumbles_forced,1,,,,,
player,201612240ram,ram,HayeWi99,def_int,0,,,,,
player,201612240ram,ram,HayeWi99,def_int_yds,0,,,,,
player,201612240ram,ram,HayeWi99,def_int_td,0,,,,,
player,201612240ram,ram,HayeWi99,def_int_long,0,,,,,
player,201612240ram,ram,HayeWi99,pass_defended,0,,,,,
player,201612240ram,ram,HayeWi99,sacks,0.0,,,,,
player,201612240ram,ram,HayeWi99,tackles_combined,5,,,,,
player,201612240ram,ram,HayeWi99,tackles_solo,4,,,,,
player,201612240ram,ram,HayeWi99,tackles_assists,1,,,,,
player,201612240ram,ram,HayeWi99,tackles_loss,0,,,,,
player,201612240ram,ram,HayeWi99,qb_hits,2,,,,,
player,201612240ram,ram,HayeWi99,fumbles_rec,0,,,,,
player,201612240ram,ram,HayeWi99,fumbles_rec_yds,0,,,,,
player,201612240ram,ram,HayeWi99,fumbles_rec_td,0,,,,,
player,201612240ram,ram,HayeWi99,fumbles_forced,0,,,,,
player,201612240ram,ram,BarrMa00,def_int,0,,,,,
player,201612240ram,ram,BarrMa00,def_int_yds,0,,,,,
player,201612240ram,ram,BarrMa00,def_int_td,0,,,,,
player,201612240ram,ram,BarrMa00,def_int_long,0,,,,,
player,201612240ram,ram,BarrMa00,pass_defended,0,,,,,
player,201612240ram,ram,BarrMa00,sacks,0.0,,,,,
player,201612240ram,ram,BarrMa00,tackles_combined,4,,,,,
player,201612240ram,ram,BarrMa00,tackles_solo,4,,,,,
player,201612240ram,ram,BarrMa00,tackles_assists,0,,,,,
player,201612240ram,ram,BarrMa00,tackles_loss,0,,,,,
player,201612240ram,ram,BarrMa00,qb_hits,0,,,,,
player,201612240ram,ram,BarrMa00,fumbles_rec,0,,,,,
player,201612240ram,ram,BarrMa00,fumbles_rec_yds,0,,,,,
player,201612240ram,ram,BarrMa00,fumbles_rec_td,0,,,,,
player,201612240ram,ram,BarrMa00,fumbles_forced,0,,,,,
player,201612240ram,ram,ThomCa99,def_int,0,,,,,
player,201612240ram,ram,ThomCa99,def_int_yds,0,,,,,
player,201612240ram,ram,ThomCa99,def_int_td,0,,,,,
player,201612240ram,ram,ThomCa99,def_int_long,0,,,,,
player,201612240ram,ram,ThomCa99,pass_defended,0,,,,,
player,201612240ram,ram,ThomCa99,sacks,0.0,,,,,
player,201612240ram,ram,ThomCa99,tackles_combined,4,,,,,
player,201612240ram,ram,ThomCa99,tackles_solo,3,,,,,
player,201612240ram,ram,ThomCa99,tackles_assists,1,,,,,
player,201612240ram,ram,ThomCa99,tackles_loss,0,,,,,
player,201612240ram,ram,ThomCa99,qb_hits,0,,,,,
player,201612240ram,ram,ThomCa99,fumbles_rec,0,,,,,
player,201612240ram,ram,ThomCa99,fumbles_rec_yds,0,,,,,
player,201612240ram,ram,ThomCa99,fumbles_rec_td,0,,,,,
player,201612240ram,ram,ThomCa99,fumbles_forced,0,,,,,
player,201612240ram,ram,FoxxMo00,def_int,0,,,,,
player,201612240ram,ram,FoxxMo00,def_int_yds,0,,,,,
player,201612240ram,ram,FoxxMo00,def_int_td,0,,,,,
player,201612240ram,ram,FoxxMo00,def_int_long,0,,,,,
player,201612240ram,ram,FoxxMo00,pass_defended,0,,,,,
player,201612240ram,ram,FoxxMo00,sacks,0.0,,,,,
player,201612240ram,ram,FoxxMo00,tackles_combined,3,,,,,
player,201612240ram,ram,FoxxMo00,tackles_solo,2,,,,,
player,201612240ram,ram,FoxxMo00,tackles_assists,1,,,,,
player,201612240ram,ram,FoxxMo00,tackles_loss,1,,,,,
player,201612240ram,ram,FoxxMo00,qb_hits,0,,,,,
player,201612240ram,ram,FoxxMo00,fumbles_rec,1,,,,,
player,201612240ram,ram,FoxxMo00,fumbles_rec_yds,0,,,,,
player,201612240ram,ram,FoxxMo00,fumbles_rec_td,0,,,,,
player,201612240ram,ram,FoxxMo00,fumbles_forced,1,,,,,
player,201612240ram,ram,McDoTJ00,def_int,0,,,,,
player,201612240ram,ram,McDoTJ00,def_int_yds,0,,,,,
player,201612240ram,ram,McDoTJ00,def_int_td,0,,,,,
player,201612240ram,ram,McDoTJ00,def_int_long,0,,,,,
player,201612240ram,ram,McDoTJ00,pass_defended,0,,,,,
player,201612240ram,ram,McDoTJ00,sacks,0.0,,,,,
player,201612240ram,ram,McDoTJ00,tackles_combined,3,,,,,
player,201612240ram,ram,McDoTJ00,tackles_solo,3,,,,,
player,201612240ram,ram,McDoTJ00,tackles_assists,0,,,,,
player,201612240ram,ram,McDoTJ00,tackles_loss,0,,,,,
player,201612240ram,ram,McDoTJ00,qb_hits,0,,,,,
player,201612240ram,ram,McDoTJ00,fumbles_rec,0,,,,,
player,201612240ram,ram,McDoTJ00,fumbles_rec_yds,0,,,,,
player,201612240ram,ram,McDoTJ00,fumbles_rec_td,0,,,,,
