game,2016,7,20161024,201610240den,htx,"Houston Texans",9,den,"Denver Broncos",27
player,201610240den,htx,MillLa01,pass_sacked,0,,,,,
player,201610240den,htx,MillLa01,pass_sacked_yds,0,,,,,
player,201610240den,htx,MillLa01,pass_long,0,,,,,
player,201610240den,htx,MillLa01,pass_rating,,,,,,
player,201610240den,htx,MillLa01,rush_att,11,,,,,
player,201610240den,htx,MillLa01,rush_yds,61,,,,,
player,201610240den,htx,MillLa01,rush_td,0,,,,,
player,201610240den,htx,MillLa01,rush_long,25,,,,,
player,201610240den,htx,MillLa01,targets,4,,,,,
player,201610240den,htx,MillLa01,rec,3,,,,,
player,201610240den,htx,MillLa01,rec_yds,6,,,,,
player,201610240den,htx,MillLa01,rec_td,0,,,,,
player,201610240den,htx,MillLa01,rec_long,4,,,,,
player,201610240den,htx,MillLa01,fumbles,0,,,,,
player,201610240den,htx,MillLa01,fumbles_lost,0,,,,,
player,201610240den,htx,HopkDe00,pass_cmp,0,,,,,
player,201610240den,htx,HopkDe00,pass_att,0,,,,,
player,201610240den,htx,HopkDe00,pass_yds,0,,,,,
player,201610240den,htx,HopkDe00,pass_td,0,,,,,
player,201610240den,htx,HopkDe00,pass_int,0,,,,,
player,201610240den,htx,HopkDe00,pass_sacked,0,,,,,
player,201610240den,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201610240den,htx,HopkDe00,pass_long,0,,,,,
player,201610240den,htx,HopkDe00,pass_rating,,,,,,
player,201610240den,htx,HopkDe00,rush_att,0,,,,,
player,201610240den,htx,HopkDe00,rush_yds,0,,,,,
player,201610240den,htx,HopkDe00,rush_td,0,,,,,
player,201610240den,htx,HopkDe00,rush_long,0,,,,,
player,201610240den,htx,HopkDe00,targets,12,,,,,
player,201610240den,htx,HopkDe00,rec,5,,,,,
player,201610240den,htx,HopkDe00,rec_yds,36,,,,,
player,201610240den,htx,HopkDe00,rec_td,0,,,,,
player,201610240den,htx,HopkDe00,rec_long,12,,,,,
player,201610240den,htx,HopkDe00,fumbles,0,,,,,
player,201610240den,htx,HopkDe00,fumbles_lost,0,,,,,
player,201610240den,htx,FiedC.00,pass_cmp,0,,,,,
player,201610240den,htx,FiedC.00,pass_att,0,,,,,
player,201610240den,htx,FiedC.00,pass_yds,0,,,,,
player,201610240den,htx,FiedC.00,pass_td,0,,,,,
player,201610240den,htx,FiedC.00,pass_int,0,,,,,
player,201610240den,htx,FiedC.00,pass_sacked,0,,,,,
player,201610240den,htx,FiedC.00,pass_sacked_yds,0,,,,,
player,201610240den,htx,FiedC.00,pass_long,0,,,,,
player,201610240den,htx,FiedC.00,pass_rating,,,,,,
player,201610240den,htx,FiedC.00,rush_att,0,,,,,
player,201610240den,htx,FiedC.00,rush_yds,0,,,,,
player,201610240den,htx,FiedC.00,rush_td,0,,,,,
player,201610240den,htx,FiedC.00,rush_long,0,,,,,
player,201610240den,htx,FiedC.00,targets,7,,,,,
player,201610240den,htx,FiedC.00,rec,5,,,,,
player,201610240den,htx,FiedC.00,rec_yds,35,,,,,
player,201610240den,htx,FiedC.00,rec_td,0,,,,,
player,201610240den,htx,FiedC.00,rec_long,12,,,,,
player,201610240den,htx,FiedC.00,fumbles,0,,,,,
player,201610240den,htx,FiedC.00,fumbles_lost,0,,,,,
player,201610240den,htx,FullWi01,pass_cmp,0,,,,,
player,201610240den,htx,FullWi01,pass_att,0,,,,,
player,201610240den,htx,FullWi01,pass_yds,0,,,,,
player,201610240den,htx,FullWi01,pass_td,0,,,,,
player,201610240den,htx,FullWi01,pass_int,0,,,,,
player,201610240den,htx,FullWi01,pass_sacked,0,,,,,
player,201610240den,htx,FullWi01,pass_sacked_yds,0,,,,,
player,201610240den,htx,FullWi01,pass_long,0,,,,,
player,201610240den,htx,FullWi01,pass_rating,,,,,,
player,201610240den,htx,FullWi01,rush_att,0,,,,,
player,201610240den,htx,FullWi01,rush_yds,0,,,,,
player,201610240den,htx,FullWi01,rush_td,0,,,,,
player,201610240den,htx,FullWi01,rush_long,0,,,,,
player,201610240den,htx,FullWi01,targets,7,,,,,
player,201610240den,htx,FullWi01,rec,4,,,,,
player,201610240den,htx,FullWi01,rec_yds,22,,,,,
player,201610240den,htx,FullWi01,rec_td,0,,,,,
player,201610240den,htx,FullWi01,rec_long,13,,,,,
player,201610240den,htx,FullWi01,fumbles,0,,,,,
player,201610240den,htx,FullWi01,fumbles_lost,0,,,,,
player,201610240den,htx,GrifRy00,pass_cmp,0,,,,,
player,201610240den,htx,GrifRy00,pass_att,0,,,,,
player,201610240den,htx,GrifRy00,pass_yds,0,,,,,
player,201610240den,htx,GrifRy00,pass_td,0,,,,,
player,201610240den,htx,GrifRy00,pass_int,0,,,,,
player,201610240den,htx,GrifRy00,pass_sacked,0,,,,,
player,201610240den,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201610240den,htx,GrifRy00,pass_long,0,,,,,
player,201610240den,htx,GrifRy00,pass_rating,,,,,,
player,201610240den,htx,GrifRy00,rush_att,0,,,,,
player,201610240den,htx,GrifRy00,rush_yds,0,,,,,
player,201610240den,htx,GrifRy00,rush_td,0,,,,,
player,201610240den,htx,GrifRy00,rush_long,0,,,,,
player,201610240den,htx,GrifRy00,targets,5,,,,,
player,201610240den,htx,GrifRy00,rec,2,,,,,
player,201610240den,htx,GrifRy00,rec_yds,13,,,,,
player,201610240den,htx,GrifRy00,rec_td,0,,,,,
player,201610240den,htx,GrifRy00,rec_long,9,,,,,
player,201610240den,htx,GrifRy00,fumbles,0,,,,,
player,201610240den,htx,GrifRy00,fumbles_lost,0,,,,,
player,201610240den,htx,StroJa01,pass_cmp,0,,,,,
player,201610240den,htx,StroJa01,pass_att,0,,,,,
player,201610240den,htx,StroJa01,pass_yds,0,,,,,
player,201610240den,htx,StroJa01,pass_td,0,,,,,
player,201610240den,htx,StroJa01,pass_int,0,,,,,
player,201610240den,htx,StroJa01,pass_sacked,0,,,,,
player,201610240den,htx,StroJa01,pass_sacked_yds,0,,,,,
player,201610240den,htx,StroJa01,pass_long,0,,,,,
player,201610240den,htx,StroJa01,pass_rating,,,,,,
player,201610240den,htx,StroJa01,rush_att,0,,,,,
player,201610240den,htx,StroJa01,rush_yds,0,,,,,
player,201610240den,htx,StroJa01,rush_td,0,,,,,
player,201610240den,htx,StroJa01,rush_long,0,,,,,
player,201610240den,htx,StroJa01,targets,2,,,,,
player,201610240den,htx,StroJa01,rec,2,,,,,
player,201610240den,htx,StroJa01,rec_yds,10,,,,,
player,201610240den,htx,StroJa01,rec_td,0,,,,,
player,201610240den,htx,StroJa01,rec_long,8,,,,,
player,201610240den,htx,StroJa01,fumbles,0,,,,,
player,201610240den,htx,StroJa01,fumbles_lost,0,,,,,
player,201610240den,htx,ErviTy00,pass_cmp,0,,,,,
player,201610240den,htx,ErviTy00,pass_att,0,,,,,
player,201610240den,htx,ErviTy00,pass_yds,0,,,,,
player,201610240den,htx,ErviTy00,pass_td,0,,,,,
player,201610240den,htx,ErviTy00,pass_int,0,,,,,
player,201610240den,htx,ErviTy00,pass_sacked,0,,,,,
player,201610240den,htx,ErviTy00,pass_sacked_yds,0,,,,,
player,201610240den,htx,ErviTy00,pass_long,0,,,,,
player,201610240den,htx,ErviTy00,pass_rating,,,,,,
player,201610240den,htx,ErviTy00,rush_att,0,,,,,
player,201610240den,htx,ErviTy00,rush_yds,0,,,,,
player,201610240den,htx,ErviTy00,rush_td,0,,,,,
player,201610240den,htx,ErviTy00,rush_long,0,,,,,
player,201610240den,htx,ErviTy00,targets,1,,,,,
player,201610240den,htx,ErviTy00,rec,1,,,,,
player,201610240den,htx,ErviTy00,rec_yds,9,,,,,
player,201610240den,htx,ErviTy00,rec_td,0,,,,,
player,201610240den,htx,ErviTy00,rec_long,9,,,,,
player,201610240den,htx,ErviTy00,fumbles,0,,,,,
player,201610240den,htx,ErviTy00,fumbles_lost,0,,,,,
player,201610240den,den,SiemTr00,pass_cmp,14,,,,,
player,201610240den,den,SiemTr00,pass_att,25,,,,,
player,201610240den,den,SiemTr00,pass_yds,157,,,,,
player,201610240den,den,SiemTr00,pass_td,1,,,,,
player,201610240den,den,SiemTr00,pass_int,0,,,,,
player,201610240den,den,SiemTr00,pass_sacked,0,,,,,
player,201610240den,den,SiemTr00,pass_sacked_yds,0,,,,,
player,201610240den,den,SiemTr00,pass_long,31,,,,,
player,201610240den,den,SiemTr00,pass_rating,88.2,,,,,
player,201610240den,den,SiemTr00,rush_att,1,,,,,
player,201610240den,den,SiemTr00,rush_yds,-1,,,,,
player,201610240den,den,SiemTr00,rush_td,0,,,,,
player,201610240den,den,SiemTr00,rush_long,-1,,,,,
player,201610240den,den,SiemTr00,targets,0,,,,,
player,201610240den,den,SiemTr00,rec,0,,,,,
player,201610240den,den,SiemTr00,rec_yds,0,,,,,
player,201610240den,den,SiemTr00,rec_td,0,,,,,
player,201610240den,den,SiemTr00,rec_long,0,,,,,
player,201610240den,den,SiemTr00,fumbles,0,,,,,
player,201610240den,den,SiemTr00,fumbles_lost,0,,,,,
player,201610240den,den,AndeC.00,pass_cmp,0,,,,,
player,201610240den,den,AndeC.00,pass_att,0,,,,,
player,201610240den,den,AndeC.00,pass_yds,0,,,,,
player,201610240den,den,AndeC.00,pass_td,0,,,,,
player,201610240den,den,AndeC.00,pass_int,0,,,,,
player,201610240den,den,AndeC.00,pass_sacked,0,,,,,
player,201610240den,den,AndeC.00,pass_sacked_yds,0,,,,,
player,201610240den,den,AndeC.00,pass_long,0,,,,,
player,201610240den,den,AndeC.00,pass_rating,,,,,,
player,201610240den,den,AndeC.00,rush_att,16,,,,,
player,201610240den,den,AndeC.00,rush_yds,107,,,,,
player,201610240den,den,AndeC.00,rush_td,1,,,,,
player,201610240den,den,AndeC.00,rush_long,19,,,,,
player,201610240den,den,AndeC.00,targets,0,,,,,
player,201610240den,den,AndeC.00,rec,0,,,,,
player,201610240den,den,AndeC.00,rec_yds,0,,,,,
player,201610240den,den,AndeC.00,rec_td,0,,,,,
player,201610240den,den,AndeC.00,rec_long,0,,,,,
player,201610240den,den,AndeC.00,fumbles,0,,,,,
player,201610240den,den,AndeC.00,fumbles_lost,0,,,,,
player,201610240den,den,BookDe00,pass_cmp,0,,,,,
player,201610240den,den,BookDe00,pass_att,0,,,,,
player,201610240den,den,BookDe00,pass_yds,0,,,,,
player,201610240den,den,BookDe00,pass_td,0,,,,,
player,201610240den,den,BookDe00,pass_int,0,,,,,
player,201610240den,den,BookDe00,pass_sacked,0,,,,,
player,201610240den,den,BookDe00,pass_sacked_yds,0,,,,,
player,201610240den,den,BookDe00,pass_long,0,,,,,
player,201610240den,den,BookDe00,pass_rating,,,,,,
player,201610240den,den,BookDe00,rush_att,17,,,,,
player,201610240den,den,BookDe00,rush_yds,83,,,,,
player,201610240den,den,BookDe00,rush_td,1,,,,,
player,201610240den,den,BookDe00,rush_long,12,,,,,
player,201610240den,den,BookDe00,targets,2,,,,,
player,201610240den,den,BookDe00,rec,1,,,,,
player,201610240den,den,BookDe00,rec_yds,4,,,,,
player,201610240den,den,BookDe00,rec_td,0,,,,,
player,201610240den,den,BookDe00,rec_long,4,,,,,
player,201610240den,den,BookDe00,fumbles,1,,,,,
player,201610240den,den,BookDe00,fumbles_lost,0,,,,,
player,201610240den,den,JanoAn00,pass_cmp,0,,,,,
player,201610240den,den,JanoAn00,pass_att,0,,,,,
player,201610240den,den,JanoAn00,pass_yds,0,,,,,
player,201610240den,den,JanoAn00,pass_td,0,,,,,
player,201610240den,den,JanoAn00,pass_int,0,,,,,
player,201610240den,den,JanoAn00,pass_sacked,0,,,,,
player,201610240den,den,JanoAn00,pass_sacked_yds,0,,,,,
player,201610240den,den,JanoAn00,pass_long,0,,,,,
player,201610240den,den,JanoAn00,pass_rating,,,,,,
player,201610240den,den,JanoAn00,rush_att,1,,,,,
player,201610240den,den,JanoAn00,rush_yds,1,,,,,
player,201610240den,den,JanoAn00,rush_td,0,,,,,
player,201610240den,den,JanoAn00,rush_long,1,,,,,
player,201610240den,den,JanoAn00,targets,2,,,,,
player,201610240den,den,JanoAn00,rec,1,,,,,
player,201610240den,den,JanoAn00,rec_yds,12,,,,,
player,201610240den,den,JanoAn00,rec_td,0,,,,,
player,201610240den,den,JanoAn00,rec_long,12,,,,,
player,201610240den,den,JanoAn00,fumbles,0,,,,,
player,201610240den,den,JanoAn00,fumbles_lost,0,,,,,
player,201610240den,den,SandEm00,pass_cmp,0,,,,,
player,201610240den,den,SandEm00,pass_att,0,,,,,
player,201610240den,den,SandEm00,pass_yds,0,,,,,
player,201610240den,den,SandEm00,pass_td,0,,,,,
player,201610240den,den,SandEm00,pass_int,0,,,,,
player,201610240den,den,SandEm00,pass_sacked,0,,,,,
player,201610240den,den,SandEm00,pass_sacked_yds,0,,,,,
player,201610240den,den,SandEm00,pass_long,0,,,,,
player,201610240den,den,SandEm00,pass_rating,,,,,,
player,201610240den,den,SandEm00,rush_att,0,,,,,
player,201610240den,den,SandEm00,rush_yds,0,,,,,
player,201610240den,den,SandEm00,rush_td,0,,,,,
player,201610240den,den,SandEm00,rush_long,0,,,,,
player,201610240den,den,SandEm00,targets,8,,,,,
player,201610240den,den,SandEm00,rec,4,,,,,
player,201610240den,den,SandEm00,rec_yds,86,,,,,
player,201610240den,den,SandEm00,rec_td,0,,,,,
player,201610240den,den,SandEm00,rec_long,31,,,,,
player,201610240den,den,SandEm00,fumbles,0,,,,,
player,201610240den,den,SandEm00,fumbles_lost,0,,,,,
player,201610240den,den,ThomDe03,pass_cmp,0,,,,,
player,201610240den,den,ThomDe03,pass_att,0,,,,,
player,201610240den,den,ThomDe03,pass_yds,0,,,,,
player,201610240den,den,ThomDe03,pass_td,0,,,,,
player,201610240den,den,ThomDe03,pass_int,0,,,,,
player,201610240den,den,ThomDe03,pass_sacked,0,,,,,
player,201610240den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201610240den,den,ThomDe03,pass_long,0,,,,,
player,201610240den,den,ThomDe03,pass_rating,,,,,,
player,201610240den,den,ThomDe03,rush_att,0,,,,,
player,201610240den,den,ThomDe03,rush_yds,0,,,,,
player,201610240den,den,ThomDe03,rush_td,0,,,,,
player,201610240den,den,ThomDe03,rush_long,0,,,,,
player,201610240den,den,ThomDe03,targets,10,,,,,
player,201610240den,den,ThomDe03,rec,6,,,,,
player,201610240den,den,ThomDe03,rec_yds,40,,,,,
player,201610240den,den,ThomDe03,rec_td,1,,,,,
player,201610240den,den,ThomDe03,rec_long,11,,,,,
player,201610240den,den,ThomDe03,fumbles,0,,,,,
player,201610240den,den,ThomDe03,fumbles_lost,0,,,,,
player,201610240den,den,NorwJo00,pass_cmp,0,,,,,
player,201610240den,den,NorwJo00,pass_att,0,,,,,
player,201610240den,den,NorwJo00,pass_yds,0,,,,,
player,201610240den,den,NorwJo00,pass_td,0,,,,,
player,201610240den,den,NorwJo00,pass_int,0,,,,,
player,201610240den,den,NorwJo00,pass_sacked,0,,,,,
player,201610240den,den,NorwJo00,pass_sacked_yds,0,,,,,
player,201610240den,den,NorwJo00,pass_long,0,,,,,
player,201610240den,den,NorwJo00,pass_rating,,,,,,
player,201610240den,den,NorwJo00,rush_att,0,,,,,
player,201610240den,den,NorwJo00,rush_yds,0,,,,,
player,201610240den,den,NorwJo00,rush_td,0,,,,,
player,201610240den,den,NorwJo00,rush_long,0,,,,,
player,201610240den,den,NorwJo00,targets,2,,,,,
player,201610240den,den,NorwJo00,rec,1,,,,,
player,201610240den,den,NorwJo00,rec_yds,8,,,,,
player,201610240den,den,NorwJo00,rec_td,0,,,,,
player,201610240den,den,NorwJo00,rec_long,8,,,,,
player,201610240den,den,NorwJo00,fumbles,0,,,,,
player,201610240den,den,NorwJo00,fumbles_lost,0,,,,,
player,201610240den,den,FowlBe00,pass_cmp,0,,,,,
player,201610240den,den,FowlBe00,pass_att,0,,,,,
player,201610240den,den,FowlBe00,pass_yds,0,,,,,
player,201610240den,den,FowlBe00,pass_td,0,,,,,
player,201610240den,den,FowlBe00,pass_int,0,,,,,
player,201610240den,den,FowlBe00,pass_sacked,0,,,,,
player,201610240den,den,FowlBe00,pass_sacked_yds,0,,,,,
player,201610240den,den,FowlBe00,pass_long,0,,,,,
player,201610240den,den,FowlBe00,pass_rating,,,,,,
player,201610240den,den,FowlBe00,rush_att,0,,,,,
player,201610240den,den,FowlBe00,rush_yds,0,,,,,
player,201610240den,den,FowlBe00,rush_td,0,,,,,
player,201610240den,den,FowlBe00,rush_long,0,,,,,
player,201610240den,den,FowlBe00,targets,1,,,,,
player,201610240den,den,FowlBe00,rec,1,,,,,
player,201610240den,den,FowlBe00,rec_yds,7,,,,,
player,201610240den,den,FowlBe00,rec_td,0,,,,,
player,201610240den,den,FowlBe00,rec_long,7,,,,,
player,201610240den,den,FowlBe00,fumbles,0,,,,,
player,201610240den,den,FowlBe00,fumbles_lost,0,,,,,
player,201610240den,htx,BouyA.00,def_int,0,,,,,
player,201610240den,htx,BouyA.00,def_int_yds,0,,,,,
player,201610240den,htx,BouyA.00,def_int_td,0,,,,,
player,201610240den,htx,BouyA.00,def_int_long,0,,,,,
player,201610240den,htx,BouyA.00,pass_defended,2,,,,,
player,201610240den,htx,BouyA.00,sacks,0.0,,,,,
player,201610240den,htx,BouyA.00,tackles_combined,11,,,,,
player,201610240den,htx,BouyA.00,tackles_solo,9,,,,,
player,201610240den,htx,BouyA.00,tackles_assists,2,,,,,
player,201610240den,htx,BouyA.00,tackles_loss,0,,,,,
player,201610240den,htx,BouyA.00,qb_hits,0,,,,,
player,201610240den,htx,BouyA.00,fumbles_rec,0,,,,,
player,201610240den,htx,BouyA.00,fumbles_rec_yds,0,,,,,
player,201610240den,htx,BouyA.00,fumbles_rec_td,0,,,,,
player,201610240den,htx,BouyA.00,fumbles_forced,0,,,,,
player,201610240den,htx,McKiBe00,def_int,0,,,,,
player,201610240den,htx,McKiBe00,def_int_yds,0,,,,,
player,201610240den,htx,McKiBe00,def_int_td,0,,,,,
player,201610240den,htx,McKiBe00,def_int_long,0,,,,,
player,201610240den,htx,McKiBe00,pass_defended,0,,,,,
player,201610240den,htx,McKiBe00,sacks,0.0,,,,,
player,201610240den,htx,McKiBe00,tackles_combined,9,,,,,
player,201610240den,htx,McKiBe00,tackles_solo,7,,,,,
player,201610240den,htx,McKiBe00,tackles_assists,2,,,,,
player,201610240den,htx,McKiBe00,tackles_loss,0,,,,,
player,201610240den,htx,McKiBe00,qb_hits,0,,,,,
player,201610240den,htx,McKiBe00,fumbles_rec,0,,,,,
player,201610240den,htx,McKiBe00,fumbles_rec_yds,0,,,,,
player,201610240den,htx,McKiBe00,fumbles_rec_td,0,,,,,
player,201610240den,htx,McKiBe00,fumbles_forced,0,,,,,
player,201610240den,htx,CushBr99,def_int,0,,,,,
player,201610240den,htx,CushBr99,def_int_yds,0,,,,,
player,201610240den,htx,CushBr99,def_int_td,0,,,,,
player,201610240den,htx,CushBr99,def_int_long,0,,,,,
player,201610240den,htx,CushBr99,pass_defended,0,,,,,
player,201610240den,htx,CushBr99,sacks,0.0,,,,,
player,201610240den,htx,CushBr99,tackles_combined,6,,,,,
player,201610240den,htx,CushBr99,tackles_solo,3,,,,,
player,201610240den,htx,CushBr99,tackles_assists,3,,,,,
player,201610240den,htx,CushBr99,tackles_loss,0,,,,,
player,201610240den,htx,CushBr99,qb_hits,0,,,,,
player,201610240den,htx,CushBr99,fumbles_rec,0,,,,,
player,201610240den,htx,CushBr99,fumbles_rec_yds,0,,,,,
player,201610240den,htx,CushBr99,fumbles_rec_td,0,,,,,
player,201610240den,htx,CushBr99,fumbles_forced,0,,,,,
player,201610240den,htx,ClowJa00,def_int,0,,,,,
player,201610240den,htx,ClowJa00,def_int_yds,0,,,,,
player,201610240den,htx,ClowJa00,def_int_td,0,,,,,
player,201610240den,htx,ClowJa00,def_int_long,0,,,,,
player,201610240den,htx,ClowJa00,pass_defended,0,,,,,
player,201610240den,htx,ClowJa00,sacks,0.0,,,,,
player,201610240den,htx,ClowJa00,tackles_combined,4,,,,,
player,201610240den,htx,ClowJa00,tackles_solo,3,,,,,
player,201610240den,htx,ClowJa00,tackles_assists,1,,,,,
player,201610240den,htx,ClowJa00,tackles_loss,0,,,,,
player,201610240den,htx,ClowJa00,qb_hits,1,,,,,
player,201610240den,htx,ClowJa00,fumbles_rec,0,,,,,
player,201610240den,htx,ClowJa00,fumbles_rec_yds,0,,,,,
player,201610240den,htx,ClowJa00,fumbles_rec_td,0,,,,,
player,201610240den,htx,ClowJa00,fumbles_forced,0,,,,,
player,201610240den,htx,DunnBr00,def_int,0,,,,,
player,201610240den,htx,DunnBr00,def_int_yds,0,,,,,
player,201610240den,htx,DunnBr00,def_int_td,0,,,,,
player,201610240den,htx,DunnBr00,def_int_long,0,,,,,
player,201610240den,htx,DunnBr00,pass_defended,0,,,,,
player,201610240den,htx,DunnBr00,sacks,0.0,,,,,
player,201610240den,htx,DunnBr00,tackles_combined,3,,,,,
player,201610240den,htx,DunnBr00,tackles_solo,3,,,,,
player,201610240den,htx,DunnBr00,tackles_assists,0,,,,,
player,201610240den,htx,DunnBr00,tackles_loss,0,,,,,
player,201610240den,htx,DunnBr00,qb_hits,0,,,,,
player,201610240den,htx,DunnBr00,fumbles_rec,0,,,,,
player,201610240den,htx,DunnBr00,fumbles_rec_yds,0,,,,,
player,201610240den,htx,DunnBr00,fumbles_rec_td,0,,,,,
player,201610240den,htx,DunnBr00,fumbles_forced,0,,,,,
player,201610240den,htx,HalxAn00,def_int,0,,,,,
player,201610240den,htx,HalxAn00,def_int_yds,0,,,,,
player,201610240den,htx,HalxAn00,def_int_td,0,,,,,
player,201610240den,htx,HalxAn00,def_int_long,0,,,,,
player,201610240den,htx,HalxAn00,pass_defended,0,,,,,
player,201610240den,htx,HalxAn00,sacks,0.0,,,,,
player,201610240den,htx,HalxAn00,tackles_combined,3,,,,,
player,201610240den,htx,HalxAn00,tackles_solo,2,,,,,
player,201610240den,htx,HalxAn00,tackles_assists,1,,,,,
player,201610240den,htx,HalxAn00,tackles_loss,0,,,,,
player,201610240den,htx,HalxAn00,qb_hits,0,,,,,
player,201610240den,htx,HalxAn00,fumbles_rec,0,,,,,
player,201610240den,htx,HalxAn00,fumbles_rec_yds,0,,,,,
player,201610240den,htx,HalxAn00,fumbles_rec_td,0,,,,,
player,201610240den,htx,HalxAn00,fumbles_forced,0,,,,,
player,201610240den,htx,MercWh00,def_int,0,,,,,
player,201610240den,htx,MercWh00,def_int_yds,0,,,,,
player,201610240den,htx,MercWh00,def_int_td,0,,,,,
player,201610240den,htx,MercWh00,def_int_long,0,,,,,
player,201610240den,htx,MercWh00,pass_defended,0,,,,,
player,201610240den,htx,MercWh00,sacks,0.0,,,,,
player,201610240den,htx,MercWh00,tackles_combined,3,,,,,
player,201610240den,htx,MercWh00,tackles_solo,2,,,,,
player,201610240den,htx,MercWh00,tackles_assists,1,,,,,
player,201610240den,htx,MercWh00,tackles_loss,0,,,,,
player,201610240den,htx,MercWh00,qb_hits,1,,,,,
player,201610240den,htx,MercWh00,fumbles_rec,0,,,,,
player,201610240den,htx,MercWh00,fumbles_rec_yds,0,,,,,
player,201610240den,htx,MercWh00,fumbles_rec_td,0,,,,,
player,201610240den,htx,MercWh00,fumbles_forced,0,,,,,
player,201610240den,htx,SimoJo01,def_int,0,,,,,
player,201610240den,htx,SimoJo01,def_int_yds,0,,,,,
player,201610240den,htx,SimoJo01,def_int_td,0,,,,,
player,201610240den,htx,SimoJo01,def_int_long,0,,,,,
player,201610240den,htx,SimoJo01,pass_defended,0,,,,,
player,201610240den,htx,SimoJo01,sacks,0.0,,,,,
