game,2016,16,20161225,201612250kan,den,"Denver Broncos",10,kan,"Kansas City Chiefs",33
team,201612250kan,den,First Downs,14,,,,,,
team,201612250kan,kan,First Downs,23,,,,,,
team,201612250kan,den,Rush-Yds-TDs,14-63-1,,,,,,
team,201612250kan,kan,Rush-Yds-TDs,37-238-2,,,,,,
team,201612250kan,den,Cmp-Att-Yd-TD-INT,17-43-183-0-1,,,,,,
team,201612250kan,kan,Cmp-Att-Yd-TD-INT,26-37-246-2-1,,,,,,
team,201612250kan,den,Sacked-Yards,0-0,,,,,,
team,201612250kan,kan,Sacked-Yards,0-0,,,,,,
team,201612250kan,den,Net Pass Yards,183,,,,,,
team,201612250kan,kan,Net Pass Yards,246,,,,,,
team,201612250kan,den,Total Yards,246,,,,,,
team,201612250kan,kan,Total Yards,484,,,,,,
team,201612250kan,den,Fumbles-Lost,3-2,,,,,,
team,201612250kan,kan,Fumbles-Lost,2-0,,,,,,
team,201612250kan,den,Turnovers,3,,,,,,
team,201612250kan,kan,Turnovers,1,,,,,,
team,201612250kan,den,Penalties-Yards,9-70,,,,,,
team,201612250kan,kan,Penalties-Yards,8-65,,,,,,
team,201612250kan,den,Third Down Conv.,4-15,,,,,,
team,201612250kan,kan,Third Down Conv.,9-17,,,,,,
team,201612250kan,den,Fourth Down Conv.,1-2,,,,,,
team,201612250kan,kan,Fourth Down Conv.,0-0,,,,,,
team,201612250kan,den,Time of Possession,21:59,,,,,,
team,201612250kan,kan,Time of Possession,38:01,,,,,,
player,201612250kan,den,SiemTr00,pass_cmp,17,,,,,
player,201612250kan,den,SiemTr00,pass_att,43,,,,,
player,201612250kan,den,SiemTr00,pass_yds,183,,,,,
player,201612250kan,den,SiemTr00,pass_td,0,,,,,
player,201612250kan,den,SiemTr00,pass_int,1,,,,,
player,201612250kan,den,SiemTr00,pass_sacked,0,,,,,
player,201612250kan,den,SiemTr00,pass_sacked_yds,0,,,,,
player,201612250kan,den,SiemTr00,pass_long,26,,,,,
player,201612250kan,den,SiemTr00,pass_rating,43.1,,,,,
player,201612250kan,den,SiemTr00,rush_att,0,,,,,
player,201612250kan,den,SiemTr00,rush_yds,0,,,,,
player,201612250kan,den,SiemTr00,rush_td,0,,,,,
player,201612250kan,den,SiemTr00,rush_long,0,,,,,
