game,2016,9,20161106,201611060rav,pit,"Pittsburgh Steelers",14,rav,"Baltimore Ravens",21
team,201611060rav,pit,First Downs,15,,,,,,
team,201611060rav,rav,First Downs,13,,,,,,
team,201611060rav,pit,Rush-Yds-TDs,18-36-1,,,,,,
team,201611060rav,rav,Rush-Yds-TDs,29-50-0,,,,,,
team,201611060rav,pit,Cmp-Att-Yd-TD-INT,23-45-264-1-1,,,,,,
team,201611060rav,rav,Cmp-Att-Yd-TD-INT,19-31-250-1-1,,,,,,
team,201611060rav,pit,Sacked-Yards,2-23,,,,,,
team,201611060rav,rav,Sacked-Yards,3-26,,,,,,
team,201611060rav,pit,Net Pass Yards,241,,,,,,
team,201611060rav,rav,Net Pass Yards,224,,,,,,
team,201611060rav,pit,Total Yards,277,,,,,,
team,201611060rav,rav,Total Yards,274,,,,,,
team,201611060rav,pit,Fumbles-Lost,2-0,,,,,,
team,201611060rav,rav,Fumbles-Lost,2-0,,,,,,
team,201611060rav,pit,Turnovers,1,,,,,,
team,201611060rav,rav,Turnovers,1,,,,,,
team,201611060rav,pit,Penalties-Yards,13-99,,,,,,
team,201611060rav,rav,Penalties-Yards,10-94,,,,,,
team,201611060rav,pit,Third Down Conv.,4-16,,,,,,
team,201611060rav,rav,Third Down Conv.,4-17,,,,,,
team,201611060rav,pit,Fourth Down Conv.,1-2,,,,,,
team,201611060rav,rav,Fourth Down Conv.,0-0,,,,,,
team,201611060rav,pit,Time of Possession,27:50,,,,,,
team,201611060rav,rav,Time of Possession,32:10,,,,,,
player,201611060rav,pit,RoetBe00,pass_cmp,23,,,,,
player,201611060rav,pit,RoetBe00,pass_att,45,,,,,
player,201611060rav,pit,RoetBe00,pass_yds,264,,,,,
player,201611060rav,pit,RoetBe00,pass_td,1,,,,,
player,201611060rav,pit,RoetBe00,pass_int,1,,,,,
player,201611060rav,pit,RoetBe00,pass_sacked,2,,,,,
player,201611060rav,pit,RoetBe00,pass_sacked_yds,23,,,,,
player,201611060rav,pit,RoetBe00,pass_long,30,,,,,
player,201611060rav,pit,RoetBe00,pass_rating,67.3,,,,,
player,201611060rav,pit,RoetBe00,rush_att,3,,,,,
player,201611060rav,pit,RoetBe00,rush_yds,3,,,,,
player,201611060rav,pit,RoetBe00,rush_td,1,,,,,
player,201611060rav,pit,RoetBe00,rush_long,4,,,,,
player,201611060rav,pit,RoetBe00,targets,0,,,,,
player,201611060rav,pit,RoetBe00,rec,0,,,,,
player,201611060rav,pit,RoetBe00,rec_yds,0,,,,,
player,201611060rav,pit,RoetBe00,rec_td,0,,,,,
player,201611060rav,pit,RoetBe00,rec_long,0,,,,,
player,201611060rav,pit,RoetBe00,fumbles,2,,,,,
player,201611060rav,pit,RoetBe00,fumbles_lost,0,,,,,
player,201611060rav,pit,BellLe00,pass_cmp,0,,,,,
player,201611060rav,pit,BellLe00,pass_att,0,,,,,
player,201611060rav,pit,BellLe00,pass_yds,0,,,,,
player,201611060rav,pit,BellLe00,pass_td,0,,,,,
player,201611060rav,pit,BellLe00,pass_int,0,,,,,
player,201611060rav,pit,BellLe00,pass_sacked,0,,,,,
player,201611060rav,pit,BellLe00,pass_sacked_yds,0,,,,,
player,201611060rav,pit,BellLe00,pass_long,0,,,,,
player,201611060rav,pit,BellLe00,pass_rating,,,,,,
player,201611060rav,pit,BellLe00,rush_att,14,,,,,
player,201611060rav,pit,BellLe00,rush_yds,32,,,,,
player,201611060rav,pit,BellLe00,rush_td,0,,,,,
player,201611060rav,pit,BellLe00,rush_long,13,,,,,
player,201611060rav,pit,BellLe00,targets,9,,,,,
player,201611060rav,pit,BellLe00,rec,6,,,,,
player,201611060rav,pit,BellLe00,rec_yds,38,,,,,
player,201611060rav,pit,BellLe00,rec_td,0,,,,,
player,201611060rav,pit,BellLe00,rec_long,12,,,,,
player,201611060rav,pit,BellLe00,fumbles,0,,,,,
player,201611060rav,pit,BellLe00,fumbles_lost,0,,,,,
player,201611060rav,pit,WillDe02,pass_cmp,0,,,,,
player,201611060rav,pit,WillDe02,pass_att,0,,,,,
player,201611060rav,pit,WillDe02,pass_yds,0,,,,,
player,201611060rav,pit,WillDe02,pass_td,0,,,,,
player,201611060rav,pit,WillDe02,pass_int,0,,,,,
player,201611060rav,pit,WillDe02,pass_sacked,0,,,,,
player,201611060rav,pit,WillDe02,pass_sacked_yds,0,,,,,
player,201611060rav,pit,WillDe02,pass_long,0,,,,,
player,201611060rav,pit,WillDe02,pass_rating,,,,,,
player,201611060rav,pit,WillDe02,rush_att,1,,,,,
player,201611060rav,pit,WillDe02,rush_yds,1,,,,,
