game,2016,7,20161023,201610230crd,sea,"Seattle Seahawks",6,crd,"Arizona Cardinals",6
team,201610230crd,sea,First Downs,11,,,,,,
team,201610230crd,crd,First Downs,23,,,,,,
team,201610230crd,sea,Rush-Yds-TDs,19-52-0,,,,,,
team,201610230crd,crd,Rush-Yds-TDs,37-132-0,,,,,,
team,201610230crd,sea,Cmp-Att-Yd-TD-INT,24-37-225-0-0,,,,,,
team,201610230crd,crd,Cmp-Att-Yd-TD-INT,29-49-342-0-0,,,,,,
team,201610230crd,sea,Sacked-Yards,1-20,,,,,,
team,201610230crd,crd,Sacked-Yards,4-31,,,,,,
team,201610230crd,sea,Net Pass Yards,205,,,,,,
team,201610230crd,crd,Net Pass Yards,311,,,,,,
team,201610230crd,sea,Total Yards,257,,,,,,
team,201610230crd,crd,Total Yards,443,,,,,,
team,201610230crd,sea,Fumbles-Lost,2-0,,,,,,
team,201610230crd,crd,Fumbles-Lost,1-0,,,,,,
team,201610230crd,sea,Turnovers,0,,,,,,
team,201610230crd,crd,Turnovers,0,,,,,,
team,201610230crd,sea,Penalties-Yards,10-90,,,,,,
team,201610230crd,crd,Penalties-Yards,6-45,,,,,,
team,201610230crd,sea,Third Down Conv.,3-14,,,,,,
team,201610230crd,crd,Third Down Conv.,10-21,,,,,,
team,201610230crd,sea,Fourth Down Conv.,0-0,,,,,,
team,201610230crd,crd,Fourth Down Conv.,0-1,,,,,,
team,201610230crd,sea,Time of Possession,28:39,,,,,,
team,201610230crd,crd,Time of Possession,46:21,,,,,,
player,201610230crd,sea,WilsRu00,pass_cmp,24,,,,,
player,201610230crd,sea,WilsRu00,pass_att,37,,,,,
player,201610230crd,sea,WilsRu00,pass_yds,225,,,,,
player,201610230crd,sea,WilsRu00,pass_td,0,,,,,
player,201610230crd,sea,WilsRu00,pass_int,0,,,,,
player,201610230crd,sea,WilsRu00,pass_sacked,1,,,,,
player,201610230crd,sea,WilsRu00,pass_sacked_yds,20,,,,,
player,201610230crd,sea,WilsRu00,pass_long,31,,,,,
player,201610230crd,sea,WilsRu00,pass_rating,81.5,,,,,
player,201610230crd,sea,WilsRu00,rush_att,1,,,,,
player,201610230crd,sea,WilsRu00,rush_yds,-2,,,,,
player,201610230crd,sea,WilsRu00,rush_td,0,,,,,
player,201610230crd,sea,WilsRu00,rush_long,-2,,,,,
player,201610230crd,sea,WilsRu00,targets,1,,,,,
player,201610230crd,sea,WilsRu00,rec,1,,,,,
player,201610230crd,sea,WilsRu00,rec_yds,-1,,,,,
player,201610230crd,sea,WilsRu00,rec_td,0,,,,,
player,201610230crd,sea,WilsRu00,rec_long,-1,,,,,
player,201610230crd,sea,WilsRu00,fumbles,2,,,,,
player,201610230crd,sea,WilsRu00,fumbles_lost,0,,,,,
player,201610230crd,sea,MichCh00,pass_cmp,0,,,,,
player,201610230crd,sea,MichCh00,pass_att,0,,,,,
player,201610230crd,sea,MichCh00,pass_yds,0,,,,,
player,201610230crd,sea,MichCh00,pass_td,0,,,,,
player,201610230crd,sea,MichCh00,pass_int,0,,,,,
player,201610230crd,sea,MichCh00,pass_sacked,0,,,,,
player,201610230crd,sea,MichCh00,pass_sacked_yds,0,,,,,
player,201610230crd,sea,MichCh00,pass_long,0,,,,,
player,201610230crd,sea,MichCh00,pass_rating,,,,,,
player,201610230crd,sea,MichCh00,rush_att,16,,,,,
player,201610230crd,sea,MichCh00,rush_yds,52,,,,,
player,201610230crd,sea,MichCh00,rush_td,0,,,,,
player,201610230crd,sea,MichCh00,rush_long,10,,,,,
player,201610230crd,sea,MichCh00,targets,3,,,,,
player,201610230crd,sea,MichCh00,rec,3,,,,,
player,201610230crd,sea,MichCh00,rec_yds,3,,,,,
player,201610230crd,sea,MichCh00,rec_td,0,,,,,
player,201610230crd,sea,MichCh00,rec_long,6,,,,,
player,201610230crd,sea,MichCh00,fumbles,0,,,,,
player,201610230crd,sea,MichCh00,fumbles_lost,0,,,,,
player,201610230crd,sea,CollAl00,pass_cmp,0,,,,,
player,201610230crd,sea,CollAl00,pass_att,0,,,,,
player,201610230crd,sea,CollAl00,pass_yds,0,,,,,
player,201610230crd,sea,CollAl00,pass_td,0,,,,,
player,201610230crd,sea,CollAl00,pass_int,0,,,,,
player,201610230crd,sea,CollAl00,pass_sacked,0,,,,,
player,201610230crd,sea,CollAl00,pass_sacked_yds,0,,,,,
player,201610230crd,sea,CollAl00,pass_long,0,,,,,
player,201610230crd,sea,CollAl00,pass_rating,,,,,,
player,201610230crd,sea,CollAl00,rush_att,1,,,,,
player,201610230crd,sea,CollAl00,rush_yds,2,,,,,
player,201610230crd,sea,CollAl00,rush_td,0,,,,,
player,201610230crd,sea,CollAl00,rush_long,2,,,,,
player,201610230crd,sea,CollAl00,targets,0,,,,,
player,201610230crd,sea,CollAl00,rec,0,,,,,
player,201610230crd,sea,CollAl00,rec_yds,0,,,,,
player,201610230crd,sea,CollAl00,rec_td,0,,,,,
player,201610230crd,sea,CollAl00,rec_long,0,,,,,
player,201610230crd,sea,CollAl00,fumbles,0,,,,,
player,201610230crd,sea,CollAl00,fumbles_lost,0,,,,,
player,201610230crd,sea,BaldDo00,pass_cmp,0,,,,,
player,201610230crd,sea,BaldDo00,pass_att,0,,,,,
player,201610230crd,sea,BaldDo00,pass_yds,0,,,,,
player,201610230crd,sea,BaldDo00,pass_td,0,,,,,
player,201610230crd,sea,BaldDo00,pass_int,0,,,,,
player,201610230crd,sea,BaldDo00,pass_sacked,0,,,,,
player,201610230crd,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201610230crd,sea,BaldDo00,pass_long,0,,,,,
player,201610230crd,sea,BaldDo00,pass_rating,,,,,,
player,201610230crd,sea,BaldDo00,rush_att,0,,,,,
player,201610230crd,sea,BaldDo00,rush_yds,0,,,,,
player,201610230crd,sea,BaldDo00,rush_td,0,,,,,
player,201610230crd,sea,BaldDo00,rush_long,0,,,,,
player,201610230crd,sea,BaldDo00,targets,9,,,,,
player,201610230crd,sea,BaldDo00,rec,6,,,,,
player,201610230crd,sea,BaldDo00,rec_yds,69,,,,,
player,201610230crd,sea,BaldDo00,rec_td,0,,,,,
player,201610230crd,sea,BaldDo00,rec_long,27,,,,,
player,201610230crd,sea,BaldDo00,fumbles,0,,,,,
player,201610230crd,sea,BaldDo00,fumbles_lost,0,,,,,
player,201610230crd,sea,GrahJi00,pass_cmp,0,,,,,
player,201610230crd,sea,GrahJi00,pass_att,0,,,,,
player,201610230crd,sea,GrahJi00,pass_yds,0,,,,,
player,201610230crd,sea,GrahJi00,pass_td,0,,,,,
player,201610230crd,sea,GrahJi00,pass_int,0,,,,,
player,201610230crd,sea,GrahJi00,pass_sacked,0,,,,,
player,201610230crd,sea,GrahJi00,pass_sacked_yds,0,,,,,
player,201610230crd,sea,GrahJi00,pass_long,0,,,,,
player,201610230crd,sea,GrahJi00,pass_rating,,,,,,
player,201610230crd,sea,GrahJi00,rush_att,0,,,,,
player,201610230crd,sea,GrahJi00,rush_yds,0,,,,,
player,201610230crd,sea,GrahJi00,rush_td,0,,,,,
player,201610230crd,sea,GrahJi00,rush_long,0,,,,,
player,201610230crd,sea,GrahJi00,targets,10,,,,,
player,201610230crd,sea,GrahJi00,rec,5,,,,,
player,201610230crd,sea,GrahJi00,rec_yds,53,,,,,
player,201610230crd,sea,GrahJi00,rec_td,0,,,,,
player,201610230crd,sea,GrahJi00,rec_long,14,,,,,
player,201610230crd,sea,GrahJi00,fumbles,0,,,,,
