game,2016,2,20160919,201609190chi,phi,"Philadelphia Eagles",29,chi,"Chicago Bears",14
player,201609190chi,chi,McMaSh99,def_int_td,0,,,,,
player,201609190chi,chi,McMaSh99,def_int_long,0,,,,,
player,201609190chi,chi,McMaSh99,pass_defended,0,,,,,
player,201609190chi,chi,McMaSh99,sacks,0.0,,,,,
player,201609190chi,chi,McMaSh99,tackles_combined,2,,,,,
player,201609190chi,chi,McMaSh99,tackles_solo,2,,,,,
player,201609190chi,chi,McMaSh99,tackles_assists,0,,,,,
player,201609190chi,chi,McMaSh99,tackles_loss,0,,,,,
player,201609190chi,chi,McMaSh99,qb_hits,0,,,,,
player,201609190chi,chi,McMaSh99,fumbles_rec,0,,,,,
player,201609190chi,chi,McMaSh99,fumbles_rec_yds,0,,,,,
player,201609190chi,chi,McMaSh99,fumbles_rec_td,0,,,,,
player,201609190chi,chi,McMaSh99,fumbles_forced,0,,,,,
player,201609190chi,chi,BullJo00,def_int,0,,,,,
player,201609190chi,chi,BullJo00,def_int_yds,0,,,,,
player,201609190chi,chi,BullJo00,def_int_td,0,,,,,
player,201609190chi,chi,BullJo00,def_int_long,0,,,,,
player,201609190chi,chi,BullJo00,pass_defended,0,,,,,
player,201609190chi,chi,BullJo00,sacks,0.0,,,,,
player,201609190chi,chi,BullJo00,tackles_combined,1,,,,,
player,201609190chi,chi,BullJo00,tackles_solo,1,,,,,
player,201609190chi,chi,BullJo00,tackles_assists,0,,,,,
player,201609190chi,chi,BullJo00,tackles_loss,0,,,,,
player,201609190chi,chi,BullJo00,qb_hits,0,,,,,
player,201609190chi,chi,BullJo00,fumbles_rec,0,,,,,
player,201609190chi,chi,BullJo00,fumbles_rec_yds,0,,,,,
player,201609190chi,chi,BullJo00,fumbles_rec_td,0,,,,,
player,201609190chi,chi,BullJo00,fumbles_forced,0,,,,,
player,201609190chi,chi,GoldEd00,def_int,0,,,,,
player,201609190chi,chi,GoldEd00,def_int_yds,0,,,,,
player,201609190chi,chi,GoldEd00,def_int_td,0,,,,,
player,201609190chi,chi,GoldEd00,def_int_long,0,,,,,
player,201609190chi,chi,GoldEd00,pass_defended,1,,,,,
player,201609190chi,chi,GoldEd00,sacks,0.0,,,,,
player,201609190chi,chi,GoldEd00,tackles_combined,1,,,,,
player,201609190chi,chi,GoldEd00,tackles_solo,1,,,,,
player,201609190chi,chi,GoldEd00,tackles_assists,0,,,,,
player,201609190chi,chi,GoldEd00,tackles_loss,0,,,,,
player,201609190chi,chi,GoldEd00,qb_hits,0,,,,,
player,201609190chi,chi,GoldEd00,fumbles_rec,0,,,,,
player,201609190chi,chi,GoldEd00,fumbles_rec_yds,0,,,,,
player,201609190chi,chi,GoldEd00,fumbles_rec_td,0,,,,,
player,201609190chi,chi,GoldEd00,fumbles_forced,0,,,,,
player,201609190chi,chi,HallDe02,def_int,0,,,,,
player,201609190chi,chi,HallDe02,def_int_yds,0,,,,,
player,201609190chi,chi,HallDe02,def_int_td,0,,,,,
player,201609190chi,chi,HallDe02,def_int_long,0,,,,,
player,201609190chi,chi,HallDe02,pass_defended,1,,,,,
player,201609190chi,chi,HallDe02,sacks,0.0,,,,,
player,201609190chi,chi,HallDe02,tackles_combined,1,,,,,
player,201609190chi,chi,HallDe02,tackles_solo,1,,,,,
player,201609190chi,chi,HallDe02,tackles_assists,0,,,,,
player,201609190chi,chi,HallDe02,tackles_loss,0,,,,,
player,201609190chi,chi,HallDe02,qb_hits,0,,,,,
player,201609190chi,chi,HallDe02,fumbles_rec,0,,,,,
player,201609190chi,chi,HallDe02,fumbles_rec_yds,0,,,,,
player,201609190chi,chi,HallDe02,fumbles_rec_td,0,,,,,
player,201609190chi,chi,HallDe02,fumbles_forced,0,,,,,
player,201609190chi,chi,SuttWi00,def_int,0,,,,,
player,201609190chi,chi,SuttWi00,def_int_yds,0,,,,,
player,201609190chi,chi,SuttWi00,def_int_td,0,,,,,
player,201609190chi,chi,SuttWi00,def_int_long,0,,,,,
player,201609190chi,chi,SuttWi00,pass_defended,0,,,,,
player,201609190chi,chi,SuttWi00,sacks,0.0,,,,,
player,201609190chi,chi,SuttWi00,tackles_combined,1,,,,,
player,201609190chi,chi,SuttWi00,tackles_solo,0,,,,,
player,201609190chi,chi,SuttWi00,tackles_assists,1,,,,,
player,201609190chi,chi,SuttWi00,tackles_loss,0,,,,,
player,201609190chi,chi,SuttWi00,qb_hits,0,,,,,
player,201609190chi,chi,SuttWi00,fumbles_rec,0,,,,,
player,201609190chi,chi,SuttWi00,fumbles_rec_yds,0,,,,,
player,201609190chi,chi,SuttWi00,fumbles_rec_td,0,,,,,
player,201609190chi,chi,SuttWi00,fumbles_forced,0,,,,,
player,201609190chi,phi,HuffJo00,kick_ret,1,,,,,
player,201609190chi,phi,HuffJo00,kick_ret_yds,27,,,,,
player,201609190chi,phi,HuffJo00,kick_ret_yds_per_ret,27.0,,,,,
player,201609190chi,phi,HuffJo00,kick_ret_td,0,,,,,
player,201609190chi,phi,HuffJo00,kick_ret_long,27,,,,,
player,201609190chi,phi,HuffJo00,punt_ret,0,,,,,
player,201609190chi,phi,HuffJo00,punt_ret_yds,0,,,,,
player,201609190chi,phi,HuffJo00,punt_ret_yds_per_ret,,,,,,
player,201609190chi,phi,HuffJo00,punt_ret_td,0,,,,,
player,201609190chi,phi,HuffJo00,punt_ret_long,0,,,,,
player,201609190chi,phi,SmalWe00,kick_ret,1,,,,,
player,201609190chi,phi,SmalWe00,kick_ret_yds,30,,,,,
player,201609190chi,phi,SmalWe00,kick_ret_yds_per_ret,30.0,,,,,
player,201609190chi,phi,SmalWe00,kick_ret_td,0,,,,,
player,201609190chi,phi,SmalWe00,kick_ret_long,30,,,,,
player,201609190chi,phi,SmalWe00,punt_ret,0,,,,,
player,201609190chi,phi,SmalWe00,punt_ret_yds,0,,,,,
player,201609190chi,phi,SmalWe00,punt_ret_yds_per_ret,,,,,,
player,201609190chi,phi,SmalWe00,punt_ret_td,0,,,,,
player,201609190chi,phi,SmalWe00,punt_ret_long,0,,,,,
player,201609190chi,chi,RoyaEd00,kick_ret,0,,,,,
player,201609190chi,chi,RoyaEd00,kick_ret_yds,0,,,,,
player,201609190chi,chi,RoyaEd00,kick_ret_yds_per_ret,,,,,,
player,201609190chi,chi,RoyaEd00,kick_ret_td,0,,,,,
player,201609190chi,chi,RoyaEd00,kick_ret_long,0,,,,,
player,201609190chi,chi,RoyaEd00,punt_ret,1,,,,,
player,201609190chi,chi,RoyaEd00,punt_ret_yds,65,,,,,
player,201609190chi,chi,RoyaEd00,punt_ret_yds_per_ret,65.0,,,,,
player,201609190chi,chi,RoyaEd00,punt_ret_td,1,,,,,
player,201609190chi,chi,RoyaEd00,punt_ret_long,65,,,,,
player,201609190chi,chi,ThomDe04,kick_ret,2,,,,,
player,201609190chi,chi,ThomDe04,kick_ret_yds,42,,,,,
player,201609190chi,chi,ThomDe04,kick_ret_yds_per_ret,21.0,,,,,
player,201609190chi,chi,ThomDe04,kick_ret_td,0,,,,,
player,201609190chi,chi,ThomDe04,kick_ret_long,23,,,,,
player,201609190chi,chi,ThomDe04,punt_ret,0,,,,,
player,201609190chi,chi,ThomDe04,punt_ret_yds,0,,,,,
player,201609190chi,chi,ThomDe04,punt_ret_yds_per_ret,,,,,,
player,201609190chi,chi,ThomDe04,punt_ret_td,0,,,,,
player,201609190chi,chi,ThomDe04,punt_ret_long,0,,,,,
player,201609190chi,chi,BellJo02,kick_ret,1,,,,,
player,201609190chi,chi,BellJo02,kick_ret_yds,15,,,,,
player,201609190chi,chi,BellJo02,kick_ret_yds_per_ret,15.0,,,,,
player,201609190chi,chi,BellJo02,kick_ret_td,0,,,,,
player,201609190chi,chi,BellJo02,kick_ret_long,15,,,,,
player,201609190chi,chi,BellJo02,punt_ret,0,,,,,
player,201609190chi,chi,BellJo02,punt_ret_yds,0,,,,,
player,201609190chi,chi,BellJo02,punt_ret_yds_per_ret,,,,,,
player,201609190chi,chi,BellJo02,punt_ret_td,0,,,,,
player,201609190chi,chi,BellJo02,punt_ret_long,0,,,,,
player,201609190chi,chi,CallBr00,kick_ret,1,,,,,
player,201609190chi,chi,CallBr00,kick_ret_yds,17,,,,,
player,201609190chi,chi,CallBr00,kick_ret_yds_per_ret,17.0,,,,,
player,201609190chi,chi,CallBr00,kick_ret_td,0,,,,,
player,201609190chi,chi,CallBr00,kick_ret_long,17,,,,,
player,201609190chi,chi,CallBr00,punt_ret,0,,,,,
player,201609190chi,chi,CallBr00,punt_ret_yds,0,,,,,
player,201609190chi,chi,CallBr00,punt_ret_yds_per_ret,,,,,,
player,201609190chi,chi,CallBr00,punt_ret_td,0,,,,,
player,201609190chi,chi,CallBr00,punt_ret_long,0,,,,,
player,201609190chi,chi,CareKa00,kick_ret,1,,,,,
player,201609190chi,chi,CareKa00,kick_ret_yds,16,,,,,
player,201609190chi,chi,CareKa00,kick_ret_yds_per_ret,16.0,,,,,
player,201609190chi,chi,CareKa00,kick_ret_td,0,,,,,
player,201609190chi,chi,CareKa00,kick_ret_long,16,,,,,
player,201609190chi,chi,CareKa00,punt_ret,0,,,,,
player,201609190chi,chi,CareKa00,punt_ret_yds,0,,,,,
player,201609190chi,chi,CareKa00,punt_ret_yds_per_ret,,,,,,
player,201609190chi,chi,CareKa00,punt_ret_td,0,,,,,
player,201609190chi,chi,CareKa00,punt_ret_long,0,,,,,
player,201609190chi,phi,SturCa00,xpm,2,,,,,
player,201609190chi,phi,SturCa00,xpa,3,,,,,
player,201609190chi,phi,SturCa00,fgm,3,,,,,
player,201609190chi,phi,SturCa00,fga,3,,,,,
player,201609190chi,phi,SturCa00,punt,0,,,,,
player,201609190chi,phi,SturCa00,punt_yds,0,,,,,
player,201609190chi,phi,SturCa00,punt_yds_per_punt,,,,,,
player,201609190chi,phi,SturCa00,punt_long,0,,,,,
player,201609190chi,phi,JoneDo21,xpm,,,,,,
player,201609190chi,phi,JoneDo21,xpa,,,,,,
player,201609190chi,phi,JoneDo21,fgm,,,,,,
player,201609190chi,phi,JoneDo21,fga,,,,,,
player,201609190chi,phi,JoneDo21,punt,5,,,,,
player,201609190chi,phi,JoneDo21,punt_yds,218,,,,,
player,201609190chi,phi,JoneDo21,punt_yds_per_punt,43.6,,,,,
player,201609190chi,phi,JoneDo21,punt_long,55,,,,,
player,201609190chi,chi,barthco01,xpm,2,,,,,
player,201609190chi,chi,barthco01,xpa,2,,,,,
player,201609190chi,chi,barthco01,fgm,,,,,,
player,201609190chi,chi,barthco01,fga,1,,,,,
player,201609190chi,chi,barthco01,punt,0,,,,,
player,201609190chi,chi,barthco01,punt_yds,0,,,,,
player,201609190chi,chi,barthco01,punt_yds_per_punt,,,,,,
player,201609190chi,chi,barthco01,punt_long,0,,,,,
player,201609190chi,chi,ODonPa00,xpm,,,,,,
player,201609190chi,chi,ODonPa00,xpa,,,,,,
player,201609190chi,chi,ODonPa00,fgm,,,,,,
player,201609190chi,chi,ODonPa00,fga,,,,,,
player,201609190chi,chi,ODonPa00,punt,4,,,,,
player,201609190chi,chi,ODonPa00,punt_yds,151,,,,,
player,201609190chi,chi,ODonPa00,punt_yds_per_punt,37.8,,,,,
player,201609190chi,chi,ODonPa00,punt_long,51,,,,,
player,201609190chi,chi,MassBo00,pos,T,,,,,
player,201609190chi,chi,MassBo00,offense,52,,,,,
player,201609190chi,chi,MassBo00,off_pct,100%,,,,,
player,201609190chi,chi,MassBo00,defense,0,,,,,
player,201609190chi,chi,MassBo00,def_pct,0%,,,,,
player,201609190chi,chi,MassBo00,special_teams,3,,,,,
player,201609190chi,chi,MassBo00,st_pct,11%,,,,,
player,201609190chi,chi,SittJo20,pos,G,,,,,
player,201609190chi,chi,SittJo20,offense,52,,,,,
player,201609190chi,chi,SittJo20,off_pct,100%,,,,,
player,201609190chi,chi,SittJo20,defense,0,,,,,
player,201609190chi,chi,SittJo20,def_pct,0%,,,,,
player,201609190chi,chi,SittJo20,special_teams,3,,,,,
player,201609190chi,chi,SittJo20,st_pct,11%,,,,,
player,201609190chi,chi,LenoCh00,pos,T,,,,,
player,201609190chi,chi,LenoCh00,offense,52,,,,,
player,201609190chi,chi,LenoCh00,off_pct,100%,,,,,
player,201609190chi,chi,LenoCh00,defense,0,,,,,
player,201609190chi,chi,LenoCh00,def_pct,0%,,,,,
player,201609190chi,chi,LenoCh00,special_teams,3,,,,,
player,201609190chi,chi,LenoCh00,st_pct,11%,,,,,
player,201609190chi,chi,LongKy00,pos,G,,,,,
player,201609190chi,chi,LongKy00,offense,52,,,,,
player,201609190chi,chi,LongKy00,off_pct,100%,,,,,
player,201609190chi,chi,LongKy00,defense,0,,,,,
player,201609190chi,chi,LongKy00,def_pct,0%,,,,,
player,201609190chi,chi,LongKy00,special_teams,3,,,,,
player,201609190chi,chi,LongKy00,st_pct,11%,,,,,
player,201609190chi,chi,WhitCo03,pos,G,,,,,
player,201609190chi,chi,WhitCo03,offense,52,,,,,
player,201609190chi,chi,WhitCo03,off_pct,100%,,,,,
player,201609190chi,chi,WhitCo03,defense,0,,,,,
player,201609190chi,chi,WhitCo03,def_pct,0%,,,,,
player,201609190chi,chi,WhitCo03,special_teams,0,,,,,
player,201609190chi,chi,WhitCo03,st_pct,0%,,,,,
player,201609190chi,chi,JeffAl00,pos,WR,,,,,
player,201609190chi,chi,JeffAl00,offense,50,,,,,
player,201609190chi,chi,JeffAl00,off_pct,96%,,,,,
player,201609190chi,chi,JeffAl00,defense,0,,,,,
player,201609190chi,chi,JeffAl00,def_pct,0%,,,,,
player,201609190chi,chi,JeffAl00,special_teams,0,,,,,
player,201609190chi,chi,JeffAl00,st_pct,0%,,,,,
player,201609190chi,chi,WhitKe00,pos,WR,,,,,
player,201609190chi,chi,WhitKe00,offense,43,,,,,
player,201609190chi,chi,WhitKe00,off_pct,83%,,,,,
player,201609190chi,chi,WhitKe00,defense,0,,,,,
player,201609190chi,chi,WhitKe00,def_pct,0%,,,,,
player,201609190chi,chi,WhitKe00,special_teams,0,,,,,
player,201609190chi,chi,WhitKe00,st_pct,0%,,,,,
player,201609190chi,chi,MillZa02,pos,TE,,,,,
player,201609190chi,chi,MillZa02,offense,42,,,,,
player,201609190chi,chi,MillZa02,off_pct,81%,,,,,
player,201609190chi,chi,MillZa02,defense,0,,,,,
player,201609190chi,chi,MillZa02,def_pct,0%,,,,,
player,201609190chi,chi,MillZa02,special_teams,0,,,,,
player,201609190chi,chi,MillZa02,st_pct,0%,,,,,
player,201609190chi,chi,RoyaEd00,pos,WR,,,,,
player,201609190chi,chi,RoyaEd00,offense,38,,,,,
player,201609190chi,chi,RoyaEd00,off_pct,73%,,,,,
player,201609190chi,chi,RoyaEd00,defense,0,,,,,
player,201609190chi,chi,RoyaEd00,def_pct,0%,,,,,
player,201609190chi,chi,RoyaEd00,special_teams,5,,,,,
player,201609190chi,chi,RoyaEd00,st_pct,18%,,,,,
player,201609190chi,chi,CutlJa00,pos,QB,,,,,
player,201609190chi,chi,CutlJa00,offense,38,,,,,
player,201609190chi,chi,CutlJa00,off_pct,73%,,,,,
player,201609190chi,chi,CutlJa00,defense,0,,,,,
player,201609190chi,chi,CutlJa00,def_pct,0%,,,,,
player,201609190chi,chi,CutlJa00,special_teams,0,,,,,
player,201609190chi,chi,CutlJa00,st_pct,0%,,,,,
player,201609190chi,chi,LangJe00,pos,RB,,,,,
player,201609190chi,chi,LangJe00,offense,31,,,,,
player,201609190chi,chi,LangJe00,off_pct,60%,,,,,
player,201609190chi,chi,LangJe00,defense,0,,,,,
player,201609190chi,chi,LangJe00,def_pct,0%,,,,,
player,201609190chi,chi,LangJe00,special_teams,0,,,,,
player,201609190chi,chi,LangJe00,st_pct,0%,,,,,
player,201609190chi,chi,PaulLo00,pos,TE,,,,,
player,201609190chi,chi,PaulLo00,offense,22,,,,,
player,201609190chi,chi,PaulLo00,off_pct,42%,,,,,
player,201609190chi,chi,PaulLo00,defense,0,,,,,
player,201609190chi,chi,PaulLo00,def_pct,0%,,,,,
player,201609190chi,chi,PaulLo00,special_teams,15,,,,,
player,201609190chi,chi,PaulLo00,st_pct,54%,,,,,
player,201609190chi,chi,HoyeBr00,pos,QB,,,,,
player,201609190chi,chi,HoyeBr00,offense,14,,,,,
player,201609190chi,chi,HoyeBr00,off_pct,27%,,,,,
player,201609190chi,chi,HoyeBr00,defense,0,,,,,
player,201609190chi,chi,HoyeBr00,def_pct,0%,,,,,
player,201609190chi,chi,HoyeBr00,special_teams,0,,,,,
player,201609190chi,chi,HoyeBr00,st_pct,0%,,,,,
player,201609190chi,chi,HowaJo00,pos,RB,,,,,
player,201609190chi,chi,HowaJo00,offense,11,,,,,
player,201609190chi,chi,HowaJo00,off_pct,21%,,,,,
player,201609190chi,chi,HowaJo00,defense,0,,,,,
player,201609190chi,chi,HowaJo00,def_pct,0%,,,,,
player,201609190chi,chi,HowaJo00,special_teams,4,,,,,
player,201609190chi,chi,HowaJo00,st_pct,14%,,,,,
player,201609190chi,chi,CareKa00,pos,RB,,,,,
player,201609190chi,chi,CareKa00,offense,10,,,,,
player,201609190chi,chi,CareKa00,off_pct,19%,,,,,
player,201609190chi,chi,CareKa00,defense,0,,,,,
player,201609190chi,chi,CareKa00,def_pct,0%,,,,,
player,201609190chi,chi,CareKa00,special_teams,4,,,,,
player,201609190chi,chi,CareKa00,st_pct,14%,,,,,
player,201609190chi,chi,LasiPa00,pos,FB,,,,,
player,201609190chi,chi,LasiPa00,offense,5,,,,,
player,201609190chi,chi,LasiPa00,off_pct,10%,,,,,
player,201609190chi,chi,LasiPa00,defense,0,,,,,
player,201609190chi,chi,LasiPa00,def_pct,0%,,,,,
player,201609190chi,chi,LasiPa00,special_teams,0,,,,,
player,201609190chi,chi,LasiPa00,st_pct,0%,,,,,
player,201609190chi,chi,ThomDe04,pos,WR,,,,,
player,201609190chi,chi,ThomDe04,offense,4,,,,,
player,201609190chi,chi,ThomDe04,off_pct,8%,,,,,
player,201609190chi,chi,ThomDe04,defense,0,,,,,
player,201609190chi,chi,ThomDe04,def_pct,0%,,,,,
player,201609190chi,chi,ThomDe04,special_teams,15,,,,,
player,201609190chi,chi,ThomDe04,st_pct,54%,,,,,
player,201609190chi,chi,ScruGr00,pos,TE,,,,,
player,201609190chi,chi,ScruGr00,offense,3,,,,,
player,201609190chi,chi,ScruGr00,off_pct,6%,,,,,
player,201609190chi,chi,ScruGr00,defense,0,,,,,
player,201609190chi,chi,ScruGr00,def_pct,0%,,,,,
player,201609190chi,chi,ScruGr00,special_teams,0,,,,,
player,201609190chi,chi,ScruGr00,st_pct,0%,,,,,
player,201609190chi,chi,BellJo02,pos,WR,,,,,
player,201609190chi,chi,BellJo02,offense,1,,,,,
player,201609190chi,chi,BellJo02,off_pct,2%,,,,,
player,201609190chi,chi,BellJo02,defense,0,,,,,
player,201609190chi,chi,BellJo02,def_pct,0%,,,,,
player,201609190chi,chi,BellJo02,special_teams,19,,,,,
player,201609190chi,chi,BellJo02,st_pct,68%,,,,,
player,201609190chi,chi,JoneHa02,pos,SS,,,,,
player,201609190chi,chi,JoneHa02,offense,0,,,,,
player,201609190chi,chi,JoneHa02,off_pct,0%,,,,,
player,201609190chi,chi,JoneHa02,defense,71,,,,,
player,201609190chi,chi,JoneHa02,def_pct,99%,,,,,
player,201609190chi,chi,JoneHa02,special_teams,6,,,,,
player,201609190chi,chi,JoneHa02,st_pct,21%,,,,,
player,201609190chi,chi,TrevDa00,pos,LB,,,,,
player,201609190chi,chi,TrevDa00,offense,0,,,,,
player,201609190chi,chi,TrevDa00,off_pct,0%,,,,,
player,201609190chi,chi,TrevDa00,defense,70,,,,,
player,201609190chi,chi,TrevDa00,def_pct,97%,,,,,
player,201609190chi,chi,TrevDa00,special_teams,0,,,,,
player,201609190chi,chi,TrevDa00,st_pct,0%,,,,,
player,201609190chi,chi,FreeJe00,pos,LB,,,,,
player,201609190chi,chi,FreeJe00,offense,0,,,,,
player,201609190chi,chi,FreeJe00,off_pct,0%,,,,,
player,201609190chi,chi,FreeJe00,defense,67,,,,,
player,201609190chi,chi,FreeJe00,def_pct,93%,,,,,
player,201609190chi,chi,FreeJe00,special_teams,0,,,,,
player,201609190chi,chi,FreeJe00,st_pct,0%,,,,,
player,201609190chi,chi,PortTr99,pos,CB,,,,,
player,201609190chi,chi,PortTr99,offense,0,,,,,
player,201609190chi,chi,PortTr99,off_pct,0%,,,,,
player,201609190chi,chi,PortTr99,defense,60,,,,,
player,201609190chi,chi,PortTr99,def_pct,83%,,,,,
player,201609190chi,chi,PortTr99,special_teams,0,,,,,
player,201609190chi,chi,PortTr99,st_pct,0%,,,,,
player,201609190chi,chi,HickAk00,pos,DE,,,,,
player,201609190chi,chi,HickAk00,offense,0,,,,,
player,201609190chi,chi,HickAk00,off_pct,0%,,,,,
player,201609190chi,chi,HickAk00,defense,57,,,,,
player,201609190chi,chi,HickAk00,def_pct,79%,,,,,
player,201609190chi,chi,HickAk00,special_teams,6,,,,,
player,201609190chi,chi,HickAk00,st_pct,21%,,,,,
player,201609190chi,chi,GlenJa01,pos,CB,,,,,
player,201609190chi,chi,GlenJa01,offense,0,,,,,
player,201609190chi,chi,GlenJa01,off_pct,0%,,,,,
player,201609190chi,chi,GlenJa01,defense,55,,,,,
player,201609190chi,chi,GlenJa01,def_pct,76%,,,,,
player,201609190chi,chi,GlenJa01,special_teams,7,,,,,
player,201609190chi,chi,GlenJa01,st_pct,25%,,,,,
player,201609190chi,chi,YounWi99,pos,LB,,,,,
player,201609190chi,chi,YounWi99,offense,0,,,,,
player,201609190chi,chi,YounWi99,off_pct,0%,,,,,
player,201609190chi,chi,YounWi99,defense,54,,,,,
player,201609190chi,chi,YounWi99,def_pct,75%,,,,,
player,201609190chi,chi,YounWi99,special_teams,6,,,,,
player,201609190chi,chi,YounWi99,st_pct,21%,,,,,
player,201609190chi,chi,FloyLe00,pos,LB,,,,,
player,201609190chi,chi,FloyLe00,offense,0,,,,,
player,201609190chi,chi,FloyLe00,off_pct,0%,,,,,
player,201609190chi,chi,FloyLe00,defense,51,,,,,
player,201609190chi,chi,FloyLe00,def_pct,71%,,,,,
player,201609190chi,chi,FloyLe00,special_teams,0,,,,,
player,201609190chi,chi,FloyLe00,st_pct,0%,,,,,
player,201609190chi,chi,UnreMi00,pos,DE,,,,,
player,201609190chi,chi,UnreMi00,offense,0,,,,,
player,201609190chi,chi,UnreMi00,off_pct,0%,,,,,
player,201609190chi,chi,UnreMi00,defense,41,,,,,
player,201609190chi,chi,UnreMi00,def_pct,57%,,,,,
player,201609190chi,chi,UnreMi00,special_teams,9,,,,,
player,201609190chi,chi,UnreMi00,st_pct,32%,,,,,
player,201609190chi,chi,GoldEd00,pos,NT,,,,,
player,201609190chi,chi,GoldEd00,offense,0,,,,,
player,201609190chi,chi,GoldEd00,off_pct,0%,,,,,
player,201609190chi,chi,GoldEd00,defense,39,,,,,
player,201609190chi,chi,GoldEd00,def_pct,54%,,,,,
player,201609190chi,chi,GoldEd00,special_teams,5,,,,,
player,201609190chi,chi,GoldEd00,st_pct,18%,,,,,
player,201609190chi,chi,AmosAd00,pos,FS,,,,,
player,201609190chi,chi,AmosAd00,offense,0,,,,,
player,201609190chi,chi,AmosAd00,off_pct,0%,,,,,
player,201609190chi,chi,AmosAd00,defense,38,,,,,
player,201609190chi,chi,AmosAd00,def_pct,53%,,,,,
player,201609190chi,chi,AmosAd00,special_teams,4,,,,,
player,201609190chi,chi,AmosAd00,st_pct,14%,,,,,
player,201609190chi,chi,AchoSa00,pos,LB,,,,,
player,201609190chi,chi,AchoSa00,offense,0,,,,,
player,201609190chi,chi,AchoSa00,off_pct,0%,,,,,
player,201609190chi,chi,AchoSa00,defense,34,,,,,
player,201609190chi,chi,AchoSa00,def_pct,47%,,,,,
player,201609190chi,chi,AchoSa00,special_teams,25,,,,,
player,201609190chi,chi,AchoSa00,st_pct,89%,,,,,
player,201609190chi,chi,CallBr00,pos,CB,,,,,
player,201609190chi,chi,CallBr00,offense,0,,,,,
player,201609190chi,chi,CallBr00,off_pct,0%,,,,,
player,201609190chi,chi,CallBr00,defense,32,,,,,
player,201609190chi,chi,CallBr00,def_pct,44%,,,,,
player,201609190chi,chi,CallBr00,special_teams,3,,,,,
player,201609190chi,chi,CallBr00,st_pct,11%,,,,,
player,201609190chi,chi,HallDe02,pos,CB,,,,,
player,201609190chi,chi,HallDe02,offense,0,,,,,
player,201609190chi,chi,HallDe02,off_pct,0%,,,,,
player,201609190chi,chi,HallDe02,defense,28,,,,,
player,201609190chi,chi,HallDe02,def_pct,39%,,,,,
player,201609190chi,chi,HallDe02,special_teams,11,,,,,
player,201609190chi,chi,HallDe02,st_pct,39%,,,,,
player,201609190chi,chi,ProsCh00,pos,FS,,,,,
player,201609190chi,chi,ProsCh00,offense,0,,,,,
player,201609190chi,chi,ProsCh00,off_pct,0%,,,,,
player,201609190chi,chi,ProsCh00,defense,25,,,,,
player,201609190chi,chi,ProsCh00,def_pct,35%,,,,,
player,201609190chi,chi,ProsCh00,special_teams,24,,,,,
player,201609190chi,chi,ProsCh00,st_pct,86%,,,,,
player,201609190chi,chi,BullJo00,pos,DE,,,,,
player,201609190chi,chi,BullJo00,offense,0,,,,,
player,201609190chi,chi,BullJo00,off_pct,0%,,,,,
player,201609190chi,chi,BullJo00,defense,22,,,,,
player,201609190chi,chi,BullJo00,def_pct,31%,,,,,
player,201609190chi,chi,BullJo00,special_teams,1,,,,,
player,201609190chi,chi,BullJo00,st_pct,4%,,,,,
player,201609190chi,chi,SuttWi00,pos,NT,,,,,
player,201609190chi,chi,SuttWi00,offense,0,,,,,
player,201609190chi,chi,SuttWi00,off_pct,0%,,,,,
player,201609190chi,chi,SuttWi00,defense,19,,,,,
player,201609190chi,chi,SuttWi00,def_pct,26%,,,,,
player,201609190chi,chi,SuttWi00,special_teams,7,,,,,
player,201609190chi,chi,SuttWi00,st_pct,25%,,,,,
player,201609190chi,chi,McMaSh99,pos,CB,,,,,
player,201609190chi,chi,McMaSh99,offense,0,,,,,
player,201609190chi,chi,McMaSh99,off_pct,0%,,,,,
player,201609190chi,chi,McMaSh99,defense,16,,,,,
player,201609190chi,chi,McMaSh99,def_pct,22%,,,,,
player,201609190chi,chi,McMaSh99,special_teams,25,,,,,
player,201609190chi,chi,McMaSh99,st_pct,89%,,,,,
player,201609190chi,chi,HousDe00,pos,FS,,,,,
player,201609190chi,chi,HousDe00,offense,0,,,,,
player,201609190chi,chi,HousDe00,off_pct,0%,,,,,
player,201609190chi,chi,HousDe00,defense,6,,,,,
player,201609190chi,chi,HousDe00,def_pct,8%,,,,,
player,201609190chi,chi,HousDe00,special_teams,19,,,,,
player,201609190chi,chi,HousDe00,st_pct,68%,,,,,
player,201609190chi,chi,HousLa99,pos,LB,,,,,
player,201609190chi,chi,HousLa99,offense,0,,,,,
player,201609190chi,chi,HousLa99,off_pct,0%,,,,,
player,201609190chi,chi,HousLa99,defense,5,,,,,
player,201609190chi,chi,HousLa99,def_pct,7%,,,,,
player,201609190chi,chi,HousLa99,special_teams,0,,,,,
player,201609190chi,chi,HousLa99,st_pct,0%,,,,,
player,201609190chi,chi,AndeJo01,pos,LB,,,,,
player,201609190chi,chi,AndeJo01,offense,0,,,,,
player,201609190chi,chi,AndeJo01,off_pct,0%,,,,,
player,201609190chi,chi,AndeJo01,defense,2,,,,,
player,201609190chi,chi,AndeJo01,def_pct,3%,,,,,
player,201609190chi,chi,AndeJo01,special_teams,25,,,,,
player,201609190chi,chi,AndeJo01,st_pct,89%,,,,,
player,201609190chi,chi,JoneCh05,pos,LB,,,,,
player,201609190chi,chi,JoneCh05,offense,0,,,,,
player,201609190chi,chi,JoneCh05,off_pct,0%,,,,,
player,201609190chi,chi,JoneCh05,defense,0,,,,,
