game,2016,6,20161016,201610160det,ram,"Los Angeles Rams",28,det,"Detroit Lions",31
team,201610160det,ram,First Downs,23,,,,,,
team,201610160det,det,First Downs,20,,,,,,
team,201610160det,ram,Rush-Yds-TDs,22-76-1,,,,,,
team,201610160det,det,Rush-Yds-TDs,26-83-0,,,,,,
team,201610160det,ram,Cmp-Att-Yd-TD-INT,27-32-321-3-1,,,,,,
team,201610160det,det,Cmp-Att-Yd-TD-INT,23-31-270-4-0,,,,,,
team,201610160det,ram,Sacked-Yards,1-10,,,,,,
team,201610160det,det,Sacked-Yards,1-5,,,,,,
team,201610160det,ram,Net Pass Yards,311,,,,,,
team,201610160det,det,Net Pass Yards,265,,,,,,
team,201610160det,ram,Total Yards,387,,,,,,
team,201610160det,det,Total Yards,348,,,,,,
team,201610160det,ram,Fumbles-Lost,1-0,,,,,,
team,201610160det,det,Fumbles-Lost,0-0,,,,,,
team,201610160det,ram,Turnovers,1,,,,,,
team,201610160det,det,Turnovers,0,,,,,,
team,201610160det,ram,Penalties-Yards,8-62,,,,,,
team,201610160det,det,Penalties-Yards,7-62,,,,,,
team,201610160det,ram,Third Down Conv.,6-9,,,,,,
team,201610160det,det,Third Down Conv.,6-11,,,,,,
team,201610160det,ram,Fourth Down Conv.,0-1,,,,,,
team,201610160det,det,Fourth Down Conv.,2-2,,,,,,
team,201610160det,ram,Time of Possession,27:48,,,,,,
team,201610160det,det,Time of Possession,32:12,,,,,,
player,201610160det,ram,KeenCa00,pass_cmp,27,,,,,
player,201610160det,ram,KeenCa00,pass_att,32,,,,,
player,201610160det,ram,KeenCa00,pass_yds,321,,,,,
player,201610160det,ram,KeenCa00,pass_td,3,,,,,
player,201610160det,ram,KeenCa00,pass_int,1,,,,,
player,201610160det,ram,KeenCa00,pass_sacked,1,,,,,
player,201610160det,ram,KeenCa00,pass_sacked_yds,10,,,,,
player,201610160det,ram,KeenCa00,pass_long,47,,,,,
player,201610160det,ram,KeenCa00,pass_rating,126.7,,,,,
player,201610160det,ram,KeenCa00,rush_att,3,,,,,
player,201610160det,ram,KeenCa00,rush_yds,7,,,,,
player,201610160det,ram,KeenCa00,rush_td,1,,,,,
player,201610160det,ram,KeenCa00,rush_long,4,,,,,
player,201610160det,ram,KeenCa00,targets,0,,,,,
player,201610160det,ram,KeenCa00,rec,0,,,,,
player,201610160det,ram,KeenCa00,rec_yds,0,,,,,
player,201610160det,ram,KeenCa00,rec_td,0,,,,,
player,201610160det,ram,KeenCa00,rec_long,0,,,,,
player,201610160det,ram,KeenCa00,fumbles,1,,,,,
player,201610160det,ram,KeenCa00,fumbles_lost,0,,,,,
player,201610160det,ram,GurlTo01,pass_cmp,0,,,,,
player,201610160det,ram,GurlTo01,pass_att,0,,,,,
player,201610160det,ram,GurlTo01,pass_yds,0,,,,,
player,201610160det,ram,GurlTo01,pass_td,0,,,,,
player,201610160det,ram,GurlTo01,pass_int,0,,,,,
player,201610160det,ram,GurlTo01,pass_sacked,0,,,,,
player,201610160det,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201610160det,ram,GurlTo01,pass_long,0,,,,,
player,201610160det,ram,GurlTo01,pass_rating,,,,,,
player,201610160det,ram,GurlTo01,rush_att,14,,,,,
player,201610160det,ram,GurlTo01,rush_yds,58,,,,,
player,201610160det,ram,GurlTo01,rush_td,0,,,,,
player,201610160det,ram,GurlTo01,rush_long,15,,,,,
player,201610160det,ram,GurlTo01,targets,4,,,,,
player,201610160det,ram,GurlTo01,rec,4,,,,,
player,201610160det,ram,GurlTo01,rec_yds,39,,,,,
player,201610160det,ram,GurlTo01,rec_td,0,,,,,
player,201610160det,ram,GurlTo01,rec_long,13,,,,,
player,201610160det,ram,GurlTo01,fumbles,0,,,,,
player,201610160det,ram,GurlTo01,fumbles_lost,0,,,,,
player,201610160det,ram,CunnBe01,pass_cmp,0,,,,,
player,201610160det,ram,CunnBe01,pass_att,0,,,,,
player,201610160det,ram,CunnBe01,pass_yds,0,,,,,
player,201610160det,ram,CunnBe01,pass_td,0,,,,,
player,201610160det,ram,CunnBe01,pass_int,0,,,,,
player,201610160det,ram,CunnBe01,pass_sacked,0,,,,,
player,201610160det,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201610160det,ram,CunnBe01,pass_long,0,,,,,
player,201610160det,ram,CunnBe01,pass_rating,,,,,,
player,201610160det,ram,CunnBe01,rush_att,2,,,,,
player,201610160det,ram,CunnBe01,rush_yds,9,,,,,
player,201610160det,ram,CunnBe01,rush_td,0,,,,,
player,201610160det,ram,CunnBe01,rush_long,8,,,,,
player,201610160det,ram,CunnBe01,targets,2,,,,,
player,201610160det,ram,CunnBe01,rec,2,,,,,
player,201610160det,ram,CunnBe01,rec_yds,14,,,,,
player,201610160det,ram,CunnBe01,rec_td,0,,,,,
player,201610160det,ram,CunnBe01,rec_long,9,,,,,
player,201610160det,ram,CunnBe01,fumbles,0,,,,,
player,201610160det,ram,CunnBe01,fumbles_lost,0,,,,,
player,201610160det,ram,AustTa00,pass_cmp,0,,,,,
player,201610160det,ram,AustTa00,pass_att,0,,,,,
player,201610160det,ram,AustTa00,pass_yds,0,,,,,
player,201610160det,ram,AustTa00,pass_td,0,,,,,
player,201610160det,ram,AustTa00,pass_int,0,,,,,
player,201610160det,ram,AustTa00,pass_sacked,0,,,,,
player,201610160det,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201610160det,ram,AustTa00,pass_long,0,,,,,
player,201610160det,ram,AustTa00,pass_rating,,,,,,
player,201610160det,ram,AustTa00,rush_att,3,,,,,
player,201610160det,ram,AustTa00,rush_yds,2,,,,,
player,201610160det,ram,AustTa00,rush_td,0,,,,,
player,201610160det,ram,AustTa00,rush_long,8,,,,,
player,201610160det,ram,AustTa00,targets,4,,,,,
player,201610160det,ram,AustTa00,rec,3,,,,,
player,201610160det,ram,AustTa00,rec_yds,24,,,,,
player,201610160det,ram,AustTa00,rec_td,0,,,,,
player,201610160det,ram,AustTa00,rec_long,15,,,,,
player,201610160det,ram,AustTa00,fumbles,0,,,,,
player,201610160det,ram,AustTa00,fumbles_lost,0,,,,,
player,201610160det,ram,BritKe00,pass_cmp,0,,,,,
player,201610160det,ram,BritKe00,pass_att,0,,,,,
player,201610160det,ram,BritKe00,pass_yds,0,,,,,
player,201610160det,ram,BritKe00,pass_td,0,,,,,
player,201610160det,ram,BritKe00,pass_int,0,,,,,
player,201610160det,ram,BritKe00,pass_sacked,0,,,,,
player,201610160det,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201610160det,ram,BritKe00,pass_long,0,,,,,
player,201610160det,ram,BritKe00,pass_rating,,,,,,
player,201610160det,ram,BritKe00,rush_att,0,,,,,
player,201610160det,ram,BritKe00,rush_yds,0,,,,,
player,201610160det,ram,BritKe00,rush_td,0,,,,,
player,201610160det,ram,BritKe00,rush_long,0,,,,,
player,201610160det,ram,BritKe00,targets,8,,,,,
player,201610160det,ram,BritKe00,rec,7,,,,,
player,201610160det,ram,BritKe00,rec_yds,136,,,,,
player,201610160det,ram,BritKe00,rec_td,2,,,,,
player,201610160det,ram,BritKe00,rec_long,47,,,,,
player,201610160det,ram,BritKe00,fumbles,0,,,,,
player,201610160det,ram,BritKe00,fumbles_lost,0,,,,,
player,201610160det,ram,QuicBr00,pass_cmp,0,,,,,
player,201610160det,ram,QuicBr00,pass_att,0,,,,,
player,201610160det,ram,QuicBr00,pass_yds,0,,,,,
player,201610160det,ram,QuicBr00,pass_td,0,,,,,
player,201610160det,ram,QuicBr00,pass_int,0,,,,,
player,201610160det,ram,QuicBr00,pass_sacked,0,,,,,
player,201610160det,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201610160det,ram,QuicBr00,pass_long,0,,,,,
player,201610160det,ram,QuicBr00,pass_rating,,,,,,
player,201610160det,ram,QuicBr00,rush_att,0,,,,,
player,201610160det,ram,QuicBr00,rush_yds,0,,,,,
player,201610160det,ram,QuicBr00,rush_td,0,,,,,
player,201610160det,ram,QuicBr00,rush_long,0,,,,,
player,201610160det,ram,QuicBr00,targets,5,,,,,
player,201610160det,ram,QuicBr00,rec,5,,,,,
player,201610160det,ram,QuicBr00,rec_yds,61,,,,,
player,201610160det,ram,QuicBr00,rec_td,0,,,,,
player,201610160det,ram,QuicBr00,rec_long,19,,,,,
player,201610160det,ram,QuicBr00,fumbles,0,,,,,
player,201610160det,ram,QuicBr00,fumbles_lost,0,,,,,
player,201610160det,ram,KendLa00,pass_cmp,0,,,,,
player,201610160det,ram,KendLa00,pass_att,0,,,,,
player,201610160det,ram,KendLa00,pass_yds,0,,,,,
player,201610160det,ram,KendLa00,pass_td,0,,,,,
player,201610160det,ram,KendLa00,pass_int,0,,,,,
player,201610160det,ram,KendLa00,pass_sacked,0,,,,,
player,201610160det,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201610160det,ram,KendLa00,pass_long,0,,,,,
player,201610160det,ram,KendLa00,pass_rating,,,,,,
player,201610160det,ram,KendLa00,rush_att,0,,,,,
player,201610160det,ram,KendLa00,rush_yds,0,,,,,
player,201610160det,ram,KendLa00,rush_td,0,,,,,
player,201610160det,ram,KendLa00,rush_long,0,,,,,
player,201610160det,ram,KendLa00,targets,8,,,,,
player,201610160det,ram,KendLa00,rec,5,,,,,
player,201610160det,ram,KendLa00,rec_yds,34,,,,,
player,201610160det,ram,KendLa00,rec_td,1,,,,,
player,201610160det,ram,KendLa00,rec_long,15,,,,,
player,201610160det,ram,KendLa00,fumbles,0,,,,,
player,201610160det,ram,KendLa00,fumbles_lost,0,,,,,
player,201610160det,ram,MarqBr00,pass_cmp,0,,,,,
player,201610160det,ram,MarqBr00,pass_att,0,,,,,
player,201610160det,ram,MarqBr00,pass_yds,0,,,,,
player,201610160det,ram,MarqBr00,pass_td,0,,,,,
player,201610160det,ram,MarqBr00,pass_int,0,,,,,
player,201610160det,ram,MarqBr00,pass_sacked,0,,,,,
player,201610160det,ram,MarqBr00,pass_sacked_yds,0,,,,,
player,201610160det,ram,MarqBr00,pass_long,0,,,,,
player,201610160det,ram,MarqBr00,pass_rating,,,,,,
player,201610160det,ram,MarqBr00,rush_att,0,,,,,
player,201610160det,ram,MarqBr00,rush_yds,0,,,,,
player,201610160det,ram,MarqBr00,rush_td,0,,,,,
player,201610160det,ram,MarqBr00,rush_long,0,,,,,
player,201610160det,ram,MarqBr00,targets,1,,,,,
player,201610160det,ram,MarqBr00,rec,1,,,,,
player,201610160det,ram,MarqBr00,rec_yds,13,,,,,
player,201610160det,ram,MarqBr00,rec_td,0,,,,,
player,201610160det,ram,MarqBr00,rec_long,13,,,,,
player,201610160det,ram,MarqBr00,fumbles,0,,,,,
player,201610160det,ram,MarqBr00,fumbles_lost,0,,,,,
player,201610160det,det,StafMa00,pass_cmp,23,,,,,
player,201610160det,det,StafMa00,pass_att,31,,,,,
player,201610160det,det,StafMa00,pass_yds,270,,,,,
player,201610160det,det,StafMa00,pass_td,4,,,,,
player,201610160det,det,StafMa00,pass_int,0,,,,,
player,201610160det,det,StafMa00,pass_sacked,1,,,,,
player,201610160det,det,StafMa00,pass_sacked_yds,5,,,,,
player,201610160det,det,StafMa00,pass_long,61,,,,,
player,201610160det,det,StafMa00,pass_rating,139.8,,,,,
player,201610160det,det,StafMa00,rush_att,5,,,,,
player,201610160det,det,StafMa00,rush_yds,14,,,,,
player,201610160det,det,StafMa00,rush_td,0,,,,,
player,201610160det,det,StafMa00,rush_long,7,,,,,
player,201610160det,det,StafMa00,targets,0,,,,,
player,201610160det,det,StafMa00,rec,0,,,,,
player,201610160det,det,StafMa00,rec_yds,0,,,,,
player,201610160det,det,StafMa00,rec_td,0,,,,,
player,201610160det,det,StafMa00,rec_long,0,,,,,
player,201610160det,det,StafMa00,fumbles,0,,,,,
player,201610160det,det,StafMa00,fumbles_lost,0,,,,,
player,201610160det,det,ZennZa00,pass_cmp,0,,,,,
player,201610160det,det,ZennZa00,pass_att,0,,,,,
player,201610160det,det,ZennZa00,pass_yds,0,,,,,
player,201610160det,det,ZennZa00,pass_td,0,,,,,
player,201610160det,det,ZennZa00,pass_int,0,,,,,
player,201610160det,det,ZennZa00,pass_sacked,0,,,,,
player,201610160det,det,ZennZa00,pass_sacked_yds,0,,,,,
player,201610160det,det,ZennZa00,pass_long,0,,,,,
player,201610160det,det,ZennZa00,pass_rating,,,,,,
player,201610160det,det,ZennZa00,rush_att,14,,,,,
player,201610160det,det,ZennZa00,rush_yds,58,,,,,
player,201610160det,det,ZennZa00,rush_td,0,,,,,
player,201610160det,det,ZennZa00,rush_long,19,,,,,
player,201610160det,det,ZennZa00,targets,2,,,,,
player,201610160det,det,ZennZa00,rec,2,,,,,
player,201610160det,det,ZennZa00,rec_yds,19,,,,,
player,201610160det,det,ZennZa00,rec_td,0,,,,,
player,201610160det,det,ZennZa00,rec_long,15,,,,,
player,201610160det,det,ZennZa00,fumbles,0,,,,,
player,201610160det,det,ZennZa00,fumbles_lost,0,,,,,
player,201610160det,det,ForsJu00,pass_cmp,0,,,,,
player,201610160det,det,ForsJu00,pass_att,0,,,,,
player,201610160det,det,ForsJu00,pass_yds,0,,,,,
player,201610160det,det,ForsJu00,pass_td,0,,,,,
player,201610160det,det,ForsJu00,pass_int,0,,,,,
player,201610160det,det,ForsJu00,pass_sacked,0,,,,,
player,201610160det,det,ForsJu00,pass_sacked_yds,0,,,,,
player,201610160det,det,ForsJu00,pass_long,0,,,,,
player,201610160det,det,ForsJu00,pass_rating,,,,,,
player,201610160det,det,ForsJu00,rush_att,5,,,,,
player,201610160det,det,ForsJu00,rush_yds,5,,,,,
player,201610160det,det,ForsJu00,rush_td,0,,,,,
player,201610160det,det,ForsJu00,rush_long,9,,,,,
player,201610160det,det,ForsJu00,targets,1,,,,,
player,201610160det,det,ForsJu00,rec,0,,,,,
player,201610160det,det,ForsJu00,rec_yds,0,,,,,
player,201610160det,det,ForsJu00,rec_td,0,,,,,
player,201610160det,det,ForsJu00,rec_long,0,,,,,
player,201610160det,det,ForsJu00,fumbles,0,,,,,
player,201610160det,det,ForsJu00,fumbles_lost,0,,,,,
player,201610160det,det,TateGo00,pass_cmp,0,,,,,
player,201610160det,det,TateGo00,pass_att,0,,,,,
player,201610160det,det,TateGo00,pass_yds,0,,,,,
player,201610160det,det,TateGo00,pass_td,0,,,,,
player,201610160det,det,TateGo00,pass_int,0,,,,,
player,201610160det,det,TateGo00,pass_sacked,0,,,,,
player,201610160det,det,TateGo00,pass_sacked_yds,0,,,,,
player,201610160det,det,TateGo00,pass_long,0,,,,,
player,201610160det,det,TateGo00,pass_rating,,,,,,
player,201610160det,det,TateGo00,rush_att,1,,,,,
player,201610160det,det,TateGo00,rush_yds,3,,,,,
player,201610160det,det,TateGo00,rush_td,0,,,,,
