game,2016,10,20161113,201611130crd,sfo,"San Francisco 49ers",20,crd,"Arizona Cardinals",23
team,201611130crd,sfo,First Downs,15,,,,,,
team,201611130crd,crd,First Downs,26,,,,,,
team,201611130crd,sfo,Rush-Yds-TDs,28-83-1,,,,,,
team,201611130crd,crd,Rush-Yds-TDs,23-80-1,,,,,,
team,201611130crd,sfo,Cmp-Att-Yd-TD-INT,17-30-210-1-0,,,,,,
team,201611130crd,crd,Cmp-Att-Yd-TD-INT,30-49-376-1-2,,,,,,
team,201611130crd,sfo,Sacked-Yards,3-12,,,,,,
team,201611130crd,crd,Sacked-Yards,2-13,,,,,,
team,201611130crd,sfo,Net Pass Yards,198,,,,,,
team,201611130crd,crd,Net Pass Yards,363,,,,,,
team,201611130crd,sfo,Total Yards,281,,,,,,
team,201611130crd,crd,Total Yards,443,,,,,,
team,201611130crd,sfo,Fumbles-Lost,1-1,,,,,,
team,201611130crd,crd,Fumbles-Lost,2-2,,,,,,
team,201611130crd,sfo,Turnovers,1,,,,,,
team,201611130crd,crd,Turnovers,4,,,,,,
team,201611130crd,sfo,Penalties-Yards,9-100,,,,,,
team,201611130crd,crd,Penalties-Yards,2-10,,,,,,
team,201611130crd,sfo,Third Down Conv.,7-17,,,,,,
team,201611130crd,crd,Third Down Conv.,7-14,,,,,,
team,201611130crd,sfo,Fourth Down Conv.,1-1,,,,,,
team,201611130crd,crd,Fourth Down Conv.,0-0,,,,,,
team,201611130crd,sfo,Time of Possession,27:42,,,,,,
team,201611130crd,crd,Time of Possession,32:18,,,,,,
player,201611130crd,sfo,KaepCo00,pass_cmp,17,,,,,
player,201611130crd,sfo,KaepCo00,pass_att,30,,,,,
player,201611130crd,sfo,KaepCo00,pass_yds,210,,,,,
player,201611130crd,sfo,KaepCo00,pass_td,1,,,,,
player,201611130crd,sfo,KaepCo00,pass_int,0,,,,,
player,201611130crd,sfo,KaepCo00,pass_sacked,3,,,,,
player,201611130crd,sfo,KaepCo00,pass_sacked_yds,12,,,,,
player,201611130crd,sfo,KaepCo00,pass_long,45,,,,,
player,201611130crd,sfo,KaepCo00,pass_rating,89.6,,,,,
player,201611130crd,sfo,KaepCo00,rush_att,10,,,,,
player,201611130crd,sfo,KaepCo00,rush_yds,55,,,,,
player,201611130crd,sfo,KaepCo00,rush_td,1,,,,,
player,201611130crd,sfo,KaepCo00,rush_long,19,,,,,
player,201611130crd,sfo,KaepCo00,targets,0,,,,,
player,201611130crd,sfo,KaepCo00,rec,0,,,,,
player,201611130crd,sfo,KaepCo00,rec_yds,0,,,,,
player,201611130crd,sfo,KaepCo00,rec_td,0,,,,,
player,201611130crd,sfo,KaepCo00,rec_long,0,,,,,
player,201611130crd,sfo,KaepCo00,fumbles,0,,,,,
player,201611130crd,sfo,KaepCo00,fumbles_lost,0,,,,,
player,201611130crd,sfo,HydeCa00,pass_cmp,0,,,,,
player,201611130crd,sfo,HydeCa00,pass_att,0,,,,,
player,201611130crd,sfo,HydeCa00,pass_yds,0,,,,,
player,201611130crd,sfo,HydeCa00,pass_td,0,,,,,
player,201611130crd,sfo,HydeCa00,pass_int,0,,,,,
player,201611130crd,sfo,HydeCa00,pass_sacked,0,,,,,
player,201611130crd,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201611130crd,sfo,HydeCa00,pass_long,0,,,,,
player,201611130crd,sfo,HydeCa00,pass_rating,,,,,,
player,201611130crd,sfo,HydeCa00,rush_att,13,,,,,
player,201611130crd,sfo,HydeCa00,rush_yds,14,,,,,
player,201611130crd,sfo,HydeCa00,rush_td,0,,,,,
player,201611130crd,sfo,HydeCa00,rush_long,5,,,,,
player,201611130crd,sfo,HydeCa00,targets,1,,,,,
player,201611130crd,sfo,HydeCa00,rec,0,,,,,
player,201611130crd,sfo,HydeCa00,rec_yds,0,,,,,
player,201611130crd,sfo,HydeCa00,rec_td,0,,,,,
player,201611130crd,sfo,HydeCa00,rec_long,0,,,,,
player,201611130crd,sfo,HydeCa00,fumbles,0,,,,,
player,201611130crd,sfo,HydeCa00,fumbles_lost,0,,,,,
player,201611130crd,sfo,HarrDu01,pass_cmp,0,,,,,
player,201611130crd,sfo,HarrDu01,pass_att,0,,,,,
player,201611130crd,sfo,HarrDu01,pass_yds,0,,,,,
player,201611130crd,sfo,HarrDu01,pass_td,0,,,,,
player,201611130crd,sfo,HarrDu01,pass_int,0,,,,,
player,201611130crd,sfo,HarrDu01,pass_sacked,0,,,,,
player,201611130crd,sfo,HarrDu01,pass_sacked_yds,0,,,,,
player,201611130crd,sfo,HarrDu01,pass_long,0,,,,,
player,201611130crd,sfo,HarrDu01,pass_rating,,,,,,
player,201611130crd,sfo,HarrDu01,rush_att,5,,,,,
player,201611130crd,sfo,HarrDu01,rush_yds,14,,,,,
player,201611130crd,sfo,HarrDu01,rush_td,0,,,,,
player,201611130crd,sfo,HarrDu01,rush_long,8,,,,,
player,201611130crd,sfo,HarrDu01,targets,0,,,,,
player,201611130crd,sfo,HarrDu01,rec,0,,,,,
player,201611130crd,sfo,HarrDu01,rec_yds,0,,,,,
player,201611130crd,sfo,HarrDu01,rec_td,0,,,,,
player,201611130crd,sfo,HarrDu01,rec_long,0,,,,,
player,201611130crd,sfo,HarrDu01,fumbles,0,,,,,
player,201611130crd,sfo,HarrDu01,fumbles_lost,0,,,,,
player,201611130crd,sfo,KerlJe00,pass_cmp,0,,,,,
player,201611130crd,sfo,KerlJe00,pass_att,0,,,,,
player,201611130crd,sfo,KerlJe00,pass_yds,0,,,,,
player,201611130crd,sfo,KerlJe00,pass_td,0,,,,,
player,201611130crd,sfo,KerlJe00,pass_int,0,,,,,
player,201611130crd,sfo,KerlJe00,pass_sacked,0,,,,,
player,201611130crd,sfo,KerlJe00,pass_sacked_yds,0,,,,,
player,201611130crd,sfo,KerlJe00,pass_long,0,,,,,
player,201611130crd,sfo,KerlJe00,pass_rating,,,,,,
player,201611130crd,sfo,KerlJe00,rush_att,0,,,,,
player,201611130crd,sfo,KerlJe00,rush_yds,0,,,,,
player,201611130crd,sfo,KerlJe00,rush_td,0,,,,,
player,201611130crd,sfo,KerlJe00,rush_long,0,,,,,
player,201611130crd,sfo,KerlJe00,targets,7,,,,,
player,201611130crd,sfo,KerlJe00,rec,7,,,,,
player,201611130crd,sfo,KerlJe00,rec_yds,71,,,,,
player,201611130crd,sfo,KerlJe00,rec_td,1,,,,,
player,201611130crd,sfo,KerlJe00,rec_long,24,,,,,
player,201611130crd,sfo,KerlJe00,fumbles,1,,,,,
player,201611130crd,sfo,KerlJe00,fumbles_lost,1,,,,,
player,201611130crd,sfo,PattQu00,pass_cmp,0,,,,,
player,201611130crd,sfo,PattQu00,pass_att,0,,,,,
player,201611130crd,sfo,PattQu00,pass_yds,0,,,,,
player,201611130crd,sfo,PattQu00,pass_td,0,,,,,
player,201611130crd,sfo,PattQu00,pass_int,0,,,,,
player,201611130crd,sfo,PattQu00,pass_sacked,0,,,,,
player,201611130crd,sfo,PattQu00,pass_sacked_yds,0,,,,,
player,201611130crd,sfo,PattQu00,pass_long,0,,,,,
player,201611130crd,sfo,PattQu00,pass_rating,,,,,,
player,201611130crd,sfo,PattQu00,rush_att,0,,,,,
player,201611130crd,sfo,PattQu00,rush_yds,0,,,,,
player,201611130crd,sfo,PattQu00,rush_td,0,,,,,
player,201611130crd,sfo,PattQu00,rush_long,0,,,,,
player,201611130crd,sfo,PattQu00,targets,9,,,,,
player,201611130crd,sfo,PattQu00,rec,3,,,,,
player,201611130crd,sfo,PattQu00,rec_yds,52,,,,,
player,201611130crd,sfo,PattQu00,rec_td,0,,,,,
player,201611130crd,sfo,PattQu00,rec_long,45,,,,,
player,201611130crd,sfo,PattQu00,fumbles,0,,,,,
player,201611130crd,sfo,PattQu00,fumbles_lost,0,,,,,
player,201611130crd,sfo,McDoVa00,pass_cmp,0,,,,,
player,201611130crd,sfo,McDoVa00,pass_att,0,,,,,
player,201611130crd,sfo,McDoVa00,pass_yds,0,,,,,
player,201611130crd,sfo,McDoVa00,pass_td,0,,,,,
player,201611130crd,sfo,McDoVa00,pass_int,0,,,,,
player,201611130crd,sfo,McDoVa00,pass_sacked,0,,,,,
player,201611130crd,sfo,McDoVa00,pass_sacked_yds,0,,,,,
player,201611130crd,sfo,McDoVa00,pass_long,0,,,,,
player,201611130crd,sfo,McDoVa00,pass_rating,,,,,,
player,201611130crd,sfo,McDoVa00,rush_att,0,,,,,
player,201611130crd,sfo,McDoVa00,rush_yds,0,,,,,
player,201611130crd,sfo,McDoVa00,rush_td,0,,,,,
player,201611130crd,sfo,McDoVa00,rush_long,0,,,,,
player,201611130crd,sfo,McDoVa00,targets,6,,,,,
player,201611130crd,sfo,McDoVa00,rec,4,,,,,
player,201611130crd,sfo,McDoVa00,rec_yds,50,,,,,
player,201611130crd,sfo,McDoVa00,rec_td,0,,,,,
player,201611130crd,sfo,McDoVa00,rec_long,32,,,,,
player,201611130crd,sfo,McDoVa00,fumbles,0,,,,,
player,201611130crd,sfo,McDoVa00,fumbles_lost,0,,,,,
player,201611130crd,sfo,SmitTo02,pass_cmp,0,,,,,
player,201611130crd,sfo,SmitTo02,pass_att,0,,,,,
player,201611130crd,sfo,SmitTo02,pass_yds,0,,,,,
player,201611130crd,sfo,SmitTo02,pass_td,0,,,,,
