game,2016,4,20161002,201610020rav,rai,"Oakland Raiders",28,rav,"Baltimore Ravens",27
team,201610020rav,rai,First Downs,13,,,,,,
team,201610020rav,rav,First Downs,25,,,,,,
team,201610020rav,rai,Rush-Yds-TDs,19-62-0,,,,,,
team,201610020rav,rav,Rush-Yds-TDs,26-130-2,,,,,,
team,201610020rav,rai,Cmp-Att-Yd-TD-INT,25-35-199-4-0,,,,,,
team,201610020rav,rav,Cmp-Att-Yd-TD-INT,32-52-298-1-0,,,,,,
team,201610020rav,rai,Sacked-Yards,0-0,,,,,,
team,201610020rav,rav,Sacked-Yards,2-16,,,,,,
team,201610020rav,rai,Net Pass Yards,199,,,,,,
team,201610020rav,rav,Net Pass Yards,282,,,,,,
team,201610020rav,rai,Total Yards,261,,,,,,
team,201610020rav,rav,Total Yards,412,,,,,,
team,201610020rav,rai,Fumbles-Lost,1-1,,,,,,
team,201610020rav,rav,Fumbles-Lost,3-1,,,,,,
team,201610020rav,rai,Turnovers,1,,,,,,
team,201610020rav,rav,Turnovers,1,,,,,,
team,201610020rav,rai,Penalties-Yards,12-93,,,,,,
team,201610020rav,rav,Penalties-Yards,10-105,,,,,,
team,201610020rav,rai,Third Down Conv.,3-12,,,,,,
team,201610020rav,rav,Third Down Conv.,5-17,,,,,,
team,201610020rav,rai,Fourth Down Conv.,0-0,,,,,,
team,201610020rav,rav,Fourth Down Conv.,1-2,,,,,,
team,201610020rav,rai,Time of Possession,25:16,,,,,,
team,201610020rav,rav,Time of Possession,34:44,,,,,,
player,201610020rav,rai,CarrDe02,pass_cmp,25,,,,,
player,201610020rav,rai,CarrDe02,pass_att,35,,,,,
player,201610020rav,rai,CarrDe02,pass_yds,199,,,,,
player,201610020rav,rai,CarrDe02,pass_td,4,,,,,
player,201610020rav,rai,CarrDe02,pass_int,0,,,,,
player,201610020rav,rai,CarrDe02,pass_sacked,0,,,,,
player,201610020rav,rai,CarrDe02,pass_sacked_yds,0,,,,,
player,201610020rav,rai,CarrDe02,pass_long,23,,,,,
player,201610020rav,rai,CarrDe02,pass_rating,123.4,,,,,
player,201610020rav,rai,CarrDe02,rush_att,3,,,,,
player,201610020rav,rai,CarrDe02,rush_yds,-2,,,,,
player,201610020rav,rai,CarrDe02,rush_td,0,,,,,
player,201610020rav,rai,CarrDe02,rush_long,0,,,,,
player,201610020rav,rai,CarrDe02,targets,0,,,,,
player,201610020rav,rai,CarrDe02,rec,0,,,,,
player,201610020rav,rai,CarrDe02,rec_yds,0,,,,,
player,201610020rav,rai,CarrDe02,rec_td,0,,,,,
player,201610020rav,rai,CarrDe02,rec_long,0,,,,,
player,201610020rav,rai,CarrDe02,fumbles,0,,,,,
player,201610020rav,rai,CarrDe02,fumbles_lost,0,,,,,
player,201610020rav,rai,WashDe00,pass_cmp,0,,,,,
player,201610020rav,rai,WashDe00,pass_att,0,,,,,
player,201610020rav,rai,WashDe00,pass_yds,0,,,,,
player,201610020rav,rai,WashDe00,pass_td,0,,,,,
player,201610020rav,rai,WashDe00,pass_int,0,,,,,
player,201610020rav,rai,WashDe00,pass_sacked,,,,,,
player,201610020rav,rai,WashDe00,pass_sacked_yds,0,,,,,
player,201610020rav,rai,WashDe00,pass_long,0,,,,,
player,201610020rav,rai,WashDe00,pass_rating,,,,,,
player,201610020rav,rai,WashDe00,rush_att,5,,,,,
player,201610020rav,rai,WashDe00,rush_yds,30,,,,,
player,201610020rav,rai,WashDe00,rush_td,0,,,,,
player,201610020rav,rai,WashDe00,rush_long,28,,,,,
player,201610020rav,rai,WashDe00,targets,3,,,,,
player,201610020rav,rai,WashDe00,rec,3,,,,,
player,201610020rav,rai,WashDe00,rec_yds,16,,,,,
player,201610020rav,rai,WashDe00,rec_td,0,,,,,
player,201610020rav,rai,WashDe00,rec_long,8,,,,,
player,201610020rav,rai,WashDe00,fumbles,1,,,,,
player,201610020rav,rai,WashDe00,fumbles_lost,1,,,,,
player,201610020rav,rai,MurrLa00,pass_cmp,0,,,,,
player,201610020rav,rai,MurrLa00,pass_att,0,,,,,
player,201610020rav,rai,MurrLa00,pass_yds,0,,,,,
player,201610020rav,rai,MurrLa00,pass_td,0,,,,,
player,201610020rav,rai,MurrLa00,pass_int,0,,,,,
player,201610020rav,rai,MurrLa00,pass_sacked,,,,,,
player,201610020rav,rai,MurrLa00,pass_sacked_yds,0,,,,,
player,201610020rav,rai,MurrLa00,pass_long,0,,,,,
player,201610020rav,rai,MurrLa00,pass_rating,,,,,,
player,201610020rav,rai,MurrLa00,rush_att,8,,,,,
player,201610020rav,rai,MurrLa00,rush_yds,19,,,,,
player,201610020rav,rai,MurrLa00,rush_td,0,,,,,
player,201610020rav,rai,MurrLa00,rush_long,4,,,,,
player,201610020rav,rai,MurrLa00,targets,2,,,,,
player,201610020rav,rai,MurrLa00,rec,2,,,,,
player,201610020rav,rai,MurrLa00,rec_yds,5,,,,,
player,201610020rav,rai,MurrLa00,rec_td,0,,,,,
player,201610020rav,rai,MurrLa00,rec_long,4,,,,,
player,201610020rav,rai,MurrLa00,fumbles,0,,,,,
player,201610020rav,rai,MurrLa00,fumbles_lost,0,,,,,
player,201610020rav,rai,RichJa01,pass_cmp,0,,,,,
player,201610020rav,rai,RichJa01,pass_att,0,,,,,
player,201610020rav,rai,RichJa01,pass_yds,0,,,,,
player,201610020rav,rai,RichJa01,pass_td,0,,,,,
player,201610020rav,rai,RichJa01,pass_int,0,,,,,
player,201610020rav,rai,RichJa01,pass_sacked,,,,,,
player,201610020rav,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201610020rav,rai,RichJa01,pass_long,0,,,,,
player,201610020rav,rai,RichJa01,pass_rating,,,,,,
player,201610020rav,rai,RichJa01,rush_att,2,,,,,
player,201610020rav,rai,RichJa01,rush_yds,15,,,,,
player,201610020rav,rai,RichJa01,rush_td,0,,,,,
player,201610020rav,rai,RichJa01,rush_long,9,,,,,
player,201610020rav,rai,RichJa01,targets,3,,,,,
player,201610020rav,rai,RichJa01,rec,1,,,,,
player,201610020rav,rai,RichJa01,rec_yds,5,,,,,
player,201610020rav,rai,RichJa01,rec_td,0,,,,,
player,201610020rav,rai,RichJa01,rec_long,5,,,,,
player,201610020rav,rai,RichJa01,fumbles,0,,,,,
player,201610020rav,rai,RichJa01,fumbles_lost,0,,,,,
player,201610020rav,rai,CrabMi00,pass_cmp,0,,,,,
player,201610020rav,rai,CrabMi00,pass_att,0,,,,,
player,201610020rav,rai,CrabMi00,pass_yds,0,,,,,
player,201610020rav,rai,CrabMi00,pass_td,0,,,,,
player,201610020rav,rai,CrabMi00,pass_int,0,,,,,
player,201610020rav,rai,CrabMi00,pass_sacked,,,,,,
player,201610020rav,rai,CrabMi00,pass_sacked_yds,0,,,,,
player,201610020rav,rai,CrabMi00,pass_long,0,,,,,
player,201610020rav,rai,CrabMi00,pass_rating,,,,,,
player,201610020rav,rai,CrabMi00,rush_att,0,,,,,
player,201610020rav,rai,CrabMi00,rush_yds,0,,,,,
player,201610020rav,rai,CrabMi00,rush_td,0,,,,,
player,201610020rav,rai,CrabMi00,rush_long,0,,,,,
player,201610020rav,rai,CrabMi00,targets,12,,,,,
player,201610020rav,rai,CrabMi00,rec,7,,,,,
player,201610020rav,rai,CrabMi00,rec_yds,88,,,,,
player,201610020rav,rai,CrabMi00,rec_td,3,,,,,
player,201610020rav,rai,CrabMi00,rec_long,23,,,,,
player,201610020rav,rai,CrabMi00,fumbles,0,,,,,
player,201610020rav,rai,CrabMi00,fumbles_lost,0,,,,,
player,201610020rav,rai,CoopAm00,pass_cmp,0,,,,,
player,201610020rav,rai,CoopAm00,pass_att,0,,,,,
player,201610020rav,rai,CoopAm00,pass_yds,0,,,,,
player,201610020rav,rai,CoopAm00,pass_td,0,,,,,
player,201610020rav,rai,CoopAm00,pass_int,0,,,,,
player,201610020rav,rai,CoopAm00,pass_sacked,,,,,,
player,201610020rav,rai,CoopAm00,pass_sacked_yds,0,,,,,
player,201610020rav,rai,CoopAm00,pass_long,0,,,,,
player,201610020rav,rai,CoopAm00,pass_rating,,,,,,
player,201610020rav,rai,CoopAm00,rush_att,0,,,,,
player,201610020rav,rai,CoopAm00,rush_yds,0,,,,,
player,201610020rav,rai,CoopAm00,rush_td,0,,,,,
player,201610020rav,rai,CoopAm00,rush_long,0,,,,,
player,201610020rav,rai,CoopAm00,targets,6,,,,,
player,201610020rav,rai,CoopAm00,rec,5,,,,,
player,201610020rav,rai,CoopAm00,rec_yds,48,,,,,
player,201610020rav,rai,CoopAm00,rec_td,0,,,,,
player,201610020rav,rai,CoopAm00,rec_long,16,,,,,
player,201610020rav,rai,CoopAm00,fumbles,0,,,,,
player,201610020rav,rai,CoopAm00,fumbles_lost,0,,,,,
player,201610020rav,rai,WalfCl00,pass_cmp,0,,,,,
player,201610020rav,rai,WalfCl00,pass_att,0,,,,,
player,201610020rav,rai,WalfCl00,pass_yds,0,,,,,
player,201610020rav,rai,WalfCl00,pass_td,0,,,,,
player,201610020rav,rai,WalfCl00,pass_int,0,,,,,
player,201610020rav,rai,WalfCl00,pass_sacked,,,,,,
player,201610020rav,rai,WalfCl00,pass_sacked_yds,0,,,,,
player,201610020rav,rai,WalfCl00,pass_long,0,,,,,
player,201610020rav,rai,WalfCl00,pass_rating,,,,,,
player,201610020rav,rai,WalfCl00,rush_att,0,,,,,
player,201610020rav,rai,WalfCl00,rush_yds,0,,,,,
player,201610020rav,rai,WalfCl00,rush_td,0,,,,,
player,201610020rav,rai,WalfCl00,rush_long,0,,,,,
player,201610020rav,rai,WalfCl00,targets,4,,,,,
player,201610020rav,rai,WalfCl00,rec,2,,,,,
player,201610020rav,rai,WalfCl00,rec_yds,23,,,,,
player,201610020rav,rai,WalfCl00,rec_td,0,,,,,
player,201610020rav,rai,WalfCl00,rec_long,17,,,,,
player,201610020rav,rai,WalfCl00,fumbles,0,,,,,
player,201610020rav,rai,WalfCl00,fumbles_lost,0,,,,,
player,201610020rav,rai,RobeSe00,pass_cmp,0,,,,,
player,201610020rav,rai,RobeSe00,pass_att,0,,,,,
player,201610020rav,rai,RobeSe00,pass_yds,0,,,,,
player,201610020rav,rai,RobeSe00,pass_td,0,,,,,
player,201610020rav,rai,RobeSe00,pass_int,0,,,,,
player,201610020rav,rai,RobeSe00,pass_sacked,,,,,,
player,201610020rav,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201610020rav,rai,RobeSe00,pass_long,0,,,,,
player,201610020rav,rai,RobeSe00,pass_rating,,,,,,
player,201610020rav,rai,RobeSe00,rush_att,0,,,,,
player,201610020rav,rai,RobeSe00,rush_yds,0,,,,,
player,201610020rav,rai,RobeSe00,rush_td,0,,,,,
player,201610020rav,rai,RobeSe00,rush_long,0,,,,,
player,201610020rav,rai,RobeSe00,targets,3,,,,,
player,201610020rav,rai,RobeSe00,rec,3,,,,,
player,201610020rav,rai,RobeSe00,rec_yds,12,,,,,
player,201610020rav,rai,RobeSe00,rec_td,1,,,,,
player,201610020rav,rai,RobeSe00,rec_long,7,,,,,
player,201610020rav,rai,RobeSe00,fumbles,0,,,,,
player,201610020rav,rai,RobeSe00,fumbles_lost,0,,,,,
player,201610020rav,rai,RiveMy00,pass_cmp,0,,,,,
player,201610020rav,rai,RiveMy00,pass_att,0,,,,,
player,201610020rav,rai,RiveMy00,pass_yds,0,,,,,
player,201610020rav,rai,RiveMy00,pass_td,0,,,,,
player,201610020rav,rai,RiveMy00,pass_int,0,,,,,
player,201610020rav,rai,RiveMy00,pass_sacked,,,,,,
player,201610020rav,rai,RiveMy00,pass_sacked_yds,0,,,,,
player,201610020rav,rai,RiveMy00,pass_long,0,,,,,
player,201610020rav,rai,RiveMy00,pass_rating,,,,,,
player,201610020rav,rai,RiveMy00,rush_att,0,,,,,
player,201610020rav,rai,RiveMy00,rush_yds,0,,,,,
player,201610020rav,rai,RiveMy00,rush_td,0,,,,,
player,201610020rav,rai,RiveMy00,rush_long,0,,,,,
player,201610020rav,rai,RiveMy00,targets,1,,,,,
player,201610020rav,rai,RiveMy00,rec,1,,,,,
player,201610020rav,rai,RiveMy00,rec_yds,1,,,,,
player,201610020rav,rai,RiveMy00,rec_td,0,,,,,
player,201610020rav,rai,RiveMy00,rec_long,1,,,,,
player,201610020rav,rai,RiveMy00,fumbles,0,,,,,
player,201610020rav,rai,RiveMy00,fumbles_lost,0,,,,,
player,201610020rav,rai,SmitLe00,pass_cmp,0,,,,,
player,201610020rav,rai,SmitLe00,pass_att,0,,,,,
player,201610020rav,rai,SmitLe00,pass_yds,0,,,,,
player,201610020rav,rai,SmitLe00,pass_td,0,,,,,
player,201610020rav,rai,SmitLe00,pass_int,0,,,,,
player,201610020rav,rai,SmitLe00,pass_sacked,,,,,,
player,201610020rav,rai,SmitLe00,pass_sacked_yds,0,,,,,
player,201610020rav,rai,SmitLe00,pass_long,0,,,,,
player,201610020rav,rai,SmitLe00,pass_rating,,,,,,
player,201610020rav,rai,SmitLe00,rush_att,0,,,,,
player,201610020rav,rai,SmitLe00,rush_yds,0,,,,,
player,201610020rav,rai,SmitLe00,rush_td,0,,,,,
player,201610020rav,rai,SmitLe00,rush_long,0,,,,,
player,201610020rav,rai,SmitLe00,targets,1,,,,,
player,201610020rav,rai,SmitLe00,rec,1,,,,,
player,201610020rav,rai,SmitLe00,rec_yds,1,,,,,
player,201610020rav,rai,SmitLe00,rec_td,0,,,,,
player,201610020rav,rai,SmitLe00,rec_long,1,,,,,
player,201610020rav,rai,SmitLe00,fumbles,0,,,,,
player,201610020rav,rai,SmitLe00,fumbles_lost,0,,,,,
player,201610020rav,rai,OlawJa00,pass_cmp,0,,,,,
player,201610020rav,rai,OlawJa00,pass_att,0,,,,,
player,201610020rav,rai,OlawJa00,pass_yds,0,,,,,
player,201610020rav,rai,OlawJa00,pass_td,0,,,,,
player,201610020rav,rai,OlawJa00,pass_int,0,,,,,
