game,2016,14,20161211,201612110mia,crd,"Arizona Cardinals",23,mia,"Miami Dolphins",26
player,201612110mia,crd,FellDa01,pos,TE,,,,,
player,201612110mia,crd,FellDa01,offense,31,,,,,
player,201612110mia,crd,FellDa01,off_pct,44%,,,,,
player,201612110mia,crd,FellDa01,defense,0,,,,,
player,201612110mia,crd,FellDa01,def_pct,0%,,,,,
player,201612110mia,crd,FellDa01,special_teams,0,,,,,
player,201612110mia,crd,FellDa01,st_pct,0%,,,,,
player,201612110mia,crd,HumpD.00,pos,T,,,,,
player,201612110mia,crd,HumpD.00,offense,29,,,,,
player,201612110mia,crd,HumpD.00,off_pct,41%,,,,,
player,201612110mia,crd,HumpD.00,defense,0,,,,,
player,201612110mia,crd,HumpD.00,def_pct,0%,,,,,
player,201612110mia,crd,HumpD.00,special_teams,2,,,,,
player,201612110mia,crd,HumpD.00,st_pct,7%,,,,,
player,201612110mia,crd,BrowJo02,pos,WR,,,,,
player,201612110mia,crd,BrowJo02,offense,26,,,,,
player,201612110mia,crd,BrowJo02,off_pct,37%,,,,,
player,201612110mia,crd,BrowJo02,defense,0,,,,,
player,201612110mia,crd,BrowJo02,def_pct,0%,,,,,
player,201612110mia,crd,BrowJo02,special_teams,0,,,,,
player,201612110mia,crd,BrowJo02,st_pct,0%,,,,,
player,201612110mia,crd,NelsJJ00,pos,WR,,,,,
player,201612110mia,crd,NelsJJ00,offense,22,,,,,
player,201612110mia,crd,NelsJJ00,off_pct,31%,,,,,
player,201612110mia,crd,NelsJJ00,defense,0,,,,,
player,201612110mia,crd,NelsJJ00,def_pct,0%,,,,,
player,201612110mia,crd,NelsJJ00,special_teams,0,,,,,
player,201612110mia,crd,NelsJJ00,st_pct,0%,,,,,
player,201612110mia,crd,GoldBr00,pos,WR,,,,,
player,201612110mia,crd,GoldBr00,offense,3,,,,,
player,201612110mia,crd,GoldBr00,off_pct,4%,,,,,
player,201612110mia,crd,GoldBr00,defense,1,,,,,
player,201612110mia,crd,GoldBr00,def_pct,2%,,,,,
player,201612110mia,crd,GoldBr00,special_teams,19,,,,,
player,201612110mia,crd,GoldBr00,st_pct,63%,,,,,
player,201612110mia,crd,WillKe05,pos,RB,,,,,
player,201612110mia,crd,WillKe05,offense,3,,,,,
player,201612110mia,crd,WillKe05,off_pct,4%,,,,,
player,201612110mia,crd,WillKe05,defense,0,,,,,
player,201612110mia,crd,WillKe05,def_pct,0%,,,,,
player,201612110mia,crd,WillKe05,special_teams,18,,,,,
player,201612110mia,crd,WillKe05,st_pct,60%,,,,,
player,201612110mia,crd,ElliAn00,pos,RB,,,,,
player,201612110mia,crd,ElliAn00,offense,3,,,,,
player,201612110mia,crd,ElliAn00,off_pct,4%,,,,,
player,201612110mia,crd,ElliAn00,defense,0,,,,,
player,201612110mia,crd,ElliAn00,def_pct,0%,,,,,
player,201612110mia,crd,ElliAn00,special_teams,4,,,,,
player,201612110mia,crd,ElliAn00,st_pct,13%,,,,,
player,201612110mia,crd,PetePa00,pos,CB,,,,,
player,201612110mia,crd,PetePa00,offense,0,,,,,
player,201612110mia,crd,PetePa00,off_pct,0%,,,,,
player,201612110mia,crd,PetePa00,defense,59,,,,,
player,201612110mia,crd,PetePa00,def_pct,98%,,,,,
player,201612110mia,crd,PetePa00,special_teams,17,,,,,
player,201612110mia,crd,PetePa00,st_pct,57%,,,,,
player,201612110mia,crd,JeffTo00,pos,SS,,,,,
player,201612110mia,crd,JeffTo00,offense,0,,,,,
player,201612110mia,crd,JeffTo00,off_pct,0%,,,,,
player,201612110mia,crd,JeffTo00,defense,59,,,,,
player,201612110mia,crd,JeffTo00,def_pct,98%,,,,,
player,201612110mia,crd,JeffTo00,special_teams,16,,,,,
player,201612110mia,crd,JeffTo00,st_pct,53%,,,,,
player,201612110mia,crd,MintKe00,pos,LB,,,,,
player,201612110mia,crd,MintKe00,offense,0,,,,,
player,201612110mia,crd,MintKe00,off_pct,0%,,,,,
player,201612110mia,crd,MintKe00,defense,58,,,,,
player,201612110mia,crd,MintKe00,def_pct,97%,,,,,
player,201612110mia,crd,MintKe00,special_teams,5,,,,,
player,201612110mia,crd,MintKe00,st_pct,17%,,,,,
player,201612110mia,crd,SweaDJ00,pos,FS,,,,,
player,201612110mia,crd,SweaDJ00,offense,0,,,,,
player,201612110mia,crd,SweaDJ00,off_pct,0%,,,,,
player,201612110mia,crd,SweaDJ00,defense,56,,,,,
player,201612110mia,crd,SweaDJ00,def_pct,93%,,,,,
player,201612110mia,crd,SweaDJ00,special_teams,12,,,,,
player,201612110mia,crd,SweaDJ00,st_pct,40%,,,,,
player,201612110mia,crd,CampCa99,pos,DT,,,,,
player,201612110mia,crd,CampCa99,offense,0,,,,,
player,201612110mia,crd,CampCa99,off_pct,0%,,,,,
player,201612110mia,crd,CampCa99,defense,54,,,,,
player,201612110mia,crd,CampCa99,def_pct,90%,,,,,
player,201612110mia,crd,CampCa99,special_teams,10,,,,,
player,201612110mia,crd,CampCa99,st_pct,33%,,,,,
player,201612110mia,crd,JoneCh03,pos,LB,,,,,
player,201612110mia,crd,JoneCh03,offense,0,,,,,
player,201612110mia,crd,JoneCh03,off_pct,0%,,,,,
player,201612110mia,crd,JoneCh03,defense,47,,,,,
player,201612110mia,crd,JoneCh03,def_pct,78%,,,,,
player,201612110mia,crd,JoneCh03,special_teams,6,,,,,
player,201612110mia,crd,JoneCh03,st_pct,20%,,,,,
player,201612110mia,crd,GoldMa00,pos,LB,,,,,
player,201612110mia,crd,GoldMa00,offense,0,,,,,
player,201612110mia,crd,GoldMa00,off_pct,0%,,,,,
player,201612110mia,crd,GoldMa00,defense,42,,,,,
player,201612110mia,crd,GoldMa00,def_pct,70%,,,,,
player,201612110mia,crd,GoldMa00,special_teams,2,,,,,
player,201612110mia,crd,GoldMa00,st_pct,7%,,,,,
player,201612110mia,crd,BranTy99,pos,SS,,,,,
player,201612110mia,crd,BranTy99,offense,0,,,,,
player,201612110mia,crd,BranTy99,off_pct,0%,,,,,
player,201612110mia,crd,BranTy99,defense,40,,,,,
player,201612110mia,crd,BranTy99,def_pct,67%,,,,,
player,201612110mia,crd,BranTy99,special_teams,4,,,,,
player,201612110mia,crd,BranTy99,st_pct,13%,,,,,
player,201612110mia,crd,CoopMa00,pos,CB,,,,,
player,201612110mia,crd,CoopMa00,offense,0,,,,,
player,201612110mia,crd,CoopMa00,off_pct,0%,,,,,
player,201612110mia,crd,CoopMa00,defense,37,,,,,
player,201612110mia,crd,CoopMa00,def_pct,62%,,,,,
player,201612110mia,crd,CoopMa00,special_teams,4,,,,,
player,201612110mia,crd,CoopMa00,st_pct,13%,,,,,
player,201612110mia,crd,BucaDe00,pos,LB,,,,,
player,201612110mia,crd,BucaDe00,offense,0,,,,,
player,201612110mia,crd,BucaDe00,off_pct,0%,,,,,
player,201612110mia,crd,BucaDe00,defense,36,,,,,
player,201612110mia,crd,BucaDe00,def_pct,60%,,,,,
player,201612110mia,crd,BucaDe00,special_teams,2,,,,,
player,201612110mia,crd,BucaDe00,st_pct,7%,,,,,
player,201612110mia,crd,PeteCo00,pos,NT,,,,,
player,201612110mia,crd,PeteCo00,offense,0,,,,,
player,201612110mia,crd,PeteCo00,off_pct,0%,,,,,
player,201612110mia,crd,PeteCo00,defense,32,,,,,
player,201612110mia,crd,PeteCo00,def_pct,53%,,,,,
player,201612110mia,crd,PeteCo00,special_teams,8,,,,,
player,201612110mia,crd,PeteCo00,st_pct,27%,,,,,
player,201612110mia,crd,MaurJo00,pos,DT,,,,,
player,201612110mia,crd,MaurJo00,offense,0,,,,,
player,201612110mia,crd,MaurJo00,off_pct,0%,,,,,
player,201612110mia,crd,MaurJo00,defense,31,,,,,
player,201612110mia,crd,MaurJo00,def_pct,52%,,,,,
player,201612110mia,crd,MaurJo00,special_teams,4,,,,,
player,201612110mia,crd,MaurJo00,st_pct,13%,,,,,
player,201612110mia,crd,BethJu00,pos,CB,,,,,
player,201612110mia,crd,BethJu00,offense,0,,,,,
player,201612110mia,crd,BethJu00,off_pct,0%,,,,,
player,201612110mia,crd,BethJu00,defense,24,,,,,
player,201612110mia,crd,BethJu00,def_pct,40%,,,,,
player,201612110mia,crd,BethJu00,special_teams,26,,,,,
player,201612110mia,crd,BethJu00,st_pct,87%,,,,,
player,201612110mia,crd,MoorSi00,pos,LB,,,,,
player,201612110mia,crd,MoorSi00,offense,0,,,,,
player,201612110mia,crd,MoorSi00,off_pct,0%,,,,,
player,201612110mia,crd,MoorSi00,defense,21,,,,,
player,201612110mia,crd,MoorSi00,def_pct,35%,,,,,
player,201612110mia,crd,MoorSi00,special_teams,4,,,,,
player,201612110mia,crd,MoorSi00,st_pct,13%,,,,,
player,201612110mia,crd,WillBr07,pos,CB,,,,,
player,201612110mia,crd,WillBr07,offense,0,,,,,
player,201612110mia,crd,WillBr07,off_pct,0%,,,,,
player,201612110mia,crd,WillBr07,defense,18,,,,,
player,201612110mia,crd,WillBr07,def_pct,30%,,,,,
player,201612110mia,crd,WillBr07,special_teams,16,,,,,
player,201612110mia,crd,WillBr07,st_pct,53%,,,,,
player,201612110mia,crd,RuckFr99,pos,DT,,,,,
player,201612110mia,crd,RuckFr99,offense,0,,,,,
player,201612110mia,crd,RuckFr99,off_pct,0%,,,,,
player,201612110mia,crd,RuckFr99,defense,18,,,,,
player,201612110mia,crd,RuckFr99,def_pct,30%,,,,,
player,201612110mia,crd,RuckFr99,special_teams,0,,,,,
player,201612110mia,crd,RuckFr99,st_pct,0%,,,,,
player,201612110mia,crd,OkafAl00,pos,LB,,,,,
player,201612110mia,crd,OkafAl00,offense,0,,,,,
player,201612110mia,crd,OkafAl00,off_pct,0%,,,,,
player,201612110mia,crd,OkafAl00,defense,12,,,,,
player,201612110mia,crd,OkafAl00,def_pct,20%,,,,,
player,201612110mia,crd,OkafAl00,special_teams,13,,,,,
player,201612110mia,crd,OkafAl00,st_pct,43%,,,,,
player,201612110mia,crd,GuntRo00,pos,DT,,,,,
player,201612110mia,crd,GuntRo00,offense,0,,,,,
player,201612110mia,crd,GuntRo00,off_pct,0%,,,,,
player,201612110mia,crd,GuntRo00,defense,6,,,,,
player,201612110mia,crd,GuntRo00,def_pct,10%,,,,,
player,201612110mia,crd,GuntRo00,special_teams,8,,,,,
player,201612110mia,crd,GuntRo00,st_pct,27%,,,,,
player,201612110mia,crd,WillXa00,pos,NT,,,,,
player,201612110mia,crd,WillXa00,offense,0,,,,,
player,201612110mia,crd,WillXa00,off_pct,0%,,,,,
player,201612110mia,crd,WillXa00,defense,6,,,,,
player,201612110mia,crd,WillXa00,def_pct,10%,,,,,
player,201612110mia,crd,WillXa00,special_teams,0,,,,,
player,201612110mia,crd,WillXa00,st_pct,0%,,,,,
player,201612110mia,crd,GoodZa00,pos,LB,,,,,
player,201612110mia,crd,GoodZa00,offense,0,,,,,
player,201612110mia,crd,GoodZa00,off_pct,0%,,,,,
player,201612110mia,crd,GoodZa00,defense,3,,,,,
player,201612110mia,crd,GoodZa00,def_pct,5%,,,,,
player,201612110mia,crd,GoodZa00,special_teams,20,,,,,
player,201612110mia,crd,GoodZa00,st_pct,67%,,,,,
player,201612110mia,crd,MartKa00,pos,LB,,,,,
player,201612110mia,crd,MartKa00,offense,0,,,,,
player,201612110mia,crd,MartKa00,off_pct,0%,,,,,
player,201612110mia,crd,MartKa00,defense,0,,,,,
player,201612110mia,crd,MartKa00,def_pct,0%,,,,,
player,201612110mia,crd,MartKa00,special_teams,28,,,,,
player,201612110mia,crd,MartKa00,st_pct,93%,,,,,
player,201612110mia,crd,VallHa00,pos,TE,,,,,
player,201612110mia,crd,VallHa00,offense,0,,,,,
player,201612110mia,crd,VallHa00,off_pct,0%,,,,,
player,201612110mia,crd,VallHa00,defense,0,,,,,
player,201612110mia,crd,VallHa00,def_pct,0%,,,,,
player,201612110mia,crd,VallHa00,special_teams,20,,,,,
player,201612110mia,crd,VallHa00,st_pct,67%,,,,,
player,201612110mia,crd,TaylSt00,pos,RB,,,,,
player,201612110mia,crd,TaylSt00,offense,0,,,,,
player,201612110mia,crd,TaylSt00,off_pct,0%,,,,,
player,201612110mia,crd,TaylSt00,defense,0,,,,,
player,201612110mia,crd,TaylSt00,def_pct,0%,,,,,
player,201612110mia,crd,TaylSt00,special_teams,17,,,,,
player,201612110mia,crd,TaylSt00,st_pct,57%,,,,,
player,201612110mia,crd,ButlDr00,pos,P,,,,,
player,201612110mia,crd,ButlDr00,offense,0,,,,,
player,201612110mia,crd,ButlDr00,off_pct,0%,,,,,
player,201612110mia,crd,ButlDr00,defense,0,,,,,
player,201612110mia,crd,ButlDr00,def_pct,0%,,,,,
player,201612110mia,crd,ButlDr00,special_teams,9,,,,,
player,201612110mia,crd,ButlDr00,st_pct,30%,,,,,
player,201612110mia,crd,BrewAa00,pos,LS,,,,,
player,201612110mia,crd,BrewAa00,offense,0,,,,,
player,201612110mia,crd,BrewAa00,off_pct,0%,,,,,
player,201612110mia,crd,BrewAa00,defense,0,,,,,
player,201612110mia,crd,BrewAa00,def_pct,0%,,,,,
player,201612110mia,crd,BrewAa00,special_teams,9,,,,,
player,201612110mia,crd,BrewAa00,st_pct,30%,,,,,
player,201612110mia,crd,CataCh00,pos,K,,,,,
player,201612110mia,crd,CataCh00,offense,0,,,,,
player,201612110mia,crd,CataCh00,off_pct,0%,,,,,
player,201612110mia,crd,CataCh00,defense,0,,,,,
player,201612110mia,crd,CataCh00,def_pct,0%,,,,,
player,201612110mia,crd,CataCh00,special_teams,9,,,,,
player,201612110mia,crd,CataCh00,st_pct,30%,,,,,
player,201612110mia,crd,BoehEv00,pos,C,,,,,
player,201612110mia,crd,BoehEv00,offense,0,,,,,
player,201612110mia,crd,BoehEv00,off_pct,0%,,,,,
player,201612110mia,crd,BoehEv00,defense,0,,,,,
player,201612110mia,crd,BoehEv00,def_pct,0%,,,,,
player,201612110mia,crd,BoehEv00,special_teams,4,,,,,
player,201612110mia,crd,BoehEv00,st_pct,13%,,,,,
player,201612110mia,crd,BoggTa00,pos,G,,,,,
player,201612110mia,crd,BoggTa00,offense,0,,,,,
player,201612110mia,crd,BoggTa00,off_pct,0%,,,,,
player,201612110mia,crd,BoggTa00,defense,0,,,,,
player,201612110mia,crd,BoggTa00,def_pct,0%,,,,,
player,201612110mia,crd,BoggTa00,special_teams,2,,,,,
player,201612110mia,crd,BoggTa00,st_pct,7%,,,,,
