game,2016,14,20161211,201612110mia,crd,"Arizona Cardinals",23,mia,"Miami Dolphins",26
team,201612110mia,crd,First Downs,21,,,,,,
team,201612110mia,mia,First Downs,15,,,,,,
team,201612110mia,crd,Rush-Yds-TDs,27-175-1,,,,,,
team,201612110mia,mia,Rush-Yds-TDs,31-83-0,,,,,,
team,201612110mia,crd,Cmp-Att-Yd-TD-INT,18-33-145-2-2,,,,,,
team,201612110mia,mia,Cmp-Att-Yd-TD-INT,18-25-242-3-1,,,,,,
team,201612110mia,crd,Sacked-Yards,3-20,,,,,,
team,201612110mia,mia,Sacked-Yards,1-11,,,,,,
team,201612110mia,crd,Net Pass Yards,125,,,,,,
team,201612110mia,mia,Net Pass Yards,231,,,,,,
team,201612110mia,crd,Total Yards,300,,,,,,
team,201612110mia,mia,Total Yards,314,,,,,,
team,201612110mia,crd,Fumbles-Lost,4-2,,,,,,
team,201612110mia,mia,Fumbles-Lost,5-2,,,,,,
team,201612110mia,crd,Turnovers,4,,,,,,
team,201612110mia,mia,Turnovers,3,,,,,,
team,201612110mia,crd,Penalties-Yards,7-54,,,,,,
team,201612110mia,mia,Penalties-Yards,14-118,,,,,,
team,201612110mia,crd,Third Down Conv.,4-13,,,,,,
team,201612110mia,mia,Third Down Conv.,4-13,,,,,,
team,201612110mia,crd,Fourth Down Conv.,0-0,,,,,,
team,201612110mia,mia,Fourth Down Conv.,0-0,,,,,,
team,201612110mia,crd,Time of Possession,29:56,,,,,,
team,201612110mia,mia,Time of Possession,30:04,,,,,,
player,201612110mia,crd,PalmCa00,pass_cmp,18,,,,,
player,201612110mia,crd,PalmCa00,pass_att,33,,,,,
player,201612110mia,crd,PalmCa00,pass_yds,145,,,,,
player,201612110mia,crd,PalmCa00,pass_td,2,,,,,
player,201612110mia,crd,PalmCa00,pass_int,2,,,,,
player,201612110mia,crd,PalmCa00,pass_sacked,3,,,,,
player,201612110mia,crd,PalmCa00,pass_sacked_yds,20,,,,,
player,201612110mia,crd,PalmCa00,pass_long,15,,,,,
player,201612110mia,crd,PalmCa00,pass_rating,60.8,,,,,
player,201612110mia,crd,PalmCa00,rush_att,3,,,,,
player,201612110mia,crd,PalmCa00,rush_yds,5,,,,,
player,201612110mia,crd,PalmCa00,rush_td,0,,,,,
player,201612110mia,crd,PalmCa00,rush_long,6,,,,,
player,201612110mia,crd,PalmCa00,targets,0,,,,,
player,201612110mia,crd,PalmCa00,rec,0,,,,,
player,201612110mia,crd,PalmCa00,rec_yds,0,,,,,
player,201612110mia,crd,PalmCa00,rec_td,0,,,,,
player,201612110mia,crd,PalmCa00,rec_long,0,,,,,
player,201612110mia,crd,PalmCa00,fumbles,3,,,,,
player,201612110mia,crd,PalmCa00,fumbles_lost,1,,,,,
player,201612110mia,crd,JohnDa08,pass_cmp,0,,,,,
player,201612110mia,crd,JohnDa08,pass_att,0,,,,,
player,201612110mia,crd,JohnDa08,pass_yds,0,,,,,
player,201612110mia,crd,JohnDa08,pass_td,0,,,,,
player,201612110mia,crd,JohnDa08,pass_int,0,,,,,
player,201612110mia,crd,JohnDa08,pass_sacked,0,,,,,
player,201612110mia,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201612110mia,crd,JohnDa08,pass_long,0,,,,,
player,201612110mia,crd,JohnDa08,pass_rating,,,,,,
player,201612110mia,crd,JohnDa08,rush_att,20,,,,,
player,201612110mia,crd,JohnDa08,rush_yds,80,,,,,
player,201612110mia,crd,JohnDa08,rush_td,0,,,,,
player,201612110mia,crd,JohnDa08,rush_long,19,,,,,
player,201612110mia,crd,JohnDa08,targets,8,,,,,
player,201612110mia,crd,JohnDa08,rec,5,,,,,
player,201612110mia,crd,JohnDa08,rec_yds,41,,,,,
player,201612110mia,crd,JohnDa08,rec_td,0,,,,,
player,201612110mia,crd,JohnDa08,rec_long,14,,,,,
player,201612110mia,crd,JohnDa08,fumbles,1,,,,,
player,201612110mia,crd,JohnDa08,fumbles_lost,1,,,,,
player,201612110mia,crd,NelsJJ00,pass_cmp,0,,,,,
player,201612110mia,crd,NelsJJ00,pass_att,0,,,,,
player,201612110mia,crd,NelsJJ00,pass_yds,0,,,,,
player,201612110mia,crd,NelsJJ00,pass_td,0,,,,,
player,201612110mia,crd,NelsJJ00,pass_int,0,,,,,
player,201612110mia,crd,NelsJJ00,pass_sacked,0,,,,,
player,201612110mia,crd,NelsJJ00,pass_sacked_yds,0,,,,,
player,201612110mia,crd,NelsJJ00,pass_long,0,,,,,
player,201612110mia,crd,NelsJJ00,pass_rating,,,,,,
player,201612110mia,crd,NelsJJ00,rush_att,1,,,,,
player,201612110mia,crd,NelsJJ00,rush_yds,56,,,,,
player,201612110mia,crd,NelsJJ00,rush_td,1,,,,,
player,201612110mia,crd,NelsJJ00,rush_long,56,,,,,
player,201612110mia,crd,NelsJJ00,targets,2,,,,,
player,201612110mia,crd,NelsJJ00,rec,1,,,,,
player,201612110mia,crd,NelsJJ00,rec_yds,8,,,,,
player,201612110mia,crd,NelsJJ00,rec_td,1,,,,,
player,201612110mia,crd,NelsJJ00,rec_long,8,,,,,
player,201612110mia,crd,NelsJJ00,fumbles,0,,,,,
player,201612110mia,crd,NelsJJ00,fumbles_lost,0,,,,,
player,201612110mia,crd,WillKe05,pass_cmp,0,,,,,
player,201612110mia,crd,WillKe05,pass_att,0,,,,,
player,201612110mia,crd,WillKe05,pass_yds,0,,,,,
player,201612110mia,crd,WillKe05,pass_td,0,,,,,
player,201612110mia,crd,WillKe05,pass_int,0,,,,,
player,201612110mia,crd,WillKe05,pass_sacked,0,,,,,
player,201612110mia,crd,WillKe05,pass_sacked_yds,0,,,,,
player,201612110mia,crd,WillKe05,pass_long,0,,,,,
player,201612110mia,crd,WillKe05,pass_rating,,,,,,
player,201612110mia,crd,WillKe05,rush_att,3,,,,,
player,201612110mia,crd,WillKe05,rush_yds,34,,,,,
player,201612110mia,crd,WillKe05,rush_td,0,,,,,
player,201612110mia,crd,WillKe05,rush_long,20,,,,,
player,201612110mia,crd,WillKe05,targets,0,,,,,
player,201612110mia,crd,WillKe05,rec,0,,,,,
player,201612110mia,crd,WillKe05,rec_yds,0,,,,,
player,201612110mia,crd,WillKe05,rec_td,0,,,,,
player,201612110mia,crd,WillKe05,rec_long,0,,,,,
player,201612110mia,crd,WillKe05,fumbles,0,,,,,
player,201612110mia,crd,WillKe05,fumbles_lost,0,,,,,
player,201612110mia,crd,GresJe00,pass_cmp,0,,,,,
player,201612110mia,crd,GresJe00,pass_att,0,,,,,
player,201612110mia,crd,GresJe00,pass_yds,0,,,,,
player,201612110mia,crd,GresJe00,pass_td,0,,,,,
player,201612110mia,crd,GresJe00,pass_int,0,,,,,
player,201612110mia,crd,GresJe00,pass_sacked,0,,,,,
player,201612110mia,crd,GresJe00,pass_sacked_yds,0,,,,,
player,201612110mia,crd,GresJe00,pass_long,0,,,,,
player,201612110mia,crd,GresJe00,pass_rating,,,,,,
player,201612110mia,crd,GresJe00,rush_att,0,,,,,
player,201612110mia,crd,GresJe00,rush_yds,0,,,,,
player,201612110mia,crd,GresJe00,rush_td,0,,,,,
player,201612110mia,crd,GresJe00,rush_long,0,,,,,
player,201612110mia,crd,GresJe00,targets,7,,,,,
player,201612110mia,crd,GresJe00,rec,5,,,,,
player,201612110mia,crd,GresJe00,rec_yds,45,,,,,
player,201612110mia,crd,GresJe00,rec_td,0,,,,,
player,201612110mia,crd,GresJe00,rec_long,14,,,,,
player,201612110mia,crd,GresJe00,fumbles,0,,,,,
player,201612110mia,crd,GresJe00,fumbles_lost,0,,,,,
player,201612110mia,crd,FloyMi00,pass_cmp,0,,,,,
player,201612110mia,crd,FloyMi00,pass_att,0,,,,,
player,201612110mia,crd,FloyMi00,pass_yds,0,,,,,
player,201612110mia,crd,FloyMi00,pass_td,0,,,,,
player,201612110mia,crd,FloyMi00,pass_int,0,,,,,
player,201612110mia,crd,FloyMi00,pass_sacked,0,,,,,
player,201612110mia,crd,FloyMi00,pass_sacked_yds,0,,,,,
player,201612110mia,crd,FloyMi00,pass_long,0,,,,,
player,201612110mia,crd,FloyMi00,pass_rating,,,,,,
player,201612110mia,crd,FloyMi00,rush_att,0,,,,,
player,201612110mia,crd,FloyMi00,rush_yds,0,,,,,
player,201612110mia,crd,FloyMi00,rush_td,0,,,,,
player,201612110mia,crd,FloyMi00,rush_long,0,,,,,
player,201612110mia,crd,FloyMi00,targets,3,,,,,
player,201612110mia,crd,FloyMi00,rec,2,,,,,
player,201612110mia,crd,FloyMi00,rec_yds,18,,,,,
player,201612110mia,crd,FloyMi00,rec_td,0,,,,,
player,201612110mia,crd,FloyMi00,rec_long,15,,,,,
player,201612110mia,crd,FloyMi00,fumbles,0,,,,,
player,201612110mia,crd,FloyMi00,fumbles_lost,0,,,,,
player,201612110mia,crd,FitzLa00,pass_cmp,0,,,,,
player,201612110mia,crd,FitzLa00,pass_att,0,,,,,
player,201612110mia,crd,FitzLa00,pass_yds,0,,,,,
player,201612110mia,crd,FitzLa00,pass_td,0,,,,,
player,201612110mia,crd,FitzLa00,pass_int,0,,,,,
player,201612110mia,crd,FitzLa00,pass_sacked,0,,,,,
player,201612110mia,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201612110mia,crd,FitzLa00,pass_long,0,,,,,
player,201612110mia,crd,FitzLa00,pass_rating,,,,,,
player,201612110mia,crd,FitzLa00,rush_att,0,,,,,
player,201612110mia,crd,FitzLa00,rush_yds,0,,,,,
player,201612110mia,crd,FitzLa00,rush_td,0,,,,,
player,201612110mia,crd,FitzLa00,rush_long,0,,,,,
player,201612110mia,crd,FitzLa00,targets,9,,,,,
player,201612110mia,crd,FitzLa00,rec,3,,,,,
player,201612110mia,crd,FitzLa00,rec_yds,12,,,,,
player,201612110mia,crd,FitzLa00,rec_td,0,,,,,
player,201612110mia,crd,FitzLa00,rec_long,8,,,,,
player,201612110mia,crd,FitzLa00,fumbles,0,,,,,
player,201612110mia,crd,FitzLa00,fumbles_lost,0,,,,,
player,201612110mia,crd,FellDa01,pass_cmp,0,,,,,
player,201612110mia,crd,FellDa01,pass_att,0,,,,,
player,201612110mia,crd,FellDa01,pass_yds,0,,,,,
player,201612110mia,crd,FellDa01,pass_td,0,,,,,
player,201612110mia,crd,FellDa01,pass_int,0,,,,,
player,201612110mia,crd,FellDa01,pass_sacked,0,,,,,
player,201612110mia,crd,FellDa01,pass_sacked_yds,0,,,,,
player,201612110mia,crd,FellDa01,pass_long,0,,,,,
player,201612110mia,crd,FellDa01,pass_rating,,,,,,
player,201612110mia,crd,FellDa01,rush_att,0,,,,,
player,201612110mia,crd,FellDa01,rush_yds,0,,,,,
player,201612110mia,crd,FellDa01,rush_td,0,,,,,
player,201612110mia,crd,FellDa01,rush_long,0,,,,,
player,201612110mia,crd,FellDa01,targets,3,,,,,
player,201612110mia,crd,FellDa01,rec,1,,,,,
player,201612110mia,crd,FellDa01,rec_yds,12,,,,,
player,201612110mia,crd,FellDa01,rec_td,0,,,,,
player,201612110mia,crd,FellDa01,rec_long,12,,,,,
player,201612110mia,crd,FellDa01,fumbles,0,,,,,
player,201612110mia,crd,FellDa01,fumbles_lost,0,,,,,
player,201612110mia,crd,GoldBr00,pass_cmp,0,,,,,
player,201612110mia,crd,GoldBr00,pass_att,0,,,,,
player,201612110mia,crd,GoldBr00,pass_yds,0,,,,,
player,201612110mia,crd,GoldBr00,pass_td,0,,,,,
player,201612110mia,crd,GoldBr00,pass_int,0,,,,,
player,201612110mia,crd,GoldBr00,pass_sacked,0,,,,,
player,201612110mia,crd,GoldBr00,pass_sacked_yds,0,,,,,
player,201612110mia,crd,GoldBr00,pass_long,0,,,,,
player,201612110mia,crd,GoldBr00,pass_rating,,,,,,
player,201612110mia,crd,GoldBr00,rush_att,0,,,,,
player,201612110mia,crd,GoldBr00,rush_yds,0,,,,,
player,201612110mia,crd,GoldBr00,rush_td,0,,,,,
player,201612110mia,crd,GoldBr00,rush_long,0,,,,,
player,201612110mia,crd,GoldBr00,targets,1,,,,,
player,201612110mia,crd,GoldBr00,rec,1,,,,,
player,201612110mia,crd,GoldBr00,rec_yds,9,,,,,
player,201612110mia,crd,GoldBr00,rec_td,1,,,,,
player,201612110mia,crd,GoldBr00,rec_long,9,,,,,
player,201612110mia,crd,GoldBr00,fumbles,0,,,,,
player,201612110mia,crd,GoldBr00,fumbles_lost,0,,,,,
player,201612110mia,mia,TannRy00,pass_cmp,15,,,,,
player,201612110mia,mia,TannRy00,pass_att,20,,,,,
player,201612110mia,mia,TannRy00,pass_yds,195,,,,,
player,201612110mia,mia,TannRy00,pass_td,3,,,,,
player,201612110mia,mia,TannRy00,pass_int,1,,,,,
player,201612110mia,mia,TannRy00,pass_sacked,1,,,,,
player,201612110mia,mia,TannRy00,pass_sacked_yds,11,,,,,
player,201612110mia,mia,TannRy00,pass_long,71,,,,,
player,201612110mia,mia,TannRy00,pass_rating,124.0,,,,,
player,201612110mia,mia,TannRy00,rush_att,5,,,,,
player,201612110mia,mia,TannRy00,rush_yds,20,,,,,
player,201612110mia,mia,TannRy00,rush_td,0,,,,,
player,201612110mia,mia,TannRy00,rush_long,12,,,,,
player,201612110mia,mia,TannRy00,targets,0,,,,,
player,201612110mia,mia,TannRy00,rec,0,,,,,
player,201612110mia,mia,TannRy00,rec_yds,0,,,,,
player,201612110mia,mia,TannRy00,rec_td,0,,,,,
player,201612110mia,mia,TannRy00,rec_long,0,,,,,
player,201612110mia,mia,TannRy00,fumbles,3,,,,,
player,201612110mia,mia,TannRy00,fumbles_lost,1,,,,,
player,201612110mia,mia,MoorMa01,pass_cmp,3,,,,,
player,201612110mia,mia,MoorMa01,pass_att,5,,,,,
player,201612110mia,mia,MoorMa01,pass_yds,47,,,,,
player,201612110mia,mia,MoorMa01,pass_td,0,,,,,
player,201612110mia,mia,MoorMa01,pass_int,0,,,,,
player,201612110mia,mia,MoorMa01,pass_sacked,0,,,,,
player,201612110mia,mia,MoorMa01,pass_sacked_yds,0,,,,,
player,201612110mia,mia,MoorMa01,pass_long,29,,,,,
player,201612110mia,mia,MoorMa01,pass_rating,91.2,,,,,
player,201612110mia,mia,MoorMa01,rush_att,0,,,,,
player,201612110mia,mia,MoorMa01,rush_yds,0,,,,,
player,201612110mia,mia,MoorMa01,rush_td,0,,,,,
player,201612110mia,mia,MoorMa01,rush_long,0,,,,,
player,201612110mia,mia,MoorMa01,targets,0,,,,,
player,201612110mia,mia,MoorMa01,rec,0,,,,,
player,201612110mia,mia,MoorMa01,rec_yds,0,,,,,
player,201612110mia,mia,MoorMa01,rec_td,0,,,,,
player,201612110mia,mia,MoorMa01,rec_long,0,,,,,
player,201612110mia,mia,MoorMa01,fumbles,0,,,,,
player,201612110mia,mia,MoorMa01,fumbles_lost,0,,,,,
player,201612110mia,mia,AjayJa00,pass_cmp,0,,,,,
player,201612110mia,mia,AjayJa00,pass_att,0,,,,,
player,201612110mia,mia,AjayJa00,pass_yds,0,,,,,
player,201612110mia,mia,AjayJa00,pass_td,0,,,,,
player,201612110mia,mia,AjayJa00,pass_int,0,,,,,
player,201612110mia,mia,AjayJa00,pass_sacked,0,,,,,
player,201612110mia,mia,AjayJa00,pass_sacked_yds,0,,,,,
player,201612110mia,mia,AjayJa00,pass_long,0,,,,,
player,201612110mia,mia,AjayJa00,pass_rating,,,,,,
player,201612110mia,mia,AjayJa00,rush_att,20,,,,,
player,201612110mia,mia,AjayJa00,rush_yds,48,,,,,
player,201612110mia,mia,AjayJa00,rush_td,0,,,,,
player,201612110mia,mia,AjayJa00,rush_long,13,,,,,
player,201612110mia,mia,AjayJa00,targets,3,,,,,
player,201612110mia,mia,AjayJa00,rec,1,,,,,
player,201612110mia,mia,AjayJa00,rec_yds,15,,,,,
player,201612110mia,mia,AjayJa00,rec_td,0,,,,,
player,201612110mia,mia,AjayJa00,rec_long,15,,,,,
player,201612110mia,mia,AjayJa00,fumbles,1,,,,,
player,201612110mia,mia,AjayJa00,fumbles_lost,0,,,,,
player,201612110mia,mia,DrakKe00,pass_cmp,0,,,,,
player,201612110mia,mia,DrakKe00,pass_att,0,,,,,
player,201612110mia,mia,DrakKe00,pass_yds,0,,,,,
player,201612110mia,mia,DrakKe00,pass_td,0,,,,,
player,201612110mia,mia,DrakKe00,pass_int,0,,,,,
player,201612110mia,mia,DrakKe00,pass_sacked,0,,,,,
player,201612110mia,mia,DrakKe00,pass_sacked_yds,0,,,,,
player,201612110mia,mia,DrakKe00,pass_long,0,,,,,
player,201612110mia,mia,DrakKe00,pass_rating,,,,,,
player,201612110mia,mia,DrakKe00,rush_att,1,,,,,
player,201612110mia,mia,DrakKe00,rush_yds,8,,,,,
player,201612110mia,mia,DrakKe00,rush_td,0,,,,,
player,201612110mia,mia,DrakKe00,rush_long,8,,,,,
player,201612110mia,mia,DrakKe00,targets,1,,,,,
player,201612110mia,mia,DrakKe00,rec,1,,,,,
player,201612110mia,mia,DrakKe00,rec_yds,3,,,,,
player,201612110mia,mia,DrakKe00,rec_td,0,,,,,
player,201612110mia,mia,DrakKe00,rec_long,3,,,,,
player,201612110mia,mia,DrakKe00,fumbles,0,,,,,
player,201612110mia,mia,DrakKe00,fumbles_lost,0,,,,,
player,201612110mia,mia,WillDa05,pass_cmp,0,,,,,
player,201612110mia,mia,WillDa05,pass_att,0,,,,,
player,201612110mia,mia,WillDa05,pass_yds,0,,,,,
player,201612110mia,mia,WillDa05,pass_td,0,,,,,
player,201612110mia,mia,WillDa05,pass_int,0,,,,,
player,201612110mia,mia,WillDa05,pass_sacked,0,,,,,
player,201612110mia,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201612110mia,mia,WillDa05,pass_long,0,,,,,
player,201612110mia,mia,WillDa05,pass_rating,,,,,,
player,201612110mia,mia,WillDa05,rush_att,5,,,,,
player,201612110mia,mia,WillDa05,rush_yds,7,,,,,
player,201612110mia,mia,WillDa05,rush_td,0,,,,,
player,201612110mia,mia,WillDa05,rush_long,5,,,,,
player,201612110mia,mia,WillDa05,targets,3,,,,,
player,201612110mia,mia,WillDa05,rec,2,,,,,
player,201612110mia,mia,WillDa05,rec_yds,1,,,,,
player,201612110mia,mia,WillDa05,rec_td,1,,,,,
player,201612110mia,mia,WillDa05,rec_long,3,,,,,
player,201612110mia,mia,WillDa05,fumbles,0,,,,,
player,201612110mia,mia,WillDa05,fumbles_lost,0,,,,,
player,201612110mia,mia,LandJa00,pass_cmp,0,,,,,
player,201612110mia,mia,LandJa00,pass_att,0,,,,,
player,201612110mia,mia,LandJa00,pass_yds,0,,,,,
player,201612110mia,mia,LandJa00,pass_td,0,,,,,
player,201612110mia,mia,LandJa00,pass_int,0,,,,,
player,201612110mia,mia,LandJa00,pass_sacked,0,,,,,
player,201612110mia,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201612110mia,mia,LandJa00,pass_long,0,,,,,
player,201612110mia,mia,LandJa00,pass_rating,,,,,,
player,201612110mia,mia,LandJa00,rush_att,0,,,,,
player,201612110mia,mia,LandJa00,rush_yds,0,,,,,
player,201612110mia,mia,LandJa00,rush_td,0,,,,,
player,201612110mia,mia,LandJa00,rush_long,0,,,,,
player,201612110mia,mia,LandJa00,targets,6,,,,,
player,201612110mia,mia,LandJa00,rec,4,,,,,
player,201612110mia,mia,LandJa00,rec_yds,103,,,,,
player,201612110mia,mia,LandJa00,rec_td,0,,,,,
player,201612110mia,mia,LandJa00,rec_long,71,,,,,
player,201612110mia,mia,LandJa00,fumbles,1,,,,,
player,201612110mia,mia,LandJa00,fumbles_lost,1,,,,,
player,201612110mia,mia,StilKe00,pass_cmp,0,,,,,
player,201612110mia,mia,StilKe00,pass_att,0,,,,,
player,201612110mia,mia,StilKe00,pass_yds,0,,,,,
player,201612110mia,mia,StilKe00,pass_td,0,,,,,
player,201612110mia,mia,StilKe00,pass_int,0,,,,,
player,201612110mia,mia,StilKe00,pass_sacked,0,,,,,
player,201612110mia,mia,StilKe00,pass_sacked_yds,0,,,,,
player,201612110mia,mia,StilKe00,pass_long,0,,,,,
player,201612110mia,mia,StilKe00,pass_rating,,,,,,
player,201612110mia,mia,StilKe00,rush_att,0,,,,,
player,201612110mia,mia,StilKe00,rush_yds,0,,,,,
player,201612110mia,mia,StilKe00,rush_td,0,,,,,
player,201612110mia,mia,StilKe00,rush_long,0,,,,,
player,201612110mia,mia,StilKe00,targets,7,,,,,
player,201612110mia,mia,StilKe00,rec,6,,,,,
player,201612110mia,mia,StilKe00,rec_yds,97,,,,,
player,201612110mia,mia,StilKe00,rec_td,1,,,,,
player,201612110mia,mia,StilKe00,rec_long,29,,,,,
player,201612110mia,mia,StilKe00,fumbles,0,,,,,
player,201612110mia,mia,StilKe00,fumbles_lost,0,,,,,
player,201612110mia,mia,ParkDe01,pass_cmp,0,,,,,
player,201612110mia,mia,ParkDe01,pass_att,0,,,,,
player,201612110mia,mia,ParkDe01,pass_yds,0,,,,,
player,201612110mia,mia,ParkDe01,pass_td,0,,,,,
player,201612110mia,mia,ParkDe01,pass_int,0,,,,,
player,201612110mia,mia,ParkDe01,pass_sacked,0,,,,,
player,201612110mia,mia,ParkDe01,pass_sacked_yds,0,,,,,
player,201612110mia,mia,ParkDe01,pass_long,0,,,,,
player,201612110mia,mia,ParkDe01,pass_rating,,,,,,
player,201612110mia,mia,ParkDe01,rush_att,0,,,,,
player,201612110mia,mia,ParkDe01,rush_yds,0,,,,,
player,201612110mia,mia,ParkDe01,rush_td,0,,,,,
player,201612110mia,mia,ParkDe01,rush_long,0,,,,,
player,201612110mia,mia,ParkDe01,targets,3,,,,,
player,201612110mia,mia,ParkDe01,rec,2,,,,,
player,201612110mia,mia,ParkDe01,rec_yds,14,,,,,
player,201612110mia,mia,ParkDe01,rec_td,0,,,,,
player,201612110mia,mia,ParkDe01,rec_long,11,,,,,
player,201612110mia,mia,ParkDe01,fumbles,0,,,,,
player,201612110mia,mia,ParkDe01,fumbles_lost,0,,,,,
player,201612110mia,mia,SimsDi00,pass_cmp,0,,,,,
player,201612110mia,mia,SimsDi00,pass_att,0,,,,,
player,201612110mia,mia,SimsDi00,pass_yds,0,,,,,
player,201612110mia,mia,SimsDi00,pass_td,0,,,,,
player,201612110mia,mia,SimsDi00,pass_int,0,,,,,
player,201612110mia,mia,SimsDi00,pass_sacked,0,,,,,
player,201612110mia,mia,SimsDi00,pass_sacked_yds,0,,,,,
player,201612110mia,mia,SimsDi00,pass_long,0,,,,,
player,201612110mia,mia,SimsDi00,pass_rating,,,,,,
player,201612110mia,mia,SimsDi00,rush_att,0,,,,,
player,201612110mia,mia,SimsDi00,rush_yds,0,,,,,
player,201612110mia,mia,SimsDi00,rush_td,0,,,,,
player,201612110mia,mia,SimsDi00,rush_long,0,,,,,
player,201612110mia,mia,SimsDi00,targets,2,,,,,
player,201612110mia,mia,SimsDi00,rec,2,,,,,
player,201612110mia,mia,SimsDi00,rec_yds,9,,,,,
player,201612110mia,mia,SimsDi00,rec_td,1,,,,,
player,201612110mia,mia,SimsDi00,rec_long,7,,,,,
player,201612110mia,mia,SimsDi00,fumbles,0,,,,,
player,201612110mia,mia,SimsDi00,fumbles_lost,0,,,,,
player,201612110mia,crd,CoopMa00,def_int,1,,,,,
player,201612110mia,crd,CoopMa00,def_int_yds,0,,,,,
player,201612110mia,crd,CoopMa00,def_int_td,0,,,,,
player,201612110mia,crd,CoopMa00,def_int_long,0,,,,,
player,201612110mia,crd,CoopMa00,pass_defended,1,,,,,
player,201612110mia,crd,CoopMa00,sacks,0.0,,,,,
player,201612110mia,crd,CoopMa00,tackles_combined,1,,,,,
player,201612110mia,crd,CoopMa00,tackles_solo,1,,,,,
player,201612110mia,crd,CoopMa00,tackles_assists,0,,,,,
player,201612110mia,crd,CoopMa00,tackles_loss,0,,,,,
player,201612110mia,crd,CoopMa00,qb_hits,0,,,,,
player,201612110mia,crd,CoopMa00,fumbles_rec,0,,,,,
player,201612110mia,crd,CoopMa00,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,CoopMa00,fumbles_rec_td,0,,,,,
player,201612110mia,crd,CoopMa00,fumbles_forced,0,,,,,
player,201612110mia,crd,JeffTo00,def_int,0,,,,,
player,201612110mia,crd,JeffTo00,def_int_yds,0,,,,,
player,201612110mia,crd,JeffTo00,def_int_td,0,,,,,
player,201612110mia,crd,JeffTo00,def_int_long,0,,,,,
player,201612110mia,crd,JeffTo00,pass_defended,0,,,,,
player,201612110mia,crd,JeffTo00,sacks,0.0,,,,,
player,201612110mia,crd,JeffTo00,tackles_combined,10,,,,,
player,201612110mia,crd,JeffTo00,tackles_solo,7,,,,,
player,201612110mia,crd,JeffTo00,tackles_assists,3,,,,,
player,201612110mia,crd,JeffTo00,tackles_loss,2,,,,,
player,201612110mia,crd,JeffTo00,qb_hits,0,,,,,
player,201612110mia,crd,JeffTo00,fumbles_rec,0,,,,,
player,201612110mia,crd,JeffTo00,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,JeffTo00,fumbles_rec_td,0,,,,,
player,201612110mia,crd,JeffTo00,fumbles_forced,0,,,,,
player,201612110mia,crd,SweaDJ00,def_int,0,,,,,
player,201612110mia,crd,SweaDJ00,def_int_yds,0,,,,,
player,201612110mia,crd,SweaDJ00,def_int_td,0,,,,,
player,201612110mia,crd,SweaDJ00,def_int_long,0,,,,,
player,201612110mia,crd,SweaDJ00,pass_defended,0,,,,,
player,201612110mia,crd,SweaDJ00,sacks,0.0,,,,,
player,201612110mia,crd,SweaDJ00,tackles_combined,6,,,,,
player,201612110mia,crd,SweaDJ00,tackles_solo,6,,,,,
player,201612110mia,crd,SweaDJ00,tackles_assists,0,,,,,
player,201612110mia,crd,SweaDJ00,tackles_loss,0,,,,,
player,201612110mia,crd,SweaDJ00,qb_hits,0,,,,,
player,201612110mia,crd,SweaDJ00,fumbles_rec,0,,,,,
player,201612110mia,crd,SweaDJ00,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,SweaDJ00,fumbles_rec_td,0,,,,,
player,201612110mia,crd,SweaDJ00,fumbles_forced,0,,,,,
player,201612110mia,crd,BethJu00,def_int,0,,,,,
player,201612110mia,crd,BethJu00,def_int_yds,0,,,,,
player,201612110mia,crd,BethJu00,def_int_td,0,,,,,
player,201612110mia,crd,BethJu00,def_int_long,0,,,,,
player,201612110mia,crd,BethJu00,pass_defended,0,,,,,
player,201612110mia,crd,BethJu00,sacks,0.0,,,,,
player,201612110mia,crd,BethJu00,tackles_combined,5,,,,,
player,201612110mia,crd,BethJu00,tackles_solo,5,,,,,
player,201612110mia,crd,BethJu00,tackles_assists,0,,,,,
player,201612110mia,crd,BethJu00,tackles_loss,0,,,,,
player,201612110mia,crd,BethJu00,qb_hits,0,,,,,
player,201612110mia,crd,BethJu00,fumbles_rec,0,,,,,
player,201612110mia,crd,BethJu00,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,BethJu00,fumbles_rec_td,0,,,,,
player,201612110mia,crd,BethJu00,fumbles_forced,0,,,,,
player,201612110mia,crd,BucaDe00,def_int,0,,,,,
player,201612110mia,crd,BucaDe00,def_int_yds,0,,,,,
player,201612110mia,crd,BucaDe00,def_int_td,0,,,,,
player,201612110mia,crd,BucaDe00,def_int_long,0,,,,,
player,201612110mia,crd,BucaDe00,pass_defended,0,,,,,
player,201612110mia,crd,BucaDe00,sacks,0.0,,,,,
player,201612110mia,crd,BucaDe00,tackles_combined,5,,,,,
player,201612110mia,crd,BucaDe00,tackles_solo,4,,,,,
player,201612110mia,crd,BucaDe00,tackles_assists,1,,,,,
player,201612110mia,crd,BucaDe00,tackles_loss,1,,,,,
player,201612110mia,crd,BucaDe00,qb_hits,0,,,,,
player,201612110mia,crd,BucaDe00,fumbles_rec,0,,,,,
player,201612110mia,crd,BucaDe00,fumbles_rec_yds,0,,,,,
