game,2016,12,20161127,201611270nor,ram,"Los Angeles Rams",21,nor,"New Orleans Saints",49
player,201611270nor,ram,GoffJa00,fumbles,1,,,,,
player,201611270nor,ram,GoffJa00,fumbles_lost,1,,,,,
player,201611270nor,ram,GurlTo01,pass_cmp,0,,,,,
player,201611270nor,ram,GurlTo01,pass_att,0,,,,,
player,201611270nor,ram,GurlTo01,pass_yds,0,,,,,
player,201611270nor,ram,GurlTo01,pass_td,0,,,,,
player,201611270nor,ram,GurlTo01,pass_int,0,,,,,
player,201611270nor,ram,GurlTo01,pass_sacked,0,,,,,
player,201611270nor,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201611270nor,ram,GurlTo01,pass_long,0,,,,,
player,201611270nor,ram,GurlTo01,pass_rating,,,,,,
player,201611270nor,ram,GurlTo01,rush_att,13,,,,,
player,201611270nor,ram,GurlTo01,rush_yds,50,,,,,
player,201611270nor,ram,GurlTo01,rush_td,0,,,,,
player,201611270nor,ram,GurlTo01,rush_long,13,,,,,
player,201611270nor,ram,GurlTo01,targets,4,,,,,
player,201611270nor,ram,GurlTo01,rec,4,,,,,
player,201611270nor,ram,GurlTo01,rec_yds,39,,,,,
player,201611270nor,ram,GurlTo01,rec_td,0,,,,,
player,201611270nor,ram,GurlTo01,rec_long,31,,,,,
player,201611270nor,ram,GurlTo01,fumbles,0,,,,,
player,201611270nor,ram,GurlTo01,fumbles_lost,0,,,,,
player,201611270nor,ram,AustTa00,pass_cmp,0,,,,,
player,201611270nor,ram,AustTa00,pass_att,0,,,,,
player,201611270nor,ram,AustTa00,pass_yds,0,,,,,
player,201611270nor,ram,AustTa00,pass_td,0,,,,,
player,201611270nor,ram,AustTa00,pass_int,0,,,,,
player,201611270nor,ram,AustTa00,pass_sacked,0,,,,,
player,201611270nor,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201611270nor,ram,AustTa00,pass_long,0,,,,,
player,201611270nor,ram,AustTa00,pass_rating,,,,,,
player,201611270nor,ram,AustTa00,rush_att,1,,,,,
player,201611270nor,ram,AustTa00,rush_yds,10,,,,,
player,201611270nor,ram,AustTa00,rush_td,0,,,,,
player,201611270nor,ram,AustTa00,rush_long,10,,,,,
player,201611270nor,ram,AustTa00,targets,4,,,,,
player,201611270nor,ram,AustTa00,rec,4,,,,,
player,201611270nor,ram,AustTa00,rec_yds,45,,,,,
player,201611270nor,ram,AustTa00,rec_td,1,,,,,
player,201611270nor,ram,AustTa00,rec_long,24,,,,,
player,201611270nor,ram,AustTa00,fumbles,0,,,,,
player,201611270nor,ram,AustTa00,fumbles_lost,0,,,,,
player,201611270nor,ram,BrowMa03,pass_cmp,0,,,,,
player,201611270nor,ram,BrowMa03,pass_att,0,,,,,
player,201611270nor,ram,BrowMa03,pass_yds,0,,,,,
player,201611270nor,ram,BrowMa03,pass_td,0,,,,,
player,201611270nor,ram,BrowMa03,pass_int,0,,,,,
player,201611270nor,ram,BrowMa03,pass_sacked,0,,,,,
player,201611270nor,ram,BrowMa03,pass_sacked_yds,0,,,,,
player,201611270nor,ram,BrowMa03,pass_long,0,,,,,
player,201611270nor,ram,BrowMa03,pass_rating,,,,,,
player,201611270nor,ram,BrowMa03,rush_att,3,,,,,
player,201611270nor,ram,BrowMa03,rush_yds,9,,,,,
player,201611270nor,ram,BrowMa03,rush_td,0,,,,,
player,201611270nor,ram,BrowMa03,rush_long,4,,,,,
player,201611270nor,ram,BrowMa03,targets,0,,,,,
player,201611270nor,ram,BrowMa03,rec,0,,,,,
player,201611270nor,ram,BrowMa03,rec_yds,0,,,,,
player,201611270nor,ram,BrowMa03,rec_td,0,,,,,
player,201611270nor,ram,BrowMa03,rec_long,0,,,,,
player,201611270nor,ram,BrowMa03,fumbles,0,,,,,
player,201611270nor,ram,BrowMa03,fumbles_lost,0,,,,,
player,201611270nor,ram,BritKe00,pass_cmp,0,,,,,
player,201611270nor,ram,BritKe00,pass_att,0,,,,,
player,201611270nor,ram,BritKe00,pass_yds,0,,,,,
player,201611270nor,ram,BritKe00,pass_td,0,,,,,
player,201611270nor,ram,BritKe00,pass_int,0,,,,,
player,201611270nor,ram,BritKe00,pass_sacked,0,,,,,
player,201611270nor,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201611270nor,ram,BritKe00,pass_long,0,,,,,
player,201611270nor,ram,BritKe00,pass_rating,,,,,,
player,201611270nor,ram,BritKe00,rush_att,0,,,,,
player,201611270nor,ram,BritKe00,rush_yds,0,,,,,
player,201611270nor,ram,BritKe00,rush_td,0,,,,,
player,201611270nor,ram,BritKe00,rush_long,0,,,,,
player,201611270nor,ram,BritKe00,targets,10,,,,,
player,201611270nor,ram,BritKe00,rec,5,,,,,
player,201611270nor,ram,BritKe00,rec_yds,52,,,,,
player,201611270nor,ram,BritKe00,rec_td,1,,,,,
player,201611270nor,ram,BritKe00,rec_long,17,,,,,
player,201611270nor,ram,BritKe00,fumbles,0,,,,,
player,201611270nor,ram,BritKe00,fumbles_lost,0,,,,,
player,201611270nor,ram,KendLa00,pass_cmp,0,,,,,
player,201611270nor,ram,KendLa00,pass_att,0,,,,,
player,201611270nor,ram,KendLa00,pass_yds,0,,,,,
player,201611270nor,ram,KendLa00,pass_td,0,,,,,
player,201611270nor,ram,KendLa00,pass_int,0,,,,,
player,201611270nor,ram,KendLa00,pass_sacked,0,,,,,
player,201611270nor,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201611270nor,ram,KendLa00,pass_long,0,,,,,
player,201611270nor,ram,KendLa00,pass_rating,,,,,,
player,201611270nor,ram,KendLa00,rush_att,0,,,,,
player,201611270nor,ram,KendLa00,rush_yds,0,,,,,
player,201611270nor,ram,KendLa00,rush_td,0,,,,,
player,201611270nor,ram,KendLa00,rush_long,0,,,,,
player,201611270nor,ram,KendLa00,targets,7,,,,,
player,201611270nor,ram,KendLa00,rec,4,,,,,
player,201611270nor,ram,KendLa00,rec_yds,51,,,,,
player,201611270nor,ram,KendLa00,rec_td,1,,,,,
player,201611270nor,ram,KendLa00,rec_long,24,,,,,
player,201611270nor,ram,KendLa00,fumbles,0,,,,,
player,201611270nor,ram,KendLa00,fumbles_lost,0,,,,,
player,201611270nor,ram,MarqBr00,pass_cmp,0,,,,,
player,201611270nor,ram,MarqBr00,pass_att,0,,,,,
player,201611270nor,ram,MarqBr00,pass_yds,0,,,,,
player,201611270nor,ram,MarqBr00,pass_td,0,,,,,
player,201611270nor,ram,MarqBr00,pass_int,0,,,,,
player,201611270nor,ram,MarqBr00,pass_sacked,0,,,,,
player,201611270nor,ram,MarqBr00,pass_sacked_yds,0,,,,,
player,201611270nor,ram,MarqBr00,pass_long,0,,,,,
player,201611270nor,ram,MarqBr00,pass_rating,,,,,,
player,201611270nor,ram,MarqBr00,rush_att,0,,,,,
player,201611270nor,ram,MarqBr00,rush_yds,0,,,,,
player,201611270nor,ram,MarqBr00,rush_td,0,,,,,
player,201611270nor,ram,MarqBr00,rush_long,0,,,,,
player,201611270nor,ram,MarqBr00,targets,1,,,,,
player,201611270nor,ram,MarqBr00,rec,1,,,,,
player,201611270nor,ram,MarqBr00,rec_yds,12,,,,,
player,201611270nor,ram,MarqBr00,rec_td,0,,,,,
player,201611270nor,ram,MarqBr00,rec_long,12,,,,,
player,201611270nor,ram,MarqBr00,fumbles,0,,,,,
player,201611270nor,ram,MarqBr00,fumbles_lost,0,,,,,
player,201611270nor,ram,CunnBe01,pass_cmp,0,,,,,
player,201611270nor,ram,CunnBe01,pass_att,0,,,,,
player,201611270nor,ram,CunnBe01,pass_yds,0,,,,,
player,201611270nor,ram,CunnBe01,pass_td,0,,,,,
player,201611270nor,ram,CunnBe01,pass_int,0,,,,,
player,201611270nor,ram,CunnBe01,pass_sacked,0,,,,,
player,201611270nor,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201611270nor,ram,CunnBe01,pass_long,0,,,,,
player,201611270nor,ram,CunnBe01,pass_rating,,,,,,
player,201611270nor,ram,CunnBe01,rush_att,0,,,,,
player,201611270nor,ram,CunnBe01,rush_yds,0,,,,,
player,201611270nor,ram,CunnBe01,rush_td,0,,,,,
player,201611270nor,ram,CunnBe01,rush_long,0,,,,,
player,201611270nor,ram,CunnBe01,targets,1,,,,,
player,201611270nor,ram,CunnBe01,rec,1,,,,,
player,201611270nor,ram,CunnBe01,rec_yds,12,,,,,
player,201611270nor,ram,CunnBe01,rec_td,0,,,,,
player,201611270nor,ram,CunnBe01,rec_long,12,,,,,
player,201611270nor,ram,CunnBe01,fumbles,0,,,,,
player,201611270nor,ram,CunnBe01,fumbles_lost,0,,,,,
player,201611270nor,ram,QuicBr00,pass_cmp,0,,,,,
player,201611270nor,ram,QuicBr00,pass_att,0,,,,,
player,201611270nor,ram,QuicBr00,pass_yds,0,,,,,
player,201611270nor,ram,QuicBr00,pass_td,0,,,,,
player,201611270nor,ram,QuicBr00,pass_int,0,,,,,
player,201611270nor,ram,QuicBr00,pass_sacked,0,,,,,
player,201611270nor,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201611270nor,ram,QuicBr00,pass_long,0,,,,,
player,201611270nor,ram,QuicBr00,pass_rating,,,,,,
player,201611270nor,ram,QuicBr00,rush_att,0,,,,,
player,201611270nor,ram,QuicBr00,rush_yds,0,,,,,
player,201611270nor,ram,QuicBr00,rush_td,0,,,,,
player,201611270nor,ram,QuicBr00,rush_long,0,,,,,
player,201611270nor,ram,QuicBr00,targets,3,,,,,
player,201611270nor,ram,QuicBr00,rec,1,,,,,
player,201611270nor,ram,QuicBr00,rec_yds,3,,,,,
player,201611270nor,ram,QuicBr00,rec_td,0,,,,,
player,201611270nor,ram,QuicBr00,rec_long,3,,,,,
player,201611270nor,ram,QuicBr00,fumbles,0,,,,,
player,201611270nor,ram,QuicBr00,fumbles_lost,0,,,,,
player,201611270nor,ram,HigbTy00,pass_cmp,0,,,,,
player,201611270nor,ram,HigbTy00,pass_att,0,,,,,
player,201611270nor,ram,HigbTy00,pass_yds,0,,,,,
player,201611270nor,ram,HigbTy00,pass_td,0,,,,,
player,201611270nor,ram,HigbTy00,pass_int,0,,,,,
player,201611270nor,ram,HigbTy00,pass_sacked,0,,,,,
player,201611270nor,ram,HigbTy00,pass_sacked_yds,0,,,,,
player,201611270nor,ram,HigbTy00,pass_long,0,,,,,
player,201611270nor,ram,HigbTy00,pass_rating,,,,,,
player,201611270nor,ram,HigbTy00,rush_att,0,,,,,
player,201611270nor,ram,HigbTy00,rush_yds,0,,,,,
player,201611270nor,ram,HigbTy00,rush_td,0,,,,,
player,201611270nor,ram,HigbTy00,rush_long,0,,,,,
player,201611270nor,ram,HigbTy00,targets,1,,,,,
player,201611270nor,ram,HigbTy00,rec,0,,,,,
player,201611270nor,ram,HigbTy00,rec_yds,0,,,,,
player,201611270nor,ram,HigbTy00,rec_td,0,,,,,
player,201611270nor,ram,HigbTy00,rec_long,0,,,,,
player,201611270nor,ram,HigbTy00,fumbles,0,,,,,
player,201611270nor,ram,HigbTy00,fumbles_lost,0,,,,,
player,201611270nor,nor,BreeDr00,pass_cmp,28,,,,,
player,201611270nor,nor,BreeDr00,pass_att,36,,,,,
player,201611270nor,nor,BreeDr00,pass_yds,310,,,,,
player,201611270nor,nor,BreeDr00,pass_td,4,,,,,
player,201611270nor,nor,BreeDr00,pass_int,0,,,,,
player,201611270nor,nor,BreeDr00,pass_sacked,2,,,,,
player,201611270nor,nor,BreeDr00,pass_sacked_yds,14,,,,,
player,201611270nor,nor,BreeDr00,pass_long,35,,,,,
player,201611270nor,nor,BreeDr00,pass_rating,139.6,,,,,
player,201611270nor,nor,BreeDr00,rush_att,1,,,,,
player,201611270nor,nor,BreeDr00,rush_yds,1,,,,,
player,201611270nor,nor,BreeDr00,rush_td,1,,,,,
player,201611270nor,nor,BreeDr00,rush_long,1,,,,,
player,201611270nor,nor,BreeDr00,targets,0,,,,,
player,201611270nor,nor,BreeDr00,rec,0,,,,,
player,201611270nor,nor,BreeDr00,rec_yds,0,,,,,
player,201611270nor,nor,BreeDr00,rec_td,0,,,,,
player,201611270nor,nor,BreeDr00,rec_long,0,,,,,
player,201611270nor,nor,BreeDr00,fumbles,1,,,,,
player,201611270nor,nor,BreeDr00,fumbles_lost,1,,,,,
player,201611270nor,nor,SneaWi00,pass_cmp,1,,,,,
player,201611270nor,nor,SneaWi00,pass_att,1,,,,,
player,201611270nor,nor,SneaWi00,pass_yds,50,,,,,
player,201611270nor,nor,SneaWi00,pass_td,1,,,,,
player,201611270nor,nor,SneaWi00,pass_int,0,,,,,
player,201611270nor,nor,SneaWi00,pass_sacked,0,,,,,
player,201611270nor,nor,SneaWi00,pass_sacked_yds,0,,,,,
player,201611270nor,nor,SneaWi00,pass_long,50,,,,,
player,201611270nor,nor,SneaWi00,pass_rating,158.3,,,,,
player,201611270nor,nor,SneaWi00,rush_att,0,,,,,
player,201611270nor,nor,SneaWi00,rush_yds,0,,,,,
player,201611270nor,nor,SneaWi00,rush_td,0,,,,,
player,201611270nor,nor,SneaWi00,rush_long,0,,,,,
player,201611270nor,nor,SneaWi00,targets,7,,,,,
player,201611270nor,nor,SneaWi00,rec,5,,,,,
player,201611270nor,nor,SneaWi00,rec_yds,38,,,,,
player,201611270nor,nor,SneaWi00,rec_td,0,,,,,
player,201611270nor,nor,SneaWi00,rec_long,16,,,,,
player,201611270nor,nor,SneaWi00,fumbles,0,,,,,
player,201611270nor,nor,SneaWi00,fumbles_lost,0,,,,,
player,201611270nor,nor,IngrMa01,pass_cmp,0,,,,,
player,201611270nor,nor,IngrMa01,pass_att,0,,,,,
player,201611270nor,nor,IngrMa01,pass_yds,0,,,,,
player,201611270nor,nor,IngrMa01,pass_td,0,,,,,
player,201611270nor,nor,IngrMa01,pass_int,0,,,,,
player,201611270nor,nor,IngrMa01,pass_sacked,0,,,,,
player,201611270nor,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201611270nor,nor,IngrMa01,pass_long,0,,,,,
player,201611270nor,nor,IngrMa01,pass_rating,,,,,,
player,201611270nor,nor,IngrMa01,rush_att,14,,,,,
player,201611270nor,nor,IngrMa01,rush_yds,146,,,,,
player,201611270nor,nor,IngrMa01,rush_td,1,,,,,
player,201611270nor,nor,IngrMa01,rush_long,61,,,,,
player,201611270nor,nor,IngrMa01,targets,2,,,,,
player,201611270nor,nor,IngrMa01,rec,1,,,,,
player,201611270nor,nor,IngrMa01,rec_yds,21,,,,,
player,201611270nor,nor,IngrMa01,rec_td,1,,,,,
player,201611270nor,nor,IngrMa01,rec_long,21,,,,,
player,201611270nor,nor,IngrMa01,fumbles,0,,,,,
player,201611270nor,nor,IngrMa01,fumbles_lost,0,,,,,
player,201611270nor,nor,HighTi00,pass_cmp,0,,,,,
player,201611270nor,nor,HighTi00,pass_att,0,,,,,
player,201611270nor,nor,HighTi00,pass_yds,0,,,,,
player,201611270nor,nor,HighTi00,pass_td,0,,,,,
player,201611270nor,nor,HighTi00,pass_int,0,,,,,
player,201611270nor,nor,HighTi00,pass_sacked,0,,,,,
player,201611270nor,nor,HighTi00,pass_sacked_yds,0,,,,,
player,201611270nor,nor,HighTi00,pass_long,0,,,,,
player,201611270nor,nor,HighTi00,pass_rating,,,,,,
player,201611270nor,nor,HighTi00,rush_att,15,,,,,
player,201611270nor,nor,HighTi00,rush_yds,51,,,,,
player,201611270nor,nor,HighTi00,rush_td,0,,,,,
player,201611270nor,nor,HighTi00,rush_long,30,,,,,
player,201611270nor,nor,HighTi00,targets,2,,,,,
player,201611270nor,nor,HighTi00,rec,2,,,,,
player,201611270nor,nor,HighTi00,rec_yds,54,,,,,
player,201611270nor,nor,HighTi00,rec_td,1,,,,,
player,201611270nor,nor,HighTi00,rec_long,50,,,,,
player,201611270nor,nor,HighTi00,fumbles,0,,,,,
player,201611270nor,nor,HighTi00,fumbles_lost,0,,,,,
player,201611270nor,nor,LewiTo00,pass_cmp,0,,,,,
player,201611270nor,nor,LewiTo00,pass_att,0,,,,,
player,201611270nor,nor,LewiTo00,pass_yds,0,,,,,
player,201611270nor,nor,LewiTo00,pass_td,0,,,,,
player,201611270nor,nor,LewiTo00,pass_int,0,,,,,
player,201611270nor,nor,LewiTo00,pass_sacked,0,,,,,
player,201611270nor,nor,LewiTo00,pass_sacked_yds,0,,,,,
player,201611270nor,nor,LewiTo00,pass_long,0,,,,,
player,201611270nor,nor,LewiTo00,pass_rating,,,,,,
player,201611270nor,nor,LewiTo00,rush_att,1,,,,,
player,201611270nor,nor,LewiTo00,rush_yds,7,,,,,
player,201611270nor,nor,LewiTo00,rush_td,0,,,,,
player,201611270nor,nor,LewiTo00,rush_long,7,,,,,
player,201611270nor,nor,LewiTo00,targets,2,,,,,
player,201611270nor,nor,LewiTo00,rec,0,,,,,
player,201611270nor,nor,LewiTo00,rec_yds,0,,,,,
player,201611270nor,nor,LewiTo00,rec_td,0,,,,,
player,201611270nor,nor,LewiTo00,rec_long,0,,,,,
player,201611270nor,nor,LewiTo00,fumbles,1,,,,,
player,201611270nor,nor,LewiTo00,fumbles_lost,0,,,,,
player,201611270nor,nor,KuhnJo00,pass_cmp,0,,,,,
player,201611270nor,nor,KuhnJo00,pass_att,0,,,,,
player,201611270nor,nor,KuhnJo00,pass_yds,0,,,,,
player,201611270nor,nor,KuhnJo00,pass_td,0,,,,,
player,201611270nor,nor,KuhnJo00,pass_int,0,,,,,
player,201611270nor,nor,KuhnJo00,pass_sacked,0,,,,,
player,201611270nor,nor,KuhnJo00,pass_sacked_yds,0,,,,,
player,201611270nor,nor,KuhnJo00,pass_long,0,,,,,
player,201611270nor,nor,KuhnJo00,pass_rating,,,,,,
player,201611270nor,nor,KuhnJo00,rush_att,1,,,,,
player,201611270nor,nor,KuhnJo00,rush_yds,4,,,,,
player,201611270nor,nor,KuhnJo00,rush_td,0,,,,,
player,201611270nor,nor,KuhnJo00,rush_long,4,,,,,
player,201611270nor,nor,KuhnJo00,targets,1,,,,,
player,201611270nor,nor,KuhnJo00,rec,1,,,,,
player,201611270nor,nor,KuhnJo00,rec_yds,3,,,,,
player,201611270nor,nor,KuhnJo00,rec_td,0,,,,,
player,201611270nor,nor,KuhnJo00,rec_long,3,,,,,
player,201611270nor,nor,KuhnJo00,fumbles,0,,,,,
player,201611270nor,nor,KuhnJo00,fumbles_lost,0,,,,,
player,201611270nor,nor,ThomMi05,pass_cmp,0,,,,,
player,201611270nor,nor,ThomMi05,pass_att,0,,,,,
player,201611270nor,nor,ThomMi05,pass_yds,0,,,,,
player,201611270nor,nor,ThomMi05,pass_td,0,,,,,
player,201611270nor,nor,ThomMi05,pass_int,0,,,,,
player,201611270nor,nor,ThomMi05,pass_sacked,0,,,,,
player,201611270nor,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201611270nor,nor,ThomMi05,pass_long,0,,,,,
player,201611270nor,nor,ThomMi05,pass_rating,,,,,,
player,201611270nor,nor,ThomMi05,rush_att,0,,,,,
player,201611270nor,nor,ThomMi05,rush_yds,0,,,,,
player,201611270nor,nor,ThomMi05,rush_td,0,,,,,
player,201611270nor,nor,ThomMi05,rush_long,0,,,,,
player,201611270nor,nor,ThomMi05,targets,10,,,,,
player,201611270nor,nor,ThomMi05,rec,9,,,,,
player,201611270nor,nor,ThomMi05,rec_yds,108,,,,,
player,201611270nor,nor,ThomMi05,rec_td,2,,,,,
player,201611270nor,nor,ThomMi05,rec_long,35,,,,,
player,201611270nor,nor,ThomMi05,fumbles,0,,,,,
player,201611270nor,nor,ThomMi05,fumbles_lost,0,,,,,
player,201611270nor,nor,HillJo02,pass_cmp,0,,,,,
player,201611270nor,nor,HillJo02,pass_att,0,,,,,
player,201611270nor,nor,HillJo02,pass_yds,0,,,,,
player,201611270nor,nor,HillJo02,pass_td,0,,,,,
player,201611270nor,nor,HillJo02,pass_int,0,,,,,
player,201611270nor,nor,HillJo02,pass_sacked,0,,,,,
player,201611270nor,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201611270nor,nor,HillJo02,pass_long,0,,,,,
player,201611270nor,nor,HillJo02,pass_rating,,,,,,
player,201611270nor,nor,HillJo02,rush_att,0,,,,,
player,201611270nor,nor,HillJo02,rush_yds,0,,,,,
player,201611270nor,nor,HillJo02,rush_td,0,,,,,
player,201611270nor,nor,HillJo02,rush_long,0,,,,,
player,201611270nor,nor,HillJo02,targets,6,,,,,
player,201611270nor,nor,HillJo02,rec,6,,,,,
player,201611270nor,nor,HillJo02,rec_yds,74,,,,,
player,201611270nor,nor,HillJo02,rec_td,0,,,,,
player,201611270nor,nor,HillJo02,rec_long,35,,,,,
player,201611270nor,nor,HillJo02,fumbles,0,,,,,
player,201611270nor,nor,HillJo02,fumbles_lost,0,,,,,
player,201611270nor,nor,FleeCo00,pass_cmp,0,,,,,
player,201611270nor,nor,FleeCo00,pass_att,0,,,,,
player,201611270nor,nor,FleeCo00,pass_yds,0,,,,,
player,201611270nor,nor,FleeCo00,pass_td,0,,,,,
player,201611270nor,nor,FleeCo00,pass_int,0,,,,,
player,201611270nor,nor,FleeCo00,pass_sacked,0,,,,,
player,201611270nor,nor,FleeCo00,pass_sacked_yds,0,,,,,
player,201611270nor,nor,FleeCo00,pass_long,0,,,,,
player,201611270nor,nor,FleeCo00,pass_rating,,,,,,
player,201611270nor,nor,FleeCo00,rush_att,0,,,,,
player,201611270nor,nor,FleeCo00,rush_yds,0,,,,,
player,201611270nor,nor,FleeCo00,rush_td,0,,,,,
player,201611270nor,nor,FleeCo00,rush_long,0,,,,,
player,201611270nor,nor,FleeCo00,targets,4,,,,,
player,201611270nor,nor,FleeCo00,rec,4,,,,,
player,201611270nor,nor,FleeCo00,rec_yds,59,,,,,
player,201611270nor,nor,FleeCo00,rec_td,0,,,,,
player,201611270nor,nor,FleeCo00,rec_long,31,,,,,
player,201611270nor,nor,FleeCo00,fumbles,0,,,,,
player,201611270nor,nor,FleeCo00,fumbles_lost,0,,,,,
player,201611270nor,nor,ColeBr00,pass_cmp,0,,,,,
player,201611270nor,nor,ColeBr00,pass_att,0,,,,,
player,201611270nor,nor,ColeBr00,pass_yds,0,,,,,
player,201611270nor,nor,ColeBr00,pass_td,0,,,,,
player,201611270nor,nor,ColeBr00,pass_int,0,,,,,
player,201611270nor,nor,ColeBr00,pass_sacked,0,,,,,
player,201611270nor,nor,ColeBr00,pass_sacked_yds,0,,,,,
player,201611270nor,nor,ColeBr00,pass_long,0,,,,,
player,201611270nor,nor,ColeBr00,pass_rating,,,,,,
player,201611270nor,nor,ColeBr00,rush_att,0,,,,,
player,201611270nor,nor,ColeBr00,rush_yds,0,,,,,
player,201611270nor,nor,ColeBr00,rush_td,0,,,,,
player,201611270nor,nor,ColeBr00,rush_long,0,,,,,
player,201611270nor,nor,ColeBr00,targets,1,,,,,
player,201611270nor,nor,ColeBr00,rec,1,,,,,
player,201611270nor,nor,ColeBr00,rec_yds,3,,,,,
player,201611270nor,nor,ColeBr00,rec_td,1,,,,,
player,201611270nor,nor,ColeBr00,rec_long,3,,,,,
player,201611270nor,nor,ColeBr00,fumbles,0,,,,,
player,201611270nor,nor,ColeBr00,fumbles_lost,0,,,,,
player,201611270nor,ram,DonaAa00,def_int,0,,,,,
player,201611270nor,ram,DonaAa00,def_int_yds,0,,,,,
player,201611270nor,ram,DonaAa00,def_int_td,0,,,,,
player,201611270nor,ram,DonaAa00,def_int_long,0,,,,,
player,201611270nor,ram,DonaAa00,pass_defended,0,,,,,
player,201611270nor,ram,DonaAa00,sacks,1.0,,,,,
player,201611270nor,ram,DonaAa00,tackles_combined,4,,,,,
player,201611270nor,ram,DonaAa00,tackles_solo,4,,,,,
player,201611270nor,ram,DonaAa00,tackles_assists,0,,,,,
player,201611270nor,ram,DonaAa00,tackles_loss,2,,,,,
player,201611270nor,ram,DonaAa00,qb_hits,2,,,,,
player,201611270nor,ram,DonaAa00,fumbles_rec,0,,,,,
player,201611270nor,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201611270nor,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201611270nor,ram,DonaAa00,fumbles_forced,1,,,,,
player,201611270nor,ram,QuinRo00,def_int,0,,,,,
player,201611270nor,ram,QuinRo00,def_int_yds,0,,,,,
player,201611270nor,ram,QuinRo00,def_int_td,0,,,,,
player,201611270nor,ram,QuinRo00,def_int_long,0,,,,,
player,201611270nor,ram,QuinRo00,pass_defended,0,,,,,
player,201611270nor,ram,QuinRo00,sacks,1.0,,,,,
player,201611270nor,ram,QuinRo00,tackles_combined,1,,,,,
player,201611270nor,ram,QuinRo00,tackles_solo,1,,,,,
player,201611270nor,ram,QuinRo00,tackles_assists,0,,,,,
player,201611270nor,ram,QuinRo00,tackles_loss,1,,,,,
player,201611270nor,ram,QuinRo00,qb_hits,1,,,,,
player,201611270nor,ram,QuinRo00,fumbles_rec,0,,,,,
player,201611270nor,ram,QuinRo00,fumbles_rec_yds,0,,,,,
player,201611270nor,ram,QuinRo00,fumbles_rec_td,0,,,,,
player,201611270nor,ram,QuinRo00,fumbles_forced,0,,,,,
player,201611270nor,ram,BarrMa00,def_int,0,,,,,
player,201611270nor,ram,BarrMa00,def_int_yds,0,,,,,
