game,2016,7,20161023,201610230sfo,tam,"Tampa Bay Buccaneers",34,sfo,"San Francisco 49ers",17
team,201610230sfo,tam,First Downs,27,,,,,,
team,201610230sfo,sfo,First Downs,20,,,,,,
team,201610230sfo,tam,Rush-Yds-TDs,41-249-1,,,,,,
team,201610230sfo,sfo,Rush-Yds-TDs,28-160-1,,,,,,
team,201610230sfo,tam,Cmp-Att-Yd-TD-INT,21-30-269-3-1,,,,,,
team,201610230sfo,sfo,Cmp-Att-Yd-TD-INT,16-34-143-1-1,,,,,,
team,201610230sfo,tam,Sacked-Yards,2-5,,,,,,
team,201610230sfo,sfo,Sacked-Yards,4-30,,,,,,
team,201610230sfo,tam,Net Pass Yards,264,,,,,,
team,201610230sfo,sfo,Net Pass Yards,113,,,,,,
team,201610230sfo,tam,Total Yards,513,,,,,,
team,201610230sfo,sfo,Total Yards,273,,,,,,
team,201610230sfo,tam,Fumbles-Lost,2-0,,,,,,
team,201610230sfo,sfo,Fumbles-Lost,4-2,,,,,,
team,201610230sfo,tam,Turnovers,1,,,,,,
team,201610230sfo,sfo,Turnovers,3,,,,,,
team,201610230sfo,tam,Penalties-Yards,7-78,,,,,,
team,201610230sfo,sfo,Penalties-Yards,4-31,,,,,,
team,201610230sfo,tam,Third Down Conv.,6-14,,,,,,
team,201610230sfo,sfo,Third Down Conv.,6-15,,,,,,
team,201610230sfo,tam,Fourth Down Conv.,0-1,,,,,,
team,201610230sfo,sfo,Fourth Down Conv.,1-1,,,,,,
team,201610230sfo,tam,Time of Possession,33:49,,,,,,
team,201610230sfo,sfo,Time of Possession,26:11,,,,,,
player,201610230sfo,tam,WinsJa00,pass_cmp,21,,,,,
player,201610230sfo,tam,WinsJa00,pass_att,30,,,,,
player,201610230sfo,tam,WinsJa00,pass_yds,269,,,,,
player,201610230sfo,tam,WinsJa00,pass_td,3,,,,,
player,201610230sfo,tam,WinsJa00,pass_int,1,,,,,
player,201610230sfo,tam,WinsJa00,pass_sacked,2,,,,,
player,201610230sfo,tam,WinsJa00,pass_sacked_yds,5,,,,,
player,201610230sfo,tam,WinsJa00,pass_long,31,,,,,
player,201610230sfo,tam,WinsJa00,pass_rating,117.2,,,,,
player,201610230sfo,tam,WinsJa00,rush_att,1,,,,,
player,201610230sfo,tam,WinsJa00,rush_yds,-1,,,,,
player,201610230sfo,tam,WinsJa00,rush_td,0,,,,,
player,201610230sfo,tam,WinsJa00,rush_long,-1,,,,,
player,201610230sfo,tam,WinsJa00,targets,0,,,,,
player,201610230sfo,tam,WinsJa00,rec,0,,,,,
player,201610230sfo,tam,WinsJa00,rec_yds,0,,,,,
player,201610230sfo,tam,WinsJa00,rec_td,0,,,,,
player,201610230sfo,tam,WinsJa00,rec_long,0,,,,,
player,201610230sfo,tam,WinsJa00,fumbles,0,,,,,
player,201610230sfo,tam,WinsJa00,fumbles_lost,0,,,,,
player,201610230sfo,tam,RodgJa00,pass_cmp,0,,,,,
player,201610230sfo,tam,RodgJa00,pass_att,0,,,,,
player,201610230sfo,tam,RodgJa00,pass_yds,0,,,,,
player,201610230sfo,tam,RodgJa00,pass_td,0,,,,,
player,201610230sfo,tam,RodgJa00,pass_int,0,,,,,
player,201610230sfo,tam,RodgJa00,pass_sacked,0,,,,,
player,201610230sfo,tam,RodgJa00,pass_sacked_yds,0,,,,,
player,201610230sfo,tam,RodgJa00,pass_long,0,,,,,
player,201610230sfo,tam,RodgJa00,pass_rating,,,,,,
player,201610230sfo,tam,RodgJa00,rush_att,26,,,,,
player,201610230sfo,tam,RodgJa00,rush_yds,154,,,,,
player,201610230sfo,tam,RodgJa00,rush_td,0,,,,,
player,201610230sfo,tam,RodgJa00,rush_long,45,,,,,
player,201610230sfo,tam,RodgJa00,targets,1,,,,,
player,201610230sfo,tam,RodgJa00,rec,1,,,,,
player,201610230sfo,tam,RodgJa00,rec_yds,9,,,,,
player,201610230sfo,tam,RodgJa00,rec_td,0,,,,,
player,201610230sfo,tam,RodgJa00,rec_long,9,,,,,
player,201610230sfo,tam,RodgJa00,fumbles,0,,,,,
player,201610230sfo,tam,RodgJa00,fumbles_lost,0,,,,,
player,201610230sfo,tam,BarbPe01,pass_cmp,0,,,,,
player,201610230sfo,tam,BarbPe01,pass_att,0,,,,,
player,201610230sfo,tam,BarbPe01,pass_yds,0,,,,,
player,201610230sfo,tam,BarbPe01,pass_td,0,,,,,
player,201610230sfo,tam,BarbPe01,pass_int,0,,,,,
player,201610230sfo,tam,BarbPe01,pass_sacked,0,,,,,
player,201610230sfo,tam,BarbPe01,pass_sacked_yds,0,,,,,
player,201610230sfo,tam,BarbPe01,pass_long,0,,,,,
player,201610230sfo,tam,BarbPe01,pass_rating,,,,,,
player,201610230sfo,tam,BarbPe01,rush_att,12,,,,,
player,201610230sfo,tam,BarbPe01,rush_yds,84,,,,,
player,201610230sfo,tam,BarbPe01,rush_td,1,,,,,
player,201610230sfo,tam,BarbPe01,rush_long,44,,,,,
player,201610230sfo,tam,BarbPe01,targets,0,,,,,
player,201610230sfo,tam,BarbPe01,rec,0,,,,,
player,201610230sfo,tam,BarbPe01,rec_yds,0,,,,,
player,201610230sfo,tam,BarbPe01,rec_td,0,,,,,
player,201610230sfo,tam,BarbPe01,rec_long,0,,,,,
player,201610230sfo,tam,BarbPe01,fumbles,0,,,,,
player,201610230sfo,tam,BarbPe01,fumbles_lost,0,,,,,
player,201610230sfo,tam,SmitAn01,pass_cmp,0,,,,,
player,201610230sfo,tam,SmitAn01,pass_att,0,,,,,
player,201610230sfo,tam,SmitAn01,pass_yds,0,,,,,
player,201610230sfo,tam,SmitAn01,pass_td,0,,,,,
player,201610230sfo,tam,SmitAn01,pass_int,0,,,,,
player,201610230sfo,tam,SmitAn01,pass_sacked,0,,,,,
player,201610230sfo,tam,SmitAn01,pass_sacked_yds,0,,,,,
player,201610230sfo,tam,SmitAn01,pass_long,0,,,,,
player,201610230sfo,tam,SmitAn01,pass_rating,,,,,,
player,201610230sfo,tam,SmitAn01,rush_att,1,,,,,
player,201610230sfo,tam,SmitAn01,rush_yds,6,,,,,
player,201610230sfo,tam,SmitAn01,rush_td,0,,,,,
player,201610230sfo,tam,SmitAn01,rush_long,6,,,,,
player,201610230sfo,tam,SmitAn01,targets,3,,,,,
player,201610230sfo,tam,SmitAn01,rec,2,,,,,
player,201610230sfo,tam,SmitAn01,rec_yds,41,,,,,
player,201610230sfo,tam,SmitAn01,rec_td,0,,,,,
player,201610230sfo,tam,SmitAn01,rec_long,30,,,,,
player,201610230sfo,tam,SmitAn01,fumbles,0,,,,,
player,201610230sfo,tam,SmitAn01,fumbles_lost,0,,,,,
player,201610230sfo,tam,HumpAd00,pass_cmp,0,,,,,
player,201610230sfo,tam,HumpAd00,pass_att,0,,,,,
player,201610230sfo,tam,HumpAd00,pass_yds,0,,,,,
player,201610230sfo,tam,HumpAd00,pass_td,0,,,,,
player,201610230sfo,tam,HumpAd00,pass_int,0,,,,,
player,201610230sfo,tam,HumpAd00,pass_sacked,0,,,,,
player,201610230sfo,tam,HumpAd00,pass_sacked_yds,0,,,,,
player,201610230sfo,tam,HumpAd00,pass_long,0,,,,,
player,201610230sfo,tam,HumpAd00,pass_rating,,,,,,
player,201610230sfo,tam,HumpAd00,rush_att,1,,,,,
player,201610230sfo,tam,HumpAd00,rush_yds,6,,,,,
player,201610230sfo,tam,HumpAd00,rush_td,0,,,,,
player,201610230sfo,tam,HumpAd00,rush_long,6,,,,,
player,201610230sfo,tam,HumpAd00,targets,3,,,,,
player,201610230sfo,tam,HumpAd00,rec,2,,,,,
player,201610230sfo,tam,HumpAd00,rec_yds,17,,,,,
player,201610230sfo,tam,HumpAd00,rec_td,0,,,,,
player,201610230sfo,tam,HumpAd00,rec_long,11,,,,,
player,201610230sfo,tam,HumpAd00,fumbles,2,,,,,
player,201610230sfo,tam,HumpAd00,fumbles_lost,0,,,,,
player,201610230sfo,tam,EvanMi00,pass_cmp,0,,,,,
player,201610230sfo,tam,EvanMi00,pass_att,0,,,,,
player,201610230sfo,tam,EvanMi00,pass_yds,0,,,,,
player,201610230sfo,tam,EvanMi00,pass_td,0,,,,,
player,201610230sfo,tam,EvanMi00,pass_int,0,,,,,
player,201610230sfo,tam,EvanMi00,pass_sacked,0,,,,,
player,201610230sfo,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201610230sfo,tam,EvanMi00,pass_long,0,,,,,
player,201610230sfo,tam,EvanMi00,pass_rating,,,,,,
player,201610230sfo,tam,EvanMi00,rush_att,0,,,,,
player,201610230sfo,tam,EvanMi00,rush_yds,0,,,,,
player,201610230sfo,tam,EvanMi00,rush_td,0,,,,,
player,201610230sfo,tam,EvanMi00,rush_long,0,,,,,
player,201610230sfo,tam,EvanMi00,targets,13,,,,,
player,201610230sfo,tam,EvanMi00,rec,8,,,,,
player,201610230sfo,tam,EvanMi00,rec_yds,96,,,,,
player,201610230sfo,tam,EvanMi00,rec_td,2,,,,,
player,201610230sfo,tam,EvanMi00,rec_long,31,,,,,
player,201610230sfo,tam,EvanMi00,fumbles,0,,,,,
player,201610230sfo,tam,EvanMi00,fumbles_lost,0,,,,,
player,201610230sfo,tam,ShepRu00,pass_cmp,0,,,,,
player,201610230sfo,tam,ShepRu00,pass_att,0,,,,,
player,201610230sfo,tam,ShepRu00,pass_yds,0,,,,,
player,201610230sfo,tam,ShepRu00,pass_td,0,,,,,
player,201610230sfo,tam,ShepRu00,pass_int,0,,,,,
player,201610230sfo,tam,ShepRu00,pass_sacked,0,,,,,
player,201610230sfo,tam,ShepRu00,pass_sacked_yds,0,,,,,
player,201610230sfo,tam,ShepRu00,pass_long,0,,,,,
player,201610230sfo,tam,ShepRu00,pass_rating,,,,,,
player,201610230sfo,tam,ShepRu00,rush_att,0,,,,,
player,201610230sfo,tam,ShepRu00,rush_yds,0,,,,,
player,201610230sfo,tam,ShepRu00,rush_td,0,,,,,
player,201610230sfo,tam,ShepRu00,rush_long,0,,,,,
player,201610230sfo,tam,ShepRu00,targets,6,,,,,
player,201610230sfo,tam,ShepRu00,rec,5,,,,,
player,201610230sfo,tam,ShepRu00,rec_yds,77,,,,,
player,201610230sfo,tam,ShepRu00,rec_td,1,,,,,
player,201610230sfo,tam,ShepRu00,rec_long,20,,,,,
player,201610230sfo,tam,ShepRu00,fumbles,0,,,,,
player,201610230sfo,tam,ShepRu00,fumbles_lost,0,,,,,
player,201610230sfo,tam,BratCa00,pass_cmp,0,,,,,
player,201610230sfo,tam,BratCa00,pass_att,0,,,,,
player,201610230sfo,tam,BratCa00,pass_yds,0,,,,,
player,201610230sfo,tam,BratCa00,pass_td,0,,,,,
player,201610230sfo,tam,BratCa00,pass_int,0,,,,,
player,201610230sfo,tam,BratCa00,pass_sacked,0,,,,,
player,201610230sfo,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201610230sfo,tam,BratCa00,pass_long,0,,,,,
player,201610230sfo,tam,BratCa00,pass_rating,,,,,,
player,201610230sfo,tam,BratCa00,rush_att,0,,,,,
player,201610230sfo,tam,BratCa00,rush_yds,0,,,,,
player,201610230sfo,tam,BratCa00,rush_td,0,,,,,
player,201610230sfo,tam,BratCa00,rush_long,0,,,,,
player,201610230sfo,tam,BratCa00,targets,3,,,,,
player,201610230sfo,tam,BratCa00,rec,3,,,,,
player,201610230sfo,tam,BratCa00,rec_yds,29,,,,,
player,201610230sfo,tam,BratCa00,rec_td,0,,,,,
player,201610230sfo,tam,BratCa00,rec_long,17,,,,,
player,201610230sfo,tam,BratCa00,fumbles,0,,,,,
player,201610230sfo,tam,BratCa00,fumbles_lost,0,,,,,
player,201610230sfo,sfo,KaepCo00,pass_cmp,16,,,,,
player,201610230sfo,sfo,KaepCo00,pass_att,34,,,,,
player,201610230sfo,sfo,KaepCo00,pass_yds,143,,,,,
player,201610230sfo,sfo,KaepCo00,pass_td,1,,,,,
player,201610230sfo,sfo,KaepCo00,pass_int,1,,,,,
player,201610230sfo,sfo,KaepCo00,pass_sacked,4,,,,,
player,201610230sfo,sfo,KaepCo00,pass_sacked_yds,30,,,,,
player,201610230sfo,sfo,KaepCo00,pass_long,24,,,,,
player,201610230sfo,sfo,KaepCo00,pass_rating,56.4,,,,,
player,201610230sfo,sfo,KaepCo00,rush_att,9,,,,,
