game,2016,6,20161016,201610160nor,car,"Carolina Panthers",38,nor,"New Orleans Saints",41
team,201610160nor,car,First Downs,32,,,,,,
team,201610160nor,nor,First Downs,23,,,,,,
team,201610160nor,car,Rush-Yds-TDs,27-103-3,,,,,,
team,201610160nor,nor,Rush-Yds-TDs,21-63-1,,,,,,
team,201610160nor,car,Cmp-Att-Yd-TD-INT,27-47-322-2-1,,,,,,
team,201610160nor,nor,Cmp-Att-Yd-TD-INT,34-49-465-4-1,,,,,,
team,201610160nor,car,Sacked-Yards,2-19,,,,,,
team,201610160nor,nor,Sacked-Yards,1-5,,,,,,
team,201610160nor,car,Net Pass Yards,303,,,,,,
team,201610160nor,nor,Net Pass Yards,460,,,,,,
team,201610160nor,car,Total Yards,406,,,,,,
team,201610160nor,nor,Total Yards,523,,,,,,
team,201610160nor,car,Fumbles-Lost,1-1,,,,,,
team,201610160nor,nor,Fumbles-Lost,0-0,,,,,,
team,201610160nor,car,Turnovers,2,,,,,,
team,201610160nor,nor,Turnovers,1,,,,,,
team,201610160nor,car,Penalties-Yards,5-51,,,,,,
team,201610160nor,nor,Penalties-Yards,10-126,,,,,,
team,201610160nor,car,Third Down Conv.,3-11,,,,,,
team,201610160nor,nor,Third Down Conv.,8-16,,,,,,
team,201610160nor,car,Fourth Down Conv.,1-1,,,,,,
team,201610160nor,nor,Fourth Down Conv.,1-1,,,,,,
team,201610160nor,car,Time of Possession,31:05,,,,,,
team,201610160nor,nor,Time of Possession,28:55,,,,,,
player,201610160nor,car,NewtCa00,pass_cmp,27,,,,,
player,201610160nor,car,NewtCa00,pass_att,47,,,,,
player,201610160nor,car,NewtCa00,pass_yds,322,,,,,
player,201610160nor,car,NewtCa00,pass_td,2,,,,,
player,201610160nor,car,NewtCa00,pass_int,1,,,,,
player,201610160nor,car,NewtCa00,pass_sacked,2,,,,,
player,201610160nor,car,NewtCa00,pass_sacked_yds,19,,,,,
player,201610160nor,car,NewtCa00,pass_long,20,,,,,
player,201610160nor,car,NewtCa00,pass_rating,83.8,,,,,
player,201610160nor,car,NewtCa00,rush_att,2,,,,,
player,201610160nor,car,NewtCa00,rush_yds,1,,,,,
player,201610160nor,car,NewtCa00,rush_td,1,,,,,
player,201610160nor,car,NewtCa00,rush_long,2,,,,,
player,201610160nor,car,NewtCa00,targets,0,,,,,
player,201610160nor,car,NewtCa00,rec,0,,,,,
player,201610160nor,car,NewtCa00,rec_yds,0,,,,,
player,201610160nor,car,NewtCa00,rec_td,0,,,,,
player,201610160nor,car,NewtCa00,rec_long,0,,,,,
player,201610160nor,car,NewtCa00,fumbles,0,,,,,
player,201610160nor,car,NewtCa00,fumbles_lost,0,,,,,
player,201610160nor,car,StewJo00,pass_cmp,0,,,,,
player,201610160nor,car,StewJo00,pass_att,0,,,,,
player,201610160nor,car,StewJo00,pass_yds,0,,,,,
player,201610160nor,car,StewJo00,pass_td,0,,,,,
player,201610160nor,car,StewJo00,pass_int,0,,,,,
player,201610160nor,car,StewJo00,pass_sacked,0,,,,,
player,201610160nor,car,StewJo00,pass_sacked_yds,0,,,,,
player,201610160nor,car,StewJo00,pass_long,0,,,,,
player,201610160nor,car,StewJo00,pass_rating,,,,,,
player,201610160nor,car,StewJo00,rush_att,19,,,,,
player,201610160nor,car,StewJo00,rush_yds,85,,,,,
player,201610160nor,car,StewJo00,rush_td,2,,,,,
player,201610160nor,car,StewJo00,rush_long,26,,,,,
player,201610160nor,car,StewJo00,targets,1,,,,,
player,201610160nor,car,StewJo00,rec,0,,,,,
player,201610160nor,car,StewJo00,rec_yds,0,,,,,
player,201610160nor,car,StewJo00,rec_td,0,,,,,
player,201610160nor,car,StewJo00,rec_long,0,,,,,
player,201610160nor,car,StewJo00,fumbles,0,,,,,
player,201610160nor,car,StewJo00,fumbles_lost,0,,,,,
player,201610160nor,car,TolbMi00,pass_cmp,0,,,,,
player,201610160nor,car,TolbMi00,pass_att,0,,,,,
player,201610160nor,car,TolbMi00,pass_yds,0,,,,,
player,201610160nor,car,TolbMi00,pass_td,0,,,,,
player,201610160nor,car,TolbMi00,pass_int,0,,,,,
player,201610160nor,car,TolbMi00,pass_sacked,0,,,,,
player,201610160nor,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201610160nor,car,TolbMi00,pass_long,0,,,,,
player,201610160nor,car,TolbMi00,pass_rating,,,,,,
player,201610160nor,car,TolbMi00,rush_att,3,,,,,
player,201610160nor,car,TolbMi00,rush_yds,12,,,,,
player,201610160nor,car,TolbMi00,rush_td,0,,,,,
player,201610160nor,car,TolbMi00,rush_long,6,,,,,
player,201610160nor,car,TolbMi00,targets,0,,,,,
player,201610160nor,car,TolbMi00,rec,0,,,,,
player,201610160nor,car,TolbMi00,rec_yds,0,,,,,
player,201610160nor,car,TolbMi00,rec_td,0,,,,,
player,201610160nor,car,TolbMi00,rec_long,0,,,,,
player,201610160nor,car,TolbMi00,fumbles,0,,,,,
player,201610160nor,car,TolbMi00,fumbles_lost,0,,,,,
player,201610160nor,car,GinnTe00,pass_cmp,0,,,,,
player,201610160nor,car,GinnTe00,pass_att,0,,,,,
player,201610160nor,car,GinnTe00,pass_yds,0,,,,,
player,201610160nor,car,GinnTe00,pass_td,0,,,,,
player,201610160nor,car,GinnTe00,pass_int,0,,,,,
player,201610160nor,car,GinnTe00,pass_sacked,0,,,,,
player,201610160nor,car,GinnTe00,pass_sacked_yds,0,,,,,
player,201610160nor,car,GinnTe00,pass_long,0,,,,,
player,201610160nor,car,GinnTe00,pass_rating,,,,,,
player,201610160nor,car,GinnTe00,rush_att,2,,,,,
player,201610160nor,car,GinnTe00,rush_yds,6,,,,,
player,201610160nor,car,GinnTe00,rush_td,0,,,,,
player,201610160nor,car,GinnTe00,rush_long,5,,,,,
player,201610160nor,car,GinnTe00,targets,8,,,,,
player,201610160nor,car,GinnTe00,rec,5,,,,,
player,201610160nor,car,GinnTe00,rec_yds,54,,,,,
player,201610160nor,car,GinnTe00,rec_td,0,,,,,
player,201610160nor,car,GinnTe00,rec_long,18,,,,,
player,201610160nor,car,GinnTe00,fumbles,0,,,,,
player,201610160nor,car,GinnTe00,fumbles_lost,0,,,,,
player,201610160nor,car,OlseGr00,pass_cmp,0,,,,,
player,201610160nor,car,OlseGr00,pass_att,0,,,,,
player,201610160nor,car,OlseGr00,pass_yds,0,,,,,
player,201610160nor,car,OlseGr00,pass_td,0,,,,,
player,201610160nor,car,OlseGr00,pass_int,0,,,,,
player,201610160nor,car,OlseGr00,pass_sacked,0,,,,,
player,201610160nor,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201610160nor,car,OlseGr00,pass_long,0,,,,,
player,201610160nor,car,OlseGr00,pass_rating,,,,,,
player,201610160nor,car,OlseGr00,rush_att,0,,,,,
player,201610160nor,car,OlseGr00,rush_yds,0,,,,,
player,201610160nor,car,OlseGr00,rush_td,0,,,,,
player,201610160nor,car,OlseGr00,rush_long,0,,,,,
player,201610160nor,car,OlseGr00,targets,7,,,,,
player,201610160nor,car,OlseGr00,rec,6,,,,,
player,201610160nor,car,OlseGr00,rec_yds,94,,,,,
player,201610160nor,car,OlseGr00,rec_td,0,,,,,
player,201610160nor,car,OlseGr00,rec_long,20,,,,,
player,201610160nor,car,OlseGr00,fumbles,0,,,,,
player,201610160nor,car,OlseGr00,fumbles_lost,0,,,,,
player,201610160nor,car,BenjKe00,pass_cmp,0,,,,,
player,201610160nor,car,BenjKe00,pass_att,0,,,,,
player,201610160nor,car,BenjKe00,pass_yds,0,,,,,
player,201610160nor,car,BenjKe00,pass_td,0,,,,,
player,201610160nor,car,BenjKe00,pass_int,0,,,,,
player,201610160nor,car,BenjKe00,pass_sacked,0,,,,,
player,201610160nor,car,BenjKe00,pass_sacked_yds,0,,,,,
player,201610160nor,car,BenjKe00,pass_long,0,,,,,
player,201610160nor,car,BenjKe00,pass_rating,,,,,,
player,201610160nor,car,BenjKe00,rush_att,0,,,,,
player,201610160nor,car,BenjKe00,rush_yds,0,,,,,
player,201610160nor,car,BenjKe00,rush_td,0,,,,,
player,201610160nor,car,BenjKe00,rush_long,0,,,,,
player,201610160nor,car,BenjKe00,targets,14,,,,,
player,201610160nor,car,BenjKe00,rec,8,,,,,
player,201610160nor,car,BenjKe00,rec_yds,86,,,,,
player,201610160nor,car,BenjKe00,rec_td,0,,,,,
player,201610160nor,car,BenjKe00,rec_long,20,,,,,
player,201610160nor,car,BenjKe00,fumbles,0,,,,,
player,201610160nor,car,BenjKe00,fumbles_lost,0,,,,,
player,201610160nor,car,BrowPh00,pass_cmp,0,,,,,
player,201610160nor,car,BrowPh00,pass_att,0,,,,,
player,201610160nor,car,BrowPh00,pass_yds,0,,,,,
player,201610160nor,car,BrowPh00,pass_td,0,,,,,
player,201610160nor,car,BrowPh00,pass_int,0,,,,,
player,201610160nor,car,BrowPh00,pass_sacked,0,,,,,
player,201610160nor,car,BrowPh00,pass_sacked_yds,0,,,,,
player,201610160nor,car,BrowPh00,pass_long,0,,,,,
player,201610160nor,car,BrowPh00,pass_rating,,,,,,
player,201610160nor,car,BrowPh00,rush_att,0,,,,,
player,201610160nor,car,BrowPh00,rush_yds,0,,,,,
player,201610160nor,car,BrowPh00,rush_td,0,,,,,
player,201610160nor,car,BrowPh00,rush_long,0,,,,,
player,201610160nor,car,BrowPh00,targets,4,,,,,
player,201610160nor,car,BrowPh00,rec,2,,,,,
player,201610160nor,car,BrowPh00,rec_yds,33,,,,,
player,201610160nor,car,BrowPh00,rec_td,0,,,,,
player,201610160nor,car,BrowPh00,rec_long,18,,,,,
player,201610160nor,car,BrowPh00,fumbles,1,,,,,
player,201610160nor,car,BrowPh00,fumbles_lost,1,,,,,
player,201610160nor,car,FuncDe00,pass_cmp,0,,,,,
player,201610160nor,car,FuncDe00,pass_att,0,,,,,
player,201610160nor,car,FuncDe00,pass_yds,0,,,,,
player,201610160nor,car,FuncDe00,pass_td,0,,,,,
player,201610160nor,car,FuncDe00,pass_int,0,,,,,
player,201610160nor,car,FuncDe00,pass_sacked,0,,,,,
player,201610160nor,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201610160nor,car,FuncDe00,pass_long,0,,,,,
player,201610160nor,car,FuncDe00,pass_rating,,,,,,
player,201610160nor,car,FuncDe00,rush_att,0,,,,,
player,201610160nor,car,FuncDe00,rush_yds,0,,,,,
player,201610160nor,car,FuncDe00,rush_td,0,,,,,
player,201610160nor,car,FuncDe00,rush_long,0,,,,,
player,201610160nor,car,FuncDe00,targets,6,,,,,
player,201610160nor,car,FuncDe00,rec,2,,,,,
player,201610160nor,car,FuncDe00,rec_yds,28,,,,,
player,201610160nor,car,FuncDe00,rec_td,1,,,,,
player,201610160nor,car,FuncDe00,rec_long,17,,,,,
player,201610160nor,car,FuncDe00,fumbles,0,,,,,
player,201610160nor,car,FuncDe00,fumbles_lost,0,,,,,
player,201610160nor,car,DickEd00,pass_cmp,0,,,,,
player,201610160nor,car,DickEd00,pass_att,0,,,,,
player,201610160nor,car,DickEd00,pass_yds,0,,,,,
player,201610160nor,car,DickEd00,pass_td,0,,,,,
player,201610160nor,car,DickEd00,pass_int,0,,,,,
player,201610160nor,car,DickEd00,pass_sacked,0,,,,,
player,201610160nor,car,DickEd00,pass_sacked_yds,0,,,,,
player,201610160nor,car,DickEd00,pass_long,0,,,,,
player,201610160nor,car,DickEd00,pass_rating,,,,,,
player,201610160nor,car,DickEd00,rush_att,0,,,,,
player,201610160nor,car,DickEd00,rush_yds,0,,,,,
player,201610160nor,car,DickEd00,rush_td,0,,,,,
player,201610160nor,car,DickEd00,rush_long,0,,,,,
player,201610160nor,car,DickEd00,targets,4,,,,,
player,201610160nor,car,DickEd00,rec,3,,,,,
player,201610160nor,car,DickEd00,rec_yds,23,,,,,
player,201610160nor,car,DickEd00,rec_td,1,,,,,
player,201610160nor,car,DickEd00,rec_long,15,,,,,
player,201610160nor,car,DickEd00,fumbles,0,,,,,
player,201610160nor,car,DickEd00,fumbles_lost,0,,,,,
player,201610160nor,car,WhitFo00,pass_cmp,0,,,,,
player,201610160nor,car,WhitFo00,pass_att,0,,,,,
player,201610160nor,car,WhitFo00,pass_yds,0,,,,,
player,201610160nor,car,WhitFo00,pass_td,0,,,,,
player,201610160nor,car,WhitFo00,pass_int,0,,,,,
player,201610160nor,car,WhitFo00,pass_sacked,0,,,,,
player,201610160nor,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201610160nor,car,WhitFo00,pass_long,0,,,,,
player,201610160nor,car,WhitFo00,pass_rating,,,,,,
player,201610160nor,car,WhitFo00,rush_att,1,,,,,
player,201610160nor,car,WhitFo00,rush_yds,-1,,,,,
player,201610160nor,car,WhitFo00,rush_td,0,,,,,
player,201610160nor,car,WhitFo00,rush_long,-1,,,,,
player,201610160nor,car,WhitFo00,targets,2,,,,,
player,201610160nor,car,WhitFo00,rec,1,,,,,
player,201610160nor,car,WhitFo00,rec_yds,4,,,,,
player,201610160nor,car,WhitFo00,rec_td,0,,,,,
player,201610160nor,car,WhitFo00,rec_long,4,,,,,
player,201610160nor,car,WhitFo00,fumbles,0,,,,,
player,201610160nor,car,WhitFo00,fumbles_lost,0,,,,,
player,201610160nor,nor,BreeDr00,pass_cmp,34,,,,,
player,201610160nor,nor,BreeDr00,pass_att,49,,,,,
player,201610160nor,nor,BreeDr00,pass_yds,465,,,,,
player,201610160nor,nor,BreeDr00,pass_td,4,,,,,
player,201610160nor,nor,BreeDr00,pass_int,1,,,,,
player,201610160nor,nor,BreeDr00,pass_sacked,1,,,,,
player,201610160nor,nor,BreeDr00,pass_sacked_yds,5,,,,,
player,201610160nor,nor,BreeDr00,pass_long,87,,,,,
player,201610160nor,nor,BreeDr00,pass_rating,118.2,,,,,
player,201610160nor,nor,BreeDr00,rush_att,0,,,,,
player,201610160nor,nor,BreeDr00,rush_yds,0,,,,,
player,201610160nor,nor,BreeDr00,rush_td,0,,,,,
player,201610160nor,nor,BreeDr00,rush_long,0,,,,,
player,201610160nor,nor,BreeDr00,targets,0,,,,,
player,201610160nor,nor,BreeDr00,rec,0,,,,,
player,201610160nor,nor,BreeDr00,rec_yds,0,,,,,
player,201610160nor,nor,BreeDr00,rec_td,0,,,,,
player,201610160nor,nor,BreeDr00,rec_long,0,,,,,
player,201610160nor,nor,BreeDr00,fumbles,0,,,,,
player,201610160nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201610160nor,nor,IngrMa01,pass_cmp,0,,,,,
player,201610160nor,nor,IngrMa01,pass_att,0,,,,,
player,201610160nor,nor,IngrMa01,pass_yds,0,,,,,
player,201610160nor,nor,IngrMa01,pass_td,0,,,,,
player,201610160nor,nor,IngrMa01,pass_int,0,,,,,
player,201610160nor,nor,IngrMa01,pass_sacked,0,,,,,
player,201610160nor,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201610160nor,nor,IngrMa01,pass_long,0,,,,,
player,201610160nor,nor,IngrMa01,pass_rating,,,,,,
player,201610160nor,nor,IngrMa01,rush_att,16,,,,,
player,201610160nor,nor,IngrMa01,rush_yds,51,,,,,
player,201610160nor,nor,IngrMa01,rush_td,0,,,,,
player,201610160nor,nor,IngrMa01,rush_long,11,,,,,
player,201610160nor,nor,IngrMa01,targets,3,,,,,
player,201610160nor,nor,IngrMa01,rec,2,,,,,
player,201610160nor,nor,IngrMa01,rec_yds,9,,,,,
player,201610160nor,nor,IngrMa01,rec_td,0,,,,,
player,201610160nor,nor,IngrMa01,rec_long,5,,,,,
player,201610160nor,nor,IngrMa01,fumbles,0,,,,,
player,201610160nor,nor,IngrMa01,fumbles_lost,0,,,,,
player,201610160nor,nor,LascDa00,pass_cmp,0,,,,,
player,201610160nor,nor,LascDa00,pass_att,0,,,,,
player,201610160nor,nor,LascDa00,pass_yds,0,,,,,
player,201610160nor,nor,LascDa00,pass_td,0,,,,,
player,201610160nor,nor,LascDa00,pass_int,0,,,,,
player,201610160nor,nor,LascDa00,pass_sacked,0,,,,,
player,201610160nor,nor,LascDa00,pass_sacked_yds,0,,,,,
player,201610160nor,nor,LascDa00,pass_long,0,,,,,
player,201610160nor,nor,LascDa00,pass_rating,,,,,,
player,201610160nor,nor,LascDa00,rush_att,2,,,,,
player,201610160nor,nor,LascDa00,rush_yds,5,,,,,
player,201610160nor,nor,LascDa00,rush_td,0,,,,,
player,201610160nor,nor,LascDa00,rush_long,5,,,,,
player,201610160nor,nor,LascDa00,targets,2,,,,,
player,201610160nor,nor,LascDa00,rec,1,,,,,
player,201610160nor,nor,LascDa00,rec_yds,4,,,,,
player,201610160nor,nor,LascDa00,rec_td,0,,,,,
player,201610160nor,nor,LascDa00,rec_long,4,,,,,
player,201610160nor,nor,LascDa00,fumbles,0,,,,,
player,201610160nor,nor,LascDa00,fumbles_lost,0,,,,,
player,201610160nor,nor,CadeTr00,pass_cmp,0,,,,,
player,201610160nor,nor,CadeTr00,pass_att,0,,,,,
player,201610160nor,nor,CadeTr00,pass_yds,0,,,,,
player,201610160nor,nor,CadeTr00,pass_td,0,,,,,
player,201610160nor,nor,CadeTr00,pass_int,0,,,,,
player,201610160nor,nor,CadeTr00,pass_sacked,0,,,,,
player,201610160nor,nor,CadeTr00,pass_sacked_yds,0,,,,,
player,201610160nor,nor,CadeTr00,pass_long,0,,,,,
player,201610160nor,nor,CadeTr00,pass_rating,,,,,,
player,201610160nor,nor,CadeTr00,rush_att,1,,,,,
player,201610160nor,nor,CadeTr00,rush_yds,3,,,,,
player,201610160nor,nor,CadeTr00,rush_td,0,,,,,
player,201610160nor,nor,CadeTr00,rush_long,3,,,,,
player,201610160nor,nor,CadeTr00,targets,5,,,,,
player,201610160nor,nor,CadeTr00,rec,4,,,,,
player,201610160nor,nor,CadeTr00,rec_yds,27,,,,,
player,201610160nor,nor,CadeTr00,rec_td,0,,,,,
player,201610160nor,nor,CadeTr00,rec_long,9,,,,,
player,201610160nor,nor,CadeTr00,fumbles,0,,,,,
player,201610160nor,nor,CadeTr00,fumbles_lost,0,,,,,
player,201610160nor,nor,CookBr00,pass_cmp,0,,,,,
player,201610160nor,nor,CookBr00,pass_att,0,,,,,
player,201610160nor,nor,CookBr00,pass_yds,0,,,,,
player,201610160nor,nor,CookBr00,pass_td,0,,,,,
player,201610160nor,nor,CookBr00,pass_int,0,,,,,
player,201610160nor,nor,CookBr00,pass_sacked,0,,,,,
player,201610160nor,nor,CookBr00,pass_sacked_yds,0,,,,,
player,201610160nor,nor,CookBr00,pass_long,0,,,,,
player,201610160nor,nor,CookBr00,pass_rating,,,,,,
player,201610160nor,nor,CookBr00,rush_att,1,,,,,
player,201610160nor,nor,CookBr00,rush_yds,2,,,,,
player,201610160nor,nor,CookBr00,rush_td,0,,,,,
player,201610160nor,nor,CookBr00,rush_long,2,,,,,
player,201610160nor,nor,CookBr00,targets,9,,,,,
player,201610160nor,nor,CookBr00,rec,7,,,,,
player,201610160nor,nor,CookBr00,rec_yds,173,,,,,
player,201610160nor,nor,CookBr00,rec_td,1,,,,,
player,201610160nor,nor,CookBr00,rec_long,87,,,,,
player,201610160nor,nor,CookBr00,fumbles,0,,,,,
player,201610160nor,nor,CookBr00,fumbles_lost,0,,,,,
player,201610160nor,nor,FleeCo00,pass_cmp,0,,,,,
player,201610160nor,nor,FleeCo00,pass_att,0,,,,,
player,201610160nor,nor,FleeCo00,pass_yds,0,,,,,
player,201610160nor,nor,FleeCo00,pass_td,0,,,,,
player,201610160nor,nor,FleeCo00,pass_int,0,,,,,
player,201610160nor,nor,FleeCo00,pass_sacked,0,,,,,
player,201610160nor,nor,FleeCo00,pass_sacked_yds,0,,,,,
player,201610160nor,nor,FleeCo00,pass_long,0,,,,,
player,201610160nor,nor,FleeCo00,pass_rating,,,,,,
player,201610160nor,nor,FleeCo00,rush_att,1,,,,,
player,201610160nor,nor,FleeCo00,rush_yds,2,,,,,
player,201610160nor,nor,FleeCo00,rush_td,1,,,,,
player,201610160nor,nor,FleeCo00,rush_long,2,,,,,
player,201610160nor,nor,FleeCo00,targets,7,,,,,
player,201610160nor,nor,FleeCo00,rec,6,,,,,
player,201610160nor,nor,FleeCo00,rec_yds,74,,,,,
player,201610160nor,nor,FleeCo00,rec_td,1,,,,,
player,201610160nor,nor,FleeCo00,rec_long,50,,,,,
player,201610160nor,nor,FleeCo00,fumbles,0,,,,,
player,201610160nor,nor,FleeCo00,fumbles_lost,0,,,,,
player,201610160nor,nor,ThomMi05,pass_cmp,0,,,,,
player,201610160nor,nor,ThomMi05,pass_att,0,,,,,
player,201610160nor,nor,ThomMi05,pass_yds,0,,,,,
player,201610160nor,nor,ThomMi05,pass_td,0,,,,,
player,201610160nor,nor,ThomMi05,pass_int,0,,,,,
player,201610160nor,nor,ThomMi05,pass_sacked,0,,,,,
player,201610160nor,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201610160nor,nor,ThomMi05,pass_long,0,,,,,
player,201610160nor,nor,ThomMi05,pass_rating,,,,,,
player,201610160nor,nor,ThomMi05,rush_att,0,,,,,
player,201610160nor,nor,ThomMi05,rush_yds,0,,,,,
player,201610160nor,nor,ThomMi05,rush_td,0,,,,,
player,201610160nor,nor,ThomMi05,rush_long,0,,,,,
player,201610160nor,nor,ThomMi05,targets,5,,,,,
player,201610160nor,nor,ThomMi05,rec,5,,,,,
player,201610160nor,nor,ThomMi05,rec_yds,78,,,,,
player,201610160nor,nor,ThomMi05,rec_td,1,,,,,
player,201610160nor,nor,ThomMi05,rec_long,28,,,,,
player,201610160nor,nor,ThomMi05,fumbles,0,,,,,
player,201610160nor,nor,ThomMi05,fumbles_lost,0,,,,,
player,201610160nor,nor,SneaWi00,pass_cmp,0,,,,,
player,201610160nor,nor,SneaWi00,pass_att,0,,,,,
player,201610160nor,nor,SneaWi00,pass_yds,0,,,,,
