game,2016,5,20161009,201610090den,atl,"Atlanta Falcons",23,den,"Denver Broncos",16
player,201610090den,atl,JarrGr00,tackles_solo,1,,,,,
player,201610090den,atl,JarrGr00,tackles_assists,2,,,,,
player,201610090den,atl,JarrGr00,tackles_loss,1,,,,,
player,201610090den,atl,JarrGr00,qb_hits,1,,,,,
player,201610090den,atl,JarrGr00,fumbles_rec,0,,,,,
player,201610090den,atl,JarrGr00,fumbles_rec_yds,0,,,,,
player,201610090den,atl,JarrGr00,fumbles_rec_td,0,,,,,
player,201610090den,atl,JarrGr00,fumbles_forced,0,,,,,
player,201610090den,atl,ClayAd00,def_int,0,,,,,
player,201610090den,atl,ClayAd00,def_int_yds,0,,,,,
player,201610090den,atl,ClayAd00,def_int_td,0,,,,,
player,201610090den,atl,ClayAd00,def_int_long,0,,,,,
player,201610090den,atl,ClayAd00,pass_defended,0,,,,,
player,201610090den,atl,ClayAd00,sacks,0.5,,,,,
player,201610090den,atl,ClayAd00,tackles_combined,3,,,,,
player,201610090den,atl,ClayAd00,tackles_solo,2,,,,,
player,201610090den,atl,ClayAd00,tackles_assists,1,,,,,
player,201610090den,atl,ClayAd00,tackles_loss,1,,,,,
player,201610090den,atl,ClayAd00,qb_hits,2,,,,,
player,201610090den,atl,ClayAd00,fumbles_rec,0,,,,,
player,201610090den,atl,ClayAd00,fumbles_rec_yds,0,,,,,
player,201610090den,atl,ClayAd00,fumbles_rec_td,0,,,,,
player,201610090den,atl,ClayAd00,fumbles_forced,0,,,,,
player,201610090den,atl,IshmKe00,def_int,0,,,,,
player,201610090den,atl,IshmKe00,def_int_yds,0,,,,,
player,201610090den,atl,IshmKe00,def_int_td,0,,,,,
player,201610090den,atl,IshmKe00,def_int_long,0,,,,,
player,201610090den,atl,IshmKe00,pass_defended,1,,,,,
player,201610090den,atl,IshmKe00,sacks,0.0,,,,,
player,201610090den,atl,IshmKe00,tackles_combined,10,,,,,
player,201610090den,atl,IshmKe00,tackles_solo,4,,,,,
player,201610090den,atl,IshmKe00,tackles_assists,6,,,,,
player,201610090den,atl,IshmKe00,tackles_loss,0,,,,,
player,201610090den,atl,IshmKe00,qb_hits,0,,,,,
player,201610090den,atl,IshmKe00,fumbles_rec,0,,,,,
player,201610090den,atl,IshmKe00,fumbles_rec_yds,0,,,,,
player,201610090den,atl,IshmKe00,fumbles_rec_td,0,,,,,
player,201610090den,atl,IshmKe00,fumbles_forced,0,,,,,
player,201610090den,atl,NealKe01,def_int,0,,,,,
player,201610090den,atl,NealKe01,def_int_yds,0,,,,,
player,201610090den,atl,NealKe01,def_int_td,0,,,,,
player,201610090den,atl,NealKe01,def_int_long,0,,,,,
player,201610090den,atl,NealKe01,pass_defended,0,,,,,
player,201610090den,atl,NealKe01,sacks,0.0,,,,,
player,201610090den,atl,NealKe01,tackles_combined,8,,,,,
player,201610090den,atl,NealKe01,tackles_solo,6,,,,,
player,201610090den,atl,NealKe01,tackles_assists,2,,,,,
player,201610090den,atl,NealKe01,tackles_loss,0,,,,,
player,201610090den,atl,NealKe01,qb_hits,0,,,,,
player,201610090den,atl,NealKe01,fumbles_rec,0,,,,,
player,201610090den,atl,NealKe01,fumbles_rec_yds,0,,,,,
player,201610090den,atl,NealKe01,fumbles_rec_td,0,,,,,
player,201610090den,atl,NealKe01,fumbles_forced,1,,,,,
player,201610090den,atl,WheePh99,def_int,0,,,,,
player,201610090den,atl,WheePh99,def_int_yds,0,,,,,
player,201610090den,atl,WheePh99,def_int_td,0,,,,,
player,201610090den,atl,WheePh99,def_int_long,0,,,,,
player,201610090den,atl,WheePh99,pass_defended,0,,,,,
player,201610090den,atl,WheePh99,sacks,0.0,,,,,
player,201610090den,atl,WheePh99,tackles_combined,7,,,,,
player,201610090den,atl,WheePh99,tackles_solo,4,,,,,
player,201610090den,atl,WheePh99,tackles_assists,3,,,,,
player,201610090den,atl,WheePh99,tackles_loss,0,,,,,
player,201610090den,atl,WheePh99,qb_hits,1,,,,,
player,201610090den,atl,WheePh99,fumbles_rec,0,,,,,
player,201610090den,atl,WheePh99,fumbles_rec_yds,0,,,,,
player,201610090den,atl,WheePh99,fumbles_rec_td,0,,,,,
player,201610090den,atl,WheePh99,fumbles_forced,0,,,,,
player,201610090den,atl,ReynLa00,def_int,0,,,,,
player,201610090den,atl,ReynLa00,def_int_yds,0,,,,,
player,201610090den,atl,ReynLa00,def_int_td,0,,,,,
player,201610090den,atl,ReynLa00,def_int_long,0,,,,,
player,201610090den,atl,ReynLa00,pass_defended,0,,,,,
player,201610090den,atl,ReynLa00,sacks,0.0,,,,,
player,201610090den,atl,ReynLa00,tackles_combined,5,,,,,
player,201610090den,atl,ReynLa00,tackles_solo,3,,,,,
player,201610090den,atl,ReynLa00,tackles_assists,2,,,,,
player,201610090den,atl,ReynLa00,tackles_loss,0,,,,,
player,201610090den,atl,ReynLa00,qb_hits,0,,,,,
player,201610090den,atl,ReynLa00,fumbles_rec,0,,,,,
player,201610090den,atl,ReynLa00,fumbles_rec_yds,0,,,,,
player,201610090den,atl,ReynLa00,fumbles_rec_td,0,,,,,
player,201610090den,atl,ReynLa00,fumbles_forced,0,,,,,
player,201610090den,atl,ReedBr00,def_int,0,,,,,
player,201610090den,atl,ReedBr00,def_int_yds,0,,,,,
player,201610090den,atl,ReedBr00,def_int_td,0,,,,,
player,201610090den,atl,ReedBr00,def_int_long,0,,,,,
player,201610090den,atl,ReedBr00,pass_defended,0,,,,,
player,201610090den,atl,ReedBr00,sacks,0.0,,,,,
player,201610090den,atl,ReedBr00,tackles_combined,3,,,,,
player,201610090den,atl,ReedBr00,tackles_solo,3,,,,,
player,201610090den,atl,ReedBr00,tackles_assists,0,,,,,
player,201610090den,atl,ReedBr00,tackles_loss,0,,,,,
player,201610090den,atl,ReedBr00,qb_hits,0,,,,,
player,201610090den,atl,ReedBr00,fumbles_rec,0,,,,,
player,201610090den,atl,ReedBr00,fumbles_rec_yds,0,,,,,
player,201610090den,atl,ReedBr00,fumbles_rec_td,0,,,,,
player,201610090den,atl,ReedBr00,fumbles_forced,0,,,,,
player,201610090den,atl,TrufDe00,def_int,0,,,,,
player,201610090den,atl,TrufDe00,def_int_yds,0,,,,,
player,201610090den,atl,TrufDe00,def_int_td,0,,,,,
player,201610090den,atl,TrufDe00,def_int_long,0,,,,,
player,201610090den,atl,TrufDe00,pass_defended,1,,,,,
player,201610090den,atl,TrufDe00,sacks,0.0,,,,,
player,201610090den,atl,TrufDe00,tackles_combined,3,,,,,
player,201610090den,atl,TrufDe00,tackles_solo,2,,,,,
player,201610090den,atl,TrufDe00,tackles_assists,1,,,,,
player,201610090den,atl,TrufDe00,tackles_loss,0,,,,,
player,201610090den,atl,TrufDe00,qb_hits,0,,,,,
player,201610090den,atl,TrufDe00,fumbles_rec,0,,,,,
player,201610090den,atl,TrufDe00,fumbles_rec_yds,0,,,,,
player,201610090den,atl,TrufDe00,fumbles_rec_td,0,,,,,
player,201610090den,atl,TrufDe00,fumbles_forced,0,,,,,
player,201610090den,atl,AlfoRo00,def_int,0,,,,,
player,201610090den,atl,AlfoRo00,def_int_yds,0,,,,,
player,201610090den,atl,AlfoRo00,def_int_td,0,,,,,
player,201610090den,atl,AlfoRo00,def_int_long,0,,,,,
player,201610090den,atl,AlfoRo00,pass_defended,0,,,,,
player,201610090den,atl,AlfoRo00,sacks,0.0,,,,,
player,201610090den,atl,AlfoRo00,tackles_combined,2,,,,,
player,201610090den,atl,AlfoRo00,tackles_solo,2,,,,,
player,201610090den,atl,AlfoRo00,tackles_assists,0,,,,,
player,201610090den,atl,AlfoRo00,tackles_loss,0,,,,,
player,201610090den,atl,AlfoRo00,qb_hits,0,,,,,
player,201610090den,atl,AlfoRo00,fumbles_rec,0,,,,,
player,201610090den,atl,AlfoRo00,fumbles_rec_yds,0,,,,,
player,201610090den,atl,AlfoRo00,fumbles_rec_td,0,,,,,
player,201610090den,atl,AlfoRo00,fumbles_forced,0,,,,,
player,201610090den,atl,JackTy98,def_int,0,,,,,
player,201610090den,atl,JackTy98,def_int_yds,0,,,,,
player,201610090den,atl,JackTy98,def_int_td,0,,,,,
player,201610090den,atl,JackTy98,def_int_long,0,,,,,
player,201610090den,atl,JackTy98,pass_defended,0,,,,,
player,201610090den,atl,JackTy98,sacks,0.0,,,,,
player,201610090den,atl,JackTy98,tackles_combined,2,,,,,
player,201610090den,atl,JackTy98,tackles_solo,1,,,,,
player,201610090den,atl,JackTy98,tackles_assists,1,,,,,
player,201610090den,atl,JackTy98,tackles_loss,0,,,,,
player,201610090den,atl,JackTy98,qb_hits,0,,,,,
player,201610090den,atl,JackTy98,fumbles_rec,0,,,,,
player,201610090den,atl,JackTy98,fumbles_rec_yds,0,,,,,
player,201610090den,atl,JackTy98,fumbles_rec_td,0,,,,,
player,201610090den,atl,JackTy98,fumbles_forced,0,,,,,
player,201610090den,atl,PoolBr01,def_int,0,,,,,
player,201610090den,atl,PoolBr01,def_int_yds,0,,,,,
player,201610090den,atl,PoolBr01,def_int_td,0,,,,,
player,201610090den,atl,PoolBr01,def_int_long,0,,,,,
player,201610090den,atl,PoolBr01,pass_defended,0,,,,,
player,201610090den,atl,PoolBr01,sacks,0.0,,,,,
player,201610090den,atl,PoolBr01,tackles_combined,2,,,,,
player,201610090den,atl,PoolBr01,tackles_solo,0,,,,,
player,201610090den,atl,PoolBr01,tackles_assists,2,,,,,
player,201610090den,atl,PoolBr01,tackles_loss,0,,,,,
player,201610090den,atl,PoolBr01,qb_hits,0,,,,,
player,201610090den,atl,PoolBr01,fumbles_rec,0,,,,,
player,201610090den,atl,PoolBr01,fumbles_rec_yds,0,,,,,
player,201610090den,atl,PoolBr01,fumbles_rec_td,0,,,,,
player,201610090den,atl,PoolBr01,fumbles_forced,0,,,,,
player,201610090den,atl,UpshCo00,def_int,0,,,,,
player,201610090den,atl,UpshCo00,def_int_yds,0,,,,,
player,201610090den,atl,UpshCo00,def_int_td,0,,,,,
player,201610090den,atl,UpshCo00,def_int_long,0,,,,,
player,201610090den,atl,UpshCo00,pass_defended,0,,,,,
player,201610090den,atl,UpshCo00,sacks,0.0,,,,,
player,201610090den,atl,UpshCo00,tackles_combined,2,,,,,
player,201610090den,atl,UpshCo00,tackles_solo,1,,,,,
player,201610090den,atl,UpshCo00,tackles_assists,1,,,,,
player,201610090den,atl,UpshCo00,tackles_loss,0,,,,,
player,201610090den,atl,UpshCo00,qb_hits,0,,,,,
player,201610090den,atl,UpshCo00,fumbles_rec,0,,,,,
player,201610090den,atl,UpshCo00,fumbles_rec_yds,0,,,,,
player,201610090den,atl,UpshCo00,fumbles_rec_td,0,,,,,
player,201610090den,atl,UpshCo00,fumbles_forced,0,,,,,
player,201610090den,atl,BabiJo20,def_int,0,,,,,
player,201610090den,atl,BabiJo20,def_int_yds,0,,,,,
player,201610090den,atl,BabiJo20,def_int_td,0,,,,,
player,201610090den,atl,BabiJo20,def_int_long,0,,,,,
player,201610090den,atl,BabiJo20,pass_defended,0,,,,,
player,201610090den,atl,BabiJo20,sacks,0.0,,,,,
player,201610090den,atl,BabiJo20,tackles_combined,1,,,,,
player,201610090den,atl,BabiJo20,tackles_solo,0,,,,,
player,201610090den,atl,BabiJo20,tackles_assists,1,,,,,
player,201610090den,atl,BabiJo20,tackles_loss,0,,,,,
player,201610090den,atl,BabiJo20,qb_hits,0,,,,,
player,201610090den,atl,BabiJo20,fumbles_rec,0,,,,,
player,201610090den,atl,BabiJo20,fumbles_rec_yds,0,,,,,
player,201610090den,atl,BabiJo20,fumbles_rec_td,0,,,,,
player,201610090den,atl,BabiJo20,fumbles_forced,0,,,,,
player,201610090den,atl,HageRa00,def_int,0,,,,,
player,201610090den,atl,HageRa00,def_int_yds,0,,,,,
player,201610090den,atl,HageRa00,def_int_td,0,,,,,
player,201610090den,atl,HageRa00,def_int_long,0,,,,,
player,201610090den,atl,HageRa00,pass_defended,0,,,,,
player,201610090den,atl,HageRa00,sacks,0.0,,,,,
player,201610090den,atl,HageRa00,tackles_combined,1,,,,,
player,201610090den,atl,HageRa00,tackles_solo,1,,,,,
player,201610090den,atl,HageRa00,tackles_assists,0,,,,,
player,201610090den,atl,HageRa00,tackles_loss,0,,,,,
player,201610090den,atl,HageRa00,qb_hits,0,,,,,
player,201610090den,atl,HageRa00,fumbles_rec,0,,,,,
player,201610090den,atl,HageRa00,fumbles_rec_yds,0,,,,,
player,201610090den,atl,HageRa00,fumbles_rec_td,0,,,,,
player,201610090den,atl,HageRa00,fumbles_forced,0,,,,,
player,201610090den,atl,ShelDe00,def_int,0,,,,,
player,201610090den,atl,ShelDe00,def_int_yds,0,,,,,
player,201610090den,atl,ShelDe00,def_int_td,0,,,,,
player,201610090den,atl,ShelDe00,def_int_long,0,,,,,
player,201610090den,atl,ShelDe00,pass_defended,0,,,,,
player,201610090den,atl,ShelDe00,sacks,0.0,,,,,
player,201610090den,atl,ShelDe00,tackles_combined,1,,,,,
player,201610090den,atl,ShelDe00,tackles_solo,1,,,,,
player,201610090den,atl,ShelDe00,tackles_assists,0,,,,,
player,201610090den,atl,ShelDe00,tackles_loss,0,,,,,
player,201610090den,atl,ShelDe00,qb_hits,0,,,,,
player,201610090den,atl,ShelDe00,fumbles_rec,0,,,,,
player,201610090den,atl,ShelDe00,fumbles_rec_yds,0,,,,,
player,201610090den,atl,ShelDe00,fumbles_rec_td,0,,,,,
player,201610090den,atl,ShelDe00,fumbles_forced,0,,,,,
player,201610090den,atl,TherRo00,def_int,0,,,,,
player,201610090den,atl,TherRo00,def_int_yds,0,,,,,
player,201610090den,atl,TherRo00,def_int_td,0,,,,,
player,201610090den,atl,TherRo00,def_int_long,0,,,,,
player,201610090den,atl,TherRo00,pass_defended,0,,,,,
player,201610090den,atl,TherRo00,sacks,0.0,,,,,
player,201610090den,atl,TherRo00,tackles_combined,1,,,,,
player,201610090den,atl,TherRo00,tackles_solo,1,,,,,
player,201610090den,atl,TherRo00,tackles_assists,0,,,,,
player,201610090den,atl,TherRo00,tackles_loss,0,,,,,
player,201610090den,atl,TherRo00,qb_hits,0,,,,,
player,201610090den,atl,TherRo00,fumbles_rec,0,,,,,
player,201610090den,atl,TherRo00,fumbles_rec_yds,0,,,,,
player,201610090den,atl,TherRo00,fumbles_rec_td,0,,,,,
player,201610090den,atl,TherRo00,fumbles_forced,0,,,,,
player,201610090den,atl,ToilLe00,def_int,0,,,,,
player,201610090den,atl,ToilLe00,def_int_yds,0,,,,,
player,201610090den,atl,ToilLe00,def_int_td,0,,,,,
player,201610090den,atl,ToilLe00,def_int_long,0,,,,,
player,201610090den,atl,ToilLe00,pass_defended,0,,,,,
player,201610090den,atl,ToilLe00,sacks,0.0,,,,,
player,201610090den,atl,ToilLe00,tackles_combined,1,,,,,
player,201610090den,atl,ToilLe00,tackles_solo,1,,,,,
player,201610090den,atl,ToilLe00,tackles_assists,0,,,,,
player,201610090den,atl,ToilLe00,tackles_loss,0,,,,,
player,201610090den,atl,ToilLe00,qb_hits,0,,,,,
player,201610090den,atl,ToilLe00,fumbles_rec,0,,,,,
player,201610090den,atl,ToilLe00,fumbles_rec_yds,0,,,,,
player,201610090den,atl,ToilLe00,fumbles_rec_td,0,,,,,
player,201610090den,atl,ToilLe00,fumbles_forced,0,,,,,
player,201610090den,atl,WeemEr00,def_int,0,,,,,
player,201610090den,atl,WeemEr00,def_int_yds,0,,,,,
player,201610090den,atl,WeemEr00,def_int_td,0,,,,,
player,201610090den,atl,WeemEr00,def_int_long,0,,,,,
player,201610090den,atl,WeemEr00,pass_defended,0,,,,,
player,201610090den,atl,WeemEr00,sacks,0.0,,,,,
player,201610090den,atl,WeemEr00,tackles_combined,1,,,,,
player,201610090den,atl,WeemEr00,tackles_solo,1,,,,,
player,201610090den,atl,WeemEr00,tackles_assists,0,,,,,
player,201610090den,atl,WeemEr00,tackles_loss,0,,,,,
player,201610090den,atl,WeemEr00,qb_hits,0,,,,,
player,201610090den,atl,WeemEr00,fumbles_rec,0,,,,,
player,201610090den,atl,WeemEr00,fumbles_rec_yds,0,,,,,
player,201610090den,atl,WeemEr00,fumbles_rec_td,0,,,,,
player,201610090den,atl,WeemEr00,fumbles_forced,0,,,,,
player,201610090den,den,MillVo00,def_int,0,,,,,
player,201610090den,den,MillVo00,def_int_yds,0,,,,,
player,201610090den,den,MillVo00,def_int_td,0,,,,,
player,201610090den,den,MillVo00,def_int_long,0,,,,,
player,201610090den,den,MillVo00,pass_defended,1,,,,,
player,201610090den,den,MillVo00,sacks,1.0,,,,,
player,201610090den,den,MillVo00,tackles_combined,4,,,,,
player,201610090den,den,MillVo00,tackles_solo,2,,,,,
player,201610090den,den,MillVo00,tackles_assists,2,,,,,
player,201610090den,den,MillVo00,tackles_loss,1,,,,,
player,201610090den,den,MillVo00,qb_hits,1,,,,,
player,201610090den,den,MillVo00,fumbles_rec,0,,,,,
player,201610090den,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201610090den,den,MillVo00,fumbles_rec_td,0,,,,,
player,201610090den,den,MillVo00,fumbles_forced,0,,,,,
player,201610090den,den,RayxSh00,def_int,0,,,,,
player,201610090den,den,RayxSh00,def_int_yds,0,,,,,
player,201610090den,den,RayxSh00,def_int_td,0,,,,,
player,201610090den,den,RayxSh00,def_int_long,0,,,,,
player,201610090den,den,RayxSh00,pass_defended,0,,,,,
player,201610090den,den,RayxSh00,sacks,0.5,,,,,
player,201610090den,den,RayxSh00,tackles_combined,7,,,,,
player,201610090den,den,RayxSh00,tackles_solo,6,,,,,
player,201610090den,den,RayxSh00,tackles_assists,1,,,,,
player,201610090den,den,RayxSh00,tackles_loss,1,,,,,
player,201610090den,den,RayxSh00,qb_hits,1,,,,,
player,201610090den,den,RayxSh00,fumbles_rec,0,,,,,
player,201610090den,den,RayxSh00,fumbles_rec_yds,0,,,,,
player,201610090den,den,RayxSh00,fumbles_rec_td,0,,,,,
player,201610090den,den,RayxSh00,fumbles_forced,0,,,,,
player,201610090den,den,WolfDe00,def_int,0,,,,,
player,201610090den,den,WolfDe00,def_int_yds,0,,,,,
player,201610090den,den,WolfDe00,def_int_td,0,,,,,
player,201610090den,den,WolfDe00,def_int_long,0,,,,,
player,201610090den,den,WolfDe00,pass_defended,0,,,,,
player,201610090den,den,WolfDe00,sacks,0.5,,,,,
player,201610090den,den,WolfDe00,tackles_combined,3,,,,,
player,201610090den,den,WolfDe00,tackles_solo,1,,,,,
player,201610090den,den,WolfDe00,tackles_assists,2,,,,,
player,201610090den,den,WolfDe00,tackles_loss,0,,,,,
player,201610090den,den,WolfDe00,qb_hits,1,,,,,
player,201610090den,den,WolfDe00,fumbles_rec,0,,,,,
player,201610090den,den,WolfDe00,fumbles_rec_yds,0,,,,,
player,201610090den,den,WolfDe00,fumbles_rec_td,0,,,,,
player,201610090den,den,WolfDe00,fumbles_forced,0,,,,,
player,201610090den,den,WardT.99,def_int,0,,,,,
player,201610090den,den,WardT.99,def_int_yds,0,,,,,
player,201610090den,den,WardT.99,def_int_td,0,,,,,
player,201610090den,den,WardT.99,def_int_long,0,,,,,
player,201610090den,den,WardT.99,pass_defended,0,,,,,
player,201610090den,den,WardT.99,sacks,0.0,,,,,
player,201610090den,den,WardT.99,tackles_combined,8,,,,,
player,201610090den,den,WardT.99,tackles_solo,6,,,,,
player,201610090den,den,WardT.99,tackles_assists,2,,,,,
player,201610090den,den,WardT.99,tackles_loss,0,,,,,
player,201610090den,den,WardT.99,qb_hits,0,,,,,
player,201610090den,den,WardT.99,fumbles_rec,1,,,,,
player,201610090den,den,WardT.99,fumbles_rec_yds,0,,,,,
player,201610090den,den,WardT.99,fumbles_rec_td,0,,,,,
player,201610090den,den,WardT.99,fumbles_forced,1,,,,,
player,201610090den,den,DaviTo01,def_int,0,,,,,
player,201610090den,den,DaviTo01,def_int_yds,0,,,,,
player,201610090den,den,DaviTo01,def_int_td,0,,,,,
player,201610090den,den,DaviTo01,def_int_long,0,,,,,
player,201610090den,den,DaviTo01,pass_defended,0,,,,,
player,201610090den,den,DaviTo01,sacks,0.0,,,,,
player,201610090den,den,DaviTo01,tackles_combined,7,,,,,
player,201610090den,den,DaviTo01,tackles_solo,5,,,,,
player,201610090den,den,DaviTo01,tackles_assists,2,,,,,
player,201610090den,den,DaviTo01,tackles_loss,0,,,,,
player,201610090den,den,DaviTo01,qb_hits,1,,,,,
player,201610090den,den,DaviTo01,fumbles_rec,0,,,,,
player,201610090den,den,DaviTo01,fumbles_rec_yds,0,,,,,
player,201610090den,den,DaviTo01,fumbles_rec_td,0,,,,,
player,201610090den,den,DaviTo01,fumbles_forced,0,,,,,
player,201610090den,den,CricJa00,def_int,0,,,,,
player,201610090den,den,CricJa00,def_int_yds,0,,,,,
player,201610090den,den,CricJa00,def_int_td,0,,,,,
player,201610090den,den,CricJa00,def_int_long,0,,,,,
player,201610090den,den,CricJa00,pass_defended,0,,,,,
player,201610090den,den,CricJa00,sacks,0.0,,,,,
player,201610090den,den,CricJa00,tackles_combined,5,,,,,
player,201610090den,den,CricJa00,tackles_solo,3,,,,,
player,201610090den,den,CricJa00,tackles_assists,2,,,,,
player,201610090den,den,CricJa00,tackles_loss,0,,,,,
player,201610090den,den,CricJa00,qb_hits,0,,,,,
player,201610090den,den,CricJa00,fumbles_rec,0,,,,,
player,201610090den,den,CricJa00,fumbles_rec_yds,0,,,,,
player,201610090den,den,CricJa00,fumbles_rec_td,0,,,,,
player,201610090den,den,CricJa00,fumbles_forced,0,,,,,
player,201610090den,den,HarrCh01,def_int,0,,,,,
player,201610090den,den,HarrCh01,def_int_yds,0,,,,,
player,201610090den,den,HarrCh01,def_int_td,0,,,,,
player,201610090den,den,HarrCh01,def_int_long,0,,,,,
player,201610090den,den,HarrCh01,pass_defended,1,,,,,
player,201610090den,den,HarrCh01,sacks,0.0,,,,,
player,201610090den,den,HarrCh01,tackles_combined,5,,,,,
player,201610090den,den,HarrCh01,tackles_solo,4,,,,,
player,201610090den,den,HarrCh01,tackles_assists,1,,,,,
player,201610090den,den,HarrCh01,tackles_loss,0,,,,,
player,201610090den,den,HarrCh01,qb_hits,0,,,,,
player,201610090den,den,HarrCh01,fumbles_rec,0,,,,,
player,201610090den,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201610090den,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201610090den,den,HarrCh01,fumbles_forced,0,,,,,
player,201610090den,den,BarrSh00,def_int,0,,,,,
player,201610090den,den,BarrSh00,def_int_yds,0,,,,,
player,201610090den,den,BarrSh00,def_int_td,0,,,,,
player,201610090den,den,BarrSh00,def_int_long,0,,,,,
player,201610090den,den,BarrSh00,pass_defended,0,,,,,
player,201610090den,den,BarrSh00,sacks,0.0,,,,,
player,201610090den,den,BarrSh00,tackles_combined,3,,,,,
player,201610090den,den,BarrSh00,tackles_solo,2,,,,,
player,201610090den,den,BarrSh00,tackles_assists,1,,,,,
player,201610090den,den,BarrSh00,tackles_loss,0,,,,,
player,201610090den,den,BarrSh00,qb_hits,0,,,,,
player,201610090den,den,BarrSh00,fumbles_rec,0,,,,,
player,201610090den,den,BarrSh00,fumbles_rec_yds,0,,,,,
player,201610090den,den,BarrSh00,fumbles_rec_td,0,,,,,
player,201610090den,den,BarrSh00,fumbles_forced,0,,,,,
player,201610090den,den,MarsBr01,def_int,0,,,,,
player,201610090den,den,MarsBr01,def_int_yds,0,,,,,
player,201610090den,den,MarsBr01,def_int_td,0,,,,,
player,201610090den,den,MarsBr01,def_int_long,0,,,,,
player,201610090den,den,MarsBr01,pass_defended,0,,,,,
player,201610090den,den,MarsBr01,sacks,0.0,,,,,
player,201610090den,den,MarsBr01,tackles_combined,3,,,,,
player,201610090den,den,MarsBr01,tackles_solo,2,,,,,
player,201610090den,den,MarsBr01,tackles_assists,1,,,,,
player,201610090den,den,MarsBr01,tackles_loss,0,,,,,
player,201610090den,den,MarsBr01,qb_hits,0,,,,,
player,201610090den,den,MarsBr01,fumbles_rec,0,,,,,
player,201610090den,den,MarsBr01,fumbles_rec_yds,0,,,,,
player,201610090den,den,MarsBr01,fumbles_rec_td,0,,,,,
player,201610090den,den,MarsBr01,fumbles_forced,0,,,,,
player,201610090den,den,StewDa00,def_int,0,,,,,
player,201610090den,den,StewDa00,def_int_yds,0,,,,,
player,201610090den,den,StewDa00,def_int_td,0,,,,,
player,201610090den,den,StewDa00,def_int_long,0,,,,,
player,201610090den,den,StewDa00,pass_defended,0,,,,,
player,201610090den,den,StewDa00,sacks,0.0,,,,,
player,201610090den,den,StewDa00,tackles_combined,3,,,,,
player,201610090den,den,StewDa00,tackles_solo,2,,,,,
player,201610090den,den,StewDa00,tackles_assists,1,,,,,
player,201610090den,den,StewDa00,tackles_loss,0,,,,,
player,201610090den,den,StewDa00,qb_hits,1,,,,,
player,201610090den,den,StewDa00,fumbles_rec,0,,,,,
player,201610090den,den,StewDa00,fumbles_rec_yds,0,,,,,
player,201610090den,den,StewDa00,fumbles_rec_td,0,,,,,
player,201610090den,den,StewDa00,fumbles_forced,0,,,,,
player,201610090den,den,AndeZa01,def_int,0,,,,,
player,201610090den,den,AndeZa01,def_int_yds,0,,,,,
player,201610090den,den,AndeZa01,def_int_td,0,,,,,
player,201610090den,den,AndeZa01,def_int_long,0,,,,,
player,201610090den,den,AndeZa01,pass_defended,0,,,,,
player,201610090den,den,AndeZa01,sacks,0.0,,,,,
player,201610090den,den,AndeZa01,tackles_combined,2,,,,,
player,201610090den,den,AndeZa01,tackles_solo,1,,,,,
player,201610090den,den,AndeZa01,tackles_assists,1,,,,,
player,201610090den,den,AndeZa01,tackles_loss,0,,,,,
player,201610090den,den,AndeZa01,qb_hits,0,,,,,
player,201610090den,den,AndeZa01,fumbles_rec,0,,,,,
player,201610090den,den,AndeZa01,fumbles_rec_yds,0,,,,,
player,201610090den,den,AndeZa01,fumbles_rec_td,0,,,,,
player,201610090den,den,AndeZa01,fumbles_forced,0,,,,,
player,201610090den,den,NelsCo00,def_int,0,,,,,
player,201610090den,den,NelsCo00,def_int_yds,0,,,,,
player,201610090den,den,NelsCo00,def_int_td,0,,,,,
player,201610090den,den,NelsCo00,def_int_long,0,,,,,
player,201610090den,den,NelsCo00,pass_defended,0,,,,,
player,201610090den,den,NelsCo00,sacks,0.0,,,,,
player,201610090den,den,NelsCo00,tackles_combined,2,,,,,
player,201610090den,den,NelsCo00,tackles_solo,1,,,,,
player,201610090den,den,NelsCo00,tackles_assists,1,,,,,
player,201610090den,den,NelsCo00,tackles_loss,0,,,,,
player,201610090den,den,NelsCo00,qb_hits,0,,,,,
player,201610090den,den,NelsCo00,fumbles_rec,0,,,,,
player,201610090den,den,NelsCo00,fumbles_rec_yds,0,,,,,
player,201610090den,den,NelsCo00,fumbles_rec_td,0,,,,,
player,201610090den,den,NelsCo00,fumbles_forced,0,,,,,
player,201610090den,den,RobyBr00,def_int,0,,,,,
player,201610090den,den,RobyBr00,def_int_yds,0,,,,,
player,201610090den,den,RobyBr00,def_int_td,0,,,,,
player,201610090den,den,RobyBr00,def_int_long,0,,,,,
player,201610090den,den,RobyBr00,pass_defended,0,,,,,
player,201610090den,den,RobyBr00,sacks,0.0,,,,,
player,201610090den,den,RobyBr00,tackles_combined,2,,,,,
player,201610090den,den,RobyBr00,tackles_solo,2,,,,,
player,201610090den,den,RobyBr00,tackles_assists,0,,,,,
player,201610090den,den,RobyBr00,tackles_loss,0,,,,,
player,201610090den,den,RobyBr00,qb_hits,0,,,,,
player,201610090den,den,RobyBr00,fumbles_rec,0,,,,,
player,201610090den,den,RobyBr00,fumbles_rec_yds,0,,,,,
player,201610090den,den,RobyBr00,fumbles_rec_td,0,,,,,
player,201610090den,den,RobyBr00,fumbles_forced,0,,,,,
player,201610090den,den,TaliAq99,def_int,0,,,,,
