game,2016,3,20160926,201609260nor,atl,"Atlanta Falcons",45,nor,"New Orleans Saints",32
team,201609260nor,atl,First Downs,26,,,,,,
team,201609260nor,nor,First Downs,32,,,,,,
team,201609260nor,atl,Rush-Yds-TDs,31-217-3,,,,,,
team,201609260nor,nor,Rush-Yds-TDs,23-115-1,,,,,,
team,201609260nor,atl,Cmp-Att-Yd-TD-INT,20-30-240-2-0,,,,,,
team,201609260nor,nor,Cmp-Att-Yd-TD-INT,36-54-376-3-1,,,,,,
team,201609260nor,atl,Sacked-Yards,2-15,,,,,,
team,201609260nor,nor,Sacked-Yards,2-17,,,,,,
team,201609260nor,atl,Net Pass Yards,225,,,,,,
team,201609260nor,nor,Net Pass Yards,359,,,,,,
team,201609260nor,atl,Total Yards,442,,,,,,
team,201609260nor,nor,Total Yards,474,,,,,,
team,201609260nor,atl,Fumbles-Lost,0-0,,,,,,
team,201609260nor,nor,Fumbles-Lost,1-1,,,,,,
team,201609260nor,atl,Turnovers,0,,,,,,
team,201609260nor,nor,Turnovers,2,,,,,,
team,201609260nor,atl,Penalties-Yards,4-35,,,,,,
team,201609260nor,nor,Penalties-Yards,5-75,,,,,,
team,201609260nor,atl,Third Down Conv.,5-11,,,,,,
team,201609260nor,nor,Third Down Conv.,7-13,,,,,,
team,201609260nor,atl,Fourth Down Conv.,2-2,,,,,,
team,201609260nor,nor,Fourth Down Conv.,1-2,,,,,,
team,201609260nor,atl,Time of Possession,27:26,,,,,,
team,201609260nor,nor,Time of Possession,32:34,,,,,,
player,201609260nor,atl,RyanMa00,pass_cmp,20,,,,,
player,201609260nor,atl,RyanMa00,pass_att,30,,,,,
player,201609260nor,atl,RyanMa00,pass_yds,240,,,,,
player,201609260nor,atl,RyanMa00,pass_td,2,,,,,
player,201609260nor,atl,RyanMa00,pass_int,0,,,,,
player,201609260nor,atl,RyanMa00,pass_sacked,2,,,,,
player,201609260nor,atl,RyanMa00,pass_sacked_yds,15,,,,,
player,201609260nor,atl,RyanMa00,pass_long,34,,,,,
player,201609260nor,atl,RyanMa00,pass_rating,113.2,,,,,
player,201609260nor,atl,RyanMa00,rush_att,5,,,,,
player,201609260nor,atl,RyanMa00,rush_yds,23,,,,,
player,201609260nor,atl,RyanMa00,rush_td,0,,,,,
player,201609260nor,atl,RyanMa00,rush_long,18,,,,,
player,201609260nor,atl,RyanMa00,targets,0,,,,,
player,201609260nor,atl,RyanMa00,rec,0,,,,,
player,201609260nor,atl,RyanMa00,rec_yds,0,,,,,
player,201609260nor,atl,RyanMa00,rec_td,0,,,,,
player,201609260nor,atl,RyanMa00,rec_long,0,,,,,
player,201609260nor,atl,RyanMa00,fumbles,0,,,,,
player,201609260nor,atl,RyanMa00,fumbles_lost,0,,,,,
player,201609260nor,atl,FreeDe00,pass_cmp,0,,,,,
player,201609260nor,atl,FreeDe00,pass_att,0,,,,,
player,201609260nor,atl,FreeDe00,pass_yds,0,,,,,
player,201609260nor,atl,FreeDe00,pass_td,0,,,,,
player,201609260nor,atl,FreeDe00,pass_int,0,,,,,
player,201609260nor,atl,FreeDe00,pass_sacked,0,,,,,
player,201609260nor,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201609260nor,atl,FreeDe00,pass_long,0,,,,,
player,201609260nor,atl,FreeDe00,pass_rating,,,,,,
player,201609260nor,atl,FreeDe00,rush_att,14,,,,,
player,201609260nor,atl,FreeDe00,rush_yds,152,,,,,
player,201609260nor,atl,FreeDe00,rush_td,0,,,,,
player,201609260nor,atl,FreeDe00,rush_long,48,,,,,
player,201609260nor,atl,FreeDe00,targets,5,,,,,
player,201609260nor,atl,FreeDe00,rec,5,,,,,
player,201609260nor,atl,FreeDe00,rec_yds,55,,,,,
player,201609260nor,atl,FreeDe00,rec_td,1,,,,,
player,201609260nor,atl,FreeDe00,rec_long,26,,,,,
