game,2016,6,20161016,201610160htx,clt,"Indianapolis Colts",23,htx,"Houston Texans",26
team,201610160htx,clt,First Downs,19,,,,,,
team,201610160htx,htx,First Downs,26,,,,,,
team,201610160htx,clt,Rush-Yds-TDs,32-161-1,,,,,,
team,201610160htx,htx,Rush-Yds-TDs,28-158-1,,,,,,
team,201610160htx,clt,Cmp-Att-Yd-TD-INT,21-32-252-1-1,,,,,,
team,201610160htx,htx,Cmp-Att-Yd-TD-INT,25-39-269-2-1,,,,,,
team,201610160htx,clt,Sacked-Yards,3-21,,,,,,
team,201610160htx,htx,Sacked-Yards,1-13,,,,,,
team,201610160htx,clt,Net Pass Yards,231,,,,,,
team,201610160htx,htx,Net Pass Yards,256,,,,,,
team,201610160htx,clt,Total Yards,392,,,,,,
team,201610160htx,htx,Total Yards,414,,,,,,
team,201610160htx,clt,Fumbles-Lost,0-0,,,,,,
team,201610160htx,htx,Fumbles-Lost,1-0,,,,,,
team,201610160htx,clt,Turnovers,1,,,,,,
team,201610160htx,htx,Turnovers,1,,,,,,
team,201610160htx,clt,Penalties-Yards,7-42,,,,,,
team,201610160htx,htx,Penalties-Yards,7-59,,,,,,
team,201610160htx,clt,Third Down Conv.,5-14,,,,,,
team,201610160htx,htx,Third Down Conv.,5-11,,,,,,
team,201610160htx,clt,Fourth Down Conv.,0-1,,,,,,
team,201610160htx,htx,Fourth Down Conv.,0-0,,,,,,
team,201610160htx,clt,Time of Possession,36:33,,,,,,
team,201610160htx,htx,Time of Possession,30:17,,,,,,
player,201610160htx,clt,LuckAn00,pass_cmp,21,,,,,
player,201610160htx,clt,LuckAn00,pass_att,32,,,,,
player,201610160htx,clt,LuckAn00,pass_yds,252,,,,,
player,201610160htx,clt,LuckAn00,pass_td,1,,,,,
player,201610160htx,clt,LuckAn00,pass_int,1,,,,,
player,201610160htx,clt,LuckAn00,pass_sacked,3,,,,,
player,201610160htx,clt,LuckAn00,pass_sacked_yds,21,,,,,
player,201610160htx,clt,LuckAn00,pass_long,36,,,,,
player,201610160htx,clt,LuckAn00,pass_rating,87.0,,,,,
player,201610160htx,clt,LuckAn00,rush_att,7,,,,,
player,201610160htx,clt,LuckAn00,rush_yds,53,,,,,
player,201610160htx,clt,LuckAn00,rush_td,1,,,,,
player,201610160htx,clt,LuckAn00,rush_long,24,,,,,
player,201610160htx,clt,LuckAn00,targets,0,,,,,
player,201610160htx,clt,LuckAn00,rec,0,,,,,
player,201610160htx,clt,LuckAn00,rec_yds,0,,,,,
player,201610160htx,clt,LuckAn00,rec_td,0,,,,,
