game,2016,7,20161023,201610230atl,sdg,"San Diego Chargers",33,atl,"Atlanta Falcons",30
player,201610230atl,atl,HoopAu00,tackles_combined,1,,,,,
player,201610230atl,atl,HoopAu00,tackles_solo,0,,,,,
player,201610230atl,atl,HoopAu00,tackles_assists,1,,,,,
player,201610230atl,atl,HoopAu00,tackles_loss,0,,,,,
player,201610230atl,atl,HoopAu00,qb_hits,0,,,,,
player,201610230atl,atl,HoopAu00,fumbles_rec,0,,,,,
player,201610230atl,atl,HoopAu00,fumbles_rec_yds,0,,,,,
player,201610230atl,atl,HoopAu00,fumbles_rec_td,0,,,,,
player,201610230atl,atl,HoopAu00,fumbles_forced,0,,,,,
player,201610230atl,atl,JarrGr00,def_int,0,,,,,
player,201610230atl,atl,JarrGr00,def_int_yds,0,,,,,
player,201610230atl,atl,JarrGr00,def_int_td,0,,,,,
player,201610230atl,atl,JarrGr00,def_int_long,0,,,,,
player,201610230atl,atl,JarrGr00,pass_defended,0,,,,,
player,201610230atl,atl,JarrGr00,sacks,0.0,,,,,
player,201610230atl,atl,JarrGr00,tackles_combined,1,,,,,
player,201610230atl,atl,JarrGr00,tackles_solo,0,,,,,
player,201610230atl,atl,JarrGr00,tackles_assists,1,,,,,
player,201610230atl,atl,JarrGr00,tackles_loss,0,,,,,
player,201610230atl,atl,JarrGr00,qb_hits,0,,,,,
player,201610230atl,atl,JarrGr00,fumbles_rec,0,,,,,
player,201610230atl,atl,JarrGr00,fumbles_rec_yds,0,,,,,
player,201610230atl,atl,JarrGr00,fumbles_rec_td,0,,,,,
player,201610230atl,atl,JarrGr00,fumbles_forced,0,,,,,
player,201610230atl,atl,ReynLa00,def_int,0,,,,,
player,201610230atl,atl,ReynLa00,def_int_yds,0,,,,,
player,201610230atl,atl,ReynLa00,def_int_td,0,,,,,
player,201610230atl,atl,ReynLa00,def_int_long,0,,,,,
player,201610230atl,atl,ReynLa00,pass_defended,0,,,,,
player,201610230atl,atl,ReynLa00,sacks,0.0,,,,,
player,201610230atl,atl,ReynLa00,tackles_combined,1,,,,,
player,201610230atl,atl,ReynLa00,tackles_solo,0,,,,,
player,201610230atl,atl,ReynLa00,tackles_assists,1,,,,,
player,201610230atl,atl,ReynLa00,tackles_loss,0,,,,,
player,201610230atl,atl,ReynLa00,qb_hits,0,,,,,
player,201610230atl,atl,ReynLa00,fumbles_rec,0,,,,,
player,201610230atl,atl,ReynLa00,fumbles_rec_yds,0,,,,,
player,201610230atl,atl,ReynLa00,fumbles_rec_td,0,,,,,
player,201610230atl,atl,ReynLa00,fumbles_forced,0,,,,,
player,201610230atl,atl,TrufDe00,def_int,0,,,,,
player,201610230atl,atl,TrufDe00,def_int_yds,0,,,,,
player,201610230atl,atl,TrufDe00,def_int_td,0,,,,,
player,201610230atl,atl,TrufDe00,def_int_long,0,,,,,
player,201610230atl,atl,TrufDe00,pass_defended,1,,,,,
player,201610230atl,atl,TrufDe00,sacks,0.0,,,,,
player,201610230atl,atl,TrufDe00,tackles_combined,1,,,,,
player,201610230atl,atl,TrufDe00,tackles_solo,1,,,,,
player,201610230atl,atl,TrufDe00,tackles_assists,0,,,,,
player,201610230atl,atl,TrufDe00,tackles_loss,0,,,,,
player,201610230atl,atl,TrufDe00,qb_hits,0,,,,,
player,201610230atl,atl,TrufDe00,fumbles_rec,0,,,,,
player,201610230atl,atl,TrufDe00,fumbles_rec_yds,0,,,,,
player,201610230atl,atl,TrufDe00,fumbles_rec_td,0,,,,,
player,201610230atl,atl,TrufDe00,fumbles_forced,0,,,,,
player,201610230atl,atl,BabiJo20,def_int,0,,,,,
player,201610230atl,atl,BabiJo20,def_int_yds,0,,,,,
player,201610230atl,atl,BabiJo20,def_int_td,0,,,,,
player,201610230atl,atl,BabiJo20,def_int_long,0,,,,,
player,201610230atl,atl,BabiJo20,pass_defended,1,,,,,
player,201610230atl,atl,BabiJo20,sacks,0.0,,,,,
player,201610230atl,atl,BabiJo20,tackles_combined,0,,,,,
player,201610230atl,atl,BabiJo20,tackles_solo,0,,,,,
player,201610230atl,atl,BabiJo20,tackles_assists,0,,,,,
player,201610230atl,atl,BabiJo20,tackles_loss,0,,,,,
player,201610230atl,atl,BabiJo20,qb_hits,0,,,,,
player,201610230atl,atl,BabiJo20,fumbles_rec,0,,,,,
player,201610230atl,atl,BabiJo20,fumbles_rec_yds,0,,,,,
player,201610230atl,atl,BabiJo20,fumbles_rec_td,0,,,,,
player,201610230atl,atl,BabiJo20,fumbles_forced,0,,,,,
player,201610230atl,sdg,WhalGr00,kick_ret,2,,,,,
player,201610230atl,sdg,WhalGr00,kick_ret_yds,19,,,,,
player,201610230atl,sdg,WhalGr00,kick_ret_yds_per_ret,9.5,,,,,
player,201610230atl,sdg,WhalGr00,kick_ret_td,0,,,,,
player,201610230atl,sdg,WhalGr00,kick_ret_long,19,,,,,
player,201610230atl,sdg,WhalGr00,punt_ret,0,,,,,
player,201610230atl,sdg,WhalGr00,punt_ret_yds,0,,,,,
player,201610230atl,sdg,WhalGr00,punt_ret_yds_per_ret,,,,,,
player,201610230atl,sdg,WhalGr00,punt_ret_td,0,,,,,
player,201610230atl,sdg,WhalGr00,punt_ret_long,0,,,,,
player,201610230atl,atl,WeemEr00,kick_ret,0,,,,,
player,201610230atl,atl,WeemEr00,kick_ret_yds,0,,,,,
player,201610230atl,atl,WeemEr00,kick_ret_yds_per_ret,,,,,,
player,201610230atl,atl,WeemEr00,kick_ret_td,0,,,,,
player,201610230atl,atl,WeemEr00,kick_ret_long,0,,,,,
player,201610230atl,atl,WeemEr00,punt_ret,1,,,,,
player,201610230atl,atl,WeemEr00,punt_ret_yds,0,,,,,
player,201610230atl,atl,WeemEr00,punt_ret_yds_per_ret,0.0,,,,,
player,201610230atl,atl,WeemEr00,punt_ret_td,0,,,,,
player,201610230atl,atl,WeemEr00,punt_ret_long,0,,,,,
player,201610230atl,atl,DiMaPa00,kick_ret,1,,,,,
player,201610230atl,atl,DiMaPa00,kick_ret_yds,14,,,,,
player,201610230atl,atl,DiMaPa00,kick_ret_yds_per_ret,14.0,,,,,
player,201610230atl,atl,DiMaPa00,kick_ret_td,0,,,,,
player,201610230atl,atl,DiMaPa00,kick_ret_long,14,,,,,
player,201610230atl,atl,DiMaPa00,punt_ret,0,,,,,
player,201610230atl,atl,DiMaPa00,punt_ret_yds,0,,,,,
player,201610230atl,atl,DiMaPa00,punt_ret_yds_per_ret,,,,,,
player,201610230atl,atl,DiMaPa00,punt_ret_td,0,,,,,
player,201610230atl,atl,DiMaPa00,punt_ret_long,0,,,,,
player,201610230atl,sdg,LambJo00,xpm,3,,,,,
player,201610230atl,sdg,LambJo00,xpa,3,,,,,
player,201610230atl,sdg,LambJo00,fgm,4,,,,,
player,201610230atl,sdg,LambJo00,fga,4,,,,,
player,201610230atl,sdg,LambJo00,punt,0,,,,,
player,201610230atl,sdg,LambJo00,punt_yds,0,,,,,
player,201610230atl,sdg,LambJo00,punt_yds_per_punt,,,,,,
player,201610230atl,sdg,LambJo00,punt_long,0,,,,,
player,201610230atl,sdg,KaseDr00,xpm,,,,,,
player,201610230atl,sdg,KaseDr00,xpa,,,,,,
player,201610230atl,sdg,KaseDr00,fgm,,,,,,
player,201610230atl,sdg,KaseDr00,fga,,,,,,
player,201610230atl,sdg,KaseDr00,punt,2,,,,,
player,201610230atl,sdg,KaseDr00,punt_yds,91,,,,,
player,201610230atl,sdg,KaseDr00,punt_yds_per_punt,45.5,,,,,
player,201610230atl,sdg,KaseDr00,punt_long,48,,,,,
player,201610230atl,atl,bryanmat01,xpm,3,,,,,
player,201610230atl,atl,bryanmat01,xpa,3,,,,,
player,201610230atl,atl,bryanmat01,fgm,3,,,,,
player,201610230atl,atl,bryanmat01,fga,4,,,,,
player,201610230atl,atl,bryanmat01,punt,0,,,,,
player,201610230atl,atl,bryanmat01,punt_yds,0,,,,,
player,201610230atl,atl,bryanmat01,punt_yds_per_punt,,,,,,
player,201610230atl,atl,bryanmat01,punt_long,0,,,,,
player,201610230atl,atl,BoshMa00,xpm,,,,,,
player,201610230atl,atl,BoshMa00,xpa,,,,,,
player,201610230atl,atl,BoshMa00,fgm,,,,,,
player,201610230atl,atl,BoshMa00,fga,,,,,,
player,201610230atl,atl,BoshMa00,punt,2,,,,,
player,201610230atl,atl,BoshMa00,punt_yds,101,,,,,
player,201610230atl,atl,BoshMa00,punt_yds_per_punt,50.5,,,,,
player,201610230atl,atl,BoshMa00,punt_long,58,,,,,
player,201610230atl,atl,MattJa00,pos,T,,,,,
player,201610230atl,atl,MattJa00,offense,65,,,,,
player,201610230atl,atl,MattJa00,off_pct,100%,,,,,
player,201610230atl,atl,MattJa00,defense,0,,,,,
player,201610230atl,atl,MattJa00,def_pct,0%,,,,,
player,201610230atl,atl,MattJa00,special_teams,7,,,,,
player,201610230atl,atl,MattJa00,st_pct,21%,,,,,
player,201610230atl,atl,SchrRy00,pos,T,,,,,
player,201610230atl,atl,SchrRy00,offense,65,,,,,
player,201610230atl,atl,SchrRy00,off_pct,100%,,,,,
player,201610230atl,atl,SchrRy00,defense,0,,,,,
player,201610230atl,atl,SchrRy00,def_pct,0%,,,,,
player,201610230atl,atl,SchrRy00,special_teams,7,,,,,
player,201610230atl,atl,SchrRy00,st_pct,21%,,,,,
player,201610230atl,atl,ChesCh21,pos,G,,,,,
player,201610230atl,atl,ChesCh21,offense,65,,,,,
player,201610230atl,atl,ChesCh21,off_pct,100%,,,,,
player,201610230atl,atl,ChesCh21,defense,0,,,,,
player,201610230atl,atl,ChesCh21,def_pct,0%,,,,,
player,201610230atl,atl,ChesCh21,special_teams,7,,,,,
player,201610230atl,atl,ChesCh21,st_pct,21%,,,,,
player,201610230atl,atl,LeviAn20,pos,G,,,,,
player,201610230atl,atl,LeviAn20,offense,65,,,,,
player,201610230atl,atl,LeviAn20,off_pct,100%,,,,,
player,201610230atl,atl,LeviAn20,defense,0,,,,,
player,201610230atl,atl,LeviAn20,def_pct,0%,,,,,
player,201610230atl,atl,LeviAn20,special_teams,7,,,,,
player,201610230atl,atl,LeviAn20,st_pct,21%,,,,,
player,201610230atl,atl,MackAl20,pos,C,,,,,
player,201610230atl,atl,MackAl20,offense,65,,,,,
player,201610230atl,atl,MackAl20,off_pct,100%,,,,,
player,201610230atl,atl,MackAl20,defense,0,,,,,
player,201610230atl,atl,MackAl20,def_pct,0%,,,,,
player,201610230atl,atl,MackAl20,special_teams,0,,,,,
player,201610230atl,atl,MackAl20,st_pct,0%,,,,,
player,201610230atl,atl,RyanMa00,pos,QB,,,,,
player,201610230atl,atl,RyanMa00,offense,65,,,,,
player,201610230atl,atl,RyanMa00,off_pct,100%,,,,,
player,201610230atl,atl,RyanMa00,defense,0,,,,,
player,201610230atl,atl,RyanMa00,def_pct,0%,,,,,
player,201610230atl,atl,RyanMa00,special_teams,0,,,,,
player,201610230atl,atl,RyanMa00,st_pct,0%,,,,,
player,201610230atl,atl,JoneJu02,pos,WR,,,,,
player,201610230atl,atl,JoneJu02,offense,57,,,,,
player,201610230atl,atl,JoneJu02,off_pct,88%,,,,,
player,201610230atl,atl,JoneJu02,defense,0,,,,,
player,201610230atl,atl,JoneJu02,def_pct,0%,,,,,
player,201610230atl,atl,JoneJu02,special_teams,1,,,,,
player,201610230atl,atl,JoneJu02,st_pct,3%,,,,,
player,201610230atl,atl,SanuMo00,pos,WR,,,,,
player,201610230atl,atl,SanuMo00,offense,51,,,,,
player,201610230atl,atl,SanuMo00,off_pct,78%,,,,,
player,201610230atl,atl,SanuMo00,defense,0,,,,,
player,201610230atl,atl,SanuMo00,def_pct,0%,,,,,
player,201610230atl,atl,SanuMo00,special_teams,1,,,,,
player,201610230atl,atl,SanuMo00,st_pct,3%,,,,,
player,201610230atl,atl,TammJa00,pos,TE,,,,,
player,201610230atl,atl,TammJa00,offense,49,,,,,
player,201610230atl,atl,TammJa00,off_pct,75%,,,,,
player,201610230atl,atl,TammJa00,defense,0,,,,,
player,201610230atl,atl,TammJa00,def_pct,0%,,,,,
player,201610230atl,atl,TammJa00,special_teams,1,,,,,
player,201610230atl,atl,TammJa00,st_pct,3%,,,,,
player,201610230atl,atl,FreeDe00,pos,RB,,,,,
player,201610230atl,atl,FreeDe00,offense,49,,,,,
player,201610230atl,atl,FreeDe00,off_pct,75%,,,,,
player,201610230atl,atl,FreeDe00,defense,0,,,,,
player,201610230atl,atl,FreeDe00,def_pct,0%,,,,,
player,201610230atl,atl,FreeDe00,special_teams,0,,,,,
player,201610230atl,atl,FreeDe00,st_pct,0%,,,,,
player,201610230atl,atl,ToilLe00,pos,TE,,,,,
player,201610230atl,atl,ToilLe00,offense,33,,,,,
player,201610230atl,atl,ToilLe00,off_pct,51%,,,,,
player,201610230atl,atl,ToilLe00,defense,0,,,,,
player,201610230atl,atl,ToilLe00,def_pct,0%,,,,,
player,201610230atl,atl,ToilLe00,special_teams,10,,,,,
player,201610230atl,atl,ToilLe00,st_pct,30%,,,,,
player,201610230atl,atl,HardJu00,pos,WR,,,,,
player,201610230atl,atl,HardJu00,offense,32,,,,,
player,201610230atl,atl,HardJu00,off_pct,49%,,,,,
player,201610230atl,atl,HardJu00,defense,0,,,,,
player,201610230atl,atl,HardJu00,def_pct,0%,,,,,
player,201610230atl,atl,HardJu00,special_teams,17,,,,,
player,201610230atl,atl,HardJu00,st_pct,52%,,,,,
player,201610230atl,atl,HoopAu00,pos,TE,,,,,
player,201610230atl,atl,HoopAu00,offense,15,,,,,
player,201610230atl,atl,HoopAu00,off_pct,23%,,,,,
player,201610230atl,atl,HoopAu00,defense,0,,,,,
player,201610230atl,atl,HoopAu00,def_pct,0%,,,,,
player,201610230atl,atl,HoopAu00,special_teams,17,,,,,
player,201610230atl,atl,HoopAu00,st_pct,52%,,,,,
player,201610230atl,atl,DiMaPa00,pos,FB,,,,,
player,201610230atl,atl,DiMaPa00,offense,15,,,,,
player,201610230atl,atl,DiMaPa00,off_pct,23%,,,,,
player,201610230atl,atl,DiMaPa00,defense,0,,,,,
player,201610230atl,atl,DiMaPa00,def_pct,0%,,,,,
player,201610230atl,atl,DiMaPa00,special_teams,10,,,,,
player,201610230atl,atl,DiMaPa00,st_pct,30%,,,,,
player,201610230atl,atl,ColeTe01,pos,RB,,,,,
player,201610230atl,atl,ColeTe01,offense,14,,,,,
player,201610230atl,atl,ColeTe01,off_pct,22%,,,,,
player,201610230atl,atl,ColeTe01,defense,0,,,,,
player,201610230atl,atl,ColeTe01,def_pct,0%,,,,,
player,201610230atl,atl,ColeTe01,special_teams,0,,,,,
player,201610230atl,atl,ColeTe01,st_pct,0%,,,,,
player,201610230atl,atl,RobiAl00,pos,WR,,,,,
player,201610230atl,atl,RobiAl00,offense,10,,,,,
player,201610230atl,atl,RobiAl00,off_pct,15%,,,,,
player,201610230atl,atl,RobiAl00,defense,0,,,,,
player,201610230atl,atl,RobiAl00,def_pct,0%,,,,,
player,201610230atl,atl,RobiAl00,special_teams,2,,,,,
player,201610230atl,atl,RobiAl00,st_pct,6%,,,,,
player,201610230atl,atl,TrufDe00,pos,CB,,,,,
player,201610230atl,atl,TrufDe00,offense,0,,,,,
player,201610230atl,atl,TrufDe00,off_pct,0%,,,,,
player,201610230atl,atl,TrufDe00,defense,75,,,,,
player,201610230atl,atl,TrufDe00,def_pct,100%,,,,,
player,201610230atl,atl,TrufDe00,special_teams,9,,,,,
player,201610230atl,atl,TrufDe00,st_pct,27%,,,,,
player,201610230atl,atl,AlfoRo00,pos,CB,,,,,
player,201610230atl,atl,AlfoRo00,offense,0,,,,,
player,201610230atl,atl,AlfoRo00,off_pct,0%,,,,,
player,201610230atl,atl,AlfoRo00,defense,75,,,,,
player,201610230atl,atl,AlfoRo00,def_pct,100%,,,,,
player,201610230atl,atl,AlfoRo00,special_teams,8,,,,,
player,201610230atl,atl,AlfoRo00,st_pct,24%,,,,,
player,201610230atl,atl,CampDe00,pos,LB,,,,,
player,201610230atl,atl,CampDe00,offense,0,,,,,
player,201610230atl,atl,CampDe00,off_pct,0%,,,,,
player,201610230atl,atl,CampDe00,defense,75,,,,,
player,201610230atl,atl,CampDe00,def_pct,100%,,,,,
player,201610230atl,atl,CampDe00,special_teams,6,,,,,
player,201610230atl,atl,CampDe00,st_pct,18%,,,,,
player,201610230atl,atl,AlleRi00,pos,SS,,,,,
player,201610230atl,atl,AlleRi00,offense,0,,,,,
player,201610230atl,atl,AlleRi00,off_pct,0%,,,,,
player,201610230atl,atl,AlleRi00,defense,75,,,,,
player,201610230atl,atl,AlleRi00,def_pct,100%,,,,,
player,201610230atl,atl,AlleRi00,special_teams,1,,,,,
player,201610230atl,atl,AlleRi00,st_pct,3%,,,,,
player,201610230atl,atl,JoneDe01,pos,LB,,,,,
player,201610230atl,atl,JoneDe01,offense,0,,,,,
player,201610230atl,atl,JoneDe01,off_pct,0%,,,,,
player,201610230atl,atl,JoneDe01,defense,75,,,,,
player,201610230atl,atl,JoneDe01,def_pct,100%,,,,,
player,201610230atl,atl,JoneDe01,special_teams,0,,,,,
player,201610230atl,atl,JoneDe01,st_pct,0%,,,,,
player,201610230atl,atl,NealKe01,pos,FS,,,,,
player,201610230atl,atl,NealKe01,offense,0,,,,,
player,201610230atl,atl,NealKe01,off_pct,0%,,,,,
player,201610230atl,atl,NealKe01,defense,74,,,,,
player,201610230atl,atl,NealKe01,def_pct,99%,,,,,
player,201610230atl,atl,NealKe01,special_teams,0,,,,,
player,201610230atl,atl,NealKe01,st_pct,0%,,,,,
player,201610230atl,atl,PoolBr01,pos,CB,,,,,
player,201610230atl,atl,PoolBr01,offense,0,,,,,
player,201610230atl,atl,PoolBr01,off_pct,0%,,,,,
player,201610230atl,atl,PoolBr01,defense,47,,,,,
player,201610230atl,atl,PoolBr01,def_pct,63%,,,,,
player,201610230atl,atl,PoolBr01,special_teams,15,,,,,
player,201610230atl,atl,PoolBr01,st_pct,45%,,,,,
player,201610230atl,atl,ClayAd00,pos,DE,,,,,
player,201610230atl,atl,ClayAd00,offense,0,,,,,
player,201610230atl,atl,ClayAd00,off_pct,0%,,,,,
player,201610230atl,atl,ClayAd00,defense,44,,,,,
player,201610230atl,atl,ClayAd00,def_pct,59%,,,,,
player,201610230atl,atl,ClayAd00,special_teams,0,,,,,
player,201610230atl,atl,ClayAd00,st_pct,0%,,,,,
player,201610230atl,atl,JarrGr00,pos,DT,,,,,
player,201610230atl,atl,JarrGr00,offense,0,,,,,
player,201610230atl,atl,JarrGr00,off_pct,0%,,,,,
player,201610230atl,atl,JarrGr00,defense,43,,,,,
player,201610230atl,atl,JarrGr00,def_pct,57%,,,,,
player,201610230atl,atl,JarrGr00,special_teams,7,,,,,
player,201610230atl,atl,JarrGr00,st_pct,21%,,,,,
player,201610230atl,atl,BeasVi00,pos,LB,,,,,
player,201610230atl,atl,BeasVi00,offense,0,,,,,
player,201610230atl,atl,BeasVi00,off_pct,0%,,,,,
player,201610230atl,atl,BeasVi00,defense,43,,,,,
player,201610230atl,atl,BeasVi00,def_pct,57%,,,,,
player,201610230atl,atl,BeasVi00,special_teams,0,,,,,
player,201610230atl,atl,BeasVi00,st_pct,0%,,,,,
player,201610230atl,atl,ReedBr00,pos,DE,,,,,
player,201610230atl,atl,ReedBr00,offense,0,,,,,
player,201610230atl,atl,ReedBr00,off_pct,0%,,,,,
player,201610230atl,atl,ReedBr00,defense,33,,,,,
player,201610230atl,atl,ReedBr00,def_pct,44%,,,,,
player,201610230atl,atl,ReedBr00,special_teams,26,,,,,
player,201610230atl,atl,ReedBr00,st_pct,79%,,,,,
player,201610230atl,atl,UpshCo00,pos,DT,,,,,
player,201610230atl,atl,UpshCo00,offense,0,,,,,
player,201610230atl,atl,UpshCo00,off_pct,0%,,,,,
player,201610230atl,atl,UpshCo00,defense,33,,,,,
player,201610230atl,atl,UpshCo00,def_pct,44%,,,,,
player,201610230atl,atl,UpshCo00,special_teams,0,,,,,
player,201610230atl,atl,UpshCo00,st_pct,0%,,,,,
player,201610230atl,atl,JackTy98,pos,DE,,,,,
player,201610230atl,atl,JackTy98,offense,0,,,,,
player,201610230atl,atl,JackTy98,off_pct,0%,,,,,
player,201610230atl,atl,JackTy98,defense,28,,,,,
player,201610230atl,atl,JackTy98,def_pct,37%,,,,,
player,201610230atl,atl,JackTy98,special_teams,7,,,,,
player,201610230atl,atl,JackTy98,st_pct,21%,,,,,
player,201610230atl,atl,WheePh99,pos,LB,,,,,
player,201610230atl,atl,WheePh99,offense,0,,,,,
player,201610230atl,atl,WheePh99,off_pct,0%,,,,,
player,201610230atl,atl,WheePh99,defense,24,,,,,
player,201610230atl,atl,WheePh99,def_pct,32%,,,,,
player,201610230atl,atl,WheePh99,special_teams,7,,,,,
player,201610230atl,atl,WheePh99,st_pct,21%,,,,,
player,201610230atl,atl,HageRa00,pos,DT,,,,,
player,201610230atl,atl,HageRa00,offense,0,,,,,
player,201610230atl,atl,HageRa00,off_pct,0%,,,,,
player,201610230atl,atl,HageRa00,defense,24,,,,,
player,201610230atl,atl,HageRa00,def_pct,32%,,,,,
player,201610230atl,atl,HageRa00,special_teams,7,,,,,
player,201610230atl,atl,HageRa00,st_pct,21%,,,,,
player,201610230atl,atl,BabiJo20,pos,DT,,,,,
player,201610230atl,atl,BabiJo20,offense,0,,,,,
player,201610230atl,atl,BabiJo20,off_pct,0%,,,,,
player,201610230atl,atl,BabiJo20,defense,23,,,,,
player,201610230atl,atl,BabiJo20,def_pct,31%,,,,,
player,201610230atl,atl,BabiJo20,special_teams,7,,,,,
player,201610230atl,atl,BabiJo20,st_pct,21%,,,,,
player,201610230atl,atl,FreeDw00,pos,DE,,,,,
player,201610230atl,atl,FreeDw00,offense,0,,,,,
player,201610230atl,atl,FreeDw00,off_pct,0%,,,,,
player,201610230atl,atl,FreeDw00,defense,21,,,,,
player,201610230atl,atl,FreeDw00,def_pct,28%,,,,,
player,201610230atl,atl,FreeDw00,special_teams,0,,,,,
player,201610230atl,atl,FreeDw00,st_pct,0%,,,,,
player,201610230atl,atl,MattCl01,pos,DE,,,,,
player,201610230atl,atl,MattCl01,offense,0,,,,,
player,201610230atl,atl,MattCl01,off_pct,0%,,,,,
player,201610230atl,atl,MattCl01,defense,9,,,,,
player,201610230atl,atl,MattCl01,def_pct,12%,,,,,
player,201610230atl,atl,MattCl01,special_teams,0,,,,,
player,201610230atl,atl,MattCl01,st_pct,0%,,,,,
player,201610230atl,atl,GarlBe00,pos,C,,,,,
player,201610230atl,atl,GarlBe00,offense,0,,,,,
player,201610230atl,atl,GarlBe00,off_pct,0%,,,,,
player,201610230atl,atl,GarlBe00,defense,2,,,,,
player,201610230atl,atl,GarlBe00,def_pct,3%,,,,,
player,201610230atl,atl,GarlBe00,special_teams,14,,,,,
player,201610230atl,atl,GarlBe00,st_pct,42%,,,,,
player,201610230atl,atl,IshmKe00,pos,FS,,,,,
player,201610230atl,atl,IshmKe00,offense,0,,,,,
player,201610230atl,atl,IshmKe00,off_pct,0%,,,,,
player,201610230atl,atl,IshmKe00,defense,1,,,,,
player,201610230atl,atl,IshmKe00,def_pct,1%,,,,,
player,201610230atl,atl,IshmKe00,special_teams,18,,,,,
player,201610230atl,atl,IshmKe00,st_pct,55%,,,,,
player,201610230atl,atl,WorrPa00,pos,LB,,,,,
player,201610230atl,atl,WorrPa00,offense,0,,,,,
player,201610230atl,atl,WorrPa00,off_pct,0%,,,,,
player,201610230atl,atl,WorrPa00,defense,0,,,,,
player,201610230atl,atl,WorrPa00,def_pct,0%,,,,,
player,201610230atl,atl,WorrPa00,special_teams,25,,,,,
player,201610230atl,atl,WorrPa00,st_pct,76%,,,,,
player,201610230atl,atl,WeemEr00,pos,WR,,,,,
player,201610230atl,atl,WeemEr00,offense,0,,,,,
player,201610230atl,atl,WeemEr00,off_pct,0%,,,,,
player,201610230atl,atl,WeemEr00,defense,0,,,,,
player,201610230atl,atl,WeemEr00,def_pct,0%,,,,,
player,201610230atl,atl,WeemEr00,special_teams,19,,,,,
player,201610230atl,atl,WeemEr00,st_pct,58%,,,,,
player,201610230atl,atl,TherRo00,pos,SS,,,,,
player,201610230atl,atl,TherRo00,offense,0,,,,,
player,201610230atl,atl,TherRo00,off_pct,0%,,,,,
player,201610230atl,atl,TherRo00,defense,0,,,,,
player,201610230atl,atl,TherRo00,def_pct,0%,,,,,
player,201610230atl,atl,TherRo00,special_teams,18,,,,,
player,201610230atl,atl,TherRo00,st_pct,55%,,,,,
player,201610230atl,atl,ReynLa00,pos,LB,,,,,
player,201610230atl,atl,ReynLa00,offense,0,,,,,
player,201610230atl,atl,ReynLa00,off_pct,0%,,,,,
player,201610230atl,atl,ReynLa00,defense,0,,,,,
player,201610230atl,atl,ReynLa00,def_pct,0%,,,,,
player,201610230atl,atl,ReynLa00,special_teams,18,,,,,
player,201610230atl,atl,ReynLa00,st_pct,55%,,,,,
player,201610230atl,atl,CollJa02,pos,CB,,,,,
player,201610230atl,atl,CollJa02,offense,0,,,,,
player,201610230atl,atl,CollJa02,off_pct,0%,,,,,
player,201610230atl,atl,CollJa02,defense,0,,,,,
player,201610230atl,atl,CollJa02,def_pct,0%,,,,,
player,201610230atl,atl,CollJa02,special_teams,17,,,,,
player,201610230atl,atl,CollJa02,st_pct,52%,,,,,
player,201610230atl,atl,BoshMa00,pos,P,,,,,
player,201610230atl,atl,BoshMa00,offense,0,,,,,
player,201610230atl,atl,BoshMa00,off_pct,0%,,,,,
player,201610230atl,atl,BoshMa00,defense,0,,,,,
player,201610230atl,atl,BoshMa00,def_pct,0%,,,,,
player,201610230atl,atl,BoshMa00,special_teams,16,,,,,
player,201610230atl,atl,BoshMa00,st_pct,48%,,,,,
player,201610230atl,atl,CompTo00,pos,T,,,,,
player,201610230atl,atl,CompTo00,offense,0,,,,,
player,201610230atl,atl,CompTo00,off_pct,0%,,,,,
player,201610230atl,atl,CompTo00,defense,0,,,,,
player,201610230atl,atl,CompTo00,def_pct,0%,,,,,
player,201610230atl,atl,CompTo00,special_teams,14,,,,,
player,201610230atl,atl,CompTo00,st_pct,42%,,,,,
player,201610230atl,atl,HarrJo02,pos,LS,,,,,
player,201610230atl,atl,HarrJo02,offense,0,,,,,
player,201610230atl,atl,HarrJo02,off_pct,0%,,,,,
player,201610230atl,atl,HarrJo02,defense,0,,,,,
player,201610230atl,atl,HarrJo02,def_pct,0%,,,,,
player,201610230atl,atl,HarrJo02,special_teams,9,,,,,
player,201610230atl,atl,HarrJo02,st_pct,27%,,,,,
player,201610230atl,atl,bryanmat01,pos,K,,,,,
player,201610230atl,atl,bryanmat01,offense,0,,,,,
player,201610230atl,atl,bryanmat01,off_pct,0%,,,,,
player,201610230atl,atl,bryanmat01,defense,0,,,,,
player,201610230atl,atl,bryanmat01,def_pct,0%,,,,,
player,201610230atl,atl,bryanmat01,special_teams,7,,,,,
player,201610230atl,atl,bryanmat01,st_pct,21%,,,,,
player,201610230atl,sdg,FlukDJ00,pos,G,,,,,
player,201610230atl,sdg,FlukDJ00,offense,75,,,,,
player,201610230atl,sdg,FlukDJ00,off_pct,100%,,,,,
player,201610230atl,sdg,FlukDJ00,defense,0,,,,,
player,201610230atl,sdg,FlukDJ00,def_pct,0%,,,,,
player,201610230atl,sdg,FlukDJ00,special_teams,7,,,,,
player,201610230atl,sdg,FlukDJ00,st_pct,21%,,,,,
player,201610230atl,sdg,SlauMa20,pos,C,,,,,
player,201610230atl,sdg,SlauMa20,offense,75,,,,,
player,201610230atl,sdg,SlauMa20,off_pct,100%,,,,,
player,201610230atl,sdg,SlauMa20,defense,0,,,,,
player,201610230atl,sdg,SlauMa20,def_pct,0%,,,,,
player,201610230atl,sdg,SlauMa20,special_teams,4,,,,,
player,201610230atl,sdg,SlauMa20,st_pct,12%,,,,,
