game,2016,6,20161016,201610160was,phi,"Philadelphia Eagles",20,was,"Washington Redskins",27
team,201610160was,phi,First Downs,12,,,,,,
team,201610160was,was,First Downs,26,,,,,,
team,201610160was,phi,Rush-Yds-TDs,21-94-0,,,,,,
team,201610160was,was,Rush-Yds-TDs,33-230-1,,,,,,
team,201610160was,phi,Cmp-Att-Yd-TD-INT,11-22-179-0-0,,,,,,
team,201610160was,was,Cmp-Att-Yd-TD-INT,18-34-263-2-1,,,,,,
team,201610160was,phi,Sacked-Yards,5-34,,,,,,
team,201610160was,was,Sacked-Yards,0-0,,,,,,
team,201610160was,phi,Net Pass Yards,145,,,,,,
team,201610160was,was,Net Pass Yards,263,,,,,,
team,201610160was,phi,Total Yards,239,,,,,,
team,201610160was,was,Total Yards,493,,,,,,
team,201610160was,phi,Fumbles-Lost,0-0,,,,,,
team,201610160was,was,Fumbles-Lost,0-0,,,,,,
team,201610160was,phi,Turnovers,0,,,,,,
team,201610160was,was,Turnovers,1,,,,,,
team,201610160was,phi,Penalties-Yards,13-114,,,,,,
team,201610160was,was,Penalties-Yards,9-75,,,,,,
team,201610160was,phi,Third Down Conv.,4-12,,,,,,
team,201610160was,was,Third Down Conv.,7-13,,,,,,
team,201610160was,phi,Fourth Down Conv.,0-0,,,,,,
team,201610160was,was,Fourth Down Conv.,0-0,,,,,,
team,201610160was,phi,Time of Possession,25:47,,,,,,
team,201610160was,was,Time of Possession,34:13,,,,,,
player,201610160was,phi,WentCa00,pass_cmp,11,,,,,
player,201610160was,phi,WentCa00,pass_att,22,,,,,
player,201610160was,phi,WentCa00,pass_yds,179,,,,,
player,201610160was,phi,WentCa00,pass_td,0,,,,,
player,201610160was,phi,WentCa00,pass_int,0,,,,,
player,201610160was,phi,WentCa00,pass_sacked,5,,,,,
player,201610160was,phi,WentCa00,pass_sacked_yds,34,,,,,
player,201610160was,phi,WentCa00,pass_long,54,,,,,
player,201610160was,phi,WentCa00,pass_rating,77.7,,,,,
player,201610160was,phi,WentCa00,rush_att,2,,,,,
player,201610160was,phi,WentCa00,rush_yds,2,,,,,
player,201610160was,phi,WentCa00,rush_td,0,,,,,
player,201610160was,phi,WentCa00,rush_long,3,,,,,
player,201610160was,phi,WentCa00,targets,0,,,,,
player,201610160was,phi,WentCa00,rec,0,,,,,
player,201610160was,phi,WentCa00,rec_yds,0,,,,,
player,201610160was,phi,WentCa00,rec_td,0,,,,,
player,201610160was,phi,WentCa00,rec_long,0,,,,,
player,201610160was,phi,WentCa00,fumbles,0,,,,,
player,201610160was,phi,WentCa00,fumbles_lost,0,,,,,
player,201610160was,phi,MathRy00,pass_cmp,0,,,,,
player,201610160was,phi,MathRy00,pass_att,0,,,,,
player,201610160was,phi,MathRy00,pass_yds,0,,,,,
player,201610160was,phi,MathRy00,pass_td,0,,,,,
player,201610160was,phi,MathRy00,pass_int,0,,,,,
player,201610160was,phi,MathRy00,pass_sacked,0,,,,,
player,201610160was,phi,MathRy00,pass_sacked_yds,0,,,,,
player,201610160was,phi,MathRy00,pass_long,0,,,,,
player,201610160was,phi,MathRy00,pass_rating,,,,,,
player,201610160was,phi,MathRy00,rush_att,9,,,,,
player,201610160was,phi,MathRy00,rush_yds,60,,,,,
player,201610160was,phi,MathRy00,rush_td,0,,,,,
player,201610160was,phi,MathRy00,rush_long,22,,,,,
player,201610160was,phi,MathRy00,targets,0,,,,,
player,201610160was,phi,MathRy00,rec,0,,,,,
player,201610160was,phi,MathRy00,rec_yds,0,,,,,
player,201610160was,phi,MathRy00,rec_td,0,,,,,
player,201610160was,phi,MathRy00,rec_long,0,,,,,
player,201610160was,phi,MathRy00,fumbles,0,,,,,
player,201610160was,phi,MathRy00,fumbles_lost,0,,,,,
player,201610160was,phi,SproDa00,pass_cmp,0,,,,,
player,201610160was,phi,SproDa00,pass_att,0,,,,,
player,201610160was,phi,SproDa00,pass_yds,0,,,,,
player,201610160was,phi,SproDa00,pass_td,0,,,,,
player,201610160was,phi,SproDa00,pass_int,0,,,,,
player,201610160was,phi,SproDa00,pass_sacked,0,,,,,
player,201610160was,phi,SproDa00,pass_sacked_yds,0,,,,,
player,201610160was,phi,SproDa00,pass_long,0,,,,,
player,201610160was,phi,SproDa00,pass_rating,,,,,,
player,201610160was,phi,SproDa00,rush_att,4,,,,,
player,201610160was,phi,SproDa00,rush_yds,20,,,,,
player,201610160was,phi,SproDa00,rush_td,0,,,,,
player,201610160was,phi,SproDa00,rush_long,11,,,,,
player,201610160was,phi,SproDa00,targets,1,,,,,
player,201610160was,phi,SproDa00,rec,1,,,,,
player,201610160was,phi,SproDa00,rec_yds,4,,,,,
player,201610160was,phi,SproDa00,rec_td,0,,,,,
player,201610160was,phi,SproDa00,rec_long,4,,,,,
player,201610160was,phi,SproDa00,fumbles,0,,,,,
player,201610160was,phi,SproDa00,fumbles_lost,0,,,,,
player,201610160was,phi,SmalWe00,pass_cmp,0,,,,,
player,201610160was,phi,SmalWe00,pass_att,0,,,,,
player,201610160was,phi,SmalWe00,pass_yds,0,,,,,
player,201610160was,phi,SmalWe00,pass_td,0,,,,,
player,201610160was,phi,SmalWe00,pass_int,0,,,,,
player,201610160was,phi,SmalWe00,pass_sacked,0,,,,,
player,201610160was,phi,SmalWe00,pass_sacked_yds,0,,,,,
player,201610160was,phi,SmalWe00,pass_long,0,,,,,
player,201610160was,phi,SmalWe00,pass_rating,,,,,,
player,201610160was,phi,SmalWe00,rush_att,4,,,,,
player,201610160was,phi,SmalWe00,rush_yds,6,,,,,
player,201610160was,phi,SmalWe00,rush_td,0,,,,,
player,201610160was,phi,SmalWe00,rush_long,7,,,,,
player,201610160was,phi,SmalWe00,targets,2,,,,,
player,201610160was,phi,SmalWe00,rec,1,,,,,
player,201610160was,phi,SmalWe00,rec_yds,14,,,,,
