game,2016,15,20161218,201612180crd,nor,"New Orleans Saints",48,crd,"Arizona Cardinals",41
player,201612180crd,nor,CookBr00,pass_td,0,,,,,
player,201612180crd,nor,CookBr00,pass_int,0,,,,,
player,201612180crd,nor,CookBr00,pass_sacked,0,,,,,
player,201612180crd,nor,CookBr00,pass_sacked_yds,0,,,,,
player,201612180crd,nor,CookBr00,pass_long,0,,,,,
player,201612180crd,nor,CookBr00,pass_rating,,,,,,
player,201612180crd,nor,CookBr00,rush_att,0,,,,,
player,201612180crd,nor,CookBr00,rush_yds,0,,,,,
player,201612180crd,nor,CookBr00,rush_td,0,,,,,
player,201612180crd,nor,CookBr00,rush_long,0,,,,,
player,201612180crd,nor,CookBr00,targets,8,,,,,
player,201612180crd,nor,CookBr00,rec,7,,,,,
player,201612180crd,nor,CookBr00,rec_yds,186,,,,,
player,201612180crd,nor,CookBr00,rec_td,2,,,,,
player,201612180crd,nor,CookBr00,rec_long,65,,,,,
player,201612180crd,nor,CookBr00,fumbles,0,,,,,
player,201612180crd,nor,CookBr00,fumbles_lost,0,,,,,
player,201612180crd,nor,SneaWi00,pass_cmp,0,,,,,
player,201612180crd,nor,SneaWi00,pass_att,0,,,,,
player,201612180crd,nor,SneaWi00,pass_yds,0,,,,,
player,201612180crd,nor,SneaWi00,pass_td,0,,,,,
player,201612180crd,nor,SneaWi00,pass_int,0,,,,,
player,201612180crd,nor,SneaWi00,pass_sacked,0,,,,,
player,201612180crd,nor,SneaWi00,pass_sacked_yds,0,,,,,
player,201612180crd,nor,SneaWi00,pass_long,0,,,,,
player,201612180crd,nor,SneaWi00,pass_rating,,,,,,
player,201612180crd,nor,SneaWi00,rush_att,0,,,,,
player,201612180crd,nor,SneaWi00,rush_yds,0,,,,,
player,201612180crd,nor,SneaWi00,rush_td,0,,,,,
player,201612180crd,nor,SneaWi00,rush_long,0,,,,,
player,201612180crd,nor,SneaWi00,targets,11,,,,,
player,201612180crd,nor,SneaWi00,rec,8,,,,,
player,201612180crd,nor,SneaWi00,rec_yds,76,,,,,
player,201612180crd,nor,SneaWi00,rec_td,0,,,,,
player,201612180crd,nor,SneaWi00,rec_long,19,,,,,
player,201612180crd,nor,SneaWi00,fumbles,0,,,,,
player,201612180crd,nor,SneaWi00,fumbles_lost,0,,,,,
player,201612180crd,nor,ThomMi05,pass_cmp,0,,,,,
player,201612180crd,nor,ThomMi05,pass_att,0,,,,,
player,201612180crd,nor,ThomMi05,pass_yds,0,,,,,
player,201612180crd,nor,ThomMi05,pass_td,0,,,,,
player,201612180crd,nor,ThomMi05,pass_int,0,,,,,
player,201612180crd,nor,ThomMi05,pass_sacked,0,,,,,
player,201612180crd,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201612180crd,nor,ThomMi05,pass_long,0,,,,,
player,201612180crd,nor,ThomMi05,pass_rating,,,,,,
player,201612180crd,nor,ThomMi05,rush_att,0,,,,,
player,201612180crd,nor,ThomMi05,rush_yds,0,,,,,
player,201612180crd,nor,ThomMi05,rush_td,0,,,,,
player,201612180crd,nor,ThomMi05,rush_long,0,,,,,
player,201612180crd,nor,ThomMi05,targets,10,,,,,
player,201612180crd,nor,ThomMi05,rec,7,,,,,
player,201612180crd,nor,ThomMi05,rec_yds,52,,,,,
player,201612180crd,nor,ThomMi05,rec_td,1,,,,,
player,201612180crd,nor,ThomMi05,rec_long,12,,,,,
player,201612180crd,nor,ThomMi05,fumbles,0,,,,,
player,201612180crd,nor,ThomMi05,fumbles_lost,0,,,,,
player,201612180crd,nor,FleeCo00,pass_cmp,0,,,,,
player,201612180crd,nor,FleeCo00,pass_att,0,,,,,
player,201612180crd,nor,FleeCo00,pass_yds,0,,,,,
player,201612180crd,nor,FleeCo00,pass_td,0,,,,,
player,201612180crd,nor,FleeCo00,pass_int,0,,,,,
player,201612180crd,nor,FleeCo00,pass_sacked,0,,,,,
player,201612180crd,nor,FleeCo00,pass_sacked_yds,0,,,,,
player,201612180crd,nor,FleeCo00,pass_long,0,,,,,
player,201612180crd,nor,FleeCo00,pass_rating,,,,,,
player,201612180crd,nor,FleeCo00,rush_att,0,,,,,
player,201612180crd,nor,FleeCo00,rush_yds,0,,,,,
player,201612180crd,nor,FleeCo00,rush_td,0,,,,,
player,201612180crd,nor,FleeCo00,rush_long,0,,,,,
player,201612180crd,nor,FleeCo00,targets,3,,,,,
player,201612180crd,nor,FleeCo00,rec,2,,,,,
player,201612180crd,nor,FleeCo00,rec_yds,10,,,,,
player,201612180crd,nor,FleeCo00,rec_td,0,,,,,
player,201612180crd,nor,FleeCo00,rec_long,6,,,,,
player,201612180crd,nor,FleeCo00,fumbles,0,,,,,
player,201612180crd,nor,FleeCo00,fumbles_lost,0,,,,,
player,201612180crd,nor,PhilJo00,pass_cmp,0,,,,,
player,201612180crd,nor,PhilJo00,pass_att,0,,,,,
player,201612180crd,nor,PhilJo00,pass_yds,0,,,,,
player,201612180crd,nor,PhilJo00,pass_td,0,,,,,
player,201612180crd,nor,PhilJo00,pass_int,0,,,,,
player,201612180crd,nor,PhilJo00,pass_sacked,0,,,,,
player,201612180crd,nor,PhilJo00,pass_sacked_yds,0,,,,,
player,201612180crd,nor,PhilJo00,pass_long,0,,,,,
player,201612180crd,nor,PhilJo00,pass_rating,,,,,,
player,201612180crd,nor,PhilJo00,rush_att,0,,,,,
player,201612180crd,nor,PhilJo00,rush_yds,0,,,,,
player,201612180crd,nor,PhilJo00,rush_td,0,,,,,
player,201612180crd,nor,PhilJo00,rush_long,0,,,,,
player,201612180crd,nor,PhilJo00,targets,1,,,,,
player,201612180crd,nor,PhilJo00,rec,1,,,,,
player,201612180crd,nor,PhilJo00,rec_yds,9,,,,,
player,201612180crd,nor,PhilJo00,rec_td,0,,,,,
player,201612180crd,nor,PhilJo00,rec_long,9,,,,,
player,201612180crd,nor,PhilJo00,fumbles,0,,,,,
player,201612180crd,nor,PhilJo00,fumbles_lost,0,,,,,
player,201612180crd,nor,ColeBr00,pass_cmp,0,,,,,
player,201612180crd,nor,ColeBr00,pass_att,0,,,,,
player,201612180crd,nor,ColeBr00,pass_yds,0,,,,,
player,201612180crd,nor,ColeBr00,pass_td,0,,,,,
player,201612180crd,nor,ColeBr00,pass_int,0,,,,,
player,201612180crd,nor,ColeBr00,pass_sacked,0,,,,,
player,201612180crd,nor,ColeBr00,pass_sacked_yds,0,,,,,
player,201612180crd,nor,ColeBr00,pass_long,0,,,,,
player,201612180crd,nor,ColeBr00,pass_rating,,,,,,
player,201612180crd,nor,ColeBr00,rush_att,0,,,,,
player,201612180crd,nor,ColeBr00,rush_yds,0,,,,,
player,201612180crd,nor,ColeBr00,rush_td,0,,,,,
player,201612180crd,nor,ColeBr00,rush_long,0,,,,,
player,201612180crd,nor,ColeBr00,targets,1,,,,,
player,201612180crd,nor,ColeBr00,rec,0,,,,,
player,201612180crd,nor,ColeBr00,rec_yds,0,,,,,
player,201612180crd,nor,ColeBr00,rec_td,0,,,,,
player,201612180crd,nor,ColeBr00,rec_long,0,,,,,
player,201612180crd,nor,ColeBr00,fumbles,0,,,,,
player,201612180crd,nor,ColeBr00,fumbles_lost,0,,,,,
player,201612180crd,crd,PalmCa00,pass_cmp,28,,,,,
player,201612180crd,crd,PalmCa00,pass_att,40,,,,,
player,201612180crd,crd,PalmCa00,pass_yds,318,,,,,
player,201612180crd,crd,PalmCa00,pass_td,2,,,,,
player,201612180crd,crd,PalmCa00,pass_int,0,,,,,
player,201612180crd,crd,PalmCa00,pass_sacked,1,,,,,
player,201612180crd,crd,PalmCa00,pass_sacked_yds,9,,,,,
player,201612180crd,crd,PalmCa00,pass_long,30,,,,,
player,201612180crd,crd,PalmCa00,pass_rating,110.2,,,,,
player,201612180crd,crd,PalmCa00,rush_att,0,,,,,
player,201612180crd,crd,PalmCa00,rush_yds,0,,,,,
player,201612180crd,crd,PalmCa00,rush_td,0,,,,,
player,201612180crd,crd,PalmCa00,rush_long,0,,,,,
player,201612180crd,crd,PalmCa00,targets,0,,,,,
player,201612180crd,crd,PalmCa00,rec,0,,,,,
player,201612180crd,crd,PalmCa00,rec_yds,0,,,,,
player,201612180crd,crd,PalmCa00,rec_td,0,,,,,
player,201612180crd,crd,PalmCa00,rec_long,0,,,,,
player,201612180crd,crd,PalmCa00,fumbles,0,,,,,
player,201612180crd,crd,PalmCa00,fumbles_lost,0,,,,,
player,201612180crd,crd,WillKe05,pass_cmp,0,,,,,
player,201612180crd,crd,WillKe05,pass_att,0,,,,,
player,201612180crd,crd,WillKe05,pass_yds,0,,,,,
player,201612180crd,crd,WillKe05,pass_td,0,,,,,
player,201612180crd,crd,WillKe05,pass_int,0,,,,,
player,201612180crd,crd,WillKe05,pass_sacked,0,,,,,
player,201612180crd,crd,WillKe05,pass_sacked_yds,0,,,,,
player,201612180crd,crd,WillKe05,pass_long,0,,,,,
player,201612180crd,crd,WillKe05,pass_rating,,,,,,
player,201612180crd,crd,WillKe05,rush_att,3,,,,,
player,201612180crd,crd,WillKe05,rush_yds,63,,,,,
player,201612180crd,crd,WillKe05,rush_td,1,,,,,
player,201612180crd,crd,WillKe05,rush_long,49,,,,,
player,201612180crd,crd,WillKe05,targets,0,,,,,
player,201612180crd,crd,WillKe05,rec,0,,,,,
player,201612180crd,crd,WillKe05,rec_yds,0,,,,,
player,201612180crd,crd,WillKe05,rec_td,0,,,,,
player,201612180crd,crd,WillKe05,rec_long,0,,,,,
player,201612180crd,crd,WillKe05,fumbles,0,,,,,
player,201612180crd,crd,WillKe05,fumbles_lost,0,,,,,
player,201612180crd,crd,JohnDa08,pass_cmp,0,,,,,
player,201612180crd,crd,JohnDa08,pass_att,0,,,,,
player,201612180crd,crd,JohnDa08,pass_yds,0,,,,,
player,201612180crd,crd,JohnDa08,pass_td,0,,,,,
player,201612180crd,crd,JohnDa08,pass_int,0,,,,,
player,201612180crd,crd,JohnDa08,pass_sacked,0,,,,,
player,201612180crd,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201612180crd,crd,JohnDa08,pass_long,0,,,,,
player,201612180crd,crd,JohnDa08,pass_rating,,,,,,
player,201612180crd,crd,JohnDa08,rush_att,12,,,,,
player,201612180crd,crd,JohnDa08,rush_yds,53,,,,,
player,201612180crd,crd,JohnDa08,rush_td,2,,,,,
player,201612180crd,crd,JohnDa08,rush_long,13,,,,,
player,201612180crd,crd,JohnDa08,targets,5,,,,,
player,201612180crd,crd,JohnDa08,rec,4,,,,,
player,201612180crd,crd,JohnDa08,rec_yds,55,,,,,
player,201612180crd,crd,JohnDa08,rec_td,0,,,,,
player,201612180crd,crd,JohnDa08,rec_long,25,,,,,
player,201612180crd,crd,JohnDa08,fumbles,0,,,,,
player,201612180crd,crd,JohnDa08,fumbles_lost,0,,,,,
player,201612180crd,crd,BrowJo02,pass_cmp,0,,,,,
player,201612180crd,crd,BrowJo02,pass_att,0,,,,,
player,201612180crd,crd,BrowJo02,pass_yds,0,,,,,
player,201612180crd,crd,BrowJo02,pass_td,0,,,,,
player,201612180crd,crd,BrowJo02,pass_int,0,,,,,
player,201612180crd,crd,BrowJo02,pass_sacked,0,,,,,
player,201612180crd,crd,BrowJo02,pass_sacked_yds,0,,,,,
player,201612180crd,crd,BrowJo02,pass_long,0,,,,,
player,201612180crd,crd,BrowJo02,pass_rating,,,,,,
player,201612180crd,crd,BrowJo02,rush_att,0,,,,,
player,201612180crd,crd,BrowJo02,rush_yds,0,,,,,
player,201612180crd,crd,BrowJo02,rush_td,0,,,,,
player,201612180crd,crd,BrowJo02,rush_long,0,,,,,
player,201612180crd,crd,BrowJo02,targets,6,,,,,
player,201612180crd,crd,BrowJo02,rec,5,,,,,
player,201612180crd,crd,BrowJo02,rec_yds,81,,,,,
player,201612180crd,crd,BrowJo02,rec_td,1,,,,,
player,201612180crd,crd,BrowJo02,rec_long,30,,,,,
player,201612180crd,crd,BrowJo02,fumbles,0,,,,,
player,201612180crd,crd,BrowJo02,fumbles_lost,0,,,,,
player,201612180crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201612180crd,crd,FitzLa00,pass_att,0,,,,,
player,201612180crd,crd,FitzLa00,pass_yds,0,,,,,
player,201612180crd,crd,FitzLa00,pass_td,0,,,,,
player,201612180crd,crd,FitzLa00,pass_int,0,,,,,
player,201612180crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201612180crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201612180crd,crd,FitzLa00,pass_long,0,,,,,
player,201612180crd,crd,FitzLa00,pass_rating,,,,,,
player,201612180crd,crd,FitzLa00,rush_att,0,,,,,
player,201612180crd,crd,FitzLa00,rush_yds,0,,,,,
player,201612180crd,crd,FitzLa00,rush_td,0,,,,,
player,201612180crd,crd,FitzLa00,rush_long,0,,,,,
player,201612180crd,crd,FitzLa00,targets,9,,,,,
player,201612180crd,crd,FitzLa00,rec,7,,,,,
player,201612180crd,crd,FitzLa00,rec_yds,57,,,,,
player,201612180crd,crd,FitzLa00,rec_td,0,,,,,
player,201612180crd,crd,FitzLa00,rec_long,13,,,,,
player,201612180crd,crd,FitzLa00,fumbles,1,,,,,
player,201612180crd,crd,FitzLa00,fumbles_lost,1,,,,,
player,201612180crd,crd,GresJe00,pass_cmp,0,,,,,
player,201612180crd,crd,GresJe00,pass_att,0,,,,,
player,201612180crd,crd,GresJe00,pass_yds,0,,,,,
player,201612180crd,crd,GresJe00,pass_td,0,,,,,
player,201612180crd,crd,GresJe00,pass_int,0,,,,,
player,201612180crd,crd,GresJe00,pass_sacked,0,,,,,
player,201612180crd,crd,GresJe00,pass_sacked_yds,0,,,,,
player,201612180crd,crd,GresJe00,pass_long,0,,,,,
player,201612180crd,crd,GresJe00,pass_rating,,,,,,
player,201612180crd,crd,GresJe00,rush_att,0,,,,,
player,201612180crd,crd,GresJe00,rush_yds,0,,,,,
player,201612180crd,crd,GresJe00,rush_td,0,,,,,
player,201612180crd,crd,GresJe00,rush_long,0,,,,,
player,201612180crd,crd,GresJe00,targets,5,,,,,
player,201612180crd,crd,GresJe00,rec,3,,,,,
player,201612180crd,crd,GresJe00,rec_yds,42,,,,,
player,201612180crd,crd,GresJe00,rec_td,0,,,,,
player,201612180crd,crd,GresJe00,rec_long,23,,,,,
player,201612180crd,crd,GresJe00,fumbles,0,,,,,
player,201612180crd,crd,GresJe00,fumbles_lost,0,,,,,
player,201612180crd,crd,NelsJJ00,pass_cmp,0,,,,,
player,201612180crd,crd,NelsJJ00,pass_att,0,,,,,
player,201612180crd,crd,NelsJJ00,pass_yds,0,,,,,
player,201612180crd,crd,NelsJJ00,pass_td,0,,,,,
player,201612180crd,crd,NelsJJ00,pass_int,0,,,,,
player,201612180crd,crd,NelsJJ00,pass_sacked,0,,,,,
player,201612180crd,crd,NelsJJ00,pass_sacked_yds,0,,,,,
player,201612180crd,crd,NelsJJ00,pass_long,0,,,,,
player,201612180crd,crd,NelsJJ00,pass_rating,,,,,,
player,201612180crd,crd,NelsJJ00,rush_att,0,,,,,
player,201612180crd,crd,NelsJJ00,rush_yds,0,,,,,
player,201612180crd,crd,NelsJJ00,rush_td,0,,,,,
player,201612180crd,crd,NelsJJ00,rush_long,0,,,,,
player,201612180crd,crd,NelsJJ00,targets,11,,,,,
player,201612180crd,crd,NelsJJ00,rec,5,,,,,
player,201612180crd,crd,NelsJJ00,rec_yds,38,,,,,
player,201612180crd,crd,NelsJJ00,rec_td,1,,,,,
player,201612180crd,crd,NelsJJ00,rec_long,11,,,,,
player,201612180crd,crd,NelsJJ00,fumbles,0,,,,,
player,201612180crd,crd,NelsJJ00,fumbles_lost,0,,,,,
player,201612180crd,crd,GoldBr00,pass_cmp,0,,,,,
player,201612180crd,crd,GoldBr00,pass_att,0,,,,,
player,201612180crd,crd,GoldBr00,pass_yds,0,,,,,
player,201612180crd,crd,GoldBr00,pass_td,0,,,,,
player,201612180crd,crd,GoldBr00,pass_int,0,,,,,
player,201612180crd,crd,GoldBr00,pass_sacked,0,,,,,
player,201612180crd,crd,GoldBr00,pass_sacked_yds,0,,,,,
player,201612180crd,crd,GoldBr00,pass_long,0,,,,,
player,201612180crd,crd,GoldBr00,pass_rating,,,,,,
player,201612180crd,crd,GoldBr00,rush_att,0,,,,,
player,201612180crd,crd,GoldBr00,rush_yds,0,,,,,
player,201612180crd,crd,GoldBr00,rush_td,0,,,,,
player,201612180crd,crd,GoldBr00,rush_long,0,,,,,
player,201612180crd,crd,GoldBr00,targets,2,,,,,
player,201612180crd,crd,GoldBr00,rec,2,,,,,
player,201612180crd,crd,GoldBr00,rec_yds,23,,,,,
player,201612180crd,crd,GoldBr00,rec_td,0,,,,,
player,201612180crd,crd,GoldBr00,rec_long,19,,,,,
player,201612180crd,crd,GoldBr00,fumbles,1,,,,,
player,201612180crd,crd,GoldBr00,fumbles_lost,1,,,,,
player,201612180crd,crd,FellDa01,pass_cmp,0,,,,,
player,201612180crd,crd,FellDa01,pass_att,0,,,,,
player,201612180crd,crd,FellDa01,pass_yds,0,,,,,
player,201612180crd,crd,FellDa01,pass_td,0,,,,,
player,201612180crd,crd,FellDa01,pass_int,0,,,,,
player,201612180crd,crd,FellDa01,pass_sacked,0,,,,,
player,201612180crd,crd,FellDa01,pass_sacked_yds,0,,,,,
player,201612180crd,crd,FellDa01,pass_long,0,,,,,
player,201612180crd,crd,FellDa01,pass_rating,,,,,,
player,201612180crd,crd,FellDa01,rush_att,0,,,,,
player,201612180crd,crd,FellDa01,rush_yds,0,,,,,
player,201612180crd,crd,FellDa01,rush_td,0,,,,,
player,201612180crd,crd,FellDa01,rush_long,0,,,,,
player,201612180crd,crd,FellDa01,targets,1,,,,,
player,201612180crd,crd,FellDa01,rec,1,,,,,
player,201612180crd,crd,FellDa01,rec_yds,13,,,,,
player,201612180crd,crd,FellDa01,rec_td,0,,,,,
player,201612180crd,crd,FellDa01,rec_long,13,,,,,
player,201612180crd,crd,FellDa01,fumbles,0,,,,,
player,201612180crd,crd,FellDa01,fumbles_lost,0,,,,,
player,201612180crd,crd,ElliAn00,pass_cmp,0,,,,,
player,201612180crd,crd,ElliAn00,pass_att,0,,,,,
player,201612180crd,crd,ElliAn00,pass_yds,0,,,,,
player,201612180crd,crd,ElliAn00,pass_td,0,,,,,
player,201612180crd,crd,ElliAn00,pass_int,0,,,,,
player,201612180crd,crd,ElliAn00,pass_sacked,0,,,,,
player,201612180crd,crd,ElliAn00,pass_sacked_yds,0,,,,,
player,201612180crd,crd,ElliAn00,pass_long,0,,,,,
player,201612180crd,crd,ElliAn00,pass_rating,,,,,,
player,201612180crd,crd,ElliAn00,rush_att,0,,,,,
player,201612180crd,crd,ElliAn00,rush_yds,0,,,,,
player,201612180crd,crd,ElliAn00,rush_td,0,,,,,
player,201612180crd,crd,ElliAn00,rush_long,0,,,,,
player,201612180crd,crd,ElliAn00,targets,1,,,,,
player,201612180crd,crd,ElliAn00,rec,1,,,,,
player,201612180crd,crd,ElliAn00,rec_yds,9,,,,,
player,201612180crd,crd,ElliAn00,rec_td,0,,,,,
player,201612180crd,crd,ElliAn00,rec_long,9,,,,,
player,201612180crd,crd,ElliAn00,fumbles,0,,,,,
player,201612180crd,crd,ElliAn00,fumbles_lost,0,,,,,
player,201612180crd,nor,JordCa00,def_int,0,,,,,
player,201612180crd,nor,JordCa00,def_int_yds,0,,,,,
player,201612180crd,nor,JordCa00,def_int_td,0,,,,,
player,201612180crd,nor,JordCa00,def_int_long,0,,,,,
player,201612180crd,nor,JordCa00,pass_defended,0,,,,,
player,201612180crd,nor,JordCa00,sacks,1.0,,,,,
player,201612180crd,nor,JordCa00,tackles_combined,3,,,,,
player,201612180crd,nor,JordCa00,tackles_solo,3,,,,,
player,201612180crd,nor,JordCa00,tackles_assists,0,,,,,
player,201612180crd,nor,JordCa00,tackles_loss,2,,,,,
player,201612180crd,nor,JordCa00,qb_hits,2,,,,,
player,201612180crd,nor,JordCa00,fumbles_rec,0,,,,,
