game,2016,16,20161224,201612240rai,clt,"Indianapolis Colts",25,rai,"Oakland Raiders",33
player,201612240rai,clt,LuckAn00,rush_td,1,,,,,
player,201612240rai,clt,LuckAn00,rush_long,11,,,,,
player,201612240rai,clt,LuckAn00,targets,0,,,,,
player,201612240rai,clt,LuckAn00,rec,0,,,,,
player,201612240rai,clt,LuckAn00,rec_yds,0,,,,,
player,201612240rai,clt,LuckAn00,rec_td,0,,,,,
player,201612240rai,clt,LuckAn00,rec_long,0,,,,,
player,201612240rai,clt,LuckAn00,fumbles,0,,,,,
player,201612240rai,clt,LuckAn00,fumbles_lost,0,,,,,
player,201612240rai,clt,GoreFr00,pass_cmp,0,,,,,
player,201612240rai,clt,GoreFr00,pass_att,0,,,,,
player,201612240rai,clt,GoreFr00,pass_yds,0,,,,,
player,201612240rai,clt,GoreFr00,pass_td,0,,,,,
player,201612240rai,clt,GoreFr00,pass_int,0,,,,,
player,201612240rai,clt,GoreFr00,pass_sacked,0,,,,,
player,201612240rai,clt,GoreFr00,pass_sacked_yds,0,,,,,
player,201612240rai,clt,GoreFr00,pass_long,0,,,,,
player,201612240rai,clt,GoreFr00,pass_rating,,,,,,
player,201612240rai,clt,GoreFr00,rush_att,13,,,,,
player,201612240rai,clt,GoreFr00,rush_yds,72,,,,,
player,201612240rai,clt,GoreFr00,rush_td,0,,,,,
player,201612240rai,clt,GoreFr00,rush_long,13,,,,,
player,201612240rai,clt,GoreFr00,targets,2,,,,,
player,201612240rai,clt,GoreFr00,rec,1,,,,,
player,201612240rai,clt,GoreFr00,rec_yds,12,,,,,
player,201612240rai,clt,GoreFr00,rec_td,0,,,,,
player,201612240rai,clt,GoreFr00,rec_long,12,,,,,
player,201612240rai,clt,GoreFr00,fumbles,1,,,,,
player,201612240rai,clt,GoreFr00,fumbles_lost,1,,,,,
player,201612240rai,clt,TurbRo00,pass_cmp,0,,,,,
player,201612240rai,clt,TurbRo00,pass_att,0,,,,,
player,201612240rai,clt,TurbRo00,pass_yds,0,,,,,
player,201612240rai,clt,TurbRo00,pass_td,0,,,,,
player,201612240rai,clt,TurbRo00,pass_int,0,,,,,
player,201612240rai,clt,TurbRo00,pass_sacked,0,,,,,
player,201612240rai,clt,TurbRo00,pass_sacked_yds,0,,,,,
player,201612240rai,clt,TurbRo00,pass_long,0,,,,,
player,201612240rai,clt,TurbRo00,pass_rating,,,,,,
player,201612240rai,clt,TurbRo00,rush_att,6,,,,,
player,201612240rai,clt,TurbRo00,rush_yds,18,,,,,
player,201612240rai,clt,TurbRo00,rush_td,0,,,,,
player,201612240rai,clt,TurbRo00,rush_long,6,,,,,
player,201612240rai,clt,TurbRo00,targets,2,,,,,
player,201612240rai,clt,TurbRo00,rec,2,,,,,
player,201612240rai,clt,TurbRo00,rec_yds,11,,,,,
player,201612240rai,clt,TurbRo00,rec_td,1,,,,,
player,201612240rai,clt,TurbRo00,rec_long,8,,,,,
player,201612240rai,clt,TurbRo00,fumbles,0,,,,,
player,201612240rai,clt,TurbRo00,fumbles_lost,0,,,,,
player,201612240rai,clt,HiltT.00,pass_cmp,0,,,,,
player,201612240rai,clt,HiltT.00,pass_att,0,,,,,
player,201612240rai,clt,HiltT.00,pass_yds,0,,,,,
player,201612240rai,clt,HiltT.00,pass_td,0,,,,,
player,201612240rai,clt,HiltT.00,pass_int,0,,,,,
player,201612240rai,clt,HiltT.00,pass_sacked,0,,,,,
player,201612240rai,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201612240rai,clt,HiltT.00,pass_long,0,,,,,
player,201612240rai,clt,HiltT.00,pass_rating,,,,,,
player,201612240rai,clt,HiltT.00,rush_att,0,,,,,
player,201612240rai,clt,HiltT.00,rush_yds,0,,,,,
player,201612240rai,clt,HiltT.00,rush_td,0,,,,,
player,201612240rai,clt,HiltT.00,rush_long,0,,,,,
player,201612240rai,clt,HiltT.00,targets,9,,,,,
player,201612240rai,clt,HiltT.00,rec,4,,,,,
player,201612240rai,clt,HiltT.00,rec_yds,105,,,,,
player,201612240rai,clt,HiltT.00,rec_td,0,,,,,
player,201612240rai,clt,HiltT.00,rec_long,39,,,,,
player,201612240rai,clt,HiltT.00,fumbles,0,,,,,
player,201612240rai,clt,HiltT.00,fumbles_lost,0,,,,,
player,201612240rai,clt,DoylJa00,pass_cmp,0,,,,,
player,201612240rai,clt,DoylJa00,pass_att,0,,,,,
player,201612240rai,clt,DoylJa00,pass_yds,0,,,,,
player,201612240rai,clt,DoylJa00,pass_td,0,,,,,
player,201612240rai,clt,DoylJa00,pass_int,0,,,,,
player,201612240rai,clt,DoylJa00,pass_sacked,0,,,,,
player,201612240rai,clt,DoylJa00,pass_sacked_yds,0,,,,,
player,201612240rai,clt,DoylJa00,pass_long,0,,,,,
player,201612240rai,clt,DoylJa00,pass_rating,,,,,,
player,201612240rai,clt,DoylJa00,rush_att,0,,,,,
player,201612240rai,clt,DoylJa00,rush_yds,0,,,,,
player,201612240rai,clt,DoylJa00,rush_td,0,,,,,
player,201612240rai,clt,DoylJa00,rush_long,0,,,,,
player,201612240rai,clt,DoylJa00,targets,7,,,,,
player,201612240rai,clt,DoylJa00,rec,5,,,,,
player,201612240rai,clt,DoylJa00,rec_yds,46,,,,,
player,201612240rai,clt,DoylJa00,rec_td,0,,,,,
player,201612240rai,clt,DoylJa00,rec_long,17,,,,,
player,201612240rai,clt,DoylJa00,fumbles,0,,,,,
player,201612240rai,clt,DoylJa00,fumbles_lost,0,,,,,
player,201612240rai,clt,SwooEr00,pass_cmp,0,,,,,
player,201612240rai,clt,SwooEr00,pass_att,0,,,,,
player,201612240rai,clt,SwooEr00,pass_yds,0,,,,,
player,201612240rai,clt,SwooEr00,pass_td,0,,,,,
player,201612240rai,clt,SwooEr00,pass_int,0,,,,,
player,201612240rai,clt,SwooEr00,pass_sacked,0,,,,,
player,201612240rai,clt,SwooEr00,pass_sacked_yds,0,,,,,
player,201612240rai,clt,SwooEr00,pass_long,0,,,,,
player,201612240rai,clt,SwooEr00,pass_rating,,,,,,
player,201612240rai,clt,SwooEr00,rush_att,0,,,,,
player,201612240rai,clt,SwooEr00,rush_yds,0,,,,,
player,201612240rai,clt,SwooEr00,rush_td,0,,,,,
player,201612240rai,clt,SwooEr00,rush_long,0,,,,,
player,201612240rai,clt,SwooEr00,targets,1,,,,,
player,201612240rai,clt,SwooEr00,rec,1,,,,,
player,201612240rai,clt,SwooEr00,rec_yds,45,,,,,
player,201612240rai,clt,SwooEr00,rec_td,0,,,,,
player,201612240rai,clt,SwooEr00,rec_long,45,,,,,
player,201612240rai,clt,SwooEr00,fumbles,0,,,,,
player,201612240rai,clt,SwooEr00,fumbles_lost,0,,,,,
player,201612240rai,clt,AlleDw00,pass_cmp,0,,,,,
player,201612240rai,clt,AlleDw00,pass_att,0,,,,,
player,201612240rai,clt,AlleDw00,pass_yds,0,,,,,
player,201612240rai,clt,AlleDw00,pass_td,0,,,,,
player,201612240rai,clt,AlleDw00,pass_int,0,,,,,
player,201612240rai,clt,AlleDw00,pass_sacked,0,,,,,
player,201612240rai,clt,AlleDw00,pass_sacked_yds,0,,,,,
player,201612240rai,clt,AlleDw00,pass_long,0,,,,,
player,201612240rai,clt,AlleDw00,pass_rating,,,,,,
player,201612240rai,clt,AlleDw00,rush_att,0,,,,,
player,201612240rai,clt,AlleDw00,rush_yds,0,,,,,
player,201612240rai,clt,AlleDw00,rush_td,0,,,,,
player,201612240rai,clt,AlleDw00,rush_long,0,,,,,
player,201612240rai,clt,AlleDw00,targets,4,,,,,
player,201612240rai,clt,AlleDw00,rec,3,,,,,
player,201612240rai,clt,AlleDw00,rec_yds,31,,,,,
player,201612240rai,clt,AlleDw00,rec_td,0,,,,,
player,201612240rai,clt,AlleDw00,rec_long,11,,,,,
player,201612240rai,clt,AlleDw00,fumbles,0,,,,,
player,201612240rai,clt,AlleDw00,fumbles_lost,0,,,,,
player,201612240rai,clt,MoncDo00,pass_cmp,0,,,,,
player,201612240rai,clt,MoncDo00,pass_att,0,,,,,
player,201612240rai,clt,MoncDo00,pass_yds,0,,,,,
player,201612240rai,clt,MoncDo00,pass_td,0,,,,,
player,201612240rai,clt,MoncDo00,pass_int,0,,,,,
player,201612240rai,clt,MoncDo00,pass_sacked,0,,,,,
player,201612240rai,clt,MoncDo00,pass_sacked_yds,0,,,,,
player,201612240rai,clt,MoncDo00,pass_long,0,,,,,
player,201612240rai,clt,MoncDo00,pass_rating,,,,,,
player,201612240rai,clt,MoncDo00,rush_att,0,,,,,
player,201612240rai,clt,MoncDo00,rush_yds,0,,,,,
player,201612240rai,clt,MoncDo00,rush_td,0,,,,,
player,201612240rai,clt,MoncDo00,rush_long,0,,,,,
player,201612240rai,clt,MoncDo00,targets,3,,,,,
player,201612240rai,clt,MoncDo00,rec,2,,,,,
player,201612240rai,clt,MoncDo00,rec_yds,30,,,,,
player,201612240rai,clt,MoncDo00,rec_td,1,,,,,
player,201612240rai,clt,MoncDo00,rec_long,24,,,,,
player,201612240rai,clt,MoncDo00,fumbles,0,,,,,
player,201612240rai,clt,MoncDo00,fumbles_lost,0,,,,,
player,201612240rai,clt,DorsPh00,pass_cmp,0,,,,,
player,201612240rai,clt,DorsPh00,pass_att,0,,,,,
player,201612240rai,clt,DorsPh00,pass_yds,0,,,,,
player,201612240rai,clt,DorsPh00,pass_td,0,,,,,
player,201612240rai,clt,DorsPh00,pass_int,0,,,,,
player,201612240rai,clt,DorsPh00,pass_sacked,0,,,,,
player,201612240rai,clt,DorsPh00,pass_sacked_yds,0,,,,,
player,201612240rai,clt,DorsPh00,pass_long,0,,,,,
player,201612240rai,clt,DorsPh00,pass_rating,,,,,,
player,201612240rai,clt,DorsPh00,rush_att,0,,,,,
player,201612240rai,clt,DorsPh00,rush_yds,0,,,,,
player,201612240rai,clt,DorsPh00,rush_td,0,,,,,
player,201612240rai,clt,DorsPh00,rush_long,0,,,,,
player,201612240rai,clt,DorsPh00,targets,1,,,,,
player,201612240rai,clt,DorsPh00,rec,1,,,,,
player,201612240rai,clt,DorsPh00,rec_yds,8,,,,,
player,201612240rai,clt,DorsPh00,rec_td,0,,,,,
player,201612240rai,clt,DorsPh00,rec_long,8,,,,,
player,201612240rai,clt,DorsPh00,fumbles,0,,,,,
player,201612240rai,clt,DorsPh00,fumbles_lost,0,,,,,
player,201612240rai,clt,McAfPa44,pass_cmp,0,,,,,
player,201612240rai,clt,McAfPa44,pass_att,0,,,,,
player,201612240rai,clt,McAfPa44,pass_yds,0,,,,,
player,201612240rai,clt,McAfPa44,pass_td,0,,,,,
player,201612240rai,clt,McAfPa44,pass_int,0,,,,,
player,201612240rai,clt,McAfPa44,pass_sacked,0,,,,,
player,201612240rai,clt,McAfPa44,pass_sacked_yds,0,,,,,
player,201612240rai,clt,McAfPa44,pass_long,0,,,,,
player,201612240rai,clt,McAfPa44,pass_rating,,,,,,
player,201612240rai,clt,McAfPa44,rush_att,1,,,,,
player,201612240rai,clt,McAfPa44,rush_yds,0,,,,,
player,201612240rai,clt,McAfPa44,rush_td,0,,,,,
player,201612240rai,clt,McAfPa44,rush_long,0,,,,,
player,201612240rai,clt,McAfPa44,targets,0,,,,,
player,201612240rai,clt,McAfPa44,rec,0,,,,,
player,201612240rai,clt,McAfPa44,rec_yds,0,,,,,
player,201612240rai,clt,McAfPa44,rec_td,0,,,,,
player,201612240rai,clt,McAfPa44,rec_long,0,,,,,
player,201612240rai,clt,McAfPa44,fumbles,0,,,,,
player,201612240rai,clt,McAfPa44,fumbles_lost,0,,,,,
player,201612240rai,rai,CarrDe02,pass_cmp,21,,,,,
player,201612240rai,rai,CarrDe02,pass_att,31,,,,,
player,201612240rai,rai,CarrDe02,pass_yds,232,,,,,
player,201612240rai,rai,CarrDe02,pass_td,3,,,,,
player,201612240rai,rai,CarrDe02,pass_int,0,,,,,
player,201612240rai,rai,CarrDe02,pass_sacked,1,,,,,
player,201612240rai,rai,CarrDe02,pass_sacked_yds,8,,,,,
player,201612240rai,rai,CarrDe02,pass_long,35,,,,,
player,201612240rai,rai,CarrDe02,pass_rating,122.0,,,,,
player,201612240rai,rai,CarrDe02,rush_att,1,,,,,
player,201612240rai,rai,CarrDe02,rush_yds,8,,,,,
player,201612240rai,rai,CarrDe02,rush_td,0,,,,,
player,201612240rai,rai,CarrDe02,rush_long,8,,,,,
player,201612240rai,rai,CarrDe02,targets,0,,,,,
player,201612240rai,rai,CarrDe02,rec,0,,,,,
player,201612240rai,rai,CarrDe02,rec_yds,0,,,,,
player,201612240rai,rai,CarrDe02,rec_td,0,,,,,
player,201612240rai,rai,CarrDe02,rec_long,0,,,,,
player,201612240rai,rai,CarrDe02,fumbles,0,,,,,
player,201612240rai,rai,CarrDe02,fumbles_lost,0,,,,,
player,201612240rai,rai,McGlMa01,pass_cmp,2,,,,,
player,201612240rai,rai,McGlMa01,pass_att,3,,,,,
player,201612240rai,rai,McGlMa01,pass_yds,29,,,,,
player,201612240rai,rai,McGlMa01,pass_td,0,,,,,
player,201612240rai,rai,McGlMa01,pass_int,0,,,,,
player,201612240rai,rai,McGlMa01,pass_sacked,0,,,,,
player,201612240rai,rai,McGlMa01,pass_sacked_yds,0,,,,,
player,201612240rai,rai,McGlMa01,pass_long,19,,,,,
player,201612240rai,rai,McGlMa01,pass_rating,97.9,,,,,
player,201612240rai,rai,McGlMa01,rush_att,3,,,,,
player,201612240rai,rai,McGlMa01,rush_yds,-3,,,,,
player,201612240rai,rai,McGlMa01,rush_td,0,,,,,
player,201612240rai,rai,McGlMa01,rush_long,-1,,,,,
player,201612240rai,rai,McGlMa01,targets,0,,,,,
player,201612240rai,rai,McGlMa01,rec,0,,,,,
player,201612240rai,rai,McGlMa01,rec_yds,0,,,,,
player,201612240rai,rai,McGlMa01,rec_td,0,,,,,
player,201612240rai,rai,McGlMa01,rec_long,0,,,,,
player,201612240rai,rai,McGlMa01,fumbles,0,,,,,
player,201612240rai,rai,McGlMa01,fumbles_lost,0,,,,,
player,201612240rai,rai,WashDe00,pass_cmp,0,,,,,
player,201612240rai,rai,WashDe00,pass_att,0,,,,,
player,201612240rai,rai,WashDe00,pass_yds,0,,,,,
player,201612240rai,rai,WashDe00,pass_td,0,,,,,
player,201612240rai,rai,WashDe00,pass_int,0,,,,,
player,201612240rai,rai,WashDe00,pass_sacked,,,,,,
player,201612240rai,rai,WashDe00,pass_sacked_yds,0,,,,,
player,201612240rai,rai,WashDe00,pass_long,0,,,,,
player,201612240rai,rai,WashDe00,pass_rating,,,,,,
player,201612240rai,rai,WashDe00,rush_att,12,,,,,
player,201612240rai,rai,WashDe00,rush_yds,99,,,,,
player,201612240rai,rai,WashDe00,rush_td,2,,,,,
player,201612240rai,rai,WashDe00,rush_long,22,,,,,
player,201612240rai,rai,WashDe00,targets,1,,,,,
player,201612240rai,rai,WashDe00,rec,1,,,,,
player,201612240rai,rai,WashDe00,rec_yds,18,,,,,
player,201612240rai,rai,WashDe00,rec_td,0,,,,,
player,201612240rai,rai,WashDe00,rec_long,18,,,,,
player,201612240rai,rai,WashDe00,fumbles,0,,,,,
player,201612240rai,rai,WashDe00,fumbles_lost,0,,,,,
player,201612240rai,rai,RichJa01,pass_cmp,0,,,,,
player,201612240rai,rai,RichJa01,pass_att,0,,,,,
player,201612240rai,rai,RichJa01,pass_yds,0,,,,,
player,201612240rai,rai,RichJa01,pass_td,0,,,,,
player,201612240rai,rai,RichJa01,pass_int,0,,,,,
player,201612240rai,rai,RichJa01,pass_sacked,,,,,,
player,201612240rai,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201612240rai,rai,RichJa01,pass_long,0,,,,,
player,201612240rai,rai,RichJa01,pass_rating,,,,,,
player,201612240rai,rai,RichJa01,rush_att,6,,,,,
player,201612240rai,rai,RichJa01,rush_yds,66,,,,,
player,201612240rai,rai,RichJa01,rush_td,0,,,,,
player,201612240rai,rai,RichJa01,rush_long,19,,,,,
player,201612240rai,rai,RichJa01,targets,3,,,,,
player,201612240rai,rai,RichJa01,rec,3,,,,,
player,201612240rai,rai,RichJa01,rec_yds,13,,,,,
player,201612240rai,rai,RichJa01,rec_td,1,,,,,
player,201612240rai,rai,RichJa01,rec_long,8,,,,,
player,201612240rai,rai,RichJa01,fumbles,0,,,,,
player,201612240rai,rai,RichJa01,fumbles_lost,0,,,,,
player,201612240rai,rai,MurrLa00,pass_cmp,0,,,,,
player,201612240rai,rai,MurrLa00,pass_att,0,,,,,
player,201612240rai,rai,MurrLa00,pass_yds,0,,,,,
player,201612240rai,rai,MurrLa00,pass_td,0,,,,,
player,201612240rai,rai,MurrLa00,pass_int,0,,,,,
player,201612240rai,rai,MurrLa00,pass_sacked,,,,,,
player,201612240rai,rai,MurrLa00,pass_sacked_yds,0,,,,,
player,201612240rai,rai,MurrLa00,pass_long,0,,,,,
player,201612240rai,rai,MurrLa00,pass_rating,,,,,,
player,201612240rai,rai,MurrLa00,rush_att,15,,,,,
player,201612240rai,rai,MurrLa00,rush_yds,40,,,,,
player,201612240rai,rai,MurrLa00,rush_td,0,,,,,
player,201612240rai,rai,MurrLa00,rush_long,8,,,,,
player,201612240rai,rai,MurrLa00,targets,2,,,,,
player,201612240rai,rai,MurrLa00,rec,2,,,,,
player,201612240rai,rai,MurrLa00,rec_yds,11,,,,,
player,201612240rai,rai,MurrLa00,rec_td,0,,,,,
player,201612240rai,rai,MurrLa00,rec_long,11,,,,,
player,201612240rai,rai,MurrLa00,fumbles,0,,,,,
player,201612240rai,rai,MurrLa00,fumbles_lost,0,,,,,
player,201612240rai,rai,CrabMi00,pass_cmp,0,,,,,
player,201612240rai,rai,CrabMi00,pass_att,0,,,,,
player,201612240rai,rai,CrabMi00,pass_yds,0,,,,,
player,201612240rai,rai,CrabMi00,pass_td,0,,,,,
player,201612240rai,rai,CrabMi00,pass_int,0,,,,,
player,201612240rai,rai,CrabMi00,pass_sacked,,,,,,
player,201612240rai,rai,CrabMi00,pass_sacked_yds,0,,,,,
player,201612240rai,rai,CrabMi00,pass_long,0,,,,,
player,201612240rai,rai,CrabMi00,pass_rating,,,,,,
player,201612240rai,rai,CrabMi00,rush_att,0,,,,,
player,201612240rai,rai,CrabMi00,rush_yds,0,,,,,
player,201612240rai,rai,CrabMi00,rush_td,0,,,,,
player,201612240rai,rai,CrabMi00,rush_long,0,,,,,
player,201612240rai,rai,CrabMi00,targets,10,,,,,
player,201612240rai,rai,CrabMi00,rec,7,,,,,
player,201612240rai,rai,CrabMi00,rec_yds,90,,,,,
player,201612240rai,rai,CrabMi00,rec_td,0,,,,,
player,201612240rai,rai,CrabMi00,rec_long,35,,,,,
player,201612240rai,rai,CrabMi00,fumbles,1,,,,,
player,201612240rai,rai,CrabMi00,fumbles_lost,0,,,,,
player,201612240rai,rai,CoopAm00,pass_cmp,0,,,,,
player,201612240rai,rai,CoopAm00,pass_att,0,,,,,
player,201612240rai,rai,CoopAm00,pass_yds,0,,,,,
player,201612240rai,rai,CoopAm00,pass_td,0,,,,,
player,201612240rai,rai,CoopAm00,pass_int,0,,,,,
player,201612240rai,rai,CoopAm00,pass_sacked,,,,,,
player,201612240rai,rai,CoopAm00,pass_sacked_yds,0,,,,,
player,201612240rai,rai,CoopAm00,pass_long,0,,,,,
player,201612240rai,rai,CoopAm00,pass_rating,,,,,,
player,201612240rai,rai,CoopAm00,rush_att,0,,,,,
player,201612240rai,rai,CoopAm00,rush_yds,0,,,,,
player,201612240rai,rai,CoopAm00,rush_td,0,,,,,
player,201612240rai,rai,CoopAm00,rush_long,0,,,,,
player,201612240rai,rai,CoopAm00,targets,7,,,,,
player,201612240rai,rai,CoopAm00,rec,5,,,,,
player,201612240rai,rai,CoopAm00,rec_yds,76,,,,,
player,201612240rai,rai,CoopAm00,rec_td,0,,,,,
player,201612240rai,rai,CoopAm00,rec_long,34,,,,,
player,201612240rai,rai,CoopAm00,fumbles,0,,,,,
player,201612240rai,rai,CoopAm00,fumbles_lost,0,,,,,
player,201612240rai,rai,HolmAn00,pass_cmp,0,,,,,
player,201612240rai,rai,HolmAn00,pass_att,0,,,,,
player,201612240rai,rai,HolmAn00,pass_yds,0,,,,,
player,201612240rai,rai,HolmAn00,pass_td,0,,,,,
player,201612240rai,rai,HolmAn00,pass_int,0,,,,,
player,201612240rai,rai,HolmAn00,pass_sacked,,,,,,
player,201612240rai,rai,HolmAn00,pass_sacked_yds,0,,,,,
player,201612240rai,rai,HolmAn00,pass_long,0,,,,,
player,201612240rai,rai,HolmAn00,pass_rating,,,,,,
player,201612240rai,rai,HolmAn00,rush_att,0,,,,,
player,201612240rai,rai,HolmAn00,rush_yds,0,,,,,
player,201612240rai,rai,HolmAn00,rush_td,0,,,,,
player,201612240rai,rai,HolmAn00,rush_long,0,,,,,
player,201612240rai,rai,HolmAn00,targets,5,,,,,
player,201612240rai,rai,HolmAn00,rec,3,,,,,
player,201612240rai,rai,HolmAn00,rec_yds,33,,,,,
player,201612240rai,rai,HolmAn00,rec_td,1,,,,,
player,201612240rai,rai,HolmAn00,rec_long,22,,,,,
player,201612240rai,rai,HolmAn00,fumbles,0,,,,,
player,201612240rai,rai,HolmAn00,fumbles_lost,0,,,,,
player,201612240rai,rai,WalfCl00,pass_cmp,0,,,,,
player,201612240rai,rai,WalfCl00,pass_att,0,,,,,
player,201612240rai,rai,WalfCl00,pass_yds,0,,,,,
player,201612240rai,rai,WalfCl00,pass_td,0,,,,,
player,201612240rai,rai,WalfCl00,pass_int,0,,,,,
player,201612240rai,rai,WalfCl00,pass_sacked,,,,,,
player,201612240rai,rai,WalfCl00,pass_sacked_yds,0,,,,,
player,201612240rai,rai,WalfCl00,pass_long,0,,,,,
player,201612240rai,rai,WalfCl00,pass_rating,,,,,,
player,201612240rai,rai,WalfCl00,rush_att,0,,,,,
player,201612240rai,rai,WalfCl00,rush_yds,0,,,,,
player,201612240rai,rai,WalfCl00,rush_td,0,,,,,
player,201612240rai,rai,WalfCl00,rush_long,0,,,,,
player,201612240rai,rai,WalfCl00,targets,2,,,,,
player,201612240rai,rai,WalfCl00,rec,2,,,,,
player,201612240rai,rai,WalfCl00,rec_yds,20,,,,,
player,201612240rai,rai,WalfCl00,rec_td,1,,,,,
player,201612240rai,rai,WalfCl00,rec_long,15,,,,,
player,201612240rai,rai,WalfCl00,fumbles,0,,,,,
player,201612240rai,rai,WalfCl00,fumbles_lost,0,,,,,
player,201612240rai,rai,RobeSe00,pass_cmp,0,,,,,
player,201612240rai,rai,RobeSe00,pass_att,0,,,,,
player,201612240rai,rai,RobeSe00,pass_yds,0,,,,,
player,201612240rai,rai,RobeSe00,pass_td,0,,,,,
player,201612240rai,rai,RobeSe00,pass_int,0,,,,,
player,201612240rai,rai,RobeSe00,pass_sacked,0,,,,,
player,201612240rai,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201612240rai,rai,RobeSe00,pass_long,0,,,,,
player,201612240rai,rai,RobeSe00,pass_rating,,,,,,
player,201612240rai,rai,RobeSe00,rush_att,0,,,,,
player,201612240rai,rai,RobeSe00,rush_yds,0,,,,,
player,201612240rai,rai,RobeSe00,rush_td,0,,,,,
player,201612240rai,rai,RobeSe00,rush_long,0,,,,,
player,201612240rai,rai,RobeSe00,targets,3,,,,,
player,201612240rai,rai,RobeSe00,rec,0,,,,,
player,201612240rai,rai,RobeSe00,rec_yds,0,,,,,
player,201612240rai,rai,RobeSe00,rec_td,0,,,,,
player,201612240rai,rai,RobeSe00,rec_long,0,,,,,
player,201612240rai,rai,RobeSe00,fumbles,0,,,,,
player,201612240rai,rai,RobeSe00,fumbles_lost,0,,,,,
player,201612240rai,clt,ColeTr20,def_int,0,,,,,
player,201612240rai,clt,ColeTr20,def_int_yds,0,,,,,
player,201612240rai,clt,ColeTr20,def_int_td,0,,,,,
player,201612240rai,clt,ColeTr20,def_int_long,0,,,,,
player,201612240rai,clt,ColeTr20,pass_defended,0,,,,,
player,201612240rai,clt,ColeTr20,sacks,1.0,,,,,
player,201612240rai,clt,ColeTr20,tackles_combined,4,,,,,
player,201612240rai,clt,ColeTr20,tackles_solo,4,,,,,
player,201612240rai,clt,ColeTr20,tackles_assists,0,,,,,
player,201612240rai,clt,ColeTr20,tackles_loss,1,,,,,
player,201612240rai,clt,ColeTr20,qb_hits,1,,,,,
player,201612240rai,clt,ColeTr20,fumbles_rec,0,,,,,
player,201612240rai,clt,ColeTr20,fumbles_rec_yds,0,,,,,
player,201612240rai,clt,ColeTr20,fumbles_rec_td,0,,,,,
player,201612240rai,clt,ColeTr20,fumbles_forced,0,,,,,
player,201612240rai,clt,MorrAn01,def_int,0,,,,,
player,201612240rai,clt,MorrAn01,def_int_yds,0,,,,,
player,201612240rai,clt,MorrAn01,def_int_td,0,,,,,
player,201612240rai,clt,MorrAn01,def_int_long,0,,,,,
player,201612240rai,clt,MorrAn01,pass_defended,0,,,,,
player,201612240rai,clt,MorrAn01,sacks,0.0,,,,,
player,201612240rai,clt,MorrAn01,tackles_combined,11,,,,,
player,201612240rai,clt,MorrAn01,tackles_solo,6,,,,,
player,201612240rai,clt,MorrAn01,tackles_assists,5,,,,,
player,201612240rai,clt,MorrAn01,tackles_loss,2,,,,,
player,201612240rai,clt,MorrAn01,qb_hits,0,,,,,
player,201612240rai,clt,MorrAn01,fumbles_rec,0,,,,,
player,201612240rai,clt,MorrAn01,fumbles_rec_yds,0,,,,,
player,201612240rai,clt,MorrAn01,fumbles_rec_td,0,,,,,
player,201612240rai,clt,MorrAn01,fumbles_forced,0,,,,,
player,201612240rai,clt,JackEd00,def_int,0,,,,,
