game,2016,3,20160925,201609250clt,sdg,"San Diego Chargers",22,clt,"Indianapolis Colts",26
player,201609250clt,sdg,DzubNi00,def_int_long,0,,,,,
player,201609250clt,sdg,DzubNi00,pass_defended,0,,,,,
player,201609250clt,sdg,DzubNi00,sacks,0.0,,,,,
player,201609250clt,sdg,DzubNi00,tackles_combined,4,,,,,
player,201609250clt,sdg,DzubNi00,tackles_solo,2,,,,,
player,201609250clt,sdg,DzubNi00,tackles_assists,2,,,,,
player,201609250clt,sdg,DzubNi00,tackles_loss,0,,,,,
player,201609250clt,sdg,DzubNi00,qb_hits,0,,,,,
player,201609250clt,sdg,DzubNi00,fumbles_rec,0,,,,,
player,201609250clt,sdg,DzubNi00,fumbles_rec_yds,0,,,,,
player,201609250clt,sdg,DzubNi00,fumbles_rec_td,0,,,,,
player,201609250clt,sdg,DzubNi00,fumbles_forced,0,,,,,
player,201609250clt,sdg,FlowBr99,def_int,0,,,,,
player,201609250clt,sdg,FlowBr99,def_int_yds,0,,,,,
player,201609250clt,sdg,FlowBr99,def_int_td,0,,,,,
player,201609250clt,sdg,FlowBr99,def_int_long,0,,,,,
player,201609250clt,sdg,FlowBr99,pass_defended,0,,,,,
player,201609250clt,sdg,FlowBr99,sacks,0.0,,,,,
player,201609250clt,sdg,FlowBr99,tackles_combined,4,,,,,
player,201609250clt,sdg,FlowBr99,tackles_solo,3,,,,,
player,201609250clt,sdg,FlowBr99,tackles_assists,1,,,,,
player,201609250clt,sdg,FlowBr99,tackles_loss,0,,,,,
player,201609250clt,sdg,FlowBr99,qb_hits,0,,,,,
player,201609250clt,sdg,FlowBr99,fumbles_rec,0,,,,,
player,201609250clt,sdg,FlowBr99,fumbles_rec_yds,0,,,,,
player,201609250clt,sdg,FlowBr99,fumbles_rec_td,0,,,,,
player,201609250clt,sdg,FlowBr99,fumbles_forced,0,,,,,
player,201609250clt,sdg,LiugCo00,def_int,0,,,,,
player,201609250clt,sdg,LiugCo00,def_int_yds,0,,,,,
player,201609250clt,sdg,LiugCo00,def_int_td,0,,,,,
player,201609250clt,sdg,LiugCo00,def_int_long,0,,,,,
player,201609250clt,sdg,LiugCo00,pass_defended,0,,,,,
player,201609250clt,sdg,LiugCo00,sacks,0.0,,,,,
player,201609250clt,sdg,LiugCo00,tackles_combined,4,,,,,
player,201609250clt,sdg,LiugCo00,tackles_solo,3,,,,,
player,201609250clt,sdg,LiugCo00,tackles_assists,1,,,,,
player,201609250clt,sdg,LiugCo00,tackles_loss,1,,,,,
player,201609250clt,sdg,LiugCo00,qb_hits,1,,,,,
player,201609250clt,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201609250clt,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201609250clt,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201609250clt,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201609250clt,sdg,PhilAd00,def_int,0,,,,,
player,201609250clt,sdg,PhilAd00,def_int_yds,0,,,,,
player,201609250clt,sdg,PhilAd00,def_int_td,0,,,,,
player,201609250clt,sdg,PhilAd00,def_int_long,0,,,,,
player,201609250clt,sdg,PhilAd00,pass_defended,0,,,,,
player,201609250clt,sdg,PhilAd00,sacks,0.0,,,,,
player,201609250clt,sdg,PhilAd00,tackles_combined,4,,,,,
player,201609250clt,sdg,PhilAd00,tackles_solo,1,,,,,
player,201609250clt,sdg,PhilAd00,tackles_assists,3,,,,,
player,201609250clt,sdg,PhilAd00,tackles_loss,0,,,,,
player,201609250clt,sdg,PhilAd00,qb_hits,1,,,,,
player,201609250clt,sdg,PhilAd00,fumbles_rec,0,,,,,
player,201609250clt,sdg,PhilAd00,fumbles_rec_yds,0,,,,,
player,201609250clt,sdg,PhilAd00,fumbles_rec_td,0,,,,,
player,201609250clt,sdg,PhilAd00,fumbles_forced,0,,,,,
player,201609250clt,sdg,IngrMe00,def_int,0,,,,,
player,201609250clt,sdg,IngrMe00,def_int_yds,0,,,,,
player,201609250clt,sdg,IngrMe00,def_int_td,0,,,,,
player,201609250clt,sdg,IngrMe00,def_int_long,0,,,,,
player,201609250clt,sdg,IngrMe00,pass_defended,1,,,,,
player,201609250clt,sdg,IngrMe00,sacks,0.0,,,,,
player,201609250clt,sdg,IngrMe00,tackles_combined,3,,,,,
player,201609250clt,sdg,IngrMe00,tackles_solo,2,,,,,
player,201609250clt,sdg,IngrMe00,tackles_assists,1,,,,,
player,201609250clt,sdg,IngrMe00,tackles_loss,0,,,,,
player,201609250clt,sdg,IngrMe00,qb_hits,0,,,,,
player,201609250clt,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201609250clt,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201609250clt,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201609250clt,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201609250clt,sdg,MebaBr99,def_int,0,,,,,
player,201609250clt,sdg,MebaBr99,def_int_yds,0,,,,,
player,201609250clt,sdg,MebaBr99,def_int_td,0,,,,,
player,201609250clt,sdg,MebaBr99,def_int_long,0,,,,,
player,201609250clt,sdg,MebaBr99,pass_defended,0,,,,,
player,201609250clt,sdg,MebaBr99,sacks,0.0,,,,,
player,201609250clt,sdg,MebaBr99,tackles_combined,3,,,,,
player,201609250clt,sdg,MebaBr99,tackles_solo,2,,,,,
player,201609250clt,sdg,MebaBr99,tackles_assists,1,,,,,
player,201609250clt,sdg,MebaBr99,tackles_loss,0,,,,,
player,201609250clt,sdg,MebaBr99,qb_hits,0,,,,,
player,201609250clt,sdg,MebaBr99,fumbles_rec,0,,,,,
player,201609250clt,sdg,MebaBr99,fumbles_rec_yds,0,,,,,
player,201609250clt,sdg,MebaBr99,fumbles_rec_td,0,,,,,
player,201609250clt,sdg,MebaBr99,fumbles_forced,0,,,,,
player,201609250clt,sdg,PhilDa01,def_int,0,,,,,
player,201609250clt,sdg,PhilDa01,def_int_yds,0,,,,,
player,201609250clt,sdg,PhilDa01,def_int_td,0,,,,,
player,201609250clt,sdg,PhilDa01,def_int_long,0,,,,,
player,201609250clt,sdg,PhilDa01,pass_defended,0,,,,,
player,201609250clt,sdg,PhilDa01,sacks,0.0,,,,,
player,201609250clt,sdg,PhilDa01,tackles_combined,3,,,,,
player,201609250clt,sdg,PhilDa01,tackles_solo,1,,,,,
player,201609250clt,sdg,PhilDa01,tackles_assists,2,,,,,
player,201609250clt,sdg,PhilDa01,tackles_loss,0,,,,,
player,201609250clt,sdg,PhilDa01,qb_hits,0,,,,,
player,201609250clt,sdg,PhilDa01,fumbles_rec,0,,,,,
player,201609250clt,sdg,PhilDa01,fumbles_rec_yds,0,,,,,
player,201609250clt,sdg,PhilDa01,fumbles_rec_td,0,,,,,
player,201609250clt,sdg,PhilDa01,fumbles_forced,0,,,,,
player,201609250clt,sdg,TeoxMa00,def_int,0,,,,,
player,201609250clt,sdg,TeoxMa00,def_int_yds,0,,,,,
player,201609250clt,sdg,TeoxMa00,def_int_td,0,,,,,
player,201609250clt,sdg,TeoxMa00,def_int_long,0,,,,,
player,201609250clt,sdg,TeoxMa00,pass_defended,0,,,,,
player,201609250clt,sdg,TeoxMa00,sacks,0.0,,,,,
player,201609250clt,sdg,TeoxMa00,tackles_combined,3,,,,,
player,201609250clt,sdg,TeoxMa00,tackles_solo,2,,,,,
player,201609250clt,sdg,TeoxMa00,tackles_assists,1,,,,,
player,201609250clt,sdg,TeoxMa00,tackles_loss,0,,,,,
player,201609250clt,sdg,TeoxMa00,qb_hits,0,,,,,
player,201609250clt,sdg,TeoxMa00,fumbles_rec,0,,,,,
player,201609250clt,sdg,TeoxMa00,fumbles_rec_yds,0,,,,,
player,201609250clt,sdg,TeoxMa00,fumbles_rec_td,0,,,,,
player,201609250clt,sdg,TeoxMa00,fumbles_forced,0,,,,,
player,201609250clt,sdg,VerrJa00,def_int,0,,,,,
player,201609250clt,sdg,VerrJa00,def_int_yds,0,,,,,
player,201609250clt,sdg,VerrJa00,def_int_td,0,,,,,
player,201609250clt,sdg,VerrJa00,def_int_long,0,,,,,
player,201609250clt,sdg,VerrJa00,pass_defended,0,,,,,
player,201609250clt,sdg,VerrJa00,sacks,0.0,,,,,
player,201609250clt,sdg,VerrJa00,tackles_combined,3,,,,,
player,201609250clt,sdg,VerrJa00,tackles_solo,2,,,,,
player,201609250clt,sdg,VerrJa00,tackles_assists,1,,,,,
player,201609250clt,sdg,VerrJa00,tackles_loss,0,,,,,
player,201609250clt,sdg,VerrJa00,qb_hits,0,,,,,
player,201609250clt,sdg,VerrJa00,fumbles_rec,1,,,,,
player,201609250clt,sdg,VerrJa00,fumbles_rec_yds,0,,,,,
player,201609250clt,sdg,VerrJa00,fumbles_rec_td,0,,,,,
player,201609250clt,sdg,VerrJa00,fumbles_forced,0,,,,,
player,201609250clt,sdg,LoweDw99,def_int,0,,,,,
player,201609250clt,sdg,LoweDw99,def_int_yds,0,,,,,
player,201609250clt,sdg,LoweDw99,def_int_td,0,,,,,
player,201609250clt,sdg,LoweDw99,def_int_long,0,,,,,
player,201609250clt,sdg,LoweDw99,pass_defended,0,,,,,
player,201609250clt,sdg,LoweDw99,sacks,0.0,,,,,
player,201609250clt,sdg,LoweDw99,tackles_combined,2,,,,,
player,201609250clt,sdg,LoweDw99,tackles_solo,1,,,,,
player,201609250clt,sdg,LoweDw99,tackles_assists,1,,,,,
player,201609250clt,sdg,LoweDw99,tackles_loss,0,,,,,
player,201609250clt,sdg,LoweDw99,qb_hits,0,,,,,
player,201609250clt,sdg,LoweDw99,fumbles_rec,0,,,,,
player,201609250clt,sdg,LoweDw99,fumbles_rec_yds,0,,,,,
player,201609250clt,sdg,LoweDw99,fumbles_rec_td,0,,,,,
player,201609250clt,sdg,LoweDw99,fumbles_forced,0,,,,,
player,201609250clt,sdg,WillTo00,def_int,0,,,,,
player,201609250clt,sdg,WillTo00,def_int_yds,0,,,,,
player,201609250clt,sdg,WillTo00,def_int_td,0,,,,,
player,201609250clt,sdg,WillTo00,def_int_long,0,,,,,
player,201609250clt,sdg,WillTo00,pass_defended,0,,,,,
player,201609250clt,sdg,WillTo00,sacks,0.0,,,,,
player,201609250clt,sdg,WillTo00,tackles_combined,2,,,,,
player,201609250clt,sdg,WillTo00,tackles_solo,1,,,,,
player,201609250clt,sdg,WillTo00,tackles_assists,1,,,,,
player,201609250clt,sdg,WillTo00,tackles_loss,0,,,,,
player,201609250clt,sdg,WillTo00,qb_hits,0,,,,,
player,201609250clt,sdg,WillTo00,fumbles_rec,0,,,,,
player,201609250clt,sdg,WillTo00,fumbles_rec_yds,0,,,,,
player,201609250clt,sdg,WillTo00,fumbles_rec_td,0,,,,,
player,201609250clt,sdg,WillTo00,fumbles_forced,0,,,,,
player,201609250clt,sdg,AttaJe00,def_int,0,,,,,
player,201609250clt,sdg,AttaJe00,def_int_yds,0,,,,,
player,201609250clt,sdg,AttaJe00,def_int_td,0,,,,,
player,201609250clt,sdg,AttaJe00,def_int_long,0,,,,,
player,201609250clt,sdg,AttaJe00,pass_defended,0,,,,,
player,201609250clt,sdg,AttaJe00,sacks,0.0,,,,,
player,201609250clt,sdg,AttaJe00,tackles_combined,1,,,,,
player,201609250clt,sdg,AttaJe00,tackles_solo,1,,,,,
player,201609250clt,sdg,AttaJe00,tackles_assists,0,,,,,
player,201609250clt,sdg,AttaJe00,tackles_loss,0,,,,,
player,201609250clt,sdg,AttaJe00,qb_hits,0,,,,,
player,201609250clt,sdg,AttaJe00,fumbles_rec,0,,,,,
player,201609250clt,sdg,AttaJe00,fumbles_rec_yds,0,,,,,
player,201609250clt,sdg,AttaJe00,fumbles_rec_td,0,,,,,
player,201609250clt,sdg,AttaJe00,fumbles_forced,0,,,,,
player,201609250clt,sdg,McCoDe00,def_int,0,,,,,
player,201609250clt,sdg,McCoDe00,def_int_yds,0,,,,,
player,201609250clt,sdg,McCoDe00,def_int_td,0,,,,,
player,201609250clt,sdg,McCoDe00,def_int_long,0,,,,,
player,201609250clt,sdg,McCoDe00,pass_defended,1,,,,,
player,201609250clt,sdg,McCoDe00,sacks,0.0,,,,,
player,201609250clt,sdg,McCoDe00,tackles_combined,1,,,,,
player,201609250clt,sdg,McCoDe00,tackles_solo,0,,,,,
player,201609250clt,sdg,McCoDe00,tackles_assists,1,,,,,
player,201609250clt,sdg,McCoDe00,tackles_loss,0,,,,,
player,201609250clt,sdg,McCoDe00,qb_hits,0,,,,,
player,201609250clt,sdg,McCoDe00,fumbles_rec,0,,,,,
player,201609250clt,sdg,McCoDe00,fumbles_rec_yds,0,,,,,
player,201609250clt,sdg,McCoDe00,fumbles_rec_td,0,,,,,
player,201609250clt,sdg,McCoDe00,fumbles_forced,0,,,,,
player,201609250clt,sdg,PaleTe00,def_int,0,,,,,
player,201609250clt,sdg,PaleTe00,def_int_yds,0,,,,,
player,201609250clt,sdg,PaleTe00,def_int_td,0,,,,,
player,201609250clt,sdg,PaleTe00,def_int_long,0,,,,,
player,201609250clt,sdg,PaleTe00,pass_defended,0,,,,,
player,201609250clt,sdg,PaleTe00,sacks,0.0,,,,,
player,201609250clt,sdg,PaleTe00,tackles_combined,0,,,,,
player,201609250clt,sdg,PaleTe00,tackles_solo,0,,,,,
player,201609250clt,sdg,PaleTe00,tackles_assists,0,,,,,
player,201609250clt,sdg,PaleTe00,tackles_loss,0,,,,,
player,201609250clt,sdg,PaleTe00,qb_hits,1,,,,,
player,201609250clt,sdg,PaleTe00,fumbles_rec,0,,,,,
player,201609250clt,sdg,PaleTe00,fumbles_rec_yds,0,,,,,
player,201609250clt,sdg,PaleTe00,fumbles_rec_td,0,,,,,
player,201609250clt,sdg,PaleTe00,fumbles_forced,0,,,,,
player,201609250clt,sdg,ReidCa00,def_int,0,,,,,
player,201609250clt,sdg,ReidCa00,def_int_yds,0,,,,,
player,201609250clt,sdg,ReidCa00,def_int_td,0,,,,,
player,201609250clt,sdg,ReidCa00,def_int_long,0,,,,,
player,201609250clt,sdg,ReidCa00,pass_defended,0,,,,,
player,201609250clt,sdg,ReidCa00,sacks,0.0,,,,,
player,201609250clt,sdg,ReidCa00,tackles_combined,0,,,,,
player,201609250clt,sdg,ReidCa00,tackles_solo,0,,,,,
player,201609250clt,sdg,ReidCa00,tackles_assists,0,,,,,
player,201609250clt,sdg,ReidCa00,tackles_loss,0,,,,,
player,201609250clt,sdg,ReidCa00,qb_hits,0,,,,,
player,201609250clt,sdg,ReidCa00,fumbles_rec,1,,,,,
player,201609250clt,sdg,ReidCa00,fumbles_rec_yds,61,,,,,
player,201609250clt,sdg,ReidCa00,fumbles_rec_td,1,,,,,
player,201609250clt,sdg,ReidCa00,fumbles_forced,0,,,,,
player,201609250clt,clt,WaldEr99,def_int,0,,,,,
player,201609250clt,clt,WaldEr99,def_int_yds,0,,,,,
player,201609250clt,clt,WaldEr99,def_int_td,0,,,,,
player,201609250clt,clt,WaldEr99,def_int_long,0,,,,,
player,201609250clt,clt,WaldEr99,pass_defended,0,,,,,
player,201609250clt,clt,WaldEr99,sacks,2.0,,,,,
player,201609250clt,clt,WaldEr99,tackles_combined,3,,,,,
player,201609250clt,clt,WaldEr99,tackles_solo,3,,,,,
player,201609250clt,clt,WaldEr99,tackles_assists,0,,,,,
player,201609250clt,clt,WaldEr99,tackles_loss,1,,,,,
player,201609250clt,clt,WaldEr99,qb_hits,1,,,,,
player,201609250clt,clt,WaldEr99,fumbles_rec,0,,,,,
player,201609250clt,clt,WaldEr99,fumbles_rec_yds,0,,,,,
player,201609250clt,clt,WaldEr99,fumbles_rec_td,0,,,,,
player,201609250clt,clt,WaldEr99,fumbles_forced,2,,,,,
player,201609250clt,clt,MoorSi00,def_int,0,,,,,
player,201609250clt,clt,MoorSi00,def_int_yds,0,,,,,
player,201609250clt,clt,MoorSi00,def_int_td,0,,,,,
player,201609250clt,clt,MoorSi00,def_int_long,0,,,,,
player,201609250clt,clt,MoorSi00,pass_defended,0,,,,,
player,201609250clt,clt,MoorSi00,sacks,0.0,,,,,
player,201609250clt,clt,MoorSi00,tackles_combined,8,,,,,
player,201609250clt,clt,MoorSi00,tackles_solo,7,,,,,
player,201609250clt,clt,MoorSi00,tackles_assists,1,,,,,
player,201609250clt,clt,MoorSi00,tackles_loss,0,,,,,
player,201609250clt,clt,MoorSi00,qb_hits,0,,,,,
player,201609250clt,clt,MoorSi00,fumbles_rec,0,,,,,
player,201609250clt,clt,MoorSi00,fumbles_rec_yds,0,,,,,
player,201609250clt,clt,MoorSi00,fumbles_rec_td,0,,,,,
player,201609250clt,clt,MoorSi00,fumbles_forced,0,,,,,
player,201609250clt,clt,JackDQ20,def_int,0,,,,,
player,201609250clt,clt,JackDQ20,def_int_yds,0,,,,,
player,201609250clt,clt,JackDQ20,def_int_td,0,,,,,
player,201609250clt,clt,JackDQ20,def_int_long,0,,,,,
player,201609250clt,clt,JackDQ20,pass_defended,0,,,,,
player,201609250clt,clt,JackDQ20,sacks,0.0,,,,,
player,201609250clt,clt,JackDQ20,tackles_combined,7,,,,,
player,201609250clt,clt,JackDQ20,tackles_solo,3,,,,,
player,201609250clt,clt,JackDQ20,tackles_assists,4,,,,,
player,201609250clt,clt,JackDQ20,tackles_loss,0,,,,,
player,201609250clt,clt,JackDQ20,qb_hits,0,,,,,
player,201609250clt,clt,JackDQ20,fumbles_rec,1,,,,,
player,201609250clt,clt,JackDQ20,fumbles_rec_yds,0,,,,,
player,201609250clt,clt,JackDQ20,fumbles_rec_td,0,,,,,
player,201609250clt,clt,JackDQ20,fumbles_forced,0,,,,,
player,201609250clt,clt,GeatCl00,def_int,0,,,,,
player,201609250clt,clt,GeatCl00,def_int_yds,0,,,,,
player,201609250clt,clt,GeatCl00,def_int_td,0,,,,,
player,201609250clt,clt,GeatCl00,def_int_long,0,,,,,
player,201609250clt,clt,GeatCl00,pass_defended,0,,,,,
player,201609250clt,clt,GeatCl00,sacks,0.0,,,,,
player,201609250clt,clt,GeatCl00,tackles_combined,6,,,,,
player,201609250clt,clt,GeatCl00,tackles_solo,5,,,,,
player,201609250clt,clt,GeatCl00,tackles_assists,1,,,,,
player,201609250clt,clt,GeatCl00,tackles_loss,1,,,,,
player,201609250clt,clt,GeatCl00,qb_hits,0,,,,,
player,201609250clt,clt,GeatCl00,fumbles_rec,0,,,,,
player,201609250clt,clt,GeatCl00,fumbles_rec_yds,0,,,,,
player,201609250clt,clt,GeatCl00,fumbles_rec_td,0,,,,,
player,201609250clt,clt,GeatCl00,fumbles_forced,1,,,,,
player,201609250clt,clt,GreeT.00,def_int,0,,,,,
player,201609250clt,clt,GreeT.00,def_int_yds,0,,,,,
player,201609250clt,clt,GreeT.00,def_int_td,0,,,,,
player,201609250clt,clt,GreeT.00,def_int_long,0,,,,,
player,201609250clt,clt,GreeT.00,pass_defended,0,,,,,
player,201609250clt,clt,GreeT.00,sacks,0.0,,,,,
player,201609250clt,clt,GreeT.00,tackles_combined,4,,,,,
player,201609250clt,clt,GreeT.00,tackles_solo,3,,,,,
player,201609250clt,clt,GreeT.00,tackles_assists,1,,,,,
player,201609250clt,clt,GreeT.00,tackles_loss,0,,,,,
player,201609250clt,clt,GreeT.00,qb_hits,0,,,,,
player,201609250clt,clt,GreeT.00,fumbles_rec,0,,,,,
player,201609250clt,clt,GreeT.00,fumbles_rec_yds,0,,,,,
player,201609250clt,clt,GreeT.00,fumbles_rec_td,0,,,,,
player,201609250clt,clt,GreeT.00,fumbles_forced,0,,,,,
player,201609250clt,clt,MorrDa01,def_int,0,,,,,
player,201609250clt,clt,MorrDa01,def_int_yds,0,,,,,
player,201609250clt,clt,MorrDa01,def_int_td,0,,,,,
player,201609250clt,clt,MorrDa01,def_int_long,0,,,,,
player,201609250clt,clt,MorrDa01,pass_defended,1,,,,,
player,201609250clt,clt,MorrDa01,sacks,0.0,,,,,
player,201609250clt,clt,MorrDa01,tackles_combined,4,,,,,
player,201609250clt,clt,MorrDa01,tackles_solo,3,,,,,
player,201609250clt,clt,MorrDa01,tackles_assists,1,,,,,
player,201609250clt,clt,MorrDa01,tackles_loss,0,,,,,
player,201609250clt,clt,MorrDa01,qb_hits,0,,,,,
player,201609250clt,clt,MorrDa01,fumbles_rec,0,,,,,
player,201609250clt,clt,MorrDa01,fumbles_rec_yds,0,,,,,
player,201609250clt,clt,MorrDa01,fumbles_rec_td,0,,,,,
player,201609250clt,clt,MorrDa01,fumbles_forced,0,,,,,
player,201609250clt,clt,MorrAn01,def_int,0,,,,,
player,201609250clt,clt,MorrAn01,def_int_yds,0,,,,,
player,201609250clt,clt,MorrAn01,def_int_td,0,,,,,
player,201609250clt,clt,MorrAn01,def_int_long,0,,,,,
player,201609250clt,clt,MorrAn01,pass_defended,0,,,,,
player,201609250clt,clt,MorrAn01,sacks,0.0,,,,,
player,201609250clt,clt,MorrAn01,tackles_combined,4,,,,,
player,201609250clt,clt,MorrAn01,tackles_solo,3,,,,,
player,201609250clt,clt,MorrAn01,tackles_assists,1,,,,,
player,201609250clt,clt,MorrAn01,tackles_loss,0,,,,,
player,201609250clt,clt,MorrAn01,qb_hits,0,,,,,
player,201609250clt,clt,MorrAn01,fumbles_rec,0,,,,,
player,201609250clt,clt,MorrAn01,fumbles_rec_yds,0,,,,,
player,201609250clt,clt,MorrAn01,fumbles_rec_td,0,,,,,
player,201609250clt,clt,MorrAn01,fumbles_forced,0,,,,,
player,201609250clt,clt,ParrDa00,def_int,0,,,,,
player,201609250clt,clt,ParrDa00,def_int_yds,0,,,,,
player,201609250clt,clt,ParrDa00,def_int_td,0,,,,,
player,201609250clt,clt,ParrDa00,def_int_long,0,,,,,
player,201609250clt,clt,ParrDa00,pass_defended,0,,,,,
player,201609250clt,clt,ParrDa00,sacks,0.0,,,,,
player,201609250clt,clt,ParrDa00,tackles_combined,4,,,,,
player,201609250clt,clt,ParrDa00,tackles_solo,2,,,,,
player,201609250clt,clt,ParrDa00,tackles_assists,2,,,,,
player,201609250clt,clt,ParrDa00,tackles_loss,0,,,,,
player,201609250clt,clt,ParrDa00,qb_hits,1,,,,,
player,201609250clt,clt,ParrDa00,fumbles_rec,0,,,,,
player,201609250clt,clt,ParrDa00,fumbles_rec_yds,0,,,,,
player,201609250clt,clt,ParrDa00,fumbles_rec_td,0,,,,,
player,201609250clt,clt,ParrDa00,fumbles_forced,0,,,,,
player,201609250clt,clt,AdamMi21,def_int,0,,,,,
player,201609250clt,clt,AdamMi21,def_int_yds,0,,,,,
player,201609250clt,clt,AdamMi21,def_int_td,0,,,,,
player,201609250clt,clt,AdamMi21,def_int_long,0,,,,,
player,201609250clt,clt,AdamMi21,pass_defended,0,,,,,
player,201609250clt,clt,AdamMi21,sacks,0.0,,,,,
player,201609250clt,clt,AdamMi21,tackles_combined,3,,,,,
player,201609250clt,clt,AdamMi21,tackles_solo,2,,,,,
player,201609250clt,clt,AdamMi21,tackles_assists,1,,,,,
player,201609250clt,clt,AdamMi21,tackles_loss,0,,,,,
player,201609250clt,clt,AdamMi21,qb_hits,0,,,,,
player,201609250clt,clt,AdamMi21,fumbles_rec,1,,,,,
player,201609250clt,clt,AdamMi21,fumbles_rec_yds,0,,,,,
player,201609250clt,clt,AdamMi21,fumbles_rec_td,0,,,,,
player,201609250clt,clt,AdamMi21,fumbles_forced,0,,,,,
player,201609250clt,clt,DaviVo99,def_int,0,,,,,
player,201609250clt,clt,DaviVo99,def_int_yds,0,,,,,
player,201609250clt,clt,DaviVo99,def_int_td,0,,,,,
player,201609250clt,clt,DaviVo99,def_int_long,0,,,,,
player,201609250clt,clt,DaviVo99,pass_defended,0,,,,,
player,201609250clt,clt,DaviVo99,sacks,0.0,,,,,
player,201609250clt,clt,DaviVo99,tackles_combined,3,,,,,
player,201609250clt,clt,DaviVo99,tackles_solo,3,,,,,
player,201609250clt,clt,DaviVo99,tackles_assists,0,,,,,
player,201609250clt,clt,DaviVo99,tackles_loss,0,,,,,
player,201609250clt,clt,DaviVo99,qb_hits,0,,,,,
player,201609250clt,clt,DaviVo99,fumbles_rec,0,,,,,
player,201609250clt,clt,DaviVo99,fumbles_rec_yds,0,,,,,
player,201609250clt,clt,DaviVo99,fumbles_rec_td,0,,,,,
player,201609250clt,clt,DaviVo99,fumbles_forced,0,,,,,
player,201609250clt,clt,CromAn20,def_int,0,,,,,
player,201609250clt,clt,CromAn20,def_int_yds,0,,,,,
player,201609250clt,clt,CromAn20,def_int_td,0,,,,,
player,201609250clt,clt,CromAn20,def_int_long,0,,,,,
player,201609250clt,clt,CromAn20,pass_defended,1,,,,,
player,201609250clt,clt,CromAn20,sacks,0.0,,,,,
player,201609250clt,clt,CromAn20,tackles_combined,2,,,,,
player,201609250clt,clt,CromAn20,tackles_solo,2,,,,,
player,201609250clt,clt,CromAn20,tackles_assists,0,,,,,
player,201609250clt,clt,CromAn20,tackles_loss,0,,,,,
player,201609250clt,clt,CromAn20,qb_hits,0,,,,,
player,201609250clt,clt,CromAn20,fumbles_rec,0,,,,,
player,201609250clt,clt,CromAn20,fumbles_rec_yds,0,,,,,
player,201609250clt,clt,CromAn20,fumbles_rec_td,0,,,,,
player,201609250clt,clt,CromAn20,fumbles_forced,0,,,,,
player,201609250clt,clt,MaggCu00,def_int,0,,,,,
player,201609250clt,clt,MaggCu00,def_int_yds,0,,,,,
player,201609250clt,clt,MaggCu00,def_int_td,0,,,,,
player,201609250clt,clt,MaggCu00,def_int_long,0,,,,,
player,201609250clt,clt,MaggCu00,pass_defended,0,,,,,
player,201609250clt,clt,MaggCu00,sacks,0.0,,,,,
player,201609250clt,clt,MaggCu00,tackles_combined,2,,,,,
player,201609250clt,clt,MaggCu00,tackles_solo,1,,,,,
player,201609250clt,clt,MaggCu00,tackles_assists,1,,,,,
player,201609250clt,clt,MaggCu00,tackles_loss,0,,,,,
player,201609250clt,clt,MaggCu00,qb_hits,0,,,,,
player,201609250clt,clt,MaggCu00,fumbles_rec,0,,,,,
player,201609250clt,clt,MaggCu00,fumbles_rec_yds,0,,,,,
player,201609250clt,clt,MaggCu00,fumbles_rec_td,0,,,,,
player,201609250clt,clt,MaggCu00,fumbles_forced,0,,,,,
player,201609250clt,clt,ColeTr20,def_int,0,,,,,
player,201609250clt,clt,ColeTr20,def_int_yds,0,,,,,
player,201609250clt,clt,ColeTr20,def_int_td,0,,,,,
player,201609250clt,clt,ColeTr20,def_int_long,0,,,,,
player,201609250clt,clt,ColeTr20,pass_defended,0,,,,,
player,201609250clt,clt,ColeTr20,sacks,0.0,,,,,
player,201609250clt,clt,ColeTr20,tackles_combined,1,,,,,
player,201609250clt,clt,ColeTr20,tackles_solo,0,,,,,
player,201609250clt,clt,ColeTr20,tackles_assists,1,,,,,
player,201609250clt,clt,ColeTr20,tackles_loss,0,,,,,
player,201609250clt,clt,ColeTr20,qb_hits,0,,,,,
player,201609250clt,clt,ColeTr20,fumbles_rec,0,,,,,
player,201609250clt,clt,ColeTr20,fumbles_rec_yds,0,,,,,
player,201609250clt,clt,ColeTr20,fumbles_rec_td,0,,,,,
player,201609250clt,clt,ColeTr20,fumbles_forced,0,,,,,
player,201609250clt,clt,KerrZa00,def_int,0,,,,,
player,201609250clt,clt,KerrZa00,def_int_yds,0,,,,,
player,201609250clt,clt,KerrZa00,def_int_td,0,,,,,
player,201609250clt,clt,KerrZa00,def_int_long,0,,,,,
player,201609250clt,clt,KerrZa00,pass_defended,0,,,,,
player,201609250clt,clt,KerrZa00,sacks,0.0,,,,,
player,201609250clt,clt,KerrZa00,tackles_combined,1,,,,,
player,201609250clt,clt,KerrZa00,tackles_solo,1,,,,,
player,201609250clt,clt,KerrZa00,tackles_assists,0,,,,,
player,201609250clt,clt,KerrZa00,tackles_loss,0,,,,,
player,201609250clt,clt,KerrZa00,qb_hits,0,,,,,
