game,2016,1,20160911,201609110sea,mia,"Miami Dolphins",10,sea,"Seattle Seahawks",12
player,201609110sea,sea,JeffQu00,sacks,0.0,,,,,
player,201609110sea,sea,JeffQu00,tackles_combined,1,,,,,
player,201609110sea,sea,JeffQu00,tackles_solo,0,,,,,
player,201609110sea,sea,JeffQu00,tackles_assists,1,,,,,
player,201609110sea,sea,JeffQu00,tackles_loss,0,,,,,
player,201609110sea,sea,JeffQu00,qb_hits,0,,,,,
player,201609110sea,sea,JeffQu00,fumbles_rec,0,,,,,
player,201609110sea,sea,JeffQu00,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,JeffQu00,fumbles_rec_td,0,,,,,
player,201609110sea,sea,JeffQu00,fumbles_forced,0,,,,,
player,201609110sea,sea,PierKe00,def_int,0,,,,,
player,201609110sea,sea,PierKe00,def_int_yds,0,,,,,
player,201609110sea,sea,PierKe00,def_int_td,0,,,,,
player,201609110sea,sea,PierKe00,def_int_long,0,,,,,
player,201609110sea,sea,PierKe00,pass_defended,0,,,,,
player,201609110sea,sea,PierKe00,sacks,0.0,,,,,
player,201609110sea,sea,PierKe00,tackles_combined,1,,,,,
player,201609110sea,sea,PierKe00,tackles_solo,1,,,,,
player,201609110sea,sea,PierKe00,tackles_assists,0,,,,,
player,201609110sea,sea,PierKe00,tackles_loss,0,,,,,
player,201609110sea,sea,PierKe00,qb_hits,0,,,,,
player,201609110sea,sea,PierKe00,fumbles_rec,0,,,,,
player,201609110sea,sea,PierKe00,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,PierKe00,fumbles_rec_td,0,,,,,
player,201609110sea,sea,PierKe00,fumbles_forced,0,,,,,
player,201609110sea,sea,PoweTy01,def_int,0,,,,,
player,201609110sea,sea,PoweTy01,def_int_yds,0,,,,,
player,201609110sea,sea,PoweTy01,def_int_td,0,,,,,
player,201609110sea,sea,PoweTy01,def_int_long,0,,,,,
player,201609110sea,sea,PoweTy01,pass_defended,0,,,,,
player,201609110sea,sea,PoweTy01,sacks,0.0,,,,,
player,201609110sea,sea,PoweTy01,tackles_combined,1,,,,,
player,201609110sea,sea,PoweTy01,tackles_solo,0,,,,,
player,201609110sea,sea,PoweTy01,tackles_assists,1,,,,,
player,201609110sea,sea,PoweTy01,tackles_loss,0,,,,,
player,201609110sea,sea,PoweTy01,qb_hits,0,,,,,
player,201609110sea,sea,PoweTy01,fumbles_rec,0,,,,,
player,201609110sea,sea,PoweTy01,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,PoweTy01,fumbles_rec_td,0,,,,,
player,201609110sea,sea,PoweTy01,fumbles_forced,0,,,,,
player,201609110sea,sea,RubiAh99,def_int,0,,,,,
player,201609110sea,sea,RubiAh99,def_int_yds,0,,,,,
player,201609110sea,sea,RubiAh99,def_int_td,0,,,,,
player,201609110sea,sea,RubiAh99,def_int_long,0,,,,,
player,201609110sea,sea,RubiAh99,pass_defended,0,,,,,
player,201609110sea,sea,RubiAh99,sacks,0.0,,,,,
player,201609110sea,sea,RubiAh99,tackles_combined,1,,,,,
player,201609110sea,sea,RubiAh99,tackles_solo,1,,,,,
player,201609110sea,sea,RubiAh99,tackles_assists,0,,,,,
player,201609110sea,sea,RubiAh99,tackles_loss,0,,,,,
player,201609110sea,sea,RubiAh99,qb_hits,0,,,,,
player,201609110sea,sea,RubiAh99,fumbles_rec,0,,,,,
player,201609110sea,sea,RubiAh99,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,RubiAh99,fumbles_rec_td,0,,,,,
player,201609110sea,sea,RubiAh99,fumbles_forced,1,,,,,
player,201609110sea,sea,WillBr04,def_int,0,,,,,
player,201609110sea,sea,WillBr04,def_int_yds,0,,,,,
player,201609110sea,sea,WillBr04,def_int_td,0,,,,,
player,201609110sea,sea,WillBr04,def_int_long,0,,,,,
player,201609110sea,sea,WillBr04,pass_defended,0,,,,,
player,201609110sea,sea,WillBr04,sacks,0.0,,,,,
player,201609110sea,sea,WillBr04,tackles_combined,1,,,,,
player,201609110sea,sea,WillBr04,tackles_solo,0,,,,,
player,201609110sea,sea,WillBr04,tackles_assists,1,,,,,
player,201609110sea,sea,WillBr04,tackles_loss,0,,,,,
player,201609110sea,sea,WillBr04,qb_hits,0,,,,,
player,201609110sea,sea,WillBr04,fumbles_rec,0,,,,,
player,201609110sea,sea,WillBr04,fumbles_rec_yds,0,,,,,
player,201609110sea,sea,WillBr04,fumbles_rec_td,0,,,,,
player,201609110sea,sea,WillBr04,fumbles_forced,0,,,,,
player,201609110sea,mia,GranJa00,kick_ret,2,,,,,
player,201609110sea,mia,GranJa00,kick_ret_yds,67,,,,,
player,201609110sea,mia,GranJa00,kick_ret_yds_per_ret,33.5,,,,,
player,201609110sea,mia,GranJa00,kick_ret_td,0,,,,,
player,201609110sea,mia,GranJa00,kick_ret_long,45,,,,,
player,201609110sea,mia,GranJa00,punt_ret,3,,,,,
player,201609110sea,mia,GranJa00,punt_ret_yds,16,,,,,
player,201609110sea,mia,GranJa00,punt_ret_yds_per_ret,5.3,,,,,
player,201609110sea,mia,GranJa00,punt_ret_td,0,,,,,
player,201609110sea,mia,GranJa00,punt_ret_long,7,,,,,
player,201609110sea,mia,LandJa00,kick_ret,0,,,,,
player,201609110sea,mia,LandJa00,kick_ret_yds,0,,,,,
player,201609110sea,mia,LandJa00,kick_ret_yds_per_ret,,,,,,
player,201609110sea,mia,LandJa00,kick_ret_td,0,,,,,
player,201609110sea,mia,LandJa00,kick_ret_long,0,,,,,
player,201609110sea,mia,LandJa00,punt_ret,1,,,,,
player,201609110sea,mia,LandJa00,punt_ret_yds,16,,,,,
player,201609110sea,mia,LandJa00,punt_ret_yds_per_ret,16.0,,,,,
player,201609110sea,mia,LandJa00,punt_ret_td,0,,,,,
player,201609110sea,mia,LandJa00,punt_ret_long,16,,,,,
player,201609110sea,mia,WillDa05,kick_ret,1,,,,,
player,201609110sea,mia,WillDa05,kick_ret_yds,17,,,,,
player,201609110sea,mia,WillDa05,kick_ret_yds_per_ret,17.0,,,,,
player,201609110sea,mia,WillDa05,kick_ret_td,0,,,,,
player,201609110sea,mia,WillDa05,kick_ret_long,17,,,,,
player,201609110sea,mia,WillDa05,punt_ret,0,,,,,
player,201609110sea,mia,WillDa05,punt_ret_yds,0,,,,,
player,201609110sea,mia,WillDa05,punt_ret_yds_per_ret,,,,,,
player,201609110sea,mia,WillDa05,punt_ret_td,0,,,,,
player,201609110sea,mia,WillDa05,punt_ret_long,0,,,,,
player,201609110sea,sea,LockTy00,kick_ret,0,,,,,
player,201609110sea,sea,LockTy00,kick_ret_yds,0,,,,,
player,201609110sea,sea,LockTy00,kick_ret_yds_per_ret,,,,,,
player,201609110sea,sea,LockTy00,kick_ret_td,0,,,,,
player,201609110sea,sea,LockTy00,kick_ret_long,0,,,,,
player,201609110sea,sea,LockTy00,punt_ret,3,,,,,
player,201609110sea,sea,LockTy00,punt_ret_yds,40,,,,,
player,201609110sea,sea,LockTy00,punt_ret_yds_per_ret,13.3,,,,,
player,201609110sea,sea,LockTy00,punt_ret_td,0,,,,,
player,201609110sea,sea,LockTy00,punt_ret_long,22,,,,,
player,201609110sea,mia,FranAn01,xpm,1,,,,,
player,201609110sea,mia,FranAn01,xpa,1,,,,,
player,201609110sea,mia,FranAn01,fgm,1,,,,,
player,201609110sea,mia,FranAn01,fga,2,,,,,
player,201609110sea,mia,FranAn01,punt,0,,,,,
player,201609110sea,mia,FranAn01,punt_yds,0,,,,,
player,201609110sea,mia,FranAn01,punt_yds_per_punt,,,,,,
player,201609110sea,mia,FranAn01,punt_long,0,,,,,
player,201609110sea,mia,DarrMa00,xpm,,,,,,
player,201609110sea,mia,DarrMa00,xpa,,,,,,
player,201609110sea,mia,DarrMa00,fgm,,,,,,
player,201609110sea,mia,DarrMa00,fga,,,,,,
player,201609110sea,mia,DarrMa00,punt,7,,,,,
player,201609110sea,mia,DarrMa00,punt_yds,327,,,,,
player,201609110sea,mia,DarrMa00,punt_yds_per_punt,46.7,,,,,
player,201609110sea,mia,DarrMa00,punt_long,57,,,,,
player,201609110sea,sea,HausSt00,xpm,,,,,,
player,201609110sea,sea,HausSt00,xpa,1,,,,,
player,201609110sea,sea,HausSt00,fgm,2,,,,,
player,201609110sea,sea,HausSt00,fga,2,,,,,
player,201609110sea,sea,HausSt00,punt,0,,,,,
player,201609110sea,sea,HausSt00,punt_yds,0,,,,,
player,201609110sea,sea,HausSt00,punt_yds_per_punt,,,,,,
player,201609110sea,sea,HausSt00,punt_long,0,,,,,
player,201609110sea,sea,RyanJo21,xpm,,,,,,
player,201609110sea,sea,RyanJo21,xpa,,,,,,
player,201609110sea,sea,RyanJo21,fgm,,,,,,
player,201609110sea,sea,RyanJo21,fga,,,,,,
player,201609110sea,sea,RyanJo21,punt,6,,,,,
player,201609110sea,sea,RyanJo21,punt_yds,253,,,,,
player,201609110sea,sea,RyanJo21,punt_yds_per_punt,42.2,,,,,
player,201609110sea,sea,RyanJo21,punt_long,50,,,,,
player,201609110sea,sea,GlowMa00,pos,G,,,,,
player,201609110sea,sea,GlowMa00,offense,82,,,,,
player,201609110sea,sea,GlowMa00,off_pct,100%,,,,,
player,201609110sea,sea,GlowMa00,defense,0,,,,,
player,201609110sea,sea,GlowMa00,def_pct,0%,,,,,
player,201609110sea,sea,GlowMa00,special_teams,6,,,,,
player,201609110sea,sea,GlowMa00,st_pct,24%,,,,,
player,201609110sea,sea,GillGa01,pos,T,,,,,
player,201609110sea,sea,GillGa01,offense,82,,,,,
player,201609110sea,sea,GillGa01,off_pct,100%,,,,,
player,201609110sea,sea,GillGa01,defense,0,,,,,
player,201609110sea,sea,GillGa01,def_pct,0%,,,,,
player,201609110sea,sea,GillGa01,special_teams,3,,,,,
player,201609110sea,sea,GillGa01,st_pct,12%,,,,,
player,201609110sea,sea,SoweBr00,pos,T,,,,,
player,201609110sea,sea,SoweBr00,offense,82,,,,,
player,201609110sea,sea,SoweBr00,off_pct,100%,,,,,
player,201609110sea,sea,SoweBr00,defense,0,,,,,
player,201609110sea,sea,SoweBr00,def_pct,0%,,,,,
player,201609110sea,sea,SoweBr00,special_teams,3,,,,,
player,201609110sea,sea,SoweBr00,st_pct,12%,,,,,
player,201609110sea,sea,WebbJM20,pos,T,,,,,
player,201609110sea,sea,WebbJM20,offense,82,,,,,
player,201609110sea,sea,WebbJM20,off_pct,100%,,,,,
player,201609110sea,sea,WebbJM20,defense,0,,,,,
player,201609110sea,sea,WebbJM20,def_pct,0%,,,,,
player,201609110sea,sea,WebbJM20,special_teams,3,,,,,
player,201609110sea,sea,WebbJM20,st_pct,12%,,,,,
player,201609110sea,sea,BritJu00,pos,C,,,,,
player,201609110sea,sea,BritJu00,offense,82,,,,,
player,201609110sea,sea,BritJu00,off_pct,100%,,,,,
player,201609110sea,sea,BritJu00,defense,0,,,,,
player,201609110sea,sea,BritJu00,def_pct,0%,,,,,
player,201609110sea,sea,BritJu00,special_teams,3,,,,,
player,201609110sea,sea,BritJu00,st_pct,12%,,,,,
player,201609110sea,sea,WilsRu00,pos,QB,,,,,
player,201609110sea,sea,WilsRu00,offense,82,,,,,
player,201609110sea,sea,WilsRu00,off_pct,100%,,,,,
player,201609110sea,sea,WilsRu00,defense,0,,,,,
player,201609110sea,sea,WilsRu00,def_pct,0%,,,,,
player,201609110sea,sea,WilsRu00,special_teams,0,,,,,
player,201609110sea,sea,WilsRu00,st_pct,0%,,,,,
player,201609110sea,sea,BaldDo00,pos,WR,,,,,
player,201609110sea,sea,BaldDo00,offense,71,,,,,
player,201609110sea,sea,BaldDo00,off_pct,87%,,,,,
player,201609110sea,sea,BaldDo00,defense,0,,,,,
player,201609110sea,sea,BaldDo00,def_pct,0%,,,,,
player,201609110sea,sea,BaldDo00,special_teams,7,,,,,
player,201609110sea,sea,BaldDo00,st_pct,28%,,,,,
player,201609110sea,sea,KearJe01,pos,WR,,,,,
player,201609110sea,sea,KearJe01,offense,70,,,,,
player,201609110sea,sea,KearJe01,off_pct,85%,,,,,
player,201609110sea,sea,KearJe01,defense,0,,,,,
player,201609110sea,sea,KearJe01,def_pct,0%,,,,,
player,201609110sea,sea,KearJe01,special_teams,2,,,,,
player,201609110sea,sea,KearJe01,st_pct,8%,,,,,
player,201609110sea,sea,WillLu00,pos,TE,,,,,
player,201609110sea,sea,WillLu00,offense,64,,,,,
player,201609110sea,sea,WillLu00,off_pct,78%,,,,,
player,201609110sea,sea,WillLu00,defense,0,,,,,
player,201609110sea,sea,WillLu00,def_pct,0%,,,,,
player,201609110sea,sea,WillLu00,special_teams,12,,,,,
player,201609110sea,sea,WillLu00,st_pct,48%,,,,,
player,201609110sea,sea,LockTy00,pos,WR,,,,,
player,201609110sea,sea,LockTy00,offense,62,,,,,
player,201609110sea,sea,LockTy00,off_pct,76%,,,,,
player,201609110sea,sea,LockTy00,defense,0,,,,,
player,201609110sea,sea,LockTy00,def_pct,0%,,,,,
player,201609110sea,sea,LockTy00,special_teams,10,,,,,
player,201609110sea,sea,LockTy00,st_pct,40%,,,,,
player,201609110sea,sea,MichCh00,pos,RB,,,,,
player,201609110sea,sea,MichCh00,offense,52,,,,,
player,201609110sea,sea,MichCh00,off_pct,63%,,,,,
player,201609110sea,sea,MichCh00,defense,0,,,,,
player,201609110sea,sea,MichCh00,def_pct,0%,,,,,
player,201609110sea,sea,MichCh00,special_teams,0,,,,,
player,201609110sea,sea,MichCh00,st_pct,0%,,,,,
player,201609110sea,sea,RawlTh00,pos,RB,,,,,
player,201609110sea,sea,RawlTh00,offense,22,,,,,
player,201609110sea,sea,RawlTh00,off_pct,27%,,,,,
player,201609110sea,sea,RawlTh00,defense,0,,,,,
player,201609110sea,sea,RawlTh00,def_pct,0%,,,,,
player,201609110sea,sea,RawlTh00,special_teams,0,,,,,
player,201609110sea,sea,RawlTh00,st_pct,0%,,,,,
player,201609110sea,sea,RichPa01,pos,WR,,,,,
player,201609110sea,sea,RichPa01,offense,17,,,,,
player,201609110sea,sea,RichPa01,off_pct,21%,,,,,
player,201609110sea,sea,RichPa01,defense,0,,,,,
player,201609110sea,sea,RichPa01,def_pct,0%,,,,,
player,201609110sea,sea,RichPa01,special_teams,1,,,,,
player,201609110sea,sea,RichPa01,st_pct,4%,,,,,
player,201609110sea,sea,GrahJi00,pos,TE,,,,,
player,201609110sea,sea,GrahJi00,offense,17,,,,,
player,201609110sea,sea,GrahJi00,off_pct,21%,,,,,
player,201609110sea,sea,GrahJi00,defense,0,,,,,
player,201609110sea,sea,GrahJi00,def_pct,0%,,,,,
player,201609110sea,sea,GrahJi00,special_teams,0,,,,,
player,201609110sea,sea,GrahJi00,st_pct,0%,,,,,
player,201609110sea,sea,McEvTa01,pos,WR,,,,,
player,201609110sea,sea,McEvTa01,offense,10,,,,,
player,201609110sea,sea,McEvTa01,off_pct,12%,,,,,
player,201609110sea,sea,McEvTa01,defense,0,,,,,
player,201609110sea,sea,McEvTa01,def_pct,0%,,,,,
player,201609110sea,sea,McEvTa01,special_teams,5,,,,,
player,201609110sea,sea,McEvTa01,st_pct,20%,,,,,
player,201609110sea,sea,WillBr04,pos,TE,,,,,
player,201609110sea,sea,WillBr04,offense,9,,,,,
player,201609110sea,sea,WillBr04,off_pct,11%,,,,,
player,201609110sea,sea,WillBr04,defense,0,,,,,
player,201609110sea,sea,WillBr04,def_pct,0%,,,,,
player,201609110sea,sea,WillBr04,special_teams,19,,,,,
player,201609110sea,sea,WillBr04,st_pct,76%,,,,,
player,201609110sea,sea,ProsC.00,pos,RB,,,,,
player,201609110sea,sea,ProsC.00,offense,9,,,,,
player,201609110sea,sea,ProsC.00,off_pct,11%,,,,,
player,201609110sea,sea,ProsC.00,defense,0,,,,,
player,201609110sea,sea,ProsC.00,def_pct,0%,,,,,
player,201609110sea,sea,ProsC.00,special_teams,0,,,,,
player,201609110sea,sea,ProsC.00,st_pct,0%,,,,,
player,201609110sea,sea,TupoTa01,pos,FB,,,,,
player,201609110sea,sea,TupoTa01,offense,7,,,,,
player,201609110sea,sea,TupoTa01,off_pct,9%,,,,,
player,201609110sea,sea,TupoTa01,defense,0,,,,,
player,201609110sea,sea,TupoTa01,def_pct,0%,,,,,
player,201609110sea,sea,TupoTa01,special_teams,3,,,,,
player,201609110sea,sea,TupoTa01,st_pct,12%,,,,,
player,201609110sea,sea,SherRi00,pos,CB,,,,,
player,201609110sea,sea,SherRi00,offense,0,,,,,
player,201609110sea,sea,SherRi00,off_pct,0%,,,,,
player,201609110sea,sea,SherRi00,defense,54,,,,,
player,201609110sea,sea,SherRi00,def_pct,100%,,,,,
player,201609110sea,sea,SherRi00,special_teams,9,,,,,
player,201609110sea,sea,SherRi00,st_pct,36%,,,,,
player,201609110sea,sea,SheaDe00,pos,CB,,,,,
player,201609110sea,sea,SheaDe00,offense,0,,,,,
player,201609110sea,sea,SheaDe00,off_pct,0%,,,,,
player,201609110sea,sea,SheaDe00,defense,54,,,,,
player,201609110sea,sea,SheaDe00,def_pct,100%,,,,,
player,201609110sea,sea,SheaDe00,special_teams,6,,,,,
player,201609110sea,sea,SheaDe00,st_pct,24%,,,,,
player,201609110sea,sea,ChanKa99,pos,SS,,,,,
player,201609110sea,sea,ChanKa99,offense,0,,,,,
player,201609110sea,sea,ChanKa99,off_pct,0%,,,,,
player,201609110sea,sea,ChanKa99,defense,54,,,,,
player,201609110sea,sea,ChanKa99,def_pct,100%,,,,,
player,201609110sea,sea,ChanKa99,special_teams,6,,,,,
player,201609110sea,sea,ChanKa99,st_pct,24%,,,,,
player,201609110sea,sea,WagnBo00,pos,LB,,,,,
player,201609110sea,sea,WagnBo00,offense,0,,,,,
player,201609110sea,sea,WagnBo00,off_pct,0%,,,,,
player,201609110sea,sea,WagnBo00,defense,54,,,,,
player,201609110sea,sea,WagnBo00,def_pct,100%,,,,,
player,201609110sea,sea,WagnBo00,special_teams,3,,,,,
player,201609110sea,sea,WagnBo00,st_pct,12%,,,,,
player,201609110sea,sea,ThomEa99,pos,FS,,,,,
player,201609110sea,sea,ThomEa99,offense,0,,,,,
player,201609110sea,sea,ThomEa99,off_pct,0%,,,,,
player,201609110sea,sea,ThomEa99,defense,54,,,,,
player,201609110sea,sea,ThomEa99,def_pct,100%,,,,,
player,201609110sea,sea,ThomEa99,special_teams,2,,,,,
player,201609110sea,sea,ThomEa99,st_pct,8%,,,,,
player,201609110sea,sea,WrigK.00,pos,LB,,,,,
player,201609110sea,sea,WrigK.00,offense,0,,,,,
player,201609110sea,sea,WrigK.00,off_pct,0%,,,,,
player,201609110sea,sea,WrigK.00,defense,51,,,,,
player,201609110sea,sea,WrigK.00,def_pct,94%,,,,,
player,201609110sea,sea,WrigK.00,special_teams,0,,,,,
player,201609110sea,sea,WrigK.00,st_pct,0%,,,,,
player,201609110sea,sea,BennMi99,pos,DE,,,,,
player,201609110sea,sea,BennMi99,offense,0,,,,,
player,201609110sea,sea,BennMi99,off_pct,0%,,,,,
player,201609110sea,sea,BennMi99,defense,49,,,,,
player,201609110sea,sea,BennMi99,def_pct,91%,,,,,
player,201609110sea,sea,BennMi99,special_teams,0,,,,,
player,201609110sea,sea,BennMi99,st_pct,0%,,,,,
player,201609110sea,sea,AvriCl99,pos,DE,,,,,
player,201609110sea,sea,AvriCl99,offense,0,,,,,
player,201609110sea,sea,AvriCl99,off_pct,0%,,,,,
player,201609110sea,sea,AvriCl99,defense,46,,,,,
player,201609110sea,sea,AvriCl99,def_pct,85%,,,,,
player,201609110sea,sea,AvriCl99,special_teams,0,,,,,
player,201609110sea,sea,AvriCl99,st_pct,0%,,,,,
player,201609110sea,sea,LaneJe00,pos,CB,,,,,
player,201609110sea,sea,LaneJe00,offense,0,,,,,
player,201609110sea,sea,LaneJe00,off_pct,0%,,,,,
player,201609110sea,sea,LaneJe00,defense,44,,,,,
player,201609110sea,sea,LaneJe00,def_pct,81%,,,,,
player,201609110sea,sea,LaneJe00,special_teams,9,,,,,
player,201609110sea,sea,LaneJe00,st_pct,36%,,,,,
player,201609110sea,sea,ReedJa02,pos,DT,,,,,
player,201609110sea,sea,ReedJa02,offense,0,,,,,
player,201609110sea,sea,ReedJa02,off_pct,0%,,,,,
player,201609110sea,sea,ReedJa02,defense,34,,,,,
player,201609110sea,sea,ReedJa02,def_pct,63%,,,,,
player,201609110sea,sea,ReedJa02,special_teams,0,,,,,
player,201609110sea,sea,ReedJa02,st_pct,0%,,,,,
player,201609110sea,sea,ClarFr01,pos,DE,,,,,
player,201609110sea,sea,ClarFr01,offense,0,,,,,
player,201609110sea,sea,ClarFr01,off_pct,0%,,,,,
player,201609110sea,sea,ClarFr01,defense,29,,,,,
player,201609110sea,sea,ClarFr01,def_pct,54%,,,,,
player,201609110sea,sea,ClarFr01,special_teams,0,,,,,
player,201609110sea,sea,ClarFr01,st_pct,0%,,,,,
player,201609110sea,sea,RubiAh99,pos,DT,,,,,
player,201609110sea,sea,RubiAh99,offense,0,,,,,
player,201609110sea,sea,RubiAh99,off_pct,0%,,,,,
player,201609110sea,sea,RubiAh99,defense,24,,,,,
player,201609110sea,sea,RubiAh99,def_pct,44%,,,,,
player,201609110sea,sea,RubiAh99,special_teams,3,,,,,
player,201609110sea,sea,RubiAh99,st_pct,12%,,,,,
player,201609110sea,sea,McDaTo20,pos,DT,,,,,
player,201609110sea,sea,McDaTo20,offense,0,,,,,
player,201609110sea,sea,McDaTo20,off_pct,0%,,,,,
player,201609110sea,sea,McDaTo20,defense,18,,,,,
player,201609110sea,sea,McDaTo20,def_pct,33%,,,,,
player,201609110sea,sea,McDaTo20,special_teams,3,,,,,
player,201609110sea,sea,McDaTo20,st_pct,12%,,,,,
player,201609110sea,sea,MorgMi00,pos,LB,,,,,
player,201609110sea,sea,MorgMi00,offense,0,,,,,
player,201609110sea,sea,MorgMi00,off_pct,0%,,,,,
player,201609110sea,sea,MorgMi00,defense,10,,,,,
player,201609110sea,sea,MorgMi00,def_pct,19%,,,,,
player,201609110sea,sea,MorgMi00,special_teams,12,,,,,
player,201609110sea,sea,MorgMi00,st_pct,48%,,,,,
player,201609110sea,sea,JeffQu00,pos,DE,,,,,
player,201609110sea,sea,JeffQu00,offense,0,,,,,
player,201609110sea,sea,JeffQu00,off_pct,0%,,,,,
player,201609110sea,sea,JeffQu00,defense,9,,,,,
player,201609110sea,sea,JeffQu00,def_pct,17%,,,,,
player,201609110sea,sea,JeffQu00,special_teams,3,,,,,
player,201609110sea,sea,JeffQu00,st_pct,12%,,,,,
player,201609110sea,sea,MarsCa00,pos,DE,,,,,
player,201609110sea,sea,MarsCa00,offense,0,,,,,
player,201609110sea,sea,MarsCa00,off_pct,0%,,,,,
player,201609110sea,sea,MarsCa00,defense,7,,,,,
player,201609110sea,sea,MarsCa00,def_pct,13%,,,,,
player,201609110sea,sea,MarsCa00,special_teams,22,,,,,
player,201609110sea,sea,MarsCa00,st_pct,88%,,,,,
player,201609110sea,sea,PierKe00,pos,LB,,,,,
player,201609110sea,sea,PierKe00,offense,0,,,,,
player,201609110sea,sea,PierKe00,off_pct,0%,,,,,
player,201609110sea,sea,PierKe00,defense,3,,,,,
player,201609110sea,sea,PierKe00,def_pct,6%,,,,,
player,201609110sea,sea,PierKe00,special_teams,19,,,,,
player,201609110sea,sea,PierKe00,st_pct,76%,,,,,
player,201609110sea,sea,CoylBr00,pos,LB,,,,,
player,201609110sea,sea,CoylBr00,offense,0,,,,,
player,201609110sea,sea,CoylBr00,off_pct,0%,,,,,
player,201609110sea,sea,CoylBr00,defense,0,,,,,
player,201609110sea,sea,CoylBr00,def_pct,0%,,,,,
player,201609110sea,sea,CoylBr00,special_teams,22,,,,,
player,201609110sea,sea,CoylBr00,st_pct,88%,,,,,
player,201609110sea,sea,McCrKe00,pos,SS,,,,,
player,201609110sea,sea,McCrKe00,offense,0,,,,,
player,201609110sea,sea,McCrKe00,off_pct,0%,,,,,
player,201609110sea,sea,McCrKe00,defense,0,,,,,
player,201609110sea,sea,McCrKe00,def_pct,0%,,,,,
player,201609110sea,sea,McCrKe00,special_teams,19,,,,,
player,201609110sea,sea,McCrKe00,st_pct,76%,,,,,
player,201609110sea,sea,PoweTy01,pos,FS,,,,,
player,201609110sea,sea,PoweTy01,offense,0,,,,,
player,201609110sea,sea,PoweTy01,off_pct,0%,,,,,
player,201609110sea,sea,PoweTy01,defense,0,,,,,
player,201609110sea,sea,PoweTy01,def_pct,0%,,,,,
player,201609110sea,sea,PoweTy01,special_teams,15,,,,,
player,201609110sea,sea,PoweTy01,st_pct,60%,,,,,
player,201609110sea,sea,TerrSt00,pos,FS,,,,,
player,201609110sea,sea,TerrSt00,offense,0,,,,,
player,201609110sea,sea,TerrSt00,off_pct,0%,,,,,
player,201609110sea,sea,TerrSt00,defense,0,,,,,
player,201609110sea,sea,TerrSt00,def_pct,0%,,,,,
player,201609110sea,sea,TerrSt00,special_teams,11,,,,,
player,201609110sea,sea,TerrSt00,st_pct,44%,,,,,
player,201609110sea,sea,RyanJo21,pos,P,,,,,
player,201609110sea,sea,RyanJo21,offense,0,,,,,
player,201609110sea,sea,RyanJo21,off_pct,0%,,,,,
player,201609110sea,sea,RyanJo21,defense,0,,,,,
player,201609110sea,sea,RyanJo21,def_pct,0%,,,,,
player,201609110sea,sea,RyanJo21,special_teams,9,,,,,
player,201609110sea,sea,RyanJo21,st_pct,36%,,,,,
player,201609110sea,sea,FresNo00,pos,LS,,,,,
player,201609110sea,sea,FresNo00,offense,0,,,,,
player,201609110sea,sea,FresNo00,off_pct,0%,,,,,
player,201609110sea,sea,FresNo00,defense,0,,,,,
player,201609110sea,sea,FresNo00,def_pct,0%,,,,,
player,201609110sea,sea,FresNo00,special_teams,9,,,,,
player,201609110sea,sea,FresNo00,st_pct,36%,,,,,
player,201609110sea,sea,ElliDe01,pos,CB,,,,,
player,201609110sea,sea,ElliDe01,offense,0,,,,,
player,201609110sea,sea,ElliDe01,off_pct,0%,,,,,
player,201609110sea,sea,ElliDe01,defense,0,,,,,
player,201609110sea,sea,ElliDe01,def_pct,0%,,,,,
player,201609110sea,sea,ElliDe01,special_teams,7,,,,,
player,201609110sea,sea,ElliDe01,st_pct,28%,,,,,
player,201609110sea,sea,HausSt00,pos,K,,,,,
player,201609110sea,sea,HausSt00,offense,0,,,,,
player,201609110sea,sea,HausSt00,off_pct,0%,,,,,
player,201609110sea,sea,HausSt00,defense,0,,,,,
player,201609110sea,sea,HausSt00,def_pct,0%,,,,,
player,201609110sea,sea,HausSt00,special_teams,6,,,,,
player,201609110sea,sea,HausSt00,st_pct,24%,,,,,
player,201609110sea,sea,FantGe00,pos,T,,,,,
player,201609110sea,sea,FantGe00,offense,0,,,,,
player,201609110sea,sea,FantGe00,off_pct,0%,,,,,
player,201609110sea,sea,FantGe00,defense,0,,,,,
player,201609110sea,sea,FantGe00,def_pct,0%,,,,,
player,201609110sea,sea,FantGe00,special_teams,3,,,,,
player,201609110sea,sea,FantGe00,st_pct,12%,,,,,
player,201609110sea,mia,BushJe20,pos,T,,,,,
player,201609110sea,mia,BushJe20,offense,54,,,,,
player,201609110sea,mia,BushJe20,off_pct,100%,,,,,
player,201609110sea,mia,BushJe20,defense,0,,,,,
player,201609110sea,mia,BushJe20,def_pct,0%,,,,,
player,201609110sea,mia,BushJe20,special_teams,3,,,,,
player,201609110sea,mia,BushJe20,st_pct,12%,,,,,
player,201609110sea,mia,JameJa01,pos,T,,,,,
player,201609110sea,mia,JameJa01,offense,54,,,,,
player,201609110sea,mia,JameJa01,off_pct,100%,,,,,
player,201609110sea,mia,JameJa01,defense,0,,,,,
player,201609110sea,mia,JameJa01,def_pct,0%,,,,,
player,201609110sea,mia,JameJa01,special_teams,3,,,,,
player,201609110sea,mia,JameJa01,st_pct,12%,,,,,
