game,2016,12,20161127,201611270chi,oti,"Tennessee Titans",27,chi,"Chicago Bears",21
player,201611270chi,chi,JoneCh05,fumbles_rec,0,,,,,
player,201611270chi,chi,JoneCh05,fumbles_rec_yds,0,,,,,
player,201611270chi,chi,JoneCh05,fumbles_rec_td,0,,,,,
player,201611270chi,chi,JoneCh05,fumbles_forced,0,,,,,
player,201611270chi,chi,ProsCh00,def_int,0,,,,,
player,201611270chi,chi,ProsCh00,def_int_yds,0,,,,,
player,201611270chi,chi,ProsCh00,def_int_td,0,,,,,
player,201611270chi,chi,ProsCh00,def_int_long,0,,,,,
player,201611270chi,chi,ProsCh00,pass_defended,0,,,,,
player,201611270chi,chi,ProsCh00,sacks,0.0,,,,,
player,201611270chi,chi,ProsCh00,tackles_combined,1,,,,,
player,201611270chi,chi,ProsCh00,tackles_solo,1,,,,,
player,201611270chi,chi,ProsCh00,tackles_assists,0,,,,,
player,201611270chi,chi,ProsCh00,tackles_loss,0,,,,,
player,201611270chi,chi,ProsCh00,qb_hits,0,,,,,
player,201611270chi,chi,ProsCh00,fumbles_rec,0,,,,,
player,201611270chi,chi,ProsCh00,fumbles_rec_yds,0,,,,,
player,201611270chi,chi,ProsCh00,fumbles_rec_td,0,,,,,
player,201611270chi,chi,ProsCh00,fumbles_forced,0,,,,,
player,201611270chi,chi,TimuJo00,def_int,0,,,,,
player,201611270chi,chi,TimuJo00,def_int_yds,0,,,,,
player,201611270chi,chi,TimuJo00,def_int_td,0,,,,,
player,201611270chi,chi,TimuJo00,def_int_long,0,,,,,
player,201611270chi,chi,TimuJo00,pass_defended,0,,,,,
player,201611270chi,chi,TimuJo00,sacks,0.0,,,,,
player,201611270chi,chi,TimuJo00,tackles_combined,1,,,,,
player,201611270chi,chi,TimuJo00,tackles_solo,1,,,,,
player,201611270chi,chi,TimuJo00,tackles_assists,0,,,,,
player,201611270chi,chi,TimuJo00,tackles_loss,0,,,,,
player,201611270chi,chi,TimuJo00,qb_hits,0,,,,,
player,201611270chi,chi,TimuJo00,fumbles_rec,0,,,,,
player,201611270chi,chi,TimuJo00,fumbles_rec_yds,0,,,,,
player,201611270chi,chi,TimuJo00,fumbles_rec_td,0,,,,,
player,201611270chi,chi,TimuJo00,fumbles_forced,0,,,,,
player,201611270chi,oti,MariMa00,kick_ret,0,,,,,
player,201611270chi,oti,MariMa00,kick_ret_yds,0,,,,,
player,201611270chi,oti,MariMa00,kick_ret_yds_per_ret,,,,,,
player,201611270chi,oti,MariMa00,kick_ret_td,0,,,,,
player,201611270chi,oti,MariMa00,kick_ret_long,0,,,,,
player,201611270chi,oti,MariMa00,punt_ret,1,,,,,
player,201611270chi,oti,MariMa00,punt_ret_yds,8,,,,,
player,201611270chi,oti,MariMa00,punt_ret_yds_per_ret,8.0,,,,,
player,201611270chi,oti,MariMa00,punt_ret_td,0,,,,,
player,201611270chi,oti,MariMa00,punt_ret_long,8,,,,,
player,201611270chi,oti,WrigKe01,kick_ret,2,,,,,
player,201611270chi,oti,WrigKe01,kick_ret_yds,28,,,,,
player,201611270chi,oti,WrigKe01,kick_ret_yds_per_ret,14.0,,,,,
player,201611270chi,oti,WrigKe01,kick_ret_td,0,,,,,
player,201611270chi,oti,WrigKe01,kick_ret_long,15,,,,,
player,201611270chi,oti,WrigKe01,punt_ret,0,,,,,
player,201611270chi,oti,WrigKe01,punt_ret_yds,0,,,,,
player,201611270chi,oti,WrigKe01,punt_ret_yds_per_ret,,,,,,
player,201611270chi,oti,WrigKe01,punt_ret_td,0,,,,,
player,201611270chi,oti,WrigKe01,punt_ret_long,0,,,,,
player,201611270chi,chi,RoyaEd00,kick_ret,0,,,,,
player,201611270chi,chi,RoyaEd00,kick_ret_yds,0,,,,,
player,201611270chi,chi,RoyaEd00,kick_ret_yds_per_ret,,,,,,
player,201611270chi,chi,RoyaEd00,kick_ret_td,0,,,,,
player,201611270chi,chi,RoyaEd00,kick_ret_long,0,,,,,
player,201611270chi,chi,RoyaEd00,punt_ret,1,,,,,
player,201611270chi,chi,RoyaEd00,punt_ret_yds,4,,,,,
player,201611270chi,chi,RoyaEd00,punt_ret_yds_per_ret,4.0,,,,,
player,201611270chi,chi,RoyaEd00,punt_ret_td,0,,,,,
player,201611270chi,chi,RoyaEd00,punt_ret_long,4,,,,,
player,201611270chi,chi,CareKa00,kick_ret,1,,,,,
player,201611270chi,chi,CareKa00,kick_ret_yds,22,,,,,
player,201611270chi,chi,CareKa00,kick_ret_yds_per_ret,22.0,,,,,
player,201611270chi,chi,CareKa00,kick_ret_td,0,,,,,
player,201611270chi,chi,CareKa00,kick_ret_long,22,,,,,
player,201611270chi,chi,CareKa00,punt_ret,0,,,,,
player,201611270chi,chi,CareKa00,punt_ret_yds,0,,,,,
player,201611270chi,chi,CareKa00,punt_ret_yds_per_ret,,,,,,
player,201611270chi,chi,CareKa00,punt_ret_td,0,,,,,
player,201611270chi,chi,CareKa00,punt_ret_long,0,,,,,
player,201611270chi,chi,ThomDe04,kick_ret,1,,,,,
player,201611270chi,chi,ThomDe04,kick_ret_yds,17,,,,,
player,201611270chi,chi,ThomDe04,kick_ret_yds_per_ret,17.0,,,,,
player,201611270chi,chi,ThomDe04,kick_ret_td,0,,,,,
player,201611270chi,chi,ThomDe04,kick_ret_long,17,,,,,
player,201611270chi,chi,ThomDe04,punt_ret,0,,,,,
player,201611270chi,chi,ThomDe04,punt_ret_yds,0,,,,,
player,201611270chi,chi,ThomDe04,punt_ret_yds_per_ret,,,,,,
player,201611270chi,chi,ThomDe04,punt_ret_td,0,,,,,
player,201611270chi,chi,ThomDe04,punt_ret_long,0,,,,,
player,201611270chi,oti,SuccRy44,xpm,3,,,,,
player,201611270chi,oti,SuccRy44,xpa,3,,,,,
player,201611270chi,oti,SuccRy44,fgm,2,,,,,
player,201611270chi,oti,SuccRy44,fga,2,,,,,
player,201611270chi,oti,SuccRy44,punt,0,,,,,
player,201611270chi,oti,SuccRy44,punt_yds,0,,,,,
player,201611270chi,oti,SuccRy44,punt_yds_per_punt,,,,,,
player,201611270chi,oti,SuccRy44,punt_long,0,,,,,
player,201611270chi,oti,KernBr20,xpm,,,,,,
player,201611270chi,oti,KernBr20,xpa,,,,,,
player,201611270chi,oti,KernBr20,fgm,,,,,,
player,201611270chi,oti,KernBr20,fga,,,,,,
player,201611270chi,oti,KernBr20,punt,4,,,,,
player,201611270chi,oti,KernBr20,punt_yds,177,,,,,
player,201611270chi,oti,KernBr20,punt_yds_per_punt,44.3,,,,,
player,201611270chi,oti,KernBr20,punt_long,47,,,,,
player,201611270chi,chi,barthco01,xpm,3,,,,,
player,201611270chi,chi,barthco01,xpa,3,,,,,
player,201611270chi,chi,barthco01,fgm,,,,,,
player,201611270chi,chi,barthco01,fga,,,,,,
player,201611270chi,chi,barthco01,punt,0,,,,,
player,201611270chi,chi,barthco01,punt_yds,0,,,,,
player,201611270chi,chi,barthco01,punt_yds_per_punt,,,,,,
player,201611270chi,chi,barthco01,punt_long,0,,,,,
player,201611270chi,chi,ODonPa00,xpm,,,,,,
player,201611270chi,chi,ODonPa00,xpa,,,,,,
player,201611270chi,chi,ODonPa00,fgm,,,,,,
player,201611270chi,chi,ODonPa00,fga,,,,,,
player,201611270chi,chi,ODonPa00,punt,4,,,,,
player,201611270chi,chi,ODonPa00,punt_yds,182,,,,,
player,201611270chi,chi,ODonPa00,punt_yds_per_punt,45.5,,,,,
player,201611270chi,chi,ODonPa00,punt_long,55,,,,,
player,201611270chi,chi,MassBo00,pos,T,,,,,
player,201611270chi,chi,MassBo00,offense,80,,,,,
player,201611270chi,chi,MassBo00,off_pct,100%,,,,,
player,201611270chi,chi,MassBo00,defense,0,,,,,
player,201611270chi,chi,MassBo00,def_pct,0%,,,,,
player,201611270chi,chi,MassBo00,special_teams,3,,,,,
player,201611270chi,chi,MassBo00,st_pct,12%,,,,,
player,201611270chi,chi,LarsTe20,pos,C,,,,,
player,201611270chi,chi,LarsTe20,offense,80,,,,,
player,201611270chi,chi,LarsTe20,off_pct,100%,,,,,
player,201611270chi,chi,LarsTe20,defense,0,,,,,
player,201611270chi,chi,LarsTe20,def_pct,0%,,,,,
player,201611270chi,chi,LarsTe20,special_teams,3,,,,,
player,201611270chi,chi,LarsTe20,st_pct,12%,,,,,
player,201611270chi,chi,LenoCh00,pos,T,,,,,
player,201611270chi,chi,LenoCh00,offense,80,,,,,
player,201611270chi,chi,LenoCh00,off_pct,100%,,,,,
player,201611270chi,chi,LenoCh00,defense,0,,,,,
player,201611270chi,chi,LenoCh00,def_pct,0%,,,,,
player,201611270chi,chi,LenoCh00,special_teams,3,,,,,
player,201611270chi,chi,LenoCh00,st_pct,12%,,,,,
player,201611270chi,chi,KushEr00,pos,G,,,,,
player,201611270chi,chi,KushEr00,offense,80,,,,,
player,201611270chi,chi,KushEr00,off_pct,100%,,,,,
player,201611270chi,chi,KushEr00,defense,0,,,,,
player,201611270chi,chi,KushEr00,def_pct,0%,,,,,
player,201611270chi,chi,KushEr00,special_teams,3,,,,,
player,201611270chi,chi,KushEr00,st_pct,12%,,,,,
player,201611270chi,chi,WhitCo03,pos,G,,,,,
player,201611270chi,chi,WhitCo03,offense,80,,,,,
player,201611270chi,chi,WhitCo03,off_pct,100%,,,,,
player,201611270chi,chi,WhitCo03,defense,0,,,,,
player,201611270chi,chi,WhitCo03,def_pct,0%,,,,,
player,201611270chi,chi,WhitCo03,special_teams,0,,,,,
player,201611270chi,chi,WhitCo03,st_pct,0%,,,,,
player,201611270chi,chi,BarkMa00,pos,QB,,,,,
player,201611270chi,chi,BarkMa00,offense,80,,,,,
player,201611270chi,chi,BarkMa00,off_pct,100%,,,,,
player,201611270chi,chi,BarkMa00,defense,0,,,,,
player,201611270chi,chi,BarkMa00,def_pct,0%,,,,,
player,201611270chi,chi,BarkMa00,special_teams,0,,,,,
player,201611270chi,chi,BarkMa00,st_pct,0%,,,,,
player,201611270chi,chi,MereCa00,pos,WR,,,,,
player,201611270chi,chi,MereCa00,offense,69,,,,,
player,201611270chi,chi,MereCa00,off_pct,86%,,,,,
player,201611270chi,chi,MereCa00,defense,0,,,,,
player,201611270chi,chi,MereCa00,def_pct,0%,,,,,
player,201611270chi,chi,MereCa00,special_teams,0,,,,,
player,201611270chi,chi,MereCa00,st_pct,0%,,,,,
player,201611270chi,chi,HowaJo00,pos,RB,,,,,
player,201611270chi,chi,HowaJo00,offense,53,,,,,
player,201611270chi,chi,HowaJo00,off_pct,66%,,,,,
player,201611270chi,chi,HowaJo00,defense,0,,,,,
player,201611270chi,chi,HowaJo00,def_pct,0%,,,,,
player,201611270chi,chi,HowaJo00,special_teams,0,,,,,
player,201611270chi,chi,HowaJo00,st_pct,0%,,,,,
player,201611270chi,chi,BrowDa04,pos,TE,,,,,
player,201611270chi,chi,BrowDa04,offense,49,,,,,
player,201611270chi,chi,BrowDa04,off_pct,61%,,,,,
player,201611270chi,chi,BrowDa04,defense,0,,,,,
player,201611270chi,chi,BrowDa04,def_pct,0%,,,,,
player,201611270chi,chi,BrowDa04,special_teams,6,,,,,
player,201611270chi,chi,BrowDa04,st_pct,23%,,,,,
player,201611270chi,chi,WilsMa02,pos,WR,,,,,
player,201611270chi,chi,WilsMa02,offense,47,,,,,
player,201611270chi,chi,WilsMa02,off_pct,59%,,,,,
player,201611270chi,chi,WilsMa02,defense,0,,,,,
player,201611270chi,chi,WilsMa02,def_pct,0%,,,,,
player,201611270chi,chi,WilsMa02,special_teams,0,,,,,
player,201611270chi,chi,WilsMa02,st_pct,0%,,,,,
player,201611270chi,chi,BellJo02,pos,WR,,,,,
player,201611270chi,chi,BellJo02,offense,46,,,,,
player,201611270chi,chi,BellJo02,off_pct,58%,,,,,
player,201611270chi,chi,BellJo02,defense,0,,,,,
player,201611270chi,chi,BellJo02,def_pct,0%,,,,,
player,201611270chi,chi,BellJo02,special_teams,17,,,,,
player,201611270chi,chi,BellJo02,st_pct,65%,,,,,
player,201611270chi,chi,ThomDe04,pos,WR,,,,,
player,201611270chi,chi,ThomDe04,offense,42,,,,,
player,201611270chi,chi,ThomDe04,off_pct,52%,,,,,
player,201611270chi,chi,ThomDe04,defense,0,,,,,
player,201611270chi,chi,ThomDe04,def_pct,0%,,,,,
player,201611270chi,chi,ThomDe04,special_teams,9,,,,,
player,201611270chi,chi,ThomDe04,st_pct,35%,,,,,
player,201611270chi,chi,PaulLo00,pos,TE,,,,,
player,201611270chi,chi,PaulLo00,offense,33,,,,,
player,201611270chi,chi,PaulLo00,off_pct,41%,,,,,
player,201611270chi,chi,PaulLo00,defense,0,,,,,
player,201611270chi,chi,PaulLo00,def_pct,0%,,,,,
player,201611270chi,chi,PaulLo00,special_teams,9,,,,,
player,201611270chi,chi,PaulLo00,st_pct,35%,,,,,
player,201611270chi,chi,LangJe00,pos,RB,,,,,
player,201611270chi,chi,LangJe00,offense,23,,,,,
player,201611270chi,chi,LangJe00,off_pct,29%,,,,,
player,201611270chi,chi,LangJe00,defense,0,,,,,
player,201611270chi,chi,LangJe00,def_pct,0%,,,,,
player,201611270chi,chi,LangJe00,special_teams,0,,,,,
player,201611270chi,chi,LangJe00,st_pct,0%,,,,,
player,201611270chi,chi,BrauBe00,pos,TE,,,,,
player,201611270chi,chi,BrauBe00,offense,15,,,,,
player,201611270chi,chi,BrauBe00,off_pct,19%,,,,,
player,201611270chi,chi,BrauBe00,defense,0,,,,,
player,201611270chi,chi,BrauBe00,def_pct,0%,,,,,
player,201611270chi,chi,BrauBe00,special_teams,14,,,,,
player,201611270chi,chi,BrauBe00,st_pct,54%,,,,,
player,201611270chi,chi,RoyaEd00,pos,WR,,,,,
player,201611270chi,chi,RoyaEd00,offense,12,,,,,
player,201611270chi,chi,RoyaEd00,off_pct,15%,,,,,
player,201611270chi,chi,RoyaEd00,defense,0,,,,,
player,201611270chi,chi,RoyaEd00,def_pct,0%,,,,,
player,201611270chi,chi,RoyaEd00,special_teams,4,,,,,
player,201611270chi,chi,RoyaEd00,st_pct,15%,,,,,
player,201611270chi,chi,LasiPa00,pos,FB,,,,,
player,201611270chi,chi,LasiPa00,offense,7,,,,,
player,201611270chi,chi,LasiPa00,off_pct,9%,,,,,
player,201611270chi,chi,LasiPa00,defense,0,,,,,
player,201611270chi,chi,LasiPa00,def_pct,0%,,,,,
player,201611270chi,chi,LasiPa00,special_teams,9,,,,,
player,201611270chi,chi,LasiPa00,st_pct,35%,,,,,
player,201611270chi,chi,CareKa00,pos,RB,,,,,
player,201611270chi,chi,CareKa00,offense,4,,,,,
player,201611270chi,chi,CareKa00,off_pct,5%,,,,,
player,201611270chi,chi,CareKa00,defense,0,,,,,
player,201611270chi,chi,CareKa00,def_pct,0%,,,,,
player,201611270chi,chi,CareKa00,special_teams,10,,,,,
player,201611270chi,chi,CareKa00,st_pct,38%,,,,,
player,201611270chi,chi,AmosAd00,pos,FS,,,,,
player,201611270chi,chi,AmosAd00,offense,0,,,,,
player,201611270chi,chi,AmosAd00,off_pct,0%,,,,,
player,201611270chi,chi,AmosAd00,defense,58,,,,,
player,201611270chi,chi,AmosAd00,def_pct,100%,,,,,
player,201611270chi,chi,AmosAd00,special_teams,5,,,,,
player,201611270chi,chi,AmosAd00,st_pct,19%,,,,,
player,201611270chi,chi,HickAk00,pos,DE,,,,,
player,201611270chi,chi,HickAk00,offense,0,,,,,
player,201611270chi,chi,HickAk00,off_pct,0%,,,,,
player,201611270chi,chi,HickAk00,defense,57,,,,,
player,201611270chi,chi,HickAk00,def_pct,98%,,,,,
player,201611270chi,chi,HickAk00,special_teams,5,,,,,
player,201611270chi,chi,HickAk00,st_pct,19%,,,,,
player,201611270chi,chi,LeBlCr01,pos,CB,,,,,
player,201611270chi,chi,LeBlCr01,offense,0,,,,,
player,201611270chi,chi,LeBlCr01,off_pct,0%,,,,,
player,201611270chi,chi,LeBlCr01,defense,56,,,,,
player,201611270chi,chi,LeBlCr01,def_pct,97%,,,,,
player,201611270chi,chi,LeBlCr01,special_teams,3,,,,,
player,201611270chi,chi,LeBlCr01,st_pct,12%,,,,,
player,201611270chi,chi,PortTr99,pos,CB,,,,,
player,201611270chi,chi,PortTr99,offense,0,,,,,
player,201611270chi,chi,PortTr99,off_pct,0%,,,,,
player,201611270chi,chi,PortTr99,defense,56,,,,,
player,201611270chi,chi,PortTr99,def_pct,97%,,,,,
player,201611270chi,chi,PortTr99,special_teams,1,,,,,
player,201611270chi,chi,PortTr99,st_pct,4%,,,,,
player,201611270chi,chi,TrevDa00,pos,LB,,,,,
player,201611270chi,chi,TrevDa00,offense,0,,,,,
player,201611270chi,chi,TrevDa00,off_pct,0%,,,,,
player,201611270chi,chi,TrevDa00,defense,55,,,,,
player,201611270chi,chi,TrevDa00,def_pct,95%,,,,,
player,201611270chi,chi,TrevDa00,special_teams,1,,,,,
player,201611270chi,chi,TrevDa00,st_pct,4%,,,,,
player,201611270chi,chi,BushDe00,pos,SS,,,,,
player,201611270chi,chi,BushDe00,offense,0,,,,,
player,201611270chi,chi,BushDe00,off_pct,0%,,,,,
player,201611270chi,chi,BushDe00,defense,55,,,,,
player,201611270chi,chi,BushDe00,def_pct,95%,,,,,
player,201611270chi,chi,BushDe00,special_teams,0,,,,,
player,201611270chi,chi,BushDe00,st_pct,0%,,,,,
player,201611270chi,chi,KwiaNi00,pos,LB,,,,,
player,201611270chi,chi,KwiaNi00,offense,0,,,,,
player,201611270chi,chi,KwiaNi00,off_pct,0%,,,,,
player,201611270chi,chi,KwiaNi00,defense,54,,,,,
player,201611270chi,chi,KwiaNi00,def_pct,93%,,,,,
player,201611270chi,chi,KwiaNi00,special_teams,5,,,,,
player,201611270chi,chi,KwiaNi00,st_pct,19%,,,,,
player,201611270chi,chi,YounWi99,pos,LB,,,,,
player,201611270chi,chi,YounWi99,offense,0,,,,,
player,201611270chi,chi,YounWi99,off_pct,0%,,,,,
player,201611270chi,chi,YounWi99,defense,50,,,,,
player,201611270chi,chi,YounWi99,def_pct,86%,,,,,
player,201611270chi,chi,YounWi99,special_teams,6,,,,,
player,201611270chi,chi,YounWi99,st_pct,23%,,,,,
player,201611270chi,chi,McPhPe00,pos,LB,,,,,
player,201611270chi,chi,McPhPe00,offense,0,,,,,
player,201611270chi,chi,McPhPe00,off_pct,0%,,,,,
player,201611270chi,chi,McPhPe00,defense,36,,,,,
player,201611270chi,chi,McPhPe00,def_pct,62%,,,,,
player,201611270chi,chi,McPhPe00,special_teams,0,,,,,
player,201611270chi,chi,McPhPe00,st_pct,0%,,,,,
player,201611270chi,chi,GoldEd00,pos,NT,,,,,
player,201611270chi,chi,GoldEd00,offense,0,,,,,
player,201611270chi,chi,GoldEd00,off_pct,0%,,,,,
player,201611270chi,chi,GoldEd00,defense,32,,,,,
player,201611270chi,chi,GoldEd00,def_pct,55%,,,,,
player,201611270chi,chi,GoldEd00,special_teams,1,,,,,
player,201611270chi,chi,GoldEd00,st_pct,4%,,,,,
player,201611270chi,chi,AchoSa00,pos,LB,,,,,
player,201611270chi,chi,AchoSa00,offense,0,,,,,
player,201611270chi,chi,AchoSa00,off_pct,0%,,,,,
player,201611270chi,chi,AchoSa00,defense,31,,,,,
player,201611270chi,chi,AchoSa00,def_pct,53%,,,,,
player,201611270chi,chi,AchoSa00,special_teams,10,,,,,
player,201611270chi,chi,AchoSa00,st_pct,38%,,,,,
player,201611270chi,chi,WashCo00,pos,DE,,,,,
player,201611270chi,chi,WashCo00,offense,0,,,,,
player,201611270chi,chi,WashCo00,off_pct,0%,,,,,
player,201611270chi,chi,WashCo00,defense,28,,,,,
player,201611270chi,chi,WashCo00,def_pct,48%,,,,,
player,201611270chi,chi,WashCo00,special_teams,1,,,,,
player,201611270chi,chi,WashCo00,st_pct,4%,,,,,
player,201611270chi,chi,WilsC.98,pos,DE,,,,,
player,201611270chi,chi,WilsC.98,offense,0,,,,,
player,201611270chi,chi,WilsC.98,off_pct,0%,,,,,
player,201611270chi,chi,WilsC.98,defense,25,,,,,
player,201611270chi,chi,WilsC.98,def_pct,43%,,,,,
player,201611270chi,chi,WilsC.98,special_teams,9,,,,,
player,201611270chi,chi,WilsC.98,st_pct,35%,,,,,
player,201611270chi,chi,CallBr00,pos,CB,,,,,
player,201611270chi,chi,CallBr00,offense,0,,,,,
player,201611270chi,chi,CallBr00,off_pct,0%,,,,,
player,201611270chi,chi,CallBr00,defense,22,,,,,
player,201611270chi,chi,CallBr00,def_pct,38%,,,,,
player,201611270chi,chi,CallBr00,special_teams,0,,,,,
player,201611270chi,chi,CallBr00,st_pct,0%,,,,,
player,201611270chi,chi,BullJo00,pos,DE,,,,,
player,201611270chi,chi,BullJo00,offense,0,,,,,
player,201611270chi,chi,BullJo00,off_pct,0%,,,,,
player,201611270chi,chi,BullJo00,defense,14,,,,,
player,201611270chi,chi,BullJo00,def_pct,24%,,,,,
player,201611270chi,chi,BullJo00,special_teams,5,,,,,
player,201611270chi,chi,BullJo00,st_pct,19%,,,,,
player,201611270chi,chi,ProsCh00,pos,FS,,,,,
player,201611270chi,chi,ProsCh00,offense,0,,,,,
player,201611270chi,chi,ProsCh00,off_pct,0%,,,,,
player,201611270chi,chi,ProsCh00,defense,3,,,,,
player,201611270chi,chi,ProsCh00,def_pct,5%,,,,,
player,201611270chi,chi,ProsCh00,special_teams,22,,,,,
player,201611270chi,chi,ProsCh00,st_pct,85%,,,,,
player,201611270chi,chi,TimuJo00,pos,LB,,,,,
player,201611270chi,chi,TimuJo00,offense,0,,,,,
player,201611270chi,chi,TimuJo00,off_pct,0%,,,,,
player,201611270chi,chi,TimuJo00,defense,2,,,,,
player,201611270chi,chi,TimuJo00,def_pct,3%,,,,,
player,201611270chi,chi,TimuJo00,special_teams,19,,,,,
player,201611270chi,chi,TimuJo00,st_pct,73%,,,,,
player,201611270chi,chi,JoneHa02,pos,SS,,,,,
player,201611270chi,chi,JoneHa02,offense,0,,,,,
player,201611270chi,chi,JoneHa02,off_pct,0%,,,,,
player,201611270chi,chi,JoneHa02,defense,2,,,,,
player,201611270chi,chi,JoneHa02,def_pct,3%,,,,,
player,201611270chi,chi,JoneHa02,special_teams,14,,,,,
player,201611270chi,chi,JoneHa02,st_pct,54%,,,,,
player,201611270chi,chi,HursDe00,pos,CB,,,,,
player,201611270chi,chi,HursDe00,offense,0,,,,,
player,201611270chi,chi,HursDe00,off_pct,0%,,,,,
player,201611270chi,chi,HursDe00,defense,2,,,,,
player,201611270chi,chi,HursDe00,def_pct,3%,,,,,
player,201611270chi,chi,HursDe00,special_teams,12,,,,,
player,201611270chi,chi,HursDe00,st_pct,46%,,,,,
player,201611270chi,chi,McMaSh99,pos,CB,,,,,
player,201611270chi,chi,McMaSh99,offense,0,,,,,
player,201611270chi,chi,McMaSh99,off_pct,0%,,,,,
player,201611270chi,chi,McMaSh99,defense,0,,,,,
player,201611270chi,chi,McMaSh99,def_pct,0%,,,,,
player,201611270chi,chi,McMaSh99,special_teams,22,,,,,
player,201611270chi,chi,McMaSh99,st_pct,85%,,,,,
player,201611270chi,chi,AndeJo01,pos,LB,,,,,
player,201611270chi,chi,AndeJo01,offense,0,,,,,
player,201611270chi,chi,AndeJo01,off_pct,0%,,,,,
player,201611270chi,chi,AndeJo01,defense,0,,,,,
player,201611270chi,chi,AndeJo01,def_pct,0%,,,,,
player,201611270chi,chi,AndeJo01,special_teams,22,,,,,
player,201611270chi,chi,AndeJo01,st_pct,85%,,,,,
player,201611270chi,chi,barthco01,pos,K,,,,,
player,201611270chi,chi,barthco01,offense,0,,,,,
player,201611270chi,chi,barthco01,off_pct,0%,,,,,
player,201611270chi,chi,barthco01,defense,0,,,,,
player,201611270chi,chi,barthco01,def_pct,0%,,,,,
player,201611270chi,chi,barthco01,special_teams,7,,,,,
player,201611270chi,chi,barthco01,st_pct,27%,,,,,
player,201611270chi,chi,ScalPa00,pos,LS,,,,,
player,201611270chi,chi,ScalPa00,offense,0,,,,,
player,201611270chi,chi,ScalPa00,off_pct,0%,,,,,
player,201611270chi,chi,ScalPa00,defense,0,,,,,
player,201611270chi,chi,ScalPa00,def_pct,0%,,,,,
player,201611270chi,chi,ScalPa00,special_teams,7,,,,,
player,201611270chi,chi,ScalPa00,st_pct,27%,,,,,
player,201611270chi,chi,ODonPa00,pos,P,,,,,
player,201611270chi,chi,ODonPa00,offense,0,,,,,
player,201611270chi,chi,ODonPa00,off_pct,0%,,,,,
player,201611270chi,chi,ODonPa00,defense,0,,,,,
player,201611270chi,chi,ODonPa00,def_pct,0%,,,,,
player,201611270chi,chi,ODonPa00,special_teams,7,,,,,
player,201611270chi,chi,ODonPa00,st_pct,27%,,,,,
player,201611270chi,chi,JoneCh05,pos,LB,,,,,
player,201611270chi,chi,JoneCh05,offense,0,,,,,
player,201611270chi,chi,JoneCh05,off_pct,0%,,,,,
player,201611270chi,chi,JoneCh05,defense,0,,,,,
player,201611270chi,chi,JoneCh05,def_pct,0%,,,,,
player,201611270chi,chi,JoneCh05,special_teams,6,,,,,
player,201611270chi,chi,JoneCh05,st_pct,23%,,,,,
player,201611270chi,chi,AdamMi02,pos,T,,,,,
player,201611270chi,chi,AdamMi02,offense,0,,,,,
player,201611270chi,chi,AdamMi02,off_pct,0%,,,,,
player,201611270chi,chi,AdamMi02,defense,0,,,,,
player,201611270chi,chi,AdamMi02,def_pct,0%,,,,,
player,201611270chi,chi,AdamMi02,special_teams,3,,,,,
player,201611270chi,chi,AdamMi02,st_pct,12%,,,,,
player,201611270chi,chi,EdisCo00,pos,C,,,,,
player,201611270chi,chi,EdisCo00,offense,0,,,,,
player,201611270chi,chi,EdisCo00,off_pct,0%,,,,,
player,201611270chi,chi,EdisCo00,defense,0,,,,,
player,201611270chi,chi,EdisCo00,def_pct,0%,,,,,
player,201611270chi,chi,EdisCo00,special_teams,3,,,,,
player,201611270chi,chi,EdisCo00,st_pct,12%,,,,,
player,201611270chi,oti,LewaTa00,pos,T,,,,,
player,201611270chi,oti,LewaTa00,offense,58,,,,,
player,201611270chi,oti,LewaTa00,off_pct,100%,,,,,
player,201611270chi,oti,LewaTa00,defense,0,,,,,
player,201611270chi,oti,LewaTa00,def_pct,0%,,,,,
player,201611270chi,oti,LewaTa00,special_teams,5,,,,,
player,201611270chi,oti,LewaTa00,st_pct,19%,,,,,
player,201611270chi,oti,SpaiQu00,pos,G,,,,,
player,201611270chi,oti,SpaiQu00,offense,58,,,,,
player,201611270chi,oti,SpaiQu00,off_pct,100%,,,,,
player,201611270chi,oti,SpaiQu00,defense,0,,,,,
player,201611270chi,oti,SpaiQu00,def_pct,0%,,,,,
player,201611270chi,oti,SpaiQu00,special_teams,5,,,,,
player,201611270chi,oti,SpaiQu00,st_pct,19%,,,,,
player,201611270chi,oti,ConkJa00,pos,T,,,,,
player,201611270chi,oti,ConkJa00,offense,58,,,,,
player,201611270chi,oti,ConkJa00,off_pct,100%,,,,,
player,201611270chi,oti,ConkJa00,defense,0,,,,,
player,201611270chi,oti,ConkJa00,def_pct,0%,,,,,
player,201611270chi,oti,ConkJa00,special_teams,5,,,,,
player,201611270chi,oti,ConkJa00,st_pct,19%,,,,,
player,201611270chi,oti,JoneBe01,pos,C,,,,,
player,201611270chi,oti,JoneBe01,offense,58,,,,,
player,201611270chi,oti,JoneBe01,off_pct,100%,,,,,
player,201611270chi,oti,JoneBe01,defense,0,,,,,
player,201611270chi,oti,JoneBe01,def_pct,0%,,,,,
player,201611270chi,oti,JoneBe01,special_teams,1,,,,,
player,201611270chi,oti,JoneBe01,st_pct,4%,,,,,
player,201611270chi,oti,KlinJo01,pos,G,,,,,
player,201611270chi,oti,KlinJo01,offense,58,,,,,
player,201611270chi,oti,KlinJo01,off_pct,100%,,,,,
player,201611270chi,oti,KlinJo01,defense,0,,,,,
