game,2016,15,20161218,201612180rav,phi,"Philadelphia Eagles",26,rav,"Baltimore Ravens",27
player,201612180rav,rav,McClAl00,fumbles_rec_td,0,,,,,
player,201612180rav,rav,McClAl00,fumbles_forced,0,,,,,
player,201612180rav,rav,PoweJe99,def_int,0,,,,,
player,201612180rav,rav,PoweJe99,def_int_yds,0,,,,,
player,201612180rav,rav,PoweJe99,def_int_td,0,,,,,
player,201612180rav,rav,PoweJe99,def_int_long,0,,,,,
player,201612180rav,rav,PoweJe99,pass_defended,0,,,,,
player,201612180rav,rav,PoweJe99,sacks,0.0,,,,,
player,201612180rav,rav,PoweJe99,tackles_combined,5,,,,,
player,201612180rav,rav,PoweJe99,tackles_solo,4,,,,,
player,201612180rav,rav,PoweJe99,tackles_assists,1,,,,,
player,201612180rav,rav,PoweJe99,tackles_loss,1,,,,,
player,201612180rav,rav,PoweJe99,qb_hits,0,,,,,
player,201612180rav,rav,PoweJe99,fumbles_rec,0,,,,,
player,201612180rav,rav,PoweJe99,fumbles_rec_yds,0,,,,,
player,201612180rav,rav,PoweJe99,fumbles_rec_td,0,,,,,
player,201612180rav,rav,PoweJe99,fumbles_forced,0,,,,,
player,201612180rav,rav,GuyxLa00,def_int,0,,,,,
player,201612180rav,rav,GuyxLa00,def_int_yds,0,,,,,
player,201612180rav,rav,GuyxLa00,def_int_td,0,,,,,
player,201612180rav,rav,GuyxLa00,def_int_long,0,,,,,
player,201612180rav,rav,GuyxLa00,pass_defended,0,,,,,
player,201612180rav,rav,GuyxLa00,sacks,0.0,,,,,
player,201612180rav,rav,GuyxLa00,tackles_combined,4,,,,,
player,201612180rav,rav,GuyxLa00,tackles_solo,3,,,,,
player,201612180rav,rav,GuyxLa00,tackles_assists,1,,,,,
player,201612180rav,rav,GuyxLa00,tackles_loss,1,,,,,
player,201612180rav,rav,GuyxLa00,qb_hits,1,,,,,
player,201612180rav,rav,GuyxLa00,fumbles_rec,0,,,,,
player,201612180rav,rav,GuyxLa00,fumbles_rec_yds,0,,,,,
player,201612180rav,rav,GuyxLa00,fumbles_rec_td,0,,,,,
player,201612180rav,rav,GuyxLa00,fumbles_forced,0,,,,,
player,201612180rav,rav,YounTa01,def_int,0,,,,,
player,201612180rav,rav,YounTa01,def_int_yds,0,,,,,
player,201612180rav,rav,YounTa01,def_int_td,0,,,,,
player,201612180rav,rav,YounTa01,def_int_long,0,,,,,
player,201612180rav,rav,YounTa01,pass_defended,1,,,,,
player,201612180rav,rav,YounTa01,sacks,0.0,,,,,
player,201612180rav,rav,YounTa01,tackles_combined,3,,,,,
player,201612180rav,rav,YounTa01,tackles_solo,3,,,,,
player,201612180rav,rav,YounTa01,tackles_assists,0,,,,,
player,201612180rav,rav,YounTa01,tackles_loss,0,,,,,
player,201612180rav,rav,YounTa01,qb_hits,0,,,,,
player,201612180rav,rav,YounTa01,fumbles_rec,0,,,,,
player,201612180rav,rav,YounTa01,fumbles_rec_yds,0,,,,,
player,201612180rav,rav,YounTa01,fumbles_rec_td,0,,,,,
player,201612180rav,rav,YounTa01,fumbles_forced,0,,,,,
player,201612180rav,rav,ElamMa00,def_int,0,,,,,
player,201612180rav,rav,ElamMa00,def_int_yds,0,,,,,
player,201612180rav,rav,ElamMa00,def_int_td,0,,,,,
player,201612180rav,rav,ElamMa00,def_int_long,0,,,,,
player,201612180rav,rav,ElamMa00,pass_defended,0,,,,,
player,201612180rav,rav,ElamMa00,sacks,0.0,,,,,
player,201612180rav,rav,ElamMa00,tackles_combined,2,,,,,
player,201612180rav,rav,ElamMa00,tackles_solo,2,,,,,
player,201612180rav,rav,ElamMa00,tackles_assists,0,,,,,
player,201612180rav,rav,ElamMa00,tackles_loss,0,,,,,
player,201612180rav,rav,ElamMa00,qb_hits,0,,,,,
player,201612180rav,rav,ElamMa00,fumbles_rec,0,,,,,
player,201612180rav,rav,ElamMa00,fumbles_rec_yds,0,,,,,
player,201612180rav,rav,ElamMa00,fumbles_rec_td,0,,,,,
player,201612180rav,rav,ElamMa00,fumbles_forced,0,,,,,
player,201612180rav,rav,JudoMa00,def_int,0,,,,,
player,201612180rav,rav,JudoMa00,def_int_yds,0,,,,,
player,201612180rav,rav,JudoMa00,def_int_td,0,,,,,
player,201612180rav,rav,JudoMa00,def_int_long,0,,,,,
player,201612180rav,rav,JudoMa00,pass_defended,0,,,,,
player,201612180rav,rav,JudoMa00,sacks,0.0,,,,,
player,201612180rav,rav,JudoMa00,tackles_combined,2,,,,,
player,201612180rav,rav,JudoMa00,tackles_solo,1,,,,,
player,201612180rav,rav,JudoMa00,tackles_assists,1,,,,,
player,201612180rav,rav,JudoMa00,tackles_loss,0,,,,,
player,201612180rav,rav,JudoMa00,qb_hits,1,,,,,
player,201612180rav,rav,JudoMa00,fumbles_rec,0,,,,,
player,201612180rav,rav,JudoMa00,fumbles_rec_yds,0,,,,,
player,201612180rav,rav,JudoMa00,fumbles_rec_td,0,,,,,
player,201612180rav,rav,JudoMa00,fumbles_forced,0,,,,,
player,201612180rav,rav,PierMi00,def_int,0,,,,,
player,201612180rav,rav,PierMi00,def_int_yds,0,,,,,
player,201612180rav,rav,PierMi00,def_int_td,0,,,,,
player,201612180rav,rav,PierMi00,def_int_long,0,,,,,
player,201612180rav,rav,PierMi00,pass_defended,0,,,,,
player,201612180rav,rav,PierMi00,sacks,0.0,,,,,
player,201612180rav,rav,PierMi00,tackles_combined,2,,,,,
player,201612180rav,rav,PierMi00,tackles_solo,2,,,,,
player,201612180rav,rav,PierMi00,tackles_assists,0,,,,,
player,201612180rav,rav,PierMi00,tackles_loss,0,,,,,
player,201612180rav,rav,PierMi00,qb_hits,0,,,,,
player,201612180rav,rav,PierMi00,fumbles_rec,0,,,,,
player,201612180rav,rav,PierMi00,fumbles_rec_yds,0,,,,,
player,201612180rav,rav,PierMi00,fumbles_rec_td,0,,,,,
player,201612180rav,rav,PierMi00,fumbles_forced,0,,,,,
player,201612180rav,rav,WrigSh00,def_int,0,,,,,
player,201612180rav,rav,WrigSh00,def_int_yds,0,,,,,
player,201612180rav,rav,WrigSh00,def_int_td,0,,,,,
player,201612180rav,rav,WrigSh00,def_int_long,0,,,,,
player,201612180rav,rav,WrigSh00,pass_defended,1,,,,,
player,201612180rav,rav,WrigSh00,sacks,0.0,,,,,
player,201612180rav,rav,WrigSh00,tackles_combined,2,,,,,
player,201612180rav,rav,WrigSh00,tackles_solo,1,,,,,
player,201612180rav,rav,WrigSh00,tackles_assists,1,,,,,
player,201612180rav,rav,WrigSh00,tackles_loss,0,,,,,
player,201612180rav,rav,WrigSh00,qb_hits,0,,,,,
player,201612180rav,rav,WrigSh00,fumbles_rec,0,,,,,
player,201612180rav,rav,WrigSh00,fumbles_rec_yds,0,,,,,
player,201612180rav,rav,WrigSh00,fumbles_rec_td,0,,,,,
player,201612180rav,rav,WrigSh00,fumbles_forced,0,,,,,
player,201612180rav,rav,HuffMa00,def_int,0,,,,,
player,201612180rav,rav,HuffMa00,def_int_yds,0,,,,,
player,201612180rav,rav,HuffMa00,def_int_td,0,,,,,
player,201612180rav,rav,HuffMa00,def_int_long,0,,,,,
player,201612180rav,rav,HuffMa00,pass_defended,0,,,,,
player,201612180rav,rav,HuffMa00,sacks,0.0,,,,,
player,201612180rav,rav,HuffMa00,tackles_combined,1,,,,,
player,201612180rav,rav,HuffMa00,tackles_solo,1,,,,,
player,201612180rav,rav,HuffMa00,tackles_assists,0,,,,,
player,201612180rav,rav,HuffMa00,tackles_loss,0,,,,,
player,201612180rav,rav,HuffMa00,qb_hits,0,,,,,
player,201612180rav,rav,HuffMa00,fumbles_rec,1,,,,,
player,201612180rav,rav,HuffMa00,fumbles_rec_yds,0,,,,,
player,201612180rav,rav,HuffMa00,fumbles_rec_td,0,,,,,
player,201612180rav,rav,HuffMa00,fumbles_forced,0,,,,,
player,201612180rav,phi,BarnKe00,kick_ret,1,,,,,
player,201612180rav,phi,BarnKe00,kick_ret_yds,26,,,,,
player,201612180rav,phi,BarnKe00,kick_ret_yds_per_ret,26.0,,,,,
player,201612180rav,phi,BarnKe00,kick_ret_td,0,,,,,
player,201612180rav,phi,BarnKe00,kick_ret_long,26,,,,,
player,201612180rav,phi,BarnKe00,punt_ret,1,,,,,
player,201612180rav,phi,BarnKe00,punt_ret_yds,22,,,,,
player,201612180rav,phi,BarnKe00,punt_ret_yds_per_ret,22.0,,,,,
player,201612180rav,phi,BarnKe00,punt_ret_td,0,,,,,
player,201612180rav,phi,BarnKe00,punt_ret_long,22,,,,,
player,201612180rav,phi,AghoNe00,kick_ret,1,,,,,
player,201612180rav,phi,AghoNe00,kick_ret_yds,27,,,,,
player,201612180rav,phi,AghoNe00,kick_ret_yds_per_ret,27.0,,,,,
player,201612180rav,phi,AghoNe00,kick_ret_td,0,,,,,
player,201612180rav,phi,AghoNe00,kick_ret_long,27,,,,,
player,201612180rav,phi,AghoNe00,punt_ret,0,,,,,
player,201612180rav,phi,AghoNe00,punt_ret_yds,0,,,,,
player,201612180rav,phi,AghoNe00,punt_ret_yds_per_ret,,,,,,
player,201612180rav,phi,AghoNe00,punt_ret_td,0,,,,,
player,201612180rav,phi,AghoNe00,punt_ret_long,0,,,,,
player,201612180rav,rav,MoorCh00,kick_ret,4,,,,,
player,201612180rav,rav,MoorCh00,kick_ret_yds,98,,,,,
player,201612180rav,rav,MoorCh00,kick_ret_yds_per_ret,24.5,,,,,
player,201612180rav,rav,MoorCh00,kick_ret_td,0,,,,,
player,201612180rav,rav,MoorCh00,kick_ret_long,34,,,,,
player,201612180rav,rav,MoorCh00,punt_ret,0,,,,,
player,201612180rav,rav,MoorCh00,punt_ret_yds,0,,,,,
player,201612180rav,rav,MoorCh00,punt_ret_yds_per_ret,,,,,,
player,201612180rav,rav,MoorCh00,punt_ret_td,0,,,,,
player,201612180rav,rav,MoorCh00,punt_ret_long,0,,,,,
player,201612180rav,rav,WebbLa99,kick_ret,1,,,,,
player,201612180rav,rav,WebbLa99,kick_ret_yds,8,,,,,
player,201612180rav,rav,WebbLa99,kick_ret_yds_per_ret,8.0,,,,,
player,201612180rav,rav,WebbLa99,kick_ret_td,0,,,,,
player,201612180rav,rav,WebbLa99,kick_ret_long,8,,,,,
player,201612180rav,rav,WebbLa99,punt_ret,0,,,,,
player,201612180rav,rav,WebbLa99,punt_ret_yds,0,,,,,
player,201612180rav,rav,WebbLa99,punt_ret_yds_per_ret,,,,,,
player,201612180rav,rav,WebbLa99,punt_ret_td,0,,,,,
player,201612180rav,rav,WebbLa99,punt_ret_long,0,,,,,
player,201612180rav,phi,JoneDo21,xpm,,,,,,
player,201612180rav,phi,JoneDo21,xpa,,,,,,
player,201612180rav,phi,JoneDo21,fgm,,,,,,
player,201612180rav,phi,JoneDo21,fga,,,,,,
player,201612180rav,phi,JoneDo21,punt,2,,,,,
player,201612180rav,phi,JoneDo21,punt_yds,94,,,,,
player,201612180rav,phi,JoneDo21,punt_yds_per_punt,47.0,,,,,
player,201612180rav,phi,JoneDo21,punt_long,51,,,,,
player,201612180rav,phi,SturCa00,xpm,,,,,,
player,201612180rav,phi,SturCa00,xpa,,,,,,
player,201612180rav,phi,SturCa00,fgm,4,,,,,
player,201612180rav,phi,SturCa00,fga,4,,,,,
player,201612180rav,phi,SturCa00,punt,0,,,,,
player,201612180rav,phi,SturCa00,punt_yds,0,,,,,
player,201612180rav,phi,SturCa00,punt_yds_per_punt,,,,,,
player,201612180rav,phi,SturCa00,punt_long,0,,,,,
player,201612180rav,rav,TuckJu00,xpm,3,,,,,
player,201612180rav,rav,TuckJu00,xpa,3,,,,,
player,201612180rav,rav,TuckJu00,fgm,2,,,,,
player,201612180rav,rav,TuckJu00,fga,2,,,,,
player,201612180rav,rav,TuckJu00,punt,0,,,,,
player,201612180rav,rav,TuckJu00,punt_yds,0,,,,,
player,201612180rav,rav,TuckJu00,punt_yds_per_punt,,,,,,
player,201612180rav,rav,TuckJu00,punt_long,0,,,,,
player,201612180rav,rav,KochSa20,xpm,,,,,,
player,201612180rav,rav,KochSa20,xpa,,,,,,
player,201612180rav,rav,KochSa20,fgm,,,,,,
player,201612180rav,rav,KochSa20,fga,,,,,,
player,201612180rav,rav,KochSa20,punt,4,,,,,
player,201612180rav,rav,KochSa20,punt_yds,197,,,,,
player,201612180rav,rav,KochSa20,punt_yds_per_punt,49.3,,,,,
player,201612180rav,rav,KochSa20,punt_long,60,,,,,
player,201612180rav,rav,WagnRi00,pos,T,,,,,
player,201612180rav,rav,WagnRi00,offense,58,,,,,
player,201612180rav,rav,WagnRi00,off_pct,100%,,,,,
player,201612180rav,rav,WagnRi00,defense,0,,,,,
player,201612180rav,rav,WagnRi00,def_pct,0%,,,,,
player,201612180rav,rav,WagnRi00,special_teams,5,,,,,
player,201612180rav,rav,WagnRi00,st_pct,18%,,,,,
player,201612180rav,rav,DucaVl20,pos,G,,,,,
player,201612180rav,rav,DucaVl20,offense,58,,,,,
player,201612180rav,rav,DucaVl20,off_pct,100%,,,,,
player,201612180rav,rav,DucaVl20,defense,0,,,,,
player,201612180rav,rav,DucaVl20,def_pct,0%,,,,,
player,201612180rav,rav,DucaVl20,special_teams,5,,,,,
player,201612180rav,rav,DucaVl20,st_pct,18%,,,,,
player,201612180rav,rav,StanRo00,pos,T,,,,,
player,201612180rav,rav,StanRo00,offense,58,,,,,
player,201612180rav,rav,StanRo00,off_pct,100%,,,,,
player,201612180rav,rav,StanRo00,defense,0,,,,,
player,201612180rav,rav,StanRo00,def_pct,0%,,,,,
player,201612180rav,rav,StanRo00,special_teams,5,,,,,
player,201612180rav,rav,StanRo00,st_pct,18%,,,,,
player,201612180rav,rav,FlacJo00,pos,QB,,,,,
player,201612180rav,rav,FlacJo00,offense,58,,,,,
player,201612180rav,rav,FlacJo00,off_pct,100%,,,,,
player,201612180rav,rav,FlacJo00,defense,0,,,,,
player,201612180rav,rav,FlacJo00,def_pct,0%,,,,,
player,201612180rav,rav,FlacJo00,special_teams,0,,,,,
player,201612180rav,rav,FlacJo00,st_pct,0%,,,,,
player,201612180rav,rav,YandMa20,pos,G,,,,,
player,201612180rav,rav,YandMa20,offense,58,,,,,
player,201612180rav,rav,YandMa20,off_pct,100%,,,,,
player,201612180rav,rav,YandMa20,defense,0,,,,,
player,201612180rav,rav,YandMa20,def_pct,0%,,,,,
player,201612180rav,rav,YandMa20,special_teams,0,,,,,
player,201612180rav,rav,YandMa20,st_pct,0%,,,,,
player,201612180rav,rav,ZuttJe20,pos,C,,,,,
player,201612180rav,rav,ZuttJe20,offense,56,,,,,
player,201612180rav,rav,ZuttJe20,off_pct,97%,,,,,
player,201612180rav,rav,ZuttJe20,defense,0,,,,,
player,201612180rav,rav,ZuttJe20,def_pct,0%,,,,,
player,201612180rav,rav,ZuttJe20,special_teams,0,,,,,
player,201612180rav,rav,ZuttJe20,st_pct,0%,,,,,
player,201612180rav,rav,WallMi00,pos,WR,,,,,
player,201612180rav,rav,WallMi00,offense,52,,,,,
player,201612180rav,rav,WallMi00,off_pct,90%,,,,,
player,201612180rav,rav,WallMi00,defense,0,,,,,
player,201612180rav,rav,WallMi00,def_pct,0%,,,,,
player,201612180rav,rav,WallMi00,special_teams,0,,,,,
player,201612180rav,rav,WallMi00,st_pct,0%,,,,,
player,201612180rav,rav,SmitSt01,pos,WR,,,,,
player,201612180rav,rav,SmitSt01,offense,49,,,,,
player,201612180rav,rav,SmitSt01,off_pct,84%,,,,,
player,201612180rav,rav,SmitSt01,defense,0,,,,,
player,201612180rav,rav,SmitSt01,def_pct,0%,,,,,
player,201612180rav,rav,SmitSt01,special_teams,1,,,,,
player,201612180rav,rav,SmitSt01,st_pct,4%,,,,,
player,201612180rav,rav,AikeKa00,pos,WR,,,,,
player,201612180rav,rav,AikeKa00,offense,34,,,,,
player,201612180rav,rav,AikeKa00,off_pct,59%,,,,,
player,201612180rav,rav,AikeKa00,defense,0,,,,,
player,201612180rav,rav,AikeKa00,def_pct,0%,,,,,
player,201612180rav,rav,AikeKa00,special_teams,14,,,,,
player,201612180rav,rav,AikeKa00,st_pct,50%,,,,,
player,201612180rav,rav,PittDe00,pos,TE,,,,,
player,201612180rav,rav,PittDe00,offense,33,,,,,
player,201612180rav,rav,PittDe00,off_pct,57%,,,,,
player,201612180rav,rav,PittDe00,defense,0,,,,,
player,201612180rav,rav,PittDe00,def_pct,0%,,,,,
player,201612180rav,rav,PittDe00,special_teams,2,,,,,
player,201612180rav,rav,PittDe00,st_pct,7%,,,,,
player,201612180rav,rav,JuszKy00,pos,FB,,,,,
player,201612180rav,rav,JuszKy00,offense,32,,,,,
player,201612180rav,rav,JuszKy00,off_pct,55%,,,,,
player,201612180rav,rav,JuszKy00,defense,0,,,,,
player,201612180rav,rav,JuszKy00,def_pct,0%,,,,,
player,201612180rav,rav,JuszKy00,special_teams,19,,,,,
player,201612180rav,rav,JuszKy00,st_pct,68%,,,,,
player,201612180rav,rav,WestTe00,pos,RB,,,,,
player,201612180rav,rav,WestTe00,offense,26,,,,,
player,201612180rav,rav,WestTe00,off_pct,45%,,,,,
player,201612180rav,rav,WestTe00,defense,0,,,,,
player,201612180rav,rav,WestTe00,def_pct,0%,,,,,
player,201612180rav,rav,WestTe00,special_teams,0,,,,,
player,201612180rav,rav,WestTe00,st_pct,0%,,,,,
player,201612180rav,rav,BoylNi00,pos,TE,,,,,
player,201612180rav,rav,BoylNi00,offense,19,,,,,
player,201612180rav,rav,BoylNi00,off_pct,33%,,,,,
player,201612180rav,rav,BoylNi00,defense,0,,,,,
player,201612180rav,rav,BoylNi00,def_pct,0%,,,,,
player,201612180rav,rav,BoylNi00,special_teams,12,,,,,
player,201612180rav,rav,BoylNi00,st_pct,43%,,,,,
player,201612180rav,rav,DixoKe00,pos,RB,,,,,
player,201612180rav,rav,DixoKe00,offense,15,,,,,
player,201612180rav,rav,DixoKe00,off_pct,26%,,,,,
player,201612180rav,rav,DixoKe00,defense,0,,,,,
player,201612180rav,rav,DixoKe00,def_pct,0%,,,,,
player,201612180rav,rav,DixoKe00,special_teams,0,,,,,
player,201612180rav,rav,DixoKe00,st_pct,0%,,,,,
player,201612180rav,rav,PerrBr02,pos,WR,,,,,
player,201612180rav,rav,PerrBr02,offense,13,,,,,
player,201612180rav,rav,PerrBr02,off_pct,22%,,,,,
player,201612180rav,rav,PerrBr02,defense,0,,,,,
player,201612180rav,rav,PerrBr02,def_pct,0%,,,,,
player,201612180rav,rav,PerrBr02,special_teams,0,,,,,
player,201612180rav,rav,PerrBr02,st_pct,0%,,,,,
player,201612180rav,rav,WallDa01,pos,TE,,,,,
player,201612180rav,rav,WallDa01,offense,10,,,,,
player,201612180rav,rav,WallDa01,off_pct,17%,,,,,
player,201612180rav,rav,WallDa01,defense,0,,,,,
player,201612180rav,rav,WallDa01,def_pct,0%,,,,,
player,201612180rav,rav,WallDa01,special_teams,14,,,,,
player,201612180rav,rav,WallDa01,st_pct,50%,,,,,
player,201612180rav,rav,CampMi02,pos,WR,,,,,
player,201612180rav,rav,CampMi02,offense,6,,,,,
player,201612180rav,rav,CampMi02,off_pct,10%,,,,,
player,201612180rav,rav,CampMi02,defense,0,,,,,
player,201612180rav,rav,CampMi02,def_pct,0%,,,,,
player,201612180rav,rav,CampMi02,special_teams,2,,,,,
player,201612180rav,rav,CampMi02,st_pct,7%,,,,,
player,201612180rav,rav,UrscJo00,pos,G,,,,,
player,201612180rav,rav,UrscJo00,offense,2,,,,,
player,201612180rav,rav,UrscJo00,off_pct,3%,,,,,
player,201612180rav,rav,UrscJo00,defense,0,,,,,
player,201612180rav,rav,UrscJo00,def_pct,0%,,,,,
player,201612180rav,rav,UrscJo00,special_teams,10,,,,,
player,201612180rav,rav,UrscJo00,st_pct,36%,,,,,
player,201612180rav,rav,MoorCh00,pos,WR,,,,,
player,201612180rav,rav,MoorCh00,offense,1,,,,,
player,201612180rav,rav,MoorCh00,off_pct,2%,,,,,
player,201612180rav,rav,MoorCh00,defense,0,,,,,
player,201612180rav,rav,MoorCh00,def_pct,0%,,,,,
player,201612180rav,rav,MoorCh00,special_teams,18,,,,,
player,201612180rav,rav,MoorCh00,st_pct,64%,,,,,
player,201612180rav,rav,WrigSh00,pos,CB,,,,,
player,201612180rav,rav,WrigSh00,offense,0,,,,,
player,201612180rav,rav,WrigSh00,off_pct,0%,,,,,
player,201612180rav,rav,WrigSh00,defense,87,,,,,
player,201612180rav,rav,WrigSh00,def_pct,100%,,,,,
player,201612180rav,rav,WrigSh00,special_teams,2,,,,,
player,201612180rav,rav,WrigSh00,st_pct,7%,,,,,
player,201612180rav,rav,WebbLa99,pos,FS,,,,,
player,201612180rav,rav,WebbLa99,offense,0,,,,,
player,201612180rav,rav,WebbLa99,off_pct,0%,,,,,
player,201612180rav,rav,WebbLa99,defense,87,,,,,
player,201612180rav,rav,WebbLa99,def_pct,100%,,,,,
player,201612180rav,rav,WebbLa99,special_teams,2,,,,,
player,201612180rav,rav,WebbLa99,st_pct,7%,,,,,
player,201612180rav,rav,WeddEr99,pos,SS,,,,,
player,201612180rav,rav,WeddEr99,offense,0,,,,,
player,201612180rav,rav,WeddEr99,off_pct,0%,,,,,
player,201612180rav,rav,WeddEr99,defense,87,,,,,
player,201612180rav,rav,WeddEr99,def_pct,100%,,,,,
player,201612180rav,rav,WeddEr99,special_teams,2,,,,,
player,201612180rav,rav,WeddEr99,st_pct,7%,,,,,
player,201612180rav,rav,MoslC.00,pos,LB,,,,,
player,201612180rav,rav,MoslC.00,offense,0,,,,,
player,201612180rav,rav,MoslC.00,off_pct,0%,,,,,
player,201612180rav,rav,MoslC.00,defense,87,,,,,
player,201612180rav,rav,MoslC.00,def_pct,100%,,,,,
player,201612180rav,rav,MoslC.00,special_teams,0,,,,,
player,201612180rav,rav,MoslC.00,st_pct,0%,,,,,
player,201612180rav,rav,OrrxZa00,pos,LB,,,,,
player,201612180rav,rav,OrrxZa00,offense,0,,,,,
player,201612180rav,rav,OrrxZa00,off_pct,0%,,,,,
player,201612180rav,rav,OrrxZa00,defense,86,,,,,
player,201612180rav,rav,OrrxZa00,def_pct,99%,,,,,
player,201612180rav,rav,OrrxZa00,special_teams,10,,,,,
player,201612180rav,rav,OrrxZa00,st_pct,36%,,,,,
player,201612180rav,rav,YounTa01,pos,CB,,,,,
player,201612180rav,rav,YounTa01,offense,0,,,,,
player,201612180rav,rav,YounTa01,off_pct,0%,,,,,
player,201612180rav,rav,YounTa01,defense,84,,,,,
player,201612180rav,rav,YounTa01,def_pct,97%,,,,,
player,201612180rav,rav,YounTa01,special_teams,4,,,,,
player,201612180rav,rav,YounTa01,st_pct,14%,,,,,
player,201612180rav,rav,SuggTe99,pos,LB,,,,,
player,201612180rav,rav,SuggTe99,offense,0,,,,,
player,201612180rav,rav,SuggTe99,off_pct,0%,,,,,
player,201612180rav,rav,SuggTe99,defense,67,,,,,
player,201612180rav,rav,SuggTe99,def_pct,77%,,,,,
player,201612180rav,rav,SuggTe99,special_teams,0,,,,,
player,201612180rav,rav,SuggTe99,st_pct,0%,,,,,
player,201612180rav,rav,WillBr02,pos,NT,,,,,
player,201612180rav,rav,WillBr02,offense,0,,,,,
player,201612180rav,rav,WillBr02,off_pct,0%,,,,,
player,201612180rav,rav,WillBr02,defense,61,,,,,
player,201612180rav,rav,WillBr02,def_pct,70%,,,,,
player,201612180rav,rav,WillBr02,special_teams,4,,,,,
player,201612180rav,rav,WillBr02,st_pct,14%,,,,,
player,201612180rav,rav,PoweJe99,pos,CB,,,,,
player,201612180rav,rav,PoweJe99,offense,0,,,,,
player,201612180rav,rav,PoweJe99,off_pct,0%,,,,,
player,201612180rav,rav,PoweJe99,defense,55,,,,,
player,201612180rav,rav,PoweJe99,def_pct,63%,,,,,
player,201612180rav,rav,PoweJe99,special_teams,0,,,,,
player,201612180rav,rav,PoweJe99,st_pct,0%,,,,,
player,201612180rav,rav,JernTi00,pos,DT,,,,,
player,201612180rav,rav,JernTi00,offense,0,,,,,
player,201612180rav,rav,JernTi00,off_pct,0%,,,,,
player,201612180rav,rav,JernTi00,defense,49,,,,,
player,201612180rav,rav,JernTi00,def_pct,56%,,,,,
player,201612180rav,rav,JernTi00,special_teams,0,,,,,
player,201612180rav,rav,JernTi00,st_pct,0%,,,,,
player,201612180rav,rav,DumeEl20,pos,LB,,,,,
player,201612180rav,rav,DumeEl20,offense,0,,,,,
player,201612180rav,rav,DumeEl20,off_pct,0%,,,,,
player,201612180rav,rav,DumeEl20,defense,49,,,,,
player,201612180rav,rav,DumeEl20,def_pct,56%,,,,,
player,201612180rav,rav,DumeEl20,special_teams,0,,,,,
player,201612180rav,rav,DumeEl20,st_pct,0%,,,,,
player,201612180rav,rav,GuyxLa00,pos,DE,,,,,
player,201612180rav,rav,GuyxLa00,offense,0,,,,,
player,201612180rav,rav,GuyxLa00,off_pct,0%,,,,,
player,201612180rav,rav,GuyxLa00,defense,48,,,,,
player,201612180rav,rav,GuyxLa00,def_pct,55%,,,,,
player,201612180rav,rav,GuyxLa00,special_teams,9,,,,,
player,201612180rav,rav,GuyxLa00,st_pct,32%,,,,,
player,201612180rav,rav,McClAl00,pos,LB,,,,,
player,201612180rav,rav,McClAl00,offense,0,,,,,
player,201612180rav,rav,McClAl00,off_pct,0%,,,,,
player,201612180rav,rav,McClAl00,defense,38,,,,,
player,201612180rav,rav,McClAl00,def_pct,44%,,,,,
player,201612180rav,rav,McClAl00,special_teams,12,,,,,
player,201612180rav,rav,McClAl00,st_pct,43%,,,,,
player,201612180rav,rav,PierMi00,pos,NT,,,,,
player,201612180rav,rav,PierMi00,offense,0,,,,,
player,201612180rav,rav,PierMi00,off_pct,0%,,,,,
player,201612180rav,rav,PierMi00,defense,31,,,,,
player,201612180rav,rav,PierMi00,def_pct,36%,,,,,
player,201612180rav,rav,PierMi00,special_teams,9,,,,,
player,201612180rav,rav,PierMi00,st_pct,32%,,,,,
player,201612180rav,rav,JudoMa00,pos,LB,,,,,
player,201612180rav,rav,JudoMa00,offense,0,,,,,
player,201612180rav,rav,JudoMa00,off_pct,0%,,,,,
player,201612180rav,rav,JudoMa00,defense,23,,,,,
player,201612180rav,rav,JudoMa00,def_pct,26%,,,,,
player,201612180rav,rav,JudoMa00,special_teams,0,,,,,
player,201612180rav,rav,JudoMa00,st_pct,0%,,,,,
player,201612180rav,rav,UrbaBr00,pos,DE,,,,,
player,201612180rav,rav,UrbaBr00,offense,0,,,,,
player,201612180rav,rav,UrbaBr00,off_pct,0%,,,,,
player,201612180rav,rav,UrbaBr00,defense,14,,,,,
player,201612180rav,rav,UrbaBr00,def_pct,16%,,,,,
player,201612180rav,rav,UrbaBr00,special_teams,9,,,,,
player,201612180rav,rav,UrbaBr00,st_pct,32%,,,,,
player,201612180rav,rav,OnwuPa00,pos,LB,,,,,
player,201612180rav,rav,OnwuPa00,offense,0,,,,,
player,201612180rav,rav,OnwuPa00,off_pct,0%,,,,,
player,201612180rav,rav,OnwuPa00,defense,4,,,,,
player,201612180rav,rav,OnwuPa00,def_pct,5%,,,,,
player,201612180rav,rav,OnwuPa00,special_teams,21,,,,,
player,201612180rav,rav,OnwuPa00,st_pct,75%,,,,,
player,201612180rav,rav,ElamMa00,pos,SS,,,,,
player,201612180rav,rav,ElamMa00,offense,0,,,,,
player,201612180rav,rav,ElamMa00,off_pct,0%,,,,,
player,201612180rav,rav,ElamMa00,defense,0,,,,,
player,201612180rav,rav,ElamMa00,def_pct,0%,,,,,
player,201612180rav,rav,ElamMa00,special_teams,20,,,,,
player,201612180rav,rav,ElamMa00,st_pct,71%,,,,,
player,201612180rav,rav,LeviAn00,pos,FS,,,,,
player,201612180rav,rav,LeviAn00,offense,0,,,,,
player,201612180rav,rav,LeviAn00,off_pct,0%,,,,,
