game,2016,12,20161127,201611270mia,sfo,"San Francisco 49ers",24,mia,"Miami Dolphins",31
player,201611270mia,sfo,HarpCh01,pass_td,0,,,,,
player,201611270mia,sfo,HarpCh01,pass_int,0,,,,,
player,201611270mia,sfo,HarpCh01,pass_sacked,0,,,,,
player,201611270mia,sfo,HarpCh01,pass_sacked_yds,0,,,,,
player,201611270mia,sfo,HarpCh01,pass_long,0,,,,,
player,201611270mia,sfo,HarpCh01,pass_rating,,,,,,
player,201611270mia,sfo,HarpCh01,rush_att,0,,,,,
player,201611270mia,sfo,HarpCh01,rush_yds,0,,,,,
player,201611270mia,sfo,HarpCh01,rush_td,0,,,,,
player,201611270mia,sfo,HarpCh01,rush_long,0,,,,,
player,201611270mia,sfo,HarpCh01,targets,4,,,,,
player,201611270mia,sfo,HarpCh01,rec,2,,,,,
player,201611270mia,sfo,HarpCh01,rec_yds,32,,,,,
player,201611270mia,sfo,HarpCh01,rec_td,0,,,,,
player,201611270mia,sfo,HarpCh01,rec_long,16,,,,,
player,201611270mia,sfo,HarpCh01,fumbles,0,,,,,
player,201611270mia,sfo,HarpCh01,fumbles_lost,0,,,,,
player,201611270mia,sfo,SmitTo02,pass_cmp,0,,,,,
player,201611270mia,sfo,SmitTo02,pass_att,0,,,,,
player,201611270mia,sfo,SmitTo02,pass_yds,0,,,,,
player,201611270mia,sfo,SmitTo02,pass_td,0,,,,,
player,201611270mia,sfo,SmitTo02,pass_int,0,,,,,
player,201611270mia,sfo,SmitTo02,pass_sacked,0,,,,,
player,201611270mia,sfo,SmitTo02,pass_sacked_yds,0,,,,,
player,201611270mia,sfo,SmitTo02,pass_long,0,,,,,
player,201611270mia,sfo,SmitTo02,pass_rating,,,,,,
player,201611270mia,sfo,SmitTo02,rush_att,0,,,,,
player,201611270mia,sfo,SmitTo02,rush_yds,0,,,,,
player,201611270mia,sfo,SmitTo02,rush_td,0,,,,,
player,201611270mia,sfo,SmitTo02,rush_long,0,,,,,
player,201611270mia,sfo,SmitTo02,targets,7,,,,,
player,201611270mia,sfo,SmitTo02,rec,3,,,,,
player,201611270mia,sfo,SmitTo02,rec_yds,24,,,,,
player,201611270mia,sfo,SmitTo02,rec_td,1,,,,,
player,201611270mia,sfo,SmitTo02,rec_long,17,,,,,
player,201611270mia,sfo,SmitTo02,fumbles,0,,,,,
player,201611270mia,sfo,SmitTo02,fumbles_lost,0,,,,,
player,201611270mia,sfo,KerlJe00,pass_cmp,0,,,,,
player,201611270mia,sfo,KerlJe00,pass_att,0,,,,,
player,201611270mia,sfo,KerlJe00,pass_yds,0,,,,,
player,201611270mia,sfo,KerlJe00,pass_td,0,,,,,
player,201611270mia,sfo,KerlJe00,pass_int,0,,,,,
player,201611270mia,sfo,KerlJe00,pass_sacked,0,,,,,
player,201611270mia,sfo,KerlJe00,pass_sacked_yds,0,,,,,
player,201611270mia,sfo,KerlJe00,pass_long,0,,,,,
player,201611270mia,sfo,KerlJe00,pass_rating,,,,,,
player,201611270mia,sfo,KerlJe00,rush_att,0,,,,,
player,201611270mia,sfo,KerlJe00,rush_yds,0,,,,,
player,201611270mia,sfo,KerlJe00,rush_td,0,,,,,
player,201611270mia,sfo,KerlJe00,rush_long,0,,,,,
player,201611270mia,sfo,KerlJe00,targets,4,,,,,
player,201611270mia,sfo,KerlJe00,rec,2,,,,,
player,201611270mia,sfo,KerlJe00,rec_yds,24,,,,,
player,201611270mia,sfo,KerlJe00,rec_td,0,,,,,
player,201611270mia,sfo,KerlJe00,rec_long,18,,,,,
player,201611270mia,sfo,KerlJe00,fumbles,0,,,,,
player,201611270mia,sfo,KerlJe00,fumbles_lost,0,,,,,
player,201611270mia,sfo,CeleGa00,pass_cmp,0,,,,,
player,201611270mia,sfo,CeleGa00,pass_att,0,,,,,
player,201611270mia,sfo,CeleGa00,pass_yds,0,,,,,
player,201611270mia,sfo,CeleGa00,pass_td,0,,,,,
player,201611270mia,sfo,CeleGa00,pass_int,0,,,,,
player,201611270mia,sfo,CeleGa00,pass_sacked,0,,,,,
player,201611270mia,sfo,CeleGa00,pass_sacked_yds,0,,,,,
player,201611270mia,sfo,CeleGa00,pass_long,0,,,,,
player,201611270mia,sfo,CeleGa00,pass_rating,,,,,,
player,201611270mia,sfo,CeleGa00,rush_att,0,,,,,
player,201611270mia,sfo,CeleGa00,rush_yds,0,,,,,
player,201611270mia,sfo,CeleGa00,rush_td,0,,,,,
player,201611270mia,sfo,CeleGa00,rush_long,0,,,,,
player,201611270mia,sfo,CeleGa00,targets,3,,,,,
player,201611270mia,sfo,CeleGa00,rec,2,,,,,
player,201611270mia,sfo,CeleGa00,rec_yds,19,,,,,
player,201611270mia,sfo,CeleGa00,rec_td,1,,,,,
player,201611270mia,sfo,CeleGa00,rec_long,15,,,,,
player,201611270mia,sfo,CeleGa00,fumbles,1,,,,,
player,201611270mia,sfo,CeleGa00,fumbles_lost,1,,,,,
player,201611270mia,sfo,PattQu00,pass_cmp,0,,,,,
player,201611270mia,sfo,PattQu00,pass_att,0,,,,,
player,201611270mia,sfo,PattQu00,pass_yds,0,,,,,
player,201611270mia,sfo,PattQu00,pass_td,0,,,,,
player,201611270mia,sfo,PattQu00,pass_int,0,,,,,
player,201611270mia,sfo,PattQu00,pass_sacked,0,,,,,
player,201611270mia,sfo,PattQu00,pass_sacked_yds,0,,,,,
player,201611270mia,sfo,PattQu00,pass_long,0,,,,,
player,201611270mia,sfo,PattQu00,pass_rating,,,,,,
player,201611270mia,sfo,PattQu00,rush_att,0,,,,,
player,201611270mia,sfo,PattQu00,rush_yds,0,,,,,
player,201611270mia,sfo,PattQu00,rush_td,0,,,,,
player,201611270mia,sfo,PattQu00,rush_long,0,,,,,
player,201611270mia,sfo,PattQu00,targets,1,,,,,
player,201611270mia,sfo,PattQu00,rec,1,,,,,
player,201611270mia,sfo,PattQu00,rec_yds,12,,,,,
player,201611270mia,sfo,PattQu00,rec_td,0,,,,,
player,201611270mia,sfo,PattQu00,rec_long,12,,,,,
player,201611270mia,sfo,PattQu00,fumbles,0,,,,,
player,201611270mia,sfo,PattQu00,fumbles_lost,0,,,,,
player,201611270mia,sfo,BellBl00,pass_cmp,0,,,,,
player,201611270mia,sfo,BellBl00,pass_att,0,,,,,
player,201611270mia,sfo,BellBl00,pass_yds,0,,,,,
player,201611270mia,sfo,BellBl00,pass_td,0,,,,,
player,201611270mia,sfo,BellBl00,pass_int,0,,,,,
player,201611270mia,sfo,BellBl00,pass_sacked,0,,,,,
player,201611270mia,sfo,BellBl00,pass_sacked_yds,0,,,,,
player,201611270mia,sfo,BellBl00,pass_long,0,,,,,
player,201611270mia,sfo,BellBl00,pass_rating,,,,,,
player,201611270mia,sfo,BellBl00,rush_att,0,,,,,
player,201611270mia,sfo,BellBl00,rush_yds,0,,,,,
player,201611270mia,sfo,BellBl00,rush_td,0,,,,,
player,201611270mia,sfo,BellBl00,rush_long,0,,,,,
player,201611270mia,sfo,BellBl00,targets,1,,,,,
player,201611270mia,sfo,BellBl00,rec,0,,,,,
player,201611270mia,sfo,BellBl00,rec_yds,0,,,,,
player,201611270mia,sfo,BellBl00,rec_td,0,,,,,
player,201611270mia,sfo,BellBl00,rec_long,0,,,,,
player,201611270mia,sfo,BellBl00,fumbles,0,,,,,
player,201611270mia,sfo,BellBl00,fumbles_lost,0,,,,,
player,201611270mia,mia,TannRy00,pass_cmp,20,,,,,
player,201611270mia,mia,TannRy00,pass_att,30,,,,,
player,201611270mia,mia,TannRy00,pass_yds,285,,,,,
player,201611270mia,mia,TannRy00,pass_td,3,,,,,
player,201611270mia,mia,TannRy00,pass_int,0,,,,,
player,201611270mia,mia,TannRy00,pass_sacked,2,,,,,
player,201611270mia,mia,TannRy00,pass_sacked_yds,22,,,,,
player,201611270mia,mia,TannRy00,pass_long,46,,,,,
player,201611270mia,mia,TannRy00,pass_rating,130.6,,,,,
player,201611270mia,mia,TannRy00,rush_att,6,,,,,
player,201611270mia,mia,TannRy00,rush_yds,34,,,,,
player,201611270mia,mia,TannRy00,rush_td,0,,,,,
player,201611270mia,mia,TannRy00,rush_long,17,,,,,
player,201611270mia,mia,TannRy00,targets,0,,,,,
player,201611270mia,mia,TannRy00,rec,0,,,,,
player,201611270mia,mia,TannRy00,rec_yds,0,,,,,
player,201611270mia,mia,TannRy00,rec_td,0,,,,,
player,201611270mia,mia,TannRy00,rec_long,0,,,,,
player,201611270mia,mia,TannRy00,fumbles,0,,,,,
player,201611270mia,mia,TannRy00,fumbles_lost,0,,,,,
player,201611270mia,mia,AjayJa00,pass_cmp,0,,,,,
player,201611270mia,mia,AjayJa00,pass_att,0,,,,,
player,201611270mia,mia,AjayJa00,pass_yds,0,,,,,
player,201611270mia,mia,AjayJa00,pass_td,0,,,,,
player,201611270mia,mia,AjayJa00,pass_int,0,,,,,
player,201611270mia,mia,AjayJa00,pass_sacked,0,,,,,
player,201611270mia,mia,AjayJa00,pass_sacked_yds,0,,,,,
player,201611270mia,mia,AjayJa00,pass_long,0,,,,,
player,201611270mia,mia,AjayJa00,pass_rating,,,,,,
player,201611270mia,mia,AjayJa00,rush_att,18,,,,,
player,201611270mia,mia,AjayJa00,rush_yds,45,,,,,
player,201611270mia,mia,AjayJa00,rush_td,1,,,,,
player,201611270mia,mia,AjayJa00,rush_long,18,,,,,
player,201611270mia,mia,AjayJa00,targets,2,,,,,
player,201611270mia,mia,AjayJa00,rec,1,,,,,
player,201611270mia,mia,AjayJa00,rec_yds,11,,,,,
player,201611270mia,mia,AjayJa00,rec_td,0,,,,,
player,201611270mia,mia,AjayJa00,rec_long,11,,,,,
player,201611270mia,mia,AjayJa00,fumbles,0,,,,,
player,201611270mia,mia,AjayJa00,fumbles_lost,0,,,,,
player,201611270mia,mia,DrakKe00,pass_cmp,0,,,,,
player,201611270mia,mia,DrakKe00,pass_att,0,,,,,
player,201611270mia,mia,DrakKe00,pass_yds,0,,,,,
player,201611270mia,mia,DrakKe00,pass_td,0,,,,,
player,201611270mia,mia,DrakKe00,pass_int,0,,,,,
player,201611270mia,mia,DrakKe00,pass_sacked,0,,,,,
player,201611270mia,mia,DrakKe00,pass_sacked_yds,0,,,,,
player,201611270mia,mia,DrakKe00,pass_long,0,,,,,
player,201611270mia,mia,DrakKe00,pass_rating,,,,,,
player,201611270mia,mia,DrakKe00,rush_att,1,,,,,
player,201611270mia,mia,DrakKe00,rush_yds,9,,,,,
player,201611270mia,mia,DrakKe00,rush_td,0,,,,,
player,201611270mia,mia,DrakKe00,rush_long,9,,,,,
player,201611270mia,mia,DrakKe00,targets,0,,,,,
player,201611270mia,mia,DrakKe00,rec,0,,,,,
player,201611270mia,mia,DrakKe00,rec_yds,0,,,,,
player,201611270mia,mia,DrakKe00,rec_td,0,,,,,
player,201611270mia,mia,DrakKe00,rec_long,0,,,,,
player,201611270mia,mia,DrakKe00,fumbles,1,,,,,
player,201611270mia,mia,DrakKe00,fumbles_lost,0,,,,,
player,201611270mia,mia,WillDa05,pass_cmp,0,,,,,
player,201611270mia,mia,WillDa05,pass_att,0,,,,,
player,201611270mia,mia,WillDa05,pass_yds,0,,,,,
player,201611270mia,mia,WillDa05,pass_td,0,,,,,
player,201611270mia,mia,WillDa05,pass_int,0,,,,,
player,201611270mia,mia,WillDa05,pass_sacked,0,,,,,
player,201611270mia,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201611270mia,mia,WillDa05,pass_long,0,,,,,
player,201611270mia,mia,WillDa05,pass_rating,,,,,,
player,201611270mia,mia,WillDa05,rush_att,1,,,,,
player,201611270mia,mia,WillDa05,rush_yds,7,,,,,
player,201611270mia,mia,WillDa05,rush_td,0,,,,,
player,201611270mia,mia,WillDa05,rush_long,7,,,,,
player,201611270mia,mia,WillDa05,targets,2,,,,,
player,201611270mia,mia,WillDa05,rec,2,,,,,
player,201611270mia,mia,WillDa05,rec_yds,11,,,,,
player,201611270mia,mia,WillDa05,rec_td,0,,,,,
player,201611270mia,mia,WillDa05,rec_long,6,,,,,
player,201611270mia,mia,WillDa05,fumbles,0,,,,,
player,201611270mia,mia,WillDa05,fumbles_lost,0,,,,,
player,201611270mia,mia,StilKe00,pass_cmp,0,,,,,
player,201611270mia,mia,StilKe00,pass_att,0,,,,,
player,201611270mia,mia,StilKe00,pass_yds,0,,,,,
player,201611270mia,mia,StilKe00,pass_td,0,,,,,
player,201611270mia,mia,StilKe00,pass_int,0,,,,,
player,201611270mia,mia,StilKe00,pass_sacked,0,,,,,
player,201611270mia,mia,StilKe00,pass_sacked_yds,0,,,,,
player,201611270mia,mia,StilKe00,pass_long,0,,,,,
player,201611270mia,mia,StilKe00,pass_rating,,,,,,
player,201611270mia,mia,StilKe00,rush_att,0,,,,,
player,201611270mia,mia,StilKe00,rush_yds,0,,,,,
player,201611270mia,mia,StilKe00,rush_td,0,,,,,
player,201611270mia,mia,StilKe00,rush_long,0,,,,,
player,201611270mia,mia,StilKe00,targets,6,,,,,
player,201611270mia,mia,StilKe00,rec,3,,,,,
player,201611270mia,mia,StilKe00,rec_yds,72,,,,,
player,201611270mia,mia,StilKe00,rec_td,1,,,,,
player,201611270mia,mia,StilKe00,rec_long,43,,,,,
player,201611270mia,mia,StilKe00,fumbles,0,,,,,
player,201611270mia,mia,StilKe00,fumbles_lost,0,,,,,
player,201611270mia,mia,ParkDe01,pass_cmp,0,,,,,
player,201611270mia,mia,ParkDe01,pass_att,0,,,,,
player,201611270mia,mia,ParkDe01,pass_yds,0,,,,,
player,201611270mia,mia,ParkDe01,pass_td,0,,,,,
player,201611270mia,mia,ParkDe01,pass_int,0,,,,,
player,201611270mia,mia,ParkDe01,pass_sacked,0,,,,,
player,201611270mia,mia,ParkDe01,pass_sacked_yds,0,,,,,
player,201611270mia,mia,ParkDe01,pass_long,0,,,,,
player,201611270mia,mia,ParkDe01,pass_rating,,,,,,
player,201611270mia,mia,ParkDe01,rush_att,0,,,,,
player,201611270mia,mia,ParkDe01,rush_yds,0,,,,,
player,201611270mia,mia,ParkDe01,rush_td,0,,,,,
player,201611270mia,mia,ParkDe01,rush_long,0,,,,,
player,201611270mia,mia,ParkDe01,targets,6,,,,,
player,201611270mia,mia,ParkDe01,rec,3,,,,,
player,201611270mia,mia,ParkDe01,rec_yds,64,,,,,
player,201611270mia,mia,ParkDe01,rec_td,0,,,,,
player,201611270mia,mia,ParkDe01,rec_long,46,,,,,
player,201611270mia,mia,ParkDe01,fumbles,0,,,,,
player,201611270mia,mia,ParkDe01,fumbles_lost,0,,,,,
player,201611270mia,mia,SimsDi00,pass_cmp,0,,,,,
player,201611270mia,mia,SimsDi00,pass_att,0,,,,,
player,201611270mia,mia,SimsDi00,pass_yds,0,,,,,
player,201611270mia,mia,SimsDi00,pass_td,0,,,,,
player,201611270mia,mia,SimsDi00,pass_int,0,,,,,
player,201611270mia,mia,SimsDi00,pass_sacked,0,,,,,
player,201611270mia,mia,SimsDi00,pass_sacked_yds,0,,,,,
player,201611270mia,mia,SimsDi00,pass_long,0,,,,,
player,201611270mia,mia,SimsDi00,pass_rating,,,,,,
player,201611270mia,mia,SimsDi00,rush_att,0,,,,,
player,201611270mia,mia,SimsDi00,rush_yds,0,,,,,
player,201611270mia,mia,SimsDi00,rush_td,0,,,,,
player,201611270mia,mia,SimsDi00,rush_long,0,,,,,
player,201611270mia,mia,SimsDi00,targets,4,,,,,
player,201611270mia,mia,SimsDi00,rec,4,,,,,
player,201611270mia,mia,SimsDi00,rec_yds,53,,,,,
player,201611270mia,mia,SimsDi00,rec_td,1,,,,,
player,201611270mia,mia,SimsDi00,rec_long,23,,,,,
player,201611270mia,mia,SimsDi00,fumbles,0,,,,,
player,201611270mia,mia,SimsDi00,fumbles_lost,0,,,,,
player,201611270mia,mia,LandJa00,pass_cmp,0,,,,,
player,201611270mia,mia,LandJa00,pass_att,0,,,,,
player,201611270mia,mia,LandJa00,pass_yds,0,,,,,
player,201611270mia,mia,LandJa00,pass_td,0,,,,,
player,201611270mia,mia,LandJa00,pass_int,0,,,,,
player,201611270mia,mia,LandJa00,pass_sacked,0,,,,,
player,201611270mia,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201611270mia,mia,LandJa00,pass_long,0,,,,,
player,201611270mia,mia,LandJa00,pass_rating,,,,,,
player,201611270mia,mia,LandJa00,rush_att,0,,,,,
player,201611270mia,mia,LandJa00,rush_yds,0,,,,,
player,201611270mia,mia,LandJa00,rush_td,0,,,,,
player,201611270mia,mia,LandJa00,rush_long,0,,,,,
player,201611270mia,mia,LandJa00,targets,7,,,,,
player,201611270mia,mia,LandJa00,rec,4,,,,,
player,201611270mia,mia,LandJa00,rec_yds,47,,,,,
player,201611270mia,mia,LandJa00,rec_td,0,,,,,
player,201611270mia,mia,LandJa00,rec_long,17,,,,,
player,201611270mia,mia,LandJa00,fumbles,0,,,,,
player,201611270mia,mia,LandJa00,fumbles_lost,0,,,,,
player,201611270mia,mia,CarrLe00,pass_cmp,0,,,,,
player,201611270mia,mia,CarrLe00,pass_att,0,,,,,
player,201611270mia,mia,CarrLe00,pass_yds,0,,,,,
player,201611270mia,mia,CarrLe00,pass_td,0,,,,,
player,201611270mia,mia,CarrLe00,pass_int,0,,,,,
player,201611270mia,mia,CarrLe00,pass_sacked,0,,,,,
player,201611270mia,mia,CarrLe00,pass_sacked_yds,0,,,,,
player,201611270mia,mia,CarrLe00,pass_long,0,,,,,
player,201611270mia,mia,CarrLe00,pass_rating,,,,,,
player,201611270mia,mia,CarrLe00,rush_att,0,,,,,
player,201611270mia,mia,CarrLe00,rush_yds,0,,,,,
player,201611270mia,mia,CarrLe00,rush_td,0,,,,,
player,201611270mia,mia,CarrLe00,rush_long,0,,,,,
player,201611270mia,mia,CarrLe00,targets,1,,,,,
player,201611270mia,mia,CarrLe00,rec,1,,,,,
player,201611270mia,mia,CarrLe00,rec_yds,15,,,,,
player,201611270mia,mia,CarrLe00,rec_td,1,,,,,
player,201611270mia,mia,CarrLe00,rec_long,15,,,,,
player,201611270mia,mia,CarrLe00,fumbles,0,,,,,
player,201611270mia,mia,CarrLe00,fumbles_lost,0,,,,,
player,201611270mia,mia,GrayMa00,pass_cmp,0,,,,,
player,201611270mia,mia,GrayMa00,pass_att,0,,,,,
player,201611270mia,mia,GrayMa00,pass_yds,0,,,,,
player,201611270mia,mia,GrayMa00,pass_td,0,,,,,
player,201611270mia,mia,GrayMa00,pass_int,0,,,,,
player,201611270mia,mia,GrayMa00,pass_sacked,0,,,,,
player,201611270mia,mia,GrayMa00,pass_sacked_yds,0,,,,,
