game,2016,12,20161127,201611270tam,sea,"Seattle Seahawks",5,tam,"Tampa Bay Buccaneers",14
team,201611270tam,sea,First Downs,16,,,,,,
team,201611270tam,tam,First Downs,19,,,,,,
team,201611270tam,sea,Rush-Yds-TDs,22-127-0,,,,,,
team,201611270tam,tam,Rush-Yds-TDs,35-118-0,,,,,,
team,201611270tam,sea,Cmp-Att-Yd-TD-INT,17-33-151-0-2,,,,,,
team,201611270tam,tam,Cmp-Att-Yd-TD-INT,21-28-220-2-1,,,,,,
team,201611270tam,sea,Sacked-Yards,6-33,,,,,,
team,201611270tam,tam,Sacked-Yards,0-0,,,,,,
team,201611270tam,sea,Net Pass Yards,118,,,,,,
team,201611270tam,tam,Net Pass Yards,220,,,,,,
team,201611270tam,sea,Total Yards,245,,,,,,
team,201611270tam,tam,Total Yards,338,,,,,,
team,201611270tam,sea,Fumbles-Lost,2-1,,,,,,
team,201611270tam,tam,Fumbles-Lost,2-1,,,,,,
team,201611270tam,sea,Turnovers,3,,,,,,
team,201611270tam,tam,Turnovers,2,,,,,,
team,201611270tam,sea,Penalties-Yards,2-27,,,,,,
team,201611270tam,tam,Penalties-Yards,7-68,,,,,,
team,201611270tam,sea,Third Down Conv.,1-11,,,,,,
team,201611270tam,tam,Third Down Conv.,4-11,,,,,,
team,201611270tam,sea,Fourth Down Conv.,1-1,,,,,,
team,201611270tam,tam,Fourth Down Conv.,0-0,,,,,,
team,201611270tam,sea,Time of Possession,26:21,,,,,,
team,201611270tam,tam,Time of Possession,33:39,,,,,,
player,201611270tam,sea,WilsRu00,pass_cmp,17,,,,,
player,201611270tam,sea,WilsRu00,pass_att,33,,,,,
player,201611270tam,sea,WilsRu00,pass_yds,151,,,,,
player,201611270tam,sea,WilsRu00,pass_td,0,,,,,
player,201611270tam,sea,WilsRu00,pass_int,2,,,,,
player,201611270tam,sea,WilsRu00,pass_sacked,6,,,,,
player,201611270tam,sea,WilsRu00,pass_sacked_yds,33,,,,,
player,201611270tam,sea,WilsRu00,pass_long,21,,,,,
player,201611270tam,sea,WilsRu00,pass_rating,38.8,,,,,
player,201611270tam,sea,WilsRu00,rush_att,8,,,,,
player,201611270tam,sea,WilsRu00,rush_yds,80,,,,,
player,201611270tam,sea,WilsRu00,rush_td,0,,,,,
player,201611270tam,sea,WilsRu00,rush_long,17,,,,,
player,201611270tam,sea,WilsRu00,targets,0,,,,,
player,201611270tam,sea,WilsRu00,rec,0,,,,,
player,201611270tam,sea,WilsRu00,rec_yds,0,,,,,
player,201611270tam,sea,WilsRu00,rec_td,0,,,,,
player,201611270tam,sea,WilsRu00,rec_long,0,,,,,
player,201611270tam,sea,WilsRu00,fumbles,1,,,,,
player,201611270tam,sea,WilsRu00,fumbles_lost,0,,,,,
player,201611270tam,sea,RawlTh00,pass_cmp,0,,,,,
player,201611270tam,sea,RawlTh00,pass_att,0,,,,,
player,201611270tam,sea,RawlTh00,pass_yds,0,,,,,
player,201611270tam,sea,RawlTh00,pass_td,0,,,,,
player,201611270tam,sea,RawlTh00,pass_int,0,,,,,
player,201611270tam,sea,RawlTh00,pass_sacked,0,,,,,
player,201611270tam,sea,RawlTh00,pass_sacked_yds,0,,,,,
player,201611270tam,sea,RawlTh00,pass_long,0,,,,,
player,201611270tam,sea,RawlTh00,pass_rating,,,,,,
player,201611270tam,sea,RawlTh00,rush_att,12,,,,,
player,201611270tam,sea,RawlTh00,rush_yds,38,,,,,
player,201611270tam,sea,RawlTh00,rush_td,0,,,,,
player,201611270tam,sea,RawlTh00,rush_long,8,,,,,
player,201611270tam,sea,RawlTh00,targets,1,,,,,
player,201611270tam,sea,RawlTh00,rec,0,,,,,
player,201611270tam,sea,RawlTh00,rec_yds,0,,,,,
player,201611270tam,sea,RawlTh00,rec_td,0,,,,,
player,201611270tam,sea,RawlTh00,rec_long,0,,,,,
player,201611270tam,sea,RawlTh00,fumbles,0,,,,,
player,201611270tam,sea,RawlTh00,fumbles_lost,0,,,,,
player,201611270tam,sea,LockTy00,pass_cmp,0,,,,,
player,201611270tam,sea,LockTy00,pass_att,0,,,,,
player,201611270tam,sea,LockTy00,pass_yds,0,,,,,
player,201611270tam,sea,LockTy00,pass_td,0,,,,,
player,201611270tam,sea,LockTy00,pass_int,0,,,,,
player,201611270tam,sea,LockTy00,pass_sacked,0,,,,,
player,201611270tam,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201611270tam,sea,LockTy00,pass_long,0,,,,,
player,201611270tam,sea,LockTy00,pass_rating,,,,,,
player,201611270tam,sea,LockTy00,rush_att,1,,,,,
player,201611270tam,sea,LockTy00,rush_yds,9,,,,,
player,201611270tam,sea,LockTy00,rush_td,0,,,,,
player,201611270tam,sea,LockTy00,rush_long,9,,,,,
player,201611270tam,sea,LockTy00,targets,6,,,,,
player,201611270tam,sea,LockTy00,rec,0,,,,,
player,201611270tam,sea,LockTy00,rec_yds,0,,,,,
player,201611270tam,sea,LockTy00,rec_td,0,,,,,
player,201611270tam,sea,LockTy00,rec_long,0,,,,,
player,201611270tam,sea,LockTy00,fumbles,0,,,,,
player,201611270tam,sea,LockTy00,fumbles_lost,0,,,,,
player,201611270tam,sea,GrahJi00,pass_cmp,0,,,,,
player,201611270tam,sea,GrahJi00,pass_att,0,,,,,
player,201611270tam,sea,GrahJi00,pass_yds,0,,,,,
player,201611270tam,sea,GrahJi00,pass_td,0,,,,,
player,201611270tam,sea,GrahJi00,pass_int,0,,,,,
player,201611270tam,sea,GrahJi00,pass_sacked,0,,,,,
player,201611270tam,sea,GrahJi00,pass_sacked_yds,0,,,,,
player,201611270tam,sea,GrahJi00,pass_long,0,,,,,
player,201611270tam,sea,GrahJi00,pass_rating,,,,,,
player,201611270tam,sea,GrahJi00,rush_att,0,,,,,
player,201611270tam,sea,GrahJi00,rush_yds,0,,,,,
player,201611270tam,sea,GrahJi00,rush_td,0,,,,,
player,201611270tam,sea,GrahJi00,rush_long,0,,,,,
player,201611270tam,sea,GrahJi00,targets,7,,,,,
player,201611270tam,sea,GrahJi00,rec,6,,,,,
player,201611270tam,sea,GrahJi00,rec_yds,67,,,,,
player,201611270tam,sea,GrahJi00,rec_td,0,,,,,
player,201611270tam,sea,GrahJi00,rec_long,21,,,,,
player,201611270tam,sea,GrahJi00,fumbles,1,,,,,
player,201611270tam,sea,GrahJi00,fumbles_lost,1,,,,,
player,201611270tam,sea,BaldDo00,pass_cmp,0,,,,,
player,201611270tam,sea,BaldDo00,pass_att,0,,,,,
player,201611270tam,sea,BaldDo00,pass_yds,0,,,,,
player,201611270tam,sea,BaldDo00,pass_td,0,,,,,
player,201611270tam,sea,BaldDo00,pass_int,0,,,,,
player,201611270tam,sea,BaldDo00,pass_sacked,0,,,,,
player,201611270tam,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201611270tam,sea,BaldDo00,pass_long,0,,,,,
player,201611270tam,sea,BaldDo00,pass_rating,,,,,,
player,201611270tam,sea,BaldDo00,rush_att,0,,,,,
player,201611270tam,sea,BaldDo00,rush_yds,0,,,,,
player,201611270tam,sea,BaldDo00,rush_td,0,,,,,
player,201611270tam,sea,BaldDo00,rush_long,0,,,,,
player,201611270tam,sea,BaldDo00,targets,8,,,,,
player,201611270tam,sea,BaldDo00,rec,7,,,,,
player,201611270tam,sea,BaldDo00,rec_yds,34,,,,,
player,201611270tam,sea,BaldDo00,rec_td,0,,,,,
player,201611270tam,sea,BaldDo00,rec_long,12,,,,,
player,201611270tam,sea,BaldDo00,fumbles,0,,,,,
player,201611270tam,sea,BaldDo00,fumbles_lost,0,,,,,
player,201611270tam,sea,KearJe01,pass_cmp,0,,,,,
player,201611270tam,sea,KearJe01,pass_att,0,,,,,
player,201611270tam,sea,KearJe01,pass_yds,0,,,,,
player,201611270tam,sea,KearJe01,pass_td,0,,,,,
