game,2016,17,20170101,201701010tam,car,"Carolina Panthers",16,tam,"Tampa Bay Buccaneers",17
team,201701010tam,car,First Downs,18,,,,,,
team,201701010tam,tam,First Downs,18,,,,,,
team,201701010tam,car,Rush-Yds-TDs,32-128-1,,,,,,
team,201701010tam,tam,Rush-Yds-TDs,25-112-0,,,,,,
team,201701010tam,car,Cmp-Att-Yd-TD-INT,18-32-237-1-3,,,,,,
team,201701010tam,tam,Cmp-Att-Yd-TD-INT,20-35-202-1-1,,,,,,
team,201701010tam,car,Sacked-Yards,3-30,,,,,,
team,201701010tam,tam,Sacked-Yards,3-14,,,,,,
team,201701010tam,car,Net Pass Yards,207,,,,,,
team,201701010tam,tam,Net Pass Yards,188,,,,,,
team,201701010tam,car,Total Yards,335,,,,,,
team,201701010tam,tam,Total Yards,300,,,,,,
team,201701010tam,car,Fumbles-Lost,0-0,,,,,,
team,201701010tam,tam,Fumbles-Lost,1-1,,,,,,
team,201701010tam,car,Turnovers,3,,,,,,
team,201701010tam,tam,Turnovers,2,,,,,,
team,201701010tam,car,Penalties-Yards,4-45,,,,,,
team,201701010tam,tam,Penalties-Yards,5-30,,,,,,
team,201701010tam,car,Third Down Conv.,4-15,,,,,,
team,201701010tam,tam,Third Down Conv.,4-12,,,,,,
team,201701010tam,car,Fourth Down Conv.,2-2,,,,,,
team,201701010tam,tam,Fourth Down Conv.,0-0,,,,,,
team,201701010tam,car,Time of Possession,32:24,,,,,,
team,201701010tam,tam,Time of Possession,27:36,,,,,,
player,201701010tam,car,NewtCa00,pass_cmp,18,,,,,
player,201701010tam,car,NewtCa00,pass_att,32,,,,,
player,201701010tam,car,NewtCa00,pass_yds,237,,,,,
player,201701010tam,car,NewtCa00,pass_td,1,,,,,
player,201701010tam,car,NewtCa00,pass_int,3,,,,,
player,201701010tam,car,NewtCa00,pass_sacked,3,,,,,
player,201701010tam,car,NewtCa00,pass_sacked_yds,30,,,,,
player,201701010tam,car,NewtCa00,pass_long,47,,,,,
player,201701010tam,car,NewtCa00,pass_rating,51.2,,,,,
player,201701010tam,car,NewtCa00,rush_att,3,,,,,
player,201701010tam,car,NewtCa00,rush_yds,6,,,,,
player,201701010tam,car,NewtCa00,rush_td,0,,,,,
player,201701010tam,car,NewtCa00,rush_long,5,,,,,
player,201701010tam,car,NewtCa00,targets,0,,,,,
player,201701010tam,car,NewtCa00,rec,0,,,,,
player,201701010tam,car,NewtCa00,rec_yds,0,,,,,
player,201701010tam,car,NewtCa00,rec_td,0,,,,,
player,201701010tam,car,NewtCa00,rec_long,0,,,,,
player,201701010tam,car,NewtCa00,fumbles,0,,,,,
player,201701010tam,car,NewtCa00,fumbles_lost,0,,,,,
player,201701010tam,car,StewJo00,pass_cmp,0,,,,,
player,201701010tam,car,StewJo00,pass_att,0,,,,,
player,201701010tam,car,StewJo00,pass_yds,0,,,,,
player,201701010tam,car,StewJo00,pass_td,0,,,,,
player,201701010tam,car,StewJo00,pass_int,0,,,,,
player,201701010tam,car,StewJo00,pass_sacked,0,,,,,
player,201701010tam,car,StewJo00,pass_sacked_yds,0,,,,,
player,201701010tam,car,StewJo00,pass_long,0,,,,,
player,201701010tam,car,StewJo00,pass_rating,,,,,,
player,201701010tam,car,StewJo00,rush_att,20,,,,,
player,201701010tam,car,StewJo00,rush_yds,65,,,,,
player,201701010tam,car,StewJo00,rush_td,1,,,,,
player,201701010tam,car,StewJo00,rush_long,13,,,,,
player,201701010tam,car,StewJo00,targets,2,,,,,
player,201701010tam,car,StewJo00,rec,1,,,,,
player,201701010tam,car,StewJo00,rec_yds,7,,,,,
player,201701010tam,car,StewJo00,rec_td,0,,,,,
player,201701010tam,car,StewJo00,rec_long,7,,,,,
player,201701010tam,car,StewJo00,fumbles,0,,,,,
player,201701010tam,car,StewJo00,fumbles_lost,0,,,,,
player,201701010tam,car,GinnTe00,pass_cmp,0,,,,,
player,201701010tam,car,GinnTe00,pass_att,0,,,,,
player,201701010tam,car,GinnTe00,pass_yds,0,,,,,
player,201701010tam,car,GinnTe00,pass_td,0,,,,,
player,201701010tam,car,GinnTe00,pass_int,0,,,,,
player,201701010tam,car,GinnTe00,pass_sacked,0,,,,,
player,201701010tam,car,GinnTe00,pass_sacked_yds,0,,,,,
player,201701010tam,car,GinnTe00,pass_long,0,,,,,
player,201701010tam,car,GinnTe00,pass_rating,,,,,,
player,201701010tam,car,GinnTe00,rush_att,2,,,,,
player,201701010tam,car,GinnTe00,rush_yds,24,,,,,
player,201701010tam,car,GinnTe00,rush_td,0,,,,,
player,201701010tam,car,GinnTe00,rush_long,17,,,,,
player,201701010tam,car,GinnTe00,targets,7,,,,,
player,201701010tam,car,GinnTe00,rec,4,,,,,
player,201701010tam,car,GinnTe00,rec_yds,69,,,,,
player,201701010tam,car,GinnTe00,rec_td,0,,,,,
player,201701010tam,car,GinnTe00,rec_long,39,,,,,
player,201701010tam,car,GinnTe00,fumbles,0,,,,,
player,201701010tam,car,GinnTe00,fumbles_lost,0,,,,,
player,201701010tam,car,TolbMi00,pass_cmp,0,,,,,
player,201701010tam,car,TolbMi00,pass_att,0,,,,,
