game,2016,12,20161124,201611240det,min,"Minnesota Vikings",13,det,"Detroit Lions",16
team,201611240det,min,First Downs,17,,,,,,
team,201611240det,det,First Downs,18,,,,,,
team,201611240det,min,Rush-Yds-TDs,16-82-1,,,,,,
team,201611240det,det,Rush-Yds-TDs,19-94-0,,,,,,
team,201611240det,min,Cmp-Att-Yd-TD-INT,31-37-224-0-1,,,,,,
team,201611240det,det,Cmp-Att-Yd-TD-INT,23-40-232-1-0,,,,,,
team,201611240det,min,Sacked-Yards,0-0,,,,,,
team,201611240det,det,Sacked-Yards,2-18,,,,,,
team,201611240det,min,Net Pass Yards,224,,,,,,
team,201611240det,det,Net Pass Yards,214,,,,,,
team,201611240det,min,Total Yards,306,,,,,,
team,201611240det,det,Total Yards,308,,,,,,
team,201611240det,min,Fumbles-Lost,0-0,,,,,,
team,201611240det,det,Fumbles-Lost,0-0,,,,,,
team,201611240det,min,Turnovers,1,,,,,,
team,201611240det,det,Turnovers,0,,,,,,
team,201611240det,min,Penalties-Yards,5-40,,,,,,
team,201611240det,det,Penalties-Yards,4-16,,,,,,
team,201611240det,min,Third Down Conv.,2-10,,,,,,
team,201611240det,det,Third Down Conv.,6-14,,,,,,
team,201611240det,min,Fourth Down Conv.,0-1,,,,,,
team,201611240det,det,Fourth Down Conv.,0-2,,,,,,
team,201611240det,min,Time of Possession,31:31,,,,,,
team,201611240det,det,Time of Possession,28:29,,,,,,
player,201611240det,min,BradSa00,pass_cmp,31,,,,,
player,201611240det,min,BradSa00,pass_att,37,,,,,
player,201611240det,min,BradSa00,pass_yds,224,,,,,
player,201611240det,min,BradSa00,pass_td,0,,,,,
player,201611240det,min,BradSa00,pass_int,1,,,,,
player,201611240det,min,BradSa00,pass_sacked,0,,,,,
player,201611240det,min,BradSa00,pass_sacked_yds,0,,,,,
player,201611240det,min,BradSa00,pass_long,41,,,,,
player,201611240det,min,BradSa00,pass_rating,80.6,,,,,
player,201611240det,min,BradSa00,rush_att,0,,,,,
player,201611240det,min,BradSa00,rush_yds,0,,,,,
player,201611240det,min,BradSa00,rush_td,0,,,,,
player,201611240det,min,BradSa00,rush_long,0,,,,,
player,201611240det,min,BradSa00,targets,0,,,,,
player,201611240det,min,BradSa00,rec,0,,,,,
player,201611240det,min,BradSa00,rec_yds,0,,,,,
player,201611240det,min,BradSa00,rec_td,0,,,,,
player,201611240det,min,BradSa00,rec_long,0,,,,,
player,201611240det,min,BradSa00,fumbles,0,,,,,
player,201611240det,min,BradSa00,fumbles_lost,0,,,,,
player,201611240det,min,McKiJe00,pass_cmp,0,,,,,
player,201611240det,min,McKiJe00,pass_att,0,,,,,
player,201611240det,min,McKiJe00,pass_yds,0,,,,,
player,201611240det,min,McKiJe00,pass_td,0,,,,,
player,201611240det,min,McKiJe00,pass_int,0,,,,,
player,201611240det,min,McKiJe00,pass_sacked,0,,,,,
player,201611240det,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201611240det,min,McKiJe00,pass_long,0,,,,,
player,201611240det,min,McKiJe00,pass_rating,,,,,,
player,201611240det,min,McKiJe00,rush_att,9,,,,,
player,201611240det,min,McKiJe00,rush_yds,31,,,,,
player,201611240det,min,McKiJe00,rush_td,0,,,,,
player,201611240det,min,McKiJe00,rush_long,10,,,,,
player,201611240det,min,McKiJe00,targets,3,,,,,
player,201611240det,min,McKiJe00,rec,3,,,,,
player,201611240det,min,McKiJe00,rec_yds,45,,,,,
player,201611240det,min,McKiJe00,rec_td,0,,,,,
player,201611240det,min,McKiJe00,rec_long,41,,,,,
player,201611240det,min,McKiJe00,fumbles,0,,,,,
player,201611240det,min,McKiJe00,fumbles_lost,0,,,,,
player,201611240det,min,AsiaMa00,pass_cmp,0,,,,,
player,201611240det,min,AsiaMa00,pass_att,0,,,,,
player,201611240det,min,AsiaMa00,pass_yds,0,,,,,
player,201611240det,min,AsiaMa00,pass_td,0,,,,,
player,201611240det,min,AsiaMa00,pass_int,0,,,,,
player,201611240det,min,AsiaMa00,pass_sacked,0,,,,,
player,201611240det,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201611240det,min,AsiaMa00,pass_long,0,,,,,
player,201611240det,min,AsiaMa00,pass_rating,,,,,,
player,201611240det,min,AsiaMa00,rush_att,5,,,,,
player,201611240det,min,AsiaMa00,rush_yds,27,,,,,
player,201611240det,min,AsiaMa00,rush_td,1,,,,,
player,201611240det,min,AsiaMa00,rush_long,15,,,,,
player,201611240det,min,AsiaMa00,targets,3,,,,,
player,201611240det,min,AsiaMa00,rec,3,,,,,
player,201611240det,min,AsiaMa00,rec_yds,14,,,,,
player,201611240det,min,AsiaMa00,rec_td,0,,,,,
player,201611240det,min,AsiaMa00,rec_long,6,,,,,
player,201611240det,min,AsiaMa00,fumbles,0,,,,,
player,201611240det,min,AsiaMa00,fumbles_lost,0,,,,,
player,201611240det,min,PattCo00,pass_cmp,0,,,,,
player,201611240det,min,PattCo00,pass_att,0,,,,,
player,201611240det,min,PattCo00,pass_yds,0,,,,,
player,201611240det,min,PattCo00,pass_td,0,,,,,
player,201611240det,min,PattCo00,pass_int,0,,,,,
player,201611240det,min,PattCo00,pass_sacked,0,,,,,
player,201611240det,min,PattCo00,pass_sacked_yds,0,,,,,
player,201611240det,min,PattCo00,pass_long,0,,,,,
player,201611240det,min,PattCo00,pass_rating,,,,,,
player,201611240det,min,PattCo00,rush_att,1,,,,,
player,201611240det,min,PattCo00,rush_yds,22,,,,,
player,201611240det,min,PattCo00,rush_td,0,,,,,
player,201611240det,min,PattCo00,rush_long,22,,,,,
player,201611240det,min,PattCo00,targets,5,,,,,
player,201611240det,min,PattCo00,rec,5,,,,,
player,201611240det,min,PattCo00,rec_yds,15,,,,,
player,201611240det,min,PattCo00,rec_td,0,,,,,
player,201611240det,min,PattCo00,rec_long,10,,,,,
player,201611240det,min,PattCo00,fumbles,0,,,,,
player,201611240det,min,PattCo00,fumbles_lost,0,,,,,
player,201611240det,min,LineZa01,pass_cmp,0,,,,,
player,201611240det,min,LineZa01,pass_att,0,,,,,
player,201611240det,min,LineZa01,pass_yds,0,,,,,
player,201611240det,min,LineZa01,pass_td,0,,,,,
player,201611240det,min,LineZa01,pass_int,0,,,,,
player,201611240det,min,LineZa01,pass_sacked,0,,,,,
player,201611240det,min,LineZa01,pass_sacked_yds,0,,,,,
player,201611240det,min,LineZa01,pass_long,0,,,,,
player,201611240det,min,LineZa01,pass_rating,,,,,,
player,201611240det,min,LineZa01,rush_att,1,,,,,
player,201611240det,min,LineZa01,rush_yds,2,,,,,
player,201611240det,min,LineZa01,rush_td,0,,,,,
player,201611240det,min,LineZa01,rush_long,2,,,,,
player,201611240det,min,LineZa01,targets,0,,,,,
player,201611240det,min,LineZa01,rec,0,,,,,
player,201611240det,min,LineZa01,rec_yds,0,,,,,
player,201611240det,min,LineZa01,rec_td,0,,,,,
player,201611240det,min,LineZa01,rec_long,0,,,,,
player,201611240det,min,LineZa01,fumbles,0,,,,,
player,201611240det,min,LineZa01,fumbles_lost,0,,,,,
player,201611240det,min,RudoKy00,pass_cmp,0,,,,,
player,201611240det,min,RudoKy00,pass_att,0,,,,,
player,201611240det,min,RudoKy00,pass_yds,0,,,,,
player,201611240det,min,RudoKy00,pass_td,0,,,,,
player,201611240det,min,RudoKy00,pass_int,0,,,,,
player,201611240det,min,RudoKy00,pass_sacked,0,,,,,
player,201611240det,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201611240det,min,RudoKy00,pass_long,0,,,,,
player,201611240det,min,RudoKy00,pass_rating,,,,,,
player,201611240det,min,RudoKy00,rush_att,0,,,,,
player,201611240det,min,RudoKy00,rush_yds,0,,,,,
player,201611240det,min,RudoKy00,rush_td,0,,,,,
player,201611240det,min,RudoKy00,rush_long,0,,,,,
player,201611240det,min,RudoKy00,targets,10,,,,,
player,201611240det,min,RudoKy00,rec,9,,,,,
player,201611240det,min,RudoKy00,rec_yds,64,,,,,
player,201611240det,min,RudoKy00,rec_td,0,,,,,
player,201611240det,min,RudoKy00,rec_long,18,,,,,
player,201611240det,min,RudoKy00,fumbles,0,,,,,
player,201611240det,min,RudoKy00,fumbles_lost,0,,,,,
player,201611240det,min,ThieAd00,pass_cmp,0,,,,,
player,201611240det,min,ThieAd00,pass_att,0,,,,,
player,201611240det,min,ThieAd00,pass_yds,0,,,,,
player,201611240det,min,ThieAd00,pass_td,0,,,,,
player,201611240det,min,ThieAd00,pass_int,0,,,,,
player,201611240det,min,ThieAd00,pass_sacked,0,,,,,
player,201611240det,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201611240det,min,ThieAd00,pass_long,0,,,,,
player,201611240det,min,ThieAd00,pass_rating,,,,,,
player,201611240det,min,ThieAd00,rush_att,0,,,,,
player,201611240det,min,ThieAd00,rush_yds,0,,,,,
player,201611240det,min,ThieAd00,rush_td,0,,,,,
