game,2016,15,20161218,201612180min,clt,"Indianapolis Colts",34,min,"Minnesota Vikings",6
player,201612180min,clt,WaldEr99,fumbles_rec_td,0,,,,,
player,201612180min,clt,WaldEr99,fumbles_forced,0,,,,,
player,201612180min,clt,KerrZa00,def_int,0,,,,,
player,201612180min,clt,KerrZa00,def_int_yds,0,,,,,
player,201612180min,clt,KerrZa00,def_int_td,0,,,,,
player,201612180min,clt,KerrZa00,def_int_long,0,,,,,
player,201612180min,clt,KerrZa00,pass_defended,0,,,,,
player,201612180min,clt,KerrZa00,sacks,1.0,,,,,
player,201612180min,clt,KerrZa00,tackles_combined,2,,,,,
player,201612180min,clt,KerrZa00,tackles_solo,1,,,,,
player,201612180min,clt,KerrZa00,tackles_assists,1,,,,,
player,201612180min,clt,KerrZa00,tackles_loss,1,,,,,
player,201612180min,clt,KerrZa00,qb_hits,1,,,,,
player,201612180min,clt,KerrZa00,fumbles_rec,0,,,,,
player,201612180min,clt,KerrZa00,fumbles_rec_yds,0,,,,,
player,201612180min,clt,KerrZa00,fumbles_rec_td,0,,,,,
player,201612180min,clt,KerrZa00,fumbles_forced,0,,,,,
player,201612180min,clt,MathRo20,def_int,0,,,,,
player,201612180min,clt,MathRo20,def_int_yds,0,,,,,
player,201612180min,clt,MathRo20,def_int_td,0,,,,,
player,201612180min,clt,MathRo20,def_int_long,0,,,,,
player,201612180min,clt,MathRo20,pass_defended,0,,,,,
player,201612180min,clt,MathRo20,sacks,1.0,,,,,
player,201612180min,clt,MathRo20,tackles_combined,1,,,,,
player,201612180min,clt,MathRo20,tackles_solo,1,,,,,
player,201612180min,clt,MathRo20,tackles_assists,0,,,,,
player,201612180min,clt,MathRo20,tackles_loss,0,,,,,
player,201612180min,clt,MathRo20,qb_hits,1,,,,,
player,201612180min,clt,MathRo20,fumbles_rec,0,,,,,
player,201612180min,clt,MathRo20,fumbles_rec_yds,0,,,,,
player,201612180min,clt,MathRo20,fumbles_rec_td,0,,,,,
player,201612180min,clt,MathRo20,fumbles_forced,1,,,,,
player,201612180min,clt,McGiT.00,def_int,0,,,,,
player,201612180min,clt,McGiT.00,def_int_yds,0,,,,,
player,201612180min,clt,McGiT.00,def_int_td,0,,,,,
player,201612180min,clt,McGiT.00,def_int_long,0,,,,,
player,201612180min,clt,McGiT.00,pass_defended,0,,,,,
player,201612180min,clt,McGiT.00,sacks,1.0,,,,,
player,201612180min,clt,McGiT.00,tackles_combined,1,,,,,
player,201612180min,clt,McGiT.00,tackles_solo,1,,,,,
player,201612180min,clt,McGiT.00,tackles_assists,0,,,,,
player,201612180min,clt,McGiT.00,tackles_loss,1,,,,,
player,201612180min,clt,McGiT.00,qb_hits,2,,,,,
player,201612180min,clt,McGiT.00,fumbles_rec,0,,,,,
player,201612180min,clt,McGiT.00,fumbles_rec_yds,0,,,,,
player,201612180min,clt,McGiT.00,fumbles_rec_td,0,,,,,
player,201612180min,clt,McGiT.00,fumbles_forced,0,,,,,
player,201612180min,clt,GreeT.00,def_int,0,,,,,
player,201612180min,clt,GreeT.00,def_int_yds,0,,,,,
player,201612180min,clt,GreeT.00,def_int_td,0,,,,,
player,201612180min,clt,GreeT.00,def_int_long,0,,,,,
player,201612180min,clt,GreeT.00,pass_defended,0,,,,,
player,201612180min,clt,GreeT.00,sacks,0.0,,,,,
player,201612180min,clt,GreeT.00,tackles_combined,7,,,,,
player,201612180min,clt,GreeT.00,tackles_solo,4,,,,,
player,201612180min,clt,GreeT.00,tackles_assists,3,,,,,
player,201612180min,clt,GreeT.00,tackles_loss,0,,,,,
player,201612180min,clt,GreeT.00,qb_hits,0,,,,,
player,201612180min,clt,GreeT.00,fumbles_rec,0,,,,,
player,201612180min,clt,GreeT.00,fumbles_rec_yds,0,,,,,
player,201612180min,clt,GreeT.00,fumbles_rec_td,0,,,,,
player,201612180min,clt,GreeT.00,fumbles_forced,0,,,,,
player,201612180min,clt,JackEd00,def_int,0,,,,,
player,201612180min,clt,JackEd00,def_int_yds,0,,,,,
player,201612180min,clt,JackEd00,def_int_td,0,,,,,
player,201612180min,clt,JackEd00,def_int_long,0,,,,,
player,201612180min,clt,JackEd00,pass_defended,0,,,,,
player,201612180min,clt,JackEd00,sacks,0.0,,,,,
player,201612180min,clt,JackEd00,tackles_combined,7,,,,,
player,201612180min,clt,JackEd00,tackles_solo,6,,,,,
player,201612180min,clt,JackEd00,tackles_assists,1,,,,,
player,201612180min,clt,JackEd00,tackles_loss,0,,,,,
player,201612180min,clt,JackEd00,qb_hits,0,,,,,
player,201612180min,clt,JackEd00,fumbles_rec,0,,,,,
player,201612180min,clt,JackEd00,fumbles_rec_yds,0,,,,,
player,201612180min,clt,JackEd00,fumbles_rec_td,0,,,,,
player,201612180min,clt,JackEd00,fumbles_forced,0,,,,,
player,201612180min,clt,MorrDa01,def_int,0,,,,,
player,201612180min,clt,MorrDa01,def_int_yds,0,,,,,
player,201612180min,clt,MorrDa01,def_int_td,0,,,,,
player,201612180min,clt,MorrDa01,def_int_long,0,,,,,
player,201612180min,clt,MorrDa01,pass_defended,1,,,,,
player,201612180min,clt,MorrDa01,sacks,0.0,,,,,
player,201612180min,clt,MorrDa01,tackles_combined,6,,,,,
player,201612180min,clt,MorrDa01,tackles_solo,4,,,,,
player,201612180min,clt,MorrDa01,tackles_assists,2,,,,,
player,201612180min,clt,MorrDa01,tackles_loss,0,,,,,
player,201612180min,clt,MorrDa01,qb_hits,0,,,,,
player,201612180min,clt,MorrDa01,fumbles_rec,0,,,,,
player,201612180min,clt,MorrDa01,fumbles_rec_yds,0,,,,,
player,201612180min,clt,MorrDa01,fumbles_rec_td,0,,,,,
player,201612180min,clt,MorrDa01,fumbles_forced,0,,,,,
player,201612180min,clt,MelvRa00,def_int,0,,,,,
player,201612180min,clt,MelvRa00,def_int_yds,0,,,,,
player,201612180min,clt,MelvRa00,def_int_td,0,,,,,
player,201612180min,clt,MelvRa00,def_int_long,0,,,,,
player,201612180min,clt,MelvRa00,pass_defended,0,,,,,
player,201612180min,clt,MelvRa00,sacks,0.0,,,,,
player,201612180min,clt,MelvRa00,tackles_combined,4,,,,,
player,201612180min,clt,MelvRa00,tackles_solo,4,,,,,
player,201612180min,clt,MelvRa00,tackles_assists,0,,,,,
player,201612180min,clt,MelvRa00,tackles_loss,0,,,,,
player,201612180min,clt,MelvRa00,qb_hits,0,,,,,
player,201612180min,clt,MelvRa00,fumbles_rec,0,,,,,
player,201612180min,clt,MelvRa00,fumbles_rec_yds,0,,,,,
player,201612180min,clt,MelvRa00,fumbles_rec_td,0,,,,,
player,201612180min,clt,MelvRa00,fumbles_forced,0,,,,,
player,201612180min,clt,MiltCh00,def_int,0,,,,,
player,201612180min,clt,MiltCh00,def_int_yds,0,,,,,
player,201612180min,clt,MiltCh00,def_int_td,0,,,,,
player,201612180min,clt,MiltCh00,def_int_long,0,,,,,
player,201612180min,clt,MiltCh00,pass_defended,1,,,,,
player,201612180min,clt,MiltCh00,sacks,0.0,,,,,
player,201612180min,clt,MiltCh00,tackles_combined,4,,,,,
player,201612180min,clt,MiltCh00,tackles_solo,3,,,,,
player,201612180min,clt,MiltCh00,tackles_assists,1,,,,,
player,201612180min,clt,MiltCh00,tackles_loss,0,,,,,
player,201612180min,clt,MiltCh00,qb_hits,0,,,,,
player,201612180min,clt,MiltCh00,fumbles_rec,0,,,,,
player,201612180min,clt,MiltCh00,fumbles_rec_yds,0,,,,,
player,201612180min,clt,MiltCh00,fumbles_rec_td,0,,,,,
player,201612180min,clt,MiltCh00,fumbles_forced,0,,,,,
player,201612180min,clt,MorrAn01,def_int,0,,,,,
player,201612180min,clt,MorrAn01,def_int_yds,0,,,,,
player,201612180min,clt,MorrAn01,def_int_td,0,,,,,
player,201612180min,clt,MorrAn01,def_int_long,0,,,,,
player,201612180min,clt,MorrAn01,pass_defended,0,,,,,
player,201612180min,clt,MorrAn01,sacks,0.0,,,,,
player,201612180min,clt,MorrAn01,tackles_combined,4,,,,,
player,201612180min,clt,MorrAn01,tackles_solo,4,,,,,
player,201612180min,clt,MorrAn01,tackles_assists,0,,,,,
player,201612180min,clt,MorrAn01,tackles_loss,0,,,,,
player,201612180min,clt,MorrAn01,qb_hits,0,,,,,
player,201612180min,clt,MorrAn01,fumbles_rec,0,,,,,
player,201612180min,clt,MorrAn01,fumbles_rec_yds,0,,,,,
player,201612180min,clt,MorrAn01,fumbles_rec_td,0,,,,,
player,201612180min,clt,MorrAn01,fumbles_forced,0,,,,,
player,201612180min,clt,AyerAk00,def_int,0,,,,,
player,201612180min,clt,AyerAk00,def_int_yds,0,,,,,
player,201612180min,clt,AyerAk00,def_int_td,0,,,,,
player,201612180min,clt,AyerAk00,def_int_long,0,,,,,
player,201612180min,clt,AyerAk00,pass_defended,0,,,,,
player,201612180min,clt,AyerAk00,sacks,0.0,,,,,
player,201612180min,clt,AyerAk00,tackles_combined,3,,,,,
player,201612180min,clt,AyerAk00,tackles_solo,3,,,,,
player,201612180min,clt,AyerAk00,tackles_assists,0,,,,,
player,201612180min,clt,AyerAk00,tackles_loss,0,,,,,
player,201612180min,clt,AyerAk00,qb_hits,1,,,,,
player,201612180min,clt,AyerAk00,fumbles_rec,0,,,,,
player,201612180min,clt,AyerAk00,fumbles_rec_yds,0,,,,,
player,201612180min,clt,AyerAk00,fumbles_rec_td,0,,,,,
player,201612180min,clt,AyerAk00,fumbles_forced,0,,,,,
player,201612180min,clt,ButlDa99,def_int,0,,,,,
player,201612180min,clt,ButlDa99,def_int_yds,0,,,,,
player,201612180min,clt,ButlDa99,def_int_td,0,,,,,
player,201612180min,clt,ButlDa99,def_int_long,0,,,,,
player,201612180min,clt,ButlDa99,pass_defended,0,,,,,
player,201612180min,clt,ButlDa99,sacks,0.0,,,,,
player,201612180min,clt,ButlDa99,tackles_combined,1,,,,,
player,201612180min,clt,ButlDa99,tackles_solo,1,,,,,
player,201612180min,clt,ButlDa99,tackles_assists,0,,,,,
player,201612180min,clt,ButlDa99,tackles_loss,0,,,,,
player,201612180min,clt,ButlDa99,qb_hits,0,,,,,
player,201612180min,clt,ButlDa99,fumbles_rec,0,,,,,
player,201612180min,clt,ButlDa99,fumbles_rec_yds,0,,,,,
player,201612180min,clt,ButlDa99,fumbles_rec_td,0,,,,,
player,201612180min,clt,ButlDa99,fumbles_forced,0,,,,,
player,201612180min,clt,ColeTr20,def_int,0,,,,,
player,201612180min,clt,ColeTr20,def_int_yds,0,,,,,
player,201612180min,clt,ColeTr20,def_int_td,0,,,,,
player,201612180min,clt,ColeTr20,def_int_long,0,,,,,
player,201612180min,clt,ColeTr20,pass_defended,0,,,,,
player,201612180min,clt,ColeTr20,sacks,0.0,,,,,
player,201612180min,clt,ColeTr20,tackles_combined,1,,,,,
player,201612180min,clt,ColeTr20,tackles_solo,1,,,,,
player,201612180min,clt,ColeTr20,tackles_assists,0,,,,,
player,201612180min,clt,ColeTr20,tackles_loss,0,,,,,
player,201612180min,clt,ColeTr20,qb_hits,0,,,,,
player,201612180min,clt,ColeTr20,fumbles_rec,0,,,,,
player,201612180min,clt,ColeTr20,fumbles_rec_yds,0,,,,,
player,201612180min,clt,ColeTr20,fumbles_rec_td,0,,,,,
player,201612180min,clt,ColeTr20,fumbles_forced,0,,,,,
player,201612180min,clt,DaviVo99,def_int,0,,,,,
player,201612180min,clt,DaviVo99,def_int_yds,0,,,,,
player,201612180min,clt,DaviVo99,def_int_td,0,,,,,
player,201612180min,clt,DaviVo99,def_int_long,0,,,,,
player,201612180min,clt,DaviVo99,pass_defended,0,,,,,
player,201612180min,clt,DaviVo99,sacks,0.0,,,,,
player,201612180min,clt,DaviVo99,tackles_combined,1,,,,,
player,201612180min,clt,DaviVo99,tackles_solo,1,,,,,
player,201612180min,clt,DaviVo99,tackles_assists,0,,,,,
player,201612180min,clt,DaviVo99,tackles_loss,0,,,,,
player,201612180min,clt,DaviVo99,qb_hits,0,,,,,
player,201612180min,clt,DaviVo99,fumbles_rec,0,,,,,
player,201612180min,clt,DaviVo99,fumbles_rec_yds,0,,,,,
player,201612180min,clt,DaviVo99,fumbles_rec_td,0,,,,,
player,201612180min,clt,DaviVo99,fumbles_forced,0,,,,,
player,201612180min,clt,FarlMa00,def_int,0,,,,,
player,201612180min,clt,FarlMa00,def_int_yds,0,,,,,
player,201612180min,clt,FarlMa00,def_int_td,0,,,,,
player,201612180min,clt,FarlMa00,def_int_long,0,,,,,
player,201612180min,clt,FarlMa00,pass_defended,0,,,,,
player,201612180min,clt,FarlMa00,sacks,0.0,,,,,
player,201612180min,clt,FarlMa00,tackles_combined,1,,,,,
player,201612180min,clt,FarlMa00,tackles_solo,1,,,,,
player,201612180min,clt,FarlMa00,tackles_assists,0,,,,,
player,201612180min,clt,FarlMa00,tackles_loss,0,,,,,
player,201612180min,clt,FarlMa00,qb_hits,0,,,,,
player,201612180min,clt,FarlMa00,fumbles_rec,0,,,,,
player,201612180min,clt,FarlMa00,fumbles_rec_yds,0,,,,,
player,201612180min,clt,FarlMa00,fumbles_rec_td,0,,,,,
player,201612180min,clt,FarlMa00,fumbles_forced,0,,,,,
player,201612180min,clt,KingDe00,def_int,0,,,,,
player,201612180min,clt,KingDe00,def_int_yds,0,,,,,
player,201612180min,clt,KingDe00,def_int_td,0,,,,,
player,201612180min,clt,KingDe00,def_int_long,0,,,,,
player,201612180min,clt,KingDe00,pass_defended,0,,,,,
player,201612180min,clt,KingDe00,sacks,0.0,,,,,
player,201612180min,clt,KingDe00,tackles_combined,1,,,,,
player,201612180min,clt,KingDe00,tackles_solo,1,,,,,
player,201612180min,clt,KingDe00,tackles_assists,0,,,,,
player,201612180min,clt,KingDe00,tackles_loss,0,,,,,
player,201612180min,clt,KingDe00,qb_hits,0,,,,,
player,201612180min,clt,KingDe00,fumbles_rec,0,,,,,
player,201612180min,clt,KingDe00,fumbles_rec_yds,0,,,,,
player,201612180min,clt,KingDe00,fumbles_rec_td,0,,,,,
player,201612180min,clt,KingDe00,fumbles_forced,0,,,,,
player,201612180min,clt,TodmJo00,def_int,0,,,,,
player,201612180min,clt,TodmJo00,def_int_yds,,,,,,
player,201612180min,clt,TodmJo00,def_int_td,0,,,,,
player,201612180min,clt,TodmJo00,def_int_long,0,,,,,
player,201612180min,clt,TodmJo00,pass_defended,0,,,,,
player,201612180min,clt,TodmJo00,sacks,0.0,,,,,
player,201612180min,clt,TodmJo00,tackles_combined,1,,,,,
player,201612180min,clt,TodmJo00,tackles_solo,1,,,,,
player,201612180min,clt,TodmJo00,tackles_assists,0,,,,,
player,201612180min,clt,TodmJo00,tackles_loss,0,,,,,
player,201612180min,clt,TodmJo00,qb_hits,0,,,,,
player,201612180min,clt,TodmJo00,fumbles_rec,0,,,,,
player,201612180min,clt,TodmJo00,fumbles_rec_yds,0,,,,,
player,201612180min,clt,TodmJo00,fumbles_rec_td,0,,,,,
player,201612180min,clt,TodmJo00,fumbles_forced,0,,,,,
player,201612180min,clt,AndeHe00,def_int,0,,,,,
player,201612180min,clt,AndeHe00,def_int_yds,0,,,,,
player,201612180min,clt,AndeHe00,def_int_td,0,,,,,
player,201612180min,clt,AndeHe00,def_int_long,0,,,,,
player,201612180min,clt,AndeHe00,pass_defended,0,,,,,
player,201612180min,clt,AndeHe00,sacks,0.0,,,,,
player,201612180min,clt,AndeHe00,tackles_combined,0,,,,,
player,201612180min,clt,AndeHe00,tackles_solo,0,,,,,
player,201612180min,clt,AndeHe00,tackles_assists,0,,,,,
player,201612180min,clt,AndeHe00,tackles_loss,0,,,,,
player,201612180min,clt,AndeHe00,qb_hits,0,,,,,
player,201612180min,clt,AndeHe00,fumbles_rec,1,,,,,
player,201612180min,clt,AndeHe00,fumbles_rec_yds,0,,,,,
player,201612180min,clt,AndeHe00,fumbles_rec_td,0,,,,,
player,201612180min,clt,AndeHe00,fumbles_forced,0,,,,,
player,201612180min,min,HarrAn01,def_int,0,,,,,
player,201612180min,min,HarrAn01,def_int_yds,0,,,,,
player,201612180min,min,HarrAn01,def_int_td,0,,,,,
player,201612180min,min,HarrAn01,def_int_long,0,,,,,
player,201612180min,min,HarrAn01,pass_defended,1,,,,,
player,201612180min,min,HarrAn01,sacks,0.0,,,,,
player,201612180min,min,HarrAn01,tackles_combined,15,,,,,
player,201612180min,min,HarrAn01,tackles_solo,9,,,,,
player,201612180min,min,HarrAn01,tackles_assists,6,,,,,
player,201612180min,min,HarrAn01,tackles_loss,0,,,,,
player,201612180min,min,HarrAn01,qb_hits,0,,,,,
player,201612180min,min,HarrAn01,fumbles_rec,0,,,,,
player,201612180min,min,HarrAn01,fumbles_rec_yds,0,,,,,
player,201612180min,min,HarrAn01,fumbles_rec_td,0,,,,,
player,201612180min,min,HarrAn01,fumbles_forced,0,,,,,
player,201612180min,min,JoseLi99,def_int,0,,,,,
player,201612180min,min,JoseLi99,def_int_yds,0,,,,,
player,201612180min,min,JoseLi99,def_int_td,0,,,,,
player,201612180min,min,JoseLi99,def_int_long,0,,,,,
player,201612180min,min,JoseLi99,pass_defended,0,,,,,
player,201612180min,min,JoseLi99,sacks,0.0,,,,,
player,201612180min,min,JoseLi99,tackles_combined,13,,,,,
player,201612180min,min,JoseLi99,tackles_solo,7,,,,,
player,201612180min,min,JoseLi99,tackles_assists,6,,,,,
player,201612180min,min,JoseLi99,tackles_loss,0,,,,,
player,201612180min,min,JoseLi99,qb_hits,1,,,,,
player,201612180min,min,JoseLi99,fumbles_rec,0,,,,,
player,201612180min,min,JoseLi99,fumbles_rec_yds,0,,,,,
player,201612180min,min,JoseLi99,fumbles_rec_td,0,,,,,
player,201612180min,min,JoseLi99,fumbles_forced,0,,,,,
player,201612180min,min,KendEr00,def_int,0,,,,,
player,201612180min,min,KendEr00,def_int_yds,0,,,,,
player,201612180min,min,KendEr00,def_int_td,0,,,,,
player,201612180min,min,KendEr00,def_int_long,0,,,,,
player,201612180min,min,KendEr00,pass_defended,0,,,,,
player,201612180min,min,KendEr00,sacks,0.0,,,,,
player,201612180min,min,KendEr00,tackles_combined,9,,,,,
player,201612180min,min,KendEr00,tackles_solo,5,,,,,
player,201612180min,min,KendEr00,tackles_assists,4,,,,,
player,201612180min,min,KendEr00,tackles_loss,0,,,,,
player,201612180min,min,KendEr00,qb_hits,0,,,,,
player,201612180min,min,KendEr00,fumbles_rec,0,,,,,
player,201612180min,min,KendEr00,fumbles_rec_yds,0,,,,,
player,201612180min,min,KendEr00,fumbles_rec_td,0,,,,,
player,201612180min,min,KendEr00,fumbles_forced,0,,,,,
player,201612180min,min,SendAn00,def_int,0,,,,,
player,201612180min,min,SendAn00,def_int_yds,0,,,,,
player,201612180min,min,SendAn00,def_int_td,0,,,,,
player,201612180min,min,SendAn00,def_int_long,0,,,,,
player,201612180min,min,SendAn00,pass_defended,0,,,,,
player,201612180min,min,SendAn00,sacks,0.0,,,,,
player,201612180min,min,SendAn00,tackles_combined,7,,,,,
player,201612180min,min,SendAn00,tackles_solo,6,,,,,
player,201612180min,min,SendAn00,tackles_assists,1,,,,,
player,201612180min,min,SendAn00,tackles_loss,0,,,,,
player,201612180min,min,SendAn00,qb_hits,0,,,,,
player,201612180min,min,SendAn00,fumbles_rec,0,,,,,
player,201612180min,min,SendAn00,fumbles_rec_yds,0,,,,,
player,201612180min,min,SendAn00,fumbles_rec_td,0,,,,,
player,201612180min,min,SendAn00,fumbles_forced,0,,,,,
player,201612180min,min,RhodXa00,def_int,0,,,,,
player,201612180min,min,RhodXa00,def_int_yds,0,,,,,
player,201612180min,min,RhodXa00,def_int_td,0,,,,,
player,201612180min,min,RhodXa00,def_int_long,0,,,,,
player,201612180min,min,RhodXa00,pass_defended,0,,,,,
player,201612180min,min,RhodXa00,sacks,0.0,,,,,
player,201612180min,min,RhodXa00,tackles_combined,6,,,,,
player,201612180min,min,RhodXa00,tackles_solo,6,,,,,
player,201612180min,min,RhodXa00,tackles_assists,0,,,,,
player,201612180min,min,RhodXa00,tackles_loss,0,,,,,
player,201612180min,min,RhodXa00,qb_hits,0,,,,,
player,201612180min,min,RhodXa00,fumbles_rec,0,,,,,
player,201612180min,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201612180min,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201612180min,min,RhodXa00,fumbles_forced,0,,,,,
player,201612180min,min,GreeCh99,def_int,0,,,,,
player,201612180min,min,GreeCh99,def_int_yds,0,,,,,
player,201612180min,min,GreeCh99,def_int_td,0,,,,,
player,201612180min,min,GreeCh99,def_int_long,0,,,,,
player,201612180min,min,GreeCh99,pass_defended,0,,,,,
player,201612180min,min,GreeCh99,sacks,0.0,,,,,
player,201612180min,min,GreeCh99,tackles_combined,4,,,,,
player,201612180min,min,GreeCh99,tackles_solo,3,,,,,
player,201612180min,min,GreeCh99,tackles_assists,1,,,,,
player,201612180min,min,GreeCh99,tackles_loss,0,,,,,
player,201612180min,min,GreeCh99,qb_hits,0,,,,,
player,201612180min,min,GreeCh99,fumbles_rec,0,,,,,
player,201612180min,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201612180min,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201612180min,min,GreeCh99,fumbles_forced,0,,,,,
player,201612180min,min,StepSh00,def_int,0,,,,,
player,201612180min,min,StepSh00,def_int_yds,0,,,,,
player,201612180min,min,StepSh00,def_int_td,0,,,,,
player,201612180min,min,StepSh00,def_int_long,0,,,,,
player,201612180min,min,StepSh00,pass_defended,0,,,,,
player,201612180min,min,StepSh00,sacks,0.0,,,,,
player,201612180min,min,StepSh00,tackles_combined,4,,,,,
player,201612180min,min,StepSh00,tackles_solo,2,,,,,
player,201612180min,min,StepSh00,tackles_assists,2,,,,,
player,201612180min,min,StepSh00,tackles_loss,0,,,,,
player,201612180min,min,StepSh00,qb_hits,0,,,,,
player,201612180min,min,StepSh00,fumbles_rec,0,,,,,
player,201612180min,min,StepSh00,fumbles_rec_yds,0,,,,,
player,201612180min,min,StepSh00,fumbles_rec_td,0,,,,,
player,201612180min,min,StepSh00,fumbles_forced,0,,,,,
player,201612180min,min,NewmTe20,def_int,0,,,,,
player,201612180min,min,NewmTe20,def_int_yds,0,,,,,
player,201612180min,min,NewmTe20,def_int_td,0,,,,,
player,201612180min,min,NewmTe20,def_int_long,0,,,,,
player,201612180min,min,NewmTe20,pass_defended,1,,,,,
player,201612180min,min,NewmTe20,sacks,0.0,,,,,
player,201612180min,min,NewmTe20,tackles_combined,3,,,,,
player,201612180min,min,NewmTe20,tackles_solo,2,,,,,
player,201612180min,min,NewmTe20,tackles_assists,1,,,,,
player,201612180min,min,NewmTe20,tackles_loss,0,,,,,
player,201612180min,min,NewmTe20,qb_hits,0,,,,,
player,201612180min,min,NewmTe20,fumbles_rec,0,,,,,
player,201612180min,min,NewmTe20,fumbles_rec_yds,0,,,,,
player,201612180min,min,NewmTe20,fumbles_rec_td,0,,,,,
player,201612180min,min,NewmTe20,fumbles_forced,0,,,,,
player,201612180min,min,LamuEm00,def_int,0,,,,,
player,201612180min,min,LamuEm00,def_int_yds,0,,,,,
player,201612180min,min,LamuEm00,def_int_td,0,,,,,
player,201612180min,min,LamuEm00,def_int_long,0,,,,,
player,201612180min,min,LamuEm00,pass_defended,0,,,,,
player,201612180min,min,LamuEm00,sacks,0.0,,,,,
player,201612180min,min,LamuEm00,tackles_combined,2,,,,,
player,201612180min,min,LamuEm00,tackles_solo,1,,,,,
player,201612180min,min,LamuEm00,tackles_assists,1,,,,,
player,201612180min,min,LamuEm00,tackles_loss,0,,,,,
player,201612180min,min,LamuEm00,qb_hits,0,,,,,
player,201612180min,min,LamuEm00,fumbles_rec,0,,,,,
player,201612180min,min,LamuEm00,fumbles_rec_yds,0,,,,,
player,201612180min,min,LamuEm00,fumbles_rec_td,0,,,,,
player,201612180min,min,LamuEm00,fumbles_forced,0,,,,,
player,201612180min,min,MunnCa99,def_int,0,,,,,
player,201612180min,min,MunnCa99,def_int_yds,0,,,,,
player,201612180min,min,MunnCa99,def_int_td,0,,,,,
player,201612180min,min,MunnCa99,def_int_long,0,,,,,
player,201612180min,min,MunnCa99,pass_defended,1,,,,,
player,201612180min,min,MunnCa99,sacks,0.0,,,,,
player,201612180min,min,MunnCa99,tackles_combined,2,,,,,
player,201612180min,min,MunnCa99,tackles_solo,1,,,,,
player,201612180min,min,MunnCa99,tackles_assists,1,,,,,
player,201612180min,min,MunnCa99,tackles_loss,0,,,,,
player,201612180min,min,MunnCa99,qb_hits,0,,,,,
player,201612180min,min,MunnCa99,fumbles_rec,0,,,,,
player,201612180min,min,MunnCa99,fumbles_rec_yds,0,,,,,
player,201612180min,min,MunnCa99,fumbles_rec_td,0,,,,,
player,201612180min,min,MunnCa99,fumbles_forced,0,,,,,
player,201612180min,min,BarrAn00,def_int,0,,,,,
player,201612180min,min,BarrAn00,def_int_yds,0,,,,,
player,201612180min,min,BarrAn00,def_int_td,0,,,,,
player,201612180min,min,BarrAn00,def_int_long,0,,,,,
player,201612180min,min,BarrAn00,pass_defended,0,,,,,
player,201612180min,min,BarrAn00,sacks,0.0,,,,,
player,201612180min,min,BarrAn00,tackles_combined,1,,,,,
player,201612180min,min,BarrAn00,tackles_solo,0,,,,,
player,201612180min,min,BarrAn00,tackles_assists,1,,,,,
player,201612180min,min,BarrAn00,tackles_loss,0,,,,,
player,201612180min,min,BarrAn00,qb_hits,0,,,,,
player,201612180min,min,BarrAn00,fumbles_rec,0,,,,,
player,201612180min,min,BarrAn00,fumbles_rec_yds,0,,,,,
player,201612180min,min,BarrAn00,fumbles_rec_td,0,,,,,
player,201612180min,min,BarrAn00,fumbles_forced,0,,,,,
player,201612180min,min,BrotKe00,def_int,0,,,,,
player,201612180min,min,BrotKe00,def_int_yds,0,,,,,
player,201612180min,min,BrotKe00,def_int_td,0,,,,,
player,201612180min,min,BrotKe00,def_int_long,0,,,,,
player,201612180min,min,BrotKe00,pass_defended,0,,,,,
player,201612180min,min,BrotKe00,sacks,0.0,,,,,
player,201612180min,min,BrotKe00,tackles_combined,1,,,,,
player,201612180min,min,BrotKe00,tackles_solo,1,,,,,
player,201612180min,min,BrotKe00,tackles_assists,0,,,,,
player,201612180min,min,BrotKe00,tackles_loss,0,,,,,
player,201612180min,min,BrotKe00,qb_hits,0,,,,,
player,201612180min,min,BrotKe00,fumbles_rec,0,,,,,
player,201612180min,min,BrotKe00,fumbles_rec_yds,0,,,,,
player,201612180min,min,BrotKe00,fumbles_rec_td,0,,,,,
player,201612180min,min,BrotKe00,fumbles_forced,0,,,,,
player,201612180min,min,GrifEv99,def_int,0,,,,,
player,201612180min,min,GrifEv99,def_int_yds,0,,,,,
player,201612180min,min,GrifEv99,def_int_td,0,,,,,
player,201612180min,min,GrifEv99,def_int_long,0,,,,,
player,201612180min,min,GrifEv99,pass_defended,0,,,,,
player,201612180min,min,GrifEv99,sacks,0.0,,,,,
player,201612180min,min,GrifEv99,tackles_combined,1,,,,,
player,201612180min,min,GrifEv99,tackles_solo,0,,,,,
player,201612180min,min,GrifEv99,tackles_assists,1,,,,,
player,201612180min,min,GrifEv99,tackles_loss,0,,,,,
player,201612180min,min,GrifEv99,qb_hits,0,,,,,
player,201612180min,min,GrifEv99,fumbles_rec,0,,,,,
player,201612180min,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201612180min,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201612180min,min,GrifEv99,fumbles_forced,0,,,,,
player,201612180min,min,HuntDa01,def_int,0,,,,,
player,201612180min,min,HuntDa01,def_int_yds,0,,,,,
player,201612180min,min,HuntDa01,def_int_td,0,,,,,
player,201612180min,min,HuntDa01,def_int_long,0,,,,,
player,201612180min,min,HuntDa01,pass_defended,0,,,,,
player,201612180min,min,HuntDa01,sacks,0.0,,,,,
