game,2016,15,20161218,201612180min,clt,"Indianapolis Colts",34,min,"Minnesota Vikings",6
player,201612180min,min,HuntDa01,tackles_combined,1,,,,,
player,201612180min,min,HuntDa01,tackles_solo,1,,,,,
player,201612180min,min,HuntDa01,tackles_assists,0,,,,,
player,201612180min,min,HuntDa01,tackles_loss,0,,,,,
player,201612180min,min,HuntDa01,qb_hits,0,,,,,
player,201612180min,min,HuntDa01,fumbles_rec,0,,,,,
player,201612180min,min,HuntDa01,fumbles_rec_yds,0,,,,,
player,201612180min,min,HuntDa01,fumbles_rec_td,0,,,,,
player,201612180min,min,HuntDa01,fumbles_forced,0,,,,,
player,201612180min,min,JohnTo01,def_int,0,,,,,
player,201612180min,min,JohnTo01,def_int_yds,0,,,,,
player,201612180min,min,JohnTo01,def_int_td,0,,,,,
player,201612180min,min,JohnTo01,def_int_long,0,,,,,
player,201612180min,min,JohnTo01,pass_defended,0,,,,,
player,201612180min,min,JohnTo01,sacks,0.0,,,,,
player,201612180min,min,JohnTo01,tackles_combined,1,,,,,
player,201612180min,min,JohnTo01,tackles_solo,1,,,,,
player,201612180min,min,JohnTo01,tackles_assists,0,,,,,
player,201612180min,min,JohnTo01,tackles_loss,0,,,,,
player,201612180min,min,JohnTo01,qb_hits,1,,,,,
player,201612180min,min,JohnTo01,fumbles_rec,0,,,,,
player,201612180min,min,JohnTo01,fumbles_rec_yds,0,,,,,
player,201612180min,min,JohnTo01,fumbles_rec_td,0,,,,,
player,201612180min,min,JohnTo01,fumbles_forced,0,,,,,
player,201612180min,min,LockJe00,def_int,0,,,,,
player,201612180min,min,LockJe00,def_int_yds,0,,,,,
player,201612180min,min,LockJe00,def_int_td,0,,,,,
player,201612180min,min,LockJe00,def_int_long,0,,,,,
player,201612180min,min,LockJe00,pass_defended,0,,,,,
player,201612180min,min,LockJe00,sacks,0.0,,,,,
player,201612180min,min,LockJe00,tackles_combined,1,,,,,
player,201612180min,min,LockJe00,tackles_solo,1,,,,,
player,201612180min,min,LockJe00,tackles_assists,0,,,,,
player,201612180min,min,LockJe00,tackles_loss,0,,,,,
player,201612180min,min,LockJe00,qb_hits,0,,,,,
player,201612180min,min,LockJe00,fumbles_rec,0,,,,,
player,201612180min,min,LockJe00,fumbles_rec_yds,0,,,,,
player,201612180min,min,LockJe00,fumbles_rec_td,0,,,,,
player,201612180min,min,LockJe00,fumbles_forced,0,,,,,
player,201612180min,min,RobiBr98,def_int,0,,,,,
player,201612180min,min,RobiBr98,def_int_yds,0,,,,,
player,201612180min,min,RobiBr98,def_int_td,0,,,,,
player,201612180min,min,RobiBr98,def_int_long,0,,,,,
player,201612180min,min,RobiBr98,pass_defended,0,,,,,
player,201612180min,min,RobiBr98,sacks,0.0,,,,,
player,201612180min,min,RobiBr98,tackles_combined,1,,,,,
player,201612180min,min,RobiBr98,tackles_solo,0,,,,,
player,201612180min,min,RobiBr98,tackles_assists,1,,,,,
player,201612180min,min,RobiBr98,tackles_loss,0,,,,,
player,201612180min,min,RobiBr98,qb_hits,1,,,,,
player,201612180min,min,RobiBr98,fumbles_rec,0,,,,,
player,201612180min,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201612180min,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201612180min,min,RobiBr98,fumbles_forced,0,,,,,
player,201612180min,clt,RogeCh02,kick_ret,0,,,,,
player,201612180min,clt,RogeCh02,kick_ret_yds,0,,,,,
player,201612180min,clt,RogeCh02,kick_ret_yds_per_ret,,,,,,
player,201612180min,clt,RogeCh02,kick_ret_td,0,,,,,
player,201612180min,clt,RogeCh02,kick_ret_long,0,,,,,
player,201612180min,clt,RogeCh02,punt_ret,1,,,,,
player,201612180min,clt,RogeCh02,punt_ret_yds,30,,,,,
player,201612180min,clt,RogeCh02,punt_ret_yds_per_ret,30.0,,,,,
player,201612180min,clt,RogeCh02,punt_ret_td,0,,,,,
player,201612180min,clt,RogeCh02,punt_ret_long,30,,,,,
player,201612180min,clt,TodmJo00,kick_ret,2,,,,,
player,201612180min,clt,TodmJo00,kick_ret_yds,37,,,,,
player,201612180min,clt,TodmJo00,kick_ret_yds_per_ret,18.5,,,,,
player,201612180min,clt,TodmJo00,kick_ret_td,0,,,,,
player,201612180min,clt,TodmJo00,kick_ret_long,26,,,,,
player,201612180min,clt,TodmJo00,punt_ret,0,,,,,
player,201612180min,clt,TodmJo00,punt_ret_yds,0,,,,,
player,201612180min,clt,TodmJo00,punt_ret_yds_per_ret,,,,,,
player,201612180min,clt,TodmJo00,punt_ret_td,0,,,,,
player,201612180min,clt,TodmJo00,punt_ret_long,0,,,,,
player,201612180min,min,PattCo00,kick_ret,4,,,,,
player,201612180min,min,PattCo00,kick_ret_yds,124,,,,,
player,201612180min,min,PattCo00,kick_ret_yds_per_ret,31.0,,,,,
player,201612180min,min,PattCo00,kick_ret_td,0,,,,,
player,201612180min,min,PattCo00,kick_ret_long,40,,,,,
player,201612180min,min,PattCo00,punt_ret,0,,,,,
player,201612180min,min,PattCo00,punt_ret_yds,0,,,,,
player,201612180min,min,PattCo00,punt_ret_yds_per_ret,,,,,,
player,201612180min,min,PattCo00,punt_ret_td,0,,,,,
player,201612180min,min,PattCo00,punt_ret_long,0,,,,,
player,201612180min,clt,vinatada01,xpm,4,,,,,
player,201612180min,clt,vinatada01,xpa,4,,,,,
player,201612180min,clt,vinatada01,fgm,2,,,,,
player,201612180min,clt,vinatada01,fga,2,,,,,
player,201612180min,clt,vinatada01,punt,0,,,,,
player,201612180min,clt,vinatada01,punt_yds,0,,,,,
player,201612180min,clt,vinatada01,punt_yds_per_punt,,,,,,
player,201612180min,clt,vinatada01,punt_long,0,,,,,
player,201612180min,clt,McAfPa44,xpm,,,,,,
player,201612180min,clt,McAfPa44,xpa,,,,,,
player,201612180min,clt,McAfPa44,fgm,,,,,,
player,201612180min,clt,McAfPa44,fga,,,,,,
player,201612180min,clt,McAfPa44,punt,3,,,,,
player,201612180min,clt,McAfPa44,punt_yds,127,,,,,
player,201612180min,clt,McAfPa44,punt_yds_per_punt,42.3,,,,,
player,201612180min,clt,McAfPa44,punt_long,44,,,,,
player,201612180min,min,LockJe00,xpm,,,,,,
player,201612180min,min,LockJe00,xpa,,,,,,
player,201612180min,min,LockJe00,fgm,,,,,,
player,201612180min,min,LockJe00,fga,,,,,,
player,201612180min,min,LockJe00,punt,3,,,,,
player,201612180min,min,LockJe00,punt_yds,146,,,,,
player,201612180min,min,LockJe00,punt_yds_per_punt,48.7,,,,,
player,201612180min,min,LockJe00,punt_long,52,,,,,
player,201612180min,min,ForbKa00,xpm,,,,,,
player,201612180min,min,ForbKa00,xpa,,,,,,
player,201612180min,min,ForbKa00,fgm,2,,,,,
player,201612180min,min,ForbKa00,fga,2,,,,,
player,201612180min,min,ForbKa00,punt,0,,,,,
player,201612180min,min,ForbKa00,punt_yds,0,,,,,
player,201612180min,min,ForbKa00,punt_yds_per_punt,,,,,,
player,201612180min,min,ForbKa00,punt_long,0,,,,,
player,201612180min,min,EastNi00,pos,C,,,,,
player,201612180min,min,EastNi00,offense,58,,,,,
player,201612180min,min,EastNi00,off_pct,100%,,,,,
player,201612180min,min,EastNi00,defense,0,,,,,
player,201612180min,min,EastNi00,def_pct,0%,,,,,
player,201612180min,min,EastNi00,special_teams,2,,,,,
player,201612180min,min,EastNi00,st_pct,8%,,,,,
player,201612180min,min,SirlJe00,pos,T,,,,,
player,201612180min,min,SirlJe00,offense,58,,,,,
player,201612180min,min,SirlJe00,off_pct,100%,,,,,
player,201612180min,min,SirlJe00,defense,0,,,,,
player,201612180min,min,SirlJe00,def_pct,0%,,,,,
player,201612180min,min,SirlJe00,special_teams,2,,,,,
player,201612180min,min,SirlJe00,st_pct,8%,,,,,
player,201612180min,min,ClemT.00,pos,T,,,,,
player,201612180min,min,ClemT.00,offense,58,,,,,
player,201612180min,min,ClemT.00,off_pct,100%,,,,,
player,201612180min,min,ClemT.00,defense,0,,,,,
player,201612180min,min,ClemT.00,def_pct,0%,,,,,
player,201612180min,min,ClemT.00,special_teams,2,,,,,
player,201612180min,min,ClemT.00,st_pct,8%,,,,,
player,201612180min,min,BoonAl21,pos,G,,,,,
player,201612180min,min,BoonAl21,offense,58,,,,,
player,201612180min,min,BoonAl21,off_pct,100%,,,,,
player,201612180min,min,BoonAl21,defense,0,,,,,
player,201612180min,min,BoonAl21,def_pct,0%,,,,,
player,201612180min,min,BoonAl21,special_teams,2,,,,,
player,201612180min,min,BoonAl21,st_pct,8%,,,,,
player,201612180min,min,BradSa00,pos,QB,,,,,
player,201612180min,min,BradSa00,offense,58,,,,,
player,201612180min,min,BradSa00,off_pct,100%,,,,,
player,201612180min,min,BradSa00,defense,0,,,,,
player,201612180min,min,BradSa00,def_pct,0%,,,,,
player,201612180min,min,BradSa00,special_teams,0,,,,,
player,201612180min,min,BradSa00,st_pct,0%,,,,,
player,201612180min,min,BergJo20,pos,C,,,,,
player,201612180min,min,BergJo20,offense,58,,,,,
player,201612180min,min,BergJo20,off_pct,100%,,,,,
player,201612180min,min,BergJo20,defense,0,,,,,
player,201612180min,min,BergJo20,def_pct,0%,,,,,
player,201612180min,min,BergJo20,special_teams,0,,,,,
player,201612180min,min,BergJo20,st_pct,0%,,,,,
player,201612180min,min,RudoKy00,pos,TE,,,,,
player,201612180min,min,RudoKy00,offense,56,,,,,
player,201612180min,min,RudoKy00,off_pct,97%,,,,,
player,201612180min,min,RudoKy00,defense,0,,,,,
player,201612180min,min,RudoKy00,def_pct,0%,,,,,
player,201612180min,min,RudoKy00,special_teams,2,,,,,
player,201612180min,min,RudoKy00,st_pct,8%,,,,,
player,201612180min,min,DiggSt00,pos,WR,,,,,
player,201612180min,min,DiggSt00,offense,49,,,,,
player,201612180min,min,DiggSt00,off_pct,84%,,,,,
player,201612180min,min,DiggSt00,defense,0,,,,,
player,201612180min,min,DiggSt00,def_pct,0%,,,,,
player,201612180min,min,DiggSt00,special_teams,0,,,,,
player,201612180min,min,DiggSt00,st_pct,0%,,,,,
player,201612180min,min,PattCo00,pos,WR,,,,,
player,201612180min,min,PattCo00,offense,44,,,,,
player,201612180min,min,PattCo00,off_pct,76%,,,,,
player,201612180min,min,PattCo00,defense,0,,,,,
player,201612180min,min,PattCo00,def_pct,0%,,,,,
player,201612180min,min,PattCo00,special_teams,9,,,,,
player,201612180min,min,PattCo00,st_pct,38%,,,,,
player,201612180min,min,JohnCh08,pos,WR,,,,,
player,201612180min,min,JohnCh08,offense,39,,,,,
player,201612180min,min,JohnCh08,off_pct,67%,,,,,
player,201612180min,min,JohnCh08,defense,0,,,,,
player,201612180min,min,JohnCh08,def_pct,0%,,,,,
player,201612180min,min,JohnCh08,special_teams,13,,,,,
player,201612180min,min,JohnCh08,st_pct,54%,,,,,
player,201612180min,min,McKiJe00,pos,RB,,,,,
player,201612180min,min,McKiJe00,offense,34,,,,,
player,201612180min,min,McKiJe00,off_pct,59%,,,,,
player,201612180min,min,McKiJe00,defense,0,,,,,
player,201612180min,min,McKiJe00,def_pct,0%,,,,,
player,201612180min,min,McKiJe00,special_teams,0,,,,,
player,201612180min,min,McKiJe00,st_pct,0%,,,,,
player,201612180min,min,ThieAd00,pos,WR,,,,,
player,201612180min,min,ThieAd00,offense,18,,,,,
player,201612180min,min,ThieAd00,off_pct,31%,,,,,
player,201612180min,min,ThieAd00,defense,0,,,,,
player,201612180min,min,ThieAd00,def_pct,0%,,,,,
player,201612180min,min,ThieAd00,special_teams,5,,,,,
player,201612180min,min,ThieAd00,st_pct,21%,,,,,
player,201612180min,min,WrigJa02,pos,WR,,,,,
player,201612180min,min,WrigJa02,offense,17,,,,,
player,201612180min,min,WrigJa02,off_pct,29%,,,,,
player,201612180min,min,WrigJa02,defense,0,,,,,
player,201612180min,min,WrigJa02,def_pct,0%,,,,,
player,201612180min,min,WrigJa02,special_teams,0,,,,,
player,201612180min,min,WrigJa02,st_pct,0%,,,,,
player,201612180min,min,AsiaMa00,pos,RB,,,,,
player,201612180min,min,AsiaMa00,offense,12,,,,,
player,201612180min,min,AsiaMa00,off_pct,21%,,,,,
player,201612180min,min,AsiaMa00,defense,0,,,,,
player,201612180min,min,AsiaMa00,def_pct,0%,,,,,
player,201612180min,min,AsiaMa00,special_teams,4,,,,,
player,201612180min,min,AsiaMa00,st_pct,17%,,,,,
player,201612180min,min,PeteAd01,pos,RB,,,,,
player,201612180min,min,PeteAd01,offense,12,,,,,
player,201612180min,min,PeteAd01,off_pct,21%,,,,,
player,201612180min,min,PeteAd01,defense,0,,,,,
player,201612180min,min,PeteAd01,def_pct,0%,,,,,
player,201612180min,min,PeteAd01,special_teams,0,,,,,
player,201612180min,min,PeteAd01,st_pct,0%,,,,,
player,201612180min,min,ElliRh00,pos,TE,,,,,
player,201612180min,min,ElliRh00,offense,5,,,,,
player,201612180min,min,ElliRh00,off_pct,9%,,,,,
player,201612180min,min,ElliRh00,defense,0,,,,,
player,201612180min,min,ElliRh00,def_pct,0%,,,,,
player,201612180min,min,ElliRh00,special_teams,11,,,,,
player,201612180min,min,ElliRh00,st_pct,46%,,,,,
player,201612180min,min,LineZa01,pos,FB,,,,,
player,201612180min,min,LineZa01,offense,3,,,,,
player,201612180min,min,LineZa01,off_pct,5%,,,,,
player,201612180min,min,LineZa01,defense,0,,,,,
player,201612180min,min,LineZa01,def_pct,0%,,,,,
player,201612180min,min,LineZa01,special_teams,5,,,,,
player,201612180min,min,LineZa01,st_pct,21%,,,,,
player,201612180min,min,MorgDa01,pos,TE,,,,,
player,201612180min,min,MorgDa01,offense,1,,,,,
player,201612180min,min,MorgDa01,off_pct,2%,,,,,
player,201612180min,min,MorgDa01,defense,0,,,,,
player,201612180min,min,MorgDa01,def_pct,0%,,,,,
player,201612180min,min,MorgDa01,special_teams,8,,,,,
player,201612180min,min,MorgDa01,st_pct,33%,,,,,
player,201612180min,min,HarrAn01,pos,FS,,,,,
player,201612180min,min,HarrAn01,offense,0,,,,,
player,201612180min,min,HarrAn01,off_pct,0%,,,,,
player,201612180min,min,HarrAn01,defense,70,,,,,
player,201612180min,min,HarrAn01,def_pct,100%,,,,,
player,201612180min,min,HarrAn01,special_teams,13,,,,,
player,201612180min,min,HarrAn01,st_pct,54%,,,,,
player,201612180min,min,SendAn00,pos,SS,,,,,
player,201612180min,min,SendAn00,offense,0,,,,,
player,201612180min,min,SendAn00,off_pct,0%,,,,,
player,201612180min,min,SendAn00,defense,70,,,,,
player,201612180min,min,SendAn00,def_pct,100%,,,,,
player,201612180min,min,SendAn00,special_teams,11,,,,,
player,201612180min,min,SendAn00,st_pct,46%,,,,,
player,201612180min,min,BarrAn00,pos,LB,,,,,
player,201612180min,min,BarrAn00,offense,0,,,,,
player,201612180min,min,BarrAn00,off_pct,0%,,,,,
player,201612180min,min,BarrAn00,defense,70,,,,,
player,201612180min,min,BarrAn00,def_pct,100%,,,,,
player,201612180min,min,BarrAn00,special_teams,7,,,,,
player,201612180min,min,BarrAn00,st_pct,29%,,,,,
player,201612180min,min,KendEr00,pos,LB,,,,,
player,201612180min,min,KendEr00,offense,0,,,,,
player,201612180min,min,KendEr00,off_pct,0%,,,,,
player,201612180min,min,KendEr00,defense,70,,,,,
player,201612180min,min,KendEr00,def_pct,100%,,,,,
player,201612180min,min,KendEr00,special_teams,7,,,,,
player,201612180min,min,KendEr00,st_pct,29%,,,,,
player,201612180min,min,RhodXa00,pos,CB,,,,,
player,201612180min,min,RhodXa00,offense,0,,,,,
player,201612180min,min,RhodXa00,off_pct,0%,,,,,
player,201612180min,min,RhodXa00,defense,68,,,,,
player,201612180min,min,RhodXa00,def_pct,97%,,,,,
player,201612180min,min,RhodXa00,special_teams,6,,,,,
player,201612180min,min,RhodXa00,st_pct,25%,,,,,
player,201612180min,min,NewmTe20,pos,CB,,,,,
player,201612180min,min,NewmTe20,offense,0,,,,,
player,201612180min,min,NewmTe20,off_pct,0%,,,,,
player,201612180min,min,NewmTe20,defense,64,,,,,
player,201612180min,min,NewmTe20,def_pct,91%,,,,,
player,201612180min,min,NewmTe20,special_teams,7,,,,,
player,201612180min,min,NewmTe20,st_pct,29%,,,,,
player,201612180min,min,JoseLi99,pos,NT,,,,,
player,201612180min,min,JoseLi99,offense,0,,,,,
player,201612180min,min,JoseLi99,off_pct,0%,,,,,
player,201612180min,min,JoseLi99,defense,57,,,,,
player,201612180min,min,JoseLi99,def_pct,81%,,,,,
player,201612180min,min,JoseLi99,special_teams,6,,,,,
player,201612180min,min,JoseLi99,st_pct,25%,,,,,
player,201612180min,min,GrifEv99,pos,DE,,,,,
player,201612180min,min,GrifEv99,offense,0,,,,,
player,201612180min,min,GrifEv99,off_pct,0%,,,,,
player,201612180min,min,GrifEv99,defense,57,,,,,
player,201612180min,min,GrifEv99,def_pct,81%,,,,,
player,201612180min,min,GrifEv99,special_teams,5,,,,,
player,201612180min,min,GrifEv99,st_pct,21%,,,,,
player,201612180min,min,RobiBr98,pos,DE,,,,,
player,201612180min,min,RobiBr98,offense,0,,,,,
player,201612180min,min,RobiBr98,off_pct,0%,,,,,
player,201612180min,min,RobiBr98,defense,54,,,,,
player,201612180min,min,RobiBr98,def_pct,77%,,,,,
player,201612180min,min,RobiBr98,special_teams,5,,,,,
player,201612180min,min,RobiBr98,st_pct,21%,,,,,
player,201612180min,min,StepSh00,pos,NT,,,,,
player,201612180min,min,StepSh00,offense,0,,,,,
player,201612180min,min,StepSh00,off_pct,0%,,,,,
player,201612180min,min,StepSh00,defense,51,,,,,
player,201612180min,min,StepSh00,def_pct,73%,,,,,
player,201612180min,min,StepSh00,special_teams,8,,,,,
player,201612180min,min,StepSh00,st_pct,33%,,,,,
player,201612180min,min,GreeCh99,pos,LB,,,,,
player,201612180min,min,GreeCh99,offense,0,,,,,
player,201612180min,min,GreeCh99,off_pct,0%,,,,,
player,201612180min,min,GreeCh99,defense,37,,,,,
player,201612180min,min,GreeCh99,def_pct,53%,,,,,
player,201612180min,min,GreeCh99,special_teams,7,,,,,
player,201612180min,min,GreeCh99,st_pct,29%,,,,,
player,201612180min,min,HuntDa01,pos,DE,,,,,
player,201612180min,min,HuntDa01,offense,0,,,,,
player,201612180min,min,HuntDa01,off_pct,0%,,,,,
player,201612180min,min,HuntDa01,defense,35,,,,,
player,201612180min,min,HuntDa01,def_pct,50%,,,,,
player,201612180min,min,HuntDa01,special_teams,4,,,,,
player,201612180min,min,HuntDa01,st_pct,17%,,,,,
player,201612180min,min,MunnCa99,pos,CB,,,,,
player,201612180min,min,MunnCa99,offense,0,,,,,
player,201612180min,min,MunnCa99,off_pct,0%,,,,,
player,201612180min,min,MunnCa99,defense,32,,,,,
player,201612180min,min,MunnCa99,def_pct,46%,,,,,
player,201612180min,min,MunnCa99,special_teams,0,,,,,
player,201612180min,min,MunnCa99,st_pct,0%,,,,,
player,201612180min,min,JohnTo01,pos,DT,,,,,
player,201612180min,min,JohnTo01,offense,0,,,,,
player,201612180min,min,JohnTo01,off_pct,0%,,,,,
player,201612180min,min,JohnTo01,defense,27,,,,,
player,201612180min,min,JohnTo01,def_pct,39%,,,,,
player,201612180min,min,JohnTo01,special_teams,2,,,,,
player,201612180min,min,JohnTo01,st_pct,8%,,,,,
player,201612180min,min,LamuEm00,pos,LB,,,,,
player,201612180min,min,LamuEm00,offense,0,,,,,
player,201612180min,min,LamuEm00,off_pct,0%,,,,,
player,201612180min,min,LamuEm00,defense,4,,,,,
player,201612180min,min,LamuEm00,def_pct,6%,,,,,
player,201612180min,min,LamuEm00,special_teams,15,,,,,
player,201612180min,min,LamuEm00,st_pct,62%,,,,,
player,201612180min,min,AlexMa01,pos,CB,,,,,
player,201612180min,min,AlexMa01,offense,0,,,,,
player,201612180min,min,AlexMa01,off_pct,0%,,,,,
player,201612180min,min,AlexMa01,defense,4,,,,,
player,201612180min,min,AlexMa01,def_pct,6%,,,,,
player,201612180min,min,AlexMa01,special_teams,6,,,,,
player,201612180min,min,AlexMa01,st_pct,25%,,,,,
player,201612180min,min,KearJa00,pos,SS,,,,,
player,201612180min,min,KearJa00,offense,0,,,,,
player,201612180min,min,KearJa00,off_pct,0%,,,,,
player,201612180min,min,KearJa00,defense,0,,,,,
player,201612180min,min,KearJa00,def_pct,0%,,,,,
player,201612180min,min,KearJa00,special_teams,15,,,,,
player,201612180min,min,KearJa00,st_pct,62%,,,,,
player,201612180min,min,ColeAu00,pos,LB,,,,,
player,201612180min,min,ColeAu00,offense,0,,,,,
player,201612180min,min,ColeAu00,off_pct,0%,,,,,
player,201612180min,min,ColeAu00,defense,0,,,,,
player,201612180min,min,ColeAu00,def_pct,0%,,,,,
player,201612180min,min,ColeAu00,special_teams,15,,,,,
player,201612180min,min,ColeAu00,st_pct,62%,,,,,
player,201612180min,min,TratJu00,pos,DE,,,,,
player,201612180min,min,TratJu00,offense,0,,,,,
player,201612180min,min,TratJu00,off_pct,0%,,,,,
player,201612180min,min,TratJu00,defense,0,,,,,
player,201612180min,min,TratJu00,def_pct,0%,,,,,
player,201612180min,min,TratJu00,special_teams,15,,,,,
player,201612180min,min,TratJu00,st_pct,62%,,,,,
player,201612180min,min,BrotKe00,pos,LB,,,,,
player,201612180min,min,BrotKe00,offense,0,,,,,
player,201612180min,min,BrotKe00,off_pct,0%,,,,,
player,201612180min,min,BrotKe00,defense,0,,,,,
player,201612180min,min,BrotKe00,def_pct,0%,,,,,
player,201612180min,min,BrotKe00,special_teams,15,,,,,
player,201612180min,min,BrotKe00,st_pct,62%,,,,,
player,201612180min,min,RobiEd00,pos,LB,,,,,
player,201612180min,min,RobiEd00,offense,0,,,,,
player,201612180min,min,RobiEd00,off_pct,0%,,,,,
player,201612180min,min,RobiEd00,defense,0,,,,,
player,201612180min,min,RobiEd00,def_pct,0%,,,,,
player,201612180min,min,RobiEd00,special_teams,9,,,,,
player,201612180min,min,RobiEd00,st_pct,38%,,,,,
player,201612180min,min,LockJe00,pos,P,,,,,
player,201612180min,min,LockJe00,offense,0,,,,,
player,201612180min,min,LockJe00,off_pct,0%,,,,,
player,201612180min,min,LockJe00,defense,0,,,,,
player,201612180min,min,LockJe00,def_pct,0%,,,,,
player,201612180min,min,LockJe00,special_teams,5,,,,,
player,201612180min,min,LockJe00,st_pct,21%,,,,,
player,201612180min,min,ForbKa00,pos,K,,,,,
player,201612180min,min,ForbKa00,offense,0,,,,,
player,201612180min,min,ForbKa00,off_pct,0%,,,,,
player,201612180min,min,ForbKa00,defense,0,,,,,
player,201612180min,min,ForbKa00,def_pct,0%,,,,,
player,201612180min,min,ForbKa00,special_teams,5,,,,,
player,201612180min,min,ForbKa00,st_pct,21%,,,,,
player,201612180min,min,McDeKe00,pos,LS,,,,,
player,201612180min,min,McDeKe00,offense,0,,,,,
player,201612180min,min,McDeKe00,off_pct,0%,,,,,
player,201612180min,min,McDeKe00,defense,0,,,,,
player,201612180min,min,McDeKe00,def_pct,0%,,,,,
player,201612180min,min,McDeKe00,special_teams,5,,,,,
player,201612180min,min,McDeKe00,st_pct,21%,,,,,
player,201612180min,min,SherMa20,pos,CB,,,,,
player,201612180min,min,SherMa20,offense,0,,,,,
player,201612180min,min,SherMa20,off_pct,0%,,,,,
player,201612180min,min,SherMa20,defense,0,,,,,
player,201612180min,min,SherMa20,def_pct,0%,,,,,
player,201612180min,min,SherMa20,special_teams,3,,,,,
player,201612180min,min,SherMa20,st_pct,12%,,,,,
player,201612180min,min,KeriZa00,pos,G,,,,,
player,201612180min,min,KeriZa00,offense,0,,,,,
player,201612180min,min,KeriZa00,off_pct,0%,,,,,
player,201612180min,min,KeriZa00,defense,0,,,,,
player,201612180min,min,KeriZa00,def_pct,0%,,,,,
player,201612180min,min,KeriZa00,special_teams,2,,,,,
player,201612180min,min,KeriZa00,st_pct,8%,,,,,
player,201612180min,clt,HarrJo03,pos,C,,,,,
player,201612180min,clt,HarrJo03,offense,70,,,,,
player,201612180min,clt,HarrJo03,off_pct,100%,,,,,
player,201612180min,clt,HarrJo03,defense,0,,,,,
player,201612180min,clt,HarrJo03,def_pct,0%,,,,,
player,201612180min,clt,HarrJo03,special_teams,7,,,,,
player,201612180min,clt,HarrJo03,st_pct,29%,,,,,
player,201612180min,clt,HaegJo00,pos,T,,,,,
player,201612180min,clt,HaegJo00,offense,70,,,,,
player,201612180min,clt,HaegJo00,off_pct,100%,,,,,
player,201612180min,clt,HaegJo00,defense,0,,,,,
player,201612180min,clt,HaegJo00,def_pct,0%,,,,,
player,201612180min,clt,HaegJo00,special_teams,7,,,,,
player,201612180min,clt,HaegJo00,st_pct,29%,,,,,
player,201612180min,clt,ClarLe01,pos,T,,,,,
player,201612180min,clt,ClarLe01,offense,68,,,,,
player,201612180min,clt,ClarLe01,off_pct,97%,,,,,
player,201612180min,clt,ClarLe01,defense,0,,,,,
player,201612180min,clt,ClarLe01,def_pct,0%,,,,,
player,201612180min,clt,ClarLe01,special_teams,7,,,,,
player,201612180min,clt,ClarLe01,st_pct,29%,,,,,
player,201612180min,clt,KellRy00,pos,C,,,,,
player,201612180min,clt,KellRy00,offense,65,,,,,
player,201612180min,clt,KellRy00,off_pct,93%,,,,,
player,201612180min,clt,KellRy00,defense,0,,,,,
player,201612180min,clt,KellRy00,def_pct,0%,,,,,
player,201612180min,clt,KellRy00,special_teams,0,,,,,
player,201612180min,clt,KellRy00,st_pct,0%,,,,,
player,201612180min,clt,CastAn00,pos,T,,,,,
player,201612180min,clt,CastAn00,offense,65,,,,,
player,201612180min,clt,CastAn00,off_pct,93%,,,,,
player,201612180min,clt,CastAn00,defense,0,,,,,
player,201612180min,clt,CastAn00,def_pct,0%,,,,,
player,201612180min,clt,CastAn00,special_teams,0,,,,,
player,201612180min,clt,CastAn00,st_pct,0%,,,,,
player,201612180min,clt,LuckAn00,pos,QB,,,,,
player,201612180min,clt,LuckAn00,offense,65,,,,,
player,201612180min,clt,LuckAn00,off_pct,93%,,,,,
player,201612180min,clt,LuckAn00,defense,0,,,,,
player,201612180min,clt,LuckAn00,def_pct,0%,,,,,
player,201612180min,clt,LuckAn00,special_teams,0,,,,,
player,201612180min,clt,LuckAn00,st_pct,0%,,,,,
player,201612180min,clt,HiltT.00,pos,WR,,,,,
player,201612180min,clt,HiltT.00,offense,60,,,,,
player,201612180min,clt,HiltT.00,off_pct,86%,,,,,
player,201612180min,clt,HiltT.00,defense,0,,,,,
player,201612180min,clt,HiltT.00,def_pct,0%,,,,,
player,201612180min,clt,HiltT.00,special_teams,1,,,,,
player,201612180min,clt,HiltT.00,st_pct,4%,,,,,
player,201612180min,clt,DorsPh00,pos,WR,,,,,
player,201612180min,clt,DorsPh00,offense,57,,,,,
player,201612180min,clt,DorsPh00,off_pct,81%,,,,,
player,201612180min,clt,DorsPh00,defense,0,,,,,
player,201612180min,clt,DorsPh00,def_pct,0%,,,,,
player,201612180min,clt,DorsPh00,special_teams,0,,,,,
player,201612180min,clt,DorsPh00,st_pct,0%,,,,,
player,201612180min,clt,DoylJa00,pos,TE,,,,,
player,201612180min,clt,DoylJa00,offense,51,,,,,
player,201612180min,clt,DoylJa00,off_pct,73%,,,,,
player,201612180min,clt,DoylJa00,defense,0,,,,,
player,201612180min,clt,DoylJa00,def_pct,0%,,,,,
player,201612180min,clt,DoylJa00,special_teams,13,,,,,
player,201612180min,clt,DoylJa00,st_pct,54%,,,,,
player,201612180min,clt,RogeCh02,pos,WR,,,,,
player,201612180min,clt,RogeCh02,offense,42,,,,,
player,201612180min,clt,RogeCh02,off_pct,60%,,,,,
player,201612180min,clt,RogeCh02,defense,0,,,,,
player,201612180min,clt,RogeCh02,def_pct,0%,,,,,
player,201612180min,clt,RogeCh02,special_teams,4,,,,,
player,201612180min,clt,RogeCh02,st_pct,17%,,,,,
player,201612180min,clt,GoreFr00,pos,RB,,,,,
