game,2016,14,20161211,201612110det,chi,"Chicago Bears",17,det,"Detroit Lions",20
team,201612110det,chi,First Downs,16,,,,,,
team,201612110det,det,First Downs,25,,,,,,
team,201612110det,chi,Rush-Yds-TDs,17-92-0,,,,,,
team,201612110det,det,Rush-Yds-TDs,28-114-1,,,,,,
team,201612110det,chi,Cmp-Att-Yd-TD-INT,20-32-212-1-0,,,,,,
team,201612110det,det,Cmp-Att-Yd-TD-INT,21-35-223-1-2,,,,,,
team,201612110det,chi,Sacked-Yards,1-8,,,,,,
team,201612110det,det,Sacked-Yards,3-14,,,,,,
team,201612110det,chi,Net Pass Yards,204,,,,,,
team,201612110det,det,Net Pass Yards,209,,,,,,
team,201612110det,chi,Total Yards,296,,,,,,
team,201612110det,det,Total Yards,323,,,,,,
team,201612110det,chi,Fumbles-Lost,0-0,,,,,,
team,201612110det,det,Fumbles-Lost,0-0,,,,,,
team,201612110det,chi,Turnovers,0,,,,,,
team,201612110det,det,Turnovers,2,,,,,,
team,201612110det,chi,Penalties-Yards,11-139,,,,,,
team,201612110det,det,Penalties-Yards,7-55,,,,,,
team,201612110det,chi,Third Down Conv.,4-10,,,,,,
team,201612110det,det,Third Down Conv.,6-12,,,,,,
team,201612110det,chi,Fourth Down Conv.,0-1,,,,,,
team,201612110det,det,Fourth Down Conv.,0-0,,,,,,
team,201612110det,chi,Time of Possession,25:43,,,,,,
team,201612110det,det,Time of Possession,34:17,,,,,,
player,201612110det,chi,BarkMa00,pass_cmp,20,,,,,
player,201612110det,chi,BarkMa00,pass_att,32,,,,,
player,201612110det,chi,BarkMa00,pass_yds,212,,,,,
player,201612110det,chi,BarkMa00,pass_td,1,,,,,
player,201612110det,chi,BarkMa00,pass_int,0,,,,,
player,201612110det,chi,BarkMa00,pass_sacked,1,,,,,
player,201612110det,chi,BarkMa00,pass_sacked_yds,8,,,,,
player,201612110det,chi,BarkMa00,pass_long,31,,,,,
player,201612110det,chi,BarkMa00,pass_rating,92.2,,,,,
player,201612110det,chi,BarkMa00,rush_att,0,,,,,
player,201612110det,chi,BarkMa00,rush_yds,0,,,,,
player,201612110det,chi,BarkMa00,rush_td,0,,,,,
player,201612110det,chi,BarkMa00,rush_long,0,,,,,
player,201612110det,chi,BarkMa00,targets,0,,,,,
player,201612110det,chi,BarkMa00,rec,0,,,,,
player,201612110det,chi,BarkMa00,rec_yds,0,,,,,
player,201612110det,chi,BarkMa00,rec_td,0,,,,,
player,201612110det,chi,BarkMa00,rec_long,0,,,,,
player,201612110det,chi,BarkMa00,fumbles,0,,,,,
player,201612110det,chi,BarkMa00,fumbles_lost,0,,,,,
player,201612110det,chi,HowaJo00,pass_cmp,0,,,,,
player,201612110det,chi,HowaJo00,pass_att,0,,,,,
player,201612110det,chi,HowaJo00,pass_yds,0,,,,,
player,201612110det,chi,HowaJo00,pass_td,0,,,,,
player,201612110det,chi,HowaJo00,pass_int,0,,,,,
player,201612110det,chi,HowaJo00,pass_sacked,0,,,,,
player,201612110det,chi,HowaJo00,pass_sacked_yds,0,,,,,
player,201612110det,chi,HowaJo00,pass_long,0,,,,,
player,201612110det,chi,HowaJo00,pass_rating,,,,,,
player,201612110det,chi,HowaJo00,rush_att,13,,,,,
player,201612110det,chi,HowaJo00,rush_yds,86,,,,,
player,201612110det,chi,HowaJo00,rush_td,0,,,,,
player,201612110det,chi,HowaJo00,rush_long,31,,,,,
player,201612110det,chi,HowaJo00,targets,5,,,,,
player,201612110det,chi,HowaJo00,rec,2,,,,,
player,201612110det,chi,HowaJo00,rec_yds,24,,,,,
player,201612110det,chi,HowaJo00,rec_td,0,,,,,
player,201612110det,chi,HowaJo00,rec_long,19,,,,,
player,201612110det,chi,HowaJo00,fumbles,0,,,,,
player,201612110det,chi,HowaJo00,fumbles_lost,0,,,,,
player,201612110det,chi,LangJe00,pass_cmp,0,,,,,
player,201612110det,chi,LangJe00,pass_att,0,,,,,
player,201612110det,chi,LangJe00,pass_yds,0,,,,,
player,201612110det,chi,LangJe00,pass_td,0,,,,,
player,201612110det,chi,LangJe00,pass_int,0,,,,,
player,201612110det,chi,LangJe00,pass_sacked,0,,,,,
player,201612110det,chi,LangJe00,pass_sacked_yds,0,,,,,
player,201612110det,chi,LangJe00,pass_long,0,,,,,
player,201612110det,chi,LangJe00,pass_rating,,,,,,
player,201612110det,chi,LangJe00,rush_att,3,,,,,
player,201612110det,chi,LangJe00,rush_yds,4,,,,,
player,201612110det,chi,LangJe00,rush_td,0,,,,,
player,201612110det,chi,LangJe00,rush_long,3,,,,,
player,201612110det,chi,LangJe00,targets,1,,,,,
player,201612110det,chi,LangJe00,rec,1,,,,,
player,201612110det,chi,LangJe00,rec_yds,1,,,,,
player,201612110det,chi,LangJe00,rec_td,0,,,,,
player,201612110det,chi,LangJe00,rec_long,1,,,,,
player,201612110det,chi,LangJe00,fumbles,0,,,,,
player,201612110det,chi,LangJe00,fumbles_lost,0,,,,,
player,201612110det,chi,CareKa00,pass_cmp,0,,,,,
player,201612110det,chi,CareKa00,pass_att,0,,,,,
player,201612110det,chi,CareKa00,pass_yds,0,,,,,
player,201612110det,chi,CareKa00,pass_td,0,,,,,
player,201612110det,chi,CareKa00,pass_int,0,,,,,
player,201612110det,chi,CareKa00,pass_sacked,0,,,,,
player,201612110det,chi,CareKa00,pass_sacked_yds,0,,,,,
