game,2016,3,20160925,201609250dal,chi,"Chicago Bears",17,dal,"Dallas Cowboys",31
player,201609250dal,chi,HoyeBr00,rec_yds,0,,,,,
player,201609250dal,chi,HoyeBr00,rec_td,0,,,,,
player,201609250dal,chi,HoyeBr00,rec_long,0,,,,,
player,201609250dal,chi,HoyeBr00,fumbles,2,,,,,
player,201609250dal,chi,HoyeBr00,fumbles_lost,1,,,,,
player,201609250dal,chi,HowaJo00,pass_cmp,0,,,,,
player,201609250dal,chi,HowaJo00,pass_att,0,,,,,
player,201609250dal,chi,HowaJo00,pass_yds,0,,,,,
player,201609250dal,chi,HowaJo00,pass_td,0,,,,,
player,201609250dal,chi,HowaJo00,pass_int,0,,,,,
player,201609250dal,chi,HowaJo00,pass_sacked,0,,,,,
player,201609250dal,chi,HowaJo00,pass_sacked_yds,0,,,,,
player,201609250dal,chi,HowaJo00,pass_long,0,,,,,
player,201609250dal,chi,HowaJo00,pass_rating,,,,,,
player,201609250dal,chi,HowaJo00,rush_att,9,,,,,
player,201609250dal,chi,HowaJo00,rush_yds,45,,,,,
player,201609250dal,chi,HowaJo00,rush_td,0,,,,,
player,201609250dal,chi,HowaJo00,rush_long,36,,,,,
player,201609250dal,chi,HowaJo00,targets,6,,,,,
player,201609250dal,chi,HowaJo00,rec,4,,,,,
player,201609250dal,chi,HowaJo00,rec_yds,47,,,,,
player,201609250dal,chi,HowaJo00,rec_td,0,,,,,
player,201609250dal,chi,HowaJo00,rec_long,15,,,,,
player,201609250dal,chi,HowaJo00,fumbles,1,,,,,
player,201609250dal,chi,HowaJo00,fumbles_lost,0,,,,,
player,201609250dal,chi,LangJe00,pass_cmp,0,,,,,
player,201609250dal,chi,LangJe00,pass_att,0,,,,,
player,201609250dal,chi,LangJe00,pass_yds,0,,,,,
player,201609250dal,chi,LangJe00,pass_td,0,,,,,
player,201609250dal,chi,LangJe00,pass_int,0,,,,,
player,201609250dal,chi,LangJe00,pass_sacked,0,,,,,
player,201609250dal,chi,LangJe00,pass_sacked_yds,0,,,,,
player,201609250dal,chi,LangJe00,pass_long,0,,,,,
player,201609250dal,chi,LangJe00,pass_rating,,,,,,
player,201609250dal,chi,LangJe00,rush_att,3,,,,,
player,201609250dal,chi,LangJe00,rush_yds,31,,,,,
player,201609250dal,chi,LangJe00,rush_td,0,,,,,
player,201609250dal,chi,LangJe00,rush_long,23,,,,,
player,201609250dal,chi,LangJe00,targets,3,,,,,
player,201609250dal,chi,LangJe00,rec,2,,,,,
player,201609250dal,chi,LangJe00,rec_yds,15,,,,,
player,201609250dal,chi,LangJe00,rec_td,0,,,,,
player,201609250dal,chi,LangJe00,rec_long,10,,,,,
player,201609250dal,chi,LangJe00,fumbles,0,,,,,
player,201609250dal,chi,LangJe00,fumbles_lost,0,,,,,
player,201609250dal,chi,MillZa02,pass_cmp,0,,,,,
player,201609250dal,chi,MillZa02,pass_att,0,,,,,
player,201609250dal,chi,MillZa02,pass_yds,0,,,,,
player,201609250dal,chi,MillZa02,pass_td,0,,,,,
player,201609250dal,chi,MillZa02,pass_int,0,,,,,
player,201609250dal,chi,MillZa02,pass_sacked,0,,,,,
player,201609250dal,chi,MillZa02,pass_sacked_yds,0,,,,,
player,201609250dal,chi,MillZa02,pass_long,0,,,,,
player,201609250dal,chi,MillZa02,pass_rating,,,,,,
player,201609250dal,chi,MillZa02,rush_att,0,,,,,
player,201609250dal,chi,MillZa02,rush_yds,0,,,,,
player,201609250dal,chi,MillZa02,rush_td,0,,,,,
player,201609250dal,chi,MillZa02,rush_long,0,,,,,
player,201609250dal,chi,MillZa02,targets,9,,,,,
player,201609250dal,chi,MillZa02,rec,8,,,,,
player,201609250dal,chi,MillZa02,rec_yds,78,,,,,
player,201609250dal,chi,MillZa02,rec_td,2,,,,,
player,201609250dal,chi,MillZa02,rec_long,26,,,,,
player,201609250dal,chi,MillZa02,fumbles,0,,,,,
player,201609250dal,chi,MillZa02,fumbles_lost,0,,,,,
player,201609250dal,chi,JeffAl00,pass_cmp,0,,,,,
player,201609250dal,chi,JeffAl00,pass_att,0,,,,,
player,201609250dal,chi,JeffAl00,pass_yds,0,,,,,
player,201609250dal,chi,JeffAl00,pass_td,0,,,,,
player,201609250dal,chi,JeffAl00,pass_int,0,,,,,
player,201609250dal,chi,JeffAl00,pass_sacked,0,,,,,
player,201609250dal,chi,JeffAl00,pass_sacked_yds,0,,,,,
player,201609250dal,chi,JeffAl00,pass_long,0,,,,,
player,201609250dal,chi,JeffAl00,pass_rating,,,,,,
player,201609250dal,chi,JeffAl00,rush_att,0,,,,,
player,201609250dal,chi,JeffAl00,rush_yds,0,,,,,
player,201609250dal,chi,JeffAl00,rush_td,0,,,,,
player,201609250dal,chi,JeffAl00,rush_long,0,,,,,
player,201609250dal,chi,JeffAl00,targets,7,,,,,
player,201609250dal,chi,JeffAl00,rec,5,,,,,
player,201609250dal,chi,JeffAl00,rec_yds,70,,,,,
player,201609250dal,chi,JeffAl00,rec_td,0,,,,,
player,201609250dal,chi,JeffAl00,rec_long,22,,,,,
player,201609250dal,chi,JeffAl00,fumbles,0,,,,,
player,201609250dal,chi,JeffAl00,fumbles_lost,0,,,,,
player,201609250dal,chi,WhitKe00,pass_cmp,0,,,,,
player,201609250dal,chi,WhitKe00,pass_att,0,,,,,
player,201609250dal,chi,WhitKe00,pass_yds,0,,,,,
player,201609250dal,chi,WhitKe00,pass_td,0,,,,,
player,201609250dal,chi,WhitKe00,pass_int,0,,,,,
player,201609250dal,chi,WhitKe00,pass_sacked,0,,,,,
player,201609250dal,chi,WhitKe00,pass_sacked_yds,0,,,,,
player,201609250dal,chi,WhitKe00,pass_long,0,,,,,
player,201609250dal,chi,WhitKe00,pass_rating,,,,,,
player,201609250dal,chi,WhitKe00,rush_att,0,,,,,
player,201609250dal,chi,WhitKe00,rush_yds,0,,,,,
player,201609250dal,chi,WhitKe00,rush_td,0,,,,,
player,201609250dal,chi,WhitKe00,rush_long,0,,,,,
player,201609250dal,chi,WhitKe00,targets,14,,,,,
player,201609250dal,chi,WhitKe00,rec,6,,,,,
player,201609250dal,chi,WhitKe00,rec_yds,62,,,,,
player,201609250dal,chi,WhitKe00,rec_td,0,,,,,
player,201609250dal,chi,WhitKe00,rec_long,32,,,,,
player,201609250dal,chi,WhitKe00,fumbles,0,,,,,
player,201609250dal,chi,WhitKe00,fumbles_lost,0,,,,,
player,201609250dal,chi,MereCa00,pass_cmp,0,,,,,
player,201609250dal,chi,MereCa00,pass_att,0,,,,,
player,201609250dal,chi,MereCa00,pass_yds,0,,,,,
player,201609250dal,chi,MereCa00,pass_td,0,,,,,
player,201609250dal,chi,MereCa00,pass_int,0,,,,,
player,201609250dal,chi,MereCa00,pass_sacked,0,,,,,
player,201609250dal,chi,MereCa00,pass_sacked_yds,0,,,,,
player,201609250dal,chi,MereCa00,pass_long,0,,,,,
player,201609250dal,chi,MereCa00,pass_rating,,,,,,
player,201609250dal,chi,MereCa00,rush_att,0,,,,,
player,201609250dal,chi,MereCa00,rush_yds,0,,,,,
player,201609250dal,chi,MereCa00,rush_td,0,,,,,
player,201609250dal,chi,MereCa00,rush_long,0,,,,,
player,201609250dal,chi,MereCa00,targets,3,,,,,
player,201609250dal,chi,MereCa00,rec,2,,,,,
player,201609250dal,chi,MereCa00,rec_yds,24,,,,,
player,201609250dal,chi,MereCa00,rec_td,0,,,,,
player,201609250dal,chi,MereCa00,rec_long,24,,,,,
player,201609250dal,chi,MereCa00,fumbles,1,,,,,
player,201609250dal,chi,MereCa00,fumbles_lost,1,,,,,
player,201609250dal,chi,RoyaEd00,pass_cmp,0,,,,,
player,201609250dal,chi,RoyaEd00,pass_att,0,,,,,
player,201609250dal,chi,RoyaEd00,pass_yds,0,,,,,
player,201609250dal,chi,RoyaEd00,pass_td,0,,,,,
player,201609250dal,chi,RoyaEd00,pass_int,0,,,,,
player,201609250dal,chi,RoyaEd00,pass_sacked,0,,,,,
player,201609250dal,chi,RoyaEd00,pass_sacked_yds,0,,,,,
player,201609250dal,chi,RoyaEd00,pass_long,0,,,,,
player,201609250dal,chi,RoyaEd00,pass_rating,,,,,,
player,201609250dal,chi,RoyaEd00,rush_att,0,,,,,
player,201609250dal,chi,RoyaEd00,rush_yds,0,,,,,
player,201609250dal,chi,RoyaEd00,rush_td,0,,,,,
player,201609250dal,chi,RoyaEd00,rush_long,0,,,,,
player,201609250dal,chi,RoyaEd00,targets,3,,,,,
player,201609250dal,chi,RoyaEd00,rec,3,,,,,
player,201609250dal,chi,RoyaEd00,rec_yds,21,,,,,
player,201609250dal,chi,RoyaEd00,rec_td,0,,,,,
player,201609250dal,chi,RoyaEd00,rec_long,10,,,,,
player,201609250dal,chi,RoyaEd00,fumbles,0,,,,,
player,201609250dal,chi,RoyaEd00,fumbles_lost,0,,,,,
player,201609250dal,dal,PresDa01,pass_cmp,19,,,,,
player,201609250dal,dal,PresDa01,pass_att,24,,,,,
player,201609250dal,dal,PresDa01,pass_yds,248,,,,,
player,201609250dal,dal,PresDa01,pass_td,1,,,,,
player,201609250dal,dal,PresDa01,pass_int,0,,,,,
player,201609250dal,dal,PresDa01,pass_sacked,0,,,,,
player,201609250dal,dal,PresDa01,pass_sacked_yds,0,,,,,
player,201609250dal,dal,PresDa01,pass_long,47,,,,,
player,201609250dal,dal,PresDa01,pass_rating,123.6,,,,,
player,201609250dal,dal,PresDa01,rush_att,4,,,,,
player,201609250dal,dal,PresDa01,rush_yds,36,,,,,
player,201609250dal,dal,PresDa01,rush_td,1,,,,,
player,201609250dal,dal,PresDa01,rush_long,17,,,,,
player,201609250dal,dal,PresDa01,targets,0,,,,,
player,201609250dal,dal,PresDa01,rec,0,,,,,
player,201609250dal,dal,PresDa01,rec_yds,0,,,,,
player,201609250dal,dal,PresDa01,rec_td,0,,,,,
player,201609250dal,dal,PresDa01,rec_long,0,,,,,
player,201609250dal,dal,PresDa01,fumbles,0,,,,,
player,201609250dal,dal,PresDa01,fumbles_lost,0,,,,,
player,201609250dal,dal,ElliEz00,pass_cmp,0,,,,,
player,201609250dal,dal,ElliEz00,pass_att,0,,,,,
player,201609250dal,dal,ElliEz00,pass_yds,0,,,,,
player,201609250dal,dal,ElliEz00,pass_td,0,,,,,
player,201609250dal,dal,ElliEz00,pass_int,0,,,,,
player,201609250dal,dal,ElliEz00,pass_sacked,0,,,,,
player,201609250dal,dal,ElliEz00,pass_sacked_yds,0,,,,,
player,201609250dal,dal,ElliEz00,pass_long,0,,,,,
player,201609250dal,dal,ElliEz00,pass_rating,,,,,,
player,201609250dal,dal,ElliEz00,rush_att,30,,,,,
player,201609250dal,dal,ElliEz00,rush_yds,140,,,,,
player,201609250dal,dal,ElliEz00,rush_td,0,,,,,
player,201609250dal,dal,ElliEz00,rush_long,21,,,,,
player,201609250dal,dal,ElliEz00,targets,2,,,,,
player,201609250dal,dal,ElliEz00,rec,2,,,,,
player,201609250dal,dal,ElliEz00,rec_yds,20,,,,,
player,201609250dal,dal,ElliEz00,rec_td,0,,,,,
player,201609250dal,dal,ElliEz00,rec_long,18,,,,,
player,201609250dal,dal,ElliEz00,fumbles,0,,,,,
player,201609250dal,dal,ElliEz00,fumbles_lost,0,,,,,
player,201609250dal,dal,MorrAl00,pass_cmp,0,,,,,
player,201609250dal,dal,MorrAl00,pass_att,0,,,,,
player,201609250dal,dal,MorrAl00,pass_yds,0,,,,,
player,201609250dal,dal,MorrAl00,pass_td,0,,,,,
player,201609250dal,dal,MorrAl00,pass_int,0,,,,,
player,201609250dal,dal,MorrAl00,pass_sacked,0,,,,,
player,201609250dal,dal,MorrAl00,pass_sacked_yds,0,,,,,
player,201609250dal,dal,MorrAl00,pass_long,0,,,,,
player,201609250dal,dal,MorrAl00,pass_rating,,,,,,
player,201609250dal,dal,MorrAl00,rush_att,5,,,,,
player,201609250dal,dal,MorrAl00,rush_yds,19,,,,,
player,201609250dal,dal,MorrAl00,rush_td,1,,,,,
player,201609250dal,dal,MorrAl00,rush_long,7,,,,,
player,201609250dal,dal,MorrAl00,targets,1,,,,,
player,201609250dal,dal,MorrAl00,rec,1,,,,,
player,201609250dal,dal,MorrAl00,rec_yds,2,,,,,
player,201609250dal,dal,MorrAl00,rec_td,0,,,,,
player,201609250dal,dal,MorrAl00,rec_long,2,,,,,
player,201609250dal,dal,MorrAl00,fumbles,0,,,,,
player,201609250dal,dal,MorrAl00,fumbles_lost,0,,,,,
player,201609250dal,dal,WhitLu00,pass_cmp,0,,,,,
player,201609250dal,dal,WhitLu00,pass_att,0,,,,,
player,201609250dal,dal,WhitLu00,pass_yds,0,,,,,
player,201609250dal,dal,WhitLu00,pass_td,0,,,,,
player,201609250dal,dal,WhitLu00,pass_int,0,,,,,
player,201609250dal,dal,WhitLu00,pass_sacked,0,,,,,
player,201609250dal,dal,WhitLu00,pass_sacked_yds,0,,,,,
player,201609250dal,dal,WhitLu00,pass_long,0,,,,,
player,201609250dal,dal,WhitLu00,pass_rating,,,,,,
player,201609250dal,dal,WhitLu00,rush_att,1,,,,,
player,201609250dal,dal,WhitLu00,rush_yds,3,,,,,
player,201609250dal,dal,WhitLu00,rush_td,0,,,,,
player,201609250dal,dal,WhitLu00,rush_long,3,,,,,
player,201609250dal,dal,WhitLu00,targets,0,,,,,
player,201609250dal,dal,WhitLu00,rec,0,,,,,
player,201609250dal,dal,WhitLu00,rec_yds,0,,,,,
player,201609250dal,dal,WhitLu00,rec_td,0,,,,,
player,201609250dal,dal,WhitLu00,rec_long,0,,,,,
player,201609250dal,dal,WhitLu00,fumbles,0,,,,,
player,201609250dal,dal,WhitLu00,fumbles_lost,0,,,,,
player,201609250dal,dal,DunbLa00,pass_cmp,0,,,,,
player,201609250dal,dal,DunbLa00,pass_att,0,,,,,
player,201609250dal,dal,DunbLa00,pass_yds,0,,,,,
player,201609250dal,dal,DunbLa00,pass_td,0,,,,,
player,201609250dal,dal,DunbLa00,pass_int,0,,,,,
player,201609250dal,dal,DunbLa00,pass_sacked,0,,,,,
player,201609250dal,dal,DunbLa00,pass_sacked_yds,0,,,,,
player,201609250dal,dal,DunbLa00,pass_long,0,,,,,
player,201609250dal,dal,DunbLa00,pass_rating,,,,,,
player,201609250dal,dal,DunbLa00,rush_att,1,,,,,
player,201609250dal,dal,DunbLa00,rush_yds,1,,,,,
player,201609250dal,dal,DunbLa00,rush_td,1,,,,,
player,201609250dal,dal,DunbLa00,rush_long,1,,,,,
player,201609250dal,dal,DunbLa00,targets,0,,,,,
player,201609250dal,dal,DunbLa00,rec,0,,,,,
player,201609250dal,dal,DunbLa00,rec_yds,0,,,,,
player,201609250dal,dal,DunbLa00,rec_td,0,,,,,
player,201609250dal,dal,DunbLa00,rec_long,0,,,,,
player,201609250dal,dal,DunbLa00,fumbles,0,,,,,
player,201609250dal,dal,DunbLa00,fumbles_lost,0,,,,,
player,201609250dal,dal,WillTe01,pass_cmp,0,,,,,
player,201609250dal,dal,WillTe01,pass_att,0,,,,,
player,201609250dal,dal,WillTe01,pass_yds,0,,,,,
player,201609250dal,dal,WillTe01,pass_td,0,,,,,
player,201609250dal,dal,WillTe01,pass_int,0,,,,,
player,201609250dal,dal,WillTe01,pass_sacked,0,,,,,
player,201609250dal,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201609250dal,dal,WillTe01,pass_long,0,,,,,
player,201609250dal,dal,WillTe01,pass_rating,,,,,,
player,201609250dal,dal,WillTe01,rush_att,0,,,,,
player,201609250dal,dal,WillTe01,rush_yds,0,,,,,
player,201609250dal,dal,WillTe01,rush_td,0,,,,,
player,201609250dal,dal,WillTe01,rush_long,0,,,,,
player,201609250dal,dal,WillTe01,targets,4,,,,,
player,201609250dal,dal,WillTe01,rec,4,,,,,
player,201609250dal,dal,WillTe01,rec_yds,88,,,,,
player,201609250dal,dal,WillTe01,rec_td,0,,,,,
player,201609250dal,dal,WillTe01,rec_long,47,,,,,
player,201609250dal,dal,WillTe01,fumbles,1,,,,,
player,201609250dal,dal,WillTe01,fumbles_lost,1,,,,,
player,201609250dal,dal,BeasCo00,pass_cmp,0,,,,,
player,201609250dal,dal,BeasCo00,pass_att,0,,,,,
player,201609250dal,dal,BeasCo00,pass_yds,0,,,,,
player,201609250dal,dal,BeasCo00,pass_td,0,,,,,
player,201609250dal,dal,BeasCo00,pass_int,0,,,,,
player,201609250dal,dal,BeasCo00,pass_sacked,0,,,,,
player,201609250dal,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201609250dal,dal,BeasCo00,pass_long,0,,,,,
player,201609250dal,dal,BeasCo00,pass_rating,,,,,,
player,201609250dal,dal,BeasCo00,rush_att,0,,,,,
player,201609250dal,dal,BeasCo00,rush_yds,0,,,,,
player,201609250dal,dal,BeasCo00,rush_td,0,,,,,
player,201609250dal,dal,BeasCo00,rush_long,0,,,,,
player,201609250dal,dal,BeasCo00,targets,7,,,,,
player,201609250dal,dal,BeasCo00,rec,7,,,,,
player,201609250dal,dal,BeasCo00,rec_yds,73,,,,,
player,201609250dal,dal,BeasCo00,rec_td,0,,,,,
player,201609250dal,dal,BeasCo00,rec_long,29,,,,,
player,201609250dal,dal,BeasCo00,fumbles,0,,,,,
player,201609250dal,dal,BeasCo00,fumbles_lost,0,,,,,
player,201609250dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201609250dal,dal,BryaDe01,pass_att,0,,,,,
player,201609250dal,dal,BryaDe01,pass_yds,0,,,,,
player,201609250dal,dal,BryaDe01,pass_td,0,,,,,
player,201609250dal,dal,BryaDe01,pass_int,0,,,,,
player,201609250dal,dal,BryaDe01,pass_sacked,0,,,,,
player,201609250dal,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201609250dal,dal,BryaDe01,pass_long,0,,,,,
player,201609250dal,dal,BryaDe01,pass_rating,,,,,,
player,201609250dal,dal,BryaDe01,rush_att,0,,,,,
player,201609250dal,dal,BryaDe01,rush_yds,0,,,,,
player,201609250dal,dal,BryaDe01,rush_td,0,,,,,
player,201609250dal,dal,BryaDe01,rush_long,0,,,,,
player,201609250dal,dal,BryaDe01,targets,6,,,,,
player,201609250dal,dal,BryaDe01,rec,3,,,,,
player,201609250dal,dal,BryaDe01,rec_yds,40,,,,,
player,201609250dal,dal,BryaDe01,rec_td,1,,,,,
player,201609250dal,dal,BryaDe01,rec_long,17,,,,,
player,201609250dal,dal,BryaDe01,fumbles,0,,,,,
player,201609250dal,dal,BryaDe01,fumbles_lost,0,,,,,
player,201609250dal,dal,WittJa00,pass_cmp,0,,,,,
player,201609250dal,dal,WittJa00,pass_att,0,,,,,
player,201609250dal,dal,WittJa00,pass_yds,0,,,,,
player,201609250dal,dal,WittJa00,pass_td,0,,,,,
player,201609250dal,dal,WittJa00,pass_int,0,,,,,
player,201609250dal,dal,WittJa00,pass_sacked,0,,,,,
player,201609250dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201609250dal,dal,WittJa00,pass_long,0,,,,,
player,201609250dal,dal,WittJa00,pass_rating,,,,,,
player,201609250dal,dal,WittJa00,rush_att,0,,,,,
player,201609250dal,dal,WittJa00,rush_yds,0,,,,,
player,201609250dal,dal,WittJa00,rush_td,0,,,,,
player,201609250dal,dal,WittJa00,rush_long,0,,,,,
player,201609250dal,dal,WittJa00,targets,2,,,,,
player,201609250dal,dal,WittJa00,rec,2,,,,,
player,201609250dal,dal,WittJa00,rec_yds,25,,,,,
player,201609250dal,dal,WittJa00,rec_td,0,,,,,
player,201609250dal,dal,WittJa00,rec_long,18,,,,,
player,201609250dal,dal,WittJa00,fumbles,0,,,,,
player,201609250dal,dal,WittJa00,fumbles_lost,0,,,,,
player,201609250dal,dal,SwaiGe00,pass_cmp,0,,,,,
player,201609250dal,dal,SwaiGe00,pass_att,0,,,,,
player,201609250dal,dal,SwaiGe00,pass_yds,0,,,,,
player,201609250dal,dal,SwaiGe00,pass_td,0,,,,,
player,201609250dal,dal,SwaiGe00,pass_int,0,,,,,
player,201609250dal,dal,SwaiGe00,pass_sacked,0,,,,,
player,201609250dal,dal,SwaiGe00,pass_sacked_yds,0,,,,,
player,201609250dal,dal,SwaiGe00,pass_long,0,,,,,
player,201609250dal,dal,SwaiGe00,pass_rating,,,,,,
player,201609250dal,dal,SwaiGe00,rush_att,0,,,,,
player,201609250dal,dal,SwaiGe00,rush_yds,0,,,,,
player,201609250dal,dal,SwaiGe00,rush_td,0,,,,,
player,201609250dal,dal,SwaiGe00,rush_long,0,,,,,
player,201609250dal,dal,SwaiGe00,targets,1,,,,,
player,201609250dal,dal,SwaiGe00,rec,0,,,,,
player,201609250dal,dal,SwaiGe00,rec_yds,0,,,,,
player,201609250dal,dal,SwaiGe00,rec_td,0,,,,,
player,201609250dal,dal,SwaiGe00,rec_long,0,,,,,
player,201609250dal,dal,SwaiGe00,fumbles,0,,,,,
player,201609250dal,dal,SwaiGe00,fumbles_lost,0,,,,,
player,201609250dal,dal,ButlBr00,pass_cmp,0,,,,,
player,201609250dal,dal,ButlBr00,pass_att,0,,,,,
player,201609250dal,dal,ButlBr00,pass_yds,0,,,,,
player,201609250dal,dal,ButlBr00,pass_td,0,,,,,
player,201609250dal,dal,ButlBr00,pass_int,0,,,,,
player,201609250dal,dal,ButlBr00,pass_sacked,0,,,,,
player,201609250dal,dal,ButlBr00,pass_sacked_yds,0,,,,,
player,201609250dal,dal,ButlBr00,pass_long,0,,,,,
player,201609250dal,dal,ButlBr00,pass_rating,,,,,,
player,201609250dal,dal,ButlBr00,rush_att,0,,,,,
player,201609250dal,dal,ButlBr00,rush_yds,0,,,,,
player,201609250dal,dal,ButlBr00,rush_td,0,,,,,
player,201609250dal,dal,ButlBr00,rush_long,0,,,,,
player,201609250dal,dal,ButlBr00,targets,1,,,,,
player,201609250dal,dal,ButlBr00,rec,0,,,,,
player,201609250dal,dal,ButlBr00,rec_yds,0,,,,,
player,201609250dal,dal,ButlBr00,rec_td,0,,,,,
player,201609250dal,dal,ButlBr00,rec_long,0,,,,,
player,201609250dal,dal,ButlBr00,fumbles,0,,,,,
player,201609250dal,dal,ButlBr00,fumbles_lost,0,,,,,
player,201609250dal,chi,FreeJe00,def_int,0,,,,,
player,201609250dal,chi,FreeJe00,def_int_yds,0,,,,,
player,201609250dal,chi,FreeJe00,def_int_td,0,,,,,
player,201609250dal,chi,FreeJe00,def_int_long,0,,,,,
player,201609250dal,chi,FreeJe00,pass_defended,0,,,,,
player,201609250dal,chi,FreeJe00,sacks,0.0,,,,,
player,201609250dal,chi,FreeJe00,tackles_combined,12,,,,,
player,201609250dal,chi,FreeJe00,tackles_solo,7,,,,,
player,201609250dal,chi,FreeJe00,tackles_assists,5,,,,,
player,201609250dal,chi,FreeJe00,tackles_loss,0,,,,,
player,201609250dal,chi,FreeJe00,qb_hits,0,,,,,
player,201609250dal,chi,FreeJe00,fumbles_rec,0,,,,,
player,201609250dal,chi,FreeJe00,fumbles_rec_yds,0,,,,,
player,201609250dal,chi,FreeJe00,fumbles_rec_td,0,,,,,
player,201609250dal,chi,FreeJe00,fumbles_forced,0,,,,,
player,201609250dal,chi,GlenJa01,def_int,0,,,,,
player,201609250dal,chi,GlenJa01,def_int_yds,0,,,,,
player,201609250dal,chi,GlenJa01,def_int_td,0,,,,,
player,201609250dal,chi,GlenJa01,def_int_long,0,,,,,
player,201609250dal,chi,GlenJa01,pass_defended,1,,,,,
player,201609250dal,chi,GlenJa01,sacks,0.0,,,,,
player,201609250dal,chi,GlenJa01,tackles_combined,7,,,,,
player,201609250dal,chi,GlenJa01,tackles_solo,5,,,,,
player,201609250dal,chi,GlenJa01,tackles_assists,2,,,,,
player,201609250dal,chi,GlenJa01,tackles_loss,0,,,,,
player,201609250dal,chi,GlenJa01,qb_hits,0,,,,,
player,201609250dal,chi,GlenJa01,fumbles_rec,0,,,,,
player,201609250dal,chi,GlenJa01,fumbles_rec_yds,0,,,,,
player,201609250dal,chi,GlenJa01,fumbles_rec_td,0,,,,,
player,201609250dal,chi,GlenJa01,fumbles_forced,1,,,,,
player,201609250dal,chi,JoneHa02,def_int,0,,,,,
player,201609250dal,chi,JoneHa02,def_int_yds,0,,,,,
player,201609250dal,chi,JoneHa02,def_int_td,0,,,,,
player,201609250dal,chi,JoneHa02,def_int_long,0,,,,,
player,201609250dal,chi,JoneHa02,pass_defended,0,,,,,
player,201609250dal,chi,JoneHa02,sacks,0.0,,,,,
player,201609250dal,chi,JoneHa02,tackles_combined,6,,,,,
player,201609250dal,chi,JoneHa02,tackles_solo,5,,,,,
player,201609250dal,chi,JoneHa02,tackles_assists,1,,,,,
player,201609250dal,chi,JoneHa02,tackles_loss,0,,,,,
player,201609250dal,chi,JoneHa02,qb_hits,0,,,,,
player,201609250dal,chi,JoneHa02,fumbles_rec,0,,,,,
player,201609250dal,chi,JoneHa02,fumbles_rec_yds,0,,,,,
player,201609250dal,chi,JoneHa02,fumbles_rec_td,0,,,,,
player,201609250dal,chi,JoneHa02,fumbles_forced,0,,,,,
player,201609250dal,chi,FloyLe00,def_int,0,,,,,
player,201609250dal,chi,FloyLe00,def_int_yds,0,,,,,
player,201609250dal,chi,FloyLe00,def_int_td,0,,,,,
player,201609250dal,chi,FloyLe00,def_int_long,0,,,,,
player,201609250dal,chi,FloyLe00,pass_defended,0,,,,,
