game,2016,16,20161226,201612260dal,det,"Detroit Lions",21,dal,"Dallas Cowboys",42
team,201612260dal,det,First Downs,23,,,,,,
team,201612260dal,dal,First Downs,23,,,,,,
team,201612260dal,det,Rush-Yds-TDs,20-90-3,,,,,,
team,201612260dal,dal,Rush-Yds-TDs,30-164-2,,,,,,
team,201612260dal,det,Cmp-Att-Yd-TD-INT,26-46-260-0-1,,,,,,
team,201612260dal,dal,Cmp-Att-Yd-TD-INT,16-21-222-4-0,,,,,,
team,201612260dal,det,Sacked-Yards,4-31,,,,,,
team,201612260dal,dal,Sacked-Yards,1-11,,,,,,
team,201612260dal,det,Net Pass Yards,229,,,,,,
team,201612260dal,dal,Net Pass Yards,211,,,,,,
team,201612260dal,det,Total Yards,319,,,,,,
team,201612260dal,dal,Total Yards,375,,,,,,
team,201612260dal,det,Fumbles-Lost,2-1,,,,,,
team,201612260dal,dal,Fumbles-Lost,0-0,,,,,,
team,201612260dal,det,Turnovers,2,,,,,,
team,201612260dal,dal,Turnovers,0,,,,,,
team,201612260dal,det,Penalties-Yards,5-62,,,,,,
team,201612260dal,dal,Penalties-Yards,8-47,,,,,,
team,201612260dal,det,Third Down Conv.,5-12,,,,,,
team,201612260dal,dal,Third Down Conv.,4-8,,,,,,
team,201612260dal,det,Fourth Down Conv.,2-2,,,,,,
team,201612260dal,dal,Fourth Down Conv.,0-0,,,,,,
team,201612260dal,det,Time of Possession,30:43,,,,,,
team,201612260dal,dal,Time of Possession,29:17,,,,,,
player,201612260dal,det,StafMa00,pass_cmp,26,,,,,
player,201612260dal,det,StafMa00,pass_att,46,,,,,
player,201612260dal,det,StafMa00,pass_yds,260,,,,,
player,201612260dal,det,StafMa00,pass_td,0,,,,,
player,201612260dal,det,StafMa00,pass_int,1,,,,,
player,201612260dal,det,StafMa00,pass_sacked,4,,,,,
player,201612260dal,det,StafMa00,pass_sacked_yds,31,,,,,
player,201612260dal,det,StafMa00,pass_long,21,,,,,
player,201612260dal,det,StafMa00,pass_rating,63.7,,,,,
player,201612260dal,det,StafMa00,rush_att,1,,,,,
player,201612260dal,det,StafMa00,rush_yds,1,,,,,
player,201612260dal,det,StafMa00,rush_td,1,,,,,
player,201612260dal,det,StafMa00,rush_long,1,,,,,
player,201612260dal,det,StafMa00,targets,0,,,,,
player,201612260dal,det,StafMa00,rec,0,,,,,
player,201612260dal,det,StafMa00,rec_yds,0,,,,,
player,201612260dal,det,StafMa00,rec_td,0,,,,,
player,201612260dal,det,StafMa00,rec_long,0,,,,,
player,201612260dal,det,StafMa00,fumbles,1,,,,,
player,201612260dal,det,StafMa00,fumbles_lost,1,,,,,
player,201612260dal,det,ZennZa00,pass_cmp,0,,,,,
player,201612260dal,det,ZennZa00,pass_att,0,,,,,
player,201612260dal,det,ZennZa00,pass_yds,0,,,,,
player,201612260dal,det,ZennZa00,pass_td,0,,,,,
player,201612260dal,det,ZennZa00,pass_int,0,,,,,
player,201612260dal,det,ZennZa00,pass_sacked,0,,,,,
player,201612260dal,det,ZennZa00,pass_sacked_yds,0,,,,,
player,201612260dal,det,ZennZa00,pass_long,0,,,,,
player,201612260dal,det,ZennZa00,pass_rating,,,,,,
player,201612260dal,det,ZennZa00,rush_att,12,,,,,
player,201612260dal,det,ZennZa00,rush_yds,67,,,,,
player,201612260dal,det,ZennZa00,rush_td,2,,,,,
player,201612260dal,det,ZennZa00,rush_long,20,,,,,
player,201612260dal,det,ZennZa00,targets,3,,,,,
player,201612260dal,det,ZennZa00,rec,2,,,,,
player,201612260dal,det,ZennZa00,rec_yds,25,,,,,
player,201612260dal,det,ZennZa00,rec_td,0,,,,,
player,201612260dal,det,ZennZa00,rec_long,13,,,,,
player,201612260dal,det,ZennZa00,fumbles,0,,,,,
player,201612260dal,det,ZennZa00,fumbles_lost,0,,,,,
player,201612260dal,det,WashDw00,pass_cmp,0,,,,,
player,201612260dal,det,WashDw00,pass_att,0,,,,,
player,201612260dal,det,WashDw00,pass_yds,0,,,,,
player,201612260dal,det,WashDw00,pass_td,0,,,,,
player,201612260dal,det,WashDw00,pass_int,0,,,,,
player,201612260dal,det,WashDw00,pass_sacked,0,,,,,
player,201612260dal,det,WashDw00,pass_sacked_yds,0,,,,,
player,201612260dal,det,WashDw00,pass_long,0,,,,,
player,201612260dal,det,WashDw00,pass_rating,,,,,,
player,201612260dal,det,WashDw00,rush_att,7,,,,,
player,201612260dal,det,WashDw00,rush_yds,22,,,,,
player,201612260dal,det,WashDw00,rush_td,0,,,,,
player,201612260dal,det,WashDw00,rush_long,9,,,,,
player,201612260dal,det,WashDw00,targets,2,,,,,
player,201612260dal,det,WashDw00,rec,1,,,,,
player,201612260dal,det,WashDw00,rec_yds,4,,,,,
player,201612260dal,det,WashDw00,rec_td,0,,,,,
player,201612260dal,det,WashDw00,rec_long,4,,,,,
player,201612260dal,det,WashDw00,fumbles,0,,,,,
player,201612260dal,det,WashDw00,fumbles_lost,0,,,,,
player,201612260dal,det,EbroEr00,pass_cmp,0,,,,,
player,201612260dal,det,EbroEr00,pass_att,0,,,,,
player,201612260dal,det,EbroEr00,pass_yds,0,,,,,
player,201612260dal,det,EbroEr00,pass_td,0,,,,,
player,201612260dal,det,EbroEr00,pass_int,0,,,,,
player,201612260dal,det,EbroEr00,pass_sacked,0,,,,,
player,201612260dal,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201612260dal,det,EbroEr00,pass_long,0,,,,,
player,201612260dal,det,EbroEr00,pass_rating,,,,,,
player,201612260dal,det,EbroEr00,rush_att,0,,,,,
player,201612260dal,det,EbroEr00,rush_yds,0,,,,,
player,201612260dal,det,EbroEr00,rush_td,0,,,,,
player,201612260dal,det,EbroEr00,rush_long,0,,,,,
player,201612260dal,det,EbroEr00,targets,12,,,,,
player,201612260dal,det,EbroEr00,rec,8,,,,,
player,201612260dal,det,EbroEr00,rec_yds,93,,,,,
player,201612260dal,det,EbroEr00,rec_td,0,,,,,
player,201612260dal,det,EbroEr00,rec_long,21,,,,,
player,201612260dal,det,EbroEr00,fumbles,0,,,,,
player,201612260dal,det,EbroEr00,fumbles_lost,0,,,,,
player,201612260dal,det,TateGo00,pass_cmp,0,,,,,
player,201612260dal,det,TateGo00,pass_att,0,,,,,
player,201612260dal,det,TateGo00,pass_yds,0,,,,,
player,201612260dal,det,TateGo00,pass_td,0,,,,,
player,201612260dal,det,TateGo00,pass_int,0,,,,,
player,201612260dal,det,TateGo00,pass_sacked,0,,,,,
player,201612260dal,det,TateGo00,pass_sacked_yds,0,,,,,
player,201612260dal,det,TateGo00,pass_long,0,,,,,
player,201612260dal,det,TateGo00,pass_rating,,,,,,
player,201612260dal,det,TateGo00,rush_att,0,,,,,
player,201612260dal,det,TateGo00,rush_yds,0,,,,,
player,201612260dal,det,TateGo00,rush_td,0,,,,,
player,201612260dal,det,TateGo00,rush_long,0,,,,,
player,201612260dal,det,TateGo00,targets,6,,,,,
player,201612260dal,det,TateGo00,rec,6,,,,,
