game,2016,13,20161204,201612040rav,mia,"Miami Dolphins",6,rav,"Baltimore Ravens",38
team,201612040rav,mia,First Downs,16,,,,,,
team,201612040rav,rav,First Downs,28,,,,,,
team,201612040rav,mia,Rush-Yds-TDs,16-62-0,,,,,,
team,201612040rav,rav,Rush-Yds-TDs,20-110-1,,,,,,
team,201612040rav,mia,Cmp-Att-Yd-TD-INT,29-40-226-1-3,,,,,,
team,201612040rav,rav,Cmp-Att-Yd-TD-INT,37-50-386-4-1,,,,,,
team,201612040rav,mia,Sacked-Yards,2-11,,,,,,
team,201612040rav,rav,Sacked-Yards,0-0,,,,,,
team,201612040rav,mia,Net Pass Yards,215,,,,,,
team,201612040rav,rav,Net Pass Yards,386,,,,,,
team,201612040rav,mia,Total Yards,277,,,,,,
team,201612040rav,rav,Total Yards,496,,,,,,
team,201612040rav,mia,Fumbles-Lost,2-0,,,,,,
team,201612040rav,rav,Fumbles-Lost,1-1,,,,,,
team,201612040rav,mia,Turnovers,3,,,,,,
team,201612040rav,rav,Turnovers,2,,,,,,
team,201612040rav,mia,Penalties-Yards,7-57,,,,,,
team,201612040rav,rav,Penalties-Yards,7-68,,,,,,
team,201612040rav,mia,Third Down Conv.,4-13,,,,,,
team,201612040rav,rav,Third Down Conv.,5-11,,,,,,
team,201612040rav,mia,Fourth Down Conv.,0-0,,,,,,
team,201612040rav,rav,Fourth Down Conv.,2-2,,,,,,
team,201612040rav,mia,Time of Possession,30:46,,,,,,
team,201612040rav,rav,Time of Possession,29:14,,,,,,
player,201612040rav,mia,TannRy00,pass_cmp,29,,,,,
player,201612040rav,mia,TannRy00,pass_att,40,,,,,
player,201612040rav,mia,TannRy00,pass_yds,226,,,,,
player,201612040rav,mia,TannRy00,pass_td,1,,,,,
player,201612040rav,mia,TannRy00,pass_int,3,,,,,
player,201612040rav,mia,TannRy00,pass_sacked,2,,,,,
player,201612040rav,mia,TannRy00,pass_sacked_yds,11,,,,,
player,201612040rav,mia,TannRy00,pass_long,26,,,,,
player,201612040rav,mia,TannRy00,pass_rating,63.1,,,,,
player,201612040rav,mia,TannRy00,rush_att,1,,,,,
player,201612040rav,mia,TannRy00,rush_yds,0,,,,,
player,201612040rav,mia,TannRy00,rush_td,0,,,,,
player,201612040rav,mia,TannRy00,rush_long,0,,,,,
player,201612040rav,mia,TannRy00,targets,0,,,,,
player,201612040rav,mia,TannRy00,rec,0,,,,,
player,201612040rav,mia,TannRy00,rec_yds,0,,,,,
player,201612040rav,mia,TannRy00,rec_td,0,,,,,
player,201612040rav,mia,TannRy00,rec_long,0,,,,,
player,201612040rav,mia,TannRy00,fumbles,1,,,,,
player,201612040rav,mia,TannRy00,fumbles_lost,0,,,,,
player,201612040rav,mia,AjayJa00,pass_cmp,0,,,,,
player,201612040rav,mia,AjayJa00,pass_att,0,,,,,
player,201612040rav,mia,AjayJa00,pass_yds,0,,,,,
player,201612040rav,mia,AjayJa00,pass_td,0,,,,,
player,201612040rav,mia,AjayJa00,pass_int,0,,,,,
player,201612040rav,mia,AjayJa00,pass_sacked,0,,,,,
player,201612040rav,mia,AjayJa00,pass_sacked_yds,0,,,,,
player,201612040rav,mia,AjayJa00,pass_long,0,,,,,
player,201612040rav,mia,AjayJa00,pass_rating,,,,,,
player,201612040rav,mia,AjayJa00,rush_att,12,,,,,
player,201612040rav,mia,AjayJa00,rush_yds,61,,,,,
player,201612040rav,mia,AjayJa00,rush_td,0,,,,,
player,201612040rav,mia,AjayJa00,rush_long,19,,,,,
player,201612040rav,mia,AjayJa00,targets,7,,,,,
player,201612040rav,mia,AjayJa00,rec,6,,,,,
player,201612040rav,mia,AjayJa00,rec_yds,26,,,,,
player,201612040rav,mia,AjayJa00,rec_td,0,,,,,
player,201612040rav,mia,AjayJa00,rec_long,13,,,,,
player,201612040rav,mia,AjayJa00,fumbles,0,,,,,
player,201612040rav,mia,AjayJa00,fumbles_lost,0,,,,,
player,201612040rav,mia,WillDa05,pass_cmp,0,,,,,
