game,2016,3,20160925,201609250oti,rai,"Oakland Raiders",17,oti,"Tennessee Titans",10
player,201609250oti,rai,WalfCl00,rush_long,0,,,,,
player,201609250oti,rai,WalfCl00,targets,3,,,,,
player,201609250oti,rai,WalfCl00,rec,2,,,,,
player,201609250oti,rai,WalfCl00,rec_yds,27,,,,,
player,201609250oti,rai,WalfCl00,rec_td,0,,,,,
player,201609250oti,rai,WalfCl00,rec_long,21,,,,,
player,201609250oti,rai,WalfCl00,fumbles,0,,,,,
player,201609250oti,rai,WalfCl00,fumbles_lost,0,,,,,
player,201609250oti,rai,RobeSe00,pass_cmp,0,,,,,
player,201609250oti,rai,RobeSe00,pass_att,0,,,,,
player,201609250oti,rai,RobeSe00,pass_yds,0,,,,,
player,201609250oti,rai,RobeSe00,pass_td,0,,,,,
player,201609250oti,rai,RobeSe00,pass_int,0,,,,,
player,201609250oti,rai,RobeSe00,pass_sacked,,,,,,
player,201609250oti,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201609250oti,rai,RobeSe00,pass_long,0,,,,,
player,201609250oti,rai,RobeSe00,pass_rating,,,,,,
player,201609250oti,rai,RobeSe00,rush_att,0,,,,,
player,201609250oti,rai,RobeSe00,rush_yds,0,,,,,
player,201609250oti,rai,RobeSe00,rush_td,0,,,,,
player,201609250oti,rai,RobeSe00,rush_long,0,,,,,
player,201609250oti,rai,RobeSe00,targets,6,,,,,
player,201609250oti,rai,RobeSe00,rec,2,,,,,
player,201609250oti,rai,RobeSe00,rec_yds,27,,,,,
player,201609250oti,rai,RobeSe00,rec_td,1,,,,,
player,201609250oti,rai,RobeSe00,rec_long,19,,,,,
player,201609250oti,rai,RobeSe00,fumbles,0,,,,,
player,201609250oti,rai,RobeSe00,fumbles_lost,0,,,,,
player,201609250oti,rai,HolmAn00,pass_cmp,0,,,,,
player,201609250oti,rai,HolmAn00,pass_att,0,,,,,
player,201609250oti,rai,HolmAn00,pass_yds,0,,,,,
player,201609250oti,rai,HolmAn00,pass_td,0,,,,,
player,201609250oti,rai,HolmAn00,pass_int,0,,,,,
player,201609250oti,rai,HolmAn00,pass_sacked,,,,,,
player,201609250oti,rai,HolmAn00,pass_sacked_yds,0,,,,,
player,201609250oti,rai,HolmAn00,pass_long,0,,,,,
player,201609250oti,rai,HolmAn00,pass_rating,,,,,,
player,201609250oti,rai,HolmAn00,rush_att,0,,,,,
player,201609250oti,rai,HolmAn00,rush_yds,0,,,,,
player,201609250oti,rai,HolmAn00,rush_td,0,,,,,
player,201609250oti,rai,HolmAn00,rush_long,0,,,,,
player,201609250oti,rai,HolmAn00,targets,1,,,,,
player,201609250oti,rai,HolmAn00,rec,1,,,,,
player,201609250oti,rai,HolmAn00,rec_yds,8,,,,,
player,201609250oti,rai,HolmAn00,rec_td,0,,,,,
player,201609250oti,rai,HolmAn00,rec_long,8,,,,,
player,201609250oti,rai,HolmAn00,fumbles,0,,,,,
player,201609250oti,rai,HolmAn00,fumbles_lost,0,,,,,
player,201609250oti,rai,SmitLe00,pass_cmp,0,,,,,
player,201609250oti,rai,SmitLe00,pass_att,0,,,,,
player,201609250oti,rai,SmitLe00,pass_yds,0,,,,,
player,201609250oti,rai,SmitLe00,pass_td,0,,,,,
player,201609250oti,rai,SmitLe00,pass_int,0,,,,,
player,201609250oti,rai,SmitLe00,pass_sacked,,,,,,
player,201609250oti,rai,SmitLe00,pass_sacked_yds,0,,,,,
player,201609250oti,rai,SmitLe00,pass_long,0,,,,,
player,201609250oti,rai,SmitLe00,pass_rating,,,,,,
player,201609250oti,rai,SmitLe00,rush_att,0,,,,,
player,201609250oti,rai,SmitLe00,rush_yds,0,,,,,
player,201609250oti,rai,SmitLe00,rush_td,0,,,,,
player,201609250oti,rai,SmitLe00,rush_long,0,,,,,
player,201609250oti,rai,SmitLe00,targets,1,,,,,
player,201609250oti,rai,SmitLe00,rec,1,,,,,
player,201609250oti,rai,SmitLe00,rec_yds,4,,,,,
player,201609250oti,rai,SmitLe00,rec_td,0,,,,,
player,201609250oti,rai,SmitLe00,rec_long,4,,,,,
player,201609250oti,rai,SmitLe00,fumbles,0,,,,,
player,201609250oti,rai,SmitLe00,fumbles_lost,0,,,,,
player,201609250oti,rai,OlawJa00,pass_cmp,0,,,,,
player,201609250oti,rai,OlawJa00,pass_att,0,,,,,
player,201609250oti,rai,OlawJa00,pass_yds,0,,,,,
player,201609250oti,rai,OlawJa00,pass_td,0,,,,,
player,201609250oti,rai,OlawJa00,pass_int,0,,,,,
player,201609250oti,rai,OlawJa00,pass_sacked,,,,,,
player,201609250oti,rai,OlawJa00,pass_sacked_yds,0,,,,,
player,201609250oti,rai,OlawJa00,pass_long,0,,,,,
player,201609250oti,rai,OlawJa00,pass_rating,,,,,,
player,201609250oti,rai,OlawJa00,rush_att,1,,,,,
player,201609250oti,rai,OlawJa00,rush_yds,0,,,,,
player,201609250oti,rai,OlawJa00,rush_td,0,,,,,
player,201609250oti,rai,OlawJa00,rush_long,0,,,,,
player,201609250oti,rai,OlawJa00,targets,1,,,,,
player,201609250oti,rai,OlawJa00,rec,0,,,,,
player,201609250oti,rai,OlawJa00,rec_yds,0,,,,,
player,201609250oti,rai,OlawJa00,rec_td,0,,,,,
player,201609250oti,rai,OlawJa00,rec_long,0,,,,,
player,201609250oti,rai,OlawJa00,fumbles,0,,,,,
player,201609250oti,rai,OlawJa00,fumbles_lost,0,,,,,
player,201609250oti,oti,MariMa01,pass_cmp,17,,,,,
player,201609250oti,oti,MariMa01,pass_att,33,,,,,
player,201609250oti,oti,MariMa01,pass_yds,214,,,,,
player,201609250oti,oti,MariMa01,pass_td,0,,,,,
player,201609250oti,oti,MariMa01,pass_int,2,,,,,
player,201609250oti,oti,MariMa01,pass_sacked,1,,,,,
player,201609250oti,oti,MariMa01,pass_sacked_yds,2,,,,,
player,201609250oti,oti,MariMa01,pass_long,26,,,,,
player,201609250oti,oti,MariMa01,pass_rating,46.8,,,,,
player,201609250oti,oti,MariMa01,rush_att,3,,,,,
player,201609250oti,oti,MariMa01,rush_yds,22,,,,,
player,201609250oti,oti,MariMa01,rush_td,0,,,,,
player,201609250oti,oti,MariMa01,rush_long,9,,,,,
player,201609250oti,oti,MariMa01,targets,0,,,,,
player,201609250oti,oti,MariMa01,rec,0,,,,,
player,201609250oti,oti,MariMa01,rec_yds,0,,,,,
player,201609250oti,oti,MariMa01,rec_td,0,,,,,
player,201609250oti,oti,MariMa01,rec_long,0,,,,,
player,201609250oti,oti,MariMa01,fumbles,2,,,,,
player,201609250oti,oti,MariMa01,fumbles_lost,1,,,,,
player,201609250oti,oti,MurrDe00,pass_cmp,0,,,,,
player,201609250oti,oti,MurrDe00,pass_att,0,,,,,
player,201609250oti,oti,MurrDe00,pass_yds,0,,,,,
player,201609250oti,oti,MurrDe00,pass_td,0,,,,,
player,201609250oti,oti,MurrDe00,pass_int,0,,,,,
player,201609250oti,oti,MurrDe00,pass_sacked,0,,,,,
player,201609250oti,oti,MurrDe00,pass_sacked_yds,0,,,,,
player,201609250oti,oti,MurrDe00,pass_long,0,,,,,
player,201609250oti,oti,MurrDe00,pass_rating,,,,,,
player,201609250oti,oti,MurrDe00,rush_att,16,,,,,
player,201609250oti,oti,MurrDe00,rush_yds,114,,,,,
player,201609250oti,oti,MurrDe00,rush_td,1,,,,,
player,201609250oti,oti,MurrDe00,rush_long,36,,,,,
player,201609250oti,oti,MurrDe00,targets,5,,,,,
player,201609250oti,oti,MurrDe00,rec,5,,,,,
player,201609250oti,oti,MurrDe00,rec_yds,41,,,,,
player,201609250oti,oti,MurrDe00,rec_td,0,,,,,
player,201609250oti,oti,MurrDe00,rec_long,16,,,,,
player,201609250oti,oti,MurrDe00,fumbles,0,,,,,
player,201609250oti,oti,MurrDe00,fumbles_lost,0,,,,,
player,201609250oti,oti,HenrDe00,pass_cmp,0,,,,,
player,201609250oti,oti,HenrDe00,pass_att,0,,,,,
player,201609250oti,oti,HenrDe00,pass_yds,0,,,,,
player,201609250oti,oti,HenrDe00,pass_td,0,,,,,
player,201609250oti,oti,HenrDe00,pass_int,0,,,,,
player,201609250oti,oti,HenrDe00,pass_sacked,0,,,,,
player,201609250oti,oti,HenrDe00,pass_sacked_yds,0,,,,,
player,201609250oti,oti,HenrDe00,pass_long,0,,,,,
player,201609250oti,oti,HenrDe00,pass_rating,,,,,,
player,201609250oti,oti,HenrDe00,rush_att,10,,,,,
player,201609250oti,oti,HenrDe00,rush_yds,45,,,,,
player,201609250oti,oti,HenrDe00,rush_td,0,,,,,
player,201609250oti,oti,HenrDe00,rush_long,13,,,,,
player,201609250oti,oti,HenrDe00,targets,0,,,,,
player,201609250oti,oti,HenrDe00,rec,0,,,,,
player,201609250oti,oti,HenrDe00,rec_yds,0,,,,,
player,201609250oti,oti,HenrDe00,rec_td,0,,,,,
player,201609250oti,oti,HenrDe00,rec_long,0,,,,,
player,201609250oti,oti,HenrDe00,fumbles,0,,,,,
player,201609250oti,oti,HenrDe00,fumbles_lost,0,,,,,
player,201609250oti,oti,AmarJa00,pass_cmp,0,,,,,
player,201609250oti,oti,AmarJa00,pass_att,0,,,,,
player,201609250oti,oti,AmarJa00,pass_yds,0,,,,,
player,201609250oti,oti,AmarJa00,pass_td,0,,,,,
player,201609250oti,oti,AmarJa00,pass_int,0,,,,,
player,201609250oti,oti,AmarJa00,pass_sacked,0,,,,,
player,201609250oti,oti,AmarJa00,pass_sacked_yds,0,,,,,
player,201609250oti,oti,AmarJa00,pass_long,0,,,,,
player,201609250oti,oti,AmarJa00,pass_rating,,,,,,
player,201609250oti,oti,AmarJa00,rush_att,0,,,,,
player,201609250oti,oti,AmarJa00,rush_yds,0,,,,,
player,201609250oti,oti,AmarJa00,rush_td,0,,,,,
player,201609250oti,oti,AmarJa00,rush_long,0,,,,,
player,201609250oti,oti,AmarJa00,targets,4,,,,,
player,201609250oti,oti,AmarJa00,rec,3,,,,,
player,201609250oti,oti,AmarJa00,rec_yds,59,,,,,
player,201609250oti,oti,AmarJa00,rec_td,0,,,,,
player,201609250oti,oti,AmarJa00,rec_long,26,,,,,
player,201609250oti,oti,AmarJa00,fumbles,0,,,,,
player,201609250oti,oti,AmarJa00,fumbles_lost,0,,,,,
player,201609250oti,oti,SharTa00,pass_cmp,0,,,,,
player,201609250oti,oti,SharTa00,pass_att,0,,,,,
player,201609250oti,oti,SharTa00,pass_yds,0,,,,,
player,201609250oti,oti,SharTa00,pass_td,0,,,,,
player,201609250oti,oti,SharTa00,pass_int,0,,,,,
player,201609250oti,oti,SharTa00,pass_sacked,0,,,,,
player,201609250oti,oti,SharTa00,pass_sacked_yds,0,,,,,
player,201609250oti,oti,SharTa00,pass_long,0,,,,,
player,201609250oti,oti,SharTa00,pass_rating,,,,,,
player,201609250oti,oti,SharTa00,rush_att,0,,,,,
player,201609250oti,oti,SharTa00,rush_yds,0,,,,,
player,201609250oti,oti,SharTa00,rush_td,0,,,,,
player,201609250oti,oti,SharTa00,rush_long,0,,,,,
player,201609250oti,oti,SharTa00,targets,7,,,,,
player,201609250oti,oti,SharTa00,rec,3,,,,,
player,201609250oti,oti,SharTa00,rec_yds,48,,,,,
player,201609250oti,oti,SharTa00,rec_td,0,,,,,
player,201609250oti,oti,SharTa00,rec_long,23,,,,,
player,201609250oti,oti,SharTa00,fumbles,0,,,,,
player,201609250oti,oti,SharTa00,fumbles_lost,0,,,,,
player,201609250oti,oti,MattRi00,pass_cmp,0,,,,,
player,201609250oti,oti,MattRi00,pass_att,0,,,,,
player,201609250oti,oti,MattRi00,pass_yds,0,,,,,
player,201609250oti,oti,MattRi00,pass_td,0,,,,,
player,201609250oti,oti,MattRi00,pass_int,0,,,,,
player,201609250oti,oti,MattRi00,pass_sacked,0,,,,,
player,201609250oti,oti,MattRi00,pass_sacked_yds,0,,,,,
player,201609250oti,oti,MattRi00,pass_long,0,,,,,
player,201609250oti,oti,MattRi00,pass_rating,,,,,,
player,201609250oti,oti,MattRi00,rush_att,0,,,,,
player,201609250oti,oti,MattRi00,rush_yds,0,,,,,
player,201609250oti,oti,MattRi00,rush_td,0,,,,,
player,201609250oti,oti,MattRi00,rush_long,0,,,,,
player,201609250oti,oti,MattRi00,targets,8,,,,,
player,201609250oti,oti,MattRi00,rec,3,,,,,
player,201609250oti,oti,MattRi00,rec_yds,32,,,,,
player,201609250oti,oti,MattRi00,rec_td,0,,,,,
player,201609250oti,oti,MattRi00,rec_long,14,,,,,
player,201609250oti,oti,MattRi00,fumbles,0,,,,,
player,201609250oti,oti,MattRi00,fumbles_lost,0,,,,,
player,201609250oti,oti,DougHa00,pass_cmp,0,,,,,
player,201609250oti,oti,DougHa00,pass_att,0,,,,,
player,201609250oti,oti,DougHa00,pass_yds,0,,,,,
player,201609250oti,oti,DougHa00,pass_td,0,,,,,
player,201609250oti,oti,DougHa00,pass_int,0,,,,,
player,201609250oti,oti,DougHa00,pass_sacked,0,,,,,
player,201609250oti,oti,DougHa00,pass_sacked_yds,0,,,,,
player,201609250oti,oti,DougHa00,pass_long,0,,,,,
player,201609250oti,oti,DougHa00,pass_rating,,,,,,
player,201609250oti,oti,DougHa00,rush_att,0,,,,,
player,201609250oti,oti,DougHa00,rush_yds,0,,,,,
player,201609250oti,oti,DougHa00,rush_td,0,,,,,
player,201609250oti,oti,DougHa00,rush_long,0,,,,,
player,201609250oti,oti,DougHa00,targets,4,,,,,
player,201609250oti,oti,DougHa00,rec,2,,,,,
player,201609250oti,oti,DougHa00,rec_yds,20,,,,,
player,201609250oti,oti,DougHa00,rec_td,0,,,,,
player,201609250oti,oti,DougHa00,rec_long,25,,,,,
player,201609250oti,oti,DougHa00,fumbles,0,,,,,
player,201609250oti,oti,DougHa00,fumbles_lost,0,,,,,
player,201609250oti,oti,FowlJa00,pass_cmp,0,,,,,
player,201609250oti,oti,FowlJa00,pass_att,0,,,,,
player,201609250oti,oti,FowlJa00,pass_yds,0,,,,,
player,201609250oti,oti,FowlJa00,pass_td,0,,,,,
player,201609250oti,oti,FowlJa00,pass_int,0,,,,,
player,201609250oti,oti,FowlJa00,pass_sacked,0,,,,,
player,201609250oti,oti,FowlJa00,pass_sacked_yds,0,,,,,
player,201609250oti,oti,FowlJa00,pass_long,0,,,,,
player,201609250oti,oti,FowlJa00,pass_rating,,,,,,
player,201609250oti,oti,FowlJa00,rush_att,0,,,,,
player,201609250oti,oti,FowlJa00,rush_yds,0,,,,,
player,201609250oti,oti,FowlJa00,rush_td,0,,,,,
player,201609250oti,oti,FowlJa00,rush_long,0,,,,,
player,201609250oti,oti,FowlJa00,targets,1,,,,,
player,201609250oti,oti,FowlJa00,rec,1,,,,,
player,201609250oti,oti,FowlJa00,rec_yds,14,,,,,
player,201609250oti,oti,FowlJa00,rec_td,0,,,,,
player,201609250oti,oti,FowlJa00,rec_long,14,,,,,
player,201609250oti,oti,FowlJa00,fumbles,0,,,,,
player,201609250oti,oti,FowlJa00,fumbles_lost,0,,,,,
player,201609250oti,oti,JohnAn02,pass_cmp,0,,,,,
player,201609250oti,oti,JohnAn02,pass_att,0,,,,,
player,201609250oti,oti,JohnAn02,pass_yds,0,,,,,
player,201609250oti,oti,JohnAn02,pass_td,0,,,,,
player,201609250oti,oti,JohnAn02,pass_int,0,,,,,
player,201609250oti,oti,JohnAn02,pass_sacked,0,,,,,
player,201609250oti,oti,JohnAn02,pass_sacked_yds,0,,,,,
player,201609250oti,oti,JohnAn02,pass_long,0,,,,,
player,201609250oti,oti,JohnAn02,pass_rating,,,,,,
player,201609250oti,oti,JohnAn02,rush_att,0,,,,,
player,201609250oti,oti,JohnAn02,rush_yds,0,,,,,
player,201609250oti,oti,JohnAn02,rush_td,0,,,,,
player,201609250oti,oti,JohnAn02,rush_long,0,,,,,
player,201609250oti,oti,JohnAn02,targets,3,,,,,
player,201609250oti,oti,JohnAn02,rec,0,,,,,
player,201609250oti,oti,JohnAn02,rec_yds,0,,,,,
player,201609250oti,oti,JohnAn02,rec_td,0,,,,,
player,201609250oti,oti,JohnAn02,rec_long,0,,,,,
player,201609250oti,oti,JohnAn02,fumbles,0,,,,,
player,201609250oti,oti,JohnAn02,fumbles_lost,0,,,,,
player,201609250oti,oti,SupePh00,pass_cmp,0,,,,,
player,201609250oti,oti,SupePh00,pass_att,0,,,,,
player,201609250oti,oti,SupePh00,pass_yds,0,,,,,
player,201609250oti,oti,SupePh00,pass_td,0,,,,,
player,201609250oti,oti,SupePh00,pass_int,0,,,,,
player,201609250oti,oti,SupePh00,pass_sacked,0,,,,,
player,201609250oti,oti,SupePh00,pass_sacked_yds,0,,,,,
player,201609250oti,oti,SupePh00,pass_long,0,,,,,
player,201609250oti,oti,SupePh00,pass_rating,,,,,,
player,201609250oti,oti,SupePh00,rush_att,0,,,,,
player,201609250oti,oti,SupePh00,rush_yds,0,,,,,
player,201609250oti,oti,SupePh00,rush_td,0,,,,,
player,201609250oti,oti,SupePh00,rush_long,0,,,,,
player,201609250oti,oti,SupePh00,targets,1,,,,,
player,201609250oti,oti,SupePh00,rec,0,,,,,
player,201609250oti,oti,SupePh00,rec_yds,0,,,,,
