game,2016,8,20161030,201610300car,crd,"Arizona Cardinals",20,car,"Carolina Panthers",30
player,201610300car,crd,NelsJJ00,rec_long,19,,,,,
player,201610300car,crd,NelsJJ00,fumbles,0,,,,,
player,201610300car,crd,NelsJJ00,fumbles_lost,0,,,,,
player,201610300car,crd,FitzLa00,pass_cmp,0,,,,,
player,201610300car,crd,FitzLa00,pass_att,0,,,,,
player,201610300car,crd,FitzLa00,pass_yds,0,,,,,
player,201610300car,crd,FitzLa00,pass_td,0,,,,,
player,201610300car,crd,FitzLa00,pass_int,0,,,,,
player,201610300car,crd,FitzLa00,pass_sacked,0,,,,,
player,201610300car,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201610300car,crd,FitzLa00,pass_long,0,,,,,
player,201610300car,crd,FitzLa00,pass_rating,,,,,,
player,201610300car,crd,FitzLa00,rush_att,0,,,,,
player,201610300car,crd,FitzLa00,rush_yds,0,,,,,
player,201610300car,crd,FitzLa00,rush_td,0,,,,,
player,201610300car,crd,FitzLa00,rush_long,0,,,,,
player,201610300car,crd,FitzLa00,targets,11,,,,,
player,201610300car,crd,FitzLa00,rec,10,,,,,
player,201610300car,crd,FitzLa00,rec_yds,74,,,,,
player,201610300car,crd,FitzLa00,rec_td,0,,,,,
player,201610300car,crd,FitzLa00,rec_long,11,,,,,
player,201610300car,crd,FitzLa00,fumbles,0,,,,,
player,201610300car,crd,FitzLa00,fumbles_lost,0,,,,,
player,201610300car,crd,BrowJo02,pass_cmp,0,,,,,
player,201610300car,crd,BrowJo02,pass_att,0,,,,,
player,201610300car,crd,BrowJo02,pass_yds,0,,,,,
player,201610300car,crd,BrowJo02,pass_td,0,,,,,
player,201610300car,crd,BrowJo02,pass_int,0,,,,,
player,201610300car,crd,BrowJo02,pass_sacked,0,,,,,
player,201610300car,crd,BrowJo02,pass_sacked_yds,0,,,,,
player,201610300car,crd,BrowJo02,pass_long,0,,,,,
player,201610300car,crd,BrowJo02,pass_rating,,,,,,
player,201610300car,crd,BrowJo02,rush_att,0,,,,,
player,201610300car,crd,BrowJo02,rush_yds,0,,,,,
player,201610300car,crd,BrowJo02,rush_td,0,,,,,
player,201610300car,crd,BrowJo02,rush_long,0,,,,,
player,201610300car,crd,BrowJo02,targets,4,,,,,
player,201610300car,crd,BrowJo02,rec,4,,,,,
player,201610300car,crd,BrowJo02,rec_yds,49,,,,,
player,201610300car,crd,BrowJo02,rec_td,1,,,,,
player,201610300car,crd,BrowJo02,rec_long,17,,,,,
player,201610300car,crd,BrowJo02,fumbles,0,,,,,
player,201610300car,crd,BrowJo02,fumbles_lost,0,,,,,
player,201610300car,crd,GresJe00,pass_cmp,0,,,,,
player,201610300car,crd,GresJe00,pass_att,0,,,,,
player,201610300car,crd,GresJe00,pass_yds,0,,,,,
player,201610300car,crd,GresJe00,pass_td,0,,,,,
player,201610300car,crd,GresJe00,pass_int,0,,,,,
player,201610300car,crd,GresJe00,pass_sacked,0,,,,,
player,201610300car,crd,GresJe00,pass_sacked_yds,0,,,,,
player,201610300car,crd,GresJe00,pass_long,0,,,,,
player,201610300car,crd,GresJe00,pass_rating,,,,,,
player,201610300car,crd,GresJe00,rush_att,0,,,,,
player,201610300car,crd,GresJe00,rush_yds,0,,,,,
player,201610300car,crd,GresJe00,rush_td,0,,,,,
player,201610300car,crd,GresJe00,rush_long,0,,,,,
player,201610300car,crd,GresJe00,targets,5,,,,,
player,201610300car,crd,GresJe00,rec,3,,,,,
player,201610300car,crd,GresJe00,rec_yds,32,,,,,
player,201610300car,crd,GresJe00,rec_td,0,,,,,
player,201610300car,crd,GresJe00,rec_long,19,,,,,
player,201610300car,crd,GresJe00,fumbles,0,,,,,
player,201610300car,crd,GresJe00,fumbles_lost,0,,,,,
player,201610300car,crd,GoldBr00,pass_cmp,0,,,,,
player,201610300car,crd,GoldBr00,pass_att,0,,,,,
player,201610300car,crd,GoldBr00,pass_yds,0,,,,,
player,201610300car,crd,GoldBr00,pass_td,0,,,,,
player,201610300car,crd,GoldBr00,pass_int,0,,,,,
player,201610300car,crd,GoldBr00,pass_sacked,0,,,,,
player,201610300car,crd,GoldBr00,pass_sacked_yds,0,,,,,
player,201610300car,crd,GoldBr00,pass_long,0,,,,,
player,201610300car,crd,GoldBr00,pass_rating,,,,,,
player,201610300car,crd,GoldBr00,rush_att,0,,,,,
player,201610300car,crd,GoldBr00,rush_yds,0,,,,,
player,201610300car,crd,GoldBr00,rush_td,0,,,,,
player,201610300car,crd,GoldBr00,rush_long,0,,,,,
player,201610300car,crd,GoldBr00,targets,2,,,,,
player,201610300car,crd,GoldBr00,rec,2,,,,,
player,201610300car,crd,GoldBr00,rec_yds,29,,,,,
player,201610300car,crd,GoldBr00,rec_td,0,,,,,
player,201610300car,crd,GoldBr00,rec_long,17,,,,,
player,201610300car,crd,GoldBr00,fumbles,0,,,,,
player,201610300car,crd,GoldBr00,fumbles_lost,0,,,,,
player,201610300car,crd,ElliAn00,pass_cmp,0,,,,,
player,201610300car,crd,ElliAn00,pass_att,0,,,,,
player,201610300car,crd,ElliAn00,pass_yds,0,,,,,
player,201610300car,crd,ElliAn00,pass_td,0,,,,,
player,201610300car,crd,ElliAn00,pass_int,0,,,,,
player,201610300car,crd,ElliAn00,pass_sacked,0,,,,,
player,201610300car,crd,ElliAn00,pass_sacked_yds,0,,,,,
player,201610300car,crd,ElliAn00,pass_long,0,,,,,
player,201610300car,crd,ElliAn00,pass_rating,,,,,,
player,201610300car,crd,ElliAn00,rush_att,0,,,,,
player,201610300car,crd,ElliAn00,rush_yds,0,,,,,
player,201610300car,crd,ElliAn00,rush_td,0,,,,,
player,201610300car,crd,ElliAn00,rush_long,0,,,,,
player,201610300car,crd,ElliAn00,targets,1,,,,,
player,201610300car,crd,ElliAn00,rec,1,,,,,
player,201610300car,crd,ElliAn00,rec_yds,16,,,,,
player,201610300car,crd,ElliAn00,rec_td,0,,,,,
player,201610300car,crd,ElliAn00,rec_long,16,,,,,
player,201610300car,crd,ElliAn00,fumbles,0,,,,,
player,201610300car,crd,ElliAn00,fumbles_lost,0,,,,,
player,201610300car,crd,MomaIf00,pass_cmp,0,,,,,
player,201610300car,crd,MomaIf00,pass_att,0,,,,,
player,201610300car,crd,MomaIf00,pass_yds,0,,,,,
player,201610300car,crd,MomaIf00,pass_td,0,,,,,
player,201610300car,crd,MomaIf00,pass_int,0,,,,,
player,201610300car,crd,MomaIf00,pass_sacked,0,,,,,
player,201610300car,crd,MomaIf00,pass_sacked_yds,0,,,,,
player,201610300car,crd,MomaIf00,pass_long,0,,,,,
player,201610300car,crd,MomaIf00,pass_rating,,,,,,
player,201610300car,crd,MomaIf00,rush_att,0,,,,,
player,201610300car,crd,MomaIf00,rush_yds,0,,,,,
player,201610300car,crd,MomaIf00,rush_td,0,,,,,
player,201610300car,crd,MomaIf00,rush_long,0,,,,,
player,201610300car,crd,MomaIf00,targets,1,,,,,
player,201610300car,crd,MomaIf00,rec,0,,,,,
player,201610300car,crd,MomaIf00,rec_yds,0,,,,,
player,201610300car,crd,MomaIf00,rec_td,0,,,,,
player,201610300car,crd,MomaIf00,rec_long,0,,,,,
player,201610300car,crd,MomaIf00,fumbles,0,,,,,
player,201610300car,crd,MomaIf00,fumbles_lost,0,,,,,
player,201610300car,car,NewtCa00,pass_cmp,14,,,,,
player,201610300car,car,NewtCa00,pass_att,27,,,,,
player,201610300car,car,NewtCa00,pass_yds,212,,,,,
player,201610300car,car,NewtCa00,pass_td,0,,,,,
player,201610300car,car,NewtCa00,pass_int,0,,,,,
player,201610300car,car,NewtCa00,pass_sacked,1,,,,,
player,201610300car,car,NewtCa00,pass_sacked_yds,4,,,,,
player,201610300car,car,NewtCa00,pass_long,50,,,,,
player,201610300car,car,NewtCa00,pass_rating,78.0,,,,,
player,201610300car,car,NewtCa00,rush_att,7,,,,,
player,201610300car,car,NewtCa00,rush_yds,43,,,,,
player,201610300car,car,NewtCa00,rush_td,0,,,,,
player,201610300car,car,NewtCa00,rush_long,19,,,,,
player,201610300car,car,NewtCa00,targets,0,,,,,
player,201610300car,car,NewtCa00,rec,0,,,,,
player,201610300car,car,NewtCa00,rec_yds,0,,,,,
player,201610300car,car,NewtCa00,rec_td,0,,,,,
player,201610300car,car,NewtCa00,rec_long,0,,,,,
player,201610300car,car,NewtCa00,fumbles,0,,,,,
player,201610300car,car,NewtCa00,fumbles_lost,0,,,,,
player,201610300car,car,StewJo00,pass_cmp,0,,,,,
player,201610300car,car,StewJo00,pass_att,0,,,,,
player,201610300car,car,StewJo00,pass_yds,0,,,,,
player,201610300car,car,StewJo00,pass_td,0,,,,,
player,201610300car,car,StewJo00,pass_int,0,,,,,
player,201610300car,car,StewJo00,pass_sacked,0,,,,,
player,201610300car,car,StewJo00,pass_sacked_yds,0,,,,,
player,201610300car,car,StewJo00,pass_long,0,,,,,
player,201610300car,car,StewJo00,pass_rating,,,,,,
player,201610300car,car,StewJo00,rush_att,25,,,,,
player,201610300car,car,StewJo00,rush_yds,95,,,,,
player,201610300car,car,StewJo00,rush_td,2,,,,,
player,201610300car,car,StewJo00,rush_long,19,,,,,
player,201610300car,car,StewJo00,targets,2,,,,,
player,201610300car,car,StewJo00,rec,1,,,,,
player,201610300car,car,StewJo00,rec_yds,25,,,,,
player,201610300car,car,StewJo00,rec_td,0,,,,,
player,201610300car,car,StewJo00,rec_long,25,,,,,
player,201610300car,car,StewJo00,fumbles,1,,,,,
player,201610300car,car,StewJo00,fumbles_lost,1,,,,,
player,201610300car,car,TolbMi00,pass_cmp,0,,,,,
player,201610300car,car,TolbMi00,pass_att,0,,,,,
player,201610300car,car,TolbMi00,pass_yds,0,,,,,
player,201610300car,car,TolbMi00,pass_td,0,,,,,
player,201610300car,car,TolbMi00,pass_int,0,,,,,
player,201610300car,car,TolbMi00,pass_sacked,0,,,,,
player,201610300car,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201610300car,car,TolbMi00,pass_long,0,,,,,
player,201610300car,car,TolbMi00,pass_rating,,,,,,
player,201610300car,car,TolbMi00,rush_att,2,,,,,
player,201610300car,car,TolbMi00,rush_yds,2,,,,,
player,201610300car,car,TolbMi00,rush_td,0,,,,,
player,201610300car,car,TolbMi00,rush_long,2,,,,,
player,201610300car,car,TolbMi00,targets,0,,,,,
player,201610300car,car,TolbMi00,rec,0,,,,,
player,201610300car,car,TolbMi00,rec_yds,0,,,,,
player,201610300car,car,TolbMi00,rec_td,0,,,,,
player,201610300car,car,TolbMi00,rec_long,0,,,,,
player,201610300car,car,TolbMi00,fumbles,0,,,,,
player,201610300car,car,TolbMi00,fumbles_lost,0,,,,,
player,201610300car,car,WhitFo00,pass_cmp,0,,,,,
player,201610300car,car,WhitFo00,pass_att,0,,,,,
player,201610300car,car,WhitFo00,pass_yds,0,,,,,
player,201610300car,car,WhitFo00,pass_td,0,,,,,
player,201610300car,car,WhitFo00,pass_int,0,,,,,
player,201610300car,car,WhitFo00,pass_sacked,0,,,,,
player,201610300car,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201610300car,car,WhitFo00,pass_long,0,,,,,
player,201610300car,car,WhitFo00,pass_rating,,,,,,
player,201610300car,car,WhitFo00,rush_att,2,,,,,
player,201610300car,car,WhitFo00,rush_yds,1,,,,,
player,201610300car,car,WhitFo00,rush_td,0,,,,,
player,201610300car,car,WhitFo00,rush_long,1,,,,,
player,201610300car,car,WhitFo00,targets,2,,,,,
player,201610300car,car,WhitFo00,rec,1,,,,,
player,201610300car,car,WhitFo00,rec_yds,9,,,,,
player,201610300car,car,WhitFo00,rec_td,0,,,,,
player,201610300car,car,WhitFo00,rec_long,9,,,,,
player,201610300car,car,WhitFo00,fumbles,0,,,,,
player,201610300car,car,WhitFo00,fumbles_lost,0,,,,,
player,201610300car,car,BenjKe00,pass_cmp,0,,,,,
player,201610300car,car,BenjKe00,pass_att,0,,,,,
player,201610300car,car,BenjKe00,pass_yds,0,,,,,
player,201610300car,car,BenjKe00,pass_td,0,,,,,
player,201610300car,car,BenjKe00,pass_int,0,,,,,
player,201610300car,car,BenjKe00,pass_sacked,0,,,,,
player,201610300car,car,BenjKe00,pass_sacked_yds,0,,,,,
player,201610300car,car,BenjKe00,pass_long,0,,,,,
player,201610300car,car,BenjKe00,pass_rating,,,,,,
player,201610300car,car,BenjKe00,rush_att,0,,,,,
player,201610300car,car,BenjKe00,rush_yds,0,,,,,
player,201610300car,car,BenjKe00,rush_td,0,,,,,
player,201610300car,car,BenjKe00,rush_long,0,,,,,
player,201610300car,car,BenjKe00,targets,5,,,,,
player,201610300car,car,BenjKe00,rec,2,,,,,
player,201610300car,car,BenjKe00,rec_yds,73,,,,,
player,201610300car,car,BenjKe00,rec_td,0,,,,,
player,201610300car,car,BenjKe00,rec_long,50,,,,,
player,201610300car,car,BenjKe00,fumbles,0,,,,,
player,201610300car,car,BenjKe00,fumbles_lost,0,,,,,
player,201610300car,car,GinnTe00,pass_cmp,0,,,,,
player,201610300car,car,GinnTe00,pass_att,0,,,,,
player,201610300car,car,GinnTe00,pass_yds,0,,,,,
player,201610300car,car,GinnTe00,pass_td,0,,,,,
player,201610300car,car,GinnTe00,pass_int,0,,,,,
player,201610300car,car,GinnTe00,pass_sacked,0,,,,,
player,201610300car,car,GinnTe00,pass_sacked_yds,0,,,,,
player,201610300car,car,GinnTe00,pass_long,0,,,,,
player,201610300car,car,GinnTe00,pass_rating,,,,,,
player,201610300car,car,GinnTe00,rush_att,0,,,,,
player,201610300car,car,GinnTe00,rush_yds,0,,,,,
player,201610300car,car,GinnTe00,rush_td,0,,,,,
player,201610300car,car,GinnTe00,rush_long,0,,,,,
player,201610300car,car,GinnTe00,targets,6,,,,,
player,201610300car,car,GinnTe00,rec,5,,,,,
player,201610300car,car,GinnTe00,rec_yds,53,,,,,
player,201610300car,car,GinnTe00,rec_td,0,,,,,
player,201610300car,car,GinnTe00,rec_long,16,,,,,
player,201610300car,car,GinnTe00,fumbles,0,,,,,
player,201610300car,car,GinnTe00,fumbles_lost,0,,,,,
player,201610300car,car,FuncDe00,pass_cmp,0,,,,,
player,201610300car,car,FuncDe00,pass_att,0,,,,,
player,201610300car,car,FuncDe00,pass_yds,0,,,,,
player,201610300car,car,FuncDe00,pass_td,0,,,,,
player,201610300car,car,FuncDe00,pass_int,0,,,,,
player,201610300car,car,FuncDe00,pass_sacked,0,,,,,
player,201610300car,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201610300car,car,FuncDe00,pass_long,0,,,,,
player,201610300car,car,FuncDe00,pass_rating,,,,,,
player,201610300car,car,FuncDe00,rush_att,0,,,,,
player,201610300car,car,FuncDe00,rush_yds,0,,,,,
player,201610300car,car,FuncDe00,rush_td,0,,,,,
player,201610300car,car,FuncDe00,rush_long,0,,,,,
player,201610300car,car,FuncDe00,targets,4,,,,,
player,201610300car,car,FuncDe00,rec,3,,,,,
player,201610300car,car,FuncDe00,rec_yds,38,,,,,
player,201610300car,car,FuncDe00,rec_td,0,,,,,
player,201610300car,car,FuncDe00,rec_long,22,,,,,
player,201610300car,car,FuncDe00,fumbles,0,,,,,
player,201610300car,car,FuncDe00,fumbles_lost,0,,,,,
player,201610300car,car,OlseGr00,pass_cmp,0,,,,,
player,201610300car,car,OlseGr00,pass_att,0,,,,,
player,201610300car,car,OlseGr00,pass_yds,0,,,,,
player,201610300car,car,OlseGr00,pass_td,0,,,,,
player,201610300car,car,OlseGr00,pass_int,0,,,,,
player,201610300car,car,OlseGr00,pass_sacked,0,,,,,
player,201610300car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201610300car,car,OlseGr00,pass_long,0,,,,,
player,201610300car,car,OlseGr00,pass_rating,,,,,,
player,201610300car,car,OlseGr00,rush_att,0,,,,,
player,201610300car,car,OlseGr00,rush_yds,0,,,,,
player,201610300car,car,OlseGr00,rush_td,0,,,,,
player,201610300car,car,OlseGr00,rush_long,0,,,,,
player,201610300car,car,OlseGr00,targets,3,,,,,
player,201610300car,car,OlseGr00,rec,1,,,,,
player,201610300car,car,OlseGr00,rec_yds,11,,,,,
player,201610300car,car,OlseGr00,rec_td,0,,,,,
player,201610300car,car,OlseGr00,rec_long,11,,,,,
player,201610300car,car,OlseGr00,fumbles,0,,,,,
player,201610300car,car,OlseGr00,fumbles_lost,0,,,,,
player,201610300car,car,BrowPh00,pass_cmp,0,,,,,
player,201610300car,car,BrowPh00,pass_att,0,,,,,
player,201610300car,car,BrowPh00,pass_yds,0,,,,,
player,201610300car,car,BrowPh00,pass_td,0,,,,,
player,201610300car,car,BrowPh00,pass_int,0,,,,,
player,201610300car,car,BrowPh00,pass_sacked,0,,,,,
player,201610300car,car,BrowPh00,pass_sacked_yds,0,,,,,
player,201610300car,car,BrowPh00,pass_long,0,,,,,
player,201610300car,car,BrowPh00,pass_rating,,,,,,
player,201610300car,car,BrowPh00,rush_att,0,,,,,
player,201610300car,car,BrowPh00,rush_yds,0,,,,,
player,201610300car,car,BrowPh00,rush_td,0,,,,,
player,201610300car,car,BrowPh00,rush_long,0,,,,,
player,201610300car,car,BrowPh00,targets,5,,,,,
player,201610300car,car,BrowPh00,rec,1,,,,,
player,201610300car,car,BrowPh00,rec_yds,3,,,,,
player,201610300car,car,BrowPh00,rec_td,0,,,,,
player,201610300car,car,BrowPh00,rec_long,3,,,,,
player,201610300car,car,BrowPh00,fumbles,0,,,,,
player,201610300car,car,BrowPh00,fumbles_lost,0,,,,,
player,201610300car,crd,BucaDe00,def_int,0,,,,,
player,201610300car,crd,BucaDe00,def_int_yds,0,,,,,
player,201610300car,crd,BucaDe00,def_int_td,0,,,,,
player,201610300car,crd,BucaDe00,def_int_long,0,,,,,
player,201610300car,crd,BucaDe00,pass_defended,2,,,,,
player,201610300car,crd,BucaDe00,sacks,0.0,,,,,
player,201610300car,crd,BucaDe00,tackles_combined,9,,,,,
player,201610300car,crd,BucaDe00,tackles_solo,2,,,,,
player,201610300car,crd,BucaDe00,tackles_assists,7,,,,,
player,201610300car,crd,BucaDe00,tackles_loss,0,,,,,
player,201610300car,crd,BucaDe00,qb_hits,0,,,,,
player,201610300car,crd,BucaDe00,fumbles_rec,0,,,,,
player,201610300car,crd,BucaDe00,fumbles_rec_yds,0,,,,,
player,201610300car,crd,BucaDe00,fumbles_rec_td,0,,,,,
player,201610300car,crd,BucaDe00,fumbles_forced,0,,,,,
player,201610300car,crd,CampCa99,def_int,0,,,,,
player,201610300car,crd,CampCa99,def_int_yds,0,,,,,
player,201610300car,crd,CampCa99,def_int_td,0,,,,,
player,201610300car,crd,CampCa99,def_int_long,0,,,,,
player,201610300car,crd,CampCa99,pass_defended,0,,,,,
player,201610300car,crd,CampCa99,sacks,0.0,,,,,
player,201610300car,crd,CampCa99,tackles_combined,9,,,,,
player,201610300car,crd,CampCa99,tackles_solo,1,,,,,
player,201610300car,crd,CampCa99,tackles_assists,8,,,,,
player,201610300car,crd,CampCa99,tackles_loss,0,,,,,
player,201610300car,crd,CampCa99,qb_hits,3,,,,,
player,201610300car,crd,CampCa99,fumbles_rec,0,,,,,
player,201610300car,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201610300car,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201610300car,crd,CampCa99,fumbles_forced,0,,,,,
player,201610300car,crd,MintKe00,def_int,0,,,,,
player,201610300car,crd,MintKe00,def_int_yds,0,,,,,
player,201610300car,crd,MintKe00,def_int_td,0,,,,,
player,201610300car,crd,MintKe00,def_int_long,0,,,,,
player,201610300car,crd,MintKe00,pass_defended,0,,,,,
player,201610300car,crd,MintKe00,sacks,0.0,,,,,
player,201610300car,crd,MintKe00,tackles_combined,9,,,,,
player,201610300car,crd,MintKe00,tackles_solo,2,,,,,
player,201610300car,crd,MintKe00,tackles_assists,7,,,,,
player,201610300car,crd,MintKe00,tackles_loss,0,,,,,
player,201610300car,crd,MintKe00,qb_hits,0,,,,,
player,201610300car,crd,MintKe00,fumbles_rec,0,,,,,
player,201610300car,crd,MintKe00,fumbles_rec_yds,0,,,,,
player,201610300car,crd,MintKe00,fumbles_rec_td,0,,,,,
player,201610300car,crd,MintKe00,fumbles_forced,0,,,,,
player,201610300car,crd,SweaDJ00,def_int,0,,,,,
player,201610300car,crd,SweaDJ00,def_int_yds,0,,,,,
player,201610300car,crd,SweaDJ00,def_int_td,0,,,,,
player,201610300car,crd,SweaDJ00,def_int_long,0,,,,,
player,201610300car,crd,SweaDJ00,pass_defended,0,,,,,
player,201610300car,crd,SweaDJ00,sacks,0.0,,,,,
player,201610300car,crd,SweaDJ00,tackles_combined,7,,,,,
player,201610300car,crd,SweaDJ00,tackles_solo,4,,,,,
player,201610300car,crd,SweaDJ00,tackles_assists,3,,,,,
player,201610300car,crd,SweaDJ00,tackles_loss,0,,,,,
player,201610300car,crd,SweaDJ00,qb_hits,0,,,,,
player,201610300car,crd,SweaDJ00,fumbles_rec,0,,,,,
player,201610300car,crd,SweaDJ00,fumbles_rec_yds,0,,,,,
player,201610300car,crd,SweaDJ00,fumbles_rec_td,0,,,,,
player,201610300car,crd,SweaDJ00,fumbles_forced,0,,,,,
player,201610300car,crd,CoopMa00,def_int,0,,,,,
player,201610300car,crd,CoopMa00,def_int_yds,0,,,,,
player,201610300car,crd,CoopMa00,def_int_td,0,,,,,
player,201610300car,crd,CoopMa00,def_int_long,0,,,,,
player,201610300car,crd,CoopMa00,pass_defended,0,,,,,
player,201610300car,crd,CoopMa00,sacks,0.0,,,,,
player,201610300car,crd,CoopMa00,tackles_combined,6,,,,,
player,201610300car,crd,CoopMa00,tackles_solo,5,,,,,
player,201610300car,crd,CoopMa00,tackles_assists,1,,,,,
player,201610300car,crd,CoopMa00,tackles_loss,0,,,,,
player,201610300car,crd,CoopMa00,qb_hits,0,,,,,
player,201610300car,crd,CoopMa00,fumbles_rec,0,,,,,
player,201610300car,crd,CoopMa00,fumbles_rec_yds,0,,,,,
player,201610300car,crd,CoopMa00,fumbles_rec_td,0,,,,,
player,201610300car,crd,CoopMa00,fumbles_forced,0,,,,,
player,201610300car,crd,JeffTo00,def_int,0,,,,,
player,201610300car,crd,JeffTo00,def_int_yds,0,,,,,
player,201610300car,crd,JeffTo00,def_int_td,0,,,,,
player,201610300car,crd,JeffTo00,def_int_long,0,,,,,
player,201610300car,crd,JeffTo00,pass_defended,1,,,,,
player,201610300car,crd,JeffTo00,sacks,0.0,,,,,
player,201610300car,crd,JeffTo00,tackles_combined,4,,,,,
player,201610300car,crd,JeffTo00,tackles_solo,4,,,,,
player,201610300car,crd,JeffTo00,tackles_assists,0,,,,,
player,201610300car,crd,JeffTo00,tackles_loss,1,,,,,
player,201610300car,crd,JeffTo00,qb_hits,0,,,,,
player,201610300car,crd,JeffTo00,fumbles_rec,1,,,,,
player,201610300car,crd,JeffTo00,fumbles_rec_yds,0,,,,,
player,201610300car,crd,JeffTo00,fumbles_rec_td,0,,,,,
