game,2016,5,20161009,201610090rai,sdg,"San Diego Chargers",31,rai,"Oakland Raiders",34
team,201610090rai,sdg,First Downs,17,,,,,,
team,201610090rai,rai,First Downs,19,,,,,,
team,201610090rai,sdg,Rush-Yds-TDs,19-72-0,,,,,,
team,201610090rai,rai,Rush-Yds-TDs,25-89-1,,,,,,
team,201610090rai,sdg,Cmp-Att-Yd-TD-INT,21-30-359-4-2,,,,,,
team,201610090rai,rai,Cmp-Att-Yd-TD-INT,25-40-317-2-1,,,,,,
team,201610090rai,sdg,Sacked-Yards,2-8,,,,,,
team,201610090rai,rai,Sacked-Yards,3-17,,,,,,
team,201610090rai,sdg,Net Pass Yards,351,,,,,,
team,201610090rai,rai,Net Pass Yards,300,,,,,,
team,201610090rai,sdg,Total Yards,423,,,,,,
team,201610090rai,rai,Total Yards,389,,,,,,
team,201610090rai,sdg,Fumbles-Lost,5-2,,,,,,
team,201610090rai,rai,Fumbles-Lost,0-0,,,,,,
team,201610090rai,sdg,Turnovers,4,,,,,,
team,201610090rai,rai,Turnovers,1,,,,,,
team,201610090rai,sdg,Penalties-Yards,4-38,,,,,,
team,201610090rai,rai,Penalties-Yards,6-36,,,,,,
team,201610090rai,sdg,Third Down Conv.,2-8,,,,,,
team,201610090rai,rai,Third Down Conv.,5-14,,,,,,
team,201610090rai,sdg,Fourth Down Conv.,0-1,,,,,,
team,201610090rai,rai,Fourth Down Conv.,1-1,,,,,,
team,201610090rai,sdg,Time of Possession,23:42,,,,,,
team,201610090rai,rai,Time of Possession,36:18,,,,,,
player,201610090rai,sdg,RivePh00,pass_cmp,21,,,,,
player,201610090rai,sdg,RivePh00,pass_att,30,,,,,
player,201610090rai,sdg,RivePh00,pass_yds,359,,,,,
player,201610090rai,sdg,RivePh00,pass_td,4,,,,,
player,201610090rai,sdg,RivePh00,pass_int,2,,,,,
player,201610090rai,sdg,RivePh00,pass_sacked,2,,,,,
player,201610090rai,sdg,RivePh00,pass_sacked_yds,8,,,,,
player,201610090rai,sdg,RivePh00,pass_long,59,,,,,
player,201610090rai,sdg,RivePh00,pass_rating,122.1,,,,,
player,201610090rai,sdg,RivePh00,rush_att,0,,,,,
player,201610090rai,sdg,RivePh00,rush_yds,0,,,,,
player,201610090rai,sdg,RivePh00,rush_td,0,,,,,
player,201610090rai,sdg,RivePh00,rush_long,0,,,,,
player,201610090rai,sdg,RivePh00,targets,0,,,,,
player,201610090rai,sdg,RivePh00,rec,0,,,,,
player,201610090rai,sdg,RivePh00,rec_yds,0,,,,,
player,201610090rai,sdg,RivePh00,rec_td,0,,,,,
player,201610090rai,sdg,RivePh00,rec_long,0,,,,,
player,201610090rai,sdg,RivePh00,fumbles,1,,,,,
player,201610090rai,sdg,RivePh00,fumbles_lost,0,,,,,
player,201610090rai,sdg,GordMe00,pass_cmp,0,,,,,
player,201610090rai,sdg,GordMe00,pass_att,0,,,,,
player,201610090rai,sdg,GordMe00,pass_yds,0,,,,,
player,201610090rai,sdg,GordMe00,pass_td,0,,,,,
player,201610090rai,sdg,GordMe00,pass_int,0,,,,,
player,201610090rai,sdg,GordMe00,pass_sacked,0,,,,,
player,201610090rai,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201610090rai,sdg,GordMe00,pass_long,0,,,,,
player,201610090rai,sdg,GordMe00,pass_rating,,,,,,
player,201610090rai,sdg,GordMe00,rush_att,16,,,,,
player,201610090rai,sdg,GordMe00,rush_yds,69,,,,,
player,201610090rai,sdg,GordMe00,rush_td,0,,,,,
player,201610090rai,sdg,GordMe00,rush_long,24,,,,,
player,201610090rai,sdg,GordMe00,targets,1,,,,,
player,201610090rai,sdg,GordMe00,rec,1,,,,,
player,201610090rai,sdg,GordMe00,rec_yds,18,,,,,
player,201610090rai,sdg,GordMe00,rec_td,1,,,,,
player,201610090rai,sdg,GordMe00,rec_long,18,,,,,
player,201610090rai,sdg,GordMe00,fumbles,1,,,,,
player,201610090rai,sdg,GordMe00,fumbles_lost,1,,,,,
player,201610090rai,sdg,WattDe00,pass_cmp,0,,,,,
player,201610090rai,sdg,WattDe00,pass_att,0,,,,,
player,201610090rai,sdg,WattDe00,pass_yds,0,,,,,
player,201610090rai,sdg,WattDe00,pass_td,0,,,,,
player,201610090rai,sdg,WattDe00,pass_int,0,,,,,
player,201610090rai,sdg,WattDe00,pass_sacked,0,,,,,
player,201610090rai,sdg,WattDe00,pass_sacked_yds,0,,,,,
player,201610090rai,sdg,WattDe00,pass_long,0,,,,,
player,201610090rai,sdg,WattDe00,pass_rating,,,,,,
player,201610090rai,sdg,WattDe00,rush_att,1,,,,,
player,201610090rai,sdg,WattDe00,rush_yds,2,,,,,
player,201610090rai,sdg,WattDe00,rush_td,0,,,,,
player,201610090rai,sdg,WattDe00,rush_long,2,,,,,
player,201610090rai,sdg,WattDe00,targets,0,,,,,
player,201610090rai,sdg,WattDe00,rec,0,,,,,
player,201610090rai,sdg,WattDe00,rec_yds,0,,,,,
player,201610090rai,sdg,WattDe00,rec_td,0,,,,,
player,201610090rai,sdg,WattDe00,rec_long,0,,,,,
player,201610090rai,sdg,WattDe00,fumbles,0,,,,,
player,201610090rai,sdg,WattDe00,fumbles_lost,0,,,,,
player,201610090rai,sdg,McClDe00,pass_cmp,0,,,,,
player,201610090rai,sdg,McClDe00,pass_att,0,,,,,
player,201610090rai,sdg,McClDe00,pass_yds,0,,,,,
player,201610090rai,sdg,McClDe00,pass_td,0,,,,,
player,201610090rai,sdg,McClDe00,pass_int,0,,,,,
player,201610090rai,sdg,McClDe00,pass_sacked,0,,,,,
player,201610090rai,sdg,McClDe00,pass_sacked_yds,0,,,,,
player,201610090rai,sdg,McClDe00,pass_long,0,,,,,
player,201610090rai,sdg,McClDe00,pass_rating,,,,,,
player,201610090rai,sdg,McClDe00,rush_att,1,,,,,
player,201610090rai,sdg,McClDe00,rush_yds,1,,,,,
player,201610090rai,sdg,McClDe00,rush_td,0,,,,,
player,201610090rai,sdg,McClDe00,rush_long,1,,,,,
player,201610090rai,sdg,McClDe00,targets,0,,,,,
player,201610090rai,sdg,McClDe00,rec,0,,,,,
player,201610090rai,sdg,McClDe00,rec_yds,0,,,,,
player,201610090rai,sdg,McClDe00,rec_td,0,,,,,
player,201610090rai,sdg,McClDe00,rec_long,0,,,,,
player,201610090rai,sdg,McClDe00,fumbles,0,,,,,
player,201610090rai,sdg,McClDe00,fumbles_lost,0,,,,,
player,201610090rai,sdg,BenjTr00,pass_cmp,0,,,,,
player,201610090rai,sdg,BenjTr00,pass_att,0,,,,,
player,201610090rai,sdg,BenjTr00,pass_yds,0,,,,,
player,201610090rai,sdg,BenjTr00,pass_td,0,,,,,
player,201610090rai,sdg,BenjTr00,pass_int,0,,,,,
player,201610090rai,sdg,BenjTr00,pass_sacked,0,,,,,
player,201610090rai,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201610090rai,sdg,BenjTr00,pass_long,0,,,,,
player,201610090rai,sdg,BenjTr00,pass_rating,,,,,,
player,201610090rai,sdg,BenjTr00,rush_att,0,,,,,
player,201610090rai,sdg,BenjTr00,rush_yds,0,,,,,
player,201610090rai,sdg,BenjTr00,rush_td,0,,,,,
player,201610090rai,sdg,BenjTr00,rush_long,0,,,,,
player,201610090rai,sdg,BenjTr00,targets,11,,,,,
player,201610090rai,sdg,BenjTr00,rec,7,,,,,
player,201610090rai,sdg,BenjTr00,rec_yds,117,,,,,
player,201610090rai,sdg,BenjTr00,rec_td,0,,,,,
player,201610090rai,sdg,BenjTr00,rec_long,54,,,,,
player,201610090rai,sdg,BenjTr00,fumbles,1,,,,,
player,201610090rai,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201610090rai,sdg,WillTy00,pass_cmp,0,,,,,
player,201610090rai,sdg,WillTy00,pass_att,0,,,,,
player,201610090rai,sdg,WillTy00,pass_yds,0,,,,,
player,201610090rai,sdg,WillTy00,pass_td,0,,,,,
player,201610090rai,sdg,WillTy00,pass_int,0,,,,,
player,201610090rai,sdg,WillTy00,pass_sacked,0,,,,,
player,201610090rai,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201610090rai,sdg,WillTy00,pass_long,0,,,,,
player,201610090rai,sdg,WillTy00,pass_rating,,,,,,
player,201610090rai,sdg,WillTy00,rush_att,0,,,,,
player,201610090rai,sdg,WillTy00,rush_yds,0,,,,,
player,201610090rai,sdg,WillTy00,rush_td,0,,,,,
player,201610090rai,sdg,WillTy00,rush_long,0,,,,,
player,201610090rai,sdg,WillTy00,targets,6,,,,,
player,201610090rai,sdg,WillTy00,rec,5,,,,,
player,201610090rai,sdg,WillTy00,rec_yds,117,,,,,
player,201610090rai,sdg,WillTy00,rec_td,1,,,,,
player,201610090rai,sdg,WillTy00,rec_long,50,,,,,
player,201610090rai,sdg,WillTy00,fumbles,0,,,,,
player,201610090rai,sdg,WillTy00,fumbles_lost,0,,,,,
player,201610090rai,sdg,HenrHu00,pass_cmp,0,,,,,
player,201610090rai,sdg,HenrHu00,pass_att,0,,,,,
player,201610090rai,sdg,HenrHu00,pass_yds,0,,,,,
player,201610090rai,sdg,HenrHu00,pass_td,0,,,,,
player,201610090rai,sdg,HenrHu00,pass_int,0,,,,,
player,201610090rai,sdg,HenrHu00,pass_sacked,0,,,,,
player,201610090rai,sdg,HenrHu00,pass_sacked_yds,0,,,,,
player,201610090rai,sdg,HenrHu00,pass_long,0,,,,,
player,201610090rai,sdg,HenrHu00,pass_rating,,,,,,
player,201610090rai,sdg,HenrHu00,rush_att,0,,,,,
player,201610090rai,sdg,HenrHu00,rush_yds,0,,,,,
player,201610090rai,sdg,HenrHu00,rush_td,0,,,,,
player,201610090rai,sdg,HenrHu00,rush_long,0,,,,,
player,201610090rai,sdg,HenrHu00,targets,4,,,,,
player,201610090rai,sdg,HenrHu00,rec,3,,,,,
