game,2016,5,20161009,201610090clt,chi,"Chicago Bears",23,clt,"Indianapolis Colts",29
player,201610090clt,chi,FreeJe00,sacks,0.0,,,,,
player,201610090clt,chi,FreeJe00,tackles_combined,7,,,,,
player,201610090clt,chi,FreeJe00,tackles_solo,5,,,,,
player,201610090clt,chi,FreeJe00,tackles_assists,2,,,,,
player,201610090clt,chi,FreeJe00,tackles_loss,0,,,,,
player,201610090clt,chi,FreeJe00,qb_hits,1,,,,,
player,201610090clt,chi,FreeJe00,fumbles_rec,0,,,,,
player,201610090clt,chi,FreeJe00,fumbles_rec_yds,0,,,,,
player,201610090clt,chi,FreeJe00,fumbles_rec_td,0,,,,,
player,201610090clt,chi,FreeJe00,fumbles_forced,0,,,,,
player,201610090clt,chi,CallBr00,def_int,0,,,,,
player,201610090clt,chi,CallBr00,def_int_yds,0,,,,,
player,201610090clt,chi,CallBr00,def_int_td,0,,,,,
player,201610090clt,chi,CallBr00,def_int_long,0,,,,,
player,201610090clt,chi,CallBr00,pass_defended,1,,,,,
player,201610090clt,chi,CallBr00,sacks,0.0,,,,,
player,201610090clt,chi,CallBr00,tackles_combined,6,,,,,
player,201610090clt,chi,CallBr00,tackles_solo,5,,,,,
player,201610090clt,chi,CallBr00,tackles_assists,1,,,,,
player,201610090clt,chi,CallBr00,tackles_loss,0,,,,,
player,201610090clt,chi,CallBr00,qb_hits,0,,,,,
player,201610090clt,chi,CallBr00,fumbles_rec,0,,,,,
player,201610090clt,chi,CallBr00,fumbles_rec_yds,0,,,,,
player,201610090clt,chi,CallBr00,fumbles_rec_td,0,,,,,
player,201610090clt,chi,CallBr00,fumbles_forced,0,,,,,
player,201610090clt,chi,TrevDa00,def_int,0,,,,,
player,201610090clt,chi,TrevDa00,def_int_yds,0,,,,,
player,201610090clt,chi,TrevDa00,def_int_td,0,,,,,
player,201610090clt,chi,TrevDa00,def_int_long,0,,,,,
player,201610090clt,chi,TrevDa00,pass_defended,0,,,,,
player,201610090clt,chi,TrevDa00,sacks,0.0,,,,,
player,201610090clt,chi,TrevDa00,tackles_combined,6,,,,,
player,201610090clt,chi,TrevDa00,tackles_solo,4,,,,,
player,201610090clt,chi,TrevDa00,tackles_assists,2,,,,,
player,201610090clt,chi,TrevDa00,tackles_loss,0,,,,,
player,201610090clt,chi,TrevDa00,qb_hits,0,,,,,
player,201610090clt,chi,TrevDa00,fumbles_rec,0,,,,,
player,201610090clt,chi,TrevDa00,fumbles_rec_yds,0,,,,,
player,201610090clt,chi,TrevDa00,fumbles_rec_td,0,,,,,
player,201610090clt,chi,TrevDa00,fumbles_forced,0,,,,,
player,201610090clt,chi,AmosAd00,def_int,0,,,,,
player,201610090clt,chi,AmosAd00,def_int_yds,0,,,,,
player,201610090clt,chi,AmosAd00,def_int_td,0,,,,,
player,201610090clt,chi,AmosAd00,def_int_long,0,,,,,
player,201610090clt,chi,AmosAd00,pass_defended,0,,,,,
player,201610090clt,chi,AmosAd00,sacks,0.0,,,,,
player,201610090clt,chi,AmosAd00,tackles_combined,4,,,,,
player,201610090clt,chi,AmosAd00,tackles_solo,3,,,,,
player,201610090clt,chi,AmosAd00,tackles_assists,1,,,,,
player,201610090clt,chi,AmosAd00,tackles_loss,0,,,,,
player,201610090clt,chi,AmosAd00,qb_hits,0,,,,,
player,201610090clt,chi,AmosAd00,fumbles_rec,0,,,,,
player,201610090clt,chi,AmosAd00,fumbles_rec_yds,0,,,,,
player,201610090clt,chi,AmosAd00,fumbles_rec_td,0,,,,,
player,201610090clt,chi,AmosAd00,fumbles_forced,1,,,,,
player,201610090clt,chi,PortTr99,def_int,0,,,,,
player,201610090clt,chi,PortTr99,def_int_yds,0,,,,,
player,201610090clt,chi,PortTr99,def_int_td,0,,,,,
player,201610090clt,chi,PortTr99,def_int_long,0,,,,,
player,201610090clt,chi,PortTr99,pass_defended,1,,,,,
player,201610090clt,chi,PortTr99,sacks,0.0,,,,,
player,201610090clt,chi,PortTr99,tackles_combined,4,,,,,
player,201610090clt,chi,PortTr99,tackles_solo,4,,,,,
player,201610090clt,chi,PortTr99,tackles_assists,0,,,,,
player,201610090clt,chi,PortTr99,tackles_loss,0,,,,,
player,201610090clt,chi,PortTr99,qb_hits,0,,,,,
player,201610090clt,chi,PortTr99,fumbles_rec,0,,,,,
player,201610090clt,chi,PortTr99,fumbles_rec_yds,0,,,,,
player,201610090clt,chi,PortTr99,fumbles_rec_td,0,,,,,
player,201610090clt,chi,PortTr99,fumbles_forced,0,,,,,
player,201610090clt,chi,UnreMi00,def_int,0,,,,,
player,201610090clt,chi,UnreMi00,def_int_yds,0,,,,,
player,201610090clt,chi,UnreMi00,def_int_td,0,,,,,
player,201610090clt,chi,UnreMi00,def_int_long,0,,,,,
player,201610090clt,chi,UnreMi00,pass_defended,0,,,,,
player,201610090clt,chi,UnreMi00,sacks,0.0,,,,,
player,201610090clt,chi,UnreMi00,tackles_combined,4,,,,,
player,201610090clt,chi,UnreMi00,tackles_solo,2,,,,,
player,201610090clt,chi,UnreMi00,tackles_assists,2,,,,,
player,201610090clt,chi,UnreMi00,tackles_loss,0,,,,,
player,201610090clt,chi,UnreMi00,qb_hits,0,,,,,
player,201610090clt,chi,UnreMi00,fumbles_rec,0,,,,,
player,201610090clt,chi,UnreMi00,fumbles_rec_yds,0,,,,,
player,201610090clt,chi,UnreMi00,fumbles_rec_td,0,,,,,
player,201610090clt,chi,UnreMi00,fumbles_forced,0,,,,,
player,201610090clt,chi,GlenJa01,def_int,0,,,,,
player,201610090clt,chi,GlenJa01,def_int_yds,0,,,,,
player,201610090clt,chi,GlenJa01,def_int_td,0,,,,,
player,201610090clt,chi,GlenJa01,def_int_long,0,,,,,
player,201610090clt,chi,GlenJa01,pass_defended,0,,,,,
player,201610090clt,chi,GlenJa01,sacks,0.0,,,,,
player,201610090clt,chi,GlenJa01,tackles_combined,3,,,,,
player,201610090clt,chi,GlenJa01,tackles_solo,3,,,,,
player,201610090clt,chi,GlenJa01,tackles_assists,0,,,,,
player,201610090clt,chi,GlenJa01,tackles_loss,0,,,,,
player,201610090clt,chi,GlenJa01,qb_hits,0,,,,,
player,201610090clt,chi,GlenJa01,fumbles_rec,0,,,,,
player,201610090clt,chi,GlenJa01,fumbles_rec_yds,0,,,,,
player,201610090clt,chi,GlenJa01,fumbles_rec_td,0,,,,,
player,201610090clt,chi,GlenJa01,fumbles_forced,0,,,,,
player,201610090clt,chi,AchoSa00,def_int,0,,,,,
player,201610090clt,chi,AchoSa00,def_int_yds,0,,,,,
player,201610090clt,chi,AchoSa00,def_int_td,0,,,,,
player,201610090clt,chi,AchoSa00,def_int_long,0,,,,,
player,201610090clt,chi,AchoSa00,pass_defended,0,,,,,
player,201610090clt,chi,AchoSa00,sacks,0.0,,,,,
player,201610090clt,chi,AchoSa00,tackles_combined,2,,,,,
player,201610090clt,chi,AchoSa00,tackles_solo,1,,,,,
player,201610090clt,chi,AchoSa00,tackles_assists,1,,,,,
player,201610090clt,chi,AchoSa00,tackles_loss,0,,,,,
player,201610090clt,chi,AchoSa00,qb_hits,1,,,,,
player,201610090clt,chi,AchoSa00,fumbles_rec,0,,,,,
player,201610090clt,chi,AchoSa00,fumbles_rec_yds,0,,,,,
player,201610090clt,chi,AchoSa00,fumbles_rec_td,0,,,,,
player,201610090clt,chi,AchoSa00,fumbles_forced,0,,,,,
player,201610090clt,chi,HousDe00,def_int,0,,,,,
player,201610090clt,chi,HousDe00,def_int_yds,0,,,,,
player,201610090clt,chi,HousDe00,def_int_td,0,,,,,
player,201610090clt,chi,HousDe00,def_int_long,0,,,,,
player,201610090clt,chi,HousDe00,pass_defended,0,,,,,
player,201610090clt,chi,HousDe00,sacks,0.0,,,,,
player,201610090clt,chi,HousDe00,tackles_combined,2,,,,,
player,201610090clt,chi,HousDe00,tackles_solo,0,,,,,
player,201610090clt,chi,HousDe00,tackles_assists,2,,,,,
player,201610090clt,chi,HousDe00,tackles_loss,0,,,,,
player,201610090clt,chi,HousDe00,qb_hits,0,,,,,
player,201610090clt,chi,HousDe00,fumbles_rec,0,,,,,
player,201610090clt,chi,HousDe00,fumbles_rec_yds,0,,,,,
player,201610090clt,chi,HousDe00,fumbles_rec_td,0,,,,,
player,201610090clt,chi,HousDe00,fumbles_forced,0,,,,,
player,201610090clt,chi,BellJo02,def_int,0,,,,,
player,201610090clt,chi,BellJo02,def_int_yds,,,,,,
player,201610090clt,chi,BellJo02,def_int_td,0,,,,,
player,201610090clt,chi,BellJo02,def_int_long,0,,,,,
player,201610090clt,chi,BellJo02,pass_defended,0,,,,,
player,201610090clt,chi,BellJo02,sacks,0.0,,,,,
player,201610090clt,chi,BellJo02,tackles_combined,1,,,,,
player,201610090clt,chi,BellJo02,tackles_solo,0,,,,,
player,201610090clt,chi,BellJo02,tackles_assists,1,,,,,
player,201610090clt,chi,BellJo02,tackles_loss,0,,,,,
player,201610090clt,chi,BellJo02,qb_hits,0,,,,,
player,201610090clt,chi,BellJo02,fumbles_rec,0,,,,,
player,201610090clt,chi,BellJo02,fumbles_rec_yds,0,,,,,
player,201610090clt,chi,BellJo02,fumbles_rec_td,0,,,,,
player,201610090clt,chi,BellJo02,fumbles_forced,0,,,,,
player,201610090clt,chi,JoneCh05,def_int,0,,,,,
player,201610090clt,chi,JoneCh05,def_int_yds,0,,,,,
player,201610090clt,chi,JoneCh05,def_int_td,0,,,,,
player,201610090clt,chi,JoneCh05,def_int_long,0,,,,,
player,201610090clt,chi,JoneCh05,pass_defended,0,,,,,
player,201610090clt,chi,JoneCh05,sacks,0.0,,,,,
player,201610090clt,chi,JoneCh05,tackles_combined,1,,,,,
player,201610090clt,chi,JoneCh05,tackles_solo,0,,,,,
player,201610090clt,chi,JoneCh05,tackles_assists,1,,,,,
player,201610090clt,chi,JoneCh05,tackles_loss,0,,,,,
player,201610090clt,chi,JoneCh05,qb_hits,0,,,,,
player,201610090clt,chi,JoneCh05,fumbles_rec,0,,,,,
player,201610090clt,chi,JoneCh05,fumbles_rec_yds,0,,,,,
player,201610090clt,chi,JoneCh05,fumbles_rec_td,0,,,,,
player,201610090clt,chi,JoneCh05,fumbles_forced,0,,,,,
player,201610090clt,chi,JoneHa02,def_int,0,,,,,
player,201610090clt,chi,JoneHa02,def_int_yds,0,,,,,
player,201610090clt,chi,JoneHa02,def_int_td,0,,,,,
player,201610090clt,chi,JoneHa02,def_int_long,0,,,,,
player,201610090clt,chi,JoneHa02,pass_defended,1,,,,,
player,201610090clt,chi,JoneHa02,sacks,0.0,,,,,
player,201610090clt,chi,JoneHa02,tackles_combined,1,,,,,
player,201610090clt,chi,JoneHa02,tackles_solo,0,,,,,
player,201610090clt,chi,JoneHa02,tackles_assists,1,,,,,
player,201610090clt,chi,JoneHa02,tackles_loss,0,,,,,
player,201610090clt,chi,JoneHa02,qb_hits,0,,,,,
player,201610090clt,chi,JoneHa02,fumbles_rec,0,,,,,
player,201610090clt,chi,JoneHa02,fumbles_rec_yds,0,,,,,
player,201610090clt,chi,JoneHa02,fumbles_rec_td,0,,,,,
player,201610090clt,chi,JoneHa02,fumbles_forced,0,,,,,
player,201610090clt,chi,LeBlCr01,def_int,0,,,,,
player,201610090clt,chi,LeBlCr01,def_int_yds,0,,,,,
player,201610090clt,chi,LeBlCr01,def_int_td,0,,,,,
player,201610090clt,chi,LeBlCr01,def_int_long,0,,,,,
player,201610090clt,chi,LeBlCr01,pass_defended,2,,,,,
player,201610090clt,chi,LeBlCr01,sacks,0.0,,,,,
player,201610090clt,chi,LeBlCr01,tackles_combined,1,,,,,
player,201610090clt,chi,LeBlCr01,tackles_solo,1,,,,,
player,201610090clt,chi,LeBlCr01,tackles_assists,0,,,,,
player,201610090clt,chi,LeBlCr01,tackles_loss,0,,,,,
player,201610090clt,chi,LeBlCr01,qb_hits,0,,,,,
player,201610090clt,chi,LeBlCr01,fumbles_rec,0,,,,,
player,201610090clt,chi,LeBlCr01,fumbles_rec_yds,0,,,,,
player,201610090clt,chi,LeBlCr01,fumbles_rec_td,0,,,,,
player,201610090clt,chi,LeBlCr01,fumbles_forced,0,,,,,
player,201610090clt,chi,McMaSh99,def_int,0,,,,,
player,201610090clt,chi,McMaSh99,def_int_yds,0,,,,,
player,201610090clt,chi,McMaSh99,def_int_td,0,,,,,
player,201610090clt,chi,McMaSh99,def_int_long,0,,,,,
player,201610090clt,chi,McMaSh99,pass_defended,0,,,,,
player,201610090clt,chi,McMaSh99,sacks,0.0,,,,,
player,201610090clt,chi,McMaSh99,tackles_combined,1,,,,,
player,201610090clt,chi,McMaSh99,tackles_solo,0,,,,,
player,201610090clt,chi,McMaSh99,tackles_assists,1,,,,,
player,201610090clt,chi,McMaSh99,tackles_loss,0,,,,,
player,201610090clt,chi,McMaSh99,qb_hits,0,,,,,
player,201610090clt,chi,McMaSh99,fumbles_rec,0,,,,,
player,201610090clt,chi,McMaSh99,fumbles_rec_yds,0,,,,,
player,201610090clt,chi,McMaSh99,fumbles_rec_td,0,,,,,
player,201610090clt,chi,McMaSh99,fumbles_forced,0,,,,,
player,201610090clt,chi,WashCo00,def_int,0,,,,,
player,201610090clt,chi,WashCo00,def_int_yds,0,,,,,
player,201610090clt,chi,WashCo00,def_int_td,0,,,,,
player,201610090clt,chi,WashCo00,def_int_long,0,,,,,
player,201610090clt,chi,WashCo00,pass_defended,0,,,,,
player,201610090clt,chi,WashCo00,sacks,0.0,,,,,
player,201610090clt,chi,WashCo00,tackles_combined,1,,,,,
player,201610090clt,chi,WashCo00,tackles_solo,1,,,,,
player,201610090clt,chi,WashCo00,tackles_assists,0,,,,,
player,201610090clt,chi,WashCo00,tackles_loss,0,,,,,
player,201610090clt,chi,WashCo00,qb_hits,0,,,,,
player,201610090clt,chi,WashCo00,fumbles_rec,0,,,,,
player,201610090clt,chi,WashCo00,fumbles_rec_yds,0,,,,,
player,201610090clt,chi,WashCo00,fumbles_rec_td,0,,,,,
player,201610090clt,chi,WashCo00,fumbles_forced,0,,,,,
player,201610090clt,chi,SittJo20,def_int,0,,,,,
player,201610090clt,chi,SittJo20,def_int_yds,0,,,,,
player,201610090clt,chi,SittJo20,def_int_td,0,,,,,
player,201610090clt,chi,SittJo20,def_int_long,0,,,,,
player,201610090clt,chi,SittJo20,pass_defended,0,,,,,
player,201610090clt,chi,SittJo20,sacks,0.0,,,,,
player,201610090clt,chi,SittJo20,tackles_combined,0,,,,,
player,201610090clt,chi,SittJo20,tackles_solo,0,,,,,
player,201610090clt,chi,SittJo20,tackles_assists,0,,,,,
player,201610090clt,chi,SittJo20,tackles_loss,,,,,,
player,201610090clt,chi,SittJo20,qb_hits,,,,,,
player,201610090clt,chi,SittJo20,fumbles_rec,1,,,,,
player,201610090clt,chi,SittJo20,fumbles_rec_yds,0,,,,,
player,201610090clt,chi,SittJo20,fumbles_rec_td,0,,,,,
player,201610090clt,chi,SittJo20,fumbles_forced,0,,,,,
player,201610090clt,clt,GeatCl00,def_int,0,,,,,
player,201610090clt,clt,GeatCl00,def_int_yds,0,,,,,
player,201610090clt,clt,GeatCl00,def_int_td,0,,,,,
player,201610090clt,clt,GeatCl00,def_int_long,0,,,,,
player,201610090clt,clt,GeatCl00,pass_defended,0,,,,,
player,201610090clt,clt,GeatCl00,sacks,0.0,,,,,
player,201610090clt,clt,GeatCl00,tackles_combined,9,,,,,
player,201610090clt,clt,GeatCl00,tackles_solo,7,,,,,
player,201610090clt,clt,GeatCl00,tackles_assists,2,,,,,
player,201610090clt,clt,GeatCl00,tackles_loss,0,,,,,
player,201610090clt,clt,GeatCl00,qb_hits,0,,,,,
player,201610090clt,clt,GeatCl00,fumbles_rec,0,,,,,
player,201610090clt,clt,GeatCl00,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,GeatCl00,fumbles_rec_td,0,,,,,
player,201610090clt,clt,GeatCl00,fumbles_forced,0,,,,,
player,201610090clt,clt,JackDQ20,def_int,0,,,,,
player,201610090clt,clt,JackDQ20,def_int_yds,0,,,,,
player,201610090clt,clt,JackDQ20,def_int_td,0,,,,,
player,201610090clt,clt,JackDQ20,def_int_long,0,,,,,
player,201610090clt,clt,JackDQ20,pass_defended,0,,,,,
player,201610090clt,clt,JackDQ20,sacks,0.0,,,,,
player,201610090clt,clt,JackDQ20,tackles_combined,9,,,,,
player,201610090clt,clt,JackDQ20,tackles_solo,7,,,,,
player,201610090clt,clt,JackDQ20,tackles_assists,2,,,,,
player,201610090clt,clt,JackDQ20,tackles_loss,1,,,,,
player,201610090clt,clt,JackDQ20,qb_hits,0,,,,,
player,201610090clt,clt,JackDQ20,fumbles_rec,1,,,,,
player,201610090clt,clt,JackDQ20,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,JackDQ20,fumbles_rec_td,0,,,,,
player,201610090clt,clt,JackDQ20,fumbles_forced,0,,,,,
player,201610090clt,clt,RobiPa99,def_int,0,,,,,
player,201610090clt,clt,RobiPa99,def_int_yds,0,,,,,
player,201610090clt,clt,RobiPa99,def_int_td,0,,,,,
player,201610090clt,clt,RobiPa99,def_int_long,0,,,,,
player,201610090clt,clt,RobiPa99,pass_defended,0,,,,,
player,201610090clt,clt,RobiPa99,sacks,0.0,,,,,
player,201610090clt,clt,RobiPa99,tackles_combined,6,,,,,
player,201610090clt,clt,RobiPa99,tackles_solo,4,,,,,
player,201610090clt,clt,RobiPa99,tackles_assists,2,,,,,
player,201610090clt,clt,RobiPa99,tackles_loss,0,,,,,
player,201610090clt,clt,RobiPa99,qb_hits,0,,,,,
player,201610090clt,clt,RobiPa99,fumbles_rec,0,,,,,
player,201610090clt,clt,RobiPa99,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,RobiPa99,fumbles_rec_td,0,,,,,
player,201610090clt,clt,RobiPa99,fumbles_forced,1,,,,,
player,201610090clt,clt,ButlDa99,def_int,0,,,,,
player,201610090clt,clt,ButlDa99,def_int_yds,0,,,,,
player,201610090clt,clt,ButlDa99,def_int_td,0,,,,,
player,201610090clt,clt,ButlDa99,def_int_long,0,,,,,
player,201610090clt,clt,ButlDa99,pass_defended,0,,,,,
player,201610090clt,clt,ButlDa99,sacks,0.0,,,,,
player,201610090clt,clt,ButlDa99,tackles_combined,5,,,,,
player,201610090clt,clt,ButlDa99,tackles_solo,5,,,,,
player,201610090clt,clt,ButlDa99,tackles_assists,0,,,,,
player,201610090clt,clt,ButlDa99,tackles_loss,0,,,,,
player,201610090clt,clt,ButlDa99,qb_hits,0,,,,,
player,201610090clt,clt,ButlDa99,fumbles_rec,0,,,,,
player,201610090clt,clt,ButlDa99,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,ButlDa99,fumbles_rec_td,0,,,,,
player,201610090clt,clt,ButlDa99,fumbles_forced,1,,,,,
player,201610090clt,clt,MorrAn01,def_int,0,,,,,
player,201610090clt,clt,MorrAn01,def_int_yds,0,,,,,
player,201610090clt,clt,MorrAn01,def_int_td,0,,,,,
player,201610090clt,clt,MorrAn01,def_int_long,0,,,,,
player,201610090clt,clt,MorrAn01,pass_defended,0,,,,,
player,201610090clt,clt,MorrAn01,sacks,0.0,,,,,
player,201610090clt,clt,MorrAn01,tackles_combined,5,,,,,
player,201610090clt,clt,MorrAn01,tackles_solo,4,,,,,
player,201610090clt,clt,MorrAn01,tackles_assists,1,,,,,
player,201610090clt,clt,MorrAn01,tackles_loss,0,,,,,
player,201610090clt,clt,MorrAn01,qb_hits,1,,,,,
player,201610090clt,clt,MorrAn01,fumbles_rec,0,,,,,
player,201610090clt,clt,MorrAn01,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,MorrAn01,fumbles_rec_td,0,,,,,
player,201610090clt,clt,MorrAn01,fumbles_forced,0,,,,,
player,201610090clt,clt,AdamMi21,def_int,0,,,,,
player,201610090clt,clt,AdamMi21,def_int_yds,0,,,,,
player,201610090clt,clt,AdamMi21,def_int_td,0,,,,,
player,201610090clt,clt,AdamMi21,def_int_long,0,,,,,
player,201610090clt,clt,AdamMi21,pass_defended,0,,,,,
player,201610090clt,clt,AdamMi21,sacks,0.0,,,,,
player,201610090clt,clt,AdamMi21,tackles_combined,4,,,,,
player,201610090clt,clt,AdamMi21,tackles_solo,4,,,,,
player,201610090clt,clt,AdamMi21,tackles_assists,0,,,,,
player,201610090clt,clt,AdamMi21,tackles_loss,0,,,,,
player,201610090clt,clt,AdamMi21,qb_hits,0,,,,,
player,201610090clt,clt,AdamMi21,fumbles_rec,0,,,,,
player,201610090clt,clt,AdamMi21,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,AdamMi21,fumbles_rec_td,0,,,,,
player,201610090clt,clt,AdamMi21,fumbles_forced,0,,,,,
player,201610090clt,clt,MelvRa00,def_int,0,,,,,
player,201610090clt,clt,MelvRa00,def_int_yds,0,,,,,
player,201610090clt,clt,MelvRa00,def_int_td,0,,,,,
player,201610090clt,clt,MelvRa00,def_int_long,0,,,,,
player,201610090clt,clt,MelvRa00,pass_defended,0,,,,,
player,201610090clt,clt,MelvRa00,sacks,0.0,,,,,
player,201610090clt,clt,MelvRa00,tackles_combined,3,,,,,
player,201610090clt,clt,MelvRa00,tackles_solo,3,,,,,
player,201610090clt,clt,MelvRa00,tackles_assists,0,,,,,
player,201610090clt,clt,MelvRa00,tackles_loss,0,,,,,
player,201610090clt,clt,MelvRa00,qb_hits,0,,,,,
player,201610090clt,clt,MelvRa00,fumbles_rec,0,,,,,
player,201610090clt,clt,MelvRa00,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,MelvRa00,fumbles_rec_td,0,,,,,
player,201610090clt,clt,MelvRa00,fumbles_forced,1,,,,,
player,201610090clt,clt,LangKe98,def_int,0,,,,,
player,201610090clt,clt,LangKe98,def_int_yds,0,,,,,
player,201610090clt,clt,LangKe98,def_int_td,0,,,,,
player,201610090clt,clt,LangKe98,def_int_long,0,,,,,
player,201610090clt,clt,LangKe98,pass_defended,0,,,,,
player,201610090clt,clt,LangKe98,sacks,0.0,,,,,
player,201610090clt,clt,LangKe98,tackles_combined,2,,,,,
player,201610090clt,clt,LangKe98,tackles_solo,2,,,,,
player,201610090clt,clt,LangKe98,tackles_assists,0,,,,,
player,201610090clt,clt,LangKe98,tackles_loss,0,,,,,
player,201610090clt,clt,LangKe98,qb_hits,0,,,,,
player,201610090clt,clt,LangKe98,fumbles_rec,0,,,,,
player,201610090clt,clt,LangKe98,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,LangKe98,fumbles_rec_td,0,,,,,
player,201610090clt,clt,LangKe98,fumbles_forced,0,,,,,
player,201610090clt,clt,ParrDa00,def_int,0,,,,,
player,201610090clt,clt,ParrDa00,def_int_yds,0,,,,,
player,201610090clt,clt,ParrDa00,def_int_td,0,,,,,
player,201610090clt,clt,ParrDa00,def_int_long,0,,,,,
player,201610090clt,clt,ParrDa00,pass_defended,0,,,,,
player,201610090clt,clt,ParrDa00,sacks,0.0,,,,,
player,201610090clt,clt,ParrDa00,tackles_combined,2,,,,,
player,201610090clt,clt,ParrDa00,tackles_solo,2,,,,,
player,201610090clt,clt,ParrDa00,tackles_assists,0,,,,,
player,201610090clt,clt,ParrDa00,tackles_loss,0,,,,,
player,201610090clt,clt,ParrDa00,qb_hits,1,,,,,
player,201610090clt,clt,ParrDa00,fumbles_rec,0,,,,,
player,201610090clt,clt,ParrDa00,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,ParrDa00,fumbles_rec_td,0,,,,,
player,201610090clt,clt,ParrDa00,fumbles_forced,0,,,,,
player,201610090clt,clt,WaldEr99,def_int,0,,,,,
player,201610090clt,clt,WaldEr99,def_int_yds,0,,,,,
player,201610090clt,clt,WaldEr99,def_int_td,0,,,,,
player,201610090clt,clt,WaldEr99,def_int_long,0,,,,,
player,201610090clt,clt,WaldEr99,pass_defended,0,,,,,
player,201610090clt,clt,WaldEr99,sacks,0.0,,,,,
player,201610090clt,clt,WaldEr99,tackles_combined,2,,,,,
player,201610090clt,clt,WaldEr99,tackles_solo,2,,,,,
player,201610090clt,clt,WaldEr99,tackles_assists,0,,,,,
player,201610090clt,clt,WaldEr99,tackles_loss,0,,,,,
player,201610090clt,clt,WaldEr99,qb_hits,2,,,,,
player,201610090clt,clt,WaldEr99,fumbles_rec,0,,,,,
player,201610090clt,clt,WaldEr99,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,WaldEr99,fumbles_rec_td,0,,,,,
player,201610090clt,clt,WaldEr99,fumbles_forced,0,,,,,
player,201610090clt,clt,AndeHe00,def_int,0,,,,,
player,201610090clt,clt,AndeHe00,def_int_yds,0,,,,,
player,201610090clt,clt,AndeHe00,def_int_td,0,,,,,
player,201610090clt,clt,AndeHe00,def_int_long,0,,,,,
player,201610090clt,clt,AndeHe00,pass_defended,0,,,,,
player,201610090clt,clt,AndeHe00,sacks,0.0,,,,,
player,201610090clt,clt,AndeHe00,tackles_combined,1,,,,,
player,201610090clt,clt,AndeHe00,tackles_solo,0,,,,,
player,201610090clt,clt,AndeHe00,tackles_assists,1,,,,,
player,201610090clt,clt,AndeHe00,tackles_loss,0,,,,,
player,201610090clt,clt,AndeHe00,qb_hits,1,,,,,
player,201610090clt,clt,AndeHe00,fumbles_rec,0,,,,,
player,201610090clt,clt,AndeHe00,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,AndeHe00,fumbles_rec_td,0,,,,,
player,201610090clt,clt,AndeHe00,fumbles_forced,0,,,,,
player,201610090clt,clt,DaviVo99,def_int,0,,,,,
player,201610090clt,clt,DaviVo99,def_int_yds,0,,,,,
player,201610090clt,clt,DaviVo99,def_int_td,0,,,,,
player,201610090clt,clt,DaviVo99,def_int_long,0,,,,,
player,201610090clt,clt,DaviVo99,pass_defended,0,,,,,
player,201610090clt,clt,DaviVo99,sacks,0.0,,,,,
player,201610090clt,clt,DaviVo99,tackles_combined,1,,,,,
player,201610090clt,clt,DaviVo99,tackles_solo,1,,,,,
player,201610090clt,clt,DaviVo99,tackles_assists,0,,,,,
player,201610090clt,clt,DaviVo99,tackles_loss,0,,,,,
player,201610090clt,clt,DaviVo99,qb_hits,0,,,,,
player,201610090clt,clt,DaviVo99,fumbles_rec,0,,,,,
player,201610090clt,clt,DaviVo99,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,DaviVo99,fumbles_rec_td,0,,,,,
player,201610090clt,clt,DaviVo99,fumbles_forced,0,,,,,
player,201610090clt,clt,FergJo02,def_int,0,,,,,
player,201610090clt,clt,FergJo02,def_int_yds,,,,,,
player,201610090clt,clt,FergJo02,def_int_td,0,,,,,
player,201610090clt,clt,FergJo02,def_int_long,0,,,,,
player,201610090clt,clt,FergJo02,pass_defended,0,,,,,
player,201610090clt,clt,FergJo02,sacks,0.0,,,,,
player,201610090clt,clt,FergJo02,tackles_combined,1,,,,,
player,201610090clt,clt,FergJo02,tackles_solo,1,,,,,
player,201610090clt,clt,FergJo02,tackles_assists,0,,,,,
player,201610090clt,clt,FergJo02,tackles_loss,0,,,,,
player,201610090clt,clt,FergJo02,qb_hits,0,,,,,
player,201610090clt,clt,FergJo02,fumbles_rec,0,,,,,
player,201610090clt,clt,FergJo02,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,FergJo02,fumbles_rec_td,0,,,,,
player,201610090clt,clt,FergJo02,fumbles_forced,0,,,,,
player,201610090clt,clt,KerrZa00,def_int,0,,,,,
player,201610090clt,clt,KerrZa00,def_int_yds,0,,,,,
player,201610090clt,clt,KerrZa00,def_int_td,0,,,,,
player,201610090clt,clt,KerrZa00,def_int_long,0,,,,,
player,201610090clt,clt,KerrZa00,pass_defended,0,,,,,
player,201610090clt,clt,KerrZa00,sacks,0.0,,,,,
player,201610090clt,clt,KerrZa00,tackles_combined,1,,,,,
player,201610090clt,clt,KerrZa00,tackles_solo,1,,,,,
