game,2016,5,20161009,201610090clt,chi,"Chicago Bears",23,clt,"Indianapolis Colts",29
player,201610090clt,clt,MorrDa01,st_pct,27%,,,,,
player,201610090clt,clt,vinatada01,pos,K,,,,,
player,201610090clt,clt,vinatada01,offense,0,,,,,
player,201610090clt,clt,vinatada01,off_pct,0%,,,,,
player,201610090clt,clt,vinatada01,defense,0,,,,,
player,201610090clt,clt,vinatada01,def_pct,0%,,,,,
player,201610090clt,clt,vinatada01,special_teams,7,,,,,
player,201610090clt,clt,vinatada01,st_pct,21%,,,,,
player,201610090clt,clt,BlytAu00,pos,C,,,,,
player,201610090clt,clt,BlytAu00,offense,0,,,,,
player,201610090clt,clt,BlytAu00,off_pct,0%,,,,,
player,201610090clt,clt,BlytAu00,defense,0,,,,,
player,201610090clt,clt,BlytAu00,def_pct,0%,,,,,
player,201610090clt,clt,BlytAu00,special_teams,7,,,,,
player,201610090clt,clt,BlytAu00,st_pct,21%,,,,,
player,201610090clt,chi,MassBo00,pos,T,,,,,
player,201610090clt,chi,MassBo00,offense,66,,,,,
player,201610090clt,chi,MassBo00,off_pct,100%,,,,,
player,201610090clt,chi,MassBo00,defense,0,,,,,
player,201610090clt,chi,MassBo00,def_pct,0%,,,,,
player,201610090clt,chi,MassBo00,special_teams,7,,,,,
player,201610090clt,chi,MassBo00,st_pct,21%,,,,,
player,201610090clt,chi,LenoCh00,pos,T,,,,,
player,201610090clt,chi,LenoCh00,offense,66,,,,,
player,201610090clt,chi,LenoCh00,off_pct,100%,,,,,
player,201610090clt,chi,LenoCh00,defense,0,,,,,
player,201610090clt,chi,LenoCh00,def_pct,0%,,,,,
player,201610090clt,chi,LenoCh00,special_teams,7,,,,,
player,201610090clt,chi,LenoCh00,st_pct,21%,,,,,
player,201610090clt,chi,SittJo20,pos,G,,,,,
player,201610090clt,chi,SittJo20,offense,66,,,,,
player,201610090clt,chi,SittJo20,off_pct,100%,,,,,
player,201610090clt,chi,SittJo20,defense,0,,,,,
player,201610090clt,chi,SittJo20,def_pct,0%,,,,,
player,201610090clt,chi,SittJo20,special_teams,7,,,,,
player,201610090clt,chi,SittJo20,st_pct,21%,,,,,
player,201610090clt,chi,LongKy00,pos,G,,,,,
player,201610090clt,chi,LongKy00,offense,66,,,,,
player,201610090clt,chi,LongKy00,off_pct,100%,,,,,
player,201610090clt,chi,LongKy00,defense,0,,,,,
player,201610090clt,chi,LongKy00,def_pct,0%,,,,,
player,201610090clt,chi,LongKy00,special_teams,7,,,,,
player,201610090clt,chi,LongKy00,st_pct,21%,,,,,
player,201610090clt,chi,WhitCo03,pos,G,,,,,
player,201610090clt,chi,WhitCo03,offense,66,,,,,
player,201610090clt,chi,WhitCo03,off_pct,100%,,,,,
player,201610090clt,chi,WhitCo03,defense,0,,,,,
player,201610090clt,chi,WhitCo03,def_pct,0%,,,,,
player,201610090clt,chi,WhitCo03,special_teams,0,,,,,
player,201610090clt,chi,WhitCo03,st_pct,0%,,,,,
player,201610090clt,chi,HoyeBr00,pos,QB,,,,,
player,201610090clt,chi,HoyeBr00,offense,66,,,,,
player,201610090clt,chi,HoyeBr00,off_pct,100%,,,,,
player,201610090clt,chi,HoyeBr00,defense,0,,,,,
player,201610090clt,chi,HoyeBr00,def_pct,0%,,,,,
player,201610090clt,chi,HoyeBr00,special_teams,0,,,,,
player,201610090clt,chi,HoyeBr00,st_pct,0%,,,,,
player,201610090clt,chi,MereCa00,pos,WR,,,,,
player,201610090clt,chi,MereCa00,offense,63,,,,,
player,201610090clt,chi,MereCa00,off_pct,95%,,,,,
player,201610090clt,chi,MereCa00,defense,0,,,,,
player,201610090clt,chi,MereCa00,def_pct,0%,,,,,
player,201610090clt,chi,MereCa00,special_teams,0,,,,,
player,201610090clt,chi,MereCa00,st_pct,0%,,,,,
player,201610090clt,chi,HowaJo00,pos,RB,,,,,
player,201610090clt,chi,HowaJo00,offense,63,,,,,
player,201610090clt,chi,HowaJo00,off_pct,95%,,,,,
player,201610090clt,chi,HowaJo00,defense,0,,,,,
player,201610090clt,chi,HowaJo00,def_pct,0%,,,,,
player,201610090clt,chi,HowaJo00,special_teams,0,,,,,
player,201610090clt,chi,HowaJo00,st_pct,0%,,,,,
player,201610090clt,chi,JeffAl00,pos,WR,,,,,
player,201610090clt,chi,JeffAl00,offense,61,,,,,
player,201610090clt,chi,JeffAl00,off_pct,92%,,,,,
player,201610090clt,chi,JeffAl00,defense,0,,,,,
player,201610090clt,chi,JeffAl00,def_pct,0%,,,,,
player,201610090clt,chi,JeffAl00,special_teams,0,,,,,
player,201610090clt,chi,JeffAl00,st_pct,0%,,,,,
player,201610090clt,chi,MillZa02,pos,TE,,,,,
player,201610090clt,chi,MillZa02,offense,57,,,,,
player,201610090clt,chi,MillZa02,off_pct,86%,,,,,
player,201610090clt,chi,MillZa02,defense,0,,,,,
player,201610090clt,chi,MillZa02,def_pct,0%,,,,,
player,201610090clt,chi,MillZa02,special_teams,0,,,,,
player,201610090clt,chi,MillZa02,st_pct,0%,,,,,
player,201610090clt,chi,PaulLo00,pos,TE,,,,,
player,201610090clt,chi,PaulLo00,offense,37,,,,,
player,201610090clt,chi,PaulLo00,off_pct,56%,,,,,
player,201610090clt,chi,PaulLo00,defense,0,,,,,
player,201610090clt,chi,PaulLo00,def_pct,0%,,,,,
player,201610090clt,chi,PaulLo00,special_teams,17,,,,,
player,201610090clt,chi,PaulLo00,st_pct,52%,,,,,
player,201610090clt,chi,RoyaEd00,pos,WR,,,,,
player,201610090clt,chi,RoyaEd00,offense,37,,,,,
player,201610090clt,chi,RoyaEd00,off_pct,56%,,,,,
player,201610090clt,chi,RoyaEd00,defense,0,,,,,
player,201610090clt,chi,RoyaEd00,def_pct,0%,,,,,
player,201610090clt,chi,RoyaEd00,special_teams,0,,,,,
player,201610090clt,chi,RoyaEd00,st_pct,0%,,,,,
player,201610090clt,chi,BellJo02,pos,WR,,,,,
player,201610090clt,chi,BellJo02,offense,7,,,,,
player,201610090clt,chi,BellJo02,off_pct,11%,,,,,
player,201610090clt,chi,BellJo02,defense,0,,,,,
player,201610090clt,chi,BellJo02,def_pct,0%,,,,,
player,201610090clt,chi,BellJo02,special_teams,19,,,,,
player,201610090clt,chi,BellJo02,st_pct,58%,,,,,
player,201610090clt,chi,CareKa00,pos,RB,,,,,
player,201610090clt,chi,CareKa00,offense,2,,,,,
player,201610090clt,chi,CareKa00,off_pct,3%,,,,,
player,201610090clt,chi,CareKa00,defense,0,,,,,
player,201610090clt,chi,CareKa00,def_pct,0%,,,,,
player,201610090clt,chi,CareKa00,special_teams,0,,,,,
player,201610090clt,chi,CareKa00,st_pct,0%,,,,,
player,201610090clt,chi,BrauBe00,pos,TE,,,,,
player,201610090clt,chi,BrauBe00,offense,1,,,,,
player,201610090clt,chi,BrauBe00,off_pct,2%,,,,,
player,201610090clt,chi,BrauBe00,defense,0,,,,,
player,201610090clt,chi,BrauBe00,def_pct,0%,,,,,
player,201610090clt,chi,BrauBe00,special_teams,19,,,,,
player,201610090clt,chi,BrauBe00,st_pct,58%,,,,,
player,201610090clt,chi,ThomDe04,pos,WR,,,,,
player,201610090clt,chi,ThomDe04,offense,1,,,,,
player,201610090clt,chi,ThomDe04,off_pct,2%,,,,,
player,201610090clt,chi,ThomDe04,defense,0,,,,,
player,201610090clt,chi,ThomDe04,def_pct,0%,,,,,
player,201610090clt,chi,ThomDe04,special_teams,8,,,,,
player,201610090clt,chi,ThomDe04,st_pct,24%,,,,,
player,201610090clt,chi,LasiPa00,pos,FB,,,,,
player,201610090clt,chi,LasiPa00,offense,1,,,,,
player,201610090clt,chi,LasiPa00,off_pct,2%,,,,,
player,201610090clt,chi,LasiPa00,defense,0,,,,,
player,201610090clt,chi,LasiPa00,def_pct,0%,,,,,
player,201610090clt,chi,LasiPa00,special_teams,3,,,,,
player,201610090clt,chi,LasiPa00,st_pct,9%,,,,,
player,201610090clt,chi,AmosAd00,pos,FS,,,,,
player,201610090clt,chi,AmosAd00,offense,0,,,,,
player,201610090clt,chi,AmosAd00,off_pct,0%,,,,,
player,201610090clt,chi,AmosAd00,defense,68,,,,,
player,201610090clt,chi,AmosAd00,def_pct,100%,,,,,
player,201610090clt,chi,AmosAd00,special_teams,12,,,,,
player,201610090clt,chi,AmosAd00,st_pct,36%,,,,,
player,201610090clt,chi,FreeJe00,pos,LB,,,,,
player,201610090clt,chi,FreeJe00,offense,0,,,,,
player,201610090clt,chi,FreeJe00,off_pct,0%,,,,,
player,201610090clt,chi,FreeJe00,defense,68,,,,,
player,201610090clt,chi,FreeJe00,def_pct,100%,,,,,
player,201610090clt,chi,FreeJe00,special_teams,0,,,,,
player,201610090clt,chi,FreeJe00,st_pct,0%,,,,,
player,201610090clt,chi,PortTr99,pos,CB,,,,,
player,201610090clt,chi,PortTr99,offense,0,,,,,
player,201610090clt,chi,PortTr99,off_pct,0%,,,,,
player,201610090clt,chi,PortTr99,defense,66,,,,,
player,201610090clt,chi,PortTr99,def_pct,97%,,,,,
player,201610090clt,chi,PortTr99,special_teams,0,,,,,
player,201610090clt,chi,PortTr99,st_pct,0%,,,,,
player,201610090clt,chi,AchoSa00,pos,LB,,,,,
player,201610090clt,chi,AchoSa00,offense,0,,,,,
player,201610090clt,chi,AchoSa00,off_pct,0%,,,,,
player,201610090clt,chi,AchoSa00,defense,59,,,,,
player,201610090clt,chi,AchoSa00,def_pct,87%,,,,,
player,201610090clt,chi,AchoSa00,special_teams,9,,,,,
player,201610090clt,chi,AchoSa00,st_pct,27%,,,,,
player,201610090clt,chi,ProsCh00,pos,FS,,,,,
player,201610090clt,chi,ProsCh00,offense,0,,,,,
player,201610090clt,chi,ProsCh00,off_pct,0%,,,,,
player,201610090clt,chi,ProsCh00,defense,57,,,,,
player,201610090clt,chi,ProsCh00,def_pct,84%,,,,,
player,201610090clt,chi,ProsCh00,special_teams,20,,,,,
player,201610090clt,chi,ProsCh00,st_pct,61%,,,,,
player,201610090clt,chi,TrevDa00,pos,LB,,,,,
player,201610090clt,chi,TrevDa00,offense,0,,,,,
player,201610090clt,chi,TrevDa00,off_pct,0%,,,,,
player,201610090clt,chi,TrevDa00,defense,57,,,,,
player,201610090clt,chi,TrevDa00,def_pct,84%,,,,,
player,201610090clt,chi,TrevDa00,special_teams,0,,,,,
player,201610090clt,chi,TrevDa00,st_pct,0%,,,,,
player,201610090clt,chi,HickAk00,pos,DE,,,,,
player,201610090clt,chi,HickAk00,offense,0,,,,,
player,201610090clt,chi,HickAk00,off_pct,0%,,,,,
player,201610090clt,chi,HickAk00,defense,55,,,,,
player,201610090clt,chi,HickAk00,def_pct,81%,,,,,
player,201610090clt,chi,HickAk00,special_teams,7,,,,,
player,201610090clt,chi,HickAk00,st_pct,21%,,,,,
player,201610090clt,chi,LeBlCr01,pos,CB,,,,,
player,201610090clt,chi,LeBlCr01,offense,0,,,,,
player,201610090clt,chi,LeBlCr01,off_pct,0%,,,,,
player,201610090clt,chi,LeBlCr01,defense,55,,,,,
player,201610090clt,chi,LeBlCr01,def_pct,81%,,,,,
player,201610090clt,chi,LeBlCr01,special_teams,3,,,,,
player,201610090clt,chi,LeBlCr01,st_pct,9%,,,,,
player,201610090clt,chi,YounWi99,pos,LB,,,,,
player,201610090clt,chi,YounWi99,offense,0,,,,,
player,201610090clt,chi,YounWi99,off_pct,0%,,,,,
player,201610090clt,chi,YounWi99,defense,51,,,,,
player,201610090clt,chi,YounWi99,def_pct,75%,,,,,
player,201610090clt,chi,YounWi99,special_teams,0,,,,,
player,201610090clt,chi,YounWi99,st_pct,0%,,,,,
player,201610090clt,chi,CallBr00,pos,CB,,,,,
player,201610090clt,chi,CallBr00,offense,0,,,,,
player,201610090clt,chi,CallBr00,off_pct,0%,,,,,
player,201610090clt,chi,CallBr00,defense,48,,,,,
player,201610090clt,chi,CallBr00,def_pct,71%,,,,,
player,201610090clt,chi,CallBr00,special_teams,0,,,,,
player,201610090clt,chi,CallBr00,st_pct,0%,,,,,
player,201610090clt,chi,UnreMi00,pos,DE,,,,,
player,201610090clt,chi,UnreMi00,offense,0,,,,,
player,201610090clt,chi,UnreMi00,off_pct,0%,,,,,
player,201610090clt,chi,UnreMi00,defense,43,,,,,
player,201610090clt,chi,UnreMi00,def_pct,63%,,,,,
player,201610090clt,chi,UnreMi00,special_teams,14,,,,,
player,201610090clt,chi,UnreMi00,st_pct,42%,,,,,
player,201610090clt,chi,WashCo00,pos,DE,,,,,
player,201610090clt,chi,WashCo00,offense,0,,,,,
player,201610090clt,chi,WashCo00,off_pct,0%,,,,,
player,201610090clt,chi,WashCo00,defense,32,,,,,
player,201610090clt,chi,WashCo00,def_pct,47%,,,,,
player,201610090clt,chi,WashCo00,special_teams,7,,,,,
player,201610090clt,chi,WashCo00,st_pct,21%,,,,,
player,201610090clt,chi,SuttWi00,pos,NT,,,,,
player,201610090clt,chi,SuttWi00,offense,0,,,,,
player,201610090clt,chi,SuttWi00,off_pct,0%,,,,,
player,201610090clt,chi,SuttWi00,defense,22,,,,,
player,201610090clt,chi,SuttWi00,def_pct,32%,,,,,
player,201610090clt,chi,SuttWi00,special_teams,15,,,,,
player,201610090clt,chi,SuttWi00,st_pct,45%,,,,,
player,201610090clt,chi,GlenJa01,pos,CB,,,,,
player,201610090clt,chi,GlenJa01,offense,0,,,,,
player,201610090clt,chi,GlenJa01,off_pct,0%,,,,,
player,201610090clt,chi,GlenJa01,defense,18,,,,,
player,201610090clt,chi,GlenJa01,def_pct,26%,,,,,
player,201610090clt,chi,GlenJa01,special_teams,16,,,,,
player,201610090clt,chi,GlenJa01,st_pct,48%,,,,,
player,201610090clt,chi,JoneCh05,pos,LB,,,,,
player,201610090clt,chi,JoneCh05,offense,0,,,,,
player,201610090clt,chi,JoneCh05,off_pct,0%,,,,,
player,201610090clt,chi,JoneCh05,defense,18,,,,,
player,201610090clt,chi,JoneCh05,def_pct,26%,,,,,
player,201610090clt,chi,JoneCh05,special_teams,15,,,,,
player,201610090clt,chi,JoneCh05,st_pct,45%,,,,,
player,201610090clt,chi,BullJo00,pos,DE,,,,,
player,201610090clt,chi,BullJo00,offense,0,,,,,
player,201610090clt,chi,BullJo00,off_pct,0%,,,,,
player,201610090clt,chi,BullJo00,defense,16,,,,,
player,201610090clt,chi,BullJo00,def_pct,24%,,,,,
player,201610090clt,chi,BullJo00,special_teams,0,,,,,
player,201610090clt,chi,BullJo00,st_pct,0%,,,,,
player,201610090clt,chi,JoneHa02,pos,SS,,,,,
player,201610090clt,chi,JoneHa02,offense,0,,,,,
player,201610090clt,chi,JoneHa02,off_pct,0%,,,,,
player,201610090clt,chi,JoneHa02,defense,10,,,,,
player,201610090clt,chi,JoneHa02,def_pct,15%,,,,,
player,201610090clt,chi,JoneHa02,special_teams,9,,,,,
player,201610090clt,chi,JoneHa02,st_pct,27%,,,,,
player,201610090clt,chi,KwiaNi00,pos,LB,,,,,
player,201610090clt,chi,KwiaNi00,offense,0,,,,,
player,201610090clt,chi,KwiaNi00,off_pct,0%,,,,,
player,201610090clt,chi,KwiaNi00,defense,5,,,,,
player,201610090clt,chi,KwiaNi00,def_pct,7%,,,,,
player,201610090clt,chi,KwiaNi00,special_teams,15,,,,,
player,201610090clt,chi,KwiaNi00,st_pct,45%,,,,,
player,201610090clt,chi,McMaSh99,pos,CB,,,,,
player,201610090clt,chi,McMaSh99,offense,0,,,,,
player,201610090clt,chi,McMaSh99,off_pct,0%,,,,,
player,201610090clt,chi,McMaSh99,defense,0,,,,,
player,201610090clt,chi,McMaSh99,def_pct,0%,,,,,
player,201610090clt,chi,McMaSh99,special_teams,26,,,,,
player,201610090clt,chi,McMaSh99,st_pct,79%,,,,,
player,201610090clt,chi,TimuJo00,pos,LB,,,,,
player,201610090clt,chi,TimuJo00,offense,0,,,,,
player,201610090clt,chi,TimuJo00,off_pct,0%,,,,,
player,201610090clt,chi,TimuJo00,defense,0,,,,,
player,201610090clt,chi,TimuJo00,def_pct,0%,,,,,
player,201610090clt,chi,TimuJo00,special_teams,20,,,,,
player,201610090clt,chi,TimuJo00,st_pct,61%,,,,,
player,201610090clt,chi,HousDe00,pos,FS,,,,,
player,201610090clt,chi,HousDe00,offense,0,,,,,
player,201610090clt,chi,HousDe00,off_pct,0%,,,,,
player,201610090clt,chi,HousDe00,defense,0,,,,,
player,201610090clt,chi,HousDe00,def_pct,0%,,,,,
player,201610090clt,chi,HousDe00,special_teams,19,,,,,
player,201610090clt,chi,HousDe00,st_pct,58%,,,,,
player,201610090clt,chi,barthco01,pos,K,,,,,
player,201610090clt,chi,barthco01,offense,0,,,,,
player,201610090clt,chi,barthco01,off_pct,0%,,,,,
player,201610090clt,chi,barthco01,defense,0,,,,,
player,201610090clt,chi,barthco01,def_pct,0%,,,,,
player,201610090clt,chi,barthco01,special_teams,13,,,,,
player,201610090clt,chi,barthco01,st_pct,39%,,,,,
player,201610090clt,chi,ScalPa00,pos,LS,,,,,
player,201610090clt,chi,ScalPa00,offense,0,,,,,
player,201610090clt,chi,ScalPa00,off_pct,0%,,,,,
player,201610090clt,chi,ScalPa00,defense,0,,,,,
player,201610090clt,chi,ScalPa00,def_pct,0%,,,,,
player,201610090clt,chi,ScalPa00,special_teams,9,,,,,
player,201610090clt,chi,ScalPa00,st_pct,27%,,,,,
player,201610090clt,chi,HursDe00,pos,CB,,,,,
player,201610090clt,chi,HursDe00,offense,0,,,,,
player,201610090clt,chi,HursDe00,off_pct,0%,,,,,
player,201610090clt,chi,HursDe00,defense,0,,,,,
player,201610090clt,chi,HursDe00,def_pct,0%,,,,,
player,201610090clt,chi,HursDe00,special_teams,9,,,,,
player,201610090clt,chi,HursDe00,st_pct,27%,,,,,
player,201610090clt,chi,ODonPa00,pos,P,,,,,
player,201610090clt,chi,ODonPa00,offense,0,,,,,
player,201610090clt,chi,ODonPa00,off_pct,0%,,,,,
player,201610090clt,chi,ODonPa00,defense,0,,,,,
player,201610090clt,chi,ODonPa00,def_pct,0%,,,,,
player,201610090clt,chi,ODonPa00,special_teams,9,,,,,
player,201610090clt,chi,ODonPa00,st_pct,27%,,,,,
player,201610090clt,chi,BellJo01,pos,RB,,,,,
player,201610090clt,chi,BellJo01,offense,0,,,,,
player,201610090clt,chi,BellJo01,off_pct,0%,,,,,
player,201610090clt,chi,BellJo01,defense,0,,,,,
player,201610090clt,chi,BellJo01,def_pct,0%,,,,,
player,201610090clt,chi,BellJo01,special_teams,8,,,,,
player,201610090clt,chi,BellJo01,st_pct,24%,,,,,
player,201610090clt,chi,LarsTe20,pos,C,,,,,
player,201610090clt,chi,LarsTe20,offense,0,,,,,
player,201610090clt,chi,LarsTe20,off_pct,0%,,,,,
player,201610090clt,chi,LarsTe20,defense,0,,,,,
player,201610090clt,chi,LarsTe20,def_pct,0%,,,,,
player,201610090clt,chi,LarsTe20,special_teams,7,,,,,
player,201610090clt,chi,LarsTe20,st_pct,21%,,,,,
player,201610090clt,chi,AdamMi02,pos,T,,,,,
player,201610090clt,chi,AdamMi02,offense,0,,,,,
player,201610090clt,chi,AdamMi02,off_pct,0%,,,,,
player,201610090clt,chi,AdamMi02,defense,0,,,,,
player,201610090clt,chi,AdamMi02,def_pct,0%,,,,,
player,201610090clt,chi,AdamMi02,special_teams,7,,,,,
player,201610090clt,chi,AdamMi02,st_pct,21%,,,,,
