game,2016,13,20161204,201612040nwe,ram,"Los Angeles Rams",10,nwe,"New England Patriots",26
player,201612040nwe,ram,HigbTy00,pass_cmp,0,,,,,
player,201612040nwe,ram,HigbTy00,pass_att,0,,,,,
player,201612040nwe,ram,HigbTy00,pass_yds,0,,,,,
player,201612040nwe,ram,HigbTy00,pass_td,0,,,,,
player,201612040nwe,ram,HigbTy00,pass_int,0,,,,,
player,201612040nwe,ram,HigbTy00,pass_sacked,0,,,,,
player,201612040nwe,ram,HigbTy00,pass_sacked_yds,0,,,,,
player,201612040nwe,ram,HigbTy00,pass_long,0,,,,,
player,201612040nwe,ram,HigbTy00,pass_rating,,,,,,
player,201612040nwe,ram,HigbTy00,rush_att,0,,,,,
player,201612040nwe,ram,HigbTy00,rush_yds,0,,,,,
player,201612040nwe,ram,HigbTy00,rush_td,0,,,,,
player,201612040nwe,ram,HigbTy00,rush_long,0,,,,,
player,201612040nwe,ram,HigbTy00,targets,4,,,,,
player,201612040nwe,ram,HigbTy00,rec,2,,,,,
player,201612040nwe,ram,HigbTy00,rec_yds,16,,,,,
player,201612040nwe,ram,HigbTy00,rec_td,0,,,,,
player,201612040nwe,ram,HigbTy00,rec_long,10,,,,,
player,201612040nwe,ram,HigbTy00,fumbles,0,,,,,
player,201612040nwe,ram,HigbTy00,fumbles_lost,0,,,,,
player,201612040nwe,ram,KendLa00,pass_cmp,0,,,,,
player,201612040nwe,ram,KendLa00,pass_att,0,,,,,
player,201612040nwe,ram,KendLa00,pass_yds,0,,,,,
player,201612040nwe,ram,KendLa00,pass_td,0,,,,,
player,201612040nwe,ram,KendLa00,pass_int,0,,,,,
player,201612040nwe,ram,KendLa00,pass_sacked,0,,,,,
player,201612040nwe,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201612040nwe,ram,KendLa00,pass_long,0,,,,,
player,201612040nwe,ram,KendLa00,pass_rating,,,,,,
player,201612040nwe,ram,KendLa00,rush_att,0,,,,,
player,201612040nwe,ram,KendLa00,rush_yds,0,,,,,
player,201612040nwe,ram,KendLa00,rush_td,0,,,,,
player,201612040nwe,ram,KendLa00,rush_long,0,,,,,
player,201612040nwe,ram,KendLa00,targets,5,,,,,
player,201612040nwe,ram,KendLa00,rec,2,,,,,
player,201612040nwe,ram,KendLa00,rec_yds,13,,,,,
player,201612040nwe,ram,KendLa00,rec_td,0,,,,,
player,201612040nwe,ram,KendLa00,rec_long,11,,,,,
player,201612040nwe,ram,KendLa00,fumbles,0,,,,,
player,201612040nwe,ram,KendLa00,fumbles_lost,0,,,,,
player,201612040nwe,ram,CoopPh00,pass_cmp,0,,,,,
player,201612040nwe,ram,CoopPh00,pass_att,0,,,,,
player,201612040nwe,ram,CoopPh00,pass_yds,0,,,,,
player,201612040nwe,ram,CoopPh00,pass_td,0,,,,,
player,201612040nwe,ram,CoopPh00,pass_int,0,,,,,
player,201612040nwe,ram,CoopPh00,pass_sacked,0,,,,,
player,201612040nwe,ram,CoopPh00,pass_sacked_yds,0,,,,,
player,201612040nwe,ram,CoopPh00,pass_long,0,,,,,
player,201612040nwe,ram,CoopPh00,pass_rating,,,,,,
player,201612040nwe,ram,CoopPh00,rush_att,0,,,,,
player,201612040nwe,ram,CoopPh00,rush_yds,0,,,,,
player,201612040nwe,ram,CoopPh00,rush_td,0,,,,,
player,201612040nwe,ram,CoopPh00,rush_long,0,,,,,
player,201612040nwe,ram,CoopPh00,targets,4,,,,,
player,201612040nwe,ram,CoopPh00,rec,1,,,,,
player,201612040nwe,ram,CoopPh00,rec_yds,8,,,,,
player,201612040nwe,ram,CoopPh00,rec_td,0,,,,,
player,201612040nwe,ram,CoopPh00,rec_long,8,,,,,
player,201612040nwe,ram,CoopPh00,fumbles,0,,,,,
player,201612040nwe,ram,CoopPh00,fumbles_lost,0,,,,,
player,201612040nwe,ram,MarqBr00,pass_cmp,0,,,,,
player,201612040nwe,ram,MarqBr00,pass_att,0,,,,,
player,201612040nwe,ram,MarqBr00,pass_yds,0,,,,,
player,201612040nwe,ram,MarqBr00,pass_td,0,,,,,
player,201612040nwe,ram,MarqBr00,pass_int,0,,,,,
player,201612040nwe,ram,MarqBr00,pass_sacked,0,,,,,
player,201612040nwe,ram,MarqBr00,pass_sacked_yds,0,,,,,
player,201612040nwe,ram,MarqBr00,pass_long,0,,,,,
player,201612040nwe,ram,MarqBr00,pass_rating,,,,,,
player,201612040nwe,ram,MarqBr00,rush_att,0,,,,,
player,201612040nwe,ram,MarqBr00,rush_yds,0,,,,,
player,201612040nwe,ram,MarqBr00,rush_td,0,,,,,
player,201612040nwe,ram,MarqBr00,rush_long,0,,,,,
player,201612040nwe,ram,MarqBr00,targets,1,,,,,
player,201612040nwe,ram,MarqBr00,rec,0,,,,,
player,201612040nwe,ram,MarqBr00,rec_yds,0,,,,,
player,201612040nwe,ram,MarqBr00,rec_td,0,,,,,
player,201612040nwe,ram,MarqBr00,rec_long,0,,,,,
player,201612040nwe,ram,MarqBr00,fumbles,0,,,,,
player,201612040nwe,ram,MarqBr00,fumbles_lost,0,,,,,
player,201612040nwe,ram,ThomMi04,pass_cmp,0,,,,,
player,201612040nwe,ram,ThomMi04,pass_att,0,,,,,
player,201612040nwe,ram,ThomMi04,pass_yds,0,,,,,
player,201612040nwe,ram,ThomMi04,pass_td,0,,,,,
player,201612040nwe,ram,ThomMi04,pass_int,0,,,,,
player,201612040nwe,ram,ThomMi04,pass_sacked,0,,,,,
player,201612040nwe,ram,ThomMi04,pass_sacked_yds,0,,,,,
player,201612040nwe,ram,ThomMi04,pass_long,0,,,,,
player,201612040nwe,ram,ThomMi04,pass_rating,,,,,,
player,201612040nwe,ram,ThomMi04,rush_att,0,,,,,
player,201612040nwe,ram,ThomMi04,rush_yds,0,,,,,
player,201612040nwe,ram,ThomMi04,rush_td,0,,,,,
player,201612040nwe,ram,ThomMi04,rush_long,0,,,,,
player,201612040nwe,ram,ThomMi04,targets,1,,,,,
player,201612040nwe,ram,ThomMi04,rec,0,,,,,
player,201612040nwe,ram,ThomMi04,rec_yds,0,,,,,
player,201612040nwe,ram,ThomMi04,rec_td,0,,,,,
player,201612040nwe,ram,ThomMi04,rec_long,0,,,,,
player,201612040nwe,ram,ThomMi04,fumbles,0,,,,,
player,201612040nwe,ram,ThomMi04,fumbles_lost,0,,,,,
player,201612040nwe,ram,CunnBe01,pass_cmp,0,,,,,
player,201612040nwe,ram,CunnBe01,pass_att,0,,,,,
player,201612040nwe,ram,CunnBe01,pass_yds,0,,,,,
player,201612040nwe,ram,CunnBe01,pass_td,0,,,,,
player,201612040nwe,ram,CunnBe01,pass_int,0,,,,,
player,201612040nwe,ram,CunnBe01,pass_sacked,0,,,,,
player,201612040nwe,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201612040nwe,ram,CunnBe01,pass_long,0,,,,,
player,201612040nwe,ram,CunnBe01,pass_rating,,,,,,
player,201612040nwe,ram,CunnBe01,rush_att,1,,,,,
player,201612040nwe,ram,CunnBe01,rush_yds,-1,,,,,
player,201612040nwe,ram,CunnBe01,rush_td,0,,,,,
player,201612040nwe,ram,CunnBe01,rush_long,-1,,,,,
player,201612040nwe,ram,CunnBe01,targets,0,,,,,
player,201612040nwe,ram,CunnBe01,rec,0,,,,,
player,201612040nwe,ram,CunnBe01,rec_yds,0,,,,,
player,201612040nwe,ram,CunnBe01,rec_td,0,,,,,
player,201612040nwe,ram,CunnBe01,rec_long,0,,,,,
player,201612040nwe,ram,CunnBe01,fumbles,0,,,,,
player,201612040nwe,ram,CunnBe01,fumbles_lost,0,,,,,
player,201612040nwe,nwe,BradTo00,pass_cmp,33,,,,,
player,201612040nwe,nwe,BradTo00,pass_att,46,,,,,
player,201612040nwe,nwe,BradTo00,pass_yds,269,,,,,
player,201612040nwe,nwe,BradTo00,pass_td,1,,,,,
player,201612040nwe,nwe,BradTo00,pass_int,0,,,,,
player,201612040nwe,nwe,BradTo00,pass_sacked,0,,,,,
player,201612040nwe,nwe,BradTo00,pass_sacked_yds,0,,,,,
player,201612040nwe,nwe,BradTo00,pass_long,32,,,,,
player,201612040nwe,nwe,BradTo00,pass_rating,93.5,,,,,
player,201612040nwe,nwe,BradTo00,rush_att,3,,,,,
player,201612040nwe,nwe,BradTo00,rush_yds,1,,,,,
player,201612040nwe,nwe,BradTo00,rush_td,0,,,,,
player,201612040nwe,nwe,BradTo00,rush_long,3,,,,,
player,201612040nwe,nwe,BradTo00,targets,0,,,,,
player,201612040nwe,nwe,BradTo00,rec,0,,,,,
player,201612040nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201612040nwe,nwe,BradTo00,rec_td,0,,,,,
player,201612040nwe,nwe,BradTo00,rec_long,0,,,,,
player,201612040nwe,nwe,BradTo00,fumbles,0,,,,,
player,201612040nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201612040nwe,nwe,BlouLe00,pass_cmp,0,,,,,
player,201612040nwe,nwe,BlouLe00,pass_att,0,,,,,
player,201612040nwe,nwe,BlouLe00,pass_yds,0,,,,,
player,201612040nwe,nwe,BlouLe00,pass_td,0,,,,,
player,201612040nwe,nwe,BlouLe00,pass_int,0,,,,,
player,201612040nwe,nwe,BlouLe00,pass_sacked,0,,,,,
player,201612040nwe,nwe,BlouLe00,pass_sacked_yds,0,,,,,
player,201612040nwe,nwe,BlouLe00,pass_long,0,,,,,
player,201612040nwe,nwe,BlouLe00,pass_rating,,,,,,
player,201612040nwe,nwe,BlouLe00,rush_att,18,,,,,
player,201612040nwe,nwe,BlouLe00,rush_yds,88,,,,,
player,201612040nwe,nwe,BlouLe00,rush_td,1,,,,,
player,201612040nwe,nwe,BlouLe00,rush_long,43,,,,,
player,201612040nwe,nwe,BlouLe00,targets,0,,,,,
player,201612040nwe,nwe,BlouLe00,rec,0,,,,,
player,201612040nwe,nwe,BlouLe00,rec_yds,0,,,,,
player,201612040nwe,nwe,BlouLe00,rec_td,0,,,,,
player,201612040nwe,nwe,BlouLe00,rec_long,0,,,,,
player,201612040nwe,nwe,BlouLe00,fumbles,0,,,,,
player,201612040nwe,nwe,BlouLe00,fumbles_lost,0,,,,,
player,201612040nwe,nwe,LewiDi00,pass_cmp,0,,,,,
player,201612040nwe,nwe,LewiDi00,pass_att,0,,,,,
player,201612040nwe,nwe,LewiDi00,pass_yds,0,,,,,
player,201612040nwe,nwe,LewiDi00,pass_td,0,,,,,
player,201612040nwe,nwe,LewiDi00,pass_int,0,,,,,
player,201612040nwe,nwe,LewiDi00,pass_sacked,0,,,,,
player,201612040nwe,nwe,LewiDi00,pass_sacked_yds,0,,,,,
player,201612040nwe,nwe,LewiDi00,pass_long,0,,,,,
player,201612040nwe,nwe,LewiDi00,pass_rating,,,,,,
player,201612040nwe,nwe,LewiDi00,rush_att,5,,,,,
player,201612040nwe,nwe,LewiDi00,rush_yds,27,,,,,
player,201612040nwe,nwe,LewiDi00,rush_td,0,,,,,
player,201612040nwe,nwe,LewiDi00,rush_long,9,,,,,
player,201612040nwe,nwe,LewiDi00,targets,5,,,,,
player,201612040nwe,nwe,LewiDi00,rec,4,,,,,
player,201612040nwe,nwe,LewiDi00,rec_yds,11,,,,,
player,201612040nwe,nwe,LewiDi00,rec_td,0,,,,,
player,201612040nwe,nwe,LewiDi00,rec_long,7,,,,,
player,201612040nwe,nwe,LewiDi00,fumbles,0,,,,,
player,201612040nwe,nwe,LewiDi00,fumbles_lost,0,,,,,
player,201612040nwe,nwe,WhitJa02,pass_cmp,0,,,,,
player,201612040nwe,nwe,WhitJa02,pass_att,0,,,,,
player,201612040nwe,nwe,WhitJa02,pass_yds,0,,,,,
player,201612040nwe,nwe,WhitJa02,pass_td,0,,,,,
player,201612040nwe,nwe,WhitJa02,pass_int,0,,,,,
player,201612040nwe,nwe,WhitJa02,pass_sacked,0,,,,,
player,201612040nwe,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201612040nwe,nwe,WhitJa02,pass_long,0,,,,,
player,201612040nwe,nwe,WhitJa02,pass_rating,,,,,,
player,201612040nwe,nwe,WhitJa02,rush_att,3,,,,,
player,201612040nwe,nwe,WhitJa02,rush_yds,17,,,,,
player,201612040nwe,nwe,WhitJa02,rush_td,0,,,,,
player,201612040nwe,nwe,WhitJa02,rush_long,9,,,,,
player,201612040nwe,nwe,WhitJa02,targets,5,,,,,
player,201612040nwe,nwe,WhitJa02,rec,4,,,,,
player,201612040nwe,nwe,WhitJa02,rec_yds,18,,,,,
player,201612040nwe,nwe,WhitJa02,rec_td,0,,,,,
player,201612040nwe,nwe,WhitJa02,rec_long,9,,,,,
player,201612040nwe,nwe,WhitJa02,fumbles,0,,,,,
player,201612040nwe,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201612040nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201612040nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201612040nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201612040nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201612040nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201612040nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201612040nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201612040nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201612040nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201612040nwe,nwe,EdelJu00,rush_att,0,,,,,
player,201612040nwe,nwe,EdelJu00,rush_yds,0,,,,,
player,201612040nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201612040nwe,nwe,EdelJu00,rush_long,0,,,,,
player,201612040nwe,nwe,EdelJu00,targets,12,,,,,
player,201612040nwe,nwe,EdelJu00,rec,8,,,,,
player,201612040nwe,nwe,EdelJu00,rec_yds,101,,,,,
player,201612040nwe,nwe,EdelJu00,rec_td,0,,,,,
player,201612040nwe,nwe,EdelJu00,rec_long,32,,,,,
player,201612040nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201612040nwe,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201612040nwe,nwe,MitcMa01,pass_cmp,0,,,,,
player,201612040nwe,nwe,MitcMa01,pass_att,0,,,,,
player,201612040nwe,nwe,MitcMa01,pass_yds,0,,,,,
player,201612040nwe,nwe,MitcMa01,pass_td,0,,,,,
player,201612040nwe,nwe,MitcMa01,pass_int,0,,,,,
player,201612040nwe,nwe,MitcMa01,pass_sacked,0,,,,,
player,201612040nwe,nwe,MitcMa01,pass_sacked_yds,0,,,,,
player,201612040nwe,nwe,MitcMa01,pass_long,0,,,,,
player,201612040nwe,nwe,MitcMa01,pass_rating,,,,,,
player,201612040nwe,nwe,MitcMa01,rush_att,0,,,,,
player,201612040nwe,nwe,MitcMa01,rush_yds,0,,,,,
player,201612040nwe,nwe,MitcMa01,rush_td,0,,,,,
player,201612040nwe,nwe,MitcMa01,rush_long,0,,,,,
player,201612040nwe,nwe,MitcMa01,targets,10,,,,,
player,201612040nwe,nwe,MitcMa01,rec,8,,,,,
player,201612040nwe,nwe,MitcMa01,rec_yds,82,,,,,
player,201612040nwe,nwe,MitcMa01,rec_td,0,,,,,
player,201612040nwe,nwe,MitcMa01,rec_long,20,,,,,
player,201612040nwe,nwe,MitcMa01,fumbles,0,,,,,
player,201612040nwe,nwe,MitcMa01,fumbles_lost,0,,,,,
player,201612040nwe,nwe,AmenDa00,pass_cmp,0,,,,,
player,201612040nwe,nwe,AmenDa00,pass_att,0,,,,,
player,201612040nwe,nwe,AmenDa00,pass_yds,0,,,,,
player,201612040nwe,nwe,AmenDa00,pass_td,0,,,,,
player,201612040nwe,nwe,AmenDa00,pass_int,0,,,,,
player,201612040nwe,nwe,AmenDa00,pass_sacked,0,,,,,
player,201612040nwe,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201612040nwe,nwe,AmenDa00,pass_long,0,,,,,
player,201612040nwe,nwe,AmenDa00,pass_rating,,,,,,
player,201612040nwe,nwe,AmenDa00,rush_att,0,,,,,
player,201612040nwe,nwe,AmenDa00,rush_yds,0,,,,,
player,201612040nwe,nwe,AmenDa00,rush_td,0,,,,,
player,201612040nwe,nwe,AmenDa00,rush_long,0,,,,,
player,201612040nwe,nwe,AmenDa00,targets,4,,,,,
player,201612040nwe,nwe,AmenDa00,rec,3,,,,,
player,201612040nwe,nwe,AmenDa00,rec_yds,30,,,,,
player,201612040nwe,nwe,AmenDa00,rec_td,0,,,,,
player,201612040nwe,nwe,AmenDa00,rec_long,17,,,,,
player,201612040nwe,nwe,AmenDa00,fumbles,0,,,,,
player,201612040nwe,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201612040nwe,nwe,HogaCh00,pass_cmp,0,,,,,
player,201612040nwe,nwe,HogaCh00,pass_att,0,,,,,
player,201612040nwe,nwe,HogaCh00,pass_yds,0,,,,,
player,201612040nwe,nwe,HogaCh00,pass_td,0,,,,,
player,201612040nwe,nwe,HogaCh00,pass_int,0,,,,,
player,201612040nwe,nwe,HogaCh00,pass_sacked,0,,,,,
player,201612040nwe,nwe,HogaCh00,pass_sacked_yds,0,,,,,
player,201612040nwe,nwe,HogaCh00,pass_long,0,,,,,
player,201612040nwe,nwe,HogaCh00,pass_rating,,,,,,
player,201612040nwe,nwe,HogaCh00,rush_att,0,,,,,
player,201612040nwe,nwe,HogaCh00,rush_yds,0,,,,,
player,201612040nwe,nwe,HogaCh00,rush_td,0,,,,,
player,201612040nwe,nwe,HogaCh00,rush_long,0,,,,,
player,201612040nwe,nwe,HogaCh00,targets,5,,,,,
player,201612040nwe,nwe,HogaCh00,rec,4,,,,,
player,201612040nwe,nwe,HogaCh00,rec_yds,23,,,,,
player,201612040nwe,nwe,HogaCh00,rec_td,1,,,,,
player,201612040nwe,nwe,HogaCh00,rec_long,14,,,,,
player,201612040nwe,nwe,HogaCh00,fumbles,0,,,,,
player,201612040nwe,nwe,HogaCh00,fumbles_lost,0,,,,,
player,201612040nwe,nwe,BennMa00,pass_cmp,0,,,,,
player,201612040nwe,nwe,BennMa00,pass_att,0,,,,,
player,201612040nwe,nwe,BennMa00,pass_yds,0,,,,,
player,201612040nwe,nwe,BennMa00,pass_td,0,,,,,
player,201612040nwe,nwe,BennMa00,pass_int,0,,,,,
player,201612040nwe,nwe,BennMa00,pass_sacked,0,,,,,
player,201612040nwe,nwe,BennMa00,pass_sacked_yds,0,,,,,
player,201612040nwe,nwe,BennMa00,pass_long,0,,,,,
player,201612040nwe,nwe,BennMa00,pass_rating,,,,,,
player,201612040nwe,nwe,BennMa00,rush_att,0,,,,,
player,201612040nwe,nwe,BennMa00,rush_yds,0,,,,,
player,201612040nwe,nwe,BennMa00,rush_td,0,,,,,
player,201612040nwe,nwe,BennMa00,rush_long,0,,,,,
player,201612040nwe,nwe,BennMa00,targets,4,,,,,
player,201612040nwe,nwe,BennMa00,rec,2,,,,,
player,201612040nwe,nwe,BennMa00,rec_yds,4,,,,,
player,201612040nwe,nwe,BennMa00,rec_td,0,,,,,
player,201612040nwe,nwe,BennMa00,rec_long,2,,,,,
player,201612040nwe,nwe,BennMa00,fumbles,0,,,,,
player,201612040nwe,nwe,BennMa00,fumbles_lost,0,,,,,
player,201612040nwe,nwe,DeveJa00,pass_cmp,0,,,,,
player,201612040nwe,nwe,DeveJa00,pass_att,0,,,,,
player,201612040nwe,nwe,DeveJa00,pass_yds,0,,,,,
player,201612040nwe,nwe,DeveJa00,pass_td,0,,,,,
player,201612040nwe,nwe,DeveJa00,pass_int,0,,,,,
player,201612040nwe,nwe,DeveJa00,pass_sacked,0,,,,,
player,201612040nwe,nwe,DeveJa00,pass_sacked_yds,0,,,,,
player,201612040nwe,nwe,DeveJa00,pass_long,0,,,,,
player,201612040nwe,nwe,DeveJa00,pass_rating,,,,,,
player,201612040nwe,nwe,DeveJa00,rush_att,0,,,,,
player,201612040nwe,nwe,DeveJa00,rush_yds,0,,,,,
player,201612040nwe,nwe,DeveJa00,rush_td,0,,,,,
player,201612040nwe,nwe,DeveJa00,rush_long,0,,,,,
player,201612040nwe,nwe,DeveJa00,targets,1,,,,,
player,201612040nwe,nwe,DeveJa00,rec,0,,,,,
player,201612040nwe,nwe,DeveJa00,rec_yds,0,,,,,
player,201612040nwe,nwe,DeveJa00,rec_td,0,,,,,
player,201612040nwe,nwe,DeveJa00,rec_long,0,,,,,
player,201612040nwe,nwe,DeveJa00,fumbles,0,,,,,
player,201612040nwe,nwe,DeveJa00,fumbles_lost,0,,,,,
player,201612040nwe,ram,OgleAl00,def_int,0,,,,,
player,201612040nwe,ram,OgleAl00,def_int_yds,0,,,,,
player,201612040nwe,ram,OgleAl00,def_int_td,0,,,,,
player,201612040nwe,ram,OgleAl00,def_int_long,0,,,,,
player,201612040nwe,ram,OgleAl00,pass_defended,0,,,,,
player,201612040nwe,ram,OgleAl00,sacks,0.0,,,,,
player,201612040nwe,ram,OgleAl00,tackles_combined,14,,,,,
player,201612040nwe,ram,OgleAl00,tackles_solo,4,,,,,
player,201612040nwe,ram,OgleAl00,tackles_assists,10,,,,,
player,201612040nwe,ram,OgleAl00,tackles_loss,0,,,,,
player,201612040nwe,ram,OgleAl00,qb_hits,0,,,,,
player,201612040nwe,ram,OgleAl00,fumbles_rec,0,,,,,
