game,2016,4,20161002,201610020crd,ram,"Los Angeles Rams",17,crd,"Arizona Cardinals",13
player,201610020crd,ram,DonaAa00,tackles_combined,5,,,,,
player,201610020crd,ram,DonaAa00,tackles_solo,4,,,,,
player,201610020crd,ram,DonaAa00,tackles_assists,1,,,,,
player,201610020crd,ram,DonaAa00,tackles_loss,1,,,,,
player,201610020crd,ram,DonaAa00,qb_hits,5,,,,,
player,201610020crd,ram,DonaAa00,fumbles_rec,0,,,,,
player,201610020crd,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201610020crd,ram,DonaAa00,fumbles_forced,1,,,,,
player,201610020crd,ram,AlexMa00,def_int,0,,,,,
player,201610020crd,ram,AlexMa00,def_int_yds,0,,,,,
player,201610020crd,ram,AlexMa00,def_int_td,0,,,,,
player,201610020crd,ram,AlexMa00,def_int_long,0,,,,,
player,201610020crd,ram,AlexMa00,pass_defended,0,,,,,
player,201610020crd,ram,AlexMa00,sacks,1.0,,,,,
player,201610020crd,ram,AlexMa00,tackles_combined,5,,,,,
player,201610020crd,ram,AlexMa00,tackles_solo,4,,,,,
player,201610020crd,ram,AlexMa00,tackles_assists,1,,,,,
player,201610020crd,ram,AlexMa00,tackles_loss,1,,,,,
player,201610020crd,ram,AlexMa00,qb_hits,1,,,,,
player,201610020crd,ram,AlexMa00,fumbles_rec,0,,,,,
player,201610020crd,ram,AlexMa00,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,AlexMa00,fumbles_rec_td,0,,,,,
player,201610020crd,ram,AlexMa00,fumbles_forced,0,,,,,
player,201610020crd,ram,SimsEu99,def_int,0,,,,,
player,201610020crd,ram,SimsEu99,def_int_yds,0,,,,,
player,201610020crd,ram,SimsEu99,def_int_td,0,,,,,
player,201610020crd,ram,SimsEu99,def_int_long,0,,,,,
player,201610020crd,ram,SimsEu99,pass_defended,0,,,,,
player,201610020crd,ram,SimsEu99,sacks,0.5,,,,,
player,201610020crd,ram,SimsEu99,tackles_combined,4,,,,,
player,201610020crd,ram,SimsEu99,tackles_solo,2,,,,,
player,201610020crd,ram,SimsEu99,tackles_assists,2,,,,,
player,201610020crd,ram,SimsEu99,tackles_loss,1,,,,,
player,201610020crd,ram,SimsEu99,qb_hits,1,,,,,
player,201610020crd,ram,SimsEu99,fumbles_rec,1,,,,,
player,201610020crd,ram,SimsEu99,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,SimsEu99,fumbles_rec_td,0,,,,,
player,201610020crd,ram,SimsEu99,fumbles_forced,0,,,,,
player,201610020crd,ram,GainE.00,def_int,0,,,,,
player,201610020crd,ram,GainE.00,def_int_yds,0,,,,,
player,201610020crd,ram,GainE.00,def_int_td,0,,,,,
player,201610020crd,ram,GainE.00,def_int_long,0,,,,,
player,201610020crd,ram,GainE.00,pass_defended,2,,,,,
player,201610020crd,ram,GainE.00,sacks,0.0,,,,,
player,201610020crd,ram,GainE.00,tackles_combined,7,,,,,
player,201610020crd,ram,GainE.00,tackles_solo,6,,,,,
player,201610020crd,ram,GainE.00,tackles_assists,1,,,,,
player,201610020crd,ram,GainE.00,tackles_loss,0,,,,,
player,201610020crd,ram,GainE.00,qb_hits,0,,,,,
player,201610020crd,ram,GainE.00,fumbles_rec,0,,,,,
player,201610020crd,ram,GainE.00,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,GainE.00,fumbles_rec_td,0,,,,,
player,201610020crd,ram,GainE.00,fumbles_forced,0,,,,,
player,201610020crd,ram,OgleAl00,def_int,0,,,,,
player,201610020crd,ram,OgleAl00,def_int_yds,0,,,,,
player,201610020crd,ram,OgleAl00,def_int_td,0,,,,,
player,201610020crd,ram,OgleAl00,def_int_long,0,,,,,
player,201610020crd,ram,OgleAl00,pass_defended,0,,,,,
player,201610020crd,ram,OgleAl00,sacks,0.0,,,,,
player,201610020crd,ram,OgleAl00,tackles_combined,6,,,,,
player,201610020crd,ram,OgleAl00,tackles_solo,6,,,,,
player,201610020crd,ram,OgleAl00,tackles_assists,0,,,,,
player,201610020crd,ram,OgleAl00,tackles_loss,0,,,,,
player,201610020crd,ram,OgleAl00,qb_hits,1,,,,,
player,201610020crd,ram,OgleAl00,fumbles_rec,0,,,,,
player,201610020crd,ram,OgleAl00,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,OgleAl00,fumbles_rec_td,0,,,,,
player,201610020crd,ram,OgleAl00,fumbles_forced,0,,,,,
player,201610020crd,ram,HillTr01,def_int,0,,,,,
player,201610020crd,ram,HillTr01,def_int_yds,0,,,,,
player,201610020crd,ram,HillTr01,def_int_td,0,,,,,
player,201610020crd,ram,HillTr01,def_int_long,0,,,,,
player,201610020crd,ram,HillTr01,pass_defended,0,,,,,
player,201610020crd,ram,HillTr01,sacks,0.0,,,,,
player,201610020crd,ram,HillTr01,tackles_combined,4,,,,,
player,201610020crd,ram,HillTr01,tackles_solo,3,,,,,
player,201610020crd,ram,HillTr01,tackles_assists,1,,,,,
player,201610020crd,ram,HillTr01,tackles_loss,0,,,,,
player,201610020crd,ram,HillTr01,qb_hits,0,,,,,
player,201610020crd,ram,HillTr01,fumbles_rec,0,,,,,
player,201610020crd,ram,HillTr01,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,HillTr01,fumbles_rec_td,0,,,,,
player,201610020crd,ram,HillTr01,fumbles_forced,0,,,,,
player,201610020crd,ram,JoynLa00,def_int,0,,,,,
player,201610020crd,ram,JoynLa00,def_int_yds,0,,,,,
player,201610020crd,ram,JoynLa00,def_int_td,0,,,,,
player,201610020crd,ram,JoynLa00,def_int_long,0,,,,,
player,201610020crd,ram,JoynLa00,pass_defended,0,,,,,
player,201610020crd,ram,JoynLa00,sacks,0.0,,,,,
player,201610020crd,ram,JoynLa00,tackles_combined,4,,,,,
player,201610020crd,ram,JoynLa00,tackles_solo,4,,,,,
player,201610020crd,ram,JoynLa00,tackles_assists,0,,,,,
player,201610020crd,ram,JoynLa00,tackles_loss,0,,,,,
player,201610020crd,ram,JoynLa00,qb_hits,0,,,,,
player,201610020crd,ram,JoynLa00,fumbles_rec,0,,,,,
player,201610020crd,ram,JoynLa00,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,JoynLa00,fumbles_rec_td,0,,,,,
player,201610020crd,ram,JoynLa00,fumbles_forced,0,,,,,
player,201610020crd,ram,BrocMi00,def_int,0,,,,,
player,201610020crd,ram,BrocMi00,def_int_yds,0,,,,,
player,201610020crd,ram,BrocMi00,def_int_td,0,,,,,
player,201610020crd,ram,BrocMi00,def_int_long,0,,,,,
player,201610020crd,ram,BrocMi00,pass_defended,0,,,,,
player,201610020crd,ram,BrocMi00,sacks,0.0,,,,,
player,201610020crd,ram,BrocMi00,tackles_combined,2,,,,,
player,201610020crd,ram,BrocMi00,tackles_solo,2,,,,,
player,201610020crd,ram,BrocMi00,tackles_assists,0,,,,,
player,201610020crd,ram,BrocMi00,tackles_loss,0,,,,,
player,201610020crd,ram,BrocMi00,qb_hits,0,,,,,
player,201610020crd,ram,BrocMi00,fumbles_rec,0,,,,,
player,201610020crd,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201610020crd,ram,BrocMi00,fumbles_forced,0,,,,,
player,201610020crd,ram,DaviCo02,def_int,0,,,,,
player,201610020crd,ram,DaviCo02,def_int_yds,0,,,,,
player,201610020crd,ram,DaviCo02,def_int_td,0,,,,,
player,201610020crd,ram,DaviCo02,def_int_long,0,,,,,
player,201610020crd,ram,DaviCo02,pass_defended,1,,,,,
player,201610020crd,ram,DaviCo02,sacks,0.0,,,,,
player,201610020crd,ram,DaviCo02,tackles_combined,2,,,,,
player,201610020crd,ram,DaviCo02,tackles_solo,2,,,,,
player,201610020crd,ram,DaviCo02,tackles_assists,0,,,,,
player,201610020crd,ram,DaviCo02,tackles_loss,0,,,,,
player,201610020crd,ram,DaviCo02,qb_hits,0,,,,,
player,201610020crd,ram,DaviCo02,fumbles_rec,0,,,,,
player,201610020crd,ram,DaviCo02,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,DaviCo02,fumbles_rec_td,0,,,,,
player,201610020crd,ram,DaviCo02,fumbles_forced,0,,,,,
player,201610020crd,ram,LongMa00,def_int,0,,,,,
player,201610020crd,ram,LongMa00,def_int_yds,0,,,,,
player,201610020crd,ram,LongMa00,def_int_td,0,,,,,
player,201610020crd,ram,LongMa00,def_int_long,0,,,,,
player,201610020crd,ram,LongMa00,pass_defended,0,,,,,
player,201610020crd,ram,LongMa00,sacks,0.0,,,,,
player,201610020crd,ram,LongMa00,tackles_combined,2,,,,,
player,201610020crd,ram,LongMa00,tackles_solo,2,,,,,
player,201610020crd,ram,LongMa00,tackles_assists,0,,,,,
player,201610020crd,ram,LongMa00,tackles_loss,1,,,,,
player,201610020crd,ram,LongMa00,qb_hits,0,,,,,
player,201610020crd,ram,LongMa00,fumbles_rec,0,,,,,
player,201610020crd,ram,LongMa00,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,LongMa00,fumbles_rec_td,0,,,,,
player,201610020crd,ram,LongMa00,fumbles_forced,0,,,,,
player,201610020crd,ram,BrowMa03,def_int,0,,,,,
player,201610020crd,ram,BrowMa03,def_int_yds,0,,,,,
player,201610020crd,ram,BrowMa03,def_int_td,0,,,,,
player,201610020crd,ram,BrowMa03,def_int_long,0,,,,,
player,201610020crd,ram,BrowMa03,pass_defended,0,,,,,
player,201610020crd,ram,BrowMa03,sacks,0.0,,,,,
player,201610020crd,ram,BrowMa03,tackles_combined,1,,,,,
player,201610020crd,ram,BrowMa03,tackles_solo,1,,,,,
player,201610020crd,ram,BrowMa03,tackles_assists,0,,,,,
player,201610020crd,ram,BrowMa03,tackles_loss,0,,,,,
player,201610020crd,ram,BrowMa03,qb_hits,0,,,,,
player,201610020crd,ram,BrowMa03,fumbles_rec,0,,,,,
player,201610020crd,ram,BrowMa03,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,BrowMa03,fumbles_rec_td,0,,,,,
player,201610020crd,ram,BrowMa03,fumbles_forced,0,,,,,
player,201610020crd,ram,CunnBe01,def_int,0,,,,,
player,201610020crd,ram,CunnBe01,def_int_yds,0,,,,,
player,201610020crd,ram,CunnBe01,def_int_td,0,,,,,
player,201610020crd,ram,CunnBe01,def_int_long,0,,,,,
player,201610020crd,ram,CunnBe01,pass_defended,0,,,,,
player,201610020crd,ram,CunnBe01,sacks,0.0,,,,,
player,201610020crd,ram,CunnBe01,tackles_combined,1,,,,,
player,201610020crd,ram,CunnBe01,tackles_solo,1,,,,,
player,201610020crd,ram,CunnBe01,tackles_assists,0,,,,,
player,201610020crd,ram,CunnBe01,tackles_loss,0,,,,,
player,201610020crd,ram,CunnBe01,qb_hits,0,,,,,
player,201610020crd,ram,CunnBe01,fumbles_rec,0,,,,,
player,201610020crd,ram,CunnBe01,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,CunnBe01,fumbles_rec_td,0,,,,,
player,201610020crd,ram,CunnBe01,fumbles_forced,0,,,,,
player,201610020crd,ram,EaslDo00,def_int,0,,,,,
player,201610020crd,ram,EaslDo00,def_int_yds,0,,,,,
player,201610020crd,ram,EaslDo00,def_int_td,0,,,,,
player,201610020crd,ram,EaslDo00,def_int_long,0,,,,,
player,201610020crd,ram,EaslDo00,pass_defended,0,,,,,
player,201610020crd,ram,EaslDo00,sacks,0.0,,,,,
player,201610020crd,ram,EaslDo00,tackles_combined,1,,,,,
player,201610020crd,ram,EaslDo00,tackles_solo,1,,,,,
player,201610020crd,ram,EaslDo00,tackles_assists,0,,,,,
player,201610020crd,ram,EaslDo00,tackles_loss,0,,,,,
player,201610020crd,ram,EaslDo00,qb_hits,0,,,,,
player,201610020crd,ram,EaslDo00,fumbles_rec,0,,,,,
player,201610020crd,ram,EaslDo00,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,EaslDo00,fumbles_rec_td,0,,,,,
player,201610020crd,ram,EaslDo00,fumbles_forced,1,,,,,
player,201610020crd,ram,LittCo01,def_int,0,,,,,
player,201610020crd,ram,LittCo01,def_int_yds,0,,,,,
player,201610020crd,ram,LittCo01,def_int_td,0,,,,,
player,201610020crd,ram,LittCo01,def_int_long,0,,,,,
player,201610020crd,ram,LittCo01,pass_defended,0,,,,,
player,201610020crd,ram,LittCo01,sacks,0.0,,,,,
player,201610020crd,ram,LittCo01,tackles_combined,1,,,,,
player,201610020crd,ram,LittCo01,tackles_solo,1,,,,,
player,201610020crd,ram,LittCo01,tackles_assists,0,,,,,
player,201610020crd,ram,LittCo01,tackles_loss,0,,,,,
player,201610020crd,ram,LittCo01,qb_hits,0,,,,,
player,201610020crd,ram,LittCo01,fumbles_rec,0,,,,,
player,201610020crd,ram,LittCo01,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,LittCo01,fumbles_rec_td,0,,,,,
player,201610020crd,ram,LittCo01,fumbles_forced,0,,,,,
player,201610020crd,ram,McQuJa00,def_int,0,,,,,
player,201610020crd,ram,McQuJa00,def_int_yds,0,,,,,
player,201610020crd,ram,McQuJa00,def_int_td,0,,,,,
player,201610020crd,ram,McQuJa00,def_int_long,0,,,,,
player,201610020crd,ram,McQuJa00,pass_defended,0,,,,,
player,201610020crd,ram,McQuJa00,sacks,0.0,,,,,
player,201610020crd,ram,McQuJa00,tackles_combined,1,,,,,
player,201610020crd,ram,McQuJa00,tackles_solo,1,,,,,
player,201610020crd,ram,McQuJa00,tackles_assists,0,,,,,
player,201610020crd,ram,McQuJa00,tackles_loss,0,,,,,
player,201610020crd,ram,McQuJa00,qb_hits,0,,,,,
player,201610020crd,ram,McQuJa00,fumbles_rec,0,,,,,
player,201610020crd,ram,McQuJa00,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,McQuJa00,fumbles_rec_td,0,,,,,
player,201610020crd,ram,McQuJa00,fumbles_forced,0,,,,,
player,201610020crd,ram,WestEt00,def_int,0,,,,,
player,201610020crd,ram,WestEt00,def_int_yds,0,,,,,
player,201610020crd,ram,WestEt00,def_int_td,0,,,,,
player,201610020crd,ram,WestEt00,def_int_long,0,,,,,
player,201610020crd,ram,WestEt00,pass_defended,0,,,,,
player,201610020crd,ram,WestEt00,sacks,0.0,,,,,
player,201610020crd,ram,WestEt00,tackles_combined,1,,,,,
player,201610020crd,ram,WestEt00,tackles_solo,1,,,,,
player,201610020crd,ram,WestEt00,tackles_assists,0,,,,,
player,201610020crd,ram,WestEt00,tackles_loss,0,,,,,
player,201610020crd,ram,WestEt00,qb_hits,0,,,,,
player,201610020crd,ram,WestEt00,fumbles_rec,0,,,,,
player,201610020crd,ram,WestEt00,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,WestEt00,fumbles_rec_td,0,,,,,
player,201610020crd,ram,WestEt00,fumbles_forced,0,,,,,
player,201610020crd,ram,ForrJo00,def_int,0,,,,,
player,201610020crd,ram,ForrJo00,def_int_yds,0,,,,,
player,201610020crd,ram,ForrJo00,def_int_td,0,,,,,
player,201610020crd,ram,ForrJo00,def_int_long,0,,,,,
player,201610020crd,ram,ForrJo00,pass_defended,0,,,,,
player,201610020crd,ram,ForrJo00,sacks,0.0,,,,,
player,201610020crd,ram,ForrJo00,tackles_combined,0,,,,,
player,201610020crd,ram,ForrJo00,tackles_solo,0,,,,,
player,201610020crd,ram,ForrJo00,tackles_assists,0,,,,,
player,201610020crd,ram,ForrJo00,tackles_loss,0,,,,,
player,201610020crd,ram,ForrJo00,qb_hits,0,,,,,
player,201610020crd,ram,ForrJo00,fumbles_rec,1,,,,,
player,201610020crd,ram,ForrJo00,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,ForrJo00,fumbles_rec_td,0,,,,,
player,201610020crd,ram,ForrJo00,fumbles_forced,0,,,,,
player,201610020crd,crd,JoneCh03,def_int,0,,,,,
player,201610020crd,crd,JoneCh03,def_int_yds,0,,,,,
player,201610020crd,crd,JoneCh03,def_int_td,0,,,,,
player,201610020crd,crd,JoneCh03,def_int_long,0,,,,,
player,201610020crd,crd,JoneCh03,pass_defended,0,,,,,
player,201610020crd,crd,JoneCh03,sacks,1.0,,,,,
player,201610020crd,crd,JoneCh03,tackles_combined,4,,,,,
player,201610020crd,crd,JoneCh03,tackles_solo,4,,,,,
player,201610020crd,crd,JoneCh03,tackles_assists,0,,,,,
player,201610020crd,crd,JoneCh03,tackles_loss,0,,,,,
player,201610020crd,crd,JoneCh03,qb_hits,1,,,,,
player,201610020crd,crd,JoneCh03,fumbles_rec,1,,,,,
player,201610020crd,crd,JoneCh03,fumbles_rec_yds,0,,,,,
player,201610020crd,crd,JoneCh03,fumbles_rec_td,0,,,,,
player,201610020crd,crd,JoneCh03,fumbles_forced,1,,,,,
player,201610020crd,crd,GoldMa00,def_int,0,,,,,
player,201610020crd,crd,GoldMa00,def_int_yds,0,,,,,
player,201610020crd,crd,GoldMa00,def_int_td,0,,,,,
player,201610020crd,crd,GoldMa00,def_int_long,0,,,,,
player,201610020crd,crd,GoldMa00,pass_defended,0,,,,,
player,201610020crd,crd,GoldMa00,sacks,1.0,,,,,
player,201610020crd,crd,GoldMa00,tackles_combined,2,,,,,
player,201610020crd,crd,GoldMa00,tackles_solo,2,,,,,
player,201610020crd,crd,GoldMa00,tackles_assists,0,,,,,
player,201610020crd,crd,GoldMa00,tackles_loss,1,,,,,
player,201610020crd,crd,GoldMa00,qb_hits,2,,,,,
player,201610020crd,crd,GoldMa00,fumbles_rec,0,,,,,
player,201610020crd,crd,GoldMa00,fumbles_rec_yds,0,,,,,
player,201610020crd,crd,GoldMa00,fumbles_rec_td,0,,,,,
player,201610020crd,crd,GoldMa00,fumbles_forced,0,,,,,
player,201610020crd,crd,JeffTo00,def_int,0,,,,,
player,201610020crd,crd,JeffTo00,def_int_yds,0,,,,,
player,201610020crd,crd,JeffTo00,def_int_td,0,,,,,
player,201610020crd,crd,JeffTo00,def_int_long,0,,,,,
player,201610020crd,crd,JeffTo00,pass_defended,0,,,,,
player,201610020crd,crd,JeffTo00,sacks,0.0,,,,,
player,201610020crd,crd,JeffTo00,tackles_combined,9,,,,,
player,201610020crd,crd,JeffTo00,tackles_solo,9,,,,,
player,201610020crd,crd,JeffTo00,tackles_assists,0,,,,,
player,201610020crd,crd,JeffTo00,tackles_loss,2,,,,,
player,201610020crd,crd,JeffTo00,qb_hits,0,,,,,
player,201610020crd,crd,JeffTo00,fumbles_rec,0,,,,,
player,201610020crd,crd,JeffTo00,fumbles_rec_yds,0,,,,,
player,201610020crd,crd,JeffTo00,fumbles_rec_td,0,,,,,
player,201610020crd,crd,JeffTo00,fumbles_forced,0,,,,,
player,201610020crd,crd,BucaDe00,def_int,0,,,,,
player,201610020crd,crd,BucaDe00,def_int_yds,0,,,,,
player,201610020crd,crd,BucaDe00,def_int_td,0,,,,,
player,201610020crd,crd,BucaDe00,def_int_long,0,,,,,
player,201610020crd,crd,BucaDe00,pass_defended,0,,,,,
player,201610020crd,crd,BucaDe00,sacks,0.0,,,,,
player,201610020crd,crd,BucaDe00,tackles_combined,5,,,,,
player,201610020crd,crd,BucaDe00,tackles_solo,3,,,,,
player,201610020crd,crd,BucaDe00,tackles_assists,2,,,,,
player,201610020crd,crd,BucaDe00,tackles_loss,0,,,,,
player,201610020crd,crd,BucaDe00,qb_hits,0,,,,,
player,201610020crd,crd,BucaDe00,fumbles_rec,0,,,,,
player,201610020crd,crd,BucaDe00,fumbles_rec_yds,0,,,,,
player,201610020crd,crd,BucaDe00,fumbles_rec_td,0,,,,,
player,201610020crd,crd,BucaDe00,fumbles_forced,0,,,,,
player,201610020crd,crd,MintKe00,def_int,0,,,,,
player,201610020crd,crd,MintKe00,def_int_yds,0,,,,,
player,201610020crd,crd,MintKe00,def_int_td,0,,,,,
player,201610020crd,crd,MintKe00,def_int_long,0,,,,,
player,201610020crd,crd,MintKe00,pass_defended,0,,,,,
player,201610020crd,crd,MintKe00,sacks,0.0,,,,,
player,201610020crd,crd,MintKe00,tackles_combined,5,,,,,
player,201610020crd,crd,MintKe00,tackles_solo,4,,,,,
player,201610020crd,crd,MintKe00,tackles_assists,1,,,,,
player,201610020crd,crd,MintKe00,tackles_loss,1,,,,,
player,201610020crd,crd,MintKe00,qb_hits,0,,,,,
player,201610020crd,crd,MintKe00,fumbles_rec,0,,,,,
player,201610020crd,crd,MintKe00,fumbles_rec_yds,0,,,,,
player,201610020crd,crd,MintKe00,fumbles_rec_td,0,,,,,
player,201610020crd,crd,MintKe00,fumbles_forced,0,,,,,
player,201610020crd,crd,CoopMa00,def_int,0,,,,,
player,201610020crd,crd,CoopMa00,def_int_yds,0,,,,,
player,201610020crd,crd,CoopMa00,def_int_td,0,,,,,
player,201610020crd,crd,CoopMa00,def_int_long,0,,,,,
player,201610020crd,crd,CoopMa00,pass_defended,0,,,,,
player,201610020crd,crd,CoopMa00,sacks,0.0,,,,,
player,201610020crd,crd,CoopMa00,tackles_combined,3,,,,,
player,201610020crd,crd,CoopMa00,tackles_solo,3,,,,,
player,201610020crd,crd,CoopMa00,tackles_assists,0,,,,,
player,201610020crd,crd,CoopMa00,tackles_loss,0,,,,,
player,201610020crd,crd,CoopMa00,qb_hits,0,,,,,
player,201610020crd,crd,CoopMa00,fumbles_rec,0,,,,,
player,201610020crd,crd,CoopMa00,fumbles_rec_yds,0,,,,,
player,201610020crd,crd,CoopMa00,fumbles_rec_td,0,,,,,
player,201610020crd,crd,CoopMa00,fumbles_forced,0,,,,,
player,201610020crd,crd,StinEd00,def_int,0,,,,,
player,201610020crd,crd,StinEd00,def_int_yds,0,,,,,
player,201610020crd,crd,StinEd00,def_int_td,0,,,,,
player,201610020crd,crd,StinEd00,def_int_long,0,,,,,
player,201610020crd,crd,StinEd00,pass_defended,0,,,,,
player,201610020crd,crd,StinEd00,sacks,0.0,,,,,
player,201610020crd,crd,StinEd00,tackles_combined,3,,,,,
player,201610020crd,crd,StinEd00,tackles_solo,3,,,,,
player,201610020crd,crd,StinEd00,tackles_assists,0,,,,,
player,201610020crd,crd,StinEd00,tackles_loss,0,,,,,
player,201610020crd,crd,StinEd00,qb_hits,0,,,,,
player,201610020crd,crd,StinEd00,fumbles_rec,0,,,,,
player,201610020crd,crd,StinEd00,fumbles_rec_yds,0,,,,,
player,201610020crd,crd,StinEd00,fumbles_rec_td,0,,,,,
player,201610020crd,crd,StinEd00,fumbles_forced,0,,,,,
player,201610020crd,crd,BranTy99,def_int,0,,,,,
player,201610020crd,crd,BranTy99,def_int_yds,0,,,,,
player,201610020crd,crd,BranTy99,def_int_td,0,,,,,
player,201610020crd,crd,BranTy99,def_int_long,0,,,,,
player,201610020crd,crd,BranTy99,pass_defended,0,,,,,
player,201610020crd,crd,BranTy99,sacks,0.0,,,,,
player,201610020crd,crd,BranTy99,tackles_combined,2,,,,,
player,201610020crd,crd,BranTy99,tackles_solo,2,,,,,
player,201610020crd,crd,BranTy99,tackles_assists,0,,,,,
player,201610020crd,crd,BranTy99,tackles_loss,0,,,,,
player,201610020crd,crd,BranTy99,qb_hits,0,,,,,
player,201610020crd,crd,BranTy99,fumbles_rec,0,,,,,
player,201610020crd,crd,BranTy99,fumbles_rec_yds,0,,,,,
player,201610020crd,crd,BranTy99,fumbles_rec_td,0,,,,,
player,201610020crd,crd,BranTy99,fumbles_forced,0,,,,,
player,201610020crd,crd,MathTy00,def_int,0,,,,,
player,201610020crd,crd,MathTy00,def_int_yds,0,,,,,
player,201610020crd,crd,MathTy00,def_int_td,0,,,,,
player,201610020crd,crd,MathTy00,def_int_long,0,,,,,
player,201610020crd,crd,MathTy00,pass_defended,0,,,,,
player,201610020crd,crd,MathTy00,sacks,0.0,,,,,
player,201610020crd,crd,MathTy00,tackles_combined,2,,,,,
player,201610020crd,crd,MathTy00,tackles_solo,2,,,,,
player,201610020crd,crd,MathTy00,tackles_assists,0,,,,,
player,201610020crd,crd,MathTy00,tackles_loss,1,,,,,
player,201610020crd,crd,MathTy00,qb_hits,0,,,,,
player,201610020crd,crd,MathTy00,fumbles_rec,0,,,,,
player,201610020crd,crd,MathTy00,fumbles_rec_yds,0,,,,,
player,201610020crd,crd,MathTy00,fumbles_rec_td,0,,,,,
player,201610020crd,crd,MathTy00,fumbles_forced,0,,,,,
player,201610020crd,crd,MaurJo00,def_int,0,,,,,
player,201610020crd,crd,MaurJo00,def_int_yds,0,,,,,
player,201610020crd,crd,MaurJo00,def_int_td,0,,,,,
player,201610020crd,crd,MaurJo00,def_int_long,0,,,,,
player,201610020crd,crd,MaurJo00,pass_defended,0,,,,,
player,201610020crd,crd,MaurJo00,sacks,0.0,,,,,
player,201610020crd,crd,MaurJo00,tackles_combined,2,,,,,
player,201610020crd,crd,MaurJo00,tackles_solo,2,,,,,
player,201610020crd,crd,MaurJo00,tackles_assists,0,,,,,
player,201610020crd,crd,MaurJo00,tackles_loss,0,,,,,
player,201610020crd,crd,MaurJo00,qb_hits,0,,,,,
player,201610020crd,crd,MaurJo00,fumbles_rec,0,,,,,
player,201610020crd,crd,MaurJo00,fumbles_rec_yds,0,,,,,
player,201610020crd,crd,MaurJo00,fumbles_rec_td,0,,,,,
player,201610020crd,crd,MaurJo00,fumbles_forced,0,,,,,
player,201610020crd,crd,OkafAl00,def_int,0,,,,,
player,201610020crd,crd,OkafAl00,def_int_yds,0,,,,,
player,201610020crd,crd,OkafAl00,def_int_td,0,,,,,
player,201610020crd,crd,OkafAl00,def_int_long,0,,,,,
player,201610020crd,crd,OkafAl00,pass_defended,0,,,,,
player,201610020crd,crd,OkafAl00,sacks,0.0,,,,,
player,201610020crd,crd,OkafAl00,tackles_combined,2,,,,,
player,201610020crd,crd,OkafAl00,tackles_solo,2,,,,,
player,201610020crd,crd,OkafAl00,tackles_assists,0,,,,,
player,201610020crd,crd,OkafAl00,tackles_loss,0,,,,,
player,201610020crd,crd,OkafAl00,qb_hits,0,,,,,
player,201610020crd,crd,OkafAl00,fumbles_rec,0,,,,,
player,201610020crd,crd,OkafAl00,fumbles_rec_yds,0,,,,,
player,201610020crd,crd,OkafAl00,fumbles_rec_td,0,,,,,
player,201610020crd,crd,OkafAl00,fumbles_forced,0,,,,,
player,201610020crd,crd,CampCa99,def_int,0,,,,,
player,201610020crd,crd,CampCa99,def_int_yds,0,,,,,
player,201610020crd,crd,CampCa99,def_int_td,0,,,,,
player,201610020crd,crd,CampCa99,def_int_long,0,,,,,
player,201610020crd,crd,CampCa99,pass_defended,0,,,,,
player,201610020crd,crd,CampCa99,sacks,0.0,,,,,
player,201610020crd,crd,CampCa99,tackles_combined,1,,,,,
player,201610020crd,crd,CampCa99,tackles_solo,1,,,,,
player,201610020crd,crd,CampCa99,tackles_assists,0,,,,,
player,201610020crd,crd,CampCa99,tackles_loss,1,,,,,
player,201610020crd,crd,CampCa99,qb_hits,0,,,,,
player,201610020crd,crd,CampCa99,fumbles_rec,0,,,,,
player,201610020crd,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201610020crd,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201610020crd,crd,CampCa99,fumbles_forced,0,,,,,
player,201610020crd,crd,MomaIf00,def_int,0,,,,,
player,201610020crd,crd,MomaIf00,def_int_yds,0,,,,,
player,201610020crd,crd,MomaIf00,def_int_td,0,,,,,
player,201610020crd,crd,MomaIf00,def_int_long,0,,,,,
player,201610020crd,crd,MomaIf00,pass_defended,0,,,,,
player,201610020crd,crd,MomaIf00,sacks,0.0,,,,,
player,201610020crd,crd,MomaIf00,tackles_combined,1,,,,,
player,201610020crd,crd,MomaIf00,tackles_solo,1,,,,,
player,201610020crd,crd,MomaIf00,tackles_assists,0,,,,,
player,201610020crd,crd,MomaIf00,tackles_loss,0,,,,,
