game,2016,1,20160911,201609110nor,rai,"Oakland Raiders",35,nor,"New Orleans Saints",34
player,201609110nor,nor,AnthSt00,pass_defended,0,,,,,
player,201609110nor,nor,AnthSt00,sacks,0.0,,,,,
player,201609110nor,nor,AnthSt00,tackles_combined,1,,,,,
player,201609110nor,nor,AnthSt00,tackles_solo,1,,,,,
player,201609110nor,nor,AnthSt00,tackles_assists,0,,,,,
player,201609110nor,nor,AnthSt00,tackles_loss,1,,,,,
player,201609110nor,nor,AnthSt00,qb_hits,0,,,,,
player,201609110nor,nor,AnthSt00,fumbles_rec,0,,,,,
player,201609110nor,nor,AnthSt00,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,AnthSt00,fumbles_rec_td,0,,,,,
player,201609110nor,nor,AnthSt00,fumbles_forced,0,,,,,
player,201609110nor,nor,DaviTy01,def_int,0,,,,,
player,201609110nor,nor,DaviTy01,def_int_yds,0,,,,,
player,201609110nor,nor,DaviTy01,def_int_td,0,,,,,
player,201609110nor,nor,DaviTy01,def_int_long,0,,,,,
player,201609110nor,nor,DaviTy01,pass_defended,0,,,,,
player,201609110nor,nor,DaviTy01,sacks,0.0,,,,,
player,201609110nor,nor,DaviTy01,tackles_combined,1,,,,,
player,201609110nor,nor,DaviTy01,tackles_solo,1,,,,,
player,201609110nor,nor,DaviTy01,tackles_assists,0,,,,,
player,201609110nor,nor,DaviTy01,tackles_loss,0,,,,,
player,201609110nor,nor,DaviTy01,qb_hits,0,,,,,
player,201609110nor,nor,DaviTy01,fumbles_rec,0,,,,,
player,201609110nor,nor,DaviTy01,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,DaviTy01,fumbles_rec_td,0,,,,,
player,201609110nor,nor,DaviTy01,fumbles_forced,0,,,,,
player,201609110nor,nor,HarpRo21,def_int,0,,,,,
player,201609110nor,nor,HarpRo21,def_int_yds,0,,,,,
player,201609110nor,nor,HarpRo21,def_int_td,0,,,,,
player,201609110nor,nor,HarpRo21,def_int_long,0,,,,,
player,201609110nor,nor,HarpRo21,pass_defended,0,,,,,
player,201609110nor,nor,HarpRo21,sacks,0.0,,,,,
player,201609110nor,nor,HarpRo21,tackles_combined,1,,,,,
player,201609110nor,nor,HarpRo21,tackles_solo,1,,,,,
player,201609110nor,nor,HarpRo21,tackles_assists,0,,,,,
player,201609110nor,nor,HarpRo21,tackles_loss,0,,,,,
player,201609110nor,nor,HarpRo21,qb_hits,0,,,,,
player,201609110nor,nor,HarpRo21,fumbles_rec,0,,,,,
player,201609110nor,nor,HarpRo21,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,HarpRo21,fumbles_rec_td,0,,,,,
player,201609110nor,nor,HarpRo21,fumbles_forced,0,,,,,
player,201609110nor,nor,HarrEr00,def_int,0,,,,,
player,201609110nor,nor,HarrEr00,def_int_yds,0,,,,,
player,201609110nor,nor,HarrEr00,def_int_td,0,,,,,
player,201609110nor,nor,HarrEr00,def_int_long,0,,,,,
player,201609110nor,nor,HarrEr00,pass_defended,0,,,,,
player,201609110nor,nor,HarrEr00,sacks,0.0,,,,,
player,201609110nor,nor,HarrEr00,tackles_combined,1,,,,,
player,201609110nor,nor,HarrEr00,tackles_solo,1,,,,,
player,201609110nor,nor,HarrEr00,tackles_assists,0,,,,,
player,201609110nor,nor,HarrEr00,tackles_loss,0,,,,,
player,201609110nor,nor,HarrEr00,qb_hits,0,,,,,
player,201609110nor,nor,HarrEr00,fumbles_rec,0,,,,,
player,201609110nor,nor,HarrEr00,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,HarrEr00,fumbles_rec_td,0,,,,,
player,201609110nor,nor,HarrEr00,fumbles_forced,0,,,,,
player,201609110nor,nor,JordCa00,def_int,0,,,,,
player,201609110nor,nor,JordCa00,def_int_yds,0,,,,,
player,201609110nor,nor,JordCa00,def_int_td,0,,,,,
player,201609110nor,nor,JordCa00,def_int_long,0,,,,,
player,201609110nor,nor,JordCa00,pass_defended,0,,,,,
player,201609110nor,nor,JordCa00,sacks,0.0,,,,,
player,201609110nor,nor,JordCa00,tackles_combined,1,,,,,
player,201609110nor,nor,JordCa00,tackles_solo,1,,,,,
player,201609110nor,nor,JordCa00,tackles_assists,0,,,,,
player,201609110nor,nor,JordCa00,tackles_loss,0,,,,,
player,201609110nor,nor,JordCa00,qb_hits,1,,,,,
player,201609110nor,nor,JordCa00,fumbles_rec,0,,,,,
player,201609110nor,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201609110nor,nor,JordCa00,fumbles_forced,0,,,,,
player,201609110nor,nor,KrugPa99,def_int,0,,,,,
player,201609110nor,nor,KrugPa99,def_int_yds,0,,,,,
player,201609110nor,nor,KrugPa99,def_int_td,0,,,,,
player,201609110nor,nor,KrugPa99,def_int_long,0,,,,,
player,201609110nor,nor,KrugPa99,pass_defended,0,,,,,
player,201609110nor,nor,KrugPa99,sacks,0.0,,,,,
player,201609110nor,nor,KrugPa99,tackles_combined,1,,,,,
player,201609110nor,nor,KrugPa99,tackles_solo,1,,,,,
player,201609110nor,nor,KrugPa99,tackles_assists,0,,,,,
player,201609110nor,nor,KrugPa99,tackles_loss,0,,,,,
player,201609110nor,nor,KrugPa99,qb_hits,0,,,,,
player,201609110nor,nor,KrugPa99,fumbles_rec,0,,,,,
player,201609110nor,nor,KrugPa99,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,KrugPa99,fumbles_rec_td,0,,,,,
player,201609110nor,nor,KrugPa99,fumbles_forced,0,,,,,
player,201609110nor,nor,OnyeDa00,def_int,0,,,,,
player,201609110nor,nor,OnyeDa00,def_int_yds,0,,,,,
player,201609110nor,nor,OnyeDa00,def_int_td,0,,,,,
player,201609110nor,nor,OnyeDa00,def_int_long,0,,,,,
player,201609110nor,nor,OnyeDa00,pass_defended,0,,,,,
player,201609110nor,nor,OnyeDa00,sacks,0.0,,,,,
player,201609110nor,nor,OnyeDa00,tackles_combined,1,,,,,
player,201609110nor,nor,OnyeDa00,tackles_solo,0,,,,,
player,201609110nor,nor,OnyeDa00,tackles_assists,1,,,,,
player,201609110nor,nor,OnyeDa00,tackles_loss,0,,,,,
player,201609110nor,nor,OnyeDa00,qb_hits,0,,,,,
player,201609110nor,nor,OnyeDa00,fumbles_rec,0,,,,,
player,201609110nor,nor,OnyeDa00,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,OnyeDa00,fumbles_rec_td,0,,,,,
player,201609110nor,nor,OnyeDa00,fumbles_forced,0,,,,,
player,201609110nor,nor,StupNa01,def_int,0,,,,,
player,201609110nor,nor,StupNa01,def_int_yds,0,,,,,
player,201609110nor,nor,StupNa01,def_int_td,0,,,,,
player,201609110nor,nor,StupNa01,def_int_long,0,,,,,
player,201609110nor,nor,StupNa01,pass_defended,0,,,,,
player,201609110nor,nor,StupNa01,sacks,0.0,,,,,
player,201609110nor,nor,StupNa01,tackles_combined,1,,,,,
player,201609110nor,nor,StupNa01,tackles_solo,1,,,,,
player,201609110nor,nor,StupNa01,tackles_assists,0,,,,,
player,201609110nor,nor,StupNa01,tackles_loss,0,,,,,
player,201609110nor,nor,StupNa01,qb_hits,0,,,,,
player,201609110nor,nor,StupNa01,fumbles_rec,0,,,,,
player,201609110nor,nor,StupNa01,fumbles_rec_yds,0,,,,,
player,201609110nor,nor,StupNa01,fumbles_rec_td,0,,,,,
player,201609110nor,nor,StupNa01,fumbles_forced,0,,,,,
player,201609110nor,rai,CarrTr00,kick_ret,0,,,,,
player,201609110nor,rai,CarrTr00,kick_ret_yds,0,,,,,
player,201609110nor,rai,CarrTr00,kick_ret_yds_per_ret,,,,,,
player,201609110nor,rai,CarrTr00,kick_ret_td,0,,,,,
player,201609110nor,rai,CarrTr00,kick_ret_long,0,,,,,
player,201609110nor,rai,CarrTr00,punt_ret,1,,,,,
player,201609110nor,rai,CarrTr00,punt_ret_yds,10,,,,,
player,201609110nor,rai,CarrTr00,punt_ret_yds_per_ret,10.0,,,,,
player,201609110nor,rai,CarrTr00,punt_ret_td,0,,,,,
player,201609110nor,rai,CarrTr00,punt_ret_long,10,,,,,
player,201609110nor,rai,RichJa01,kick_ret,0,,,,,
player,201609110nor,rai,RichJa01,kick_ret_yds,0,,,,,
player,201609110nor,rai,RichJa01,kick_ret_yds_per_ret,,,,,,
player,201609110nor,rai,RichJa01,kick_ret_td,0,,,,,
player,201609110nor,rai,RichJa01,kick_ret_long,0,,,,,
player,201609110nor,rai,RichJa01,punt_ret,1,,,,,
player,201609110nor,rai,RichJa01,punt_ret_yds,6,,,,,
player,201609110nor,rai,RichJa01,punt_ret_yds_per_ret,6.0,,,,,
player,201609110nor,rai,RichJa01,punt_ret_td,0,,,,,
player,201609110nor,rai,RichJa01,punt_ret_long,6,,,,,
player,201609110nor,rai,JoneTa00,kick_ret,3,,,,,
player,201609110nor,rai,JoneTa00,kick_ret_yds,49,,,,,
player,201609110nor,rai,JoneTa00,kick_ret_yds_per_ret,16.3,,,,,
player,201609110nor,rai,JoneTa00,kick_ret_td,0,,,,,
player,201609110nor,rai,JoneTa00,kick_ret_long,21,,,,,
player,201609110nor,rai,JoneTa00,punt_ret,0,,,,,
player,201609110nor,rai,JoneTa00,punt_ret_yds,0,,,,,
player,201609110nor,rai,JoneTa00,punt_ret_yds_per_ret,,,,,,
player,201609110nor,rai,JoneTa00,punt_ret_td,0,,,,,
player,201609110nor,rai,JoneTa00,punt_ret_long,0,,,,,
player,201609110nor,nor,MurpMa03,kick_ret,5,,,,,
player,201609110nor,nor,MurpMa03,kick_ret_yds,86,,,,,
player,201609110nor,nor,MurpMa03,kick_ret_yds_per_ret,17.2,,,,,
player,201609110nor,nor,MurpMa03,kick_ret_td,0,,,,,
player,201609110nor,nor,MurpMa03,kick_ret_long,26,,,,,
player,201609110nor,nor,MurpMa03,punt_ret,2,,,,,
player,201609110nor,nor,MurpMa03,punt_ret_yds,11,,,,,
player,201609110nor,nor,MurpMa03,punt_ret_yds_per_ret,5.5,,,,,
player,201609110nor,nor,MurpMa03,punt_ret_td,0,,,,,
player,201609110nor,nor,MurpMa03,punt_ret_long,6,,,,,
player,201609110nor,rai,janikseb01,xpm,1,,,,,
player,201609110nor,rai,janikseb01,xpa,1,,,,,
player,201609110nor,rai,janikseb01,fgm,2,,,,,
player,201609110nor,rai,janikseb01,fga,2,,,,,
player,201609110nor,rai,janikseb01,punt,0,,,,,
player,201609110nor,rai,janikseb01,punt_yds,0,,,,,
player,201609110nor,rai,janikseb01,punt_yds_per_punt,,,,,,
player,201609110nor,rai,janikseb01,punt_long,0,,,,,
player,201609110nor,rai,KingMa00,xpm,,,,,,
player,201609110nor,rai,KingMa00,xpa,,,,,,
player,201609110nor,rai,KingMa00,fgm,,,,,,
player,201609110nor,rai,KingMa00,fga,,,,,,
player,201609110nor,rai,KingMa00,punt,4,,,,,
player,201609110nor,rai,KingMa00,punt_yds,199,,,,,
player,201609110nor,rai,KingMa00,punt_yds_per_punt,49.8,,,,,
player,201609110nor,rai,KingMa00,punt_long,62,,,,,
player,201609110nor,nor,LutzWi00,xpm,4,,,,,
player,201609110nor,nor,LutzWi00,xpa,4,,,,,
player,201609110nor,nor,LutzWi00,fgm,2,,,,,
player,201609110nor,nor,LutzWi00,fga,4,,,,,
player,201609110nor,nor,LutzWi00,punt,0,,,,,
player,201609110nor,nor,LutzWi00,punt_yds,0,,,,,
player,201609110nor,nor,LutzWi00,punt_yds_per_punt,,,,,,
player,201609110nor,nor,LutzWi00,punt_long,0,,,,,
player,201609110nor,nor,MorsTh00,xpm,,,,,,
player,201609110nor,nor,MorsTh00,xpa,,,,,,
player,201609110nor,nor,MorsTh00,fgm,,,,,,
player,201609110nor,nor,MorsTh00,fga,,,,,,
player,201609110nor,nor,MorsTh00,punt,2,,,,,
player,201609110nor,nor,MorsTh00,punt_yds,95,,,,,
player,201609110nor,nor,MorsTh00,punt_yds_per_punt,47.5,,,,,
player,201609110nor,nor,MorsTh00,punt_long,51,,,,,
player,201609110nor,nor,PeatAn00,pos,T,,,,,
player,201609110nor,nor,PeatAn00,offense,69,,,,,
player,201609110nor,nor,PeatAn00,off_pct,100%,,,,,
player,201609110nor,nor,PeatAn00,defense,0,,,,,
player,201609110nor,nor,PeatAn00,def_pct,0%,,,,,
player,201609110nor,nor,PeatAn00,special_teams,8,,,,,
player,201609110nor,nor,PeatAn00,st_pct,26%,,,,,
player,201609110nor,nor,StriZa20,pos,T,,,,,
player,201609110nor,nor,StriZa20,offense,69,,,,,
player,201609110nor,nor,StriZa20,off_pct,100%,,,,,
player,201609110nor,nor,StriZa20,defense,0,,,,,
player,201609110nor,nor,StriZa20,def_pct,0%,,,,,
player,201609110nor,nor,StriZa20,special_teams,8,,,,,
player,201609110nor,nor,StriZa20,st_pct,26%,,,,,
player,201609110nor,nor,UngeMa20,pos,C,,,,,
player,201609110nor,nor,UngeMa20,offense,69,,,,,
player,201609110nor,nor,UngeMa20,off_pct,100%,,,,,
player,201609110nor,nor,UngeMa20,defense,0,,,,,
player,201609110nor,nor,UngeMa20,def_pct,0%,,,,,
player,201609110nor,nor,UngeMa20,special_teams,5,,,,,
player,201609110nor,nor,UngeMa20,st_pct,16%,,,,,
player,201609110nor,nor,ArmsTe00,pos,T,,,,,
player,201609110nor,nor,ArmsTe00,offense,69,,,,,
player,201609110nor,nor,ArmsTe00,off_pct,100%,,,,,
player,201609110nor,nor,ArmsTe00,defense,0,,,,,
player,201609110nor,nor,ArmsTe00,def_pct,0%,,,,,
player,201609110nor,nor,ArmsTe00,special_teams,3,,,,,
player,201609110nor,nor,ArmsTe00,st_pct,10%,,,,,
player,201609110nor,nor,BreeDr00,pos,QB,,,,,
player,201609110nor,nor,BreeDr00,offense,69,,,,,
player,201609110nor,nor,BreeDr00,off_pct,100%,,,,,
player,201609110nor,nor,BreeDr00,defense,0,,,,,
player,201609110nor,nor,BreeDr00,def_pct,0%,,,,,
player,201609110nor,nor,BreeDr00,special_teams,0,,,,,
player,201609110nor,nor,BreeDr00,st_pct,0%,,,,,
player,201609110nor,nor,CookBr00,pos,WR,,,,,
player,201609110nor,nor,CookBr00,offense,62,,,,,
player,201609110nor,nor,CookBr00,off_pct,90%,,,,,
player,201609110nor,nor,CookBr00,defense,0,,,,,
player,201609110nor,nor,CookBr00,def_pct,0%,,,,,
player,201609110nor,nor,CookBr00,special_teams,0,,,,,
player,201609110nor,nor,CookBr00,st_pct,0%,,,,,
player,201609110nor,nor,EvanJa21,pos,G,,,,,
player,201609110nor,nor,EvanJa21,offense,60,,,,,
player,201609110nor,nor,EvanJa21,off_pct,87%,,,,,
player,201609110nor,nor,EvanJa21,defense,0,,,,,
player,201609110nor,nor,EvanJa21,def_pct,0%,,,,,
player,201609110nor,nor,EvanJa21,special_teams,8,,,,,
player,201609110nor,nor,EvanJa21,st_pct,26%,,,,,
player,201609110nor,nor,FleeCo00,pos,TE,,,,,
player,201609110nor,nor,FleeCo00,offense,56,,,,,
player,201609110nor,nor,FleeCo00,off_pct,81%,,,,,
player,201609110nor,nor,FleeCo00,defense,0,,,,,
player,201609110nor,nor,FleeCo00,def_pct,0%,,,,,
player,201609110nor,nor,FleeCo00,special_teams,7,,,,,
player,201609110nor,nor,FleeCo00,st_pct,23%,,,,,
player,201609110nor,nor,ThomMi05,pos,WR,,,,,
player,201609110nor,nor,ThomMi05,offense,54,,,,,
player,201609110nor,nor,ThomMi05,off_pct,78%,,,,,
player,201609110nor,nor,ThomMi05,defense,0,,,,,
player,201609110nor,nor,ThomMi05,def_pct,0%,,,,,
player,201609110nor,nor,ThomMi05,special_teams,0,,,,,
player,201609110nor,nor,ThomMi05,st_pct,0%,,,,,
player,201609110nor,nor,SneaWi00,pos,WR,,,,,
player,201609110nor,nor,SneaWi00,offense,52,,,,,
player,201609110nor,nor,SneaWi00,off_pct,75%,,,,,
player,201609110nor,nor,SneaWi00,defense,0,,,,,
player,201609110nor,nor,SneaWi00,def_pct,0%,,,,,
player,201609110nor,nor,SneaWi00,special_teams,3,,,,,
player,201609110nor,nor,SneaWi00,st_pct,10%,,,,,
player,201609110nor,nor,IngrMa01,pos,RB,,,,,
player,201609110nor,nor,IngrMa01,offense,29,,,,,
player,201609110nor,nor,IngrMa01,off_pct,42%,,,,,
player,201609110nor,nor,IngrMa01,defense,0,,,,,
player,201609110nor,nor,IngrMa01,def_pct,0%,,,,,
player,201609110nor,nor,IngrMa01,special_teams,0,,,,,
player,201609110nor,nor,IngrMa01,st_pct,0%,,,,,
player,201609110nor,nor,CadeTr00,pos,RB,,,,,
player,201609110nor,nor,CadeTr00,offense,26,,,,,
player,201609110nor,nor,CadeTr00,off_pct,38%,,,,,
player,201609110nor,nor,CadeTr00,defense,0,,,,,
player,201609110nor,nor,CadeTr00,def_pct,0%,,,,,
player,201609110nor,nor,CadeTr00,special_teams,16,,,,,
player,201609110nor,nor,CadeTr00,st_pct,52%,,,,,
player,201609110nor,nor,KuhnJo00,pos,FB,,,,,
player,201609110nor,nor,KuhnJo00,offense,20,,,,,
player,201609110nor,nor,KuhnJo00,off_pct,29%,,,,,
player,201609110nor,nor,KuhnJo00,defense,0,,,,,
player,201609110nor,nor,KuhnJo00,def_pct,0%,,,,,
player,201609110nor,nor,KuhnJo00,special_teams,7,,,,,
player,201609110nor,nor,KuhnJo00,st_pct,23%,,,,,
player,201609110nor,nor,LeliTi00,pos,G,,,,,
player,201609110nor,nor,LeliTi00,offense,16,,,,,
player,201609110nor,nor,LeliTi00,off_pct,23%,,,,,
player,201609110nor,nor,LeliTi00,defense,0,,,,,
player,201609110nor,nor,LeliTi00,def_pct,0%,,,,,
player,201609110nor,nor,LeliTi00,special_teams,8,,,,,
player,201609110nor,nor,LeliTi00,st_pct,26%,,,,,
player,201609110nor,nor,HillJo02,pos,TE,,,,,
player,201609110nor,nor,HillJo02,offense,13,,,,,
player,201609110nor,nor,HillJo02,off_pct,19%,,,,,
player,201609110nor,nor,HillJo02,defense,0,,,,,
player,201609110nor,nor,HillJo02,def_pct,0%,,,,,
player,201609110nor,nor,HillJo02,special_teams,1,,,,,
player,201609110nor,nor,HillJo02,st_pct,3%,,,,,
player,201609110nor,nor,KeleSe00,pos,C,,,,,
player,201609110nor,nor,KeleSe00,offense,10,,,,,
player,201609110nor,nor,KeleSe00,off_pct,14%,,,,,
player,201609110nor,nor,KeleSe00,defense,0,,,,,
player,201609110nor,nor,KeleSe00,def_pct,0%,,,,,
player,201609110nor,nor,KeleSe00,special_teams,8,,,,,
player,201609110nor,nor,KeleSe00,st_pct,26%,,,,,
player,201609110nor,nor,HighTi00,pos,RB,,,,,
player,201609110nor,nor,HighTi00,offense,10,,,,,
player,201609110nor,nor,HighTi00,off_pct,14%,,,,,
player,201609110nor,nor,HighTi00,defense,0,,,,,
player,201609110nor,nor,HighTi00,def_pct,0%,,,,,
player,201609110nor,nor,HighTi00,special_teams,3,,,,,
player,201609110nor,nor,HighTi00,st_pct,10%,,,,,
player,201609110nor,nor,ColeBr00,pos,WR,,,,,
player,201609110nor,nor,ColeBr00,offense,5,,,,,
player,201609110nor,nor,ColeBr00,off_pct,7%,,,,,
player,201609110nor,nor,ColeBr00,defense,0,,,,,
player,201609110nor,nor,ColeBr00,def_pct,0%,,,,,
player,201609110nor,nor,ColeBr00,special_teams,7,,,,,
player,201609110nor,nor,ColeBr00,st_pct,23%,,,,,
player,201609110nor,nor,LascDa00,pos,RB,,,,,
player,201609110nor,nor,LascDa00,offense,1,,,,,
player,201609110nor,nor,LascDa00,off_pct,1%,,,,,
player,201609110nor,nor,LascDa00,defense,0,,,,,
player,201609110nor,nor,LascDa00,def_pct,0%,,,,,
player,201609110nor,nor,LascDa00,special_teams,19,,,,,
player,201609110nor,nor,LascDa00,st_pct,61%,,,,,
player,201609110nor,nor,VaccKe00,pos,SS,,,,,
player,201609110nor,nor,VaccKe00,offense,0,,,,,
player,201609110nor,nor,VaccKe00,off_pct,0%,,,,,
player,201609110nor,nor,VaccKe00,defense,73,,,,,
player,201609110nor,nor,VaccKe00,def_pct,100%,,,,,
player,201609110nor,nor,VaccKe00,special_teams,7,,,,,
player,201609110nor,nor,VaccKe00,st_pct,23%,,,,,
player,201609110nor,nor,ByrdJa99,pos,FS,,,,,
player,201609110nor,nor,ByrdJa99,offense,0,,,,,
player,201609110nor,nor,ByrdJa99,off_pct,0%,,,,,
player,201609110nor,nor,ByrdJa99,defense,73,,,,,
player,201609110nor,nor,ByrdJa99,def_pct,100%,,,,,
player,201609110nor,nor,ByrdJa99,special_teams,4,,,,,
player,201609110nor,nor,ByrdJa99,st_pct,13%,,,,,
player,201609110nor,nor,LaurJa99,pos,LB,,,,,
player,201609110nor,nor,LaurJa99,offense,0,,,,,
player,201609110nor,nor,LaurJa99,off_pct,0%,,,,,
player,201609110nor,nor,LaurJa99,defense,73,,,,,
player,201609110nor,nor,LaurJa99,def_pct,100%,,,,,
player,201609110nor,nor,LaurJa99,special_teams,4,,,,,
player,201609110nor,nor,LaurJa99,st_pct,13%,,,,,
player,201609110nor,nor,RobeCr00,pos,LB,,,,,
player,201609110nor,nor,RobeCr00,offense,0,,,,,
player,201609110nor,nor,RobeCr00,off_pct,0%,,,,,
player,201609110nor,nor,RobeCr00,defense,73,,,,,
player,201609110nor,nor,RobeCr00,def_pct,100%,,,,,
player,201609110nor,nor,RobeCr00,special_teams,2,,,,,
player,201609110nor,nor,RobeCr00,st_pct,6%,,,,,
player,201609110nor,nor,WillP.00,pos,CB,,,,,
player,201609110nor,nor,WillP.00,offense,0,,,,,
player,201609110nor,nor,WillP.00,off_pct,0%,,,,,
player,201609110nor,nor,WillP.00,defense,73,,,,,
player,201609110nor,nor,WillP.00,def_pct,100%,,,,,
player,201609110nor,nor,WillP.00,special_teams,0,,,,,
player,201609110nor,nor,WillP.00,st_pct,0%,,,,,
player,201609110nor,nor,JordCa00,pos,DE,,,,,
player,201609110nor,nor,JordCa00,offense,0,,,,,
player,201609110nor,nor,JordCa00,off_pct,0%,,,,,
player,201609110nor,nor,JordCa00,defense,69,,,,,
player,201609110nor,nor,JordCa00,def_pct,95%,,,,,
player,201609110nor,nor,JordCa00,special_teams,4,,,,,
player,201609110nor,nor,JordCa00,st_pct,13%,,,,,
player,201609110nor,nor,HarrDe04,pos,CB,,,,,
player,201609110nor,nor,HarrDe04,offense,0,,,,,
player,201609110nor,nor,HarrDe04,off_pct,0%,,,,,
player,201609110nor,nor,HarrDe04,defense,60,,,,,
player,201609110nor,nor,HarrDe04,def_pct,82%,,,,,
player,201609110nor,nor,HarrDe04,special_teams,8,,,,,
player,201609110nor,nor,HarrDe04,st_pct,26%,,,,,
player,201609110nor,nor,CrawKe02,pos,CB,,,,,
player,201609110nor,nor,CrawKe02,offense,0,,,,,
player,201609110nor,nor,CrawKe02,off_pct,0%,,,,,
player,201609110nor,nor,CrawKe02,defense,49,,,,,
player,201609110nor,nor,CrawKe02,def_pct,67%,,,,,
player,201609110nor,nor,CrawKe02,special_teams,9,,,,,
player,201609110nor,nor,CrawKe02,st_pct,29%,,,,,
player,201609110nor,nor,FairNi00,pos,DT,,,,,
player,201609110nor,nor,FairNi00,offense,0,,,,,
player,201609110nor,nor,FairNi00,off_pct,0%,,,,,
player,201609110nor,nor,FairNi00,defense,48,,,,,
player,201609110nor,nor,FairNi00,def_pct,66%,,,,,
player,201609110nor,nor,FairNi00,special_teams,4,,,,,
player,201609110nor,nor,FairNi00,st_pct,13%,,,,,
player,201609110nor,nor,KrugPa99,pos,DE,,,,,
player,201609110nor,nor,KrugPa99,offense,0,,,,,
player,201609110nor,nor,KrugPa99,off_pct,0%,,,,,
player,201609110nor,nor,KrugPa99,defense,39,,,,,
player,201609110nor,nor,KrugPa99,def_pct,53%,,,,,
player,201609110nor,nor,KrugPa99,special_teams,4,,,,,
player,201609110nor,nor,KrugPa99,st_pct,13%,,,,,
player,201609110nor,nor,DaviTy01,pos,DT,,,,,
player,201609110nor,nor,DaviTy01,offense,0,,,,,
player,201609110nor,nor,DaviTy01,off_pct,0%,,,,,
player,201609110nor,nor,DaviTy01,defense,37,,,,,
player,201609110nor,nor,DaviTy01,def_pct,51%,,,,,
player,201609110nor,nor,DaviTy01,special_teams,4,,,,,
player,201609110nor,nor,DaviTy01,st_pct,13%,,,,,
player,201609110nor,nor,BreaDe00,pos,CB,,,,,
player,201609110nor,nor,BreaDe00,offense,0,,,,,
player,201609110nor,nor,BreaDe00,off_pct,0%,,,,,
player,201609110nor,nor,BreaDe00,defense,24,,,,,
player,201609110nor,nor,BreaDe00,def_pct,33%,,,,,
player,201609110nor,nor,BreaDe00,special_teams,3,,,,,
player,201609110nor,nor,BreaDe00,st_pct,10%,,,,,
player,201609110nor,nor,OnyeDa00,pos,DE,,,,,
player,201609110nor,nor,OnyeDa00,offense,0,,,,,
player,201609110nor,nor,OnyeDa00,off_pct,0%,,,,,
player,201609110nor,nor,OnyeDa00,defense,23,,,,,
player,201609110nor,nor,OnyeDa00,def_pct,32%,,,,,
player,201609110nor,nor,OnyeDa00,special_teams,7,,,,,
player,201609110nor,nor,OnyeDa00,st_pct,23%,,,,,
player,201609110nor,nor,MautMi00,pos,LB,,,,,
player,201609110nor,nor,MautMi00,offense,0,,,,,
player,201609110nor,nor,MautMi00,off_pct,0%,,,,,
player,201609110nor,nor,MautMi00,defense,21,,,,,
player,201609110nor,nor,MautMi00,def_pct,29%,,,,,
player,201609110nor,nor,MautMi00,special_teams,19,,,,,
player,201609110nor,nor,MautMi00,st_pct,61%,,,,,
player,201609110nor,nor,JenkJo00,pos,DT,,,,,
player,201609110nor,nor,JenkJo00,offense,0,,,,,
player,201609110nor,nor,JenkJo00,off_pct,0%,,,,,
player,201609110nor,nor,JenkJo00,defense,18,,,,,
player,201609110nor,nor,JenkJo00,def_pct,25%,,,,,
player,201609110nor,nor,JenkJo00,special_teams,0,,,,,
player,201609110nor,nor,JenkJo00,st_pct,0%,,,,,
player,201609110nor,nor,EdebKa00,pos,DE,,,,,
player,201609110nor,nor,EdebKa00,offense,0,,,,,
player,201609110nor,nor,EdebKa00,off_pct,0%,,,,,
player,201609110nor,nor,EdebKa00,defense,14,,,,,
player,201609110nor,nor,EdebKa00,def_pct,19%,,,,,
player,201609110nor,nor,EdebKa00,special_teams,27,,,,,
player,201609110nor,nor,EdebKa00,st_pct,87%,,,,,
player,201609110nor,nor,AnthSt00,pos,LB,,,,,
player,201609110nor,nor,AnthSt00,offense,0,,,,,
player,201609110nor,nor,AnthSt00,off_pct,0%,,,,,
player,201609110nor,nor,AnthSt00,defense,13,,,,,
player,201609110nor,nor,AnthSt00,def_pct,18%,,,,,
player,201609110nor,nor,AnthSt00,special_teams,7,,,,,
player,201609110nor,nor,AnthSt00,st_pct,23%,,,,,
player,201609110nor,nor,HarpRo21,pos,SS,,,,,
player,201609110nor,nor,HarpRo21,offense,0,,,,,
player,201609110nor,nor,HarpRo21,off_pct,0%,,,,,
player,201609110nor,nor,HarpRo21,defense,11,,,,,
player,201609110nor,nor,HarpRo21,def_pct,15%,,,,,
player,201609110nor,nor,HarpRo21,special_teams,7,,,,,
player,201609110nor,nor,HarpRo21,st_pct,23%,,,,,
player,201609110nor,nor,TappDa20,pos,DE,,,,,
player,201609110nor,nor,TappDa20,offense,0,,,,,
player,201609110nor,nor,TappDa20,off_pct,0%,,,,,
player,201609110nor,nor,TappDa20,defense,10,,,,,
player,201609110nor,nor,TappDa20,def_pct,14%,,,,,
player,201609110nor,nor,TappDa20,special_teams,0,,,,,
player,201609110nor,nor,TappDa20,st_pct,0%,,,,,
player,201609110nor,nor,StupNa01,pos,LB,,,,,
player,201609110nor,nor,StupNa01,offense,0,,,,,
player,201609110nor,nor,StupNa01,off_pct,0%,,,,,
