game,2016,6,20161016,201610160rai,kan,"Kansas City Chiefs",26,rai,"Oakland Raiders",10
team,201610160rai,kan,First Downs,22,,,,,,
team,201610160rai,rai,First Downs,16,,,,,,
team,201610160rai,kan,Rush-Yds-TDs,40-183-3,,,,,,
team,201610160rai,rai,Rush-Yds-TDs,17-64-0,,,,,,
team,201610160rai,kan,Cmp-Att-Yd-TD-INT,19-23-224-0-0,,,,,,
team,201610160rai,rai,Cmp-Att-Yd-TD-INT,22-34-225-1-1,,,,,,
team,201610160rai,kan,Sacked-Yards,1-1,,,,,,
team,201610160rai,rai,Sacked-Yards,2-4,,,,,,
team,201610160rai,kan,Net Pass Yards,223,,,,,,
team,201610160rai,rai,Net Pass Yards,221,,,,,,
team,201610160rai,kan,Total Yards,406,,,,,,
team,201610160rai,rai,Total Yards,285,,,,,,
team,201610160rai,kan,Fumbles-Lost,0-0,,,,,,
team,201610160rai,rai,Fumbles-Lost,2-1,,,,,,
team,201610160rai,kan,Turnovers,0,,,,,,
team,201610160rai,rai,Turnovers,2,,,,,,
team,201610160rai,kan,Penalties-Yards,2-10,,,,,,
team,201610160rai,rai,Penalties-Yards,3-25,,,,,,
team,201610160rai,kan,Third Down Conv.,7-13,,,,,,
team,201610160rai,rai,Third Down Conv.,4-10,,,,,,
team,201610160rai,kan,Fourth Down Conv.,0-0,,,,,,
team,201610160rai,rai,Fourth Down Conv.,0-2,,,,,,
team,201610160rai,kan,Time of Possession,36:45,,,,,,
team,201610160rai,rai,Time of Possession,23:15,,,,,,
player,201610160rai,kan,SmitAl03,pass_cmp,19,,,,,
player,201610160rai,kan,SmitAl03,pass_att,22,,,,,
player,201610160rai,kan,SmitAl03,pass_yds,224,,,,,
player,201610160rai,kan,SmitAl03,pass_td,0,,,,,
player,201610160rai,kan,SmitAl03,pass_int,0,,,,,
player,201610160rai,kan,SmitAl03,pass_sacked,1,,,,,
player,201610160rai,kan,SmitAl03,pass_sacked_yds,1,,,,,
player,201610160rai,kan,SmitAl03,pass_long,38,,,,,
player,201610160rai,kan,SmitAl03,pass_rating,109.1,,,,,
player,201610160rai,kan,SmitAl03,rush_att,3,,,,,
player,201610160rai,kan,SmitAl03,rush_yds,-1,,,,,
player,201610160rai,kan,SmitAl03,rush_td,0,,,,,
player,201610160rai,kan,SmitAl03,rush_long,1,,,,,
player,201610160rai,kan,SmitAl03,targets,0,,,,,
player,201610160rai,kan,SmitAl03,rec,0,,,,,
player,201610160rai,kan,SmitAl03,rec_yds,0,,,,,
player,201610160rai,kan,SmitAl03,rec_td,0,,,,,
player,201610160rai,kan,SmitAl03,rec_long,0,,,,,
player,201610160rai,kan,SmitAl03,fumbles,0,,,,,
player,201610160rai,kan,SmitAl03,fumbles_lost,0,,,,,
player,201610160rai,kan,MaclJe00,pass_cmp,0,,,,,
player,201610160rai,kan,MaclJe00,pass_att,1,,,,,
player,201610160rai,kan,MaclJe00,pass_yds,0,,,,,
player,201610160rai,kan,MaclJe00,pass_td,0,,,,,
player,201610160rai,kan,MaclJe00,pass_int,0,,,,,
player,201610160rai,kan,MaclJe00,pass_sacked,0,,,,,
player,201610160rai,kan,MaclJe00,pass_sacked_yds,0,,,,,
player,201610160rai,kan,MaclJe00,pass_long,0,,,,,
player,201610160rai,kan,MaclJe00,pass_rating,39.6,,,,,
player,201610160rai,kan,MaclJe00,rush_att,0,,,,,
player,201610160rai,kan,MaclJe00,rush_yds,0,,,,,
player,201610160rai,kan,MaclJe00,rush_td,0,,,,,
player,201610160rai,kan,MaclJe00,rush_long,0,,,,,
player,201610160rai,kan,MaclJe00,targets,3,,,,,
player,201610160rai,kan,MaclJe00,rec,3,,,,,
player,201610160rai,kan,MaclJe00,rec_yds,49,,,,,
player,201610160rai,kan,MaclJe00,rec_td,0,,,,,
player,201610160rai,kan,MaclJe00,rec_long,38,,,,,
player,201610160rai,kan,MaclJe00,fumbles,0,,,,,
player,201610160rai,kan,MaclJe00,fumbles_lost,0,,,,,
player,201610160rai,kan,WareSp00,pass_cmp,0,,,,,
player,201610160rai,kan,WareSp00,pass_att,0,,,,,
player,201610160rai,kan,WareSp00,pass_yds,0,,,,,
player,201610160rai,kan,WareSp00,pass_td,0,,,,,
player,201610160rai,kan,WareSp00,pass_int,0,,,,,
player,201610160rai,kan,WareSp00,pass_sacked,0,,,,,
player,201610160rai,kan,WareSp00,pass_sacked_yds,0,,,,,
player,201610160rai,kan,WareSp00,pass_long,0,,,,,
player,201610160rai,kan,WareSp00,pass_rating,,,,,,
player,201610160rai,kan,WareSp00,rush_att,24,,,,,
player,201610160rai,kan,WareSp00,rush_yds,131,,,,,
player,201610160rai,kan,WareSp00,rush_td,1,,,,,
player,201610160rai,kan,WareSp00,rush_long,45,,,,,
player,201610160rai,kan,WareSp00,targets,2,,,,,
player,201610160rai,kan,WareSp00,rec,2,,,,,
player,201610160rai,kan,WareSp00,rec_yds,32,,,,,
player,201610160rai,kan,WareSp00,rec_td,0,,,,,
player,201610160rai,kan,WareSp00,rec_long,30,,,,,
player,201610160rai,kan,WareSp00,fumbles,0,,,,,
player,201610160rai,kan,WareSp00,fumbles_lost,0,,,,,
player,201610160rai,kan,CharJa00,pass_cmp,0,,,,,
player,201610160rai,kan,CharJa00,pass_att,0,,,,,
player,201610160rai,kan,CharJa00,pass_yds,0,,,,,
player,201610160rai,kan,CharJa00,pass_td,0,,,,,
player,201610160rai,kan,CharJa00,pass_int,0,,,,,
player,201610160rai,kan,CharJa00,pass_sacked,0,,,,,
player,201610160rai,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201610160rai,kan,CharJa00,pass_long,0,,,,,
player,201610160rai,kan,CharJa00,pass_rating,,,,,,
player,201610160rai,kan,CharJa00,rush_att,9,,,,,
player,201610160rai,kan,CharJa00,rush_yds,33,,,,,
player,201610160rai,kan,CharJa00,rush_td,1,,,,,
player,201610160rai,kan,CharJa00,rush_long,17,,,,,
player,201610160rai,kan,CharJa00,targets,2,,,,,
player,201610160rai,kan,CharJa00,rec,2,,,,,
player,201610160rai,kan,CharJa00,rec_yds,14,,,,,
player,201610160rai,kan,CharJa00,rec_td,0,,,,,
player,201610160rai,kan,CharJa00,rec_long,16,,,,,
player,201610160rai,kan,CharJa00,fumbles,0,,,,,
player,201610160rai,kan,CharJa00,fumbles_lost,0,,,,,
player,201610160rai,kan,WestCh01,pass_cmp,0,,,,,
player,201610160rai,kan,WestCh01,pass_att,0,,,,,
player,201610160rai,kan,WestCh01,pass_yds,0,,,,,
player,201610160rai,kan,WestCh01,pass_td,0,,,,,
player,201610160rai,kan,WestCh01,pass_int,0,,,,,
player,201610160rai,kan,WestCh01,pass_sacked,0,,,,,
player,201610160rai,kan,WestCh01,pass_sacked_yds,0,,,,,
player,201610160rai,kan,WestCh01,pass_long,0,,,,,
player,201610160rai,kan,WestCh01,pass_rating,,,,,,
player,201610160rai,kan,WestCh01,rush_att,3,,,,,
player,201610160rai,kan,WestCh01,rush_yds,19,,,,,
player,201610160rai,kan,WestCh01,rush_td,0,,,,,
player,201610160rai,kan,WestCh01,rush_long,8,,,,,
player,201610160rai,kan,WestCh01,targets,0,,,,,
player,201610160rai,kan,WestCh01,rec,0,,,,,
player,201610160rai,kan,WestCh01,rec_yds,0,,,,,
player,201610160rai,kan,WestCh01,rec_td,0,,,,,
player,201610160rai,kan,WestCh01,rec_long,0,,,,,
player,201610160rai,kan,WestCh01,fumbles,0,,,,,
player,201610160rai,kan,WestCh01,fumbles_lost,0,,,,,
player,201610160rai,kan,PoexDo00,pass_cmp,0,,,,,
player,201610160rai,kan,PoexDo00,pass_att,0,,,,,
player,201610160rai,kan,PoexDo00,pass_yds,0,,,,,
player,201610160rai,kan,PoexDo00,pass_td,0,,,,,
player,201610160rai,kan,PoexDo00,pass_int,0,,,,,
player,201610160rai,kan,PoexDo00,pass_sacked,0,,,,,
player,201610160rai,kan,PoexDo00,pass_sacked_yds,0,,,,,
player,201610160rai,kan,PoexDo00,pass_long,0,,,,,
player,201610160rai,kan,PoexDo00,pass_rating,,,,,,
player,201610160rai,kan,PoexDo00,rush_att,1,,,,,
player,201610160rai,kan,PoexDo00,rush_yds,1,,,,,
player,201610160rai,kan,PoexDo00,rush_td,1,,,,,
player,201610160rai,kan,PoexDo00,rush_long,1,,,,,
player,201610160rai,kan,PoexDo00,targets,0,,,,,
player,201610160rai,kan,PoexDo00,rec,0,,,,,
player,201610160rai,kan,PoexDo00,rec_yds,0,,,,,
player,201610160rai,kan,PoexDo00,rec_td,0,,,,,
player,201610160rai,kan,PoexDo00,rec_long,0,,,,,
player,201610160rai,kan,PoexDo00,fumbles,0,,,,,
player,201610160rai,kan,PoexDo00,fumbles_lost,0,,,,,
player,201610160rai,kan,KelcTr00,pass_cmp,0,,,,,
player,201610160rai,kan,KelcTr00,pass_att,0,,,,,
player,201610160rai,kan,KelcTr00,pass_yds,0,,,,,
player,201610160rai,kan,KelcTr00,pass_td,0,,,,,
player,201610160rai,kan,KelcTr00,pass_int,0,,,,,
player,201610160rai,kan,KelcTr00,pass_sacked,0,,,,,
player,201610160rai,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201610160rai,kan,KelcTr00,pass_long,0,,,,,
player,201610160rai,kan,KelcTr00,pass_rating,,,,,,
player,201610160rai,kan,KelcTr00,rush_att,0,,,,,
player,201610160rai,kan,KelcTr00,rush_yds,0,,,,,
player,201610160rai,kan,KelcTr00,rush_td,0,,,,,
player,201610160rai,kan,KelcTr00,rush_long,0,,,,,
player,201610160rai,kan,KelcTr00,targets,3,,,,,
player,201610160rai,kan,KelcTr00,rec,3,,,,,
player,201610160rai,kan,KelcTr00,rec_yds,32,,,,,
player,201610160rai,kan,KelcTr00,rec_td,0,,,,,
player,201610160rai,kan,KelcTr00,rec_long,21,,,,,
player,201610160rai,kan,KelcTr00,fumbles,0,,,,,
player,201610160rai,kan,KelcTr00,fumbles_lost,0,,,,,
player,201610160rai,kan,WilsAl02,pass_cmp,0,,,,,
player,201610160rai,kan,WilsAl02,pass_att,0,,,,,
player,201610160rai,kan,WilsAl02,pass_yds,0,,,,,
player,201610160rai,kan,WilsAl02,pass_td,0,,,,,
player,201610160rai,kan,WilsAl02,pass_int,0,,,,,
player,201610160rai,kan,WilsAl02,pass_sacked,0,,,,,
player,201610160rai,kan,WilsAl02,pass_sacked_yds,0,,,,,
player,201610160rai,kan,WilsAl02,pass_long,0,,,,,
player,201610160rai,kan,WilsAl02,pass_rating,,,,,,
player,201610160rai,kan,WilsAl02,rush_att,0,,,,,
player,201610160rai,kan,WilsAl02,rush_yds,0,,,,,
player,201610160rai,kan,WilsAl02,rush_td,0,,,,,
player,201610160rai,kan,WilsAl02,rush_long,0,,,,,
