game,2016,17,20170101,201701010sfo,sea,"Seattle Seahawks",25,sfo,"San Francisco 49ers",23
team,201701010sfo,sea,First Downs,18,,,,,,
team,201701010sfo,sfo,First Downs,14,,,,,,
team,201701010sfo,sea,Rush-Yds-TDs,25-87-1,,,,,,
team,201701010sfo,sfo,Rush-Yds-TDs,31-62-2,,,,,,
team,201701010sfo,sea,Cmp-Att-Yd-TD-INT,23-38-300-1-0,,,,,,
team,201701010sfo,sfo,Cmp-Att-Yd-TD-INT,17-22-215-1-0,,,,,,
team,201701010sfo,sea,Sacked-Yards,2-11,,,,,,
team,201701010sfo,sfo,Sacked-Yards,5-24,,,,,,
team,201701010sfo,sea,Net Pass Yards,289,,,,,,
team,201701010sfo,sfo,Net Pass Yards,191,,,,,,
team,201701010sfo,sea,Total Yards,376,,,,,,
team,201701010sfo,sfo,Total Yards,253,,,,,,
team,201701010sfo,sea,Fumbles-Lost,3-0,,,,,,
team,201701010sfo,sfo,Fumbles-Lost,3-2,,,,,,
team,201701010sfo,sea,Turnovers,0,,,,,,
team,201701010sfo,sfo,Turnovers,2,,,,,,
team,201701010sfo,sea,Penalties-Yards,4-34,,,,,,
team,201701010sfo,sfo,Penalties-Yards,4-25,,,,,,
team,201701010sfo,sea,Third Down Conv.,3-12,,,,,,
team,201701010sfo,sfo,Third Down Conv.,2-11,,,,,,
team,201701010sfo,sea,Fourth Down Conv.,0-1,,,,,,
team,201701010sfo,sfo,Fourth Down Conv.,2-3,,,,,,
team,201701010sfo,sea,Time of Possession,29:34,,,,,,
team,201701010sfo,sfo,Time of Possession,30:26,,,,,,
player,201701010sfo,sea,WilsRu00,pass_cmp,19,,,,,
player,201701010sfo,sea,WilsRu00,pass_att,32,,,,,
player,201701010sfo,sea,WilsRu00,pass_yds,258,,,,,
player,201701010sfo,sea,WilsRu00,pass_td,1,,,,,
player,201701010sfo,sea,WilsRu00,pass_int,0,,,,,
player,201701010sfo,sea,WilsRu00,pass_sacked,1,,,,,
player,201701010sfo,sea,WilsRu00,pass_sacked_yds,6,,,,,
player,201701010sfo,sea,WilsRu00,pass_long,42,,,,,
player,201701010sfo,sea,WilsRu00,pass_rating,95.6,,,,,
player,201701010sfo,sea,WilsRu00,rush_att,2,,,,,
player,201701010sfo,sea,WilsRu00,rush_yds,4,,,,,
player,201701010sfo,sea,WilsRu00,rush_td,0,,,,,
player,201701010sfo,sea,WilsRu00,rush_long,4,,,,,
player,201701010sfo,sea,WilsRu00,targets,0,,,,,
player,201701010sfo,sea,WilsRu00,rec,0,,,,,
player,201701010sfo,sea,WilsRu00,rec_yds,0,,,,,
player,201701010sfo,sea,WilsRu00,rec_td,0,,,,,
player,201701010sfo,sea,WilsRu00,rec_long,0,,,,,
player,201701010sfo,sea,WilsRu00,fumbles,1,,,,,
player,201701010sfo,sea,WilsRu00,fumbles_lost,0,,,,,
player,201701010sfo,sea,BoykTr00,pass_cmp,4,,,,,
player,201701010sfo,sea,BoykTr00,pass_att,6,,,,,
player,201701010sfo,sea,BoykTr00,pass_yds,42,,,,,
player,201701010sfo,sea,BoykTr00,pass_td,0,,,,,
player,201701010sfo,sea,BoykTr00,pass_int,0,,,,,
