game,2016,6,20161013,201610130sdg,den,"Denver Broncos",13,sdg,"San Diego Chargers",21
team,201610130sdg,den,First Downs,16,,,,,,
team,201610130sdg,sdg,First Downs,16,,,,,,
team,201610130sdg,den,Rush-Yds-TDs,16-84-0,,,,,,
team,201610130sdg,sdg,Rush-Yds-TDs,29-99-0,,,,,,
team,201610130sdg,den,Cmp-Att-Yd-TD-INT,30-50-230-1-0,,,,,,
team,201610130sdg,sdg,Cmp-Att-Yd-TD-INT,18-29-178-1-0,,,,,,
team,201610130sdg,den,Sacked-Yards,2-10,,,,,,
team,201610130sdg,sdg,Sacked-Yards,2-12,,,,,,
team,201610130sdg,den,Net Pass Yards,220,,,,,,
team,201610130sdg,sdg,Net Pass Yards,166,,,,,,
team,201610130sdg,den,Total Yards,304,,,,,,
team,201610130sdg,sdg,Total Yards,265,,,,,,
team,201610130sdg,den,Fumbles-Lost,2-2,,,,,,
team,201610130sdg,sdg,Fumbles-Lost,2-2,,,,,,
team,201610130sdg,den,Turnovers,2,,,,,,
team,201610130sdg,sdg,Turnovers,2,,,,,,
team,201610130sdg,den,Penalties-Yards,12-103,,,,,,
team,201610130sdg,sdg,Penalties-Yards,3-20,,,,,,
team,201610130sdg,den,Third Down Conv.,6-15,,,,,,
team,201610130sdg,sdg,Third Down Conv.,3-13,,,,,,
team,201610130sdg,den,Fourth Down Conv.,0-1,,,,,,
team,201610130sdg,sdg,Fourth Down Conv.,1-1,,,,,,
team,201610130sdg,den,Time of Possession,26:32,,,,,,
team,201610130sdg,sdg,Time of Possession,33:28,,,,,,
player,201610130sdg,den,SiemTr00,pass_cmp,30,,,,,
player,201610130sdg,den,SiemTr00,pass_att,50,,,,,
player,201610130sdg,den,SiemTr00,pass_yds,230,,,,,
player,201610130sdg,den,SiemTr00,pass_td,1,,,,,
player,201610130sdg,den,SiemTr00,pass_int,0,,,,,
player,201610130sdg,den,SiemTr00,pass_sacked,2,,,,,
player,201610130sdg,den,SiemTr00,pass_sacked_yds,10,,,,,
player,201610130sdg,den,SiemTr00,pass_long,20,,,,,
player,201610130sdg,den,SiemTr00,pass_rating,77.9,,,,,
player,201610130sdg,den,SiemTr00,rush_att,1,,,,,
player,201610130sdg,den,SiemTr00,rush_yds,1,,,,,
player,201610130sdg,den,SiemTr00,rush_td,0,,,,,
player,201610130sdg,den,SiemTr00,rush_long,1,,,,,
player,201610130sdg,den,SiemTr00,targets,0,,,,,
player,201610130sdg,den,SiemTr00,rec,0,,,,,
player,201610130sdg,den,SiemTr00,rec_yds,0,,,,,
player,201610130sdg,den,SiemTr00,rec_td,0,,,,,
player,201610130sdg,den,SiemTr00,rec_long,0,,,,,
player,201610130sdg,den,SiemTr00,fumbles,0,,,,,
player,201610130sdg,den,SiemTr00,fumbles_lost,0,,,,,
player,201610130sdg,den,BookDe00,pass_cmp,0,,,,,
player,201610130sdg,den,BookDe00,pass_att,0,,,,,
player,201610130sdg,den,BookDe00,pass_yds,0,,,,,
player,201610130sdg,den,BookDe00,pass_td,0,,,,,
player,201610130sdg,den,BookDe00,pass_int,0,,,,,
player,201610130sdg,den,BookDe00,pass_sacked,0,,,,,
player,201610130sdg,den,BookDe00,pass_sacked_yds,0,,,,,
player,201610130sdg,den,BookDe00,pass_long,0,,,,,
player,201610130sdg,den,BookDe00,pass_rating,,,,,,
player,201610130sdg,den,BookDe00,rush_att,5,,,,,
player,201610130sdg,den,BookDe00,rush_yds,46,,,,,
player,201610130sdg,den,BookDe00,rush_td,0,,,,,
player,201610130sdg,den,BookDe00,rush_long,17,,,,,
player,201610130sdg,den,BookDe00,targets,2,,,,,
player,201610130sdg,den,BookDe00,rec,2,,,,,
player,201610130sdg,den,BookDe00,rec_yds,7,,,,,
player,201610130sdg,den,BookDe00,rec_td,0,,,,,
player,201610130sdg,den,BookDe00,rec_long,5,,,,,
player,201610130sdg,den,BookDe00,fumbles,0,,,,,
player,201610130sdg,den,BookDe00,fumbles_lost,0,,,,,
player,201610130sdg,den,AndeC.00,pass_cmp,0,,,,,
player,201610130sdg,den,AndeC.00,pass_att,0,,,,,
player,201610130sdg,den,AndeC.00,pass_yds,0,,,,,
player,201610130sdg,den,AndeC.00,pass_td,0,,,,,
player,201610130sdg,den,AndeC.00,pass_int,0,,,,,
player,201610130sdg,den,AndeC.00,pass_sacked,0,,,,,
player,201610130sdg,den,AndeC.00,pass_sacked_yds,0,,,,,
player,201610130sdg,den,AndeC.00,pass_long,0,,,,,
player,201610130sdg,den,AndeC.00,pass_rating,,,,,,
player,201610130sdg,den,AndeC.00,rush_att,10,,,,,
player,201610130sdg,den,AndeC.00,rush_yds,37,,,,,
player,201610130sdg,den,AndeC.00,rush_td,0,,,,,
player,201610130sdg,den,AndeC.00,rush_long,11,,,,,
player,201610130sdg,den,AndeC.00,targets,5,,,,,
player,201610130sdg,den,AndeC.00,rec,4,,,,,
player,201610130sdg,den,AndeC.00,rec_yds,34,,,,,
player,201610130sdg,den,AndeC.00,rec_td,0,,,,,
player,201610130sdg,den,AndeC.00,rec_long,11,,,,,
player,201610130sdg,den,AndeC.00,fumbles,0,,,,,
player,201610130sdg,den,AndeC.00,fumbles_lost,0,,,,,
player,201610130sdg,den,SandEm00,pass_cmp,0,,,,,
player,201610130sdg,den,SandEm00,pass_att,0,,,,,
player,201610130sdg,den,SandEm00,pass_yds,0,,,,,
player,201610130sdg,den,SandEm00,pass_td,0,,,,,
player,201610130sdg,den,SandEm00,pass_int,0,,,,,
player,201610130sdg,den,SandEm00,pass_sacked,0,,,,,
player,201610130sdg,den,SandEm00,pass_sacked_yds,0,,,,,
player,201610130sdg,den,SandEm00,pass_long,0,,,,,
player,201610130sdg,den,SandEm00,pass_rating,,,,,,
player,201610130sdg,den,SandEm00,rush_att,0,,,,,
player,201610130sdg,den,SandEm00,rush_yds,0,,,,,
player,201610130sdg,den,SandEm00,rush_td,0,,,,,
player,201610130sdg,den,SandEm00,rush_long,0,,,,,
player,201610130sdg,den,SandEm00,targets,6,,,,,
player,201610130sdg,den,SandEm00,rec,4,,,,,
player,201610130sdg,den,SandEm00,rec_yds,40,,,,,
player,201610130sdg,den,SandEm00,rec_td,0,,,,,
player,201610130sdg,den,SandEm00,rec_long,20,,,,,
player,201610130sdg,den,SandEm00,fumbles,0,,,,,
player,201610130sdg,den,SandEm00,fumbles_lost,0,,,,,
player,201610130sdg,den,NorwJo00,pass_cmp,0,,,,,
player,201610130sdg,den,NorwJo00,pass_att,0,,,,,
player,201610130sdg,den,NorwJo00,pass_yds,0,,,,,
player,201610130sdg,den,NorwJo00,pass_td,0,,,,,
player,201610130sdg,den,NorwJo00,pass_int,0,,,,,
player,201610130sdg,den,NorwJo00,pass_sacked,0,,,,,
player,201610130sdg,den,NorwJo00,pass_sacked_yds,0,,,,,
player,201610130sdg,den,NorwJo00,pass_long,0,,,,,
player,201610130sdg,den,NorwJo00,pass_rating,,,,,,
player,201610130sdg,den,NorwJo00,rush_att,0,,,,,
player,201610130sdg,den,NorwJo00,rush_yds,0,,,,,
player,201610130sdg,den,NorwJo00,rush_td,0,,,,,
player,201610130sdg,den,NorwJo00,rush_long,0,,,,,
player,201610130sdg,den,NorwJo00,targets,7,,,,,
player,201610130sdg,den,NorwJo00,rec,5,,,,,
player,201610130sdg,den,NorwJo00,rec_yds,39,,,,,
player,201610130sdg,den,NorwJo00,rec_td,0,,,,,
player,201610130sdg,den,NorwJo00,rec_long,11,,,,,
player,201610130sdg,den,NorwJo00,fumbles,0,,,,,
player,201610130sdg,den,NorwJo00,fumbles_lost,0,,,,,
player,201610130sdg,den,ThomDe03,pass_cmp,0,,,,,
player,201610130sdg,den,ThomDe03,pass_att,0,,,,,
player,201610130sdg,den,ThomDe03,pass_yds,0,,,,,
player,201610130sdg,den,ThomDe03,pass_td,0,,,,,
player,201610130sdg,den,ThomDe03,pass_int,0,,,,,
player,201610130sdg,den,ThomDe03,pass_sacked,0,,,,,
player,201610130sdg,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201610130sdg,den,ThomDe03,pass_long,0,,,,,
