game,2016,13,20161201,201612010min,dal,"Dallas Cowboys",17,min,"Minnesota Vikings",15
player,201612010min,dal,ElliEz00,rec_td,0,,,,,
player,201612010min,dal,ElliEz00,rec_long,16,,,,,
player,201612010min,dal,ElliEz00,fumbles,1,,,,,
player,201612010min,dal,ElliEz00,fumbles_lost,0,,,,,
player,201612010min,dal,MorrAl00,pass_cmp,0,,,,,
player,201612010min,dal,MorrAl00,pass_att,0,,,,,
player,201612010min,dal,MorrAl00,pass_yds,0,,,,,
player,201612010min,dal,MorrAl00,pass_td,0,,,,,
player,201612010min,dal,MorrAl00,pass_int,0,,,,,
player,201612010min,dal,MorrAl00,pass_sacked,0,,,,,
player,201612010min,dal,MorrAl00,pass_sacked_yds,0,,,,,
player,201612010min,dal,MorrAl00,pass_long,0,,,,,
player,201612010min,dal,MorrAl00,pass_rating,,,,,,
player,201612010min,dal,MorrAl00,rush_att,1,,,,,
player,201612010min,dal,MorrAl00,rush_yds,11,,,,,
player,201612010min,dal,MorrAl00,rush_td,0,,,,,
player,201612010min,dal,MorrAl00,rush_long,11,,,,,
player,201612010min,dal,MorrAl00,targets,0,,,,,
player,201612010min,dal,MorrAl00,rec,0,,,,,
player,201612010min,dal,MorrAl00,rec_yds,0,,,,,
player,201612010min,dal,MorrAl00,rec_td,0,,,,,
player,201612010min,dal,MorrAl00,rec_long,0,,,,,
player,201612010min,dal,MorrAl00,fumbles,0,,,,,
player,201612010min,dal,MorrAl00,fumbles_lost,0,,,,,
player,201612010min,dal,WhitLu00,pass_cmp,0,,,,,
player,201612010min,dal,WhitLu00,pass_att,0,,,,,
player,201612010min,dal,WhitLu00,pass_yds,0,,,,,
player,201612010min,dal,WhitLu00,pass_td,0,,,,,
player,201612010min,dal,WhitLu00,pass_int,0,,,,,
player,201612010min,dal,WhitLu00,pass_sacked,0,,,,,
player,201612010min,dal,WhitLu00,pass_sacked_yds,0,,,,,
player,201612010min,dal,WhitLu00,pass_long,0,,,,,
player,201612010min,dal,WhitLu00,pass_rating,,,,,,
player,201612010min,dal,WhitLu00,rush_att,1,,,,,
player,201612010min,dal,WhitLu00,rush_yds,6,,,,,
player,201612010min,dal,WhitLu00,rush_td,0,,,,,
player,201612010min,dal,WhitLu00,rush_long,6,,,,,
player,201612010min,dal,WhitLu00,targets,0,,,,,
player,201612010min,dal,WhitLu00,rec,0,,,,,
player,201612010min,dal,WhitLu00,rec_yds,0,,,,,
player,201612010min,dal,WhitLu00,rec_td,0,,,,,
player,201612010min,dal,WhitLu00,rec_long,0,,,,,
player,201612010min,dal,WhitLu00,fumbles,1,,,,,
player,201612010min,dal,WhitLu00,fumbles_lost,1,,,,,
player,201612010min,dal,BryaDe01,pass_cmp,0,,,,,
player,201612010min,dal,BryaDe01,pass_att,0,,,,,
player,201612010min,dal,BryaDe01,pass_yds,0,,,,,
player,201612010min,dal,BryaDe01,pass_td,0,,,,,
player,201612010min,dal,BryaDe01,pass_int,0,,,,,
player,201612010min,dal,BryaDe01,pass_sacked,0,,,,,
player,201612010min,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201612010min,dal,BryaDe01,pass_long,0,,,,,
player,201612010min,dal,BryaDe01,pass_rating,,,,,,
player,201612010min,dal,BryaDe01,rush_att,0,,,,,
player,201612010min,dal,BryaDe01,rush_yds,0,,,,,
player,201612010min,dal,BryaDe01,rush_td,0,,,,,
player,201612010min,dal,BryaDe01,rush_long,0,,,,,
player,201612010min,dal,BryaDe01,targets,6,,,,,
player,201612010min,dal,BryaDe01,rec,4,,,,,
player,201612010min,dal,BryaDe01,rec_yds,84,,,,,
player,201612010min,dal,BryaDe01,rec_td,1,,,,,
player,201612010min,dal,BryaDe01,rec_long,56,,,,,
player,201612010min,dal,BryaDe01,fumbles,0,,,,,
player,201612010min,dal,BryaDe01,fumbles_lost,0,,,,,
player,201612010min,dal,BeasCo00,pass_cmp,0,,,,,
player,201612010min,dal,BeasCo00,pass_att,0,,,,,
player,201612010min,dal,BeasCo00,pass_yds,0,,,,,
player,201612010min,dal,BeasCo00,pass_td,0,,,,,
player,201612010min,dal,BeasCo00,pass_int,0,,,,,
player,201612010min,dal,BeasCo00,pass_sacked,0,,,,,
player,201612010min,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201612010min,dal,BeasCo00,pass_long,0,,,,,
player,201612010min,dal,BeasCo00,pass_rating,,,,,,
player,201612010min,dal,BeasCo00,rush_att,0,,,,,
player,201612010min,dal,BeasCo00,rush_yds,0,,,,,
player,201612010min,dal,BeasCo00,rush_td,0,,,,,
player,201612010min,dal,BeasCo00,rush_long,0,,,,,
player,201612010min,dal,BeasCo00,targets,4,,,,,
player,201612010min,dal,BeasCo00,rec,2,,,,,
player,201612010min,dal,BeasCo00,rec_yds,23,,,,,
player,201612010min,dal,BeasCo00,rec_td,0,,,,,
player,201612010min,dal,BeasCo00,rec_long,13,,,,,
player,201612010min,dal,BeasCo00,fumbles,0,,,,,
player,201612010min,dal,BeasCo00,fumbles_lost,0,,,,,
player,201612010min,dal,WillTe01,pass_cmp,0,,,,,
player,201612010min,dal,WillTe01,pass_att,0,,,,,
player,201612010min,dal,WillTe01,pass_yds,0,,,,,
player,201612010min,dal,WillTe01,pass_td,0,,,,,
player,201612010min,dal,WillTe01,pass_int,0,,,,,
player,201612010min,dal,WillTe01,pass_sacked,0,,,,,
player,201612010min,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201612010min,dal,WillTe01,pass_long,0,,,,,
player,201612010min,dal,WillTe01,pass_rating,,,,,,
player,201612010min,dal,WillTe01,rush_att,0,,,,,
player,201612010min,dal,WillTe01,rush_yds,0,,,,,
player,201612010min,dal,WillTe01,rush_td,0,,,,,
player,201612010min,dal,WillTe01,rush_long,0,,,,,
player,201612010min,dal,WillTe01,targets,3,,,,,
player,201612010min,dal,WillTe01,rec,2,,,,,
player,201612010min,dal,WillTe01,rec_yds,13,,,,,
player,201612010min,dal,WillTe01,rec_td,0,,,,,
player,201612010min,dal,WillTe01,rec_long,18,,,,,
player,201612010min,dal,WillTe01,fumbles,0,,,,,
player,201612010min,dal,WillTe01,fumbles_lost,0,,,,,
player,201612010min,min,BradSa00,pass_cmp,32,,,,,
player,201612010min,min,BradSa00,pass_att,45,,,,,
player,201612010min,min,BradSa00,pass_yds,247,,,,,
player,201612010min,min,BradSa00,pass_td,1,,,,,
player,201612010min,min,BradSa00,pass_int,0,,,,,
player,201612010min,min,BradSa00,pass_sacked,2,,,,,
player,201612010min,min,BradSa00,pass_sacked_yds,15,,,,,
player,201612010min,min,BradSa00,pass_long,25,,,,,
player,201612010min,min,BradSa00,pass_rating,91.6,,,,,
player,201612010min,min,BradSa00,rush_att,2,,,,,
player,201612010min,min,BradSa00,rush_yds,10,,,,,
player,201612010min,min,BradSa00,rush_td,0,,,,,
player,201612010min,min,BradSa00,rush_long,10,,,,,
player,201612010min,min,BradSa00,targets,0,,,,,
player,201612010min,min,BradSa00,rec,0,,,,,
player,201612010min,min,BradSa00,rec_yds,0,,,,,
player,201612010min,min,BradSa00,rec_td,0,,,,,
player,201612010min,min,BradSa00,rec_long,0,,,,,
player,201612010min,min,BradSa00,fumbles,1,,,,,
player,201612010min,min,BradSa00,fumbles_lost,0,,,,,
player,201612010min,min,McKiJe00,pass_cmp,0,,,,,
player,201612010min,min,McKiJe00,pass_att,1,,,,,
player,201612010min,min,McKiJe00,pass_yds,0,,,,,
player,201612010min,min,McKiJe00,pass_td,0,,,,,
player,201612010min,min,McKiJe00,pass_int,0,,,,,
player,201612010min,min,McKiJe00,pass_sacked,0,,,,,
player,201612010min,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201612010min,min,McKiJe00,pass_long,0,,,,,
player,201612010min,min,McKiJe00,pass_rating,39.6,,,,,
player,201612010min,min,McKiJe00,rush_att,9,,,,,
player,201612010min,min,McKiJe00,rush_yds,41,,,,,
player,201612010min,min,McKiJe00,rush_td,0,,,,,
player,201612010min,min,McKiJe00,rush_long,9,,,,,
player,201612010min,min,McKiJe00,targets,6,,,,,
player,201612010min,min,McKiJe00,rec,5,,,,,
player,201612010min,min,McKiJe00,rec_yds,14,,,,,
player,201612010min,min,McKiJe00,rec_td,1,,,,,
player,201612010min,min,McKiJe00,rec_long,5,,,,,
player,201612010min,min,McKiJe00,fumbles,0,,,,,
player,201612010min,min,McKiJe00,fumbles_lost,0,,,,,
player,201612010min,min,HillSh00,pass_cmp,1,,,,,
player,201612010min,min,HillSh00,pass_att,1,,,,,
player,201612010min,min,HillSh00,pass_yds,6,,,,,
player,201612010min,min,HillSh00,pass_td,0,,,,,
player,201612010min,min,HillSh00,pass_int,0,,,,,
player,201612010min,min,HillSh00,pass_sacked,1,,,,,
player,201612010min,min,HillSh00,pass_sacked_yds,7,,,,,
player,201612010min,min,HillSh00,pass_long,6,,,,,
player,201612010min,min,HillSh00,pass_rating,91.7,,,,,
player,201612010min,min,HillSh00,rush_att,0,,,,,
player,201612010min,min,HillSh00,rush_yds,0,,,,,
player,201612010min,min,HillSh00,rush_td,0,,,,,
player,201612010min,min,HillSh00,rush_long,0,,,,,
player,201612010min,min,HillSh00,targets,0,,,,,
player,201612010min,min,HillSh00,rec,0,,,,,
player,201612010min,min,HillSh00,rec_yds,0,,,,,
player,201612010min,min,HillSh00,rec_td,0,,,,,
player,201612010min,min,HillSh00,rec_long,0,,,,,
player,201612010min,min,HillSh00,fumbles,0,,,,,
player,201612010min,min,HillSh00,fumbles_lost,0,,,,,
player,201612010min,min,AsiaMa00,pass_cmp,0,,,,,
player,201612010min,min,AsiaMa00,pass_att,0,,,,,
player,201612010min,min,AsiaMa00,pass_yds,0,,,,,
player,201612010min,min,AsiaMa00,pass_td,0,,,,,
player,201612010min,min,AsiaMa00,pass_int,0,,,,,
player,201612010min,min,AsiaMa00,pass_sacked,0,,,,,
player,201612010min,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201612010min,min,AsiaMa00,pass_long,0,,,,,
player,201612010min,min,AsiaMa00,pass_rating,,,,,,
player,201612010min,min,AsiaMa00,rush_att,6,,,,,
player,201612010min,min,AsiaMa00,rush_yds,30,,,,,
player,201612010min,min,AsiaMa00,rush_td,0,,,,,
player,201612010min,min,AsiaMa00,rush_long,14,,,,,
player,201612010min,min,AsiaMa00,targets,1,,,,,
player,201612010min,min,AsiaMa00,rec,1,,,,,
player,201612010min,min,AsiaMa00,rec_yds,-3,,,,,
player,201612010min,min,AsiaMa00,rec_td,0,,,,,
player,201612010min,min,AsiaMa00,rec_long,-3,,,,,
player,201612010min,min,AsiaMa00,fumbles,0,,,,,
player,201612010min,min,AsiaMa00,fumbles_lost,0,,,,,
player,201612010min,min,PattCo00,pass_cmp,0,,,,,
player,201612010min,min,PattCo00,pass_att,0,,,,,
player,201612010min,min,PattCo00,pass_yds,0,,,,,
player,201612010min,min,PattCo00,pass_td,0,,,,,
player,201612010min,min,PattCo00,pass_int,0,,,,,
player,201612010min,min,PattCo00,pass_sacked,0,,,,,
player,201612010min,min,PattCo00,pass_sacked_yds,0,,,,,
player,201612010min,min,PattCo00,pass_long,0,,,,,
player,201612010min,min,PattCo00,pass_rating,,,,,,
player,201612010min,min,PattCo00,rush_att,2,,,,,
player,201612010min,min,PattCo00,rush_yds,6,,,,,
player,201612010min,min,PattCo00,rush_td,0,,,,,
player,201612010min,min,PattCo00,rush_long,6,,,,,
player,201612010min,min,PattCo00,targets,3,,,,,
player,201612010min,min,PattCo00,rec,2,,,,,
player,201612010min,min,PattCo00,rec_yds,10,,,,,
player,201612010min,min,PattCo00,rec_td,0,,,,,
player,201612010min,min,PattCo00,rec_long,5,,,,,
player,201612010min,min,PattCo00,fumbles,1,,,,,
player,201612010min,min,PattCo00,fumbles_lost,0,,,,,
player,201612010min,min,ThieAd00,pass_cmp,0,,,,,
player,201612010min,min,ThieAd00,pass_att,0,,,,,
player,201612010min,min,ThieAd00,pass_yds,0,,,,,
player,201612010min,min,ThieAd00,pass_td,0,,,,,
player,201612010min,min,ThieAd00,pass_int,0,,,,,
player,201612010min,min,ThieAd00,pass_sacked,0,,,,,
player,201612010min,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201612010min,min,ThieAd00,pass_long,0,,,,,
player,201612010min,min,ThieAd00,pass_rating,,,,,,
player,201612010min,min,ThieAd00,rush_att,0,,,,,
player,201612010min,min,ThieAd00,rush_yds,0,,,,,
player,201612010min,min,ThieAd00,rush_td,0,,,,,
player,201612010min,min,ThieAd00,rush_long,0,,,,,
player,201612010min,min,ThieAd00,targets,9,,,,,
player,201612010min,min,ThieAd00,rec,7,,,,,
player,201612010min,min,ThieAd00,rec_yds,86,,,,,
player,201612010min,min,ThieAd00,rec_td,0,,,,,
player,201612010min,min,ThieAd00,rec_long,23,,,,,
player,201612010min,min,ThieAd00,fumbles,1,,,,,
player,201612010min,min,ThieAd00,fumbles_lost,1,,,,,
player,201612010min,min,DiggSt00,pass_cmp,0,,,,,
player,201612010min,min,DiggSt00,pass_att,0,,,,,
player,201612010min,min,DiggSt00,pass_yds,0,,,,,
player,201612010min,min,DiggSt00,pass_td,0,,,,,
player,201612010min,min,DiggSt00,pass_int,0,,,,,
player,201612010min,min,DiggSt00,pass_sacked,0,,,,,
player,201612010min,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201612010min,min,DiggSt00,pass_long,0,,,,,
player,201612010min,min,DiggSt00,pass_rating,,,,,,
player,201612010min,min,DiggSt00,rush_att,0,,,,,
player,201612010min,min,DiggSt00,rush_yds,0,,,,,
player,201612010min,min,DiggSt00,rush_td,0,,,,,
player,201612010min,min,DiggSt00,rush_long,0,,,,,
player,201612010min,min,DiggSt00,targets,8,,,,,
player,201612010min,min,DiggSt00,rec,8,,,,,
player,201612010min,min,DiggSt00,rec_yds,59,,,,,
player,201612010min,min,DiggSt00,rec_td,0,,,,,
player,201612010min,min,DiggSt00,rec_long,15,,,,,
player,201612010min,min,DiggSt00,fumbles,0,,,,,
player,201612010min,min,DiggSt00,fumbles_lost,0,,,,,
player,201612010min,min,RudoKy00,pass_cmp,0,,,,,
player,201612010min,min,RudoKy00,pass_att,0,,,,,
player,201612010min,min,RudoKy00,pass_yds,0,,,,,
player,201612010min,min,RudoKy00,pass_td,0,,,,,
player,201612010min,min,RudoKy00,pass_int,0,,,,,
player,201612010min,min,RudoKy00,pass_sacked,0,,,,,
player,201612010min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201612010min,min,RudoKy00,pass_long,0,,,,,
player,201612010min,min,RudoKy00,pass_rating,,,,,,
player,201612010min,min,RudoKy00,rush_att,0,,,,,
player,201612010min,min,RudoKy00,rush_yds,0,,,,,
player,201612010min,min,RudoKy00,rush_td,0,,,,,
player,201612010min,min,RudoKy00,rush_long,0,,,,,
player,201612010min,min,RudoKy00,targets,12,,,,,
player,201612010min,min,RudoKy00,rec,6,,,,,
player,201612010min,min,RudoKy00,rec_yds,45,,,,,
player,201612010min,min,RudoKy00,rec_td,0,,,,,
player,201612010min,min,RudoKy00,rec_long,17,,,,,
player,201612010min,min,RudoKy00,fumbles,0,,,,,
player,201612010min,min,RudoKy00,fumbles_lost,0,,,,,
player,201612010min,min,JohnCh08,pass_cmp,0,,,,,
player,201612010min,min,JohnCh08,pass_att,0,,,,,
player,201612010min,min,JohnCh08,pass_yds,0,,,,,
player,201612010min,min,JohnCh08,pass_td,0,,,,,
player,201612010min,min,JohnCh08,pass_int,0,,,,,
player,201612010min,min,JohnCh08,pass_sacked,0,,,,,
player,201612010min,min,JohnCh08,pass_sacked_yds,0,,,,,
player,201612010min,min,JohnCh08,pass_long,0,,,,,
player,201612010min,min,JohnCh08,pass_rating,,,,,,
player,201612010min,min,JohnCh08,rush_att,0,,,,,
player,201612010min,min,JohnCh08,rush_yds,0,,,,,
player,201612010min,min,JohnCh08,rush_td,0,,,,,
player,201612010min,min,JohnCh08,rush_long,0,,,,,
player,201612010min,min,JohnCh08,targets,5,,,,,
player,201612010min,min,JohnCh08,rec,3,,,,,
player,201612010min,min,JohnCh08,rec_yds,36,,,,,
player,201612010min,min,JohnCh08,rec_td,0,,,,,
player,201612010min,min,JohnCh08,rec_long,25,,,,,
player,201612010min,min,JohnCh08,fumbles,0,,,,,
player,201612010min,min,JohnCh08,fumbles_lost,0,,,,,
player,201612010min,min,ElliRh00,pass_cmp,0,,,,,
player,201612010min,min,ElliRh00,pass_att,0,,,,,
player,201612010min,min,ElliRh00,pass_yds,0,,,,,
player,201612010min,min,ElliRh00,pass_td,0,,,,,
player,201612010min,min,ElliRh00,pass_int,0,,,,,
player,201612010min,min,ElliRh00,pass_sacked,0,,,,,
player,201612010min,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201612010min,min,ElliRh00,pass_long,0,,,,,
player,201612010min,min,ElliRh00,pass_rating,,,,,,
player,201612010min,min,ElliRh00,rush_att,0,,,,,
player,201612010min,min,ElliRh00,rush_yds,0,,,,,
player,201612010min,min,ElliRh00,rush_td,0,,,,,
player,201612010min,min,ElliRh00,rush_long,0,,,,,
player,201612010min,min,ElliRh00,targets,1,,,,,
player,201612010min,min,ElliRh00,rec,1,,,,,
player,201612010min,min,ElliRh00,rec_yds,6,,,,,
player,201612010min,min,ElliRh00,rec_td,0,,,,,
player,201612010min,min,ElliRh00,rec_long,6,,,,,
player,201612010min,min,ElliRh00,fumbles,0,,,,,
player,201612010min,min,ElliRh00,fumbles_lost,0,,,,,
player,201612010min,min,TreaLa00,pass_cmp,0,,,,,
player,201612010min,min,TreaLa00,pass_att,0,,,,,
player,201612010min,min,TreaLa00,pass_yds,0,,,,,
player,201612010min,min,TreaLa00,pass_td,0,,,,,
player,201612010min,min,TreaLa00,pass_int,0,,,,,
player,201612010min,min,TreaLa00,pass_sacked,0,,,,,
player,201612010min,min,TreaLa00,pass_sacked_yds,0,,,,,
player,201612010min,min,TreaLa00,pass_long,0,,,,,
player,201612010min,min,TreaLa00,pass_rating,,,,,,
player,201612010min,min,TreaLa00,rush_att,0,,,,,
player,201612010min,min,TreaLa00,rush_yds,0,,,,,
player,201612010min,min,TreaLa00,rush_td,0,,,,,
player,201612010min,min,TreaLa00,rush_long,0,,,,,
player,201612010min,min,TreaLa00,targets,2,,,,,
player,201612010min,min,TreaLa00,rec,0,,,,,
player,201612010min,min,TreaLa00,rec_yds,0,,,,,
player,201612010min,min,TreaLa00,rec_td,0,,,,,
player,201612010min,min,TreaLa00,rec_long,0,,,,,
player,201612010min,min,TreaLa00,fumbles,0,,,,,
player,201612010min,min,TreaLa00,fumbles_lost,0,,,,,
player,201612010min,dal,HitcAn00,def_int,0,,,,,
player,201612010min,dal,HitcAn00,def_int_yds,0,,,,,
player,201612010min,dal,HitcAn00,def_int_td,0,,,,,
player,201612010min,dal,HitcAn00,def_int_long,0,,,,,
player,201612010min,dal,HitcAn00,pass_defended,1,,,,,
player,201612010min,dal,HitcAn00,sacks,1.0,,,,,
player,201612010min,dal,HitcAn00,tackles_combined,10,,,,,
player,201612010min,dal,HitcAn00,tackles_solo,6,,,,,
player,201612010min,dal,HitcAn00,tackles_assists,4,,,,,
player,201612010min,dal,HitcAn00,tackles_loss,2,,,,,
player,201612010min,dal,HitcAn00,qb_hits,1,,,,,
player,201612010min,dal,HitcAn00,fumbles_rec,0,,,,,
player,201612010min,dal,HitcAn00,fumbles_rec_yds,0,,,,,
player,201612010min,dal,HitcAn00,fumbles_rec_td,0,,,,,
player,201612010min,dal,HitcAn00,fumbles_forced,0,,,,,
player,201612010min,dal,CollMa00,def_int,0,,,,,
player,201612010min,dal,CollMa00,def_int_yds,0,,,,,
player,201612010min,dal,CollMa00,def_int_td,0,,,,,
player,201612010min,dal,CollMa00,def_int_long,0,,,,,
player,201612010min,dal,CollMa00,pass_defended,0,,,,,
player,201612010min,dal,CollMa00,sacks,1.0,,,,,
player,201612010min,dal,CollMa00,tackles_combined,2,,,,,
player,201612010min,dal,CollMa00,tackles_solo,1,,,,,
player,201612010min,dal,CollMa00,tackles_assists,1,,,,,
player,201612010min,dal,CollMa00,tackles_loss,1,,,,,
player,201612010min,dal,CollMa00,qb_hits,1,,,,,
player,201612010min,dal,CollMa00,fumbles_rec,0,,,,,
player,201612010min,dal,CollMa00,fumbles_rec_yds,0,,,,,
player,201612010min,dal,CollMa00,fumbles_rec_td,0,,,,,
player,201612010min,dal,CollMa00,fumbles_forced,0,,,,,
player,201612010min,dal,MayoBe00,def_int,0,,,,,
player,201612010min,dal,MayoBe00,def_int_yds,0,,,,,
player,201612010min,dal,MayoBe00,def_int_td,0,,,,,
player,201612010min,dal,MayoBe00,def_int_long,0,,,,,
player,201612010min,dal,MayoBe00,pass_defended,0,,,,,
player,201612010min,dal,MayoBe00,sacks,1.0,,,,,
player,201612010min,dal,MayoBe00,tackles_combined,2,,,,,
player,201612010min,dal,MayoBe00,tackles_solo,1,,,,,
player,201612010min,dal,MayoBe00,tackles_assists,1,,,,,
player,201612010min,dal,MayoBe00,tackles_loss,1,,,,,
player,201612010min,dal,MayoBe00,qb_hits,1,,,,,
player,201612010min,dal,MayoBe00,fumbles_rec,0,,,,,
player,201612010min,dal,MayoBe00,fumbles_rec_yds,0,,,,,
player,201612010min,dal,MayoBe00,fumbles_rec_td,0,,,,,
player,201612010min,dal,MayoBe00,fumbles_forced,0,,,,,
player,201612010min,dal,JoneBy00,def_int,0,,,,,
player,201612010min,dal,JoneBy00,def_int_yds,0,,,,,
player,201612010min,dal,JoneBy00,def_int_td,0,,,,,
player,201612010min,dal,JoneBy00,def_int_long,0,,,,,
player,201612010min,dal,JoneBy00,pass_defended,1,,,,,
player,201612010min,dal,JoneBy00,sacks,0.0,,,,,
player,201612010min,dal,JoneBy00,tackles_combined,10,,,,,
player,201612010min,dal,JoneBy00,tackles_solo,9,,,,,
player,201612010min,dal,JoneBy00,tackles_assists,1,,,,,
player,201612010min,dal,JoneBy00,tackles_loss,0,,,,,
player,201612010min,dal,JoneBy00,qb_hits,0,,,,,
player,201612010min,dal,JoneBy00,fumbles_rec,0,,,,,
player,201612010min,dal,JoneBy00,fumbles_rec_yds,0,,,,,
player,201612010min,dal,JoneBy00,fumbles_rec_td,0,,,,,
player,201612010min,dal,JoneBy00,fumbles_forced,0,,,,,
player,201612010min,dal,ChurBa99,def_int,0,,,,,
player,201612010min,dal,ChurBa99,def_int_yds,0,,,,,
player,201612010min,dal,ChurBa99,def_int_td,0,,,,,
player,201612010min,dal,ChurBa99,def_int_long,0,,,,,
player,201612010min,dal,ChurBa99,pass_defended,0,,,,,
player,201612010min,dal,ChurBa99,sacks,0.0,,,,,
player,201612010min,dal,ChurBa99,tackles_combined,9,,,,,
player,201612010min,dal,ChurBa99,tackles_solo,7,,,,,
player,201612010min,dal,ChurBa99,tackles_assists,2,,,,,
player,201612010min,dal,ChurBa99,tackles_loss,0,,,,,
player,201612010min,dal,ChurBa99,qb_hits,1,,,,,
player,201612010min,dal,ChurBa99,fumbles_rec,0,,,,,
player,201612010min,dal,ChurBa99,fumbles_rec_yds,0,,,,,
player,201612010min,dal,ChurBa99,fumbles_rec_td,0,,,,,
player,201612010min,dal,ChurBa99,fumbles_forced,0,,,,,
player,201612010min,dal,CarrBr99,def_int,0,,,,,
player,201612010min,dal,CarrBr99,def_int_yds,0,,,,,
player,201612010min,dal,CarrBr99,def_int_td,0,,,,,
player,201612010min,dal,CarrBr99,def_int_long,0,,,,,
player,201612010min,dal,CarrBr99,pass_defended,0,,,,,
player,201612010min,dal,CarrBr99,sacks,0.0,,,,,
player,201612010min,dal,CarrBr99,tackles_combined,8,,,,,
player,201612010min,dal,CarrBr99,tackles_solo,6,,,,,
player,201612010min,dal,CarrBr99,tackles_assists,2,,,,,
player,201612010min,dal,CarrBr99,tackles_loss,0,,,,,
player,201612010min,dal,CarrBr99,qb_hits,0,,,,,
player,201612010min,dal,CarrBr99,fumbles_rec,0,,,,,
player,201612010min,dal,CarrBr99,fumbles_rec_yds,0,,,,,
player,201612010min,dal,CarrBr99,fumbles_rec_td,0,,,,,
player,201612010min,dal,CarrBr99,fumbles_forced,0,,,,,
player,201612010min,dal,LeexSe99,def_int,0,,,,,
player,201612010min,dal,LeexSe99,def_int_yds,0,,,,,
