game,2016,4,20161002,201610020sfo,dal,"Dallas Cowboys",24,sfo,"San Francisco 49ers",17
player,201610020sfo,dal,ElliEz00,pass_cmp,0,,,,,
player,201610020sfo,dal,ElliEz00,pass_att,0,,,,,
player,201610020sfo,dal,ElliEz00,pass_yds,0,,,,,
player,201610020sfo,dal,ElliEz00,pass_td,0,,,,,
player,201610020sfo,dal,ElliEz00,pass_int,0,,,,,
player,201610020sfo,dal,ElliEz00,pass_sacked,0,,,,,
player,201610020sfo,dal,ElliEz00,pass_sacked_yds,0,,,,,
player,201610020sfo,dal,ElliEz00,pass_long,0,,,,,
player,201610020sfo,dal,ElliEz00,pass_rating,,,,,,
player,201610020sfo,dal,ElliEz00,rush_att,23,,,,,
player,201610020sfo,dal,ElliEz00,rush_yds,138,,,,,
player,201610020sfo,dal,ElliEz00,rush_td,1,,,,,
player,201610020sfo,dal,ElliEz00,rush_long,26,,,,,
player,201610020sfo,dal,ElliEz00,targets,1,,,,,
player,201610020sfo,dal,ElliEz00,rec,1,,,,,
player,201610020sfo,dal,ElliEz00,rec_yds,19,,,,,
player,201610020sfo,dal,ElliEz00,rec_td,0,,,,,
player,201610020sfo,dal,ElliEz00,rec_long,19,,,,,
player,201610020sfo,dal,ElliEz00,fumbles,0,,,,,
player,201610020sfo,dal,ElliEz00,fumbles_lost,0,,,,,
player,201610020sfo,dal,MorrAl00,pass_cmp,0,,,,,
player,201610020sfo,dal,MorrAl00,pass_att,0,,,,,
player,201610020sfo,dal,MorrAl00,pass_yds,0,,,,,
player,201610020sfo,dal,MorrAl00,pass_td,0,,,,,
player,201610020sfo,dal,MorrAl00,pass_int,0,,,,,
player,201610020sfo,dal,MorrAl00,pass_sacked,0,,,,,
player,201610020sfo,dal,MorrAl00,pass_sacked_yds,0,,,,,
player,201610020sfo,dal,MorrAl00,pass_long,0,,,,,
player,201610020sfo,dal,MorrAl00,pass_rating,,,,,,
player,201610020sfo,dal,MorrAl00,rush_att,7,,,,,
player,201610020sfo,dal,MorrAl00,rush_yds,34,,,,,
player,201610020sfo,dal,MorrAl00,rush_td,0,,,,,
player,201610020sfo,dal,MorrAl00,rush_long,9,,,,,
player,201610020sfo,dal,MorrAl00,targets,0,,,,,
player,201610020sfo,dal,MorrAl00,rec,0,,,,,
player,201610020sfo,dal,MorrAl00,rec_yds,0,,,,,
player,201610020sfo,dal,MorrAl00,rec_td,0,,,,,
player,201610020sfo,dal,MorrAl00,rec_long,0,,,,,
player,201610020sfo,dal,MorrAl00,fumbles,0,,,,,
player,201610020sfo,dal,MorrAl00,fumbles_lost,0,,,,,
player,201610020sfo,dal,WhitLu00,pass_cmp,0,,,,,
player,201610020sfo,dal,WhitLu00,pass_att,0,,,,,
player,201610020sfo,dal,WhitLu00,pass_yds,0,,,,,
player,201610020sfo,dal,WhitLu00,pass_td,0,,,,,
player,201610020sfo,dal,WhitLu00,pass_int,0,,,,,
player,201610020sfo,dal,WhitLu00,pass_sacked,0,,,,,
player,201610020sfo,dal,WhitLu00,pass_sacked_yds,0,,,,,
player,201610020sfo,dal,WhitLu00,pass_long,0,,,,,
player,201610020sfo,dal,WhitLu00,pass_rating,,,,,,
player,201610020sfo,dal,WhitLu00,rush_att,1,,,,,
player,201610020sfo,dal,WhitLu00,rush_yds,8,,,,,
player,201610020sfo,dal,WhitLu00,rush_td,0,,,,,
player,201610020sfo,dal,WhitLu00,rush_long,8,,,,,
player,201610020sfo,dal,WhitLu00,targets,0,,,,,
player,201610020sfo,dal,WhitLu00,rec,0,,,,,
player,201610020sfo,dal,WhitLu00,rec_yds,0,,,,,
player,201610020sfo,dal,WhitLu00,rec_td,0,,,,,
player,201610020sfo,dal,WhitLu00,rec_long,0,,,,,
player,201610020sfo,dal,WhitLu00,fumbles,0,,,,,
player,201610020sfo,dal,WhitLu00,fumbles_lost,0,,,,,
player,201610020sfo,dal,BeasCo00,pass_cmp,0,,,,,
player,201610020sfo,dal,BeasCo00,pass_att,0,,,,,
player,201610020sfo,dal,BeasCo00,pass_yds,0,,,,,
player,201610020sfo,dal,BeasCo00,pass_td,0,,,,,
player,201610020sfo,dal,BeasCo00,pass_int,0,,,,,
player,201610020sfo,dal,BeasCo00,pass_sacked,0,,,,,
player,201610020sfo,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201610020sfo,dal,BeasCo00,pass_long,0,,,,,
player,201610020sfo,dal,BeasCo00,pass_rating,,,,,,
player,201610020sfo,dal,BeasCo00,rush_att,1,,,,,
player,201610020sfo,dal,BeasCo00,rush_yds,7,,,,,
player,201610020sfo,dal,BeasCo00,rush_td,0,,,,,
player,201610020sfo,dal,BeasCo00,rush_long,7,,,,,
player,201610020sfo,dal,BeasCo00,targets,4,,,,,
player,201610020sfo,dal,BeasCo00,rec,3,,,,,
player,201610020sfo,dal,BeasCo00,rec_yds,66,,,,,
player,201610020sfo,dal,BeasCo00,rec_td,0,,,,,
player,201610020sfo,dal,BeasCo00,rec_long,47,,,,,
player,201610020sfo,dal,BeasCo00,fumbles,0,,,,,
player,201610020sfo,dal,BeasCo00,fumbles_lost,0,,,,,
player,201610020sfo,dal,SmitKe03,pass_cmp,0,,,,,
player,201610020sfo,dal,SmitKe03,pass_att,0,,,,,
player,201610020sfo,dal,SmitKe03,pass_yds,0,,,,,
player,201610020sfo,dal,SmitKe03,pass_td,0,,,,,
player,201610020sfo,dal,SmitKe03,pass_int,0,,,,,
player,201610020sfo,dal,SmitKe03,pass_sacked,0,,,,,
player,201610020sfo,dal,SmitKe03,pass_sacked_yds,0,,,,,
player,201610020sfo,dal,SmitKe03,pass_long,0,,,,,
player,201610020sfo,dal,SmitKe03,pass_rating,,,,,,
player,201610020sfo,dal,SmitKe03,rush_att,1,,,,,
player,201610020sfo,dal,SmitKe03,rush_yds,2,,,,,
player,201610020sfo,dal,SmitKe03,rush_td,0,,,,,
player,201610020sfo,dal,SmitKe03,rush_long,2,,,,,
player,201610020sfo,dal,SmitKe03,targets,1,,,,,
player,201610020sfo,dal,SmitKe03,rec,1,,,,,
player,201610020sfo,dal,SmitKe03,rec_yds,14,,,,,
player,201610020sfo,dal,SmitKe03,rec_td,0,,,,,
player,201610020sfo,dal,SmitKe03,rec_long,14,,,,,
player,201610020sfo,dal,SmitKe03,fumbles,0,,,,,
player,201610020sfo,dal,SmitKe03,fumbles_lost,0,,,,,
player,201610020sfo,dal,DunbLa00,pass_cmp,0,,,,,
player,201610020sfo,dal,DunbLa00,pass_att,0,,,,,
player,201610020sfo,dal,DunbLa00,pass_yds,0,,,,,
player,201610020sfo,dal,DunbLa00,pass_td,0,,,,,
player,201610020sfo,dal,DunbLa00,pass_int,0,,,,,
player,201610020sfo,dal,DunbLa00,pass_sacked,0,,,,,
player,201610020sfo,dal,DunbLa00,pass_sacked_yds,0,,,,,
player,201610020sfo,dal,DunbLa00,pass_long,0,,,,,
player,201610020sfo,dal,DunbLa00,pass_rating,,,,,,
player,201610020sfo,dal,DunbLa00,rush_att,1,,,,,
player,201610020sfo,dal,DunbLa00,rush_yds,2,,,,,
player,201610020sfo,dal,DunbLa00,rush_td,0,,,,,
player,201610020sfo,dal,DunbLa00,rush_long,2,,,,,
player,201610020sfo,dal,DunbLa00,targets,2,,,,,
player,201610020sfo,dal,DunbLa00,rec,2,,,,,
player,201610020sfo,dal,DunbLa00,rec_yds,14,,,,,
player,201610020sfo,dal,DunbLa00,rec_td,0,,,,,
player,201610020sfo,dal,DunbLa00,rec_long,9,,,,,
player,201610020sfo,dal,DunbLa00,fumbles,0,,,,,
player,201610020sfo,dal,DunbLa00,fumbles_lost,0,,,,,
player,201610020sfo,dal,WittJa00,pass_cmp,0,,,,,
player,201610020sfo,dal,WittJa00,pass_att,0,,,,,
player,201610020sfo,dal,WittJa00,pass_yds,0,,,,,
player,201610020sfo,dal,WittJa00,pass_td,0,,,,,
player,201610020sfo,dal,WittJa00,pass_int,0,,,,,
player,201610020sfo,dal,WittJa00,pass_sacked,0,,,,,
player,201610020sfo,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201610020sfo,dal,WittJa00,pass_long,0,,,,,
player,201610020sfo,dal,WittJa00,pass_rating,,,,,,
player,201610020sfo,dal,WittJa00,rush_att,0,,,,,
player,201610020sfo,dal,WittJa00,rush_yds,0,,,,,
player,201610020sfo,dal,WittJa00,rush_td,0,,,,,
player,201610020sfo,dal,WittJa00,rush_long,0,,,,,
player,201610020sfo,dal,WittJa00,targets,9,,,,,
player,201610020sfo,dal,WittJa00,rec,7,,,,,
player,201610020sfo,dal,WittJa00,rec_yds,47,,,,,
player,201610020sfo,dal,WittJa00,rec_td,0,,,,,
player,201610020sfo,dal,WittJa00,rec_long,8,,,,,
player,201610020sfo,dal,WittJa00,fumbles,0,,,,,
player,201610020sfo,dal,WittJa00,fumbles_lost,0,,,,,
player,201610020sfo,dal,WillTe01,pass_cmp,0,,,,,
player,201610020sfo,dal,WillTe01,pass_att,0,,,,,
player,201610020sfo,dal,WillTe01,pass_yds,0,,,,,
player,201610020sfo,dal,WillTe01,pass_td,0,,,,,
player,201610020sfo,dal,WillTe01,pass_int,0,,,,,
player,201610020sfo,dal,WillTe01,pass_sacked,0,,,,,
player,201610020sfo,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201610020sfo,dal,WillTe01,pass_long,0,,,,,
player,201610020sfo,dal,WillTe01,pass_rating,,,,,,
player,201610020sfo,dal,WillTe01,rush_att,0,,,,,
player,201610020sfo,dal,WillTe01,rush_yds,0,,,,,
player,201610020sfo,dal,WillTe01,rush_td,0,,,,,
player,201610020sfo,dal,WillTe01,rush_long,0,,,,,
player,201610020sfo,dal,WillTe01,targets,6,,,,,
player,201610020sfo,dal,WillTe01,rec,4,,,,,
player,201610020sfo,dal,WillTe01,rec_yds,44,,,,,
player,201610020sfo,dal,WillTe01,rec_td,1,,,,,
player,201610020sfo,dal,WillTe01,rec_long,20,,,,,
player,201610020sfo,dal,WillTe01,fumbles,0,,,,,
player,201610020sfo,dal,WillTe01,fumbles_lost,0,,,,,
player,201610020sfo,dal,ButlBr00,pass_cmp,0,,,,,
player,201610020sfo,dal,ButlBr00,pass_att,0,,,,,
player,201610020sfo,dal,ButlBr00,pass_yds,0,,,,,
player,201610020sfo,dal,ButlBr00,pass_td,0,,,,,
player,201610020sfo,dal,ButlBr00,pass_int,0,,,,,
player,201610020sfo,dal,ButlBr00,pass_sacked,0,,,,,
player,201610020sfo,dal,ButlBr00,pass_sacked_yds,0,,,,,
player,201610020sfo,dal,ButlBr00,pass_long,0,,,,,
player,201610020sfo,dal,ButlBr00,pass_rating,,,,,,
player,201610020sfo,dal,ButlBr00,rush_att,0,,,,,
player,201610020sfo,dal,ButlBr00,rush_yds,0,,,,,
player,201610020sfo,dal,ButlBr00,rush_td,0,,,,,
player,201610020sfo,dal,ButlBr00,rush_long,0,,,,,
player,201610020sfo,dal,ButlBr00,targets,9,,,,,
player,201610020sfo,dal,ButlBr00,rec,5,,,,,
player,201610020sfo,dal,ButlBr00,rec_yds,41,,,,,
player,201610020sfo,dal,ButlBr00,rec_td,1,,,,,
player,201610020sfo,dal,ButlBr00,rec_long,14,,,,,
player,201610020sfo,dal,ButlBr00,fumbles,0,,,,,
player,201610020sfo,dal,ButlBr00,fumbles_lost,0,,,,,
player,201610020sfo,sfo,GabbBl00,pass_cmp,16,,,,,
player,201610020sfo,sfo,GabbBl00,pass_att,23,,,,,
player,201610020sfo,sfo,GabbBl00,pass_yds,196,,,,,
player,201610020sfo,sfo,GabbBl00,pass_td,1,,,,,
player,201610020sfo,sfo,GabbBl00,pass_int,1,,,,,
player,201610020sfo,sfo,GabbBl00,pass_sacked,1,,,,,
player,201610020sfo,sfo,GabbBl00,pass_sacked_yds,7,,,,,
player,201610020sfo,sfo,GabbBl00,pass_long,33,,,,,
player,201610020sfo,sfo,GabbBl00,pass_rating,91.9,,,,,
player,201610020sfo,sfo,GabbBl00,rush_att,12,,,,,
player,201610020sfo,sfo,GabbBl00,rush_yds,27,,,,,
player,201610020sfo,sfo,GabbBl00,rush_td,0,,,,,
player,201610020sfo,sfo,GabbBl00,rush_long,7,,,,,
player,201610020sfo,sfo,GabbBl00,targets,0,,,,,
player,201610020sfo,sfo,GabbBl00,rec,0,,,,,
player,201610020sfo,sfo,GabbBl00,rec_yds,0,,,,,
player,201610020sfo,sfo,GabbBl00,rec_td,0,,,,,
player,201610020sfo,sfo,GabbBl00,rec_long,0,,,,,
player,201610020sfo,sfo,GabbBl00,fumbles,0,,,,,
player,201610020sfo,sfo,GabbBl00,fumbles_lost,0,,,,,
player,201610020sfo,sfo,HydeCa00,pass_cmp,0,,,,,
player,201610020sfo,sfo,HydeCa00,pass_att,0,,,,,
player,201610020sfo,sfo,HydeCa00,pass_yds,0,,,,,
player,201610020sfo,sfo,HydeCa00,pass_td,0,,,,,
player,201610020sfo,sfo,HydeCa00,pass_int,0,,,,,
player,201610020sfo,sfo,HydeCa00,pass_sacked,0,,,,,
player,201610020sfo,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201610020sfo,sfo,HydeCa00,pass_long,0,,,,,
player,201610020sfo,sfo,HydeCa00,pass_rating,,,,,,
player,201610020sfo,sfo,HydeCa00,rush_att,15,,,,,
player,201610020sfo,sfo,HydeCa00,rush_yds,74,,,,,
player,201610020sfo,sfo,HydeCa00,rush_td,1,,,,,
player,201610020sfo,sfo,HydeCa00,rush_long,32,,,,,
player,201610020sfo,sfo,HydeCa00,targets,1,,,,,
player,201610020sfo,sfo,HydeCa00,rec,1,,,,,
player,201610020sfo,sfo,HydeCa00,rec_yds,5,,,,,
player,201610020sfo,sfo,HydeCa00,rec_td,0,,,,,
player,201610020sfo,sfo,HydeCa00,rec_long,5,,,,,
player,201610020sfo,sfo,HydeCa00,fumbles,0,,,,,
player,201610020sfo,sfo,HydeCa00,fumbles_lost,0,,,,,
player,201610020sfo,sfo,DrauSh00,pass_cmp,0,,,,,
player,201610020sfo,sfo,DrauSh00,pass_att,0,,,,,
player,201610020sfo,sfo,DrauSh00,pass_yds,0,,,,,
player,201610020sfo,sfo,DrauSh00,pass_td,0,,,,,
player,201610020sfo,sfo,DrauSh00,pass_int,0,,,,,
player,201610020sfo,sfo,DrauSh00,pass_sacked,0,,,,,
player,201610020sfo,sfo,DrauSh00,pass_sacked_yds,0,,,,,
player,201610020sfo,sfo,DrauSh00,pass_long,0,,,,,
player,201610020sfo,sfo,DrauSh00,pass_rating,,,,,,
player,201610020sfo,sfo,DrauSh00,rush_att,2,,,,,
player,201610020sfo,sfo,DrauSh00,rush_yds,5,,,,,
player,201610020sfo,sfo,DrauSh00,rush_td,0,,,,,
player,201610020sfo,sfo,DrauSh00,rush_long,4,,,,,
player,201610020sfo,sfo,DrauSh00,targets,1,,,,,
player,201610020sfo,sfo,DrauSh00,rec,1,,,,,
player,201610020sfo,sfo,DrauSh00,rec_yds,3,,,,,
player,201610020sfo,sfo,DrauSh00,rec_td,0,,,,,
player,201610020sfo,sfo,DrauSh00,rec_long,3,,,,,
player,201610020sfo,sfo,DrauSh00,fumbles,0,,,,,
player,201610020sfo,sfo,DrauSh00,fumbles_lost,0,,,,,
player,201610020sfo,sfo,KerlJe00,pass_cmp,0,,,,,
player,201610020sfo,sfo,KerlJe00,pass_att,0,,,,,
player,201610020sfo,sfo,KerlJe00,pass_yds,0,,,,,
player,201610020sfo,sfo,KerlJe00,pass_td,0,,,,,
player,201610020sfo,sfo,KerlJe00,pass_int,0,,,,,
player,201610020sfo,sfo,KerlJe00,pass_sacked,0,,,,,
player,201610020sfo,sfo,KerlJe00,pass_sacked_yds,0,,,,,
player,201610020sfo,sfo,KerlJe00,pass_long,0,,,,,
player,201610020sfo,sfo,KerlJe00,pass_rating,,,,,,
player,201610020sfo,sfo,KerlJe00,rush_att,0,,,,,
player,201610020sfo,sfo,KerlJe00,rush_yds,0,,,,,
player,201610020sfo,sfo,KerlJe00,rush_td,0,,,,,
player,201610020sfo,sfo,KerlJe00,rush_long,0,,,,,
player,201610020sfo,sfo,KerlJe00,targets,9,,,,,
player,201610020sfo,sfo,KerlJe00,rec,6,,,,,
player,201610020sfo,sfo,KerlJe00,rec_yds,88,,,,,
player,201610020sfo,sfo,KerlJe00,rec_td,1,,,,,
player,201610020sfo,sfo,KerlJe00,rec_long,33,,,,,
player,201610020sfo,sfo,KerlJe00,fumbles,0,,,,,
player,201610020sfo,sfo,KerlJe00,fumbles_lost,0,,,,,
player,201610020sfo,sfo,CeleGa00,pass_cmp,0,,,,,
player,201610020sfo,sfo,CeleGa00,pass_att,0,,,,,
player,201610020sfo,sfo,CeleGa00,pass_yds,0,,,,,
player,201610020sfo,sfo,CeleGa00,pass_td,0,,,,,
player,201610020sfo,sfo,CeleGa00,pass_int,0,,,,,
player,201610020sfo,sfo,CeleGa00,pass_sacked,0,,,,,
player,201610020sfo,sfo,CeleGa00,pass_sacked_yds,0,,,,,
player,201610020sfo,sfo,CeleGa00,pass_long,0,,,,,
player,201610020sfo,sfo,CeleGa00,pass_rating,,,,,,
player,201610020sfo,sfo,CeleGa00,rush_att,0,,,,,
player,201610020sfo,sfo,CeleGa00,rush_yds,0,,,,,
player,201610020sfo,sfo,CeleGa00,rush_td,0,,,,,
player,201610020sfo,sfo,CeleGa00,rush_long,0,,,,,
player,201610020sfo,sfo,CeleGa00,targets,5,,,,,
player,201610020sfo,sfo,CeleGa00,rec,5,,,,,
player,201610020sfo,sfo,CeleGa00,rec_yds,79,,,,,
player,201610020sfo,sfo,CeleGa00,rec_td,0,,,,,
player,201610020sfo,sfo,CeleGa00,rec_long,29,,,,,
player,201610020sfo,sfo,CeleGa00,fumbles,0,,,,,
player,201610020sfo,sfo,CeleGa00,fumbles_lost,0,,,,,
player,201610020sfo,sfo,PattQu00,pass_cmp,0,,,,,
player,201610020sfo,sfo,PattQu00,pass_att,0,,,,,
player,201610020sfo,sfo,PattQu00,pass_yds,0,,,,,
player,201610020sfo,sfo,PattQu00,pass_td,0,,,,,
player,201610020sfo,sfo,PattQu00,pass_int,0,,,,,
player,201610020sfo,sfo,PattQu00,pass_sacked,0,,,,,
player,201610020sfo,sfo,PattQu00,pass_sacked_yds,0,,,,,
player,201610020sfo,sfo,PattQu00,pass_long,0,,,,,
player,201610020sfo,sfo,PattQu00,pass_rating,,,,,,
player,201610020sfo,sfo,PattQu00,rush_att,0,,,,,
player,201610020sfo,sfo,PattQu00,rush_yds,0,,,,,
player,201610020sfo,sfo,PattQu00,rush_td,0,,,,,
player,201610020sfo,sfo,PattQu00,rush_long,0,,,,,
player,201610020sfo,sfo,PattQu00,targets,3,,,,,
player,201610020sfo,sfo,PattQu00,rec,1,,,,,
player,201610020sfo,sfo,PattQu00,rec_yds,13,,,,,
player,201610020sfo,sfo,PattQu00,rec_td,0,,,,,
player,201610020sfo,sfo,PattQu00,rec_long,13,,,,,
player,201610020sfo,sfo,PattQu00,fumbles,0,,,,,
player,201610020sfo,sfo,PattQu00,fumbles_lost,0,,,,,
player,201610020sfo,sfo,BurbAa00,pass_cmp,0,,,,,
player,201610020sfo,sfo,BurbAa00,pass_att,0,,,,,
player,201610020sfo,sfo,BurbAa00,pass_yds,0,,,,,
player,201610020sfo,sfo,BurbAa00,pass_td,0,,,,,
player,201610020sfo,sfo,BurbAa00,pass_int,0,,,,,
player,201610020sfo,sfo,BurbAa00,pass_sacked,0,,,,,
player,201610020sfo,sfo,BurbAa00,pass_sacked_yds,0,,,,,
player,201610020sfo,sfo,BurbAa00,pass_long,0,,,,,
player,201610020sfo,sfo,BurbAa00,pass_rating,,,,,,
player,201610020sfo,sfo,BurbAa00,rush_att,0,,,,,
player,201610020sfo,sfo,BurbAa00,rush_yds,0,,,,,
player,201610020sfo,sfo,BurbAa00,rush_td,0,,,,,
player,201610020sfo,sfo,BurbAa00,rush_long,0,,,,,
player,201610020sfo,sfo,BurbAa00,targets,2,,,,,
player,201610020sfo,sfo,BurbAa00,rec,1,,,,,
player,201610020sfo,sfo,BurbAa00,rec_yds,5,,,,,
player,201610020sfo,sfo,BurbAa00,rec_td,0,,,,,
player,201610020sfo,sfo,BurbAa00,rec_long,5,,,,,
player,201610020sfo,sfo,BurbAa00,fumbles,0,,,,,
player,201610020sfo,sfo,BurbAa00,fumbles_lost,0,,,,,
player,201610020sfo,sfo,SmitTo02,pass_cmp,0,,,,,
player,201610020sfo,sfo,SmitTo02,pass_att,0,,,,,
player,201610020sfo,sfo,SmitTo02,pass_yds,0,,,,,
player,201610020sfo,sfo,SmitTo02,pass_td,0,,,,,
player,201610020sfo,sfo,SmitTo02,pass_int,0,,,,,
player,201610020sfo,sfo,SmitTo02,pass_sacked,0,,,,,
player,201610020sfo,sfo,SmitTo02,pass_sacked_yds,0,,,,,
player,201610020sfo,sfo,SmitTo02,pass_long,0,,,,,
player,201610020sfo,sfo,SmitTo02,pass_rating,,,,,,
player,201610020sfo,sfo,SmitTo02,rush_att,0,,,,,
player,201610020sfo,sfo,SmitTo02,rush_yds,0,,,,,
player,201610020sfo,sfo,SmitTo02,rush_td,0,,,,,
player,201610020sfo,sfo,SmitTo02,rush_long,0,,,,,
player,201610020sfo,sfo,SmitTo02,targets,2,,,,,
player,201610020sfo,sfo,SmitTo02,rec,1,,,,,
player,201610020sfo,sfo,SmitTo02,rec_yds,3,,,,,
player,201610020sfo,sfo,SmitTo02,rec_td,0,,,,,
player,201610020sfo,sfo,SmitTo02,rec_long,3,,,,,
player,201610020sfo,sfo,SmitTo02,fumbles,0,,,,,
player,201610020sfo,sfo,SmitTo02,fumbles_lost,0,,,,,
player,201610020sfo,dal,ClaiMo00,def_int,1,,,,,
player,201610020sfo,dal,ClaiMo00,def_int_yds,27,,,,,
player,201610020sfo,dal,ClaiMo00,def_int_td,0,,,,,
player,201610020sfo,dal,ClaiMo00,def_int_long,27,,,,,
player,201610020sfo,dal,ClaiMo00,pass_defended,1,,,,,
player,201610020sfo,dal,ClaiMo00,sacks,0.0,,,,,
player,201610020sfo,dal,ClaiMo00,tackles_combined,7,,,,,
player,201610020sfo,dal,ClaiMo00,tackles_solo,6,,,,,
player,201610020sfo,dal,ClaiMo00,tackles_assists,1,,,,,
player,201610020sfo,dal,ClaiMo00,tackles_loss,1,,,,,
player,201610020sfo,dal,ClaiMo00,qb_hits,0,,,,,
player,201610020sfo,dal,ClaiMo00,fumbles_rec,0,,,,,
player,201610020sfo,dal,ClaiMo00,fumbles_rec_yds,0,,,,,
player,201610020sfo,dal,ClaiMo00,fumbles_rec_td,0,,,,,
player,201610020sfo,dal,ClaiMo00,fumbles_forced,0,,,,,
player,201610020sfo,dal,CrawTy00,def_int,0,,,,,
player,201610020sfo,dal,CrawTy00,def_int_yds,0,,,,,
player,201610020sfo,dal,CrawTy00,def_int_td,0,,,,,
player,201610020sfo,dal,CrawTy00,def_int_long,0,,,,,
player,201610020sfo,dal,CrawTy00,pass_defended,0,,,,,
player,201610020sfo,dal,CrawTy00,sacks,1.0,,,,,
player,201610020sfo,dal,CrawTy00,tackles_combined,4,,,,,
player,201610020sfo,dal,CrawTy00,tackles_solo,3,,,,,
player,201610020sfo,dal,CrawTy00,tackles_assists,1,,,,,
player,201610020sfo,dal,CrawTy00,tackles_loss,1,,,,,
player,201610020sfo,dal,CrawTy00,qb_hits,1,,,,,
player,201610020sfo,dal,CrawTy00,fumbles_rec,0,,,,,
player,201610020sfo,dal,CrawTy00,fumbles_rec_yds,0,,,,,
player,201610020sfo,dal,CrawTy00,fumbles_rec_td,0,,,,,
player,201610020sfo,dal,CrawTy00,fumbles_forced,0,,,,,
player,201610020sfo,dal,LeexSe99,def_int,0,,,,,
player,201610020sfo,dal,LeexSe99,def_int_yds,0,,,,,
player,201610020sfo,dal,LeexSe99,def_int_td,0,,,,,
player,201610020sfo,dal,LeexSe99,def_int_long,0,,,,,
player,201610020sfo,dal,LeexSe99,pass_defended,0,,,,,
player,201610020sfo,dal,LeexSe99,sacks,0.0,,,,,
player,201610020sfo,dal,LeexSe99,tackles_combined,10,,,,,
player,201610020sfo,dal,LeexSe99,tackles_solo,9,,,,,
player,201610020sfo,dal,LeexSe99,tackles_assists,1,,,,,
player,201610020sfo,dal,LeexSe99,tackles_loss,1,,,,,
player,201610020sfo,dal,LeexSe99,qb_hits,0,,,,,
player,201610020sfo,dal,LeexSe99,fumbles_rec,0,,,,,
player,201610020sfo,dal,LeexSe99,fumbles_rec_yds,0,,,,,
player,201610020sfo,dal,LeexSe99,fumbles_rec_td,0,,,,,
player,201610020sfo,dal,LeexSe99,fumbles_forced,0,,,,,
player,201610020sfo,dal,ChurBa99,def_int,0,,,,,
player,201610020sfo,dal,ChurBa99,def_int_yds,0,,,,,
player,201610020sfo,dal,ChurBa99,def_int_td,0,,,,,
player,201610020sfo,dal,ChurBa99,def_int_long,0,,,,,
player,201610020sfo,dal,ChurBa99,pass_defended,0,,,,,
