game,2016,17,20170101,201701010ram,crd,"Arizona Cardinals",44,ram,"Los Angeles Rams",6
team,201701010ram,crd,First Downs,21,,,,,,
team,201701010ram,ram,First Downs,9,,,,,,
team,201701010ram,crd,Rush-Yds-TDs,24-84-1,,,,,,
team,201701010ram,ram,Rush-Yds-TDs,22-52-0,,,,,,
team,201701010ram,crd,Cmp-Att-Yd-TD-INT,22-42-263-3-2,,,,,,
team,201701010ram,ram,Cmp-Att-Yd-TD-INT,17-28-143-0-2,,,,,,
team,201701010ram,crd,Sacked-Yards,1-3,,,,,,
team,201701010ram,ram,Sacked-Yards,7-72,,,,,,
team,201701010ram,crd,Net Pass Yards,260,,,,,,
team,201701010ram,ram,Net Pass Yards,71,,,,,,
team,201701010ram,crd,Total Yards,344,,,,,,
team,201701010ram,ram,Total Yards,123,,,,,,
team,201701010ram,crd,Fumbles-Lost,1-0,,,,,,
team,201701010ram,ram,Fumbles-Lost,5-1,,,,,,
team,201701010ram,crd,Turnovers,2,,,,,,
team,201701010ram,ram,Turnovers,3,,,,,,
team,201701010ram,crd,Penalties-Yards,4-51,,,,,,
team,201701010ram,ram,Penalties-Yards,9-61,,,,,,
team,201701010ram,crd,Third Down Conv.,4-14,,,,,,
team,201701010ram,ram,Third Down Conv.,2-14,,,,,,
team,201701010ram,crd,Fourth Down Conv.,1-2,,,,,,
team,201701010ram,ram,Fourth Down Conv.,1-2,,,,,,
team,201701010ram,crd,Time of Possession,27:58,,,,,,
team,201701010ram,ram,Time of Possession,32:02,,,,,,
player,201701010ram,crd,PalmCa00,pass_cmp,20,,,,,
player,201701010ram,crd,PalmCa00,pass_att,38,,,,,
player,201701010ram,crd,PalmCa00,pass_yds,255,,,,,
player,201701010ram,crd,PalmCa00,pass_td,3,,,,,
player,201701010ram,crd,PalmCa00,pass_int,1,,,,,
player,201701010ram,crd,PalmCa00,pass_sacked,1,,,,,
player,201701010ram,crd,PalmCa00,pass_sacked_yds,3,,,,,
player,201701010ram,crd,PalmCa00,pass_long,37,,,,,
