game,2016,1,20160911,201609110phi,cle,"Cleveland Browns",10,phi,"Philadelphia Eagles",29
player,201609110phi,cle,DaviDe00,fumbles_rec_td,0,,,,,
player,201609110phi,cle,DaviDe00,fumbles_forced,0,,,,,
player,201609110phi,cle,CampIb00,def_int,0,,,,,
player,201609110phi,cle,CampIb00,def_int_yds,0,,,,,
player,201609110phi,cle,CampIb00,def_int_td,0,,,,,
player,201609110phi,cle,CampIb00,def_int_long,0,,,,,
player,201609110phi,cle,CampIb00,pass_defended,0,,,,,
player,201609110phi,cle,CampIb00,sacks,0.0,,,,,
player,201609110phi,cle,CampIb00,tackles_combined,6,,,,,
player,201609110phi,cle,CampIb00,tackles_solo,6,,,,,
player,201609110phi,cle,CampIb00,tackles_assists,0,,,,,
player,201609110phi,cle,CampIb00,tackles_loss,0,,,,,
player,201609110phi,cle,CampIb00,qb_hits,1,,,,,
player,201609110phi,cle,CampIb00,fumbles_rec,0,,,,,
player,201609110phi,cle,CampIb00,fumbles_rec_yds,0,,,,,
player,201609110phi,cle,CampIb00,fumbles_rec_td,0,,,,,
player,201609110phi,cle,CampIb00,fumbles_forced,0,,,,,
player,201609110phi,cle,KindDe00,def_int,0,,,,,
player,201609110phi,cle,KindDe00,def_int_yds,0,,,,,
player,201609110phi,cle,KindDe00,def_int_td,0,,,,,
player,201609110phi,cle,KindDe00,def_int_long,0,,,,,
player,201609110phi,cle,KindDe00,pass_defended,0,,,,,
player,201609110phi,cle,KindDe00,sacks,0.0,,,,,
player,201609110phi,cle,KindDe00,tackles_combined,6,,,,,
player,201609110phi,cle,KindDe00,tackles_solo,6,,,,,
player,201609110phi,cle,KindDe00,tackles_assists,0,,,,,
player,201609110phi,cle,KindDe00,tackles_loss,0,,,,,
player,201609110phi,cle,KindDe00,qb_hits,0,,,,,
player,201609110phi,cle,KindDe00,fumbles_rec,0,,,,,
player,201609110phi,cle,KindDe00,fumbles_rec_yds,0,,,,,
player,201609110phi,cle,KindDe00,fumbles_rec_td,0,,,,,
player,201609110phi,cle,KindDe00,fumbles_forced,0,,,,,
player,201609110phi,cle,PoyeJo00,def_int,0,,,,,
player,201609110phi,cle,PoyeJo00,def_int_yds,0,,,,,
player,201609110phi,cle,PoyeJo00,def_int_td,0,,,,,
player,201609110phi,cle,PoyeJo00,def_int_long,0,,,,,
player,201609110phi,cle,PoyeJo00,pass_defended,0,,,,,
player,201609110phi,cle,PoyeJo00,sacks,0.0,,,,,
player,201609110phi,cle,PoyeJo00,tackles_combined,6,,,,,
player,201609110phi,cle,PoyeJo00,tackles_solo,6,,,,,
player,201609110phi,cle,PoyeJo00,tackles_assists,0,,,,,
player,201609110phi,cle,PoyeJo00,tackles_loss,1,,,,,
player,201609110phi,cle,PoyeJo00,qb_hits,0,,,,,
player,201609110phi,cle,PoyeJo00,fumbles_rec,0,,,,,
player,201609110phi,cle,PoyeJo00,fumbles_rec_yds,0,,,,,
player,201609110phi,cle,PoyeJo00,fumbles_rec_td,0,,,,,
player,201609110phi,cle,PoyeJo00,fumbles_forced,0,,,,,
player,201609110phi,cle,TaylJa01,def_int,0,,,,,
player,201609110phi,cle,TaylJa01,def_int_yds,0,,,,,
player,201609110phi,cle,TaylJa01,def_int_td,0,,,,,
player,201609110phi,cle,TaylJa01,def_int_long,0,,,,,
player,201609110phi,cle,TaylJa01,pass_defended,0,,,,,
player,201609110phi,cle,TaylJa01,sacks,0.0,,,,,
player,201609110phi,cle,TaylJa01,tackles_combined,5,,,,,
player,201609110phi,cle,TaylJa01,tackles_solo,5,,,,,
player,201609110phi,cle,TaylJa01,tackles_assists,0,,,,,
player,201609110phi,cle,TaylJa01,tackles_loss,0,,,,,
player,201609110phi,cle,TaylJa01,qb_hits,0,,,,,
player,201609110phi,cle,TaylJa01,fumbles_rec,0,,,,,
player,201609110phi,cle,TaylJa01,fumbles_rec_yds,0,,,,,
player,201609110phi,cle,TaylJa01,fumbles_rec_td,0,,,,,
player,201609110phi,cle,TaylJa01,fumbles_forced,0,,,,,
player,201609110phi,cle,CoopXa00,def_int,0,,,,,
player,201609110phi,cle,CoopXa00,def_int_yds,0,,,,,
player,201609110phi,cle,CoopXa00,def_int_td,0,,,,,
player,201609110phi,cle,CoopXa00,def_int_long,0,,,,,
player,201609110phi,cle,CoopXa00,pass_defended,0,,,,,
player,201609110phi,cle,CoopXa00,sacks,0.0,,,,,
player,201609110phi,cle,CoopXa00,tackles_combined,4,,,,,
player,201609110phi,cle,CoopXa00,tackles_solo,4,,,,,
player,201609110phi,cle,CoopXa00,tackles_assists,0,,,,,
player,201609110phi,cle,CoopXa00,tackles_loss,0,,,,,
player,201609110phi,cle,CoopXa00,qb_hits,0,,,,,
player,201609110phi,cle,CoopXa00,fumbles_rec,0,,,,,
player,201609110phi,cle,CoopXa00,fumbles_rec_yds,0,,,,,
player,201609110phi,cle,CoopXa00,fumbles_rec_td,0,,,,,
player,201609110phi,cle,CoopXa00,fumbles_forced,0,,,,,
player,201609110phi,cle,ShelDa01,def_int,0,,,,,
player,201609110phi,cle,ShelDa01,def_int_yds,0,,,,,
player,201609110phi,cle,ShelDa01,def_int_td,0,,,,,
player,201609110phi,cle,ShelDa01,def_int_long,0,,,,,
player,201609110phi,cle,ShelDa01,pass_defended,0,,,,,
player,201609110phi,cle,ShelDa01,sacks,0.0,,,,,
player,201609110phi,cle,ShelDa01,tackles_combined,4,,,,,
player,201609110phi,cle,ShelDa01,tackles_solo,3,,,,,
player,201609110phi,cle,ShelDa01,tackles_assists,1,,,,,
player,201609110phi,cle,ShelDa01,tackles_loss,0,,,,,
player,201609110phi,cle,ShelDa01,qb_hits,0,,,,,
player,201609110phi,cle,ShelDa01,fumbles_rec,0,,,,,
player,201609110phi,cle,ShelDa01,fumbles_rec_yds,0,,,,,
player,201609110phi,cle,ShelDa01,fumbles_rec_td,0,,,,,
player,201609110phi,cle,ShelDa01,fumbles_forced,0,,,,,
player,201609110phi,cle,HadeJo99,def_int,0,,,,,
player,201609110phi,cle,HadeJo99,def_int_yds,0,,,,,
player,201609110phi,cle,HadeJo99,def_int_td,0,,,,,
player,201609110phi,cle,HadeJo99,def_int_long,0,,,,,
player,201609110phi,cle,HadeJo99,pass_defended,1,,,,,
player,201609110phi,cle,HadeJo99,sacks,0.0,,,,,
player,201609110phi,cle,HadeJo99,tackles_combined,3,,,,,
player,201609110phi,cle,HadeJo99,tackles_solo,3,,,,,
player,201609110phi,cle,HadeJo99,tackles_assists,0,,,,,
player,201609110phi,cle,HadeJo99,tackles_loss,0,,,,,
player,201609110phi,cle,HadeJo99,qb_hits,0,,,,,
player,201609110phi,cle,HadeJo99,fumbles_rec,0,,,,,
player,201609110phi,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201609110phi,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201609110phi,cle,HadeJo99,fumbles_forced,0,,,,,
player,201609110phi,cle,MedeJa00,def_int,0,,,,,
player,201609110phi,cle,MedeJa00,def_int_yds,0,,,,,
player,201609110phi,cle,MedeJa00,def_int_td,0,,,,,
player,201609110phi,cle,MedeJa00,def_int_long,0,,,,,
player,201609110phi,cle,MedeJa00,pass_defended,0,,,,,
player,201609110phi,cle,MedeJa00,sacks,0.0,,,,,
player,201609110phi,cle,MedeJa00,tackles_combined,2,,,,,
player,201609110phi,cle,MedeJa00,tackles_solo,0,,,,,
player,201609110phi,cle,MedeJa00,tackles_assists,2,,,,,
player,201609110phi,cle,MedeJa00,tackles_loss,0,,,,,
player,201609110phi,cle,MedeJa00,qb_hits,0,,,,,
player,201609110phi,cle,MedeJa00,fumbles_rec,0,,,,,
player,201609110phi,cle,MedeJa00,fumbles_rec_yds,0,,,,,
player,201609110phi,cle,MedeJa00,fumbles_rec_td,0,,,,,
player,201609110phi,cle,MedeJa00,fumbles_forced,0,,,,,
player,201609110phi,cle,WillTr99,def_int,0,,,,,
player,201609110phi,cle,WillTr99,def_int_yds,0,,,,,
player,201609110phi,cle,WillTr99,def_int_td,0,,,,,
player,201609110phi,cle,WillTr99,def_int_long,0,,,,,
player,201609110phi,cle,WillTr99,pass_defended,0,,,,,
player,201609110phi,cle,WillTr99,sacks,0.0,,,,,
player,201609110phi,cle,WillTr99,tackles_combined,2,,,,,
player,201609110phi,cle,WillTr99,tackles_solo,2,,,,,
player,201609110phi,cle,WillTr99,tackles_assists,0,,,,,
player,201609110phi,cle,WillTr99,tackles_loss,0,,,,,
player,201609110phi,cle,WillTr99,qb_hits,1,,,,,
player,201609110phi,cle,WillTr99,fumbles_rec,0,,,,,
player,201609110phi,cle,WillTr99,fumbles_rec_yds,0,,,,,
player,201609110phi,cle,WillTr99,fumbles_rec_td,0,,,,,
player,201609110phi,cle,WillTr99,fumbles_forced,0,,,,,
player,201609110phi,cle,AlexDo01,def_int,0,,,,,
player,201609110phi,cle,AlexDo01,def_int_yds,0,,,,,
player,201609110phi,cle,AlexDo01,def_int_td,0,,,,,
player,201609110phi,cle,AlexDo01,def_int_long,0,,,,,
player,201609110phi,cle,AlexDo01,pass_defended,0,,,,,
player,201609110phi,cle,AlexDo01,sacks,0.0,,,,,
player,201609110phi,cle,AlexDo01,tackles_combined,1,,,,,
player,201609110phi,cle,AlexDo01,tackles_solo,1,,,,,
player,201609110phi,cle,AlexDo01,tackles_assists,0,,,,,
player,201609110phi,cle,AlexDo01,tackles_loss,0,,,,,
player,201609110phi,cle,AlexDo01,qb_hits,0,,,,,
player,201609110phi,cle,AlexDo01,fumbles_rec,0,,,,,
player,201609110phi,cle,AlexDo01,fumbles_rec_yds,0,,,,,
player,201609110phi,cle,AlexDo01,fumbles_rec_td,0,,,,,
player,201609110phi,cle,AlexDo01,fumbles_forced,0,,,,,
player,201609110phi,cle,CrowIs00,def_int,0,,,,,
player,201609110phi,cle,CrowIs00,def_int_yds,,,,,,
player,201609110phi,cle,CrowIs00,def_int_td,0,,,,,
player,201609110phi,cle,CrowIs00,def_int_long,0,,,,,
player,201609110phi,cle,CrowIs00,pass_defended,0,,,,,
player,201609110phi,cle,CrowIs00,sacks,0.0,,,,,
player,201609110phi,cle,CrowIs00,tackles_combined,1,,,,,
player,201609110phi,cle,CrowIs00,tackles_solo,1,,,,,
player,201609110phi,cle,CrowIs00,tackles_assists,0,,,,,
player,201609110phi,cle,CrowIs00,tackles_loss,0,,,,,
player,201609110phi,cle,CrowIs00,qb_hits,0,,,,,
player,201609110phi,cle,CrowIs00,fumbles_rec,0,,,,,
player,201609110phi,cle,CrowIs00,fumbles_rec_yds,0,,,,,
player,201609110phi,cle,CrowIs00,fumbles_rec_td,0,,,,,
player,201609110phi,cle,CrowIs00,fumbles_forced,0,,,,,
player,201609110phi,cle,HughCh01,def_int,0,,,,,
player,201609110phi,cle,HughCh01,def_int_yds,0,,,,,
player,201609110phi,cle,HughCh01,def_int_td,0,,,,,
player,201609110phi,cle,HughCh01,def_int_long,0,,,,,
player,201609110phi,cle,HughCh01,pass_defended,0,,,,,
player,201609110phi,cle,HughCh01,sacks,0.0,,,,,
player,201609110phi,cle,HughCh01,tackles_combined,1,,,,,
player,201609110phi,cle,HughCh01,tackles_solo,1,,,,,
player,201609110phi,cle,HughCh01,tackles_assists,0,,,,,
player,201609110phi,cle,HughCh01,tackles_loss,0,,,,,
player,201609110phi,cle,HughCh01,qb_hits,0,,,,,
player,201609110phi,cle,HughCh01,fumbles_rec,0,,,,,
player,201609110phi,cle,HughCh01,fumbles_rec_yds,0,,,,,
player,201609110phi,cle,HughCh01,fumbles_rec_td,0,,,,,
player,201609110phi,cle,HughCh01,fumbles_forced,0,,,,,
player,201609110phi,cle,LouiRi00,def_int,0,,,,,
player,201609110phi,cle,LouiRi00,def_int_yds,0,,,,,
player,201609110phi,cle,LouiRi00,def_int_td,0,,,,,
player,201609110phi,cle,LouiRi00,def_int_long,0,,,,,
player,201609110phi,cle,LouiRi00,pass_defended,0,,,,,
player,201609110phi,cle,LouiRi00,sacks,0.0,,,,,
player,201609110phi,cle,LouiRi00,tackles_combined,1,,,,,
player,201609110phi,cle,LouiRi00,tackles_solo,1,,,,,
player,201609110phi,cle,LouiRi00,tackles_assists,0,,,,,
player,201609110phi,cle,LouiRi00,tackles_loss,0,,,,,
player,201609110phi,cle,LouiRi00,qb_hits,0,,,,,
player,201609110phi,cle,LouiRi00,fumbles_rec,0,,,,,
player,201609110phi,cle,LouiRi00,fumbles_rec_yds,0,,,,,
player,201609110phi,cle,LouiRi00,fumbles_rec_td,0,,,,,
player,201609110phi,cle,LouiRi00,fumbles_forced,0,,,,,
player,201609110phi,cle,OgbaEm00,def_int,0,,,,,
player,201609110phi,cle,OgbaEm00,def_int_yds,0,,,,,
player,201609110phi,cle,OgbaEm00,def_int_td,0,,,,,
player,201609110phi,cle,OgbaEm00,def_int_long,0,,,,,
player,201609110phi,cle,OgbaEm00,pass_defended,1,,,,,
player,201609110phi,cle,OgbaEm00,sacks,0.0,,,,,
player,201609110phi,cle,OgbaEm00,tackles_combined,1,,,,,
player,201609110phi,cle,OgbaEm00,tackles_solo,1,,,,,
player,201609110phi,cle,OgbaEm00,tackles_assists,0,,,,,
player,201609110phi,cle,OgbaEm00,tackles_loss,0,,,,,
player,201609110phi,cle,OgbaEm00,qb_hits,0,,,,,
player,201609110phi,cle,OgbaEm00,fumbles_rec,0,,,,,
player,201609110phi,cle,OgbaEm00,fumbles_rec_yds,0,,,,,
player,201609110phi,cle,OgbaEm00,fumbles_rec_td,0,,,,,
player,201609110phi,cle,OgbaEm00,fumbles_forced,0,,,,,
player,201609110phi,cle,SchoJo00,def_int,0,,,,,
player,201609110phi,cle,SchoJo00,def_int_yds,0,,,,,
player,201609110phi,cle,SchoJo00,def_int_td,0,,,,,
player,201609110phi,cle,SchoJo00,def_int_long,0,,,,,
player,201609110phi,cle,SchoJo00,pass_defended,1,,,,,
player,201609110phi,cle,SchoJo00,sacks,0.0,,,,,
player,201609110phi,cle,SchoJo00,tackles_combined,1,,,,,
player,201609110phi,cle,SchoJo00,tackles_solo,1,,,,,
player,201609110phi,cle,SchoJo00,tackles_assists,0,,,,,
player,201609110phi,cle,SchoJo00,tackles_loss,0,,,,,
player,201609110phi,cle,SchoJo00,qb_hits,0,,,,,
player,201609110phi,cle,SchoJo00,fumbles_rec,0,,,,,
player,201609110phi,cle,SchoJo00,fumbles_rec_yds,0,,,,,
player,201609110phi,cle,SchoJo00,fumbles_rec_td,0,,,,,
player,201609110phi,cle,SchoJo00,fumbles_forced,0,,,,,
player,201609110phi,cle,OrchNa00,def_int,0,,,,,
player,201609110phi,cle,OrchNa00,def_int_yds,0,,,,,
player,201609110phi,cle,OrchNa00,def_int_td,0,,,,,
player,201609110phi,cle,OrchNa00,def_int_long,0,,,,,
player,201609110phi,cle,OrchNa00,pass_defended,0,,,,,
player,201609110phi,cle,OrchNa00,sacks,0.0,,,,,
player,201609110phi,cle,OrchNa00,tackles_combined,0,,,,,
player,201609110phi,cle,OrchNa00,tackles_solo,0,,,,,
player,201609110phi,cle,OrchNa00,tackles_assists,0,,,,,
player,201609110phi,cle,OrchNa00,tackles_loss,0,,,,,
player,201609110phi,cle,OrchNa00,qb_hits,2,,,,,
player,201609110phi,cle,OrchNa00,fumbles_rec,0,,,,,
player,201609110phi,cle,OrchNa00,fumbles_rec_yds,0,,,,,
player,201609110phi,cle,OrchNa00,fumbles_rec_td,0,,,,,
player,201609110phi,cle,OrchNa00,fumbles_forced,0,,,,,
player,201609110phi,cle,PaeaSt00,def_int,0,,,,,
player,201609110phi,cle,PaeaSt00,def_int_yds,0,,,,,
player,201609110phi,cle,PaeaSt00,def_int_td,0,,,,,
player,201609110phi,cle,PaeaSt00,def_int_long,0,,,,,
player,201609110phi,cle,PaeaSt00,pass_defended,0,,,,,
player,201609110phi,cle,PaeaSt00,sacks,0.0,,,,,
player,201609110phi,cle,PaeaSt00,tackles_combined,0,,,,,
player,201609110phi,cle,PaeaSt00,tackles_solo,0,,,,,
player,201609110phi,cle,PaeaSt00,tackles_assists,0,,,,,
player,201609110phi,cle,PaeaSt00,tackles_loss,0,,,,,
player,201609110phi,cle,PaeaSt00,qb_hits,1,,,,,
player,201609110phi,cle,PaeaSt00,fumbles_rec,0,,,,,
player,201609110phi,cle,PaeaSt00,fumbles_rec_yds,0,,,,,
player,201609110phi,cle,PaeaSt00,fumbles_rec_td,0,,,,,
player,201609110phi,cle,PaeaSt00,fumbles_forced,0,,,,,
player,201609110phi,phi,McLeRo00,def_int,1,,,,,
player,201609110phi,phi,McLeRo00,def_int_yds,5,,,,,
player,201609110phi,phi,McLeRo00,def_int_td,0,,,,,
player,201609110phi,phi,McLeRo00,def_int_long,5,,,,,
player,201609110phi,phi,McLeRo00,pass_defended,1,,,,,
player,201609110phi,phi,McLeRo00,sacks,0.0,,,,,
player,201609110phi,phi,McLeRo00,tackles_combined,4,,,,,
player,201609110phi,phi,McLeRo00,tackles_solo,4,,,,,
player,201609110phi,phi,McLeRo00,tackles_assists,0,,,,,
player,201609110phi,phi,McLeRo00,tackles_loss,1,,,,,
player,201609110phi,phi,McLeRo00,qb_hits,0,,,,,
player,201609110phi,phi,McLeRo00,fumbles_rec,0,,,,,
player,201609110phi,phi,McLeRo00,fumbles_rec_yds,0,,,,,
player,201609110phi,phi,McLeRo00,fumbles_rec_td,0,,,,,
player,201609110phi,phi,McLeRo00,fumbles_forced,0,,,,,
player,201609110phi,phi,CoxxFl00,def_int,0,,,,,
player,201609110phi,phi,CoxxFl00,def_int_yds,0,,,,,
player,201609110phi,phi,CoxxFl00,def_int_td,0,,,,,
player,201609110phi,phi,CoxxFl00,def_int_long,0,,,,,
player,201609110phi,phi,CoxxFl00,pass_defended,0,,,,,
player,201609110phi,phi,CoxxFl00,sacks,1.0,,,,,
player,201609110phi,phi,CoxxFl00,tackles_combined,4,,,,,
player,201609110phi,phi,CoxxFl00,tackles_solo,4,,,,,
player,201609110phi,phi,CoxxFl00,tackles_assists,0,,,,,
player,201609110phi,phi,CoxxFl00,tackles_loss,1,,,,,
player,201609110phi,phi,CoxxFl00,qb_hits,2,,,,,
player,201609110phi,phi,CoxxFl00,fumbles_rec,0,,,,,
player,201609110phi,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201609110phi,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201609110phi,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201609110phi,phi,GrahBr99,def_int,0,,,,,
player,201609110phi,phi,GrahBr99,def_int_yds,0,,,,,
player,201609110phi,phi,GrahBr99,def_int_td,0,,,,,
player,201609110phi,phi,GrahBr99,def_int_long,0,,,,,
player,201609110phi,phi,GrahBr99,pass_defended,0,,,,,
player,201609110phi,phi,GrahBr99,sacks,1.0,,,,,
player,201609110phi,phi,GrahBr99,tackles_combined,3,,,,,
player,201609110phi,phi,GrahBr99,tackles_solo,2,,,,,
player,201609110phi,phi,GrahBr99,tackles_assists,1,,,,,
player,201609110phi,phi,GrahBr99,tackles_loss,1,,,,,
player,201609110phi,phi,GrahBr99,qb_hits,2,,,,,
player,201609110phi,phi,GrahBr99,fumbles_rec,0,,,,,
player,201609110phi,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201609110phi,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201609110phi,phi,GrahBr99,fumbles_forced,1,,,,,
player,201609110phi,phi,BarwCo99,def_int,0,,,,,
player,201609110phi,phi,BarwCo99,def_int_yds,0,,,,,
player,201609110phi,phi,BarwCo99,def_int_td,0,,,,,
player,201609110phi,phi,BarwCo99,def_int_long,0,,,,,
player,201609110phi,phi,BarwCo99,pass_defended,0,,,,,
player,201609110phi,phi,BarwCo99,sacks,1.0,,,,,
player,201609110phi,phi,BarwCo99,tackles_combined,2,,,,,
player,201609110phi,phi,BarwCo99,tackles_solo,2,,,,,
player,201609110phi,phi,BarwCo99,tackles_assists,0,,,,,
player,201609110phi,phi,BarwCo99,tackles_loss,1,,,,,
player,201609110phi,phi,BarwCo99,qb_hits,1,,,,,
player,201609110phi,phi,BarwCo99,fumbles_rec,0,,,,,
player,201609110phi,phi,BarwCo99,fumbles_rec_yds,0,,,,,
player,201609110phi,phi,BarwCo99,fumbles_rec_td,0,,,,,
player,201609110phi,phi,BarwCo99,fumbles_forced,0,,,,,
player,201609110phi,phi,BradNi00,def_int,0,,,,,
player,201609110phi,phi,BradNi00,def_int_yds,0,,,,,
player,201609110phi,phi,BradNi00,def_int_td,0,,,,,
player,201609110phi,phi,BradNi00,def_int_long,0,,,,,
player,201609110phi,phi,BradNi00,pass_defended,0,,,,,
player,201609110phi,phi,BradNi00,sacks,0.0,,,,,
player,201609110phi,phi,BradNi00,tackles_combined,5,,,,,
player,201609110phi,phi,BradNi00,tackles_solo,4,,,,,
player,201609110phi,phi,BradNi00,tackles_assists,1,,,,,
player,201609110phi,phi,BradNi00,tackles_loss,0,,,,,
player,201609110phi,phi,BradNi00,qb_hits,0,,,,,
player,201609110phi,phi,BradNi00,fumbles_rec,0,,,,,
player,201609110phi,phi,BradNi00,fumbles_rec_yds,0,,,,,
player,201609110phi,phi,BradNi00,fumbles_rec_td,0,,,,,
player,201609110phi,phi,BradNi00,fumbles_forced,0,,,,,
player,201609110phi,phi,HickJo00,def_int,0,,,,,
player,201609110phi,phi,HickJo00,def_int_yds,0,,,,,
player,201609110phi,phi,HickJo00,def_int_td,0,,,,,
player,201609110phi,phi,HickJo00,def_int_long,0,,,,,
player,201609110phi,phi,HickJo00,pass_defended,1,,,,,
player,201609110phi,phi,HickJo00,sacks,0.0,,,,,
player,201609110phi,phi,HickJo00,tackles_combined,4,,,,,
player,201609110phi,phi,HickJo00,tackles_solo,4,,,,,
player,201609110phi,phi,HickJo00,tackles_assists,0,,,,,
player,201609110phi,phi,HickJo00,tackles_loss,0,,,,,
player,201609110phi,phi,HickJo00,qb_hits,0,,,,,
player,201609110phi,phi,HickJo00,fumbles_rec,0,,,,,
player,201609110phi,phi,HickJo00,fumbles_rec_yds,0,,,,,
player,201609110phi,phi,HickJo00,fumbles_rec_td,0,,,,,
player,201609110phi,phi,HickJo00,fumbles_forced,0,,,,,
player,201609110phi,phi,CarrNo00,def_int,0,,,,,
player,201609110phi,phi,CarrNo00,def_int_yds,0,,,,,
player,201609110phi,phi,CarrNo00,def_int_td,0,,,,,
player,201609110phi,phi,CarrNo00,def_int_long,0,,,,,
player,201609110phi,phi,CarrNo00,pass_defended,0,,,,,
player,201609110phi,phi,CarrNo00,sacks,0.0,,,,,
player,201609110phi,phi,CarrNo00,tackles_combined,3,,,,,
player,201609110phi,phi,CarrNo00,tackles_solo,3,,,,,
player,201609110phi,phi,CarrNo00,tackles_assists,0,,,,,
player,201609110phi,phi,CarrNo00,tackles_loss,0,,,,,
player,201609110phi,phi,CarrNo00,qb_hits,0,,,,,
player,201609110phi,phi,CarrNo00,fumbles_rec,0,,,,,
player,201609110phi,phi,CarrNo00,fumbles_rec_yds,0,,,,,
player,201609110phi,phi,CarrNo00,fumbles_rec_td,0,,,,,
player,201609110phi,phi,CarrNo00,fumbles_forced,0,,,,,
player,201609110phi,phi,McKeLe99,def_int,0,,,,,
player,201609110phi,phi,McKeLe99,def_int_yds,0,,,,,
player,201609110phi,phi,McKeLe99,def_int_td,0,,,,,
player,201609110phi,phi,McKeLe99,def_int_long,0,,,,,
player,201609110phi,phi,McKeLe99,pass_defended,0,,,,,
player,201609110phi,phi,McKeLe99,sacks,0.0,,,,,
player,201609110phi,phi,McKeLe99,tackles_combined,2,,,,,
player,201609110phi,phi,McKeLe99,tackles_solo,1,,,,,
player,201609110phi,phi,McKeLe99,tackles_assists,1,,,,,
player,201609110phi,phi,McKeLe99,tackles_loss,0,,,,,
player,201609110phi,phi,McKeLe99,qb_hits,0,,,,,
player,201609110phi,phi,McKeLe99,fumbles_rec,0,,,,,
player,201609110phi,phi,McKeLe99,fumbles_rec_yds,0,,,,,
player,201609110phi,phi,McKeLe99,fumbles_rec_td,0,,,,,
player,201609110phi,phi,McKeLe99,fumbles_forced,0,,,,,
player,201609110phi,phi,MillJa02,def_int,0,,,,,
player,201609110phi,phi,MillJa02,def_int_yds,0,,,,,
player,201609110phi,phi,MillJa02,def_int_td,0,,,,,
player,201609110phi,phi,MillJa02,def_int_long,0,,,,,
player,201609110phi,phi,MillJa02,pass_defended,0,,,,,
player,201609110phi,phi,MillJa02,sacks,0.0,,,,,
player,201609110phi,phi,MillJa02,tackles_combined,2,,,,,
player,201609110phi,phi,MillJa02,tackles_solo,2,,,,,
player,201609110phi,phi,MillJa02,tackles_assists,0,,,,,
player,201609110phi,phi,MillJa02,tackles_loss,0,,,,,
player,201609110phi,phi,MillJa02,qb_hits,0,,,,,
player,201609110phi,phi,MillJa02,fumbles_rec,0,,,,,
player,201609110phi,phi,MillJa02,fumbles_rec_yds,0,,,,,
player,201609110phi,phi,MillJa02,fumbles_rec_td,0,,,,,
player,201609110phi,phi,MillJa02,fumbles_forced,0,,,,,
player,201609110phi,phi,AlleBe00,def_int,0,,,,,
player,201609110phi,phi,AlleBe00,def_int_yds,0,,,,,
player,201609110phi,phi,AlleBe00,def_int_td,0,,,,,
player,201609110phi,phi,AlleBe00,def_int_long,0,,,,,
player,201609110phi,phi,AlleBe00,pass_defended,0,,,,,
player,201609110phi,phi,AlleBe00,sacks,0.0,,,,,
player,201609110phi,phi,AlleBe00,tackles_combined,1,,,,,
player,201609110phi,phi,AlleBe00,tackles_solo,0,,,,,
player,201609110phi,phi,AlleBe00,tackles_assists,1,,,,,
player,201609110phi,phi,AlleBe00,tackles_loss,0,,,,,
player,201609110phi,phi,AlleBe00,qb_hits,0,,,,,
player,201609110phi,phi,AlleBe00,fumbles_rec,0,,,,,
player,201609110phi,phi,AlleBe00,fumbles_rec_yds,0,,,,,
player,201609110phi,phi,AlleBe00,fumbles_rec_td,0,,,,,
player,201609110phi,phi,AlleBe00,fumbles_forced,0,,,,,
player,201609110phi,phi,GrugKa00,def_int,0,,,,,
player,201609110phi,phi,GrugKa00,def_int_yds,0,,,,,
player,201609110phi,phi,GrugKa00,def_int_td,0,,,,,
player,201609110phi,phi,GrugKa00,def_int_long,0,,,,,
player,201609110phi,phi,GrugKa00,pass_defended,0,,,,,
player,201609110phi,phi,GrugKa00,sacks,0.0,,,,,
player,201609110phi,phi,GrugKa00,tackles_combined,1,,,,,
player,201609110phi,phi,GrugKa00,tackles_solo,1,,,,,
player,201609110phi,phi,GrugKa00,tackles_assists,0,,,,,
player,201609110phi,phi,GrugKa00,tackles_loss,1,,,,,
player,201609110phi,phi,GrugKa00,qb_hits,0,,,,,
player,201609110phi,phi,GrugKa00,fumbles_rec,0,,,,,
player,201609110phi,phi,GrugKa00,fumbles_rec_yds,0,,,,,
player,201609110phi,phi,GrugKa00,fumbles_rec_td,0,,,,,
player,201609110phi,phi,GrugKa00,fumbles_forced,0,,,,,
player,201609110phi,phi,JenkMa99,def_int,0,,,,,
player,201609110phi,phi,JenkMa99,def_int_yds,0,,,,,
player,201609110phi,phi,JenkMa99,def_int_td,0,,,,,
player,201609110phi,phi,JenkMa99,def_int_long,0,,,,,
player,201609110phi,phi,JenkMa99,pass_defended,0,,,,,
player,201609110phi,phi,JenkMa99,sacks,0.0,,,,,
player,201609110phi,phi,JenkMa99,tackles_combined,1,,,,,
player,201609110phi,phi,JenkMa99,tackles_solo,1,,,,,
player,201609110phi,phi,JenkMa99,tackles_assists,0,,,,,
player,201609110phi,phi,JenkMa99,tackles_loss,0,,,,,
player,201609110phi,phi,JenkMa99,qb_hits,0,,,,,
player,201609110phi,phi,JenkMa99,fumbles_rec,0,,,,,
player,201609110phi,phi,JenkMa99,fumbles_rec_yds,0,,,,,
player,201609110phi,phi,JenkMa99,fumbles_rec_td,0,,,,,
