game,2016,14,20161211,201612110ram,atl,"Atlanta Falcons",42,ram,"Los Angeles Rams",14
player,201612110ram,atl,ColeTe01,rec_long,13,,,,,
player,201612110ram,atl,ColeTe01,fumbles,0,,,,,
player,201612110ram,atl,ColeTe01,fumbles_lost,0,,,,,
player,201612110ram,atl,WardTe00,pass_cmp,0,,,,,
player,201612110ram,atl,WardTe00,pass_att,0,,,,,
player,201612110ram,atl,WardTe00,pass_yds,0,,,,,
player,201612110ram,atl,WardTe00,pass_td,0,,,,,
player,201612110ram,atl,WardTe00,pass_int,0,,,,,
player,201612110ram,atl,WardTe00,pass_sacked,0,,,,,
player,201612110ram,atl,WardTe00,pass_sacked_yds,0,,,,,
player,201612110ram,atl,WardTe00,pass_long,0,,,,,
player,201612110ram,atl,WardTe00,pass_rating,,,,,,
player,201612110ram,atl,WardTe00,rush_att,10,,,,,
player,201612110ram,atl,WardTe00,rush_yds,24,,,,,
player,201612110ram,atl,WardTe00,rush_td,0,,,,,
player,201612110ram,atl,WardTe00,rush_long,7,,,,,
player,201612110ram,atl,WardTe00,targets,0,,,,,
player,201612110ram,atl,WardTe00,rec,0,,,,,
player,201612110ram,atl,WardTe00,rec_yds,0,,,,,
player,201612110ram,atl,WardTe00,rec_td,0,,,,,
player,201612110ram,atl,WardTe00,rec_long,0,,,,,
player,201612110ram,atl,WardTe00,fumbles,0,,,,,
player,201612110ram,atl,WardTe00,fumbles_lost,0,,,,,
player,201612110ram,atl,FreeDe00,pass_cmp,0,,,,,
player,201612110ram,atl,FreeDe00,pass_att,0,,,,,
player,201612110ram,atl,FreeDe00,pass_yds,0,,,,,
player,201612110ram,atl,FreeDe00,pass_td,0,,,,,
player,201612110ram,atl,FreeDe00,pass_int,0,,,,,
player,201612110ram,atl,FreeDe00,pass_sacked,0,,,,,
player,201612110ram,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201612110ram,atl,FreeDe00,pass_long,0,,,,,
player,201612110ram,atl,FreeDe00,pass_rating,,,,,,
player,201612110ram,atl,FreeDe00,rush_att,6,,,,,
player,201612110ram,atl,FreeDe00,rush_yds,6,,,,,
player,201612110ram,atl,FreeDe00,rush_td,0,,,,,
player,201612110ram,atl,FreeDe00,rush_long,5,,,,,
player,201612110ram,atl,FreeDe00,targets,3,,,,,
player,201612110ram,atl,FreeDe00,rec,2,,,,,
player,201612110ram,atl,FreeDe00,rec_yds,12,,,,,
player,201612110ram,atl,FreeDe00,rec_td,0,,,,,
player,201612110ram,atl,FreeDe00,rec_long,9,,,,,
player,201612110ram,atl,FreeDe00,fumbles,0,,,,,
player,201612110ram,atl,FreeDe00,fumbles_lost,0,,,,,
player,201612110ram,atl,GabrTa00,pass_cmp,0,,,,,
player,201612110ram,atl,GabrTa00,pass_att,0,,,,,
player,201612110ram,atl,GabrTa00,pass_yds,0,,,,,
player,201612110ram,atl,GabrTa00,pass_td,0,,,,,
player,201612110ram,atl,GabrTa00,pass_int,0,,,,,
player,201612110ram,atl,GabrTa00,pass_sacked,0,,,,,
player,201612110ram,atl,GabrTa00,pass_sacked_yds,0,,,,,
player,201612110ram,atl,GabrTa00,pass_long,0,,,,,
player,201612110ram,atl,GabrTa00,pass_rating,,,,,,
player,201612110ram,atl,GabrTa00,rush_att,1,,,,,
player,201612110ram,atl,GabrTa00,rush_yds,0,,,,,
player,201612110ram,atl,GabrTa00,rush_td,0,,,,,
player,201612110ram,atl,GabrTa00,rush_long,0,,,,,
player,201612110ram,atl,GabrTa00,targets,6,,,,,
player,201612110ram,atl,GabrTa00,rec,3,,,,,
player,201612110ram,atl,GabrTa00,rec_yds,82,,,,,
player,201612110ram,atl,GabrTa00,rec_td,1,,,,,
player,201612110ram,atl,GabrTa00,rec_long,64,,,,,
player,201612110ram,atl,GabrTa00,fumbles,0,,,,,
player,201612110ram,atl,GabrTa00,fumbles_lost,0,,,,,
player,201612110ram,atl,WillNi02,pass_cmp,0,,,,,
player,201612110ram,atl,WillNi02,pass_att,0,,,,,
player,201612110ram,atl,WillNi02,pass_yds,0,,,,,
player,201612110ram,atl,WillNi02,pass_td,0,,,,,
player,201612110ram,atl,WillNi02,pass_int,0,,,,,
player,201612110ram,atl,WillNi02,pass_sacked,0,,,,,
player,201612110ram,atl,WillNi02,pass_sacked_yds,0,,,,,
player,201612110ram,atl,WillNi02,pass_long,0,,,,,
player,201612110ram,atl,WillNi02,pass_rating,,,,,,
player,201612110ram,atl,WillNi02,rush_att,0,,,,,
player,201612110ram,atl,WillNi02,rush_yds,0,,,,,
player,201612110ram,atl,WillNi02,rush_td,0,,,,,
player,201612110ram,atl,WillNi02,rush_long,0,,,,,
player,201612110ram,atl,WillNi02,targets,5,,,,,
player,201612110ram,atl,WillNi02,rec,4,,,,,
player,201612110ram,atl,WillNi02,rec_yds,49,,,,,
player,201612110ram,atl,WillNi02,rec_td,0,,,,,
player,201612110ram,atl,WillNi02,rec_long,19,,,,,
player,201612110ram,atl,WillNi02,fumbles,0,,,,,
player,201612110ram,atl,WillNi02,fumbles_lost,0,,,,,
player,201612110ram,atl,RobiAl00,pass_cmp,0,,,,,
player,201612110ram,atl,RobiAl00,pass_att,0,,,,,
player,201612110ram,atl,RobiAl00,pass_yds,0,,,,,
player,201612110ram,atl,RobiAl00,pass_td,0,,,,,
player,201612110ram,atl,RobiAl00,pass_int,0,,,,,
player,201612110ram,atl,RobiAl00,pass_sacked,0,,,,,
player,201612110ram,atl,RobiAl00,pass_sacked_yds,0,,,,,
player,201612110ram,atl,RobiAl00,pass_long,0,,,,,
player,201612110ram,atl,RobiAl00,pass_rating,,,,,,
player,201612110ram,atl,RobiAl00,rush_att,0,,,,,
player,201612110ram,atl,RobiAl00,rush_yds,0,,,,,
player,201612110ram,atl,RobiAl00,rush_td,0,,,,,
player,201612110ram,atl,RobiAl00,rush_long,0,,,,,
player,201612110ram,atl,RobiAl00,targets,6,,,,,
player,201612110ram,atl,RobiAl00,rec,3,,,,,
player,201612110ram,atl,RobiAl00,rec_yds,42,,,,,
player,201612110ram,atl,RobiAl00,rec_td,0,,,,,
player,201612110ram,atl,RobiAl00,rec_long,25,,,,,
player,201612110ram,atl,RobiAl00,fumbles,0,,,,,
player,201612110ram,atl,RobiAl00,fumbles_lost,0,,,,,
player,201612110ram,atl,ToilLe00,pass_cmp,0,,,,,
player,201612110ram,atl,ToilLe00,pass_att,0,,,,,
player,201612110ram,atl,ToilLe00,pass_yds,0,,,,,
player,201612110ram,atl,ToilLe00,pass_td,0,,,,,
player,201612110ram,atl,ToilLe00,pass_int,0,,,,,
player,201612110ram,atl,ToilLe00,pass_sacked,0,,,,,
player,201612110ram,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201612110ram,atl,ToilLe00,pass_long,0,,,,,
player,201612110ram,atl,ToilLe00,pass_rating,,,,,,
player,201612110ram,atl,ToilLe00,rush_att,0,,,,,
player,201612110ram,atl,ToilLe00,rush_yds,0,,,,,
player,201612110ram,atl,ToilLe00,rush_td,0,,,,,
player,201612110ram,atl,ToilLe00,rush_long,0,,,,,
player,201612110ram,atl,ToilLe00,targets,1,,,,,
player,201612110ram,atl,ToilLe00,rec,1,,,,,
player,201612110ram,atl,ToilLe00,rec_yds,19,,,,,
player,201612110ram,atl,ToilLe00,rec_td,0,,,,,
player,201612110ram,atl,ToilLe00,rec_long,19,,,,,
player,201612110ram,atl,ToilLe00,fumbles,0,,,,,
player,201612110ram,atl,ToilLe00,fumbles_lost,0,,,,,
player,201612110ram,atl,HardJu00,pass_cmp,0,,,,,
player,201612110ram,atl,HardJu00,pass_att,0,,,,,
player,201612110ram,atl,HardJu00,pass_yds,0,,,,,
player,201612110ram,atl,HardJu00,pass_td,0,,,,,
player,201612110ram,atl,HardJu00,pass_int,0,,,,,
player,201612110ram,atl,HardJu00,pass_sacked,0,,,,,
player,201612110ram,atl,HardJu00,pass_sacked_yds,0,,,,,
player,201612110ram,atl,HardJu00,pass_long,0,,,,,
player,201612110ram,atl,HardJu00,pass_rating,,,,,,
player,201612110ram,atl,HardJu00,rush_att,0,,,,,
player,201612110ram,atl,HardJu00,rush_yds,0,,,,,
player,201612110ram,atl,HardJu00,rush_td,0,,,,,
player,201612110ram,atl,HardJu00,rush_long,0,,,,,
player,201612110ram,atl,HardJu00,targets,2,,,,,
player,201612110ram,atl,HardJu00,rec,2,,,,,
player,201612110ram,atl,HardJu00,rec_yds,9,,,,,
player,201612110ram,atl,HardJu00,rec_td,1,,,,,
player,201612110ram,atl,HardJu00,rec_long,6,,,,,
player,201612110ram,atl,HardJu00,fumbles,0,,,,,
player,201612110ram,atl,HardJu00,fumbles_lost,0,,,,,
player,201612110ram,atl,HoopAu00,pass_cmp,0,,,,,
player,201612110ram,atl,HoopAu00,pass_att,0,,,,,
player,201612110ram,atl,HoopAu00,pass_yds,0,,,,,
player,201612110ram,atl,HoopAu00,pass_td,0,,,,,
player,201612110ram,atl,HoopAu00,pass_int,0,,,,,
player,201612110ram,atl,HoopAu00,pass_sacked,0,,,,,
player,201612110ram,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201612110ram,atl,HoopAu00,pass_long,0,,,,,
player,201612110ram,atl,HoopAu00,pass_rating,,,,,,
player,201612110ram,atl,HoopAu00,rush_att,0,,,,,
player,201612110ram,atl,HoopAu00,rush_yds,0,,,,,
player,201612110ram,atl,HoopAu00,rush_td,0,,,,,
player,201612110ram,atl,HoopAu00,rush_long,0,,,,,
player,201612110ram,atl,HoopAu00,targets,3,,,,,
player,201612110ram,atl,HoopAu00,rec,1,,,,,
player,201612110ram,atl,HoopAu00,rec_yds,5,,,,,
player,201612110ram,atl,HoopAu00,rec_td,0,,,,,
player,201612110ram,atl,HoopAu00,rec_long,5,,,,,
player,201612110ram,atl,HoopAu00,fumbles,0,,,,,
player,201612110ram,atl,HoopAu00,fumbles_lost,0,,,,,
player,201612110ram,atl,DiMaPa00,pass_cmp,0,,,,,
player,201612110ram,atl,DiMaPa00,pass_att,0,,,,,
player,201612110ram,atl,DiMaPa00,pass_yds,0,,,,,
player,201612110ram,atl,DiMaPa00,pass_td,0,,,,,
player,201612110ram,atl,DiMaPa00,pass_int,0,,,,,
player,201612110ram,atl,DiMaPa00,pass_sacked,0,,,,,
player,201612110ram,atl,DiMaPa00,pass_sacked_yds,0,,,,,
player,201612110ram,atl,DiMaPa00,pass_long,0,,,,,
player,201612110ram,atl,DiMaPa00,pass_rating,,,,,,
player,201612110ram,atl,DiMaPa00,rush_att,0,,,,,
player,201612110ram,atl,DiMaPa00,rush_yds,0,,,,,
player,201612110ram,atl,DiMaPa00,rush_td,0,,,,,
player,201612110ram,atl,DiMaPa00,rush_long,0,,,,,
player,201612110ram,atl,DiMaPa00,targets,1,,,,,
player,201612110ram,atl,DiMaPa00,rec,0,,,,,
player,201612110ram,atl,DiMaPa00,rec_yds,0,,,,,
player,201612110ram,atl,DiMaPa00,rec_td,0,,,,,
player,201612110ram,atl,DiMaPa00,rec_long,0,,,,,
player,201612110ram,atl,DiMaPa00,fumbles,0,,,,,
player,201612110ram,atl,DiMaPa00,fumbles_lost,0,,,,,
player,201612110ram,ram,GoffJa00,pass_cmp,24,,,,,
player,201612110ram,ram,GoffJa00,pass_att,41,,,,,
player,201612110ram,ram,GoffJa00,pass_yds,235,,,,,
player,201612110ram,ram,GoffJa00,pass_td,0,,,,,
player,201612110ram,ram,GoffJa00,pass_int,2,,,,,
player,201612110ram,ram,GoffJa00,pass_sacked,3,,,,,
player,201612110ram,ram,GoffJa00,pass_sacked_yds,27,,,,,
player,201612110ram,ram,GoffJa00,pass_long,28,,,,,
player,201612110ram,ram,GoffJa00,pass_rating,54.4,,,,,
player,201612110ram,ram,GoffJa00,rush_att,1,,,,,
player,201612110ram,ram,GoffJa00,rush_yds,2,,,,,
player,201612110ram,ram,GoffJa00,rush_td,1,,,,,
player,201612110ram,ram,GoffJa00,rush_long,2,,,,,
player,201612110ram,ram,GoffJa00,targets,0,,,,,
player,201612110ram,ram,GoffJa00,rec,0,,,,,
player,201612110ram,ram,GoffJa00,rec_yds,0,,,,,
player,201612110ram,ram,GoffJa00,rec_td,0,,,,,
player,201612110ram,ram,GoffJa00,rec_long,0,,,,,
player,201612110ram,ram,GoffJa00,fumbles,1,,,,,
player,201612110ram,ram,GoffJa00,fumbles_lost,1,,,,,
player,201612110ram,ram,GurlTo01,pass_cmp,0,,,,,
player,201612110ram,ram,GurlTo01,pass_att,0,,,,,
player,201612110ram,ram,GurlTo01,pass_yds,0,,,,,
player,201612110ram,ram,GurlTo01,pass_td,0,,,,,
player,201612110ram,ram,GurlTo01,pass_int,0,,,,,
player,201612110ram,ram,GurlTo01,pass_sacked,0,,,,,
player,201612110ram,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201612110ram,ram,GurlTo01,pass_long,0,,,,,
player,201612110ram,ram,GurlTo01,pass_rating,,,,,,
player,201612110ram,ram,GurlTo01,rush_att,16,,,,,
player,201612110ram,ram,GurlTo01,rush_yds,61,,,,,
player,201612110ram,ram,GurlTo01,rush_td,1,,,,,
player,201612110ram,ram,GurlTo01,rush_long,9,,,,,
player,201612110ram,ram,GurlTo01,targets,4,,,,,
player,201612110ram,ram,GurlTo01,rec,3,,,,,
player,201612110ram,ram,GurlTo01,rec_yds,22,,,,,
player,201612110ram,ram,GurlTo01,rec_td,0,,,,,
player,201612110ram,ram,GurlTo01,rec_long,12,,,,,
player,201612110ram,ram,GurlTo01,fumbles,0,,,,,
player,201612110ram,ram,GurlTo01,fumbles_lost,0,,,,,
player,201612110ram,ram,AustTa00,pass_cmp,0,,,,,
player,201612110ram,ram,AustTa00,pass_att,0,,,,,
player,201612110ram,ram,AustTa00,pass_yds,0,,,,,
player,201612110ram,ram,AustTa00,pass_td,0,,,,,
player,201612110ram,ram,AustTa00,pass_int,0,,,,,
player,201612110ram,ram,AustTa00,pass_sacked,0,,,,,
player,201612110ram,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201612110ram,ram,AustTa00,pass_long,0,,,,,
player,201612110ram,ram,AustTa00,pass_rating,,,,,,
player,201612110ram,ram,AustTa00,rush_att,2,,,,,
player,201612110ram,ram,AustTa00,rush_yds,27,,,,,
player,201612110ram,ram,AustTa00,rush_td,0,,,,,
player,201612110ram,ram,AustTa00,rush_long,23,,,,,
player,201612110ram,ram,AustTa00,targets,11,,,,,
player,201612110ram,ram,AustTa00,rec,7,,,,,
player,201612110ram,ram,AustTa00,rec_yds,62,,,,,
player,201612110ram,ram,AustTa00,rec_td,0,,,,,
player,201612110ram,ram,AustTa00,rec_long,17,,,,,
player,201612110ram,ram,AustTa00,fumbles,0,,,,,
player,201612110ram,ram,AustTa00,fumbles_lost,0,,,,,
player,201612110ram,ram,BrowMa03,pass_cmp,0,,,,,
player,201612110ram,ram,BrowMa03,pass_att,0,,,,,
player,201612110ram,ram,BrowMa03,pass_yds,0,,,,,
player,201612110ram,ram,BrowMa03,pass_td,0,,,,,
player,201612110ram,ram,BrowMa03,pass_int,0,,,,,
player,201612110ram,ram,BrowMa03,pass_sacked,0,,,,,
player,201612110ram,ram,BrowMa03,pass_sacked_yds,0,,,,,
player,201612110ram,ram,BrowMa03,pass_long,0,,,,,
player,201612110ram,ram,BrowMa03,pass_rating,,,,,,
player,201612110ram,ram,BrowMa03,rush_att,4,,,,,
player,201612110ram,ram,BrowMa03,rush_yds,14,,,,,
player,201612110ram,ram,BrowMa03,rush_td,0,,,,,
player,201612110ram,ram,BrowMa03,rush_long,10,,,,,
player,201612110ram,ram,BrowMa03,targets,0,,,,,
player,201612110ram,ram,BrowMa03,rec,0,,,,,
player,201612110ram,ram,BrowMa03,rec_yds,0,,,,,
player,201612110ram,ram,BrowMa03,rec_td,0,,,,,
player,201612110ram,ram,BrowMa03,rec_long,0,,,,,
player,201612110ram,ram,BrowMa03,fumbles,1,,,,,
player,201612110ram,ram,BrowMa03,fumbles_lost,1,,,,,
player,201612110ram,ram,BritKe00,pass_cmp,0,,,,,
player,201612110ram,ram,BritKe00,pass_att,0,,,,,
player,201612110ram,ram,BritKe00,pass_yds,0,,,,,
player,201612110ram,ram,BritKe00,pass_td,0,,,,,
player,201612110ram,ram,BritKe00,pass_int,0,,,,,
player,201612110ram,ram,BritKe00,pass_sacked,0,,,,,
player,201612110ram,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201612110ram,ram,BritKe00,pass_long,0,,,,,
player,201612110ram,ram,BritKe00,pass_rating,,,,,,
player,201612110ram,ram,BritKe00,rush_att,0,,,,,
player,201612110ram,ram,BritKe00,rush_yds,0,,,,,
player,201612110ram,ram,BritKe00,rush_td,0,,,,,
player,201612110ram,ram,BritKe00,rush_long,0,,,,,
player,201612110ram,ram,BritKe00,targets,12,,,,,
player,201612110ram,ram,BritKe00,rec,7,,,,,
player,201612110ram,ram,BritKe00,rec_yds,82,,,,,
player,201612110ram,ram,BritKe00,rec_td,0,,,,,
player,201612110ram,ram,BritKe00,rec_long,28,,,,,
player,201612110ram,ram,BritKe00,fumbles,0,,,,,
player,201612110ram,ram,BritKe00,fumbles_lost,0,,,,,
player,201612110ram,ram,CoopPh00,pass_cmp,0,,,,,
player,201612110ram,ram,CoopPh00,pass_att,0,,,,,
player,201612110ram,ram,CoopPh00,pass_yds,0,,,,,
player,201612110ram,ram,CoopPh00,pass_td,0,,,,,
player,201612110ram,ram,CoopPh00,pass_int,0,,,,,
player,201612110ram,ram,CoopPh00,pass_sacked,0,,,,,
player,201612110ram,ram,CoopPh00,pass_sacked_yds,0,,,,,
player,201612110ram,ram,CoopPh00,pass_long,0,,,,,
player,201612110ram,ram,CoopPh00,pass_rating,,,,,,
player,201612110ram,ram,CoopPh00,rush_att,0,,,,,
player,201612110ram,ram,CoopPh00,rush_yds,0,,,,,
player,201612110ram,ram,CoopPh00,rush_td,0,,,,,
player,201612110ram,ram,CoopPh00,rush_long,0,,,,,
player,201612110ram,ram,CoopPh00,targets,3,,,,,
player,201612110ram,ram,CoopPh00,rec,3,,,,,
player,201612110ram,ram,CoopPh00,rec_yds,22,,,,,
player,201612110ram,ram,CoopPh00,rec_td,0,,,,,
player,201612110ram,ram,CoopPh00,rec_long,19,,,,,
player,201612110ram,ram,CoopPh00,fumbles,0,,,,,
player,201612110ram,ram,CoopPh00,fumbles_lost,0,,,,,
player,201612110ram,ram,ThomMi04,pass_cmp,0,,,,,
player,201612110ram,ram,ThomMi04,pass_att,0,,,,,
player,201612110ram,ram,ThomMi04,pass_yds,0,,,,,
player,201612110ram,ram,ThomMi04,pass_td,0,,,,,
player,201612110ram,ram,ThomMi04,pass_int,0,,,,,
player,201612110ram,ram,ThomMi04,pass_sacked,0,,,,,
player,201612110ram,ram,ThomMi04,pass_sacked_yds,0,,,,,
player,201612110ram,ram,ThomMi04,pass_long,0,,,,,
player,201612110ram,ram,ThomMi04,pass_rating,,,,,,
player,201612110ram,ram,ThomMi04,rush_att,0,,,,,
player,201612110ram,ram,ThomMi04,rush_yds,0,,,,,
player,201612110ram,ram,ThomMi04,rush_td,0,,,,,
player,201612110ram,ram,ThomMi04,rush_long,0,,,,,
player,201612110ram,ram,ThomMi04,targets,1,,,,,
player,201612110ram,ram,ThomMi04,rec,1,,,,,
player,201612110ram,ram,ThomMi04,rec_yds,16,,,,,
player,201612110ram,ram,ThomMi04,rec_td,0,,,,,
player,201612110ram,ram,ThomMi04,rec_long,16,,,,,
player,201612110ram,ram,ThomMi04,fumbles,1,,,,,
player,201612110ram,ram,ThomMi04,fumbles_lost,1,,,,,
player,201612110ram,ram,KendLa00,pass_cmp,0,,,,,
player,201612110ram,ram,KendLa00,pass_att,0,,,,,
player,201612110ram,ram,KendLa00,pass_yds,0,,,,,
player,201612110ram,ram,KendLa00,pass_td,0,,,,,
player,201612110ram,ram,KendLa00,pass_int,0,,,,,
player,201612110ram,ram,KendLa00,pass_sacked,0,,,,,
player,201612110ram,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201612110ram,ram,KendLa00,pass_long,0,,,,,
player,201612110ram,ram,KendLa00,pass_rating,,,,,,
player,201612110ram,ram,KendLa00,rush_att,0,,,,,
player,201612110ram,ram,KendLa00,rush_yds,0,,,,,
player,201612110ram,ram,KendLa00,rush_td,0,,,,,
player,201612110ram,ram,KendLa00,rush_long,0,,,,,
player,201612110ram,ram,KendLa00,targets,3,,,,,
player,201612110ram,ram,KendLa00,rec,1,,,,,
player,201612110ram,ram,KendLa00,rec_yds,13,,,,,
player,201612110ram,ram,KendLa00,rec_td,0,,,,,
player,201612110ram,ram,KendLa00,rec_long,13,,,,,
player,201612110ram,ram,KendLa00,fumbles,0,,,,,
player,201612110ram,ram,KendLa00,fumbles_lost,0,,,,,
player,201612110ram,ram,QuicBr00,pass_cmp,0,,,,,
player,201612110ram,ram,QuicBr00,pass_att,0,,,,,
player,201612110ram,ram,QuicBr00,pass_yds,0,,,,,
player,201612110ram,ram,QuicBr00,pass_td,0,,,,,
player,201612110ram,ram,QuicBr00,pass_int,0,,,,,
player,201612110ram,ram,QuicBr00,pass_sacked,0,,,,,
player,201612110ram,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201612110ram,ram,QuicBr00,pass_long,0,,,,,
player,201612110ram,ram,QuicBr00,pass_rating,,,,,,
player,201612110ram,ram,QuicBr00,rush_att,0,,,,,
player,201612110ram,ram,QuicBr00,rush_yds,0,,,,,
player,201612110ram,ram,QuicBr00,rush_td,0,,,,,
player,201612110ram,ram,QuicBr00,rush_long,0,,,,,
player,201612110ram,ram,QuicBr00,targets,3,,,,,
player,201612110ram,ram,QuicBr00,rec,1,,,,,
player,201612110ram,ram,QuicBr00,rec_yds,10,,,,,
player,201612110ram,ram,QuicBr00,rec_td,0,,,,,
player,201612110ram,ram,QuicBr00,rec_long,10,,,,,
player,201612110ram,ram,QuicBr00,fumbles,0,,,,,
player,201612110ram,ram,QuicBr00,fumbles_lost,0,,,,,
player,201612110ram,ram,HigbTy00,pass_cmp,0,,,,,
player,201612110ram,ram,HigbTy00,pass_att,0,,,,,
player,201612110ram,ram,HigbTy00,pass_yds,0,,,,,
player,201612110ram,ram,HigbTy00,pass_td,0,,,,,
player,201612110ram,ram,HigbTy00,pass_int,0,,,,,
player,201612110ram,ram,HigbTy00,pass_sacked,0,,,,,
player,201612110ram,ram,HigbTy00,pass_sacked_yds,0,,,,,
player,201612110ram,ram,HigbTy00,pass_long,0,,,,,
player,201612110ram,ram,HigbTy00,pass_rating,,,,,,
player,201612110ram,ram,HigbTy00,rush_att,0,,,,,
player,201612110ram,ram,HigbTy00,rush_yds,0,,,,,
player,201612110ram,ram,HigbTy00,rush_td,0,,,,,
player,201612110ram,ram,HigbTy00,rush_long,0,,,,,
player,201612110ram,ram,HigbTy00,targets,4,,,,,
