game,2016,10,20161113,201611130sdg,mia,"Miami Dolphins",31,sdg,"San Diego Chargers",24
team,201611130sdg,mia,First Downs,17,,,,,,
team,201611130sdg,sdg,First Downs,29,,,,,,
team,201611130sdg,mia,Rush-Yds-TDs,25-106-1,,,,,,
team,201611130sdg,sdg,Rush-Yds-TDs,24-70-0,,,,,,
team,201611130sdg,mia,Cmp-Att-Yd-TD-INT,17-24-240-2-0,,,,,,
team,201611130sdg,sdg,Cmp-Att-Yd-TD-INT,23-44-326-3-4,,,,,,
team,201611130sdg,mia,Sacked-Yards,1-9,,,,,,
team,201611130sdg,sdg,Sacked-Yards,3-17,,,,,,
team,201611130sdg,mia,Net Pass Yards,231,,,,,,
team,201611130sdg,sdg,Net Pass Yards,309,,,,,,
team,201611130sdg,mia,Total Yards,337,,,,,,
team,201611130sdg,sdg,Total Yards,379,,,,,,
team,201611130sdg,mia,Fumbles-Lost,3-1,,,,,,
team,201611130sdg,sdg,Fumbles-Lost,0-0,,,,,,
team,201611130sdg,mia,Turnovers,1,,,,,,
team,201611130sdg,sdg,Turnovers,4,,,,,,
team,201611130sdg,mia,Penalties-Yards,11-81,,,,,,
team,201611130sdg,sdg,Penalties-Yards,4-29,,,,,,
team,201611130sdg,mia,Third Down Conv.,4-10,,,,,,
team,201611130sdg,sdg,Third Down Conv.,6-11,,,,,,
team,201611130sdg,mia,Fourth Down Conv.,0-0,,,,,,
team,201611130sdg,sdg,Fourth Down Conv.,0-0,,,,,,
team,201611130sdg,mia,Time of Possession,27:01,,,,,,
team,201611130sdg,sdg,Time of Possession,32:59,,,,,,
player,201611130sdg,mia,TannRy00,pass_cmp,17,,,,,
player,201611130sdg,mia,TannRy00,pass_att,24,,,,,
player,201611130sdg,mia,TannRy00,pass_yds,240,,,,,
player,201611130sdg,mia,TannRy00,pass_td,2,,,,,
player,201611130sdg,mia,TannRy00,pass_int,0,,,,,
player,201611130sdg,mia,TannRy00,pass_sacked,1,,,,,
player,201611130sdg,mia,TannRy00,pass_sacked_yds,9,,,,,
player,201611130sdg,mia,TannRy00,pass_long,56,,,,,
player,201611130sdg,mia,TannRy00,pass_rating,130.6,,,,,
player,201611130sdg,mia,TannRy00,rush_att,3,,,,,
player,201611130sdg,mia,TannRy00,rush_yds,16,,,,,
player,201611130sdg,mia,TannRy00,rush_td,0,,,,,
player,201611130sdg,mia,TannRy00,rush_long,18,,,,,
player,201611130sdg,mia,TannRy00,targets,0,,,,,
player,201611130sdg,mia,TannRy00,rec,0,,,,,
player,201611130sdg,mia,TannRy00,rec_yds,0,,,,,
player,201611130sdg,mia,TannRy00,rec_td,0,,,,,
player,201611130sdg,mia,TannRy00,rec_long,0,,,,,
player,201611130sdg,mia,TannRy00,fumbles,1,,,,,
player,201611130sdg,mia,TannRy00,fumbles_lost,0,,,,,
player,201611130sdg,mia,AjayJa00,pass_cmp,0,,,,,
player,201611130sdg,mia,AjayJa00,pass_att,0,,,,,
player,201611130sdg,mia,AjayJa00,pass_yds,0,,,,,
player,201611130sdg,mia,AjayJa00,pass_td,0,,,,,
player,201611130sdg,mia,AjayJa00,pass_int,0,,,,,
player,201611130sdg,mia,AjayJa00,pass_sacked,0,,,,,
player,201611130sdg,mia,AjayJa00,pass_sacked_yds,0,,,,,
player,201611130sdg,mia,AjayJa00,pass_long,0,,,,,
player,201611130sdg,mia,AjayJa00,pass_rating,,,,,,
player,201611130sdg,mia,AjayJa00,rush_att,19,,,,,
player,201611130sdg,mia,AjayJa00,rush_yds,79,,,,,
player,201611130sdg,mia,AjayJa00,rush_td,0,,,,,
player,201611130sdg,mia,AjayJa00,rush_long,40,,,,,
player,201611130sdg,mia,AjayJa00,targets,1,,,,,
player,201611130sdg,mia,AjayJa00,rec,1,,,,,
player,201611130sdg,mia,AjayJa00,rec_yds,1,,,,,
player,201611130sdg,mia,AjayJa00,rec_td,0,,,,,
player,201611130sdg,mia,AjayJa00,rec_long,1,,,,,
player,201611130sdg,mia,AjayJa00,fumbles,0,,,,,
player,201611130sdg,mia,AjayJa00,fumbles_lost,0,,,,,
player,201611130sdg,mia,DrakKe00,pass_cmp,0,,,,,
player,201611130sdg,mia,DrakKe00,pass_att,0,,,,,
player,201611130sdg,mia,DrakKe00,pass_yds,0,,,,,
player,201611130sdg,mia,DrakKe00,pass_td,0,,,,,
player,201611130sdg,mia,DrakKe00,pass_int,0,,,,,
player,201611130sdg,mia,DrakKe00,pass_sacked,0,,,,,
player,201611130sdg,mia,DrakKe00,pass_sacked_yds,0,,,,,
player,201611130sdg,mia,DrakKe00,pass_long,0,,,,,
player,201611130sdg,mia,DrakKe00,pass_rating,,,,,,
player,201611130sdg,mia,DrakKe00,rush_att,1,,,,,
player,201611130sdg,mia,DrakKe00,rush_yds,9,,,,,
player,201611130sdg,mia,DrakKe00,rush_td,0,,,,,
player,201611130sdg,mia,DrakKe00,rush_long,9,,,,,
player,201611130sdg,mia,DrakKe00,targets,0,,,,,
player,201611130sdg,mia,DrakKe00,rec,0,,,,,
player,201611130sdg,mia,DrakKe00,rec_yds,0,,,,,
player,201611130sdg,mia,DrakKe00,rec_td,0,,,,,
player,201611130sdg,mia,DrakKe00,rec_long,0,,,,,
player,201611130sdg,mia,DrakKe00,fumbles,0,,,,,
player,201611130sdg,mia,DrakKe00,fumbles_lost,0,,,,,
player,201611130sdg,mia,WillDa05,pass_cmp,0,,,,,
player,201611130sdg,mia,WillDa05,pass_att,0,,,,,
player,201611130sdg,mia,WillDa05,pass_yds,0,,,,,
player,201611130sdg,mia,WillDa05,pass_td,0,,,,,
player,201611130sdg,mia,WillDa05,pass_int,0,,,,,
player,201611130sdg,mia,WillDa05,pass_sacked,0,,,,,
player,201611130sdg,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201611130sdg,mia,WillDa05,pass_long,0,,,,,
player,201611130sdg,mia,WillDa05,pass_rating,,,,,,
player,201611130sdg,mia,WillDa05,rush_att,2,,,,,
player,201611130sdg,mia,WillDa05,rush_yds,2,,,,,
player,201611130sdg,mia,WillDa05,rush_td,1,,,,,
player,201611130sdg,mia,WillDa05,rush_long,2,,,,,
player,201611130sdg,mia,WillDa05,targets,1,,,,,
player,201611130sdg,mia,WillDa05,rec,1,,,,,
player,201611130sdg,mia,WillDa05,rec_yds,18,,,,,
player,201611130sdg,mia,WillDa05,rec_td,1,,,,,
player,201611130sdg,mia,WillDa05,rec_long,18,,,,,
player,201611130sdg,mia,WillDa05,fumbles,0,,,,,
player,201611130sdg,mia,WillDa05,fumbles_lost,0,,,,,
player,201611130sdg,mia,ParkDe01,pass_cmp,0,,,,,
player,201611130sdg,mia,ParkDe01,pass_att,0,,,,,
player,201611130sdg,mia,ParkDe01,pass_yds,0,,,,,
player,201611130sdg,mia,ParkDe01,pass_td,0,,,,,
player,201611130sdg,mia,ParkDe01,pass_int,0,,,,,
player,201611130sdg,mia,ParkDe01,pass_sacked,0,,,,,
player,201611130sdg,mia,ParkDe01,pass_sacked_yds,0,,,,,
player,201611130sdg,mia,ParkDe01,pass_long,0,,,,,
player,201611130sdg,mia,ParkDe01,pass_rating,,,,,,
player,201611130sdg,mia,ParkDe01,rush_att,0,,,,,
player,201611130sdg,mia,ParkDe01,rush_yds,0,,,,,
player,201611130sdg,mia,ParkDe01,rush_td,0,,,,,
player,201611130sdg,mia,ParkDe01,rush_long,0,,,,,
player,201611130sdg,mia,ParkDe01,targets,8,,,,,
player,201611130sdg,mia,ParkDe01,rec,5,,,,,
player,201611130sdg,mia,ParkDe01,rec_yds,103,,,,,
player,201611130sdg,mia,ParkDe01,rec_td,0,,,,,
player,201611130sdg,mia,ParkDe01,rec_long,56,,,,,
player,201611130sdg,mia,ParkDe01,fumbles,0,,,,,
player,201611130sdg,mia,ParkDe01,fumbles_lost,0,,,,,
player,201611130sdg,mia,LandJa00,pass_cmp,0,,,,,
player,201611130sdg,mia,LandJa00,pass_att,0,,,,,
player,201611130sdg,mia,LandJa00,pass_yds,0,,,,,
player,201611130sdg,mia,LandJa00,pass_td,0,,,,,
player,201611130sdg,mia,LandJa00,pass_int,0,,,,,
player,201611130sdg,mia,LandJa00,pass_sacked,0,,,,,
player,201611130sdg,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201611130sdg,mia,LandJa00,pass_long,0,,,,,
player,201611130sdg,mia,LandJa00,pass_rating,,,,,,
player,201611130sdg,mia,LandJa00,rush_att,0,,,,,
player,201611130sdg,mia,LandJa00,rush_yds,0,,,,,
player,201611130sdg,mia,LandJa00,rush_td,0,,,,,
player,201611130sdg,mia,LandJa00,rush_long,0,,,,,
player,201611130sdg,mia,LandJa00,targets,6,,,,,
player,201611130sdg,mia,LandJa00,rec,6,,,,,
player,201611130sdg,mia,LandJa00,rec_yds,53,,,,,
player,201611130sdg,mia,LandJa00,rec_td,0,,,,,
player,201611130sdg,mia,LandJa00,rec_long,25,,,,,
player,201611130sdg,mia,LandJa00,fumbles,0,,,,,
player,201611130sdg,mia,LandJa00,fumbles_lost,0,,,,,
player,201611130sdg,mia,StilKe00,pass_cmp,0,,,,,
player,201611130sdg,mia,StilKe00,pass_att,0,,,,,
player,201611130sdg,mia,StilKe00,pass_yds,0,,,,,
player,201611130sdg,mia,StilKe00,pass_td,0,,,,,
player,201611130sdg,mia,StilKe00,pass_int,0,,,,,
player,201611130sdg,mia,StilKe00,pass_sacked,0,,,,,
player,201611130sdg,mia,StilKe00,pass_sacked_yds,0,,,,,
player,201611130sdg,mia,StilKe00,pass_long,0,,,,,
player,201611130sdg,mia,StilKe00,pass_rating,,,,,,
player,201611130sdg,mia,StilKe00,rush_att,0,,,,,
player,201611130sdg,mia,StilKe00,rush_yds,0,,,,,
player,201611130sdg,mia,StilKe00,rush_td,0,,,,,
player,201611130sdg,mia,StilKe00,rush_long,0,,,,,
player,201611130sdg,mia,StilKe00,targets,3,,,,,
player,201611130sdg,mia,StilKe00,rec,2,,,,,
player,201611130sdg,mia,StilKe00,rec_yds,47,,,,,
player,201611130sdg,mia,StilKe00,rec_td,1,,,,,
player,201611130sdg,mia,StilKe00,rec_long,39,,,,,
player,201611130sdg,mia,StilKe00,fumbles,0,,,,,
player,201611130sdg,mia,StilKe00,fumbles_lost,0,,,,,
player,201611130sdg,mia,GrayMa00,pass_cmp,0,,,,,
player,201611130sdg,mia,GrayMa00,pass_att,0,,,,,
player,201611130sdg,mia,GrayMa00,pass_yds,0,,,,,
player,201611130sdg,mia,GrayMa00,pass_td,0,,,,,
player,201611130sdg,mia,GrayMa00,pass_int,0,,,,,
player,201611130sdg,mia,GrayMa00,pass_sacked,0,,,,,
player,201611130sdg,mia,GrayMa00,pass_sacked_yds,0,,,,,
player,201611130sdg,mia,GrayMa00,pass_long,0,,,,,
player,201611130sdg,mia,GrayMa00,pass_rating,,,,,,
player,201611130sdg,mia,GrayMa00,rush_att,0,,,,,
player,201611130sdg,mia,GrayMa00,rush_yds,0,,,,,
player,201611130sdg,mia,GrayMa00,rush_td,0,,,,,
player,201611130sdg,mia,GrayMa00,rush_long,0,,,,,
player,201611130sdg,mia,GrayMa00,targets,2,,,,,
player,201611130sdg,mia,GrayMa00,rec,2,,,,,
