game,2016,4,20161002,201610020chi,det,"Detroit Lions",14,chi,"Chicago Bears",17
team,201610020chi,det,First Downs,16,,,,,,
team,201610020chi,chi,First Downs,23,,,,,,
team,201610020chi,det,Rush-Yds-TDs,18-66-0,,,,,,
team,201610020chi,chi,Rush-Yds-TDs,29-114-0,,,,,,
team,201610020chi,det,Cmp-Att-Yd-TD-INT,23-36-213-0-2,,,,,,
team,201610020chi,chi,Cmp-Att-Yd-TD-INT,28-36-302-2-0,,,,,,
team,201610020chi,det,Sacked-Yards,2-16,,,,,,
team,201610020chi,chi,Sacked-Yards,2-8,,,,,,
team,201610020chi,det,Net Pass Yards,197,,,,,,
team,201610020chi,chi,Net Pass Yards,294,,,,,,
team,201610020chi,det,Total Yards,263,,,,,,
team,201610020chi,chi,Total Yards,408,,,,,,
team,201610020chi,det,Fumbles-Lost,0-0,,,,,,
team,201610020chi,chi,Fumbles-Lost,0-0,,,,,,
team,201610020chi,det,Turnovers,2,,,,,,
team,201610020chi,chi,Turnovers,0,,,,,,
team,201610020chi,det,Penalties-Yards,10-76,,,,,,
team,201610020chi,chi,Penalties-Yards,8-55,,,,,,
team,201610020chi,det,Third Down Conv.,4-12,,,,,,
team,201610020chi,chi,Third Down Conv.,5-13,,,,,,
team,201610020chi,det,Fourth Down Conv.,0-0,,,,,,
team,201610020chi,chi,Fourth Down Conv.,0-1,,,,,,
team,201610020chi,det,Time of Possession,26:46,,,,,,
team,201610020chi,chi,Time of Possession,33:14,,,,,,
player,201610020chi,det,StafMa00,pass_cmp,23,,,,,
player,201610020chi,det,StafMa00,pass_att,36,,,,,
player,201610020chi,det,StafMa00,pass_yds,213,,,,,
player,201610020chi,det,StafMa00,pass_td,0,,,,,
player,201610020chi,det,StafMa00,pass_int,2,,,,,
player,201610020chi,det,StafMa00,pass_sacked,2,,,,,
player,201610020chi,det,StafMa00,pass_sacked_yds,16,,,,,
player,201610020chi,det,StafMa00,pass_long,22,,,,,
player,201610020chi,det,StafMa00,pass_rating,56.8,,,,,
player,201610020chi,det,StafMa00,rush_att,2,,,,,
player,201610020chi,det,StafMa00,rush_yds,17,,,,,
player,201610020chi,det,StafMa00,rush_td,0,,,,,
player,201610020chi,det,StafMa00,rush_long,15,,,,,
player,201610020chi,det,StafMa00,targets,0,,,,,
player,201610020chi,det,StafMa00,rec,0,,,,,
player,201610020chi,det,StafMa00,rec_yds,0,,,,,
player,201610020chi,det,StafMa00,rec_td,0,,,,,
player,201610020chi,det,StafMa00,rec_long,0,,,,,
player,201610020chi,det,StafMa00,fumbles,0,,,,,
player,201610020chi,det,StafMa00,fumbles_lost,0,,,,,
player,201610020chi,det,RiddTh00,pass_cmp,0,,,,,
player,201610020chi,det,RiddTh00,pass_att,0,,,,,
player,201610020chi,det,RiddTh00,pass_yds,0,,,,,
player,201610020chi,det,RiddTh00,pass_td,0,,,,,
player,201610020chi,det,RiddTh00,pass_int,0,,,,,
player,201610020chi,det,RiddTh00,pass_sacked,0,,,,,
player,201610020chi,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201610020chi,det,RiddTh00,pass_long,0,,,,,
