game,2016,14,20161212,201612120nwe,rav,"Baltimore Ravens",23,nwe,"New England Patriots",30
player,201612120nwe,nwe,DeveJa00,pass_sacked_yds,0,,,,,
player,201612120nwe,nwe,DeveJa00,pass_long,0,,,,,
player,201612120nwe,nwe,DeveJa00,pass_rating,,,,,,
player,201612120nwe,nwe,DeveJa00,rush_att,0,,,,,
player,201612120nwe,nwe,DeveJa00,rush_yds,0,,,,,
player,201612120nwe,nwe,DeveJa00,rush_td,0,,,,,
player,201612120nwe,nwe,DeveJa00,rush_long,0,,,,,
player,201612120nwe,nwe,DeveJa00,targets,1,,,,,
player,201612120nwe,nwe,DeveJa00,rec,0,,,,,
player,201612120nwe,nwe,DeveJa00,rec_yds,0,,,,,
player,201612120nwe,nwe,DeveJa00,rec_td,0,,,,,
player,201612120nwe,nwe,DeveJa00,rec_long,0,,,,,
player,201612120nwe,nwe,DeveJa00,fumbles,0,,,,,
player,201612120nwe,nwe,DeveJa00,fumbles_lost,0,,,,,
player,201612120nwe,rav,WeddEr99,def_int,1,,,,,
player,201612120nwe,rav,WeddEr99,def_int_yds,14,,,,,
player,201612120nwe,rav,WeddEr99,def_int_td,0,,,,,
player,201612120nwe,rav,WeddEr99,def_int_long,14,,,,,
player,201612120nwe,rav,WeddEr99,pass_defended,1,,,,,
player,201612120nwe,rav,WeddEr99,sacks,1.0,,,,,
player,201612120nwe,rav,WeddEr99,tackles_combined,11,,,,,
player,201612120nwe,rav,WeddEr99,tackles_solo,6,,,,,
player,201612120nwe,rav,WeddEr99,tackles_assists,5,,,,,
player,201612120nwe,rav,WeddEr99,tackles_loss,1,,,,,
player,201612120nwe,rav,WeddEr99,qb_hits,1,,,,,
player,201612120nwe,rav,WeddEr99,fumbles_rec,0,,,,,
player,201612120nwe,rav,WeddEr99,fumbles_rec_yds,0,,,,,
player,201612120nwe,rav,WeddEr99,fumbles_rec_td,0,,,,,
player,201612120nwe,rav,WeddEr99,fumbles_forced,0,,,,,
player,201612120nwe,rav,OrrxZa00,def_int,0,,,,,
player,201612120nwe,rav,OrrxZa00,def_int_yds,0,,,,,
player,201612120nwe,rav,OrrxZa00,def_int_td,0,,,,,
player,201612120nwe,rav,OrrxZa00,def_int_long,0,,,,,
player,201612120nwe,rav,OrrxZa00,pass_defended,0,,,,,
player,201612120nwe,rav,OrrxZa00,sacks,0.0,,,,,
player,201612120nwe,rav,OrrxZa00,tackles_combined,11,,,,,
player,201612120nwe,rav,OrrxZa00,tackles_solo,7,,,,,
player,201612120nwe,rav,OrrxZa00,tackles_assists,4,,,,,
player,201612120nwe,rav,OrrxZa00,tackles_loss,0,,,,,
player,201612120nwe,rav,OrrxZa00,qb_hits,0,,,,,
player,201612120nwe,rav,OrrxZa00,fumbles_rec,0,,,,,
player,201612120nwe,rav,OrrxZa00,fumbles_rec_yds,0,,,,,
player,201612120nwe,rav,OrrxZa00,fumbles_rec_td,0,,,,,
player,201612120nwe,rav,OrrxZa00,fumbles_forced,0,,,,,
player,201612120nwe,rav,WebbLa99,def_int,0,,,,,
player,201612120nwe,rav,WebbLa99,def_int_yds,0,,,,,
player,201612120nwe,rav,WebbLa99,def_int_td,0,,,,,
player,201612120nwe,rav,WebbLa99,def_int_long,0,,,,,
player,201612120nwe,rav,WebbLa99,pass_defended,0,,,,,
player,201612120nwe,rav,WebbLa99,sacks,0.0,,,,,
player,201612120nwe,rav,WebbLa99,tackles_combined,7,,,,,
player,201612120nwe,rav,WebbLa99,tackles_solo,5,,,,,
player,201612120nwe,rav,WebbLa99,tackles_assists,2,,,,,
player,201612120nwe,rav,WebbLa99,tackles_loss,0,,,,,
player,201612120nwe,rav,WebbLa99,qb_hits,0,,,,,
player,201612120nwe,rav,WebbLa99,fumbles_rec,0,,,,,
player,201612120nwe,rav,WebbLa99,fumbles_rec_yds,0,,,,,
player,201612120nwe,rav,WebbLa99,fumbles_rec_td,0,,,,,
player,201612120nwe,rav,WebbLa99,fumbles_forced,0,,,,,
player,201612120nwe,rav,WrigSh00,def_int,0,,,,,
player,201612120nwe,rav,WrigSh00,def_int_yds,0,,,,,
player,201612120nwe,rav,WrigSh00,def_int_td,0,,,,,
player,201612120nwe,rav,WrigSh00,def_int_long,0,,,,,
player,201612120nwe,rav,WrigSh00,pass_defended,0,,,,,
player,201612120nwe,rav,WrigSh00,sacks,0.0,,,,,
player,201612120nwe,rav,WrigSh00,tackles_combined,6,,,,,
player,201612120nwe,rav,WrigSh00,tackles_solo,5,,,,,
player,201612120nwe,rav,WrigSh00,tackles_assists,1,,,,,
player,201612120nwe,rav,WrigSh00,tackles_loss,1,,,,,
player,201612120nwe,rav,WrigSh00,qb_hits,0,,,,,
player,201612120nwe,rav,WrigSh00,fumbles_rec,1,,,,,
player,201612120nwe,rav,WrigSh00,fumbles_rec_yds,0,,,,,
player,201612120nwe,rav,WrigSh00,fumbles_rec_td,0,,,,,
player,201612120nwe,rav,WrigSh00,fumbles_forced,0,,,,,
player,201612120nwe,rav,JudoMa00,def_int,0,,,,,
player,201612120nwe,rav,JudoMa00,def_int_yds,0,,,,,
player,201612120nwe,rav,JudoMa00,def_int_td,0,,,,,
player,201612120nwe,rav,JudoMa00,def_int_long,0,,,,,
player,201612120nwe,rav,JudoMa00,pass_defended,0,,,,,
player,201612120nwe,rav,JudoMa00,sacks,0.0,,,,,
player,201612120nwe,rav,JudoMa00,tackles_combined,5,,,,,
player,201612120nwe,rav,JudoMa00,tackles_solo,1,,,,,
player,201612120nwe,rav,JudoMa00,tackles_assists,4,,,,,
player,201612120nwe,rav,JudoMa00,tackles_loss,0,,,,,
player,201612120nwe,rav,JudoMa00,qb_hits,1,,,,,
player,201612120nwe,rav,JudoMa00,fumbles_rec,0,,,,,
player,201612120nwe,rav,JudoMa00,fumbles_rec_yds,0,,,,,
player,201612120nwe,rav,JudoMa00,fumbles_rec_td,0,,,,,
player,201612120nwe,rav,JudoMa00,fumbles_forced,0,,,,,
player,201612120nwe,rav,MoslC.00,def_int,0,,,,,
player,201612120nwe,rav,MoslC.00,def_int_yds,0,,,,,
player,201612120nwe,rav,MoslC.00,def_int_td,0,,,,,
player,201612120nwe,rav,MoslC.00,def_int_long,0,,,,,
player,201612120nwe,rav,MoslC.00,pass_defended,1,,,,,
player,201612120nwe,rav,MoslC.00,sacks,0.0,,,,,
player,201612120nwe,rav,MoslC.00,tackles_combined,5,,,,,
player,201612120nwe,rav,MoslC.00,tackles_solo,1,,,,,
player,201612120nwe,rav,MoslC.00,tackles_assists,4,,,,,
player,201612120nwe,rav,MoslC.00,tackles_loss,0,,,,,
player,201612120nwe,rav,MoslC.00,qb_hits,0,,,,,
player,201612120nwe,rav,MoslC.00,fumbles_rec,0,,,,,
player,201612120nwe,rav,MoslC.00,fumbles_rec_yds,0,,,,,
player,201612120nwe,rav,MoslC.00,fumbles_rec_td,0,,,,,
player,201612120nwe,rav,MoslC.00,fumbles_forced,0,,,,,
player,201612120nwe,rav,McClAl00,def_int,0,,,,,
player,201612120nwe,rav,McClAl00,def_int_yds,0,,,,,
player,201612120nwe,rav,McClAl00,def_int_td,0,,,,,
player,201612120nwe,rav,McClAl00,def_int_long,0,,,,,
player,201612120nwe,rav,McClAl00,pass_defended,0,,,,,
player,201612120nwe,rav,McClAl00,sacks,0.0,,,,,
player,201612120nwe,rav,McClAl00,tackles_combined,4,,,,,
player,201612120nwe,rav,McClAl00,tackles_solo,0,,,,,
player,201612120nwe,rav,McClAl00,tackles_assists,4,,,,,
player,201612120nwe,rav,McClAl00,tackles_loss,0,,,,,
player,201612120nwe,rav,McClAl00,qb_hits,0,,,,,
player,201612120nwe,rav,McClAl00,fumbles_rec,0,,,,,
player,201612120nwe,rav,McClAl00,fumbles_rec_yds,0,,,,,
player,201612120nwe,rav,McClAl00,fumbles_rec_td,0,,,,,
player,201612120nwe,rav,McClAl00,fumbles_forced,0,,,,,
player,201612120nwe,rav,WillBr02,def_int,0,,,,,
player,201612120nwe,rav,WillBr02,def_int_yds,0,,,,,
player,201612120nwe,rav,WillBr02,def_int_td,0,,,,,
player,201612120nwe,rav,WillBr02,def_int_long,0,,,,,
player,201612120nwe,rav,WillBr02,pass_defended,0,,,,,
player,201612120nwe,rav,WillBr02,sacks,0.0,,,,,
player,201612120nwe,rav,WillBr02,tackles_combined,4,,,,,
player,201612120nwe,rav,WillBr02,tackles_solo,3,,,,,
player,201612120nwe,rav,WillBr02,tackles_assists,1,,,,,
player,201612120nwe,rav,WillBr02,tackles_loss,1,,,,,
player,201612120nwe,rav,WillBr02,qb_hits,0,,,,,
player,201612120nwe,rav,WillBr02,fumbles_rec,0,,,,,
player,201612120nwe,rav,WillBr02,fumbles_rec_yds,0,,,,,
player,201612120nwe,rav,WillBr02,fumbles_rec_td,0,,,,,
player,201612120nwe,rav,WillBr02,fumbles_forced,0,,,,,
player,201612120nwe,rav,YounTa01,def_int,0,,,,,
player,201612120nwe,rav,YounTa01,def_int_yds,0,,,,,
player,201612120nwe,rav,YounTa01,def_int_td,0,,,,,
player,201612120nwe,rav,YounTa01,def_int_long,0,,,,,
player,201612120nwe,rav,YounTa01,pass_defended,0,,,,,
player,201612120nwe,rav,YounTa01,sacks,0.0,,,,,
player,201612120nwe,rav,YounTa01,tackles_combined,4,,,,,
player,201612120nwe,rav,YounTa01,tackles_solo,3,,,,,
player,201612120nwe,rav,YounTa01,tackles_assists,1,,,,,
player,201612120nwe,rav,YounTa01,tackles_loss,0,,,,,
player,201612120nwe,rav,YounTa01,qb_hits,0,,,,,
player,201612120nwe,rav,YounTa01,fumbles_rec,0,,,,,
player,201612120nwe,rav,YounTa01,fumbles_rec_yds,0,,,,,
player,201612120nwe,rav,YounTa01,fumbles_rec_td,0,,,,,
player,201612120nwe,rav,YounTa01,fumbles_forced,0,,,,,
player,201612120nwe,rav,PoweJe99,def_int,0,,,,,
player,201612120nwe,rav,PoweJe99,def_int_yds,0,,,,,
player,201612120nwe,rav,PoweJe99,def_int_td,0,,,,,
player,201612120nwe,rav,PoweJe99,def_int_long,0,,,,,
player,201612120nwe,rav,PoweJe99,pass_defended,0,,,,,
player,201612120nwe,rav,PoweJe99,sacks,0.0,,,,,
player,201612120nwe,rav,PoweJe99,tackles_combined,3,,,,,
player,201612120nwe,rav,PoweJe99,tackles_solo,2,,,,,
player,201612120nwe,rav,PoweJe99,tackles_assists,1,,,,,
player,201612120nwe,rav,PoweJe99,tackles_loss,0,,,,,
player,201612120nwe,rav,PoweJe99,qb_hits,0,,,,,
player,201612120nwe,rav,PoweJe99,fumbles_rec,0,,,,,
player,201612120nwe,rav,PoweJe99,fumbles_rec_yds,0,,,,,
player,201612120nwe,rav,PoweJe99,fumbles_rec_td,0,,,,,
player,201612120nwe,rav,PoweJe99,fumbles_forced,0,,,,,
player,201612120nwe,rav,GuyxLa00,def_int,0,,,,,
player,201612120nwe,rav,GuyxLa00,def_int_yds,0,,,,,
player,201612120nwe,rav,GuyxLa00,def_int_td,0,,,,,
player,201612120nwe,rav,GuyxLa00,def_int_long,0,,,,,
player,201612120nwe,rav,GuyxLa00,pass_defended,0,,,,,
player,201612120nwe,rav,GuyxLa00,sacks,0.0,,,,,
player,201612120nwe,rav,GuyxLa00,tackles_combined,2,,,,,
player,201612120nwe,rav,GuyxLa00,tackles_solo,0,,,,,
player,201612120nwe,rav,GuyxLa00,tackles_assists,2,,,,,
player,201612120nwe,rav,GuyxLa00,tackles_loss,0,,,,,
player,201612120nwe,rav,GuyxLa00,qb_hits,2,,,,,
player,201612120nwe,rav,GuyxLa00,fumbles_rec,0,,,,,
player,201612120nwe,rav,GuyxLa00,fumbles_rec_yds,0,,,,,
player,201612120nwe,rav,GuyxLa00,fumbles_rec_td,0,,,,,
player,201612120nwe,rav,GuyxLa00,fumbles_forced,0,,,,,
player,201612120nwe,rav,OnwuPa00,def_int,0,,,,,
player,201612120nwe,rav,OnwuPa00,def_int_yds,0,,,,,
player,201612120nwe,rav,OnwuPa00,def_int_td,0,,,,,
player,201612120nwe,rav,OnwuPa00,def_int_long,0,,,,,
player,201612120nwe,rav,OnwuPa00,pass_defended,0,,,,,
player,201612120nwe,rav,OnwuPa00,sacks,0.0,,,,,
player,201612120nwe,rav,OnwuPa00,tackles_combined,2,,,,,
player,201612120nwe,rav,OnwuPa00,tackles_solo,1,,,,,
player,201612120nwe,rav,OnwuPa00,tackles_assists,1,,,,,
player,201612120nwe,rav,OnwuPa00,tackles_loss,0,,,,,
player,201612120nwe,rav,OnwuPa00,qb_hits,0,,,,,
player,201612120nwe,rav,OnwuPa00,fumbles_rec,0,,,,,
player,201612120nwe,rav,OnwuPa00,fumbles_rec_yds,0,,,,,
player,201612120nwe,rav,OnwuPa00,fumbles_rec_td,0,,,,,
player,201612120nwe,rav,OnwuPa00,fumbles_forced,1,,,,,
player,201612120nwe,rav,SmitJi03,def_int,0,,,,,
player,201612120nwe,rav,SmitJi03,def_int_yds,0,,,,,
player,201612120nwe,rav,SmitJi03,def_int_td,0,,,,,
player,201612120nwe,rav,SmitJi03,def_int_long,0,,,,,
player,201612120nwe,rav,SmitJi03,pass_defended,1,,,,,
player,201612120nwe,rav,SmitJi03,sacks,0.0,,,,,
player,201612120nwe,rav,SmitJi03,tackles_combined,2,,,,,
player,201612120nwe,rav,SmitJi03,tackles_solo,0,,,,,
player,201612120nwe,rav,SmitJi03,tackles_assists,2,,,,,
player,201612120nwe,rav,SmitJi03,tackles_loss,0,,,,,
player,201612120nwe,rav,SmitJi03,qb_hits,0,,,,,
player,201612120nwe,rav,SmitJi03,fumbles_rec,0,,,,,
player,201612120nwe,rav,SmitJi03,fumbles_rec_yds,0,,,,,
player,201612120nwe,rav,SmitJi03,fumbles_rec_td,0,,,,,
player,201612120nwe,rav,SmitJi03,fumbles_forced,0,,,,,
player,201612120nwe,rav,DumeEl20,def_int,0,,,,,
player,201612120nwe,rav,DumeEl20,def_int_yds,0,,,,,
player,201612120nwe,rav,DumeEl20,def_int_td,0,,,,,
player,201612120nwe,rav,DumeEl20,def_int_long,0,,,,,
player,201612120nwe,rav,DumeEl20,pass_defended,0,,,,,
player,201612120nwe,rav,DumeEl20,sacks,0.0,,,,,
player,201612120nwe,rav,DumeEl20,tackles_combined,1,,,,,
player,201612120nwe,rav,DumeEl20,tackles_solo,1,,,,,
player,201612120nwe,rav,DumeEl20,tackles_assists,0,,,,,
player,201612120nwe,rav,DumeEl20,tackles_loss,0,,,,,
player,201612120nwe,rav,DumeEl20,qb_hits,2,,,,,
player,201612120nwe,rav,DumeEl20,fumbles_rec,0,,,,,
player,201612120nwe,rav,DumeEl20,fumbles_rec_yds,0,,,,,
player,201612120nwe,rav,DumeEl20,fumbles_rec_td,0,,,,,
player,201612120nwe,rav,DumeEl20,fumbles_forced,0,,,,,
player,201612120nwe,rav,LeviAn00,def_int,0,,,,,
player,201612120nwe,rav,LeviAn00,def_int_yds,0,,,,,
player,201612120nwe,rav,LeviAn00,def_int_td,0,,,,,
player,201612120nwe,rav,LeviAn00,def_int_long,0,,,,,
player,201612120nwe,rav,LeviAn00,pass_defended,0,,,,,
player,201612120nwe,rav,LeviAn00,sacks,0.0,,,,,
player,201612120nwe,rav,LeviAn00,tackles_combined,1,,,,,
player,201612120nwe,rav,LeviAn00,tackles_solo,0,,,,,
player,201612120nwe,rav,LeviAn00,tackles_assists,1,,,,,
player,201612120nwe,rav,LeviAn00,tackles_loss,0,,,,,
player,201612120nwe,rav,LeviAn00,qb_hits,0,,,,,
player,201612120nwe,rav,LeviAn00,fumbles_rec,0,,,,,
player,201612120nwe,rav,LeviAn00,fumbles_rec_yds,0,,,,,
player,201612120nwe,rav,LeviAn00,fumbles_rec_td,0,,,,,
player,201612120nwe,rav,LeviAn00,fumbles_forced,0,,,,,
player,201612120nwe,rav,SuggTe99,def_int,0,,,,,
player,201612120nwe,rav,SuggTe99,def_int_yds,0,,,,,
player,201612120nwe,rav,SuggTe99,def_int_td,0,,,,,
player,201612120nwe,rav,SuggTe99,def_int_long,0,,,,,
player,201612120nwe,rav,SuggTe99,pass_defended,1,,,,,
player,201612120nwe,rav,SuggTe99,sacks,0.0,,,,,
player,201612120nwe,rav,SuggTe99,tackles_combined,1,,,,,
player,201612120nwe,rav,SuggTe99,tackles_solo,0,,,,,
player,201612120nwe,rav,SuggTe99,tackles_assists,1,,,,,
player,201612120nwe,rav,SuggTe99,tackles_loss,0,,,,,
player,201612120nwe,rav,SuggTe99,qb_hits,0,,,,,
player,201612120nwe,rav,SuggTe99,fumbles_rec,0,,,,,
player,201612120nwe,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201612120nwe,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201612120nwe,rav,SuggTe99,fumbles_forced,0,,,,,
player,201612120nwe,rav,JernTi00,def_int,0,,,,,
player,201612120nwe,rav,JernTi00,def_int_yds,0,,,,,
player,201612120nwe,rav,JernTi00,def_int_td,0,,,,,
player,201612120nwe,rav,JernTi00,def_int_long,0,,,,,
player,201612120nwe,rav,JernTi00,pass_defended,0,,,,,
player,201612120nwe,rav,JernTi00,sacks,0.0,,,,,
player,201612120nwe,rav,JernTi00,tackles_combined,0,,,,,
player,201612120nwe,rav,JernTi00,tackles_solo,0,,,,,
player,201612120nwe,rav,JernTi00,tackles_assists,0,,,,,
player,201612120nwe,rav,JernTi00,tackles_loss,0,,,,,
player,201612120nwe,rav,JernTi00,qb_hits,1,,,,,
player,201612120nwe,rav,JernTi00,fumbles_rec,0,,,,,
player,201612120nwe,rav,JernTi00,fumbles_rec_yds,0,,,,,
player,201612120nwe,rav,JernTi00,fumbles_rec_td,0,,,,,
player,201612120nwe,rav,JernTi00,fumbles_forced,0,,,,,
player,201612120nwe,rav,MoorCh00,def_int,0,,,,,
player,201612120nwe,rav,MoorCh00,def_int_yds,,,,,,
player,201612120nwe,rav,MoorCh00,def_int_td,0,,,,,
player,201612120nwe,rav,MoorCh00,def_int_long,0,,,,,
player,201612120nwe,rav,MoorCh00,pass_defended,0,,,,,
player,201612120nwe,rav,MoorCh00,sacks,0.0,,,,,
player,201612120nwe,rav,MoorCh00,tackles_combined,0,,,,,
player,201612120nwe,rav,MoorCh00,tackles_solo,0,,,,,
player,201612120nwe,rav,MoorCh00,tackles_assists,0,,,,,
player,201612120nwe,rav,MoorCh00,tackles_loss,0,,,,,
player,201612120nwe,rav,MoorCh00,qb_hits,0,,,,,
player,201612120nwe,rav,MoorCh00,fumbles_rec,1,,,,,
player,201612120nwe,rav,MoorCh00,fumbles_rec_yds,0,,,,,
player,201612120nwe,rav,MoorCh00,fumbles_rec_td,0,,,,,
player,201612120nwe,rav,MoorCh00,fumbles_forced,0,,,,,
player,201612120nwe,nwe,McCoDe99,def_int,1,,,,,
player,201612120nwe,nwe,McCoDe99,def_int_yds,0,,,,,
player,201612120nwe,nwe,McCoDe99,def_int_td,0,,,,,
player,201612120nwe,nwe,McCoDe99,def_int_long,0,,,,,
player,201612120nwe,nwe,McCoDe99,pass_defended,1,,,,,
player,201612120nwe,nwe,McCoDe99,sacks,0.0,,,,,
player,201612120nwe,nwe,McCoDe99,tackles_combined,4,,,,,
player,201612120nwe,nwe,McCoDe99,tackles_solo,3,,,,,
player,201612120nwe,nwe,McCoDe99,tackles_assists,1,,,,,
player,201612120nwe,nwe,McCoDe99,tackles_loss,0,,,,,
player,201612120nwe,nwe,McCoDe99,qb_hits,0,,,,,
player,201612120nwe,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201612120nwe,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201612120nwe,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201612120nwe,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201612120nwe,nwe,NinkRo20,def_int,0,,,,,
player,201612120nwe,nwe,NinkRo20,def_int_yds,0,,,,,
player,201612120nwe,nwe,NinkRo20,def_int_td,0,,,,,
player,201612120nwe,nwe,NinkRo20,def_int_long,0,,,,,
player,201612120nwe,nwe,NinkRo20,pass_defended,1,,,,,
player,201612120nwe,nwe,NinkRo20,sacks,1.0,,,,,
player,201612120nwe,nwe,NinkRo20,tackles_combined,4,,,,,
player,201612120nwe,nwe,NinkRo20,tackles_solo,2,,,,,
player,201612120nwe,nwe,NinkRo20,tackles_assists,2,,,,,
player,201612120nwe,nwe,NinkRo20,tackles_loss,1,,,,,
player,201612120nwe,nwe,NinkRo20,qb_hits,1,,,,,
player,201612120nwe,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201612120nwe,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201612120nwe,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201612120nwe,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201612120nwe,nwe,FlowTr00,def_int,0,,,,,
player,201612120nwe,nwe,FlowTr00,def_int_yds,0,,,,,
player,201612120nwe,nwe,FlowTr00,def_int_td,0,,,,,
player,201612120nwe,nwe,FlowTr00,def_int_long,0,,,,,
player,201612120nwe,nwe,FlowTr00,pass_defended,0,,,,,
player,201612120nwe,nwe,FlowTr00,sacks,1.0,,,,,
player,201612120nwe,nwe,FlowTr00,tackles_combined,1,,,,,
player,201612120nwe,nwe,FlowTr00,tackles_solo,1,,,,,
player,201612120nwe,nwe,FlowTr00,tackles_assists,0,,,,,
player,201612120nwe,nwe,FlowTr00,tackles_loss,1,,,,,
player,201612120nwe,nwe,FlowTr00,qb_hits,1,,,,,
player,201612120nwe,nwe,FlowTr00,fumbles_rec,0,,,,,
player,201612120nwe,nwe,FlowTr00,fumbles_rec_yds,0,,,,,
player,201612120nwe,nwe,FlowTr00,fumbles_rec_td,0,,,,,
player,201612120nwe,nwe,FlowTr00,fumbles_forced,0,,,,,
player,201612120nwe,nwe,ChunPa99,def_int,0,,,,,
player,201612120nwe,nwe,ChunPa99,def_int_yds,0,,,,,
player,201612120nwe,nwe,ChunPa99,def_int_td,0,,,,,
player,201612120nwe,nwe,ChunPa99,def_int_long,0,,,,,
player,201612120nwe,nwe,ChunPa99,pass_defended,0,,,,,
player,201612120nwe,nwe,ChunPa99,sacks,0.0,,,,,
player,201612120nwe,nwe,ChunPa99,tackles_combined,9,,,,,
player,201612120nwe,nwe,ChunPa99,tackles_solo,4,,,,,
player,201612120nwe,nwe,ChunPa99,tackles_assists,5,,,,,
player,201612120nwe,nwe,ChunPa99,tackles_loss,0,,,,,
player,201612120nwe,nwe,ChunPa99,qb_hits,0,,,,,
player,201612120nwe,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201612120nwe,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201612120nwe,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201612120nwe,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201612120nwe,nwe,McClSh00,def_int,0,,,,,
player,201612120nwe,nwe,McClSh00,def_int_yds,0,,,,,
player,201612120nwe,nwe,McClSh00,def_int_td,0,,,,,
player,201612120nwe,nwe,McClSh00,def_int_long,0,,,,,
player,201612120nwe,nwe,McClSh00,pass_defended,0,,,,,
player,201612120nwe,nwe,McClSh00,sacks,0.0,,,,,
player,201612120nwe,nwe,McClSh00,tackles_combined,8,,,,,
player,201612120nwe,nwe,McClSh00,tackles_solo,3,,,,,
player,201612120nwe,nwe,McClSh00,tackles_assists,5,,,,,
player,201612120nwe,nwe,McClSh00,tackles_loss,0,,,,,
player,201612120nwe,nwe,McClSh00,qb_hits,0,,,,,
player,201612120nwe,nwe,McClSh00,fumbles_rec,0,,,,,
player,201612120nwe,nwe,McClSh00,fumbles_rec_yds,0,,,,,
player,201612120nwe,nwe,McClSh00,fumbles_rec_td,0,,,,,
player,201612120nwe,nwe,McClSh00,fumbles_forced,0,,,,,
player,201612120nwe,nwe,HighDo01,def_int,0,,,,,
player,201612120nwe,nwe,HighDo01,def_int_yds,0,,,,,
player,201612120nwe,nwe,HighDo01,def_int_td,0,,,,,
player,201612120nwe,nwe,HighDo01,def_int_long,0,,,,,
player,201612120nwe,nwe,HighDo01,pass_defended,0,,,,,
player,201612120nwe,nwe,HighDo01,sacks,0.0,,,,,
player,201612120nwe,nwe,HighDo01,tackles_combined,7,,,,,
player,201612120nwe,nwe,HighDo01,tackles_solo,1,,,,,
player,201612120nwe,nwe,HighDo01,tackles_assists,6,,,,,
player,201612120nwe,nwe,HighDo01,tackles_loss,0,,,,,
player,201612120nwe,nwe,HighDo01,qb_hits,0,,,,,
player,201612120nwe,nwe,HighDo01,fumbles_rec,0,,,,,
player,201612120nwe,nwe,HighDo01,fumbles_rec_yds,0,,,,,
player,201612120nwe,nwe,HighDo01,fumbles_rec_td,0,,,,,
player,201612120nwe,nwe,HighDo01,fumbles_forced,0,,,,,
player,201612120nwe,nwe,RyanLo00,def_int,0,,,,,
player,201612120nwe,nwe,RyanLo00,def_int_yds,0,,,,,
player,201612120nwe,nwe,RyanLo00,def_int_td,0,,,,,
player,201612120nwe,nwe,RyanLo00,def_int_long,0,,,,,
player,201612120nwe,nwe,RyanLo00,pass_defended,0,,,,,
player,201612120nwe,nwe,RyanLo00,sacks,0.0,,,,,
player,201612120nwe,nwe,RyanLo00,tackles_combined,7,,,,,
player,201612120nwe,nwe,RyanLo00,tackles_solo,5,,,,,
player,201612120nwe,nwe,RyanLo00,tackles_assists,2,,,,,
player,201612120nwe,nwe,RyanLo00,tackles_loss,0,,,,,
player,201612120nwe,nwe,RyanLo00,qb_hits,0,,,,,
player,201612120nwe,nwe,RyanLo00,fumbles_rec,0,,,,,
player,201612120nwe,nwe,RyanLo00,fumbles_rec_yds,0,,,,,
player,201612120nwe,nwe,RyanLo00,fumbles_rec_td,0,,,,,
player,201612120nwe,nwe,RyanLo00,fumbles_forced,0,,,,,
player,201612120nwe,nwe,BrowMa01,def_int,0,,,,,
player,201612120nwe,nwe,BrowMa01,def_int_yds,0,,,,,
player,201612120nwe,nwe,BrowMa01,def_int_td,0,,,,,
player,201612120nwe,nwe,BrowMa01,def_int_long,0,,,,,
player,201612120nwe,nwe,BrowMa01,pass_defended,0,,,,,
player,201612120nwe,nwe,BrowMa01,sacks,0.0,,,,,
player,201612120nwe,nwe,BrowMa01,tackles_combined,4,,,,,
player,201612120nwe,nwe,BrowMa01,tackles_solo,1,,,,,
player,201612120nwe,nwe,BrowMa01,tackles_assists,3,,,,,
player,201612120nwe,nwe,BrowMa01,tackles_loss,1,,,,,
player,201612120nwe,nwe,BrowMa01,qb_hits,0,,,,,
player,201612120nwe,nwe,BrowMa01,fumbles_rec,0,,,,,
player,201612120nwe,nwe,BrowMa01,fumbles_rec_yds,0,,,,,
player,201612120nwe,nwe,BrowMa01,fumbles_rec_td,0,,,,,
player,201612120nwe,nwe,BrowMa01,fumbles_forced,0,,,,,
player,201612120nwe,nwe,ButlMa01,def_int,0,,,,,
player,201612120nwe,nwe,ButlMa01,def_int_yds,0,,,,,
player,201612120nwe,nwe,ButlMa01,def_int_td,0,,,,,
player,201612120nwe,nwe,ButlMa01,def_int_long,0,,,,,
player,201612120nwe,nwe,ButlMa01,pass_defended,1,,,,,
player,201612120nwe,nwe,ButlMa01,sacks,0.0,,,,,
player,201612120nwe,nwe,ButlMa01,tackles_combined,4,,,,,
player,201612120nwe,nwe,ButlMa01,tackles_solo,3,,,,,
player,201612120nwe,nwe,ButlMa01,tackles_assists,1,,,,,
player,201612120nwe,nwe,ButlMa01,tackles_loss,0,,,,,
player,201612120nwe,nwe,ButlMa01,qb_hits,0,,,,,
player,201612120nwe,nwe,ButlMa01,fumbles_rec,0,,,,,
player,201612120nwe,nwe,ButlMa01,fumbles_rec_yds,0,,,,,
player,201612120nwe,nwe,ButlMa01,fumbles_rec_td,0,,,,,
player,201612120nwe,nwe,ButlMa01,fumbles_forced,0,,,,,
