game,2016,3,20160925,201609250sea,sfo,"San Francisco 49ers",18,sea,"Seattle Seahawks",37
team,201609250sea,sfo,First Downs,12,,,,,,
team,201609250sea,sea,First Downs,18,,,,,,
team,201609250sea,sfo,Rush-Yds-TDs,31-135-2,,,,,,
team,201609250sea,sea,Rush-Yds-TDs,31-127-2,,,,,,
team,201609250sea,sfo,Cmp-Att-Yd-TD-INT,14-25-119-0-1,,,,,,
team,201609250sea,sea,Cmp-Att-Yd-TD-INT,22-32-308-2-1,,,,,,
team,201609250sea,sfo,Sacked-Yards,0-0,,,,,,
team,201609250sea,sea,Sacked-Yards,2-17,,,,,,
team,201609250sea,sfo,Net Pass Yards,119,,,,,,
team,201609250sea,sea,Net Pass Yards,291,,,,,,
team,201609250sea,sfo,Total Yards,254,,,,,,
team,201609250sea,sea,Total Yards,418,,,,,,
team,201609250sea,sfo,Fumbles-Lost,1-0,,,,,,
team,201609250sea,sea,Fumbles-Lost,1-1,,,,,,
team,201609250sea,sfo,Turnovers,1,,,,,,
team,201609250sea,sea,Turnovers,2,,,,,,
team,201609250sea,sfo,Penalties-Yards,4-35,,,,,,
team,201609250sea,sea,Penalties-Yards,6-50,,,,,,
team,201609250sea,sfo,Third Down Conv.,4-15,,,,,,
team,201609250sea,sea,Third Down Conv.,9-14,,,,,,
team,201609250sea,sfo,Fourth Down Conv.,1-1,,,,,,
team,201609250sea,sea,Fourth Down Conv.,0-0,,,,,,
team,201609250sea,sfo,Time of Possession,24:03,,,,,,
team,201609250sea,sea,Time of Possession,35:57,,,,,,
player,201609250sea,sfo,GabbBl00,pass_cmp,14,,,,,
player,201609250sea,sfo,GabbBl00,pass_att,25,,,,,
player,201609250sea,sfo,GabbBl00,pass_yds,119,,,,,
player,201609250sea,sfo,GabbBl00,pass_td,0,,,,,
player,201609250sea,sfo,GabbBl00,pass_int,1,,,,,
player,201609250sea,sfo,GabbBl00,pass_sacked,0,,,,,
player,201609250sea,sfo,GabbBl00,pass_sacked_yds,0,,,,,
player,201609250sea,sfo,GabbBl00,pass_long,20,,,,,
player,201609250sea,sfo,GabbBl00,pass_rating,51.9,,,,,
player,201609250sea,sfo,GabbBl00,rush_att,5,,,,,
player,201609250sea,sfo,GabbBl00,rush_yds,22,,,,,
player,201609250sea,sfo,GabbBl00,rush_td,0,,,,,
player,201609250sea,sfo,GabbBl00,rush_long,10,,,,,
player,201609250sea,sfo,GabbBl00,targets,0,,,,,
player,201609250sea,sfo,GabbBl00,rec,0,,,,,
player,201609250sea,sfo,GabbBl00,rec_yds,0,,,,,
player,201609250sea,sfo,GabbBl00,rec_td,0,,,,,
player,201609250sea,sfo,GabbBl00,rec_long,0,,,,,
player,201609250sea,sfo,GabbBl00,fumbles,0,,,,,
player,201609250sea,sfo,GabbBl00,fumbles_lost,0,,,,,
player,201609250sea,sfo,HydeCa00,pass_cmp,0,,,,,
player,201609250sea,sfo,HydeCa00,pass_att,0,,,,,
player,201609250sea,sfo,HydeCa00,pass_yds,0,,,,,
player,201609250sea,sfo,HydeCa00,pass_td,0,,,,,
player,201609250sea,sfo,HydeCa00,pass_int,0,,,,,
player,201609250sea,sfo,HydeCa00,pass_sacked,0,,,,,
player,201609250sea,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201609250sea,sfo,HydeCa00,pass_long,0,,,,,
player,201609250sea,sfo,HydeCa00,pass_rating,,,,,,
player,201609250sea,sfo,HydeCa00,rush_att,21,,,,,
player,201609250sea,sfo,HydeCa00,rush_yds,103,,,,,
player,201609250sea,sfo,HydeCa00,rush_td,2,,,,,
player,201609250sea,sfo,HydeCa00,rush_long,34,,,,,
player,201609250sea,sfo,HydeCa00,targets,1,,,,,
player,201609250sea,sfo,HydeCa00,rec,1,,,,,
player,201609250sea,sfo,HydeCa00,rec_yds,2,,,,,
player,201609250sea,sfo,HydeCa00,rec_td,0,,,,,
player,201609250sea,sfo,HydeCa00,rec_long,2,,,,,
player,201609250sea,sfo,HydeCa00,fumbles,0,,,,,
player,201609250sea,sfo,HydeCa00,fumbles_lost,0,,,,,
player,201609250sea,sfo,DrauSh00,pass_cmp,0,,,,,
player,201609250sea,sfo,DrauSh00,pass_att,0,,,,,
player,201609250sea,sfo,DrauSh00,pass_yds,0,,,,,
player,201609250sea,sfo,DrauSh00,pass_td,0,,,,,
player,201609250sea,sfo,DrauSh00,pass_int,0,,,,,
player,201609250sea,sfo,DrauSh00,pass_sacked,0,,,,,
player,201609250sea,sfo,DrauSh00,pass_sacked_yds,0,,,,,
player,201609250sea,sfo,DrauSh00,pass_long,0,,,,,
player,201609250sea,sfo,DrauSh00,pass_rating,,,,,,
player,201609250sea,sfo,DrauSh00,rush_att,5,,,,,
player,201609250sea,sfo,DrauSh00,rush_yds,10,,,,,
player,201609250sea,sfo,DrauSh00,rush_td,0,,,,,
player,201609250sea,sfo,DrauSh00,rush_long,7,,,,,
player,201609250sea,sfo,DrauSh00,targets,2,,,,,
player,201609250sea,sfo,DrauSh00,rec,1,,,,,
player,201609250sea,sfo,DrauSh00,rec_yds,2,,,,,
player,201609250sea,sfo,DrauSh00,rec_td,0,,,,,
player,201609250sea,sfo,DrauSh00,rec_long,2,,,,,
player,201609250sea,sfo,DrauSh00,fumbles,0,,,,,
player,201609250sea,sfo,DrauSh00,fumbles_lost,0,,,,,
player,201609250sea,sfo,SmitTo02,pass_cmp,0,,,,,
player,201609250sea,sfo,SmitTo02,pass_att,0,,,,,
player,201609250sea,sfo,SmitTo02,pass_yds,0,,,,,
player,201609250sea,sfo,SmitTo02,pass_td,0,,,,,
player,201609250sea,sfo,SmitTo02,pass_int,0,,,,,
player,201609250sea,sfo,SmitTo02,pass_sacked,0,,,,,
player,201609250sea,sfo,SmitTo02,pass_sacked_yds,0,,,,,
player,201609250sea,sfo,SmitTo02,pass_long,0,,,,,
player,201609250sea,sfo,SmitTo02,pass_rating,,,,,,
player,201609250sea,sfo,SmitTo02,rush_att,0,,,,,
player,201609250sea,sfo,SmitTo02,rush_yds,0,,,,,
player,201609250sea,sfo,SmitTo02,rush_td,0,,,,,
player,201609250sea,sfo,SmitTo02,rush_long,0,,,,,
player,201609250sea,sfo,SmitTo02,targets,4,,,,,
player,201609250sea,sfo,SmitTo02,rec,3,,,,,
player,201609250sea,sfo,SmitTo02,rec_yds,35,,,,,
player,201609250sea,sfo,SmitTo02,rec_td,0,,,,,
player,201609250sea,sfo,SmitTo02,rec_long,13,,,,,
player,201609250sea,sfo,SmitTo02,fumbles,0,,,,,
player,201609250sea,sfo,SmitTo02,fumbles_lost,0,,,,,
player,201609250sea,sfo,CeleGa00,pass_cmp,0,,,,,
player,201609250sea,sfo,CeleGa00,pass_att,0,,,,,
player,201609250sea,sfo,CeleGa00,pass_yds,0,,,,,
player,201609250sea,sfo,CeleGa00,pass_td,0,,,,,
player,201609250sea,sfo,CeleGa00,pass_int,0,,,,,
player,201609250sea,sfo,CeleGa00,pass_sacked,0,,,,,
player,201609250sea,sfo,CeleGa00,pass_sacked_yds,0,,,,,
player,201609250sea,sfo,CeleGa00,pass_long,0,,,,,
player,201609250sea,sfo,CeleGa00,pass_rating,,,,,,
player,201609250sea,sfo,CeleGa00,rush_att,0,,,,,
player,201609250sea,sfo,CeleGa00,rush_yds,0,,,,,
player,201609250sea,sfo,CeleGa00,rush_td,0,,,,,
player,201609250sea,sfo,CeleGa00,rush_long,0,,,,,
player,201609250sea,sfo,CeleGa00,targets,4,,,,,
player,201609250sea,sfo,CeleGa00,rec,3,,,,,
player,201609250sea,sfo,CeleGa00,rec_yds,25,,,,,
player,201609250sea,sfo,CeleGa00,rec_td,0,,,,,
player,201609250sea,sfo,CeleGa00,rec_long,18,,,,,
player,201609250sea,sfo,CeleGa00,fumbles,0,,,,,
player,201609250sea,sfo,CeleGa00,fumbles_lost,0,,,,,
player,201609250sea,sfo,KerlJe00,pass_cmp,0,,,,,
player,201609250sea,sfo,KerlJe00,pass_att,0,,,,,
player,201609250sea,sfo,KerlJe00,pass_yds,0,,,,,
player,201609250sea,sfo,KerlJe00,pass_td,0,,,,,
player,201609250sea,sfo,KerlJe00,pass_int,0,,,,,
player,201609250sea,sfo,KerlJe00,pass_sacked,0,,,,,
player,201609250sea,sfo,KerlJe00,pass_sacked_yds,0,,,,,
player,201609250sea,sfo,KerlJe00,pass_long,0,,,,,
player,201609250sea,sfo,KerlJe00,pass_rating,,,,,,
player,201609250sea,sfo,KerlJe00,rush_att,0,,,,,
player,201609250sea,sfo,KerlJe00,rush_yds,0,,,,,
player,201609250sea,sfo,KerlJe00,rush_td,0,,,,,
player,201609250sea,sfo,KerlJe00,rush_long,0,,,,,
player,201609250sea,sfo,KerlJe00,targets,6,,,,,
player,201609250sea,sfo,KerlJe00,rec,2,,,,,
player,201609250sea,sfo,KerlJe00,rec_yds,24,,,,,
player,201609250sea,sfo,KerlJe00,rec_td,0,,,,,
player,201609250sea,sfo,KerlJe00,rec_long,20,,,,,
player,201609250sea,sfo,KerlJe00,fumbles,1,,,,,
player,201609250sea,sfo,KerlJe00,fumbles_lost,0,,,,,
player,201609250sea,sfo,StreRo00,pass_cmp,0,,,,,
player,201609250sea,sfo,StreRo00,pass_att,0,,,,,
player,201609250sea,sfo,StreRo00,pass_yds,0,,,,,
player,201609250sea,sfo,StreRo00,pass_td,0,,,,,
player,201609250sea,sfo,StreRo00,pass_int,0,,,,,
player,201609250sea,sfo,StreRo00,pass_sacked,0,,,,,
player,201609250sea,sfo,StreRo00,pass_sacked_yds,0,,,,,
player,201609250sea,sfo,StreRo00,pass_long,0,,,,,
player,201609250sea,sfo,StreRo00,pass_rating,,,,,,
player,201609250sea,sfo,StreRo00,rush_att,0,,,,,
player,201609250sea,sfo,StreRo00,rush_yds,0,,,,,
player,201609250sea,sfo,StreRo00,rush_td,0,,,,,
player,201609250sea,sfo,StreRo00,rush_long,0,,,,,
player,201609250sea,sfo,StreRo00,targets,1,,,,,
player,201609250sea,sfo,StreRo00,rec,1,,,,,
player,201609250sea,sfo,StreRo00,rec_yds,19,,,,,
player,201609250sea,sfo,StreRo00,rec_td,0,,,,,
player,201609250sea,sfo,StreRo00,rec_long,19,,,,,
player,201609250sea,sfo,StreRo00,fumbles,0,,,,,
player,201609250sea,sfo,StreRo00,fumbles_lost,0,,,,,
player,201609250sea,sfo,PattQu00,pass_cmp,0,,,,,
player,201609250sea,sfo,PattQu00,pass_att,0,,,,,
player,201609250sea,sfo,PattQu00,pass_yds,0,,,,,
