game,2016,14,20161211,201612110tam,nor,"New Orleans Saints",11,tam,"Tampa Bay Buccaneers",16
player,201612110tam,nor,HighTi00,targets,2,,,,,
player,201612110tam,nor,HighTi00,rec,1,,,,,
player,201612110tam,nor,HighTi00,rec_yds,8,,,,,
player,201612110tam,nor,HighTi00,rec_td,0,,,,,
player,201612110tam,nor,HighTi00,rec_long,8,,,,,
player,201612110tam,nor,HighTi00,fumbles,0,,,,,
player,201612110tam,nor,HighTi00,fumbles_lost,0,,,,,
player,201612110tam,nor,IngrMa01,pass_cmp,0,,,,,
player,201612110tam,nor,IngrMa01,pass_att,0,,,,,
player,201612110tam,nor,IngrMa01,pass_yds,0,,,,,
player,201612110tam,nor,IngrMa01,pass_td,0,,,,,
player,201612110tam,nor,IngrMa01,pass_int,0,,,,,
player,201612110tam,nor,IngrMa01,pass_sacked,0,,,,,
player,201612110tam,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201612110tam,nor,IngrMa01,pass_long,0,,,,,
player,201612110tam,nor,IngrMa01,pass_rating,,,,,,
player,201612110tam,nor,IngrMa01,rush_att,7,,,,,
player,201612110tam,nor,IngrMa01,rush_yds,14,,,,,
player,201612110tam,nor,IngrMa01,rush_td,0,,,,,
player,201612110tam,nor,IngrMa01,rush_long,9,,,,,
player,201612110tam,nor,IngrMa01,targets,2,,,,,
player,201612110tam,nor,IngrMa01,rec,1,,,,,
player,201612110tam,nor,IngrMa01,rec_yds,9,,,,,
player,201612110tam,nor,IngrMa01,rec_td,0,,,,,
player,201612110tam,nor,IngrMa01,rec_long,9,,,,,
player,201612110tam,nor,IngrMa01,fumbles,0,,,,,
player,201612110tam,nor,IngrMa01,fumbles_lost,0,,,,,
player,201612110tam,nor,SneaWi00,pass_cmp,0,,,,,
player,201612110tam,nor,SneaWi00,pass_att,0,,,,,
player,201612110tam,nor,SneaWi00,pass_yds,0,,,,,
player,201612110tam,nor,SneaWi00,pass_td,0,,,,,
player,201612110tam,nor,SneaWi00,pass_int,0,,,,,
player,201612110tam,nor,SneaWi00,pass_sacked,0,,,,,
player,201612110tam,nor,SneaWi00,pass_sacked_yds,0,,,,,
player,201612110tam,nor,SneaWi00,pass_long,0,,,,,
player,201612110tam,nor,SneaWi00,pass_rating,,,,,,
player,201612110tam,nor,SneaWi00,rush_att,0,,,,,
player,201612110tam,nor,SneaWi00,rush_yds,0,,,,,
player,201612110tam,nor,SneaWi00,rush_td,0,,,,,
player,201612110tam,nor,SneaWi00,rush_long,0,,,,,
player,201612110tam,nor,SneaWi00,targets,8,,,,,
player,201612110tam,nor,SneaWi00,rec,6,,,,,
player,201612110tam,nor,SneaWi00,rec_yds,85,,,,,
player,201612110tam,nor,SneaWi00,rec_td,0,,,,,
player,201612110tam,nor,SneaWi00,rec_long,29,,,,,
player,201612110tam,nor,SneaWi00,fumbles,0,,,,,
player,201612110tam,nor,SneaWi00,fumbles_lost,0,,,,,
player,201612110tam,nor,CookBr00,pass_cmp,0,,,,,
player,201612110tam,nor,CookBr00,pass_att,0,,,,,
player,201612110tam,nor,CookBr00,pass_yds,0,,,,,
player,201612110tam,nor,CookBr00,pass_td,0,,,,,
player,201612110tam,nor,CookBr00,pass_int,0,,,,,
player,201612110tam,nor,CookBr00,pass_sacked,0,,,,,
player,201612110tam,nor,CookBr00,pass_sacked_yds,0,,,,,
player,201612110tam,nor,CookBr00,pass_long,0,,,,,
player,201612110tam,nor,CookBr00,pass_rating,,,,,,
player,201612110tam,nor,CookBr00,rush_att,0,,,,,
player,201612110tam,nor,CookBr00,rush_yds,0,,,,,
player,201612110tam,nor,CookBr00,rush_td,0,,,,,
player,201612110tam,nor,CookBr00,rush_long,0,,,,,
player,201612110tam,nor,CookBr00,targets,10,,,,,
player,201612110tam,nor,CookBr00,rec,5,,,,,
player,201612110tam,nor,CookBr00,rec_yds,61,,,,,
player,201612110tam,nor,CookBr00,rec_td,0,,,,,
player,201612110tam,nor,CookBr00,rec_long,38,,,,,
player,201612110tam,nor,CookBr00,fumbles,0,,,,,
player,201612110tam,nor,CookBr00,fumbles_lost,0,,,,,
player,201612110tam,nor,ColeBr00,pass_cmp,0,,,,,
player,201612110tam,nor,ColeBr00,pass_att,0,,,,,
player,201612110tam,nor,ColeBr00,pass_yds,0,,,,,
player,201612110tam,nor,ColeBr00,pass_td,0,,,,,
player,201612110tam,nor,ColeBr00,pass_int,0,,,,,
player,201612110tam,nor,ColeBr00,pass_sacked,0,,,,,
player,201612110tam,nor,ColeBr00,pass_sacked_yds,0,,,,,
player,201612110tam,nor,ColeBr00,pass_long,0,,,,,
player,201612110tam,nor,ColeBr00,pass_rating,,,,,,
player,201612110tam,nor,ColeBr00,rush_att,0,,,,,
player,201612110tam,nor,ColeBr00,rush_yds,0,,,,,
player,201612110tam,nor,ColeBr00,rush_td,0,,,,,
player,201612110tam,nor,ColeBr00,rush_long,0,,,,,
player,201612110tam,nor,ColeBr00,targets,8,,,,,
player,201612110tam,nor,ColeBr00,rec,5,,,,,
player,201612110tam,nor,ColeBr00,rec_yds,47,,,,,
player,201612110tam,nor,ColeBr00,rec_td,0,,,,,
player,201612110tam,nor,ColeBr00,rec_long,16,,,,,
player,201612110tam,nor,ColeBr00,fumbles,0,,,,,
player,201612110tam,nor,ColeBr00,fumbles_lost,0,,,,,
player,201612110tam,nor,PhilJo00,pass_cmp,0,,,,,
player,201612110tam,nor,PhilJo00,pass_att,0,,,,,
player,201612110tam,nor,PhilJo00,pass_yds,0,,,,,
player,201612110tam,nor,PhilJo00,pass_td,0,,,,,
player,201612110tam,nor,PhilJo00,pass_int,0,,,,,
player,201612110tam,nor,PhilJo00,pass_sacked,0,,,,,
player,201612110tam,nor,PhilJo00,pass_sacked_yds,0,,,,,
player,201612110tam,nor,PhilJo00,pass_long,0,,,,,
player,201612110tam,nor,PhilJo00,pass_rating,,,,,,
player,201612110tam,nor,PhilJo00,rush_att,0,,,,,
player,201612110tam,nor,PhilJo00,rush_yds,0,,,,,
player,201612110tam,nor,PhilJo00,rush_td,0,,,,,
player,201612110tam,nor,PhilJo00,rush_long,0,,,,,
player,201612110tam,nor,PhilJo00,targets,1,,,,,
player,201612110tam,nor,PhilJo00,rec,1,,,,,
player,201612110tam,nor,PhilJo00,rec_yds,8,,,,,
player,201612110tam,nor,PhilJo00,rec_td,0,,,,,
player,201612110tam,nor,PhilJo00,rec_long,8,,,,,
player,201612110tam,nor,PhilJo00,fumbles,0,,,,,
player,201612110tam,nor,PhilJo00,fumbles_lost,0,,,,,
player,201612110tam,nor,FleeCo00,pass_cmp,0,,,,,
player,201612110tam,nor,FleeCo00,pass_att,0,,,,,
player,201612110tam,nor,FleeCo00,pass_yds,0,,,,,
player,201612110tam,nor,FleeCo00,pass_td,0,,,,,
player,201612110tam,nor,FleeCo00,pass_int,0,,,,,
player,201612110tam,nor,FleeCo00,pass_sacked,0,,,,,
player,201612110tam,nor,FleeCo00,pass_sacked_yds,0,,,,,
player,201612110tam,nor,FleeCo00,pass_long,0,,,,,
player,201612110tam,nor,FleeCo00,pass_rating,,,,,,
player,201612110tam,nor,FleeCo00,rush_att,0,,,,,
player,201612110tam,nor,FleeCo00,rush_yds,0,,,,,
player,201612110tam,nor,FleeCo00,rush_td,0,,,,,
player,201612110tam,nor,FleeCo00,rush_long,0,,,,,
player,201612110tam,nor,FleeCo00,targets,3,,,,,
player,201612110tam,nor,FleeCo00,rec,1,,,,,
player,201612110tam,nor,FleeCo00,rec_yds,6,,,,,
player,201612110tam,nor,FleeCo00,rec_td,0,,,,,
player,201612110tam,nor,FleeCo00,rec_long,6,,,,,
player,201612110tam,nor,FleeCo00,fumbles,0,,,,,
player,201612110tam,nor,FleeCo00,fumbles_lost,0,,,,,
player,201612110tam,nor,KuhnJo00,pass_cmp,0,,,,,
player,201612110tam,nor,KuhnJo00,pass_att,0,,,,,
player,201612110tam,nor,KuhnJo00,pass_yds,0,,,,,
player,201612110tam,nor,KuhnJo00,pass_td,0,,,,,
player,201612110tam,nor,KuhnJo00,pass_int,0,,,,,
player,201612110tam,nor,KuhnJo00,pass_sacked,0,,,,,
player,201612110tam,nor,KuhnJo00,pass_sacked_yds,0,,,,,
player,201612110tam,nor,KuhnJo00,pass_long,0,,,,,
player,201612110tam,nor,KuhnJo00,pass_rating,,,,,,
player,201612110tam,nor,KuhnJo00,rush_att,1,,,,,
player,201612110tam,nor,KuhnJo00,rush_yds,0,,,,,
player,201612110tam,nor,KuhnJo00,rush_td,0,,,,,
player,201612110tam,nor,KuhnJo00,rush_long,0,,,,,
player,201612110tam,nor,KuhnJo00,targets,2,,,,,
player,201612110tam,nor,KuhnJo00,rec,1,,,,,
player,201612110tam,nor,KuhnJo00,rec_yds,3,,,,,
player,201612110tam,nor,KuhnJo00,rec_td,0,,,,,
player,201612110tam,nor,KuhnJo00,rec_long,3,,,,,
player,201612110tam,nor,KuhnJo00,fumbles,0,,,,,
player,201612110tam,nor,KuhnJo00,fumbles_lost,0,,,,,
player,201612110tam,nor,CadeTr00,pass_cmp,0,,,,,
player,201612110tam,nor,CadeTr00,pass_att,0,,,,,
player,201612110tam,nor,CadeTr00,pass_yds,0,,,,,
player,201612110tam,nor,CadeTr00,pass_td,0,,,,,
player,201612110tam,nor,CadeTr00,pass_int,0,,,,,
player,201612110tam,nor,CadeTr00,pass_sacked,0,,,,,
player,201612110tam,nor,CadeTr00,pass_sacked_yds,0,,,,,
player,201612110tam,nor,CadeTr00,pass_long,0,,,,,
player,201612110tam,nor,CadeTr00,pass_rating,,,,,,
player,201612110tam,nor,CadeTr00,rush_att,1,,,,,
player,201612110tam,nor,CadeTr00,rush_yds,-1,,,,,
player,201612110tam,nor,CadeTr00,rush_td,0,,,,,
player,201612110tam,nor,CadeTr00,rush_long,-1,,,,,
player,201612110tam,nor,CadeTr00,targets,5,,,,,
player,201612110tam,nor,CadeTr00,rec,4,,,,,
player,201612110tam,nor,CadeTr00,rec_yds,30,,,,,
player,201612110tam,nor,CadeTr00,rec_td,0,,,,,
player,201612110tam,nor,CadeTr00,rec_long,11,,,,,
player,201612110tam,nor,CadeTr00,fumbles,0,,,,,
player,201612110tam,nor,CadeTr00,fumbles_lost,0,,,,,
player,201612110tam,tam,WinsJa00,pass_cmp,16,,,,,
player,201612110tam,tam,WinsJa00,pass_att,26,,,,,
player,201612110tam,tam,WinsJa00,pass_yds,184,,,,,
player,201612110tam,tam,WinsJa00,pass_td,0,,,,,
player,201612110tam,tam,WinsJa00,pass_int,0,,,,,
player,201612110tam,tam,WinsJa00,pass_sacked,2,,,,,
player,201612110tam,tam,WinsJa00,pass_sacked_yds,18,,,,,
player,201612110tam,tam,WinsJa00,pass_long,0,,,,,
player,201612110tam,tam,WinsJa00,pass_rating,82.9,,,,,
player,201612110tam,tam,WinsJa00,rush_att,5,,,,,
player,201612110tam,tam,WinsJa00,rush_yds,16,,,,,
player,201612110tam,tam,WinsJa00,rush_td,0,,,,,
player,201612110tam,tam,WinsJa00,rush_long,14,,,,,
player,201612110tam,tam,WinsJa00,targets,0,,,,,
player,201612110tam,tam,WinsJa00,rec,0,,,,,
player,201612110tam,tam,WinsJa00,rec_yds,0,,,,,
player,201612110tam,tam,WinsJa00,rec_td,0,,,,,
player,201612110tam,tam,WinsJa00,rec_long,0,,,,,
player,201612110tam,tam,WinsJa00,fumbles,0,,,,,
player,201612110tam,tam,WinsJa00,fumbles_lost,0,,,,,
player,201612110tam,tam,MartDo00,pass_cmp,0,,,,,
player,201612110tam,tam,MartDo00,pass_att,0,,,,,
player,201612110tam,tam,MartDo00,pass_yds,0,,,,,
player,201612110tam,tam,MartDo00,pass_td,0,,,,,
player,201612110tam,tam,MartDo00,pass_int,0,,,,,
player,201612110tam,tam,MartDo00,pass_sacked,0,,,,,
player,201612110tam,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201612110tam,tam,MartDo00,pass_long,0,,,,,
player,201612110tam,tam,MartDo00,pass_rating,,,,,,
player,201612110tam,tam,MartDo00,rush_att,23,,,,,
player,201612110tam,tam,MartDo00,rush_yds,66,,,,,
player,201612110tam,tam,MartDo00,rush_td,1,,,,,
player,201612110tam,tam,MartDo00,rush_long,8,,,,,
player,201612110tam,tam,MartDo00,targets,2,,,,,
player,201612110tam,tam,MartDo00,rec,2,,,,,
player,201612110tam,tam,MartDo00,rec_yds,19,,,,,
player,201612110tam,tam,MartDo00,rec_td,0,,,,,
player,201612110tam,tam,MartDo00,rec_long,11,,,,,
player,201612110tam,tam,MartDo00,fumbles,0,,,,,
player,201612110tam,tam,MartDo00,fumbles_lost,0,,,,,
player,201612110tam,tam,SimsCh00,pass_cmp,0,,,,,
player,201612110tam,tam,SimsCh00,pass_att,0,,,,,
player,201612110tam,tam,SimsCh00,pass_yds,0,,,,,
player,201612110tam,tam,SimsCh00,pass_td,0,,,,,
player,201612110tam,tam,SimsCh00,pass_int,0,,,,,
player,201612110tam,tam,SimsCh00,pass_sacked,0,,,,,
player,201612110tam,tam,SimsCh00,pass_sacked_yds,0,,,,,
player,201612110tam,tam,SimsCh00,pass_long,0,,,,,
player,201612110tam,tam,SimsCh00,pass_rating,,,,,,
player,201612110tam,tam,SimsCh00,rush_att,4,,,,,
player,201612110tam,tam,SimsCh00,rush_yds,17,,,,,
player,201612110tam,tam,SimsCh00,rush_td,0,,,,,
player,201612110tam,tam,SimsCh00,rush_long,12,,,,,
player,201612110tam,tam,SimsCh00,targets,4,,,,,
player,201612110tam,tam,SimsCh00,rec,3,,,,,
player,201612110tam,tam,SimsCh00,rec_yds,33,,,,,
player,201612110tam,tam,SimsCh00,rec_td,0,,,,,
player,201612110tam,tam,SimsCh00,rec_long,13,,,,,
player,201612110tam,tam,SimsCh00,fumbles,0,,,,,
player,201612110tam,tam,SimsCh00,fumbles_lost,0,,,,,
player,201612110tam,tam,HuffJo00,pass_cmp,0,,,,,
player,201612110tam,tam,HuffJo00,pass_att,0,,,,,
player,201612110tam,tam,HuffJo00,pass_yds,0,,,,,
player,201612110tam,tam,HuffJo00,pass_td,0,,,,,
player,201612110tam,tam,HuffJo00,pass_int,0,,,,,
player,201612110tam,tam,HuffJo00,pass_sacked,0,,,,,
player,201612110tam,tam,HuffJo00,pass_sacked_yds,0,,,,,
player,201612110tam,tam,HuffJo00,pass_long,0,,,,,
player,201612110tam,tam,HuffJo00,pass_rating,,,,,,
player,201612110tam,tam,HuffJo00,rush_att,1,,,,,
player,201612110tam,tam,HuffJo00,rush_yds,5,,,,,
player,201612110tam,tam,HuffJo00,rush_td,0,,,,,
player,201612110tam,tam,HuffJo00,rush_long,5,,,,,
player,201612110tam,tam,HuffJo00,targets,2,,,,,
player,201612110tam,tam,HuffJo00,rec,1,,,,,
player,201612110tam,tam,HuffJo00,rec_yds,17,,,,,
player,201612110tam,tam,HuffJo00,rec_td,0,,,,,
player,201612110tam,tam,HuffJo00,rec_long,17,,,,,
player,201612110tam,tam,HuffJo00,fumbles,0,,,,,
player,201612110tam,tam,HuffJo00,fumbles_lost,0,,,,,
player,201612110tam,tam,BratCa00,pass_cmp,0,,,,,
player,201612110tam,tam,BratCa00,pass_att,0,,,,,
player,201612110tam,tam,BratCa00,pass_yds,0,,,,,
player,201612110tam,tam,BratCa00,pass_td,0,,,,,
player,201612110tam,tam,BratCa00,pass_int,0,,,,,
player,201612110tam,tam,BratCa00,pass_sacked,0,,,,,
player,201612110tam,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201612110tam,tam,BratCa00,pass_long,0,,,,,
player,201612110tam,tam,BratCa00,pass_rating,,,,,,
player,201612110tam,tam,BratCa00,rush_att,0,,,,,
player,201612110tam,tam,BratCa00,rush_yds,0,,,,,
player,201612110tam,tam,BratCa00,rush_td,0,,,,,
player,201612110tam,tam,BratCa00,rush_long,0,,,,,
player,201612110tam,tam,BratCa00,targets,5,,,,,
player,201612110tam,tam,BratCa00,rec,4,,,,,
player,201612110tam,tam,BratCa00,rec_yds,47,,,,,
player,201612110tam,tam,BratCa00,rec_td,0,,,,,
player,201612110tam,tam,BratCa00,rec_long,18,,,,,
player,201612110tam,tam,BratCa00,fumbles,0,,,,,
player,201612110tam,tam,BratCa00,fumbles_lost,0,,,,,
player,201612110tam,tam,EvanMi00,pass_cmp,0,,,,,
player,201612110tam,tam,EvanMi00,pass_att,0,,,,,
player,201612110tam,tam,EvanMi00,pass_yds,0,,,,,
player,201612110tam,tam,EvanMi00,pass_td,0,,,,,
player,201612110tam,tam,EvanMi00,pass_int,0,,,,,
player,201612110tam,tam,EvanMi00,pass_sacked,0,,,,,
player,201612110tam,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201612110tam,tam,EvanMi00,pass_long,0,,,,,
player,201612110tam,tam,EvanMi00,pass_rating,,,,,,
player,201612110tam,tam,EvanMi00,rush_att,0,,,,,
player,201612110tam,tam,EvanMi00,rush_yds,0,,,,,
player,201612110tam,tam,EvanMi00,rush_td,0,,,,,
player,201612110tam,tam,EvanMi00,rush_long,0,,,,,
player,201612110tam,tam,EvanMi00,targets,8,,,,,
player,201612110tam,tam,EvanMi00,rec,4,,,,,
player,201612110tam,tam,EvanMi00,rec_yds,42,,,,,
player,201612110tam,tam,EvanMi00,rec_td,0,,,,,
player,201612110tam,tam,EvanMi00,rec_long,13,,,,,
player,201612110tam,tam,EvanMi00,fumbles,0,,,,,
player,201612110tam,tam,EvanMi00,fumbles_lost,0,,,,,
player,201612110tam,tam,ShepRu00,pass_cmp,0,,,,,
player,201612110tam,tam,ShepRu00,pass_att,0,,,,,
player,201612110tam,tam,ShepRu00,pass_yds,0,,,,,
player,201612110tam,tam,ShepRu00,pass_td,0,,,,,
player,201612110tam,tam,ShepRu00,pass_int,0,,,,,
player,201612110tam,tam,ShepRu00,pass_sacked,0,,,,,
player,201612110tam,tam,ShepRu00,pass_sacked_yds,0,,,,,
player,201612110tam,tam,ShepRu00,pass_long,0,,,,,
player,201612110tam,tam,ShepRu00,pass_rating,,,,,,
player,201612110tam,tam,ShepRu00,rush_att,0,,,,,
player,201612110tam,tam,ShepRu00,rush_yds,0,,,,,
player,201612110tam,tam,ShepRu00,rush_td,0,,,,,
player,201612110tam,tam,ShepRu00,rush_long,0,,,,,
player,201612110tam,tam,ShepRu00,targets,3,,,,,
player,201612110tam,tam,ShepRu00,rec,1,,,,,
player,201612110tam,tam,ShepRu00,rec_yds,17,,,,,
player,201612110tam,tam,ShepRu00,rec_td,0,,,,,
player,201612110tam,tam,ShepRu00,rec_long,17,,,,,
player,201612110tam,tam,ShepRu00,fumbles,0,,,,,
player,201612110tam,tam,ShepRu00,fumbles_lost,0,,,,,
player,201612110tam,tam,MyerBr00,pass_cmp,0,,,,,
player,201612110tam,tam,MyerBr00,pass_att,0,,,,,
player,201612110tam,tam,MyerBr00,pass_yds,0,,,,,
player,201612110tam,tam,MyerBr00,pass_td,0,,,,,
player,201612110tam,tam,MyerBr00,pass_int,0,,,,,
player,201612110tam,tam,MyerBr00,pass_sacked,0,,,,,
player,201612110tam,tam,MyerBr00,pass_sacked_yds,0,,,,,
player,201612110tam,tam,MyerBr00,pass_long,0,,,,,
player,201612110tam,tam,MyerBr00,pass_rating,,,,,,
player,201612110tam,tam,MyerBr00,rush_att,0,,,,,
player,201612110tam,tam,MyerBr00,rush_yds,0,,,,,
player,201612110tam,tam,MyerBr00,rush_td,0,,,,,
player,201612110tam,tam,MyerBr00,rush_long,0,,,,,
player,201612110tam,tam,MyerBr00,targets,1,,,,,
player,201612110tam,tam,MyerBr00,rec,1,,,,,
player,201612110tam,tam,MyerBr00,rec_yds,9,,,,,
player,201612110tam,tam,MyerBr00,rec_td,0,,,,,
player,201612110tam,tam,MyerBr00,rec_long,9,,,,,
player,201612110tam,tam,MyerBr00,fumbles,0,,,,,
player,201612110tam,tam,MyerBr00,fumbles_lost,0,,,,,
player,201612110tam,tam,MartFr00,pass_cmp,0,,,,,
player,201612110tam,tam,MartFr00,pass_att,0,,,,,
player,201612110tam,tam,MartFr00,pass_yds,0,,,,,
player,201612110tam,tam,MartFr00,pass_td,0,,,,,
player,201612110tam,tam,MartFr00,pass_int,0,,,,,
player,201612110tam,tam,MartFr00,pass_sacked,0,,,,,
player,201612110tam,tam,MartFr00,pass_sacked_yds,0,,,,,
player,201612110tam,tam,MartFr00,pass_long,0,,,,,
player,201612110tam,tam,MartFr00,pass_rating,,,,,,
player,201612110tam,tam,MartFr00,rush_att,0,,,,,
player,201612110tam,tam,MartFr00,rush_yds,0,,,,,
player,201612110tam,tam,MartFr00,rush_td,0,,,,,
player,201612110tam,tam,MartFr00,rush_long,0,,,,,
player,201612110tam,tam,MartFr00,targets,1,,,,,
player,201612110tam,tam,MartFr00,rec,0,,,,,
player,201612110tam,tam,MartFr00,rec_yds,0,,,,,
player,201612110tam,tam,MartFr00,rec_td,0,,,,,
player,201612110tam,tam,MartFr00,rec_long,0,,,,,
player,201612110tam,tam,MartFr00,fumbles,0,,,,,
player,201612110tam,tam,MartFr00,fumbles_lost,0,,,,,
player,201612110tam,tam,RodgJa00,pass_cmp,0,,,,,
player,201612110tam,tam,RodgJa00,pass_att,0,,,,,
player,201612110tam,tam,RodgJa00,pass_yds,0,,,,,
player,201612110tam,tam,RodgJa00,pass_td,0,,,,,
player,201612110tam,tam,RodgJa00,pass_int,0,,,,,
player,201612110tam,tam,RodgJa00,pass_sacked,0,,,,,
player,201612110tam,tam,RodgJa00,pass_sacked_yds,0,,,,,
player,201612110tam,tam,RodgJa00,pass_long,0,,,,,
player,201612110tam,tam,RodgJa00,pass_rating,,,,,,
player,201612110tam,tam,RodgJa00,rush_att,2,,,,,
player,201612110tam,tam,RodgJa00,rush_yds,0,,,,,
player,201612110tam,tam,RodgJa00,rush_td,0,,,,,
player,201612110tam,tam,RodgJa00,rush_long,1,,,,,
player,201612110tam,tam,RodgJa00,targets,0,,,,,
player,201612110tam,tam,RodgJa00,rec,0,,,,,
player,201612110tam,tam,RodgJa00,rec_yds,0,,,,,
player,201612110tam,tam,RodgJa00,rec_td,0,,,,,
player,201612110tam,tam,RodgJa00,rec_long,0,,,,,
player,201612110tam,tam,RodgJa00,fumbles,0,,,,,
player,201612110tam,tam,RodgJa00,fumbles_lost,0,,,,,
player,201612110tam,nor,FairNi00,def_int,0,,,,,
player,201612110tam,nor,FairNi00,def_int_yds,0,,,,,
player,201612110tam,nor,FairNi00,def_int_td,0,,,,,
player,201612110tam,nor,FairNi00,def_int_long,0,,,,,
player,201612110tam,nor,FairNi00,pass_defended,0,,,,,
player,201612110tam,nor,FairNi00,sacks,1.0,,,,,
player,201612110tam,nor,FairNi00,tackles_combined,6,,,,,
player,201612110tam,nor,FairNi00,tackles_solo,6,,,,,
player,201612110tam,nor,FairNi00,tackles_assists,0,,,,,
player,201612110tam,nor,FairNi00,tackles_loss,2,,,,,
player,201612110tam,nor,FairNi00,qb_hits,1,,,,,
player,201612110tam,nor,FairNi00,fumbles_rec,0,,,,,
player,201612110tam,nor,FairNi00,fumbles_rec_yds,0,,,,,
player,201612110tam,nor,FairNi00,fumbles_rec_td,0,,,,,
player,201612110tam,nor,FairNi00,fumbles_forced,0,,,,,
player,201612110tam,nor,BellVo00,def_int,0,,,,,
player,201612110tam,nor,BellVo00,def_int_yds,0,,,,,
player,201612110tam,nor,BellVo00,def_int_td,0,,,,,
player,201612110tam,nor,BellVo00,def_int_long,0,,,,,
player,201612110tam,nor,BellVo00,pass_defended,1,,,,,
player,201612110tam,nor,BellVo00,sacks,0.5,,,,,
player,201612110tam,nor,BellVo00,tackles_combined,7,,,,,
player,201612110tam,nor,BellVo00,tackles_solo,3,,,,,
player,201612110tam,nor,BellVo00,tackles_assists,4,,,,,
player,201612110tam,nor,BellVo00,tackles_loss,0,,,,,
player,201612110tam,nor,BellVo00,qb_hits,1,,,,,
player,201612110tam,nor,BellVo00,fumbles_rec,0,,,,,
player,201612110tam,nor,BellVo00,fumbles_rec_yds,0,,,,,
player,201612110tam,nor,BellVo00,fumbles_rec_td,0,,,,,
player,201612110tam,nor,BellVo00,fumbles_forced,0,,,,,
player,201612110tam,nor,JordCa00,def_int,0,,,,,
player,201612110tam,nor,JordCa00,def_int_yds,0,,,,,
player,201612110tam,nor,JordCa00,def_int_td,0,,,,,
