game,2016,9,20161106,201611060cle,dal,"Dallas Cowboys",35,cle,"Cleveland Browns",10
player,201611060cle,dal,WilsDa02,tackles_combined,2,,,,,
player,201611060cle,dal,WilsDa02,tackles_solo,1,,,,,
player,201611060cle,dal,WilsDa02,tackles_assists,1,,,,,
player,201611060cle,dal,WilsDa02,tackles_loss,0,,,,,
player,201611060cle,dal,WilsDa02,qb_hits,1,,,,,
player,201611060cle,dal,WilsDa02,fumbles_rec,0,,,,,
player,201611060cle,dal,WilsDa02,fumbles_rec_yds,0,,,,,
player,201611060cle,dal,WilsDa02,fumbles_rec_td,0,,,,,
player,201611060cle,dal,WilsDa02,fumbles_forced,0,,,,,
player,201611060cle,dal,LeexSe99,def_int,0,,,,,
player,201611060cle,dal,LeexSe99,def_int_yds,0,,,,,
player,201611060cle,dal,LeexSe99,def_int_td,0,,,,,
player,201611060cle,dal,LeexSe99,def_int_long,0,,,,,
player,201611060cle,dal,LeexSe99,pass_defended,0,,,,,
player,201611060cle,dal,LeexSe99,sacks,0.0,,,,,
player,201611060cle,dal,LeexSe99,tackles_combined,8,,,,,
player,201611060cle,dal,LeexSe99,tackles_solo,5,,,,,
player,201611060cle,dal,LeexSe99,tackles_assists,3,,,,,
player,201611060cle,dal,LeexSe99,tackles_loss,1,,,,,
player,201611060cle,dal,LeexSe99,qb_hits,0,,,,,
player,201611060cle,dal,LeexSe99,fumbles_rec,0,,,,,
player,201611060cle,dal,LeexSe99,fumbles_rec_yds,0,,,,,
player,201611060cle,dal,LeexSe99,fumbles_rec_td,0,,,,,
player,201611060cle,dal,LeexSe99,fumbles_forced,0,,,,,
player,201611060cle,dal,ScanOr99,def_int,0,,,,,
player,201611060cle,dal,ScanOr99,def_int_yds,0,,,,,
player,201611060cle,dal,ScanOr99,def_int_td,0,,,,,
player,201611060cle,dal,ScanOr99,def_int_long,0,,,,,
player,201611060cle,dal,ScanOr99,pass_defended,0,,,,,
player,201611060cle,dal,ScanOr99,sacks,0.0,,,,,
player,201611060cle,dal,ScanOr99,tackles_combined,5,,,,,
player,201611060cle,dal,ScanOr99,tackles_solo,4,,,,,
player,201611060cle,dal,ScanOr99,tackles_assists,1,,,,,
player,201611060cle,dal,ScanOr99,tackles_loss,0,,,,,
player,201611060cle,dal,ScanOr99,qb_hits,0,,,,,
player,201611060cle,dal,ScanOr99,fumbles_rec,0,,,,,
player,201611060cle,dal,ScanOr99,fumbles_rec_yds,0,,,,,
player,201611060cle,dal,ScanOr99,fumbles_rec_td,0,,,,,
player,201611060cle,dal,ScanOr99,fumbles_forced,0,,,,,
player,201611060cle,dal,WilcJ.00,def_int,0,,,,,
player,201611060cle,dal,WilcJ.00,def_int_yds,0,,,,,
player,201611060cle,dal,WilcJ.00,def_int_td,0,,,,,
player,201611060cle,dal,WilcJ.00,def_int_long,0,,,,,
player,201611060cle,dal,WilcJ.00,pass_defended,0,,,,,
player,201611060cle,dal,WilcJ.00,sacks,0.0,,,,,
player,201611060cle,dal,WilcJ.00,tackles_combined,3,,,,,
player,201611060cle,dal,WilcJ.00,tackles_solo,1,,,,,
player,201611060cle,dal,WilcJ.00,tackles_assists,2,,,,,
player,201611060cle,dal,WilcJ.00,tackles_loss,0,,,,,
player,201611060cle,dal,WilcJ.00,qb_hits,0,,,,,
player,201611060cle,dal,WilcJ.00,fumbles_rec,0,,,,,
player,201611060cle,dal,WilcJ.00,fumbles_rec_yds,0,,,,,
player,201611060cle,dal,WilcJ.00,fumbles_rec_td,0,,,,,
player,201611060cle,dal,WilcJ.00,fumbles_forced,0,,,,,
player,201611060cle,dal,CarrBr99,def_int,0,,,,,
player,201611060cle,dal,CarrBr99,def_int_yds,0,,,,,
player,201611060cle,dal,CarrBr99,def_int_td,0,,,,,
player,201611060cle,dal,CarrBr99,def_int_long,0,,,,,
player,201611060cle,dal,CarrBr99,pass_defended,1,,,,,
player,201611060cle,dal,CarrBr99,sacks,0.0,,,,,
player,201611060cle,dal,CarrBr99,tackles_combined,2,,,,,
player,201611060cle,dal,CarrBr99,tackles_solo,2,,,,,
player,201611060cle,dal,CarrBr99,tackles_assists,0,,,,,
player,201611060cle,dal,CarrBr99,tackles_loss,0,,,,,
player,201611060cle,dal,CarrBr99,qb_hits,0,,,,,
player,201611060cle,dal,CarrBr99,fumbles_rec,0,,,,,
player,201611060cle,dal,CarrBr99,fumbles_rec_yds,0,,,,,
player,201611060cle,dal,CarrBr99,fumbles_rec_td,0,,,,,
player,201611060cle,dal,CarrBr99,fumbles_forced,0,,,,,
player,201611060cle,dal,LawrDe00,def_int,0,,,,,
player,201611060cle,dal,LawrDe00,def_int_yds,0,,,,,
player,201611060cle,dal,LawrDe00,def_int_td,0,,,,,
player,201611060cle,dal,LawrDe00,def_int_long,0,,,,,
player,201611060cle,dal,LawrDe00,pass_defended,0,,,,,
player,201611060cle,dal,LawrDe00,sacks,0.0,,,,,
player,201611060cle,dal,LawrDe00,tackles_combined,2,,,,,
player,201611060cle,dal,LawrDe00,tackles_solo,2,,,,,
player,201611060cle,dal,LawrDe00,tackles_assists,0,,,,,
player,201611060cle,dal,LawrDe00,tackles_loss,1,,,,,
player,201611060cle,dal,LawrDe00,qb_hits,1,,,,,
player,201611060cle,dal,LawrDe00,fumbles_rec,0,,,,,
player,201611060cle,dal,LawrDe00,fumbles_rec_yds,0,,,,,
player,201611060cle,dal,LawrDe00,fumbles_rec_td,0,,,,,
player,201611060cle,dal,LawrDe00,fumbles_forced,0,,,,,
player,201611060cle,dal,McClTe00,def_int,0,,,,,
player,201611060cle,dal,McClTe00,def_int_yds,0,,,,,
player,201611060cle,dal,McClTe00,def_int_td,0,,,,,
player,201611060cle,dal,McClTe00,def_int_long,0,,,,,
player,201611060cle,dal,McClTe00,pass_defended,0,,,,,
player,201611060cle,dal,McClTe00,sacks,0.0,,,,,
player,201611060cle,dal,McClTe00,tackles_combined,2,,,,,
player,201611060cle,dal,McClTe00,tackles_solo,1,,,,,
player,201611060cle,dal,McClTe00,tackles_assists,1,,,,,
player,201611060cle,dal,McClTe00,tackles_loss,0,,,,,
player,201611060cle,dal,McClTe00,qb_hits,1,,,,,
player,201611060cle,dal,McClTe00,fumbles_rec,0,,,,,
player,201611060cle,dal,McClTe00,fumbles_rec_yds,0,,,,,
player,201611060cle,dal,McClTe00,fumbles_rec_td,0,,,,,
player,201611060cle,dal,McClTe00,fumbles_forced,0,,,,,
player,201611060cle,dal,BrowAn02,def_int,0,,,,,
player,201611060cle,dal,BrowAn02,def_int_yds,0,,,,,
player,201611060cle,dal,BrowAn02,def_int_td,0,,,,,
player,201611060cle,dal,BrowAn02,def_int_long,0,,,,,
player,201611060cle,dal,BrowAn02,pass_defended,0,,,,,
player,201611060cle,dal,BrowAn02,sacks,0.0,,,,,
player,201611060cle,dal,BrowAn02,tackles_combined,1,,,,,
player,201611060cle,dal,BrowAn02,tackles_solo,1,,,,,
player,201611060cle,dal,BrowAn02,tackles_assists,0,,,,,
player,201611060cle,dal,BrowAn02,tackles_loss,0,,,,,
player,201611060cle,dal,BrowAn02,qb_hits,0,,,,,
player,201611060cle,dal,BrowAn02,fumbles_rec,0,,,,,
player,201611060cle,dal,BrowAn02,fumbles_rec_yds,0,,,,,
player,201611060cle,dal,BrowAn02,fumbles_rec_td,0,,,,,
player,201611060cle,dal,BrowAn02,fumbles_forced,0,,,,,
player,201611060cle,dal,CrawTy00,def_int,0,,,,,
player,201611060cle,dal,CrawTy00,def_int_yds,0,,,,,
player,201611060cle,dal,CrawTy00,def_int_td,0,,,,,
player,201611060cle,dal,CrawTy00,def_int_long,0,,,,,
player,201611060cle,dal,CrawTy00,pass_defended,0,,,,,
player,201611060cle,dal,CrawTy00,sacks,0.0,,,,,
player,201611060cle,dal,CrawTy00,tackles_combined,1,,,,,
player,201611060cle,dal,CrawTy00,tackles_solo,1,,,,,
player,201611060cle,dal,CrawTy00,tackles_assists,0,,,,,
player,201611060cle,dal,CrawTy00,tackles_loss,0,,,,,
player,201611060cle,dal,CrawTy00,qb_hits,0,,,,,
player,201611060cle,dal,CrawTy00,fumbles_rec,0,,,,,
player,201611060cle,dal,CrawTy00,fumbles_rec_yds,0,,,,,
player,201611060cle,dal,CrawTy00,fumbles_rec_td,0,,,,,
player,201611060cle,dal,CrawTy00,fumbles_forced,0,,,,,
player,201611060cle,dal,HeatJe00,def_int,0,,,,,
player,201611060cle,dal,HeatJe00,def_int_yds,0,,,,,
player,201611060cle,dal,HeatJe00,def_int_td,0,,,,,
player,201611060cle,dal,HeatJe00,def_int_long,0,,,,,
player,201611060cle,dal,HeatJe00,pass_defended,0,,,,,
player,201611060cle,dal,HeatJe00,sacks,0.0,,,,,
player,201611060cle,dal,HeatJe00,tackles_combined,1,,,,,
player,201611060cle,dal,HeatJe00,tackles_solo,1,,,,,
player,201611060cle,dal,HeatJe00,tackles_assists,0,,,,,
player,201611060cle,dal,HeatJe00,tackles_loss,0,,,,,
player,201611060cle,dal,HeatJe00,qb_hits,0,,,,,
player,201611060cle,dal,HeatJe00,fumbles_rec,0,,,,,
player,201611060cle,dal,HeatJe00,fumbles_rec_yds,0,,,,,
player,201611060cle,dal,HeatJe00,fumbles_rec_td,0,,,,,
player,201611060cle,dal,HeatJe00,fumbles_forced,0,,,,,
player,201611060cle,dal,JoneBy00,def_int,0,,,,,
player,201611060cle,dal,JoneBy00,def_int_yds,0,,,,,
player,201611060cle,dal,JoneBy00,def_int_td,0,,,,,
player,201611060cle,dal,JoneBy00,def_int_long,0,,,,,
player,201611060cle,dal,JoneBy00,pass_defended,0,,,,,
player,201611060cle,dal,JoneBy00,sacks,0.0,,,,,
player,201611060cle,dal,JoneBy00,tackles_combined,1,,,,,
player,201611060cle,dal,JoneBy00,tackles_solo,0,,,,,
player,201611060cle,dal,JoneBy00,tackles_assists,1,,,,,
player,201611060cle,dal,JoneBy00,tackles_loss,0,,,,,
player,201611060cle,dal,JoneBy00,qb_hits,0,,,,,
player,201611060cle,dal,JoneBy00,fumbles_rec,0,,,,,
player,201611060cle,dal,JoneBy00,fumbles_rec_yds,0,,,,,
player,201611060cle,dal,JoneBy00,fumbles_rec_td,0,,,,,
player,201611060cle,dal,JoneBy00,fumbles_forced,0,,,,,
player,201611060cle,dal,MayoBe00,def_int,0,,,,,
player,201611060cle,dal,MayoBe00,def_int_yds,0,,,,,
player,201611060cle,dal,MayoBe00,def_int_td,0,,,,,
player,201611060cle,dal,MayoBe00,def_int_long,0,,,,,
player,201611060cle,dal,MayoBe00,pass_defended,0,,,,,
player,201611060cle,dal,MayoBe00,sacks,0.0,,,,,
player,201611060cle,dal,MayoBe00,tackles_combined,1,,,,,
player,201611060cle,dal,MayoBe00,tackles_solo,1,,,,,
player,201611060cle,dal,MayoBe00,tackles_assists,0,,,,,
player,201611060cle,dal,MayoBe00,tackles_loss,0,,,,,
player,201611060cle,dal,MayoBe00,qb_hits,0,,,,,
player,201611060cle,dal,MayoBe00,fumbles_rec,0,,,,,
player,201611060cle,dal,MayoBe00,fumbles_rec_yds,0,,,,,
player,201611060cle,dal,MayoBe00,fumbles_rec_td,0,,,,,
player,201611060cle,dal,MayoBe00,fumbles_forced,0,,,,,
player,201611060cle,dal,McFaLe00,def_int,0,,,,,
player,201611060cle,dal,McFaLe00,def_int_yds,0,,,,,
player,201611060cle,dal,McFaLe00,def_int_td,0,,,,,
player,201611060cle,dal,McFaLe00,def_int_long,0,,,,,
player,201611060cle,dal,McFaLe00,pass_defended,0,,,,,
player,201611060cle,dal,McFaLe00,sacks,0.0,,,,,
player,201611060cle,dal,McFaLe00,tackles_combined,1,,,,,
player,201611060cle,dal,McFaLe00,tackles_solo,1,,,,,
player,201611060cle,dal,McFaLe00,tackles_assists,0,,,,,
player,201611060cle,dal,McFaLe00,tackles_loss,0,,,,,
player,201611060cle,dal,McFaLe00,qb_hits,0,,,,,
player,201611060cle,dal,McFaLe00,fumbles_rec,0,,,,,
player,201611060cle,dal,McFaLe00,fumbles_rec_yds,0,,,,,
player,201611060cle,dal,McFaLe00,fumbles_rec_td,0,,,,,
player,201611060cle,dal,McFaLe00,fumbles_forced,0,,,,,
player,201611060cle,dal,ThorCe00,def_int,0,,,,,
player,201611060cle,dal,ThorCe00,def_int_yds,0,,,,,
player,201611060cle,dal,ThorCe00,def_int_td,0,,,,,
player,201611060cle,dal,ThorCe00,def_int_long,0,,,,,
player,201611060cle,dal,ThorCe00,pass_defended,0,,,,,
player,201611060cle,dal,ThorCe00,sacks,0.0,,,,,
player,201611060cle,dal,ThorCe00,tackles_combined,1,,,,,
player,201611060cle,dal,ThorCe00,tackles_solo,1,,,,,
player,201611060cle,dal,ThorCe00,tackles_assists,0,,,,,
player,201611060cle,dal,ThorCe00,tackles_loss,1,,,,,
player,201611060cle,dal,ThorCe00,qb_hits,0,,,,,
player,201611060cle,dal,ThorCe00,fumbles_rec,0,,,,,
player,201611060cle,dal,ThorCe00,fumbles_rec_yds,0,,,,,
player,201611060cle,dal,ThorCe00,fumbles_rec_td,0,,,,,
player,201611060cle,dal,ThorCe00,fumbles_forced,0,,,,,
player,201611060cle,dal,WilbKy00,def_int,0,,,,,
player,201611060cle,dal,WilbKy00,def_int_yds,0,,,,,
player,201611060cle,dal,WilbKy00,def_int_td,0,,,,,
player,201611060cle,dal,WilbKy00,def_int_long,0,,,,,
player,201611060cle,dal,WilbKy00,pass_defended,0,,,,,
player,201611060cle,dal,WilbKy00,sacks,0.0,,,,,
player,201611060cle,dal,WilbKy00,tackles_combined,1,,,,,
player,201611060cle,dal,WilbKy00,tackles_solo,1,,,,,
player,201611060cle,dal,WilbKy00,tackles_assists,0,,,,,
player,201611060cle,dal,WilbKy00,tackles_loss,0,,,,,
player,201611060cle,dal,WilbKy00,qb_hits,0,,,,,
player,201611060cle,dal,WilbKy00,fumbles_rec,0,,,,,
player,201611060cle,dal,WilbKy00,fumbles_rec_yds,0,,,,,
player,201611060cle,dal,WilbKy00,fumbles_rec_td,0,,,,,
player,201611060cle,dal,WilbKy00,fumbles_forced,0,,,,,
player,201611060cle,cle,DaviDe00,def_int,0,,,,,
player,201611060cle,cle,DaviDe00,def_int_yds,0,,,,,
player,201611060cle,cle,DaviDe00,def_int_td,0,,,,,
player,201611060cle,cle,DaviDe00,def_int_long,0,,,,,
player,201611060cle,cle,DaviDe00,pass_defended,0,,,,,
player,201611060cle,cle,DaviDe00,sacks,0.0,,,,,
player,201611060cle,cle,DaviDe00,tackles_combined,10,,,,,
player,201611060cle,cle,DaviDe00,tackles_solo,7,,,,,
player,201611060cle,cle,DaviDe00,tackles_assists,3,,,,,
player,201611060cle,cle,DaviDe00,tackles_loss,1,,,,,
player,201611060cle,cle,DaviDe00,qb_hits,0,,,,,
player,201611060cle,cle,DaviDe00,fumbles_rec,0,,,,,
player,201611060cle,cle,DaviDe00,fumbles_rec_yds,0,,,,,
player,201611060cle,cle,DaviDe00,fumbles_rec_td,0,,,,,
player,201611060cle,cle,DaviDe00,fumbles_forced,1,,,,,
player,201611060cle,cle,KirkCh00,def_int,0,,,,,
player,201611060cle,cle,KirkCh00,def_int_yds,0,,,,,
player,201611060cle,cle,KirkCh00,def_int_td,0,,,,,
player,201611060cle,cle,KirkCh00,def_int_long,0,,,,,
player,201611060cle,cle,KirkCh00,pass_defended,0,,,,,
player,201611060cle,cle,KirkCh00,sacks,0.0,,,,,
player,201611060cle,cle,KirkCh00,tackles_combined,9,,,,,
player,201611060cle,cle,KirkCh00,tackles_solo,4,,,,,
player,201611060cle,cle,KirkCh00,tackles_assists,5,,,,,
player,201611060cle,cle,KirkCh00,tackles_loss,1,,,,,
player,201611060cle,cle,KirkCh00,qb_hits,0,,,,,
player,201611060cle,cle,KirkCh00,fumbles_rec,0,,,,,
player,201611060cle,cle,KirkCh00,fumbles_rec_yds,0,,,,,
player,201611060cle,cle,KirkCh00,fumbles_rec_td,0,,,,,
player,201611060cle,cle,KirkCh00,fumbles_forced,0,,,,,
player,201611060cle,cle,CollJa00,def_int,0,,,,,
player,201611060cle,cle,CollJa00,def_int_yds,0,,,,,
player,201611060cle,cle,CollJa00,def_int_td,0,,,,,
player,201611060cle,cle,CollJa00,def_int_long,0,,,,,
player,201611060cle,cle,CollJa00,pass_defended,0,,,,,
player,201611060cle,cle,CollJa00,sacks,0.0,,,,,
player,201611060cle,cle,CollJa00,tackles_combined,8,,,,,
player,201611060cle,cle,CollJa00,tackles_solo,5,,,,,
player,201611060cle,cle,CollJa00,tackles_assists,3,,,,,
player,201611060cle,cle,CollJa00,tackles_loss,1,,,,,
player,201611060cle,cle,CollJa00,qb_hits,1,,,,,
player,201611060cle,cle,CollJa00,fumbles_rec,0,,,,,
player,201611060cle,cle,CollJa00,fumbles_rec_yds,0,,,,,
player,201611060cle,cle,CollJa00,fumbles_rec_td,0,,,,,
player,201611060cle,cle,CollJa00,fumbles_forced,0,,,,,
player,201611060cle,cle,CampIb00,def_int,0,,,,,
player,201611060cle,cle,CampIb00,def_int_yds,0,,,,,
player,201611060cle,cle,CampIb00,def_int_td,0,,,,,
player,201611060cle,cle,CampIb00,def_int_long,0,,,,,
player,201611060cle,cle,CampIb00,pass_defended,0,,,,,
player,201611060cle,cle,CampIb00,sacks,0.0,,,,,
player,201611060cle,cle,CampIb00,tackles_combined,6,,,,,
player,201611060cle,cle,CampIb00,tackles_solo,3,,,,,
player,201611060cle,cle,CampIb00,tackles_assists,3,,,,,
player,201611060cle,cle,CampIb00,tackles_loss,0,,,,,
player,201611060cle,cle,CampIb00,qb_hits,0,,,,,
player,201611060cle,cle,CampIb00,fumbles_rec,0,,,,,
player,201611060cle,cle,CampIb00,fumbles_rec_yds,0,,,,,
player,201611060cle,cle,CampIb00,fumbles_rec_td,0,,,,,
player,201611060cle,cle,CampIb00,fumbles_forced,0,,,,,
player,201611060cle,cle,KindDe00,def_int,0,,,,,
player,201611060cle,cle,KindDe00,def_int_yds,0,,,,,
player,201611060cle,cle,KindDe00,def_int_td,0,,,,,
player,201611060cle,cle,KindDe00,def_int_long,0,,,,,
player,201611060cle,cle,KindDe00,pass_defended,0,,,,,
player,201611060cle,cle,KindDe00,sacks,0.0,,,,,
player,201611060cle,cle,KindDe00,tackles_combined,6,,,,,
player,201611060cle,cle,KindDe00,tackles_solo,4,,,,,
player,201611060cle,cle,KindDe00,tackles_assists,2,,,,,
player,201611060cle,cle,KindDe00,tackles_loss,0,,,,,
player,201611060cle,cle,KindDe00,qb_hits,0,,,,,
player,201611060cle,cle,KindDe00,fumbles_rec,0,,,,,
player,201611060cle,cle,KindDe00,fumbles_rec_yds,0,,,,,
player,201611060cle,cle,KindDe00,fumbles_rec_td,0,,,,,
player,201611060cle,cle,KindDe00,fumbles_forced,0,,,,,
player,201611060cle,cle,JohnCa01,def_int,0,,,,,
player,201611060cle,cle,JohnCa01,def_int_yds,0,,,,,
player,201611060cle,cle,JohnCa01,def_int_td,0,,,,,
player,201611060cle,cle,JohnCa01,def_int_long,0,,,,,
player,201611060cle,cle,JohnCa01,pass_defended,0,,,,,
player,201611060cle,cle,JohnCa01,sacks,0.0,,,,,
player,201611060cle,cle,JohnCa01,tackles_combined,5,,,,,
player,201611060cle,cle,JohnCa01,tackles_solo,4,,,,,
player,201611060cle,cle,JohnCa01,tackles_assists,1,,,,,
player,201611060cle,cle,JohnCa01,tackles_loss,0,,,,,
player,201611060cle,cle,JohnCa01,qb_hits,0,,,,,
player,201611060cle,cle,JohnCa01,fumbles_rec,0,,,,,
player,201611060cle,cle,JohnCa01,fumbles_rec_yds,0,,,,,
player,201611060cle,cle,JohnCa01,fumbles_rec_td,0,,,,,
player,201611060cle,cle,JohnCa01,fumbles_forced,0,,,,,
player,201611060cle,cle,ReynEd00,def_int,0,,,,,
player,201611060cle,cle,ReynEd00,def_int_yds,0,,,,,
player,201611060cle,cle,ReynEd00,def_int_td,0,,,,,
player,201611060cle,cle,ReynEd00,def_int_long,0,,,,,
player,201611060cle,cle,ReynEd00,pass_defended,0,,,,,
player,201611060cle,cle,ReynEd00,sacks,0.0,,,,,
player,201611060cle,cle,ReynEd00,tackles_combined,5,,,,,
player,201611060cle,cle,ReynEd00,tackles_solo,3,,,,,
player,201611060cle,cle,ReynEd00,tackles_assists,2,,,,,
player,201611060cle,cle,ReynEd00,tackles_loss,0,,,,,
player,201611060cle,cle,ReynEd00,qb_hits,0,,,,,
player,201611060cle,cle,ReynEd00,fumbles_rec,0,,,,,
player,201611060cle,cle,ReynEd00,fumbles_rec_yds,0,,,,,
player,201611060cle,cle,ReynEd00,fumbles_rec_td,0,,,,,
player,201611060cle,cle,ReynEd00,fumbles_forced,0,,,,,
player,201611060cle,cle,OgbaEm00,def_int,0,,,,,
player,201611060cle,cle,OgbaEm00,def_int_yds,0,,,,,
player,201611060cle,cle,OgbaEm00,def_int_td,0,,,,,
player,201611060cle,cle,OgbaEm00,def_int_long,0,,,,,
player,201611060cle,cle,OgbaEm00,pass_defended,0,,,,,
player,201611060cle,cle,OgbaEm00,sacks,0.0,,,,,
player,201611060cle,cle,OgbaEm00,tackles_combined,4,,,,,
player,201611060cle,cle,OgbaEm00,tackles_solo,0,,,,,
player,201611060cle,cle,OgbaEm00,tackles_assists,4,,,,,
player,201611060cle,cle,OgbaEm00,tackles_loss,0,,,,,
player,201611060cle,cle,OgbaEm00,qb_hits,0,,,,,
player,201611060cle,cle,OgbaEm00,fumbles_rec,0,,,,,
player,201611060cle,cle,OgbaEm00,fumbles_rec_yds,0,,,,,
player,201611060cle,cle,OgbaEm00,fumbles_rec_td,0,,,,,
player,201611060cle,cle,OgbaEm00,fumbles_forced,0,,,,,
player,201611060cle,cle,BoddBr01,def_int,0,,,,,
player,201611060cle,cle,BoddBr01,def_int_yds,0,,,,,
player,201611060cle,cle,BoddBr01,def_int_td,0,,,,,
player,201611060cle,cle,BoddBr01,def_int_long,0,,,,,
player,201611060cle,cle,BoddBr01,pass_defended,0,,,,,
player,201611060cle,cle,BoddBr01,sacks,0.0,,,,,
player,201611060cle,cle,BoddBr01,tackles_combined,3,,,,,
player,201611060cle,cle,BoddBr01,tackles_solo,3,,,,,
player,201611060cle,cle,BoddBr01,tackles_assists,0,,,,,
player,201611060cle,cle,BoddBr01,tackles_loss,0,,,,,
player,201611060cle,cle,BoddBr01,qb_hits,0,,,,,
player,201611060cle,cle,BoddBr01,fumbles_rec,0,,,,,
player,201611060cle,cle,BoddBr01,fumbles_rec_yds,0,,,,,
player,201611060cle,cle,BoddBr01,fumbles_rec_td,0,,,,,
player,201611060cle,cle,BoddBr01,fumbles_forced,0,,,,,
player,201611060cle,cle,MedeJa00,def_int,0,,,,,
player,201611060cle,cle,MedeJa00,def_int_yds,0,,,,,
player,201611060cle,cle,MedeJa00,def_int_td,0,,,,,
player,201611060cle,cle,MedeJa00,def_int_long,0,,,,,
player,201611060cle,cle,MedeJa00,pass_defended,0,,,,,
player,201611060cle,cle,MedeJa00,sacks,0.0,,,,,
player,201611060cle,cle,MedeJa00,tackles_combined,3,,,,,
player,201611060cle,cle,MedeJa00,tackles_solo,1,,,,,
player,201611060cle,cle,MedeJa00,tackles_assists,2,,,,,
player,201611060cle,cle,MedeJa00,tackles_loss,0,,,,,
player,201611060cle,cle,MedeJa00,qb_hits,0,,,,,
player,201611060cle,cle,MedeJa00,fumbles_rec,0,,,,,
player,201611060cle,cle,MedeJa00,fumbles_rec_yds,0,,,,,
player,201611060cle,cle,MedeJa00,fumbles_rec_td,0,,,,,
player,201611060cle,cle,MedeJa00,fumbles_forced,0,,,,,
player,201611060cle,cle,ShelDa01,def_int,0,,,,,
player,201611060cle,cle,ShelDa01,def_int_yds,0,,,,,
player,201611060cle,cle,ShelDa01,def_int_td,0,,,,,
player,201611060cle,cle,ShelDa01,def_int_long,0,,,,,
player,201611060cle,cle,ShelDa01,pass_defended,0,,,,,
player,201611060cle,cle,ShelDa01,sacks,0.0,,,,,
player,201611060cle,cle,ShelDa01,tackles_combined,3,,,,,
player,201611060cle,cle,ShelDa01,tackles_solo,1,,,,,
player,201611060cle,cle,ShelDa01,tackles_assists,2,,,,,
player,201611060cle,cle,ShelDa01,tackles_loss,0,,,,,
player,201611060cle,cle,ShelDa01,qb_hits,0,,,,,
player,201611060cle,cle,ShelDa01,fumbles_rec,0,,,,,
player,201611060cle,cle,ShelDa01,fumbles_rec_yds,0,,,,,
player,201611060cle,cle,ShelDa01,fumbles_rec_td,0,,,,,
player,201611060cle,cle,ShelDa01,fumbles_forced,0,,,,,
player,201611060cle,cle,HadeJo99,def_int,0,,,,,
player,201611060cle,cle,HadeJo99,def_int_yds,0,,,,,
player,201611060cle,cle,HadeJo99,def_int_td,0,,,,,
player,201611060cle,cle,HadeJo99,def_int_long,0,,,,,
player,201611060cle,cle,HadeJo99,pass_defended,0,,,,,
player,201611060cle,cle,HadeJo99,sacks,0.0,,,,,
player,201611060cle,cle,HadeJo99,tackles_combined,2,,,,,
player,201611060cle,cle,HadeJo99,tackles_solo,2,,,,,
player,201611060cle,cle,HadeJo99,tackles_assists,0,,,,,
player,201611060cle,cle,HadeJo99,tackles_loss,0,,,,,
player,201611060cle,cle,HadeJo99,qb_hits,0,,,,,
player,201611060cle,cle,HadeJo99,fumbles_rec,0,,,,,
player,201611060cle,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201611060cle,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201611060cle,cle,HadeJo99,fumbles_forced,0,,,,,
player,201611060cle,cle,TaylJa01,def_int,0,,,,,
player,201611060cle,cle,TaylJa01,def_int_yds,0,,,,,
player,201611060cle,cle,TaylJa01,def_int_td,0,,,,,
player,201611060cle,cle,TaylJa01,def_int_long,0,,,,,
player,201611060cle,cle,TaylJa01,pass_defended,0,,,,,
player,201611060cle,cle,TaylJa01,sacks,0.0,,,,,
player,201611060cle,cle,TaylJa01,tackles_combined,2,,,,,
player,201611060cle,cle,TaylJa01,tackles_solo,2,,,,,
player,201611060cle,cle,TaylJa01,tackles_assists,0,,,,,
player,201611060cle,cle,TaylJa01,tackles_loss,0,,,,,
player,201611060cle,cle,TaylJa01,qb_hits,0,,,,,
player,201611060cle,cle,TaylJa01,fumbles_rec,0,,,,,
player,201611060cle,cle,TaylJa01,fumbles_rec_yds,0,,,,,
player,201611060cle,cle,TaylJa01,fumbles_rec_td,0,,,,,
player,201611060cle,cle,TaylJa01,fumbles_forced,0,,,,,
player,201611060cle,cle,CoopXa00,def_int,0,,,,,
player,201611060cle,cle,CoopXa00,def_int_yds,0,,,,,
player,201611060cle,cle,CoopXa00,def_int_td,0,,,,,
player,201611060cle,cle,CoopXa00,def_int_long,0,,,,,
player,201611060cle,cle,CoopXa00,pass_defended,0,,,,,
player,201611060cle,cle,CoopXa00,sacks,0.0,,,,,
player,201611060cle,cle,CoopXa00,tackles_combined,1,,,,,
player,201611060cle,cle,CoopXa00,tackles_solo,0,,,,,
player,201611060cle,cle,CoopXa00,tackles_assists,1,,,,,
player,201611060cle,cle,CoopXa00,tackles_loss,0,,,,,
player,201611060cle,cle,CoopXa00,qb_hits,0,,,,,
player,201611060cle,cle,CoopXa00,fumbles_rec,0,,,,,
player,201611060cle,cle,CoopXa00,fumbles_rec_yds,0,,,,,
player,201611060cle,cle,CoopXa00,fumbles_rec_td,0,,,,,
player,201611060cle,cle,CoopXa00,fumbles_forced,0,,,,,
player,201611060cle,cle,HowaTr02,def_int,0,,,,,
player,201611060cle,cle,HowaTr02,def_int_yds,0,,,,,
player,201611060cle,cle,HowaTr02,def_int_td,0,,,,,
player,201611060cle,cle,HowaTr02,def_int_long,0,,,,,
player,201611060cle,cle,HowaTr02,pass_defended,0,,,,,
player,201611060cle,cle,HowaTr02,sacks,0.0,,,,,
player,201611060cle,cle,HowaTr02,tackles_combined,1,,,,,
