game,2016,14,20161208,201612080kan,rai,"Oakland Raiders",13,kan,"Kansas City Chiefs",21
team,201612080kan,rai,First Downs,18,,,,,,
team,201612080kan,kan,First Downs,14,,,,,,
team,201612080kan,rai,Rush-Yds-TDs,31-135-1,,,,,,
team,201612080kan,kan,Rush-Yds-TDs,27-65-1,,,,,,
team,201612080kan,rai,Cmp-Att-Yd-TD-INT,17-41-117-0-0,,,,,,
team,201612080kan,kan,Cmp-Att-Yd-TD-INT,17-26-264-1-1,,,,,,
team,201612080kan,rai,Sacked-Yards,1-8,,,,,,
team,201612080kan,kan,Sacked-Yards,1-6,,,,,,
team,201612080kan,rai,Net Pass Yards,109,,,,,,
team,201612080kan,kan,Net Pass Yards,258,,,,,,
team,201612080kan,rai,Total Yards,244,,,,,,
team,201612080kan,kan,Total Yards,323,,,,,,
team,201612080kan,rai,Fumbles-Lost,1-0,,,,,,
team,201612080kan,kan,Fumbles-Lost,2-2,,,,,,
team,201612080kan,rai,Turnovers,0,,,,,,
team,201612080kan,kan,Turnovers,3,,,,,,
team,201612080kan,rai,Penalties-Yards,10-82,,,,,,
team,201612080kan,kan,Penalties-Yards,9-73,,,,,,
team,201612080kan,rai,Third Down Conv.,5-18,,,,,,
team,201612080kan,kan,Third Down Conv.,5-11,,,,,,
team,201612080kan,rai,Fourth Down Conv.,1-3,,,,,,
team,201612080kan,kan,Fourth Down Conv.,0-1,,,,,,
team,201612080kan,rai,Time of Possession,31:45,,,,,,
team,201612080kan,kan,Time of Possession,28:15,,,,,,
player,201612080kan,rai,CarrDe02,pass_cmp,17,,,,,
player,201612080kan,rai,CarrDe02,pass_att,41,,,,,
player,201612080kan,rai,CarrDe02,pass_yds,117,,,,,
player,201612080kan,rai,CarrDe02,pass_td,0,,,,,
player,201612080kan,rai,CarrDe02,pass_int,0,,,,,
player,201612080kan,rai,CarrDe02,pass_sacked,1,,,,,
player,201612080kan,rai,CarrDe02,pass_sacked_yds,8,,,,,
player,201612080kan,rai,CarrDe02,pass_long,18,,,,,
player,201612080kan,rai,CarrDe02,pass_rating,49.1,,,,,
player,201612080kan,rai,CarrDe02,rush_att,2,,,,,
player,201612080kan,rai,CarrDe02,rush_yds,3,,,,,
player,201612080kan,rai,CarrDe02,rush_td,0,,,,,
player,201612080kan,rai,CarrDe02,rush_long,2,,,,,
player,201612080kan,rai,CarrDe02,targets,0,,,,,
player,201612080kan,rai,CarrDe02,rec,0,,,,,
player,201612080kan,rai,CarrDe02,rec_yds,0,,,,,
player,201612080kan,rai,CarrDe02,rec_td,0,,,,,
player,201612080kan,rai,CarrDe02,rec_long,0,,,,,
player,201612080kan,rai,CarrDe02,fumbles,0,,,,,
player,201612080kan,rai,CarrDe02,fumbles_lost,0,,,,,
player,201612080kan,rai,MurrLa00,pass_cmp,0,,,,,
player,201612080kan,rai,MurrLa00,pass_att,0,,,,,
player,201612080kan,rai,MurrLa00,pass_yds,0,,,,,
player,201612080kan,rai,MurrLa00,pass_td,0,,,,,
player,201612080kan,rai,MurrLa00,pass_int,0,,,,,
player,201612080kan,rai,MurrLa00,pass_sacked,,,,,,
player,201612080kan,rai,MurrLa00,pass_sacked_yds,0,,,,,
player,201612080kan,rai,MurrLa00,pass_long,0,,,,,
player,201612080kan,rai,MurrLa00,pass_rating,,,,,,
player,201612080kan,rai,MurrLa00,rush_att,22,,,,,
player,201612080kan,rai,MurrLa00,rush_yds,103,,,,,
player,201612080kan,rai,MurrLa00,rush_td,1,,,,,
player,201612080kan,rai,MurrLa00,rush_long,12,,,,,
player,201612080kan,rai,MurrLa00,targets,1,,,,,
player,201612080kan,rai,MurrLa00,rec,0,,,,,
player,201612080kan,rai,MurrLa00,rec_yds,0,,,,,
player,201612080kan,rai,MurrLa00,rec_td,0,,,,,
player,201612080kan,rai,MurrLa00,rec_long,0,,,,,
player,201612080kan,rai,MurrLa00,fumbles,0,,,,,
player,201612080kan,rai,MurrLa00,fumbles_lost,0,,,,,
player,201612080kan,rai,RichJa01,pass_cmp,0,,,,,
player,201612080kan,rai,RichJa01,pass_att,0,,,,,
player,201612080kan,rai,RichJa01,pass_yds,0,,,,,
player,201612080kan,rai,RichJa01,pass_td,0,,,,,
player,201612080kan,rai,RichJa01,pass_int,0,,,,,
player,201612080kan,rai,RichJa01,pass_sacked,,,,,,
player,201612080kan,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201612080kan,rai,RichJa01,pass_long,0,,,,,
player,201612080kan,rai,RichJa01,pass_rating,,,,,,
player,201612080kan,rai,RichJa01,rush_att,6,,,,,
player,201612080kan,rai,RichJa01,rush_yds,29,,,,,
player,201612080kan,rai,RichJa01,rush_td,0,,,,,
player,201612080kan,rai,RichJa01,rush_long,9,,,,,
player,201612080kan,rai,RichJa01,targets,4,,,,,
player,201612080kan,rai,RichJa01,rec,0,,,,,
player,201612080kan,rai,RichJa01,rec_yds,0,,,,,
player,201612080kan,rai,RichJa01,rec_td,0,,,,,
player,201612080kan,rai,RichJa01,rec_long,0,,,,,
player,201612080kan,rai,RichJa01,fumbles,0,,,,,
player,201612080kan,rai,RichJa01,fumbles_lost,0,,,,,
player,201612080kan,rai,CoopAm00,pass_cmp,0,,,,,
player,201612080kan,rai,CoopAm00,pass_att,0,,,,,
player,201612080kan,rai,CoopAm00,pass_yds,0,,,,,
player,201612080kan,rai,CoopAm00,pass_td,0,,,,,
player,201612080kan,rai,CoopAm00,pass_int,0,,,,,
player,201612080kan,rai,CoopAm00,pass_sacked,,,,,,
