game,2016,15,20161219,201612190was,car,"Carolina Panthers",26,was,"Washington Redskins",15
team,201612190was,car,First Downs,22,,,,,,
team,201612190was,was,First Downs,18,,,,,,
team,201612190was,car,Rush-Yds-TDs,33-148-0,,,,,,
team,201612190was,was,Rush-Yds-TDs,13-29-1,,,,,,
team,201612190was,car,Cmp-Att-Yd-TD-INT,21-37-300-2-0,,,,,,
team,201612190was,was,Cmp-Att-Yd-TD-INT,32-47-315-0-1,,,,,,
team,201612190was,car,Sacked-Yards,2-10,,,,,,
team,201612190was,was,Sacked-Yards,1-9,,,,,,
team,201612190was,car,Net Pass Yards,290,,,,,,
team,201612190was,was,Net Pass Yards,306,,,,,,
team,201612190was,car,Total Yards,438,,,,,,
team,201612190was,was,Total Yards,335,,,,,,
team,201612190was,car,Fumbles-Lost,1-0,,,,,,
team,201612190was,was,Fumbles-Lost,2-2,,,,,,
team,201612190was,car,Turnovers,0,,,,,,
team,201612190was,was,Turnovers,3,,,,,,
team,201612190was,car,Penalties-Yards,6-62,,,,,,
team,201612190was,was,Penalties-Yards,7-70,,,,,,
team,201612190was,car,Third Down Conv.,4-15,,,,,,
team,201612190was,was,Third Down Conv.,2-12,,,,,,
team,201612190was,car,Fourth Down Conv.,0-0,,,,,,
team,201612190was,was,Fourth Down Conv.,1-1,,,,,,
team,201612190was,car,Time of Possession,34:39,,,,,,
team,201612190was,was,Time of Possession,25:21,,,,,,
player,201612190was,car,NewtCa00,pass_cmp,21,,,,,
player,201612190was,car,NewtCa00,pass_att,37,,,,,
player,201612190was,car,NewtCa00,pass_yds,300,,,,,
player,201612190was,car,NewtCa00,pass_td,2,,,,,
player,201612190was,car,NewtCa00,pass_int,0,,,,,
player,201612190was,car,NewtCa00,pass_sacked,2,,,,,
player,201612190was,car,NewtCa00,pass_sacked_yds,10,,,,,
player,201612190was,car,NewtCa00,pass_long,31,,,,,
player,201612190was,car,NewtCa00,pass_rating,101.2,,,,,
player,201612190was,car,NewtCa00,rush_att,3,,,,,
player,201612190was,car,NewtCa00,rush_yds,0,,,,,
player,201612190was,car,NewtCa00,rush_td,0,,,,,
player,201612190was,car,NewtCa00,rush_long,1,,,,,
player,201612190was,car,NewtCa00,targets,0,,,,,
player,201612190was,car,NewtCa00,rec,0,,,,,
player,201612190was,car,NewtCa00,rec_yds,0,,,,,
player,201612190was,car,NewtCa00,rec_td,0,,,,,
player,201612190was,car,NewtCa00,rec_long,0,,,,,
player,201612190was,car,NewtCa00,fumbles,0,,,,,
player,201612190was,car,NewtCa00,fumbles_lost,0,,,,,
player,201612190was,car,StewJo00,pass_cmp,0,,,,,
player,201612190was,car,StewJo00,pass_att,0,,,,,
player,201612190was,car,StewJo00,pass_yds,0,,,,,
player,201612190was,car,StewJo00,pass_td,0,,,,,
player,201612190was,car,StewJo00,pass_int,0,,,,,
player,201612190was,car,StewJo00,pass_sacked,0,,,,,
player,201612190was,car,StewJo00,pass_sacked_yds,0,,,,,
player,201612190was,car,StewJo00,pass_long,0,,,,,
player,201612190was,car,StewJo00,pass_rating,,,,,,
player,201612190was,car,StewJo00,rush_att,25,,,,,
player,201612190was,car,StewJo00,rush_yds,132,,,,,
player,201612190was,car,StewJo00,rush_td,0,,,,,
player,201612190was,car,StewJo00,rush_long,34,,,,,
player,201612190was,car,StewJo00,targets,2,,,,,
player,201612190was,car,StewJo00,rec,1,,,,,
player,201612190was,car,StewJo00,rec_yds,8,,,,,
player,201612190was,car,StewJo00,rec_td,0,,,,,
player,201612190was,car,StewJo00,rec_long,8,,,,,
player,201612190was,car,StewJo00,fumbles,1,,,,,
player,201612190was,car,StewJo00,fumbles_lost,0,,,,,
player,201612190was,car,TolbMi00,pass_cmp,0,,,,,
player,201612190was,car,TolbMi00,pass_att,0,,,,,
player,201612190was,car,TolbMi00,pass_yds,0,,,,,
player,201612190was,car,TolbMi00,pass_td,0,,,,,
player,201612190was,car,TolbMi00,pass_int,0,,,,,
player,201612190was,car,TolbMi00,pass_sacked,0,,,,,
player,201612190was,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201612190was,car,TolbMi00,pass_long,0,,,,,
player,201612190was,car,TolbMi00,pass_rating,,,,,,
player,201612190was,car,TolbMi00,rush_att,2,,,,,
player,201612190was,car,TolbMi00,rush_yds,13,,,,,
player,201612190was,car,TolbMi00,rush_td,0,,,,,
player,201612190was,car,TolbMi00,rush_long,10,,,,,
player,201612190was,car,TolbMi00,targets,3,,,,,
player,201612190was,car,TolbMi00,rec,3,,,,,
player,201612190was,car,TolbMi00,rec_yds,28,,,,,
player,201612190was,car,TolbMi00,rec_td,1,,,,,
player,201612190was,car,TolbMi00,rec_long,15,,,,,
player,201612190was,car,TolbMi00,fumbles,0,,,,,
player,201612190was,car,TolbMi00,fumbles_lost,0,,,,,
player,201612190was,car,WhitFo00,pass_cmp,0,,,,,
player,201612190was,car,WhitFo00,pass_att,0,,,,,
player,201612190was,car,WhitFo00,pass_yds,0,,,,,
player,201612190was,car,WhitFo00,pass_td,0,,,,,
player,201612190was,car,WhitFo00,pass_int,0,,,,,
player,201612190was,car,WhitFo00,pass_sacked,0,,,,,
player,201612190was,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201612190was,car,WhitFo00,pass_long,0,,,,,
player,201612190was,car,WhitFo00,pass_rating,,,,,,
player,201612190was,car,WhitFo00,rush_att,3,,,,,
player,201612190was,car,WhitFo00,rush_yds,3,,,,,
player,201612190was,car,WhitFo00,rush_td,0,,,,,
player,201612190was,car,WhitFo00,rush_long,2,,,,,
player,201612190was,car,WhitFo00,targets,1,,,,,
player,201612190was,car,WhitFo00,rec,1,,,,,
player,201612190was,car,WhitFo00,rec_yds,25,,,,,
player,201612190was,car,WhitFo00,rec_td,0,,,,,
player,201612190was,car,WhitFo00,rec_long,25,,,,,
player,201612190was,car,WhitFo00,fumbles,0,,,,,
player,201612190was,car,WhitFo00,fumbles_lost,0,,,,,
player,201612190was,car,OlseGr00,pass_cmp,0,,,,,
player,201612190was,car,OlseGr00,pass_att,0,,,,,
player,201612190was,car,OlseGr00,pass_yds,0,,,,,
player,201612190was,car,OlseGr00,pass_td,0,,,,,
player,201612190was,car,OlseGr00,pass_int,0,,,,,
player,201612190was,car,OlseGr00,pass_sacked,0,,,,,
player,201612190was,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201612190was,car,OlseGr00,pass_long,0,,,,,
player,201612190was,car,OlseGr00,pass_rating,,,,,,
player,201612190was,car,OlseGr00,rush_att,0,,,,,
player,201612190was,car,OlseGr00,rush_yds,0,,,,,
player,201612190was,car,OlseGr00,rush_td,0,,,,,
player,201612190was,car,OlseGr00,rush_long,0,,,,,
player,201612190was,car,OlseGr00,targets,9,,,,,
player,201612190was,car,OlseGr00,rec,6,,,,,
player,201612190was,car,OlseGr00,rec_yds,85,,,,,
player,201612190was,car,OlseGr00,rec_td,0,,,,,
player,201612190was,car,OlseGr00,rec_long,31,,,,,
player,201612190was,car,OlseGr00,fumbles,0,,,,,
player,201612190was,car,OlseGr00,fumbles_lost,0,,,,,
player,201612190was,car,GinnTe00,pass_cmp,0,,,,,
player,201612190was,car,GinnTe00,pass_att,0,,,,,
player,201612190was,car,GinnTe00,pass_yds,0,,,,,
player,201612190was,car,GinnTe00,pass_td,0,,,,,
player,201612190was,car,GinnTe00,pass_int,0,,,,,
player,201612190was,car,GinnTe00,pass_sacked,0,,,,,
