game,2016,11,20161120,201611200sea,phi,"Philadelphia Eagles",15,sea,"Seattle Seahawks",26
player,201611200sea,phi,WentCa00,pass_long,26,,,,,
player,201611200sea,phi,WentCa00,pass_rating,61.2,,,,,
player,201611200sea,phi,WentCa00,rush_att,1,,,,,
player,201611200sea,phi,WentCa00,rush_yds,2,,,,,
player,201611200sea,phi,WentCa00,rush_td,0,,,,,
player,201611200sea,phi,WentCa00,rush_long,2,,,,,
player,201611200sea,phi,WentCa00,targets,0,,,,,
player,201611200sea,phi,WentCa00,rec,0,,,,,
player,201611200sea,phi,WentCa00,rec_yds,0,,,,,
player,201611200sea,phi,WentCa00,rec_td,0,,,,,
player,201611200sea,phi,WentCa00,rec_long,0,,,,,
player,201611200sea,phi,WentCa00,fumbles,1,,,,,
player,201611200sea,phi,WentCa00,fumbles_lost,0,,,,,
player,201611200sea,phi,SmalWe00,pass_cmp,0,,,,,
player,201611200sea,phi,SmalWe00,pass_att,0,,,,,
player,201611200sea,phi,SmalWe00,pass_yds,0,,,,,
player,201611200sea,phi,SmalWe00,pass_td,0,,,,,
player,201611200sea,phi,SmalWe00,pass_int,0,,,,,
player,201611200sea,phi,SmalWe00,pass_sacked,0,,,,,
player,201611200sea,phi,SmalWe00,pass_sacked_yds,0,,,,,
player,201611200sea,phi,SmalWe00,pass_long,0,,,,,
player,201611200sea,phi,SmalWe00,pass_rating,,,,,,
player,201611200sea,phi,SmalWe00,rush_att,13,,,,,
player,201611200sea,phi,SmalWe00,rush_yds,48,,,,,
player,201611200sea,phi,SmalWe00,rush_td,0,,,,,
player,201611200sea,phi,SmalWe00,rush_long,18,,,,,
player,201611200sea,phi,SmalWe00,targets,5,,,,,
player,201611200sea,phi,SmalWe00,rec,4,,,,,
player,201611200sea,phi,SmalWe00,rec_yds,31,,,,,
player,201611200sea,phi,SmalWe00,rec_td,0,,,,,
player,201611200sea,phi,SmalWe00,rec_long,18,,,,,
player,201611200sea,phi,SmalWe00,fumbles,0,,,,,
player,201611200sea,phi,SmalWe00,fumbles_lost,0,,,,,
player,201611200sea,phi,MathRy00,pass_cmp,0,,,,,
player,201611200sea,phi,MathRy00,pass_att,0,,,,,
player,201611200sea,phi,MathRy00,pass_yds,0,,,,,
player,201611200sea,phi,MathRy00,pass_td,0,,,,,
player,201611200sea,phi,MathRy00,pass_int,0,,,,,
player,201611200sea,phi,MathRy00,pass_sacked,0,,,,,
player,201611200sea,phi,MathRy00,pass_sacked_yds,0,,,,,
player,201611200sea,phi,MathRy00,pass_long,0,,,,,
player,201611200sea,phi,MathRy00,pass_rating,,,,,,
player,201611200sea,phi,MathRy00,rush_att,7,,,,,
player,201611200sea,phi,MathRy00,rush_yds,31,,,,,
player,201611200sea,phi,MathRy00,rush_td,0,,,,,
player,201611200sea,phi,MathRy00,rush_long,18,,,,,
player,201611200sea,phi,MathRy00,targets,0,,,,,
player,201611200sea,phi,MathRy00,rec,0,,,,,
player,201611200sea,phi,MathRy00,rec_yds,0,,,,,
player,201611200sea,phi,MathRy00,rec_td,0,,,,,
player,201611200sea,phi,MathRy00,rec_long,0,,,,,
player,201611200sea,phi,MathRy00,fumbles,0,,,,,
player,201611200sea,phi,MathRy00,fumbles_lost,0,,,,,
player,201611200sea,phi,BarnKe00,pass_cmp,0,,,,,
player,201611200sea,phi,BarnKe00,pass_att,0,,,,,
player,201611200sea,phi,BarnKe00,pass_yds,0,,,,,
player,201611200sea,phi,BarnKe00,pass_td,0,,,,,
player,201611200sea,phi,BarnKe00,pass_int,0,,,,,
player,201611200sea,phi,BarnKe00,pass_sacked,0,,,,,
player,201611200sea,phi,BarnKe00,pass_sacked_yds,0,,,,,
player,201611200sea,phi,BarnKe00,pass_long,0,,,,,
player,201611200sea,phi,BarnKe00,pass_rating,,,,,,
player,201611200sea,phi,BarnKe00,rush_att,3,,,,,
player,201611200sea,phi,BarnKe00,rush_yds,17,,,,,
player,201611200sea,phi,BarnKe00,rush_td,0,,,,,
player,201611200sea,phi,BarnKe00,rush_long,11,,,,,
player,201611200sea,phi,BarnKe00,targets,1,,,,,
player,201611200sea,phi,BarnKe00,rec,0,,,,,
player,201611200sea,phi,BarnKe00,rec_yds,0,,,,,
player,201611200sea,phi,BarnKe00,rec_td,0,,,,,
player,201611200sea,phi,BarnKe00,rec_long,0,,,,,
player,201611200sea,phi,BarnKe00,fumbles,0,,,,,
player,201611200sea,phi,BarnKe00,fumbles_lost,0,,,,,
player,201611200sea,phi,SproDa00,pass_cmp,0,,,,,
player,201611200sea,phi,SproDa00,pass_att,0,,,,,
player,201611200sea,phi,SproDa00,pass_yds,0,,,,,
player,201611200sea,phi,SproDa00,pass_td,0,,,,,
player,201611200sea,phi,SproDa00,pass_int,0,,,,,
player,201611200sea,phi,SproDa00,pass_sacked,0,,,,,
player,201611200sea,phi,SproDa00,pass_sacked_yds,0,,,,,
player,201611200sea,phi,SproDa00,pass_long,0,,,,,
player,201611200sea,phi,SproDa00,pass_rating,,,,,,
player,201611200sea,phi,SproDa00,rush_att,2,,,,,
player,201611200sea,phi,SproDa00,rush_yds,15,,,,,
player,201611200sea,phi,SproDa00,rush_td,0,,,,,
player,201611200sea,phi,SproDa00,rush_long,8,,,,,
player,201611200sea,phi,SproDa00,targets,1,,,,,
player,201611200sea,phi,SproDa00,rec,1,,,,,
player,201611200sea,phi,SproDa00,rec_yds,6,,,,,
player,201611200sea,phi,SproDa00,rec_td,0,,,,,
player,201611200sea,phi,SproDa00,rec_long,6,,,,,
player,201611200sea,phi,SproDa00,fumbles,0,,,,,
player,201611200sea,phi,SproDa00,fumbles_lost,0,,,,,
player,201611200sea,phi,MattJo00,pass_cmp,0,,,,,
player,201611200sea,phi,MattJo00,pass_att,0,,,,,
player,201611200sea,phi,MattJo00,pass_yds,0,,,,,
player,201611200sea,phi,MattJo00,pass_td,0,,,,,
player,201611200sea,phi,MattJo00,pass_int,0,,,,,
player,201611200sea,phi,MattJo00,pass_sacked,0,,,,,
player,201611200sea,phi,MattJo00,pass_sacked_yds,0,,,,,
player,201611200sea,phi,MattJo00,pass_long,0,,,,,
player,201611200sea,phi,MattJo00,pass_rating,,,,,,
player,201611200sea,phi,MattJo00,rush_att,0,,,,,
player,201611200sea,phi,MattJo00,rush_yds,0,,,,,
player,201611200sea,phi,MattJo00,rush_td,0,,,,,
player,201611200sea,phi,MattJo00,rush_long,0,,,,,
player,201611200sea,phi,MattJo00,targets,10,,,,,
player,201611200sea,phi,MattJo00,rec,5,,,,,
player,201611200sea,phi,MattJo00,rec_yds,59,,,,,
player,201611200sea,phi,MattJo00,rec_td,0,,,,,
player,201611200sea,phi,MattJo00,rec_long,26,,,,,
player,201611200sea,phi,MattJo00,fumbles,0,,,,,
player,201611200sea,phi,MattJo00,fumbles_lost,0,,,,,
player,201611200sea,phi,GreeDo00,pass_cmp,0,,,,,
player,201611200sea,phi,GreeDo00,pass_att,0,,,,,
player,201611200sea,phi,GreeDo00,pass_yds,0,,,,,
player,201611200sea,phi,GreeDo00,pass_td,0,,,,,
player,201611200sea,phi,GreeDo00,pass_int,0,,,,,
player,201611200sea,phi,GreeDo00,pass_sacked,0,,,,,
player,201611200sea,phi,GreeDo00,pass_sacked_yds,0,,,,,
player,201611200sea,phi,GreeDo00,pass_long,0,,,,,
player,201611200sea,phi,GreeDo00,pass_rating,,,,,,
player,201611200sea,phi,GreeDo00,rush_att,0,,,,,
player,201611200sea,phi,GreeDo00,rush_yds,0,,,,,
player,201611200sea,phi,GreeDo00,rush_td,0,,,,,
player,201611200sea,phi,GreeDo00,rush_long,0,,,,,
player,201611200sea,phi,GreeDo00,targets,8,,,,,
player,201611200sea,phi,GreeDo00,rec,5,,,,,
player,201611200sea,phi,GreeDo00,rec_yds,54,,,,,
player,201611200sea,phi,GreeDo00,rec_td,1,,,,,
player,201611200sea,phi,GreeDo00,rec_long,21,,,,,
player,201611200sea,phi,GreeDo00,fumbles,0,,,,,
player,201611200sea,phi,GreeDo00,fumbles_lost,0,,,,,
player,201611200sea,phi,ErtzZa00,pass_cmp,0,,,,,
player,201611200sea,phi,ErtzZa00,pass_att,0,,,,,
player,201611200sea,phi,ErtzZa00,pass_yds,0,,,,,
player,201611200sea,phi,ErtzZa00,pass_td,0,,,,,
player,201611200sea,phi,ErtzZa00,pass_int,0,,,,,
player,201611200sea,phi,ErtzZa00,pass_sacked,0,,,,,
player,201611200sea,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201611200sea,phi,ErtzZa00,pass_long,0,,,,,
player,201611200sea,phi,ErtzZa00,pass_rating,,,,,,
player,201611200sea,phi,ErtzZa00,rush_att,0,,,,,
player,201611200sea,phi,ErtzZa00,rush_yds,0,,,,,
player,201611200sea,phi,ErtzZa00,rush_td,0,,,,,
player,201611200sea,phi,ErtzZa00,rush_long,0,,,,,
player,201611200sea,phi,ErtzZa00,targets,11,,,,,
player,201611200sea,phi,ErtzZa00,rec,6,,,,,
player,201611200sea,phi,ErtzZa00,rec_yds,35,,,,,
player,201611200sea,phi,ErtzZa00,rec_td,1,,,,,
player,201611200sea,phi,ErtzZa00,rec_long,11,,,,,
player,201611200sea,phi,ErtzZa00,fumbles,0,,,,,
player,201611200sea,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201611200sea,phi,CeleBr00,pass_cmp,0,,,,,
player,201611200sea,phi,CeleBr00,pass_att,0,,,,,
player,201611200sea,phi,CeleBr00,pass_yds,0,,,,,
player,201611200sea,phi,CeleBr00,pass_td,0,,,,,
player,201611200sea,phi,CeleBr00,pass_int,0,,,,,
player,201611200sea,phi,CeleBr00,pass_sacked,0,,,,,
player,201611200sea,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201611200sea,phi,CeleBr00,pass_long,0,,,,,
player,201611200sea,phi,CeleBr00,pass_rating,,,,,,
player,201611200sea,phi,CeleBr00,rush_att,0,,,,,
player,201611200sea,phi,CeleBr00,rush_yds,0,,,,,
player,201611200sea,phi,CeleBr00,rush_td,0,,,,,
player,201611200sea,phi,CeleBr00,rush_long,0,,,,,
player,201611200sea,phi,CeleBr00,targets,1,,,,,
player,201611200sea,phi,CeleBr00,rec,1,,,,,
player,201611200sea,phi,CeleBr00,rec_yds,19,,,,,
player,201611200sea,phi,CeleBr00,rec_td,0,,,,,
player,201611200sea,phi,CeleBr00,rec_long,19,,,,,
player,201611200sea,phi,CeleBr00,fumbles,0,,,,,
player,201611200sea,phi,CeleBr00,fumbles_lost,0,,,,,
player,201611200sea,phi,BurtTr01,pass_cmp,0,,,,,
player,201611200sea,phi,BurtTr01,pass_att,0,,,,,
player,201611200sea,phi,BurtTr01,pass_yds,0,,,,,
player,201611200sea,phi,BurtTr01,pass_td,0,,,,,
player,201611200sea,phi,BurtTr01,pass_int,0,,,,,
player,201611200sea,phi,BurtTr01,pass_sacked,0,,,,,
player,201611200sea,phi,BurtTr01,pass_sacked_yds,0,,,,,
player,201611200sea,phi,BurtTr01,pass_long,0,,,,,
player,201611200sea,phi,BurtTr01,pass_rating,,,,,,
player,201611200sea,phi,BurtTr01,rush_att,0,,,,,
player,201611200sea,phi,BurtTr01,rush_yds,0,,,,,
player,201611200sea,phi,BurtTr01,rush_td,0,,,,,
player,201611200sea,phi,BurtTr01,rush_long,0,,,,,
player,201611200sea,phi,BurtTr01,targets,2,,,,,
player,201611200sea,phi,BurtTr01,rec,1,,,,,
player,201611200sea,phi,BurtTr01,rec_yds,14,,,,,
player,201611200sea,phi,BurtTr01,rec_td,0,,,,,
player,201611200sea,phi,BurtTr01,rec_long,14,,,,,
player,201611200sea,phi,BurtTr01,fumbles,0,,,,,
player,201611200sea,phi,BurtTr01,fumbles_lost,0,,,,,
player,201611200sea,phi,TregBr00,pass_cmp,0,,,,,
player,201611200sea,phi,TregBr00,pass_att,0,,,,,
player,201611200sea,phi,TregBr00,pass_yds,0,,,,,
player,201611200sea,phi,TregBr00,pass_td,0,,,,,
player,201611200sea,phi,TregBr00,pass_int,0,,,,,
player,201611200sea,phi,TregBr00,pass_sacked,0,,,,,
player,201611200sea,phi,TregBr00,pass_sacked_yds,0,,,,,
player,201611200sea,phi,TregBr00,pass_long,0,,,,,
player,201611200sea,phi,TregBr00,pass_rating,,,,,,
player,201611200sea,phi,TregBr00,rush_att,0,,,,,
player,201611200sea,phi,TregBr00,rush_yds,0,,,,,
player,201611200sea,phi,TregBr00,rush_td,0,,,,,
player,201611200sea,phi,TregBr00,rush_long,0,,,,,
player,201611200sea,phi,TregBr00,targets,2,,,,,
player,201611200sea,phi,TregBr00,rec,0,,,,,
player,201611200sea,phi,TregBr00,rec_yds,0,,,,,
player,201611200sea,phi,TregBr00,rec_td,0,,,,,
player,201611200sea,phi,TregBr00,rec_long,0,,,,,
player,201611200sea,phi,TregBr00,fumbles,0,,,,,
player,201611200sea,phi,TregBr00,fumbles_lost,0,,,,,
player,201611200sea,phi,AghoNe00,pass_cmp,0,,,,,
player,201611200sea,phi,AghoNe00,pass_att,0,,,,,
player,201611200sea,phi,AghoNe00,pass_yds,0,,,,,
player,201611200sea,phi,AghoNe00,pass_td,0,,,,,
player,201611200sea,phi,AghoNe00,pass_int,0,,,,,
player,201611200sea,phi,AghoNe00,pass_sacked,0,,,,,
player,201611200sea,phi,AghoNe00,pass_sacked_yds,0,,,,,
player,201611200sea,phi,AghoNe00,pass_long,0,,,,,
player,201611200sea,phi,AghoNe00,pass_rating,,,,,,
player,201611200sea,phi,AghoNe00,rush_att,0,,,,,
player,201611200sea,phi,AghoNe00,rush_yds,0,,,,,
player,201611200sea,phi,AghoNe00,rush_td,0,,,,,
player,201611200sea,phi,AghoNe00,rush_long,0,,,,,
player,201611200sea,phi,AghoNe00,targets,3,,,,,
player,201611200sea,phi,AghoNe00,rec,0,,,,,
player,201611200sea,phi,AghoNe00,rec_yds,0,,,,,
player,201611200sea,phi,AghoNe00,rec_td,0,,,,,
player,201611200sea,phi,AghoNe00,rec_long,0,,,,,
player,201611200sea,phi,AghoNe00,fumbles,0,,,,,
player,201611200sea,phi,AghoNe00,fumbles_lost,0,,,,,
player,201611200sea,sea,WilsRu00,pass_cmp,18,,,,,
player,201611200sea,sea,WilsRu00,pass_att,31,,,,,
player,201611200sea,sea,WilsRu00,pass_yds,272,,,,,
player,201611200sea,sea,WilsRu00,pass_td,1,,,,,
player,201611200sea,sea,WilsRu00,pass_int,0,,,,,
player,201611200sea,sea,WilsRu00,pass_sacked,1,,,,,
player,201611200sea,sea,WilsRu00,pass_sacked_yds,0,,,,,
player,201611200sea,sea,WilsRu00,pass_long,44,,,,,
player,201611200sea,sea,WilsRu00,pass_rating,97.8,,,,,
player,201611200sea,sea,WilsRu00,rush_att,8,,,,,
player,201611200sea,sea,WilsRu00,rush_yds,19,,,,,
player,201611200sea,sea,WilsRu00,rush_td,0,,,,,
player,201611200sea,sea,WilsRu00,rush_long,7,,,,,
player,201611200sea,sea,WilsRu00,targets,1,,,,,
player,201611200sea,sea,WilsRu00,rec,1,,,,,
player,201611200sea,sea,WilsRu00,rec_yds,15,,,,,
player,201611200sea,sea,WilsRu00,rec_td,1,,,,,
player,201611200sea,sea,WilsRu00,rec_long,15,,,,,
player,201611200sea,sea,WilsRu00,fumbles,0,,,,,
player,201611200sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201611200sea,sea,BaldDo00,pass_cmp,1,,,,,
player,201611200sea,sea,BaldDo00,pass_att,1,,,,,
player,201611200sea,sea,BaldDo00,pass_yds,15,,,,,
player,201611200sea,sea,BaldDo00,pass_td,1,,,,,
player,201611200sea,sea,BaldDo00,pass_int,0,,,,,
player,201611200sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201611200sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201611200sea,sea,BaldDo00,pass_long,15,,,,,
player,201611200sea,sea,BaldDo00,pass_rating,158.3,,,,,
player,201611200sea,sea,BaldDo00,rush_att,0,,,,,
player,201611200sea,sea,BaldDo00,rush_yds,0,,,,,
player,201611200sea,sea,BaldDo00,rush_td,0,,,,,
player,201611200sea,sea,BaldDo00,rush_long,0,,,,,
player,201611200sea,sea,BaldDo00,targets,5,,,,,
player,201611200sea,sea,BaldDo00,rec,4,,,,,
player,201611200sea,sea,BaldDo00,rec_yds,104,,,,,
player,201611200sea,sea,BaldDo00,rec_td,0,,,,,
player,201611200sea,sea,BaldDo00,rec_long,44,,,,,
player,201611200sea,sea,BaldDo00,fumbles,0,,,,,
player,201611200sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201611200sea,sea,ProsC.00,pass_cmp,0,,,,,
player,201611200sea,sea,ProsC.00,pass_att,0,,,,,
player,201611200sea,sea,ProsC.00,pass_yds,0,,,,,
player,201611200sea,sea,ProsC.00,pass_td,0,,,,,
player,201611200sea,sea,ProsC.00,pass_int,0,,,,,
player,201611200sea,sea,ProsC.00,pass_sacked,0,,,,,
player,201611200sea,sea,ProsC.00,pass_sacked_yds,0,,,,,
player,201611200sea,sea,ProsC.00,pass_long,0,,,,,
player,201611200sea,sea,ProsC.00,pass_rating,,,,,,
player,201611200sea,sea,ProsC.00,rush_att,4,,,,,
player,201611200sea,sea,ProsC.00,rush_yds,76,,,,,
player,201611200sea,sea,ProsC.00,rush_td,1,,,,,
player,201611200sea,sea,ProsC.00,rush_long,72,,,,,
player,201611200sea,sea,ProsC.00,targets,3,,,,,
player,201611200sea,sea,ProsC.00,rec,2,,,,,
player,201611200sea,sea,ProsC.00,rec_yds,5,,,,,
player,201611200sea,sea,ProsC.00,rec_td,0,,,,,
player,201611200sea,sea,ProsC.00,rec_long,5,,,,,
player,201611200sea,sea,ProsC.00,fumbles,0,,,,,
player,201611200sea,sea,ProsC.00,fumbles_lost,0,,,,,
player,201611200sea,sea,RawlTh00,pass_cmp,0,,,,,
player,201611200sea,sea,RawlTh00,pass_att,0,,,,,
player,201611200sea,sea,RawlTh00,pass_yds,0,,,,,
player,201611200sea,sea,RawlTh00,pass_td,0,,,,,
player,201611200sea,sea,RawlTh00,pass_int,0,,,,,
player,201611200sea,sea,RawlTh00,pass_sacked,0,,,,,
player,201611200sea,sea,RawlTh00,pass_sacked_yds,0,,,,,
player,201611200sea,sea,RawlTh00,pass_long,0,,,,,
player,201611200sea,sea,RawlTh00,pass_rating,,,,,,
player,201611200sea,sea,RawlTh00,rush_att,14,,,,,
player,201611200sea,sea,RawlTh00,rush_yds,57,,,,,
player,201611200sea,sea,RawlTh00,rush_td,0,,,,,
player,201611200sea,sea,RawlTh00,rush_long,18,,,,,
player,201611200sea,sea,RawlTh00,targets,4,,,,,
player,201611200sea,sea,RawlTh00,rec,3,,,,,
player,201611200sea,sea,RawlTh00,rec_yds,31,,,,,
player,201611200sea,sea,RawlTh00,rec_td,0,,,,,
player,201611200sea,sea,RawlTh00,rec_long,20,,,,,
player,201611200sea,sea,RawlTh00,fumbles,0,,,,,
player,201611200sea,sea,RawlTh00,fumbles_lost,0,,,,,
player,201611200sea,sea,PopeTr00,pass_cmp,0,,,,,
player,201611200sea,sea,PopeTr00,pass_att,0,,,,,
player,201611200sea,sea,PopeTr00,pass_yds,0,,,,,
player,201611200sea,sea,PopeTr00,pass_td,0,,,,,
player,201611200sea,sea,PopeTr00,pass_int,0,,,,,
player,201611200sea,sea,PopeTr00,pass_sacked,0,,,,,
player,201611200sea,sea,PopeTr00,pass_sacked_yds,0,,,,,
player,201611200sea,sea,PopeTr00,pass_long,0,,,,,
player,201611200sea,sea,PopeTr00,pass_rating,,,,,,
player,201611200sea,sea,PopeTr00,rush_att,2,,,,,
player,201611200sea,sea,PopeTr00,rush_yds,3,,,,,
player,201611200sea,sea,PopeTr00,rush_td,0,,,,,
player,201611200sea,sea,PopeTr00,rush_long,2,,,,,
player,201611200sea,sea,PopeTr00,targets,0,,,,,
player,201611200sea,sea,PopeTr00,rec,0,,,,,
player,201611200sea,sea,PopeTr00,rec_yds,0,,,,,
player,201611200sea,sea,PopeTr00,rec_td,0,,,,,
player,201611200sea,sea,PopeTr00,rec_long,0,,,,,
player,201611200sea,sea,PopeTr00,fumbles,0,,,,,
player,201611200sea,sea,PopeTr00,fumbles_lost,0,,,,,
player,201611200sea,sea,TukuWi00,pass_cmp,0,,,,,
player,201611200sea,sea,TukuWi00,pass_att,0,,,,,
player,201611200sea,sea,TukuWi00,pass_yds,0,,,,,
player,201611200sea,sea,TukuWi00,pass_td,0,,,,,
player,201611200sea,sea,TukuWi00,pass_int,0,,,,,
player,201611200sea,sea,TukuWi00,pass_sacked,0,,,,,
player,201611200sea,sea,TukuWi00,pass_sacked_yds,0,,,,,
player,201611200sea,sea,TukuWi00,pass_long,0,,,,,
player,201611200sea,sea,TukuWi00,pass_rating,,,,,,
player,201611200sea,sea,TukuWi00,rush_att,1,,,,,
player,201611200sea,sea,TukuWi00,rush_yds,2,,,,,
player,201611200sea,sea,TukuWi00,rush_td,0,,,,,
player,201611200sea,sea,TukuWi00,rush_long,2,,,,,
player,201611200sea,sea,TukuWi00,targets,0,,,,,
player,201611200sea,sea,TukuWi00,rec,0,,,,,
player,201611200sea,sea,TukuWi00,rec_yds,0,,,,,
player,201611200sea,sea,TukuWi00,rec_td,0,,,,,
player,201611200sea,sea,TukuWi00,rec_long,0,,,,,
player,201611200sea,sea,TukuWi00,fumbles,0,,,,,
player,201611200sea,sea,TukuWi00,fumbles_lost,0,,,,,
player,201611200sea,sea,GrahJi00,pass_cmp,0,,,,,
player,201611200sea,sea,GrahJi00,pass_att,0,,,,,
player,201611200sea,sea,GrahJi00,pass_yds,0,,,,,
player,201611200sea,sea,GrahJi00,pass_td,0,,,,,
player,201611200sea,sea,GrahJi00,pass_int,0,,,,,
player,201611200sea,sea,GrahJi00,pass_sacked,0,,,,,
player,201611200sea,sea,GrahJi00,pass_sacked_yds,0,,,,,
player,201611200sea,sea,GrahJi00,pass_long,0,,,,,
player,201611200sea,sea,GrahJi00,pass_rating,,,,,,
player,201611200sea,sea,GrahJi00,rush_att,0,,,,,
player,201611200sea,sea,GrahJi00,rush_yds,0,,,,,
player,201611200sea,sea,GrahJi00,rush_td,0,,,,,
player,201611200sea,sea,GrahJi00,rush_long,0,,,,,
player,201611200sea,sea,GrahJi00,targets,5,,,,,
player,201611200sea,sea,GrahJi00,rec,3,,,,,
player,201611200sea,sea,GrahJi00,rec_yds,46,,,,,
player,201611200sea,sea,GrahJi00,rec_td,1,,,,,
player,201611200sea,sea,GrahJi00,rec_long,35,,,,,
player,201611200sea,sea,GrahJi00,fumbles,0,,,,,
player,201611200sea,sea,GrahJi00,fumbles_lost,0,,,,,
player,201611200sea,sea,LockTy00,pass_cmp,0,,,,,
player,201611200sea,sea,LockTy00,pass_att,0,,,,,
player,201611200sea,sea,LockTy00,pass_yds,0,,,,,
player,201611200sea,sea,LockTy00,pass_td,0,,,,,
player,201611200sea,sea,LockTy00,pass_int,0,,,,,
player,201611200sea,sea,LockTy00,pass_sacked,0,,,,,
player,201611200sea,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201611200sea,sea,LockTy00,pass_long,0,,,,,
player,201611200sea,sea,LockTy00,pass_rating,,,,,,
player,201611200sea,sea,LockTy00,rush_att,0,,,,,
player,201611200sea,sea,LockTy00,rush_yds,0,,,,,
player,201611200sea,sea,LockTy00,rush_td,0,,,,,
player,201611200sea,sea,LockTy00,rush_long,0,,,,,
player,201611200sea,sea,LockTy00,targets,3,,,,,
player,201611200sea,sea,LockTy00,rec,2,,,,,
player,201611200sea,sea,LockTy00,rec_yds,39,,,,,
player,201611200sea,sea,LockTy00,rec_td,0,,,,,
player,201611200sea,sea,LockTy00,rec_long,30,,,,,
player,201611200sea,sea,LockTy00,fumbles,0,,,,,
player,201611200sea,sea,LockTy00,fumbles_lost,0,,,,,
player,201611200sea,sea,KearJe01,pass_cmp,0,,,,,
player,201611200sea,sea,KearJe01,pass_att,0,,,,,
player,201611200sea,sea,KearJe01,pass_yds,0,,,,,
player,201611200sea,sea,KearJe01,pass_td,0,,,,,
player,201611200sea,sea,KearJe01,pass_int,0,,,,,
player,201611200sea,sea,KearJe01,pass_sacked,0,,,,,
player,201611200sea,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201611200sea,sea,KearJe01,pass_long,0,,,,,
player,201611200sea,sea,KearJe01,pass_rating,,,,,,
player,201611200sea,sea,KearJe01,rush_att,0,,,,,
player,201611200sea,sea,KearJe01,rush_yds,0,,,,,
player,201611200sea,sea,KearJe01,rush_td,0,,,,,
player,201611200sea,sea,KearJe01,rush_long,0,,,,,
player,201611200sea,sea,KearJe01,targets,6,,,,,
player,201611200sea,sea,KearJe01,rec,2,,,,,
player,201611200sea,sea,KearJe01,rec_yds,29,,,,,
player,201611200sea,sea,KearJe01,rec_td,0,,,,,
player,201611200sea,sea,KearJe01,rec_long,17,,,,,
player,201611200sea,sea,KearJe01,fumbles,0,,,,,
player,201611200sea,sea,KearJe01,fumbles_lost,0,,,,,
player,201611200sea,sea,WillLu00,pass_cmp,0,,,,,
player,201611200sea,sea,WillLu00,pass_att,0,,,,,
player,201611200sea,sea,WillLu00,pass_yds,0,,,,,
player,201611200sea,sea,WillLu00,pass_td,0,,,,,
player,201611200sea,sea,WillLu00,pass_int,0,,,,,
player,201611200sea,sea,WillLu00,pass_sacked,0,,,,,
player,201611200sea,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201611200sea,sea,WillLu00,pass_long,0,,,,,
player,201611200sea,sea,WillLu00,pass_rating,,,,,,
player,201611200sea,sea,WillLu00,rush_att,0,,,,,
player,201611200sea,sea,WillLu00,rush_yds,0,,,,,
player,201611200sea,sea,WillLu00,rush_td,0,,,,,
player,201611200sea,sea,WillLu00,rush_long,0,,,,,
player,201611200sea,sea,WillLu00,targets,1,,,,,
player,201611200sea,sea,WillLu00,rec,1,,,,,
