game,2016,3,20160925,201609250gnb,det,"Detroit Lions",27,gnb,"Green Bay Packers",34
team,201609250gnb,det,First Downs,22,,,,,,
team,201609250gnb,gnb,First Downs,17,,,,,,
team,201609250gnb,det,Rush-Yds-TDs,23-50-0,,,,,,
team,201609250gnb,gnb,Rush-Yds-TDs,24-123-0,,,,,,
team,201609250gnb,det,Cmp-Att-Yd-TD-INT,28-41-385-3-1,,,,,,
team,201609250gnb,gnb,Cmp-Att-Yd-TD-INT,15-24-205-4-0,,,,,,
team,201609250gnb,det,Sacked-Yards,3-17,,,,,,
team,201609250gnb,gnb,Sacked-Yards,2-4,,,,,,
team,201609250gnb,det,Net Pass Yards,368,,,,,,
team,201609250gnb,gnb,Net Pass Yards,201,,,,,,
team,201609250gnb,det,Total Yards,418,,,,,,
team,201609250gnb,gnb,Total Yards,324,,,,,,
team,201609250gnb,det,Fumbles-Lost,0-0,,,,,,
team,201609250gnb,gnb,Fumbles-Lost,0-0,,,,,,
team,201609250gnb,det,Turnovers,1,,,,,,
team,201609250gnb,gnb,Turnovers,0,,,,,,
team,201609250gnb,det,Penalties-Yards,4-86,,,,,,
team,201609250gnb,gnb,Penalties-Yards,4-45,,,,,,
team,201609250gnb,det,Third Down Conv.,8-14,,,,,,
team,201609250gnb,gnb,Third Down Conv.,5-10,,,,,,
team,201609250gnb,det,Fourth Down Conv.,1-1,,,,,,
team,201609250gnb,gnb,Fourth Down Conv.,0-0,,,,,,
team,201609250gnb,det,Time of Possession,35:07,,,,,,
team,201609250gnb,gnb,Time of Possession,24:53,,,,,,
player,201609250gnb,det,StafMa00,pass_cmp,28,,,,,
player,201609250gnb,det,StafMa00,pass_att,41,,,,,
player,201609250gnb,det,StafMa00,pass_yds,385,,,,,
player,201609250gnb,det,StafMa00,pass_td,3,,,,,
player,201609250gnb,det,StafMa00,pass_int,1,,,,,
player,201609250gnb,det,StafMa00,pass_sacked,3,,,,,
player,201609250gnb,det,StafMa00,pass_sacked_yds,17,,,,,
player,201609250gnb,det,StafMa00,pass_long,73,,,,,
player,201609250gnb,det,StafMa00,pass_rating,112.3,,,,,
player,201609250gnb,det,StafMa00,rush_att,2,,,,,
player,201609250gnb,det,StafMa00,rush_yds,11,,,,,
player,201609250gnb,det,StafMa00,rush_td,0,,,,,
player,201609250gnb,det,StafMa00,rush_long,7,,,,,
player,201609250gnb,det,StafMa00,targets,0,,,,,
player,201609250gnb,det,StafMa00,rec,0,,,,,
player,201609250gnb,det,StafMa00,rec_yds,0,,,,,
player,201609250gnb,det,StafMa00,rec_td,0,,,,,
player,201609250gnb,det,StafMa00,rec_long,0,,,,,
player,201609250gnb,det,StafMa00,fumbles,0,,,,,
player,201609250gnb,det,StafMa00,fumbles_lost,0,,,,,
player,201609250gnb,det,WashDw00,pass_cmp,0,,,,,
player,201609250gnb,det,WashDw00,pass_att,0,,,,,
player,201609250gnb,det,WashDw00,pass_yds,0,,,,,
player,201609250gnb,det,WashDw00,pass_td,0,,,,,
player,201609250gnb,det,WashDw00,pass_int,0,,,,,
player,201609250gnb,det,WashDw00,pass_sacked,0,,,,,
player,201609250gnb,det,WashDw00,pass_sacked_yds,0,,,,,
player,201609250gnb,det,WashDw00,pass_long,0,,,,,
player,201609250gnb,det,WashDw00,pass_rating,,,,,,
player,201609250gnb,det,WashDw00,rush_att,10,,,,,
player,201609250gnb,det,WashDw00,rush_yds,38,,,,,
player,201609250gnb,det,WashDw00,rush_td,0,,,,,
player,201609250gnb,det,WashDw00,rush_long,9,,,,,
player,201609250gnb,det,WashDw00,targets,1,,,,,
player,201609250gnb,det,WashDw00,rec,1,,,,,
player,201609250gnb,det,WashDw00,rec_yds,-3,,,,,
player,201609250gnb,det,WashDw00,rec_td,0,,,,,
player,201609250gnb,det,WashDw00,rec_long,-3,,,,,
player,201609250gnb,det,WashDw00,fumbles,0,,,,,
player,201609250gnb,det,WashDw00,fumbles_lost,0,,,,,
player,201609250gnb,det,RiddTh00,pass_cmp,0,,,,,
player,201609250gnb,det,RiddTh00,pass_att,0,,,,,
player,201609250gnb,det,RiddTh00,pass_yds,0,,,,,
player,201609250gnb,det,RiddTh00,pass_td,0,,,,,
player,201609250gnb,det,RiddTh00,pass_int,0,,,,,
player,201609250gnb,det,RiddTh00,pass_sacked,0,,,,,
player,201609250gnb,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201609250gnb,det,RiddTh00,pass_long,0,,,,,
player,201609250gnb,det,RiddTh00,pass_rating,,,,,,
player,201609250gnb,det,RiddTh00,rush_att,10,,,,,
player,201609250gnb,det,RiddTh00,rush_yds,9,,,,,
player,201609250gnb,det,RiddTh00,rush_td,0,,,,,
player,201609250gnb,det,RiddTh00,rush_long,8,,,,,
player,201609250gnb,det,RiddTh00,targets,9,,,,,
player,201609250gnb,det,RiddTh00,rec,7,,,,,
player,201609250gnb,det,RiddTh00,rec_yds,39,,,,,
player,201609250gnb,det,RiddTh00,rec_td,0,,,,,
player,201609250gnb,det,RiddTh00,rec_long,12,,,,,
player,201609250gnb,det,RiddTh00,fumbles,0,,,,,
player,201609250gnb,det,RiddTh00,fumbles_lost,0,,,,,
player,201609250gnb,det,JoneMa02,pass_cmp,0,,,,,
player,201609250gnb,det,JoneMa02,pass_att,0,,,,,
player,201609250gnb,det,JoneMa02,pass_yds,0,,,,,
player,201609250gnb,det,JoneMa02,pass_td,0,,,,,
player,201609250gnb,det,JoneMa02,pass_int,0,,,,,
player,201609250gnb,det,JoneMa02,pass_sacked,0,,,,,
player,201609250gnb,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201609250gnb,det,JoneMa02,pass_long,0,,,,,
player,201609250gnb,det,JoneMa02,pass_rating,,,,,,
player,201609250gnb,det,JoneMa02,rush_att,0,,,,,
player,201609250gnb,det,JoneMa02,rush_yds,0,,,,,
player,201609250gnb,det,JoneMa02,rush_td,0,,,,,
player,201609250gnb,det,JoneMa02,rush_long,0,,,,,
player,201609250gnb,det,JoneMa02,targets,8,,,,,
player,201609250gnb,det,JoneMa02,rec,6,,,,,
player,201609250gnb,det,JoneMa02,rec_yds,205,,,,,
player,201609250gnb,det,JoneMa02,rec_td,2,,,,,
player,201609250gnb,det,JoneMa02,rec_long,73,,,,,
player,201609250gnb,det,JoneMa02,fumbles,0,,,,,
player,201609250gnb,det,JoneMa02,fumbles_lost,0,,,,,
player,201609250gnb,det,EbroEr00,pass_cmp,0,,,,,
player,201609250gnb,det,EbroEr00,pass_att,0,,,,,
player,201609250gnb,det,EbroEr00,pass_yds,0,,,,,
player,201609250gnb,det,EbroEr00,pass_td,0,,,,,
player,201609250gnb,det,EbroEr00,pass_int,0,,,,,
player,201609250gnb,det,EbroEr00,pass_sacked,0,,,,,
player,201609250gnb,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201609250gnb,det,EbroEr00,pass_long,0,,,,,
player,201609250gnb,det,EbroEr00,pass_rating,,,,,,
player,201609250gnb,det,EbroEr00,rush_att,0,,,,,
player,201609250gnb,det,EbroEr00,rush_yds,0,,,,,
player,201609250gnb,det,EbroEr00,rush_td,0,,,,,
player,201609250gnb,det,EbroEr00,rush_long,0,,,,,
player,201609250gnb,det,EbroEr00,targets,8,,,,,
player,201609250gnb,det,EbroEr00,rec,5,,,,,
player,201609250gnb,det,EbroEr00,rec_yds,69,,,,,
player,201609250gnb,det,EbroEr00,rec_td,0,,,,,
player,201609250gnb,det,EbroEr00,rec_long,21,,,,,
player,201609250gnb,det,EbroEr00,fumbles,0,,,,,
player,201609250gnb,det,EbroEr00,fumbles_lost,0,,,,,
player,201609250gnb,det,BoldAn00,pass_cmp,0,,,,,
player,201609250gnb,det,BoldAn00,pass_att,0,,,,,
player,201609250gnb,det,BoldAn00,pass_yds,0,,,,,
player,201609250gnb,det,BoldAn00,pass_td,0,,,,,
player,201609250gnb,det,BoldAn00,pass_int,0,,,,,
player,201609250gnb,det,BoldAn00,pass_sacked,0,,,,,
player,201609250gnb,det,BoldAn00,pass_sacked_yds,0,,,,,
player,201609250gnb,det,BoldAn00,pass_long,0,,,,,
player,201609250gnb,det,BoldAn00,pass_rating,,,,,,
player,201609250gnb,det,BoldAn00,rush_att,0,,,,,
player,201609250gnb,det,BoldAn00,rush_yds,0,,,,,
player,201609250gnb,det,BoldAn00,rush_td,0,,,,,
player,201609250gnb,det,BoldAn00,rush_long,0,,,,,
player,201609250gnb,det,BoldAn00,targets,6,,,,,
player,201609250gnb,det,BoldAn00,rec,4,,,,,
player,201609250gnb,det,BoldAn00,rec_yds,22,,,,,
player,201609250gnb,det,BoldAn00,rec_td,1,,,,,
player,201609250gnb,det,BoldAn00,rec_long,7,,,,,
player,201609250gnb,det,BoldAn00,fumbles,0,,,,,
player,201609250gnb,det,BoldAn00,fumbles_lost,0,,,,,
player,201609250gnb,det,WickCo00,pass_cmp,0,,,,,
player,201609250gnb,det,WickCo00,pass_att,0,,,,,
player,201609250gnb,det,WickCo00,pass_yds,0,,,,,
player,201609250gnb,det,WickCo00,pass_td,0,,,,,
player,201609250gnb,det,WickCo00,pass_int,0,,,,,
player,201609250gnb,det,WickCo00,pass_sacked,0,,,,,
player,201609250gnb,det,WickCo00,pass_sacked_yds,0,,,,,
player,201609250gnb,det,WickCo00,pass_long,0,,,,,
player,201609250gnb,det,WickCo00,pass_rating,,,,,,
player,201609250gnb,det,WickCo00,rush_att,0,,,,,
player,201609250gnb,det,WickCo00,rush_yds,0,,,,,
player,201609250gnb,det,WickCo00,rush_td,0,,,,,
player,201609250gnb,det,WickCo00,rush_long,0,,,,,
player,201609250gnb,det,WickCo00,targets,1,,,,,
player,201609250gnb,det,WickCo00,rec,1,,,,,
player,201609250gnb,det,WickCo00,rec_yds,13,,,,,
player,201609250gnb,det,WickCo00,rec_td,0,,,,,
player,201609250gnb,det,WickCo00,rec_long,13,,,,,
player,201609250gnb,det,WickCo00,fumbles,0,,,,,
player,201609250gnb,det,WickCo00,fumbles_lost,0,,,,,
player,201609250gnb,det,RobeAn00,pass_cmp,0,,,,,
player,201609250gnb,det,RobeAn00,pass_att,0,,,,,
