game,2016,9,20161106,201611060sfo,nor,"New Orleans Saints",41,sfo,"San Francisco 49ers",23
player,201611060sfo,nor,IngrMa01,pass_cmp,0,,,,,
player,201611060sfo,nor,IngrMa01,pass_att,0,,,,,
player,201611060sfo,nor,IngrMa01,pass_yds,0,,,,,
player,201611060sfo,nor,IngrMa01,pass_td,0,,,,,
player,201611060sfo,nor,IngrMa01,pass_int,0,,,,,
player,201611060sfo,nor,IngrMa01,pass_sacked,0,,,,,
player,201611060sfo,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201611060sfo,nor,IngrMa01,pass_long,0,,,,,
player,201611060sfo,nor,IngrMa01,pass_rating,,,,,,
player,201611060sfo,nor,IngrMa01,rush_att,15,,,,,
player,201611060sfo,nor,IngrMa01,rush_yds,158,,,,,
player,201611060sfo,nor,IngrMa01,rush_td,1,,,,,
player,201611060sfo,nor,IngrMa01,rush_long,75,,,,,
player,201611060sfo,nor,IngrMa01,targets,2,,,,,
player,201611060sfo,nor,IngrMa01,rec,2,,,,,
player,201611060sfo,nor,IngrMa01,rec_yds,13,,,,,
player,201611060sfo,nor,IngrMa01,rec_td,1,,,,,
player,201611060sfo,nor,IngrMa01,rec_long,8,,,,,
player,201611060sfo,nor,IngrMa01,fumbles,0,,,,,
player,201611060sfo,nor,IngrMa01,fumbles_lost,0,,,,,
player,201611060sfo,nor,HighTi00,pass_cmp,0,,,,,
player,201611060sfo,nor,HighTi00,pass_att,0,,,,,
player,201611060sfo,nor,HighTi00,pass_yds,0,,,,,
player,201611060sfo,nor,HighTi00,pass_td,0,,,,,
player,201611060sfo,nor,HighTi00,pass_int,0,,,,,
player,201611060sfo,nor,HighTi00,pass_sacked,0,,,,,
player,201611060sfo,nor,HighTi00,pass_sacked_yds,0,,,,,
player,201611060sfo,nor,HighTi00,pass_long,0,,,,,
player,201611060sfo,nor,HighTi00,pass_rating,,,,,,
player,201611060sfo,nor,HighTi00,rush_att,23,,,,,
player,201611060sfo,nor,HighTi00,rush_yds,87,,,,,
player,201611060sfo,nor,HighTi00,rush_td,1,,,,,
player,201611060sfo,nor,HighTi00,rush_long,9,,,,,
player,201611060sfo,nor,HighTi00,targets,1,,,,,
player,201611060sfo,nor,HighTi00,rec,1,,,,,
player,201611060sfo,nor,HighTi00,rec_yds,15,,,,,
player,201611060sfo,nor,HighTi00,rec_td,0,,,,,
player,201611060sfo,nor,HighTi00,rec_long,15,,,,,
player,201611060sfo,nor,HighTi00,fumbles,0,,,,,
player,201611060sfo,nor,HighTi00,fumbles_lost,0,,,,,
player,201611060sfo,nor,KuhnJo00,pass_cmp,0,,,,,
player,201611060sfo,nor,KuhnJo00,pass_att,0,,,,,
player,201611060sfo,nor,KuhnJo00,pass_yds,0,,,,,
player,201611060sfo,nor,KuhnJo00,pass_td,0,,,,,
player,201611060sfo,nor,KuhnJo00,pass_int,0,,,,,
player,201611060sfo,nor,KuhnJo00,pass_sacked,0,,,,,
player,201611060sfo,nor,KuhnJo00,pass_sacked_yds,0,,,,,
player,201611060sfo,nor,KuhnJo00,pass_long,0,,,,,
player,201611060sfo,nor,KuhnJo00,pass_rating,,,,,,
player,201611060sfo,nor,KuhnJo00,rush_att,2,,,,,
player,201611060sfo,nor,KuhnJo00,rush_yds,5,,,,,
player,201611060sfo,nor,KuhnJo00,rush_td,0,,,,,
player,201611060sfo,nor,KuhnJo00,rush_long,3,,,,,
player,201611060sfo,nor,KuhnJo00,targets,2,,,,,
player,201611060sfo,nor,KuhnJo00,rec,2,,,,,
player,201611060sfo,nor,KuhnJo00,rec_yds,9,,,,,
player,201611060sfo,nor,KuhnJo00,rec_td,0,,,,,
player,201611060sfo,nor,KuhnJo00,rec_long,6,,,,,
player,201611060sfo,nor,KuhnJo00,fumbles,0,,,,,
player,201611060sfo,nor,KuhnJo00,fumbles_lost,0,,,,,
player,201611060sfo,nor,ThomMi05,pass_cmp,0,,,,,
player,201611060sfo,nor,ThomMi05,pass_att,0,,,,,
player,201611060sfo,nor,ThomMi05,pass_yds,0,,,,,
player,201611060sfo,nor,ThomMi05,pass_td,0,,,,,
player,201611060sfo,nor,ThomMi05,pass_int,0,,,,,
player,201611060sfo,nor,ThomMi05,pass_sacked,0,,,,,
player,201611060sfo,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201611060sfo,nor,ThomMi05,pass_long,0,,,,,
player,201611060sfo,nor,ThomMi05,pass_rating,,,,,,
player,201611060sfo,nor,ThomMi05,rush_att,0,,,,,
player,201611060sfo,nor,ThomMi05,rush_yds,0,,,,,
player,201611060sfo,nor,ThomMi05,rush_td,0,,,,,
player,201611060sfo,nor,ThomMi05,rush_long,0,,,,,
player,201611060sfo,nor,ThomMi05,targets,8,,,,,
player,201611060sfo,nor,ThomMi05,rec,5,,,,,
player,201611060sfo,nor,ThomMi05,rec_yds,73,,,,,
player,201611060sfo,nor,ThomMi05,rec_td,2,,,,,
player,201611060sfo,nor,ThomMi05,rec_long,32,,,,,
player,201611060sfo,nor,ThomMi05,fumbles,0,,,,,
player,201611060sfo,nor,ThomMi05,fumbles_lost,0,,,,,
player,201611060sfo,nor,CookBr00,pass_cmp,0,,,,,
player,201611060sfo,nor,CookBr00,pass_att,0,,,,,
player,201611060sfo,nor,CookBr00,pass_yds,0,,,,,
player,201611060sfo,nor,CookBr00,pass_td,0,,,,,
player,201611060sfo,nor,CookBr00,pass_int,0,,,,,
player,201611060sfo,nor,CookBr00,pass_sacked,0,,,,,
player,201611060sfo,nor,CookBr00,pass_sacked_yds,0,,,,,
player,201611060sfo,nor,CookBr00,pass_long,0,,,,,
player,201611060sfo,nor,CookBr00,pass_rating,,,,,,
player,201611060sfo,nor,CookBr00,rush_att,0,,,,,
player,201611060sfo,nor,CookBr00,rush_yds,0,,,,,
player,201611060sfo,nor,CookBr00,rush_td,0,,,,,
player,201611060sfo,nor,CookBr00,rush_long,0,,,,,
player,201611060sfo,nor,CookBr00,targets,6,,,,,
player,201611060sfo,nor,CookBr00,rec,5,,,,,
player,201611060sfo,nor,CookBr00,rec_yds,66,,,,,
player,201611060sfo,nor,CookBr00,rec_td,0,,,,,
player,201611060sfo,nor,CookBr00,rec_long,28,,,,,
player,201611060sfo,nor,CookBr00,fumbles,0,,,,,
player,201611060sfo,nor,CookBr00,fumbles_lost,0,,,,,
player,201611060sfo,nor,FleeCo00,pass_cmp,0,,,,,
player,201611060sfo,nor,FleeCo00,pass_att,0,,,,,
player,201611060sfo,nor,FleeCo00,pass_yds,0,,,,,
player,201611060sfo,nor,FleeCo00,pass_td,0,,,,,
player,201611060sfo,nor,FleeCo00,pass_int,0,,,,,
player,201611060sfo,nor,FleeCo00,pass_sacked,0,,,,,
player,201611060sfo,nor,FleeCo00,pass_sacked_yds,0,,,,,
player,201611060sfo,nor,FleeCo00,pass_long,0,,,,,
player,201611060sfo,nor,FleeCo00,pass_rating,,,,,,
player,201611060sfo,nor,FleeCo00,rush_att,0,,,,,
player,201611060sfo,nor,FleeCo00,rush_yds,0,,,,,
player,201611060sfo,nor,FleeCo00,rush_td,0,,,,,
player,201611060sfo,nor,FleeCo00,rush_long,0,,,,,
player,201611060sfo,nor,FleeCo00,targets,6,,,,,
player,201611060sfo,nor,FleeCo00,rec,3,,,,,
player,201611060sfo,nor,FleeCo00,rec_yds,42,,,,,
player,201611060sfo,nor,FleeCo00,rec_td,0,,,,,
player,201611060sfo,nor,FleeCo00,rec_long,26,,,,,
player,201611060sfo,nor,FleeCo00,fumbles,0,,,,,
player,201611060sfo,nor,FleeCo00,fumbles_lost,0,,,,,
player,201611060sfo,nor,HillJo02,pass_cmp,0,,,,,
player,201611060sfo,nor,HillJo02,pass_att,0,,,,,
player,201611060sfo,nor,HillJo02,pass_yds,0,,,,,
player,201611060sfo,nor,HillJo02,pass_td,0,,,,,
player,201611060sfo,nor,HillJo02,pass_int,0,,,,,
player,201611060sfo,nor,HillJo02,pass_sacked,0,,,,,
player,201611060sfo,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201611060sfo,nor,HillJo02,pass_long,0,,,,,
player,201611060sfo,nor,HillJo02,pass_rating,,,,,,
player,201611060sfo,nor,HillJo02,rush_att,0,,,,,
player,201611060sfo,nor,HillJo02,rush_yds,0,,,,,
player,201611060sfo,nor,HillJo02,rush_td,0,,,,,
player,201611060sfo,nor,HillJo02,rush_long,0,,,,,
player,201611060sfo,nor,HillJo02,targets,4,,,,,
player,201611060sfo,nor,HillJo02,rec,4,,,,,
player,201611060sfo,nor,HillJo02,rec_yds,40,,,,,
player,201611060sfo,nor,HillJo02,rec_td,0,,,,,
player,201611060sfo,nor,HillJo02,rec_long,32,,,,,
player,201611060sfo,nor,HillJo02,fumbles,0,,,,,
player,201611060sfo,nor,HillJo02,fumbles_lost,0,,,,,
player,201611060sfo,nor,SneaWi00,pass_cmp,0,,,,,
player,201611060sfo,nor,SneaWi00,pass_att,0,,,,,
player,201611060sfo,nor,SneaWi00,pass_yds,0,,,,,
player,201611060sfo,nor,SneaWi00,pass_td,0,,,,,
player,201611060sfo,nor,SneaWi00,pass_int,0,,,,,
player,201611060sfo,nor,SneaWi00,pass_sacked,0,,,,,
player,201611060sfo,nor,SneaWi00,pass_sacked_yds,0,,,,,
player,201611060sfo,nor,SneaWi00,pass_long,0,,,,,
player,201611060sfo,nor,SneaWi00,pass_rating,,,,,,
player,201611060sfo,nor,SneaWi00,rush_att,0,,,,,
player,201611060sfo,nor,SneaWi00,rush_yds,0,,,,,
player,201611060sfo,nor,SneaWi00,rush_td,0,,,,,
player,201611060sfo,nor,SneaWi00,rush_long,0,,,,,
player,201611060sfo,nor,SneaWi00,targets,7,,,,,
player,201611060sfo,nor,SneaWi00,rec,3,,,,,
player,201611060sfo,nor,SneaWi00,rec_yds,36,,,,,
player,201611060sfo,nor,SneaWi00,rec_td,0,,,,,
player,201611060sfo,nor,SneaWi00,rec_long,19,,,,,
player,201611060sfo,nor,SneaWi00,fumbles,0,,,,,
player,201611060sfo,nor,SneaWi00,fumbles_lost,0,,,,,
player,201611060sfo,nor,ColeBr00,pass_cmp,0,,,,,
player,201611060sfo,nor,ColeBr00,pass_att,0,,,,,
player,201611060sfo,nor,ColeBr00,pass_yds,0,,,,,
player,201611060sfo,nor,ColeBr00,pass_td,0,,,,,
player,201611060sfo,nor,ColeBr00,pass_int,0,,,,,
player,201611060sfo,nor,ColeBr00,pass_sacked,0,,,,,
player,201611060sfo,nor,ColeBr00,pass_sacked_yds,0,,,,,
player,201611060sfo,nor,ColeBr00,pass_long,0,,,,,
player,201611060sfo,nor,ColeBr00,pass_rating,,,,,,
player,201611060sfo,nor,ColeBr00,rush_att,0,,,,,
player,201611060sfo,nor,ColeBr00,rush_yds,0,,,,,
player,201611060sfo,nor,ColeBr00,rush_td,0,,,,,
player,201611060sfo,nor,ColeBr00,rush_long,0,,,,,
player,201611060sfo,nor,ColeBr00,targets,2,,,,,
player,201611060sfo,nor,ColeBr00,rec,2,,,,,
player,201611060sfo,nor,ColeBr00,rec_yds,25,,,,,
player,201611060sfo,nor,ColeBr00,rec_td,0,,,,,
player,201611060sfo,nor,ColeBr00,rec_long,19,,,,,
player,201611060sfo,nor,ColeBr00,fumbles,0,,,,,
player,201611060sfo,nor,ColeBr00,fumbles_lost,0,,,,,
player,201611060sfo,nor,CadeTr00,pass_cmp,0,,,,,
player,201611060sfo,nor,CadeTr00,pass_att,0,,,,,
player,201611060sfo,nor,CadeTr00,pass_yds,0,,,,,
player,201611060sfo,nor,CadeTr00,pass_td,0,,,,,
player,201611060sfo,nor,CadeTr00,pass_int,0,,,,,
player,201611060sfo,nor,CadeTr00,pass_sacked,0,,,,,
player,201611060sfo,nor,CadeTr00,pass_sacked_yds,0,,,,,
player,201611060sfo,nor,CadeTr00,pass_long,0,,,,,
player,201611060sfo,nor,CadeTr00,pass_rating,,,,,,
player,201611060sfo,nor,CadeTr00,rush_att,0,,,,,
player,201611060sfo,nor,CadeTr00,rush_yds,0,,,,,
player,201611060sfo,nor,CadeTr00,rush_td,0,,,,,
player,201611060sfo,nor,CadeTr00,rush_long,0,,,,,
player,201611060sfo,nor,CadeTr00,targets,1,,,,,
player,201611060sfo,nor,CadeTr00,rec,1,,,,,
player,201611060sfo,nor,CadeTr00,rec_yds,4,,,,,
player,201611060sfo,nor,CadeTr00,rec_td,0,,,,,
player,201611060sfo,nor,CadeTr00,rec_long,4,,,,,
player,201611060sfo,nor,CadeTr00,fumbles,0,,,,,
player,201611060sfo,nor,CadeTr00,fumbles_lost,0,,,,,
player,201611060sfo,sfo,KaepCo00,pass_cmp,24,,,,,
player,201611060sfo,sfo,KaepCo00,pass_att,39,,,,,
player,201611060sfo,sfo,KaepCo00,pass_yds,398,,,,,
player,201611060sfo,sfo,KaepCo00,pass_td,2,,,,,
player,201611060sfo,sfo,KaepCo00,pass_int,1,,,,,
player,201611060sfo,sfo,KaepCo00,pass_sacked,1,,,,,
player,201611060sfo,sfo,KaepCo00,pass_sacked_yds,5,,,,,
player,201611060sfo,sfo,KaepCo00,pass_long,65,,,,,
player,201611060sfo,sfo,KaepCo00,pass_rating,102.3,,,,,
player,201611060sfo,sfo,KaepCo00,rush_att,5,,,,,
player,201611060sfo,sfo,KaepCo00,rush_yds,23,,,,,
player,201611060sfo,sfo,KaepCo00,rush_td,0,,,,,
player,201611060sfo,sfo,KaepCo00,rush_long,11,,,,,
player,201611060sfo,sfo,KaepCo00,targets,0,,,,,
player,201611060sfo,sfo,KaepCo00,rec,0,,,,,
player,201611060sfo,sfo,KaepCo00,rec_yds,0,,,,,
player,201611060sfo,sfo,KaepCo00,rec_td,0,,,,,
player,201611060sfo,sfo,KaepCo00,rec_long,0,,,,,
player,201611060sfo,sfo,KaepCo00,fumbles,1,,,,,
player,201611060sfo,sfo,KaepCo00,fumbles_lost,1,,,,,
player,201611060sfo,sfo,HarrDu01,pass_cmp,0,,,,,
player,201611060sfo,sfo,HarrDu01,pass_att,0,,,,,
player,201611060sfo,sfo,HarrDu01,pass_yds,0,,,,,
player,201611060sfo,sfo,HarrDu01,pass_td,0,,,,,
player,201611060sfo,sfo,HarrDu01,pass_int,0,,,,,
player,201611060sfo,sfo,HarrDu01,pass_sacked,0,,,,,
player,201611060sfo,sfo,HarrDu01,pass_sacked_yds,0,,,,,
player,201611060sfo,sfo,HarrDu01,pass_long,0,,,,,
player,201611060sfo,sfo,HarrDu01,pass_rating,,,,,,
player,201611060sfo,sfo,HarrDu01,rush_att,10,,,,,
player,201611060sfo,sfo,HarrDu01,rush_yds,59,,,,,
player,201611060sfo,sfo,HarrDu01,rush_td,0,,,,,
player,201611060sfo,sfo,HarrDu01,rush_long,19,,,,,
player,201611060sfo,sfo,HarrDu01,targets,6,,,,,
player,201611060sfo,sfo,HarrDu01,rec,5,,,,,
player,201611060sfo,sfo,HarrDu01,rec_yds,83,,,,,
player,201611060sfo,sfo,HarrDu01,rec_td,1,,,,,
player,201611060sfo,sfo,HarrDu01,rec_long,47,,,,,
player,201611060sfo,sfo,HarrDu01,fumbles,1,,,,,
player,201611060sfo,sfo,HarrDu01,fumbles_lost,1,,,,,
player,201611060sfo,sfo,DaviMi01,pass_cmp,0,,,,,
player,201611060sfo,sfo,DaviMi01,pass_att,0,,,,,
player,201611060sfo,sfo,DaviMi01,pass_yds,0,,,,,
player,201611060sfo,sfo,DaviMi01,pass_td,0,,,,,
player,201611060sfo,sfo,DaviMi01,pass_int,0,,,,,
player,201611060sfo,sfo,DaviMi01,pass_sacked,0,,,,,
player,201611060sfo,sfo,DaviMi01,pass_sacked_yds,0,,,,,
player,201611060sfo,sfo,DaviMi01,pass_long,0,,,,,
player,201611060sfo,sfo,DaviMi01,pass_rating,,,,,,
player,201611060sfo,sfo,DaviMi01,rush_att,2,,,,,
player,201611060sfo,sfo,DaviMi01,rush_yds,11,,,,,
player,201611060sfo,sfo,DaviMi01,rush_td,0,,,,,
player,201611060sfo,sfo,DaviMi01,rush_long,7,,,,,
player,201611060sfo,sfo,DaviMi01,targets,1,,,,,
player,201611060sfo,sfo,DaviMi01,rec,1,,,,,
player,201611060sfo,sfo,DaviMi01,rec_yds,9,,,,,
player,201611060sfo,sfo,DaviMi01,rec_td,0,,,,,
player,201611060sfo,sfo,DaviMi01,rec_long,9,,,,,
player,201611060sfo,sfo,DaviMi01,fumbles,1,,,,,
player,201611060sfo,sfo,DaviMi01,fumbles_lost,1,,,,,
player,201611060sfo,sfo,PattQu00,pass_cmp,0,,,,,
player,201611060sfo,sfo,PattQu00,pass_att,0,,,,,
player,201611060sfo,sfo,PattQu00,pass_yds,0,,,,,
player,201611060sfo,sfo,PattQu00,pass_td,0,,,,,
player,201611060sfo,sfo,PattQu00,pass_int,0,,,,,
player,201611060sfo,sfo,PattQu00,pass_sacked,0,,,,,
player,201611060sfo,sfo,PattQu00,pass_sacked_yds,0,,,,,
player,201611060sfo,sfo,PattQu00,pass_long,0,,,,,
player,201611060sfo,sfo,PattQu00,pass_rating,,,,,,
player,201611060sfo,sfo,PattQu00,rush_att,0,,,,,
player,201611060sfo,sfo,PattQu00,rush_yds,0,,,,,
player,201611060sfo,sfo,PattQu00,rush_td,0,,,,,
player,201611060sfo,sfo,PattQu00,rush_long,0,,,,,
player,201611060sfo,sfo,PattQu00,targets,9,,,,,
player,201611060sfo,sfo,PattQu00,rec,6,,,,,
player,201611060sfo,sfo,PattQu00,rec_yds,106,,,,,
player,201611060sfo,sfo,PattQu00,rec_td,0,,,,,
player,201611060sfo,sfo,PattQu00,rec_long,31,,,,,
player,201611060sfo,sfo,PattQu00,fumbles,0,,,,,
player,201611060sfo,sfo,PattQu00,fumbles_lost,0,,,,,
player,201611060sfo,sfo,McDoVa00,pass_cmp,0,,,,,
player,201611060sfo,sfo,McDoVa00,pass_att,0,,,,,
player,201611060sfo,sfo,McDoVa00,pass_yds,0,,,,,
player,201611060sfo,sfo,McDoVa00,pass_td,0,,,,,
player,201611060sfo,sfo,McDoVa00,pass_int,0,,,,,
player,201611060sfo,sfo,McDoVa00,pass_sacked,0,,,,,
player,201611060sfo,sfo,McDoVa00,pass_sacked_yds,0,,,,,
player,201611060sfo,sfo,McDoVa00,pass_long,0,,,,,
player,201611060sfo,sfo,McDoVa00,pass_rating,,,,,,
player,201611060sfo,sfo,McDoVa00,rush_att,0,,,,,
player,201611060sfo,sfo,McDoVa00,rush_yds,0,,,,,
player,201611060sfo,sfo,McDoVa00,rush_td,0,,,,,
player,201611060sfo,sfo,McDoVa00,rush_long,0,,,,,
player,201611060sfo,sfo,McDoVa00,targets,6,,,,,
player,201611060sfo,sfo,McDoVa00,rec,3,,,,,
player,201611060sfo,sfo,McDoVa00,rec_yds,84,,,,,
player,201611060sfo,sfo,McDoVa00,rec_td,1,,,,,
player,201611060sfo,sfo,McDoVa00,rec_long,65,,,,,
player,201611060sfo,sfo,McDoVa00,fumbles,0,,,,,
player,201611060sfo,sfo,McDoVa00,fumbles_lost,0,,,,,
player,201611060sfo,sfo,CeleGa00,pass_cmp,0,,,,,
player,201611060sfo,sfo,CeleGa00,pass_att,0,,,,,
player,201611060sfo,sfo,CeleGa00,pass_yds,0,,,,,
player,201611060sfo,sfo,CeleGa00,pass_td,0,,,,,
player,201611060sfo,sfo,CeleGa00,pass_int,0,,,,,
player,201611060sfo,sfo,CeleGa00,pass_sacked,0,,,,,
player,201611060sfo,sfo,CeleGa00,pass_sacked_yds,0,,,,,
player,201611060sfo,sfo,CeleGa00,pass_long,0,,,,,
player,201611060sfo,sfo,CeleGa00,pass_rating,,,,,,
player,201611060sfo,sfo,CeleGa00,rush_att,0,,,,,
player,201611060sfo,sfo,CeleGa00,rush_yds,0,,,,,
player,201611060sfo,sfo,CeleGa00,rush_td,0,,,,,
player,201611060sfo,sfo,CeleGa00,rush_long,0,,,,,
player,201611060sfo,sfo,CeleGa00,targets,6,,,,,
player,201611060sfo,sfo,CeleGa00,rec,4,,,,,
player,201611060sfo,sfo,CeleGa00,rec_yds,76,,,,,
player,201611060sfo,sfo,CeleGa00,rec_td,0,,,,,
player,201611060sfo,sfo,CeleGa00,rec_long,31,,,,,
player,201611060sfo,sfo,CeleGa00,fumbles,0,,,,,
player,201611060sfo,sfo,CeleGa00,fumbles_lost,0,,,,,
player,201611060sfo,sfo,KerlJe00,pass_cmp,0,,,,,
player,201611060sfo,sfo,KerlJe00,pass_att,0,,,,,
player,201611060sfo,sfo,KerlJe00,pass_yds,0,,,,,
player,201611060sfo,sfo,KerlJe00,pass_td,0,,,,,
player,201611060sfo,sfo,KerlJe00,pass_int,0,,,,,
player,201611060sfo,sfo,KerlJe00,pass_sacked,0,,,,,
player,201611060sfo,sfo,KerlJe00,pass_sacked_yds,0,,,,,
player,201611060sfo,sfo,KerlJe00,pass_long,0,,,,,
player,201611060sfo,sfo,KerlJe00,pass_rating,,,,,,
player,201611060sfo,sfo,KerlJe00,rush_att,0,,,,,
player,201611060sfo,sfo,KerlJe00,rush_yds,0,,,,,
player,201611060sfo,sfo,KerlJe00,rush_td,0,,,,,
player,201611060sfo,sfo,KerlJe00,rush_long,0,,,,,
player,201611060sfo,sfo,KerlJe00,targets,6,,,,,
player,201611060sfo,sfo,KerlJe00,rec,3,,,,,
player,201611060sfo,sfo,KerlJe00,rec_yds,22,,,,,
player,201611060sfo,sfo,KerlJe00,rec_td,0,,,,,
player,201611060sfo,sfo,KerlJe00,rec_long,17,,,,,
player,201611060sfo,sfo,KerlJe00,fumbles,0,,,,,
player,201611060sfo,sfo,KerlJe00,fumbles_lost,0,,,,,
player,201611060sfo,sfo,SmitTo02,pass_cmp,0,,,,,
player,201611060sfo,sfo,SmitTo02,pass_att,0,,,,,
player,201611060sfo,sfo,SmitTo02,pass_yds,0,,,,,
player,201611060sfo,sfo,SmitTo02,pass_td,0,,,,,
player,201611060sfo,sfo,SmitTo02,pass_int,0,,,,,
player,201611060sfo,sfo,SmitTo02,pass_sacked,0,,,,,
player,201611060sfo,sfo,SmitTo02,pass_sacked_yds,0,,,,,
player,201611060sfo,sfo,SmitTo02,pass_long,0,,,,,
player,201611060sfo,sfo,SmitTo02,pass_rating,,,,,,
player,201611060sfo,sfo,SmitTo02,rush_att,0,,,,,
player,201611060sfo,sfo,SmitTo02,rush_yds,0,,,,,
player,201611060sfo,sfo,SmitTo02,rush_td,0,,,,,
player,201611060sfo,sfo,SmitTo02,rush_long,0,,,,,
player,201611060sfo,sfo,SmitTo02,targets,3,,,,,
player,201611060sfo,sfo,SmitTo02,rec,2,,,,,
player,201611060sfo,sfo,SmitTo02,rec_yds,18,,,,,
player,201611060sfo,sfo,SmitTo02,rec_td,0,,,,,
player,201611060sfo,sfo,SmitTo02,rec_long,13,,,,,
player,201611060sfo,sfo,SmitTo02,fumbles,0,,,,,
player,201611060sfo,sfo,SmitTo02,fumbles_lost,0,,,,,
player,201611060sfo,sfo,BurbAa00,pass_cmp,0,,,,,
player,201611060sfo,sfo,BurbAa00,pass_att,0,,,,,
player,201611060sfo,sfo,BurbAa00,pass_yds,0,,,,,
player,201611060sfo,sfo,BurbAa00,pass_td,0,,,,,
player,201611060sfo,sfo,BurbAa00,pass_int,0,,,,,
player,201611060sfo,sfo,BurbAa00,pass_sacked,0,,,,,
player,201611060sfo,sfo,BurbAa00,pass_sacked_yds,0,,,,,
player,201611060sfo,sfo,BurbAa00,pass_long,0,,,,,
player,201611060sfo,sfo,BurbAa00,pass_rating,,,,,,
player,201611060sfo,sfo,BurbAa00,rush_att,0,,,,,
player,201611060sfo,sfo,BurbAa00,rush_yds,0,,,,,
player,201611060sfo,sfo,BurbAa00,rush_td,0,,,,,
player,201611060sfo,sfo,BurbAa00,rush_long,0,,,,,
player,201611060sfo,sfo,BurbAa00,targets,2,,,,,
player,201611060sfo,sfo,BurbAa00,rec,0,,,,,
player,201611060sfo,sfo,BurbAa00,rec_yds,0,,,,,
player,201611060sfo,sfo,BurbAa00,rec_td,0,,,,,
player,201611060sfo,sfo,BurbAa00,rec_long,0,,,,,
player,201611060sfo,sfo,BurbAa00,fumbles,0,,,,,
player,201611060sfo,sfo,BurbAa00,fumbles_lost,0,,,,,
player,201611060sfo,nor,RobeCr00,def_int,1,,,,,
player,201611060sfo,nor,RobeCr00,def_int_yds,29,,,,,
player,201611060sfo,nor,RobeCr00,def_int_td,0,,,,,
player,201611060sfo,nor,RobeCr00,def_int_long,29,,,,,
player,201611060sfo,nor,RobeCr00,pass_defended,2,,,,,
player,201611060sfo,nor,RobeCr00,sacks,0.0,,,,,
player,201611060sfo,nor,RobeCr00,tackles_combined,5,,,,,
player,201611060sfo,nor,RobeCr00,tackles_solo,3,,,,,
player,201611060sfo,nor,RobeCr00,tackles_assists,2,,,,,
player,201611060sfo,nor,RobeCr00,tackles_loss,0,,,,,
player,201611060sfo,nor,RobeCr00,qb_hits,0,,,,,
player,201611060sfo,nor,RobeCr00,fumbles_rec,0,,,,,
