game,2016,5,20161009,201610090rav,was,"Washington Redskins",16,rav,"Baltimore Ravens",10
player,201610090rav,was,HoodEv99,def_int_long,0,,,,,
player,201610090rav,was,HoodEv99,pass_defended,0,,,,,
player,201610090rav,was,HoodEv99,sacks,1.0,,,,,
player,201610090rav,was,HoodEv99,tackles_combined,2,,,,,
player,201610090rav,was,HoodEv99,tackles_solo,1,,,,,
player,201610090rav,was,HoodEv99,tackles_assists,1,,,,,
player,201610090rav,was,HoodEv99,tackles_loss,1,,,,,
player,201610090rav,was,HoodEv99,qb_hits,1,,,,,
player,201610090rav,was,HoodEv99,fumbles_rec,0,,,,,
player,201610090rav,was,HoodEv99,fumbles_rec_yds,0,,,,,
player,201610090rav,was,HoodEv99,fumbles_rec_td,0,,,,,
player,201610090rav,was,HoodEv99,fumbles_forced,0,,,,,
player,201610090rav,was,KerrRy00,def_int,0,,,,,
player,201610090rav,was,KerrRy00,def_int_yds,0,,,,,
player,201610090rav,was,KerrRy00,def_int_td,0,,,,,
player,201610090rav,was,KerrRy00,def_int_long,0,,,,,
player,201610090rav,was,KerrRy00,pass_defended,0,,,,,
player,201610090rav,was,KerrRy00,sacks,1.0,,,,,
player,201610090rav,was,KerrRy00,tackles_combined,1,,,,,
player,201610090rav,was,KerrRy00,tackles_solo,1,,,,,
player,201610090rav,was,KerrRy00,tackles_assists,0,,,,,
player,201610090rav,was,KerrRy00,tackles_loss,1,,,,,
player,201610090rav,was,KerrRy00,qb_hits,1,,,,,
player,201610090rav,was,KerrRy00,fumbles_rec,0,,,,,
player,201610090rav,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201610090rav,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201610090rav,was,KerrRy00,fumbles_forced,0,,,,,
player,201610090rav,was,MurpTr00,def_int,0,,,,,
player,201610090rav,was,MurpTr00,def_int_yds,0,,,,,
player,201610090rav,was,MurpTr00,def_int_td,0,,,,,
player,201610090rav,was,MurpTr00,def_int_long,0,,,,,
player,201610090rav,was,MurpTr00,pass_defended,0,,,,,
player,201610090rav,was,MurpTr00,sacks,0.5,,,,,
player,201610090rav,was,MurpTr00,tackles_combined,3,,,,,
player,201610090rav,was,MurpTr00,tackles_solo,2,,,,,
player,201610090rav,was,MurpTr00,tackles_assists,1,,,,,
player,201610090rav,was,MurpTr00,tackles_loss,1,,,,,
player,201610090rav,was,MurpTr00,qb_hits,3,,,,,
player,201610090rav,was,MurpTr00,fumbles_rec,0,,,,,
player,201610090rav,was,MurpTr00,fumbles_rec_yds,0,,,,,
player,201610090rav,was,MurpTr00,fumbles_rec_td,0,,,,,
player,201610090rav,was,MurpTr00,fumbles_forced,0,,,,,
player,201610090rav,was,GarvTe00,def_int,0,,,,,
player,201610090rav,was,GarvTe00,def_int_yds,0,,,,,
player,201610090rav,was,GarvTe00,def_int_td,0,,,,,
player,201610090rav,was,GarvTe00,def_int_long,0,,,,,
player,201610090rav,was,GarvTe00,pass_defended,0,,,,,
player,201610090rav,was,GarvTe00,sacks,0.5,,,,,
player,201610090rav,was,GarvTe00,tackles_combined,2,,,,,
player,201610090rav,was,GarvTe00,tackles_solo,1,,,,,
player,201610090rav,was,GarvTe00,tackles_assists,1,,,,,
player,201610090rav,was,GarvTe00,tackles_loss,0,,,,,
player,201610090rav,was,GarvTe00,qb_hits,1,,,,,
player,201610090rav,was,GarvTe00,fumbles_rec,0,,,,,
player,201610090rav,was,GarvTe00,fumbles_rec_yds,0,,,,,
player,201610090rav,was,GarvTe00,fumbles_rec_td,0,,,,,
player,201610090rav,was,GarvTe00,fumbles_forced,0,,,,,
player,201610090rav,was,CompWi00,def_int,0,,,,,
player,201610090rav,was,CompWi00,def_int_yds,0,,,,,
player,201610090rav,was,CompWi00,def_int_td,0,,,,,
player,201610090rav,was,CompWi00,def_int_long,0,,,,,
player,201610090rav,was,CompWi00,pass_defended,0,,,,,
player,201610090rav,was,CompWi00,sacks,0.0,,,,,
player,201610090rav,was,CompWi00,tackles_combined,9,,,,,
player,201610090rav,was,CompWi00,tackles_solo,8,,,,,
player,201610090rav,was,CompWi00,tackles_assists,1,,,,,
player,201610090rav,was,CompWi00,tackles_loss,2,,,,,
player,201610090rav,was,CompWi00,qb_hits,0,,,,,
player,201610090rav,was,CompWi00,fumbles_rec,0,,,,,
player,201610090rav,was,CompWi00,fumbles_rec_yds,0,,,,,
player,201610090rav,was,CompWi00,fumbles_rec_td,0,,,,,
player,201610090rav,was,CompWi00,fumbles_forced,0,,,,,
player,201610090rav,was,IhenDu00,def_int,0,,,,,
player,201610090rav,was,IhenDu00,def_int_yds,0,,,,,
player,201610090rav,was,IhenDu00,def_int_td,0,,,,,
player,201610090rav,was,IhenDu00,def_int_long,0,,,,,
player,201610090rav,was,IhenDu00,pass_defended,1,,,,,
player,201610090rav,was,IhenDu00,sacks,0.0,,,,,
player,201610090rav,was,IhenDu00,tackles_combined,9,,,,,
player,201610090rav,was,IhenDu00,tackles_solo,8,,,,,
player,201610090rav,was,IhenDu00,tackles_assists,1,,,,,
player,201610090rav,was,IhenDu00,tackles_loss,1,,,,,
player,201610090rav,was,IhenDu00,qb_hits,0,,,,,
player,201610090rav,was,IhenDu00,fumbles_rec,0,,,,,
player,201610090rav,was,IhenDu00,fumbles_rec_yds,0,,,,,
player,201610090rav,was,IhenDu00,fumbles_rec_td,0,,,,,
player,201610090rav,was,IhenDu00,fumbles_forced,0,,,,,
player,201610090rav,was,FostMa00,def_int,0,,,,,
player,201610090rav,was,FostMa00,def_int_yds,0,,,,,
player,201610090rav,was,FostMa00,def_int_td,0,,,,,
player,201610090rav,was,FostMa00,def_int_long,0,,,,,
player,201610090rav,was,FostMa00,pass_defended,0,,,,,
player,201610090rav,was,FostMa00,sacks,0.0,,,,,
player,201610090rav,was,FostMa00,tackles_combined,7,,,,,
player,201610090rav,was,FostMa00,tackles_solo,7,,,,,
player,201610090rav,was,FostMa00,tackles_assists,0,,,,,
player,201610090rav,was,FostMa00,tackles_loss,1,,,,,
player,201610090rav,was,FostMa00,qb_hits,0,,,,,
player,201610090rav,was,FostMa00,fumbles_rec,0,,,,,
player,201610090rav,was,FostMa00,fumbles_rec_yds,0,,,,,
player,201610090rav,was,FostMa00,fumbles_rec_td,0,,,,,
player,201610090rav,was,FostMa00,fumbles_forced,0,,,,,
player,201610090rav,was,DunbQu00,def_int,0,,,,,
player,201610090rav,was,DunbQu00,def_int_yds,0,,,,,
player,201610090rav,was,DunbQu00,def_int_td,0,,,,,
player,201610090rav,was,DunbQu00,def_int_long,0,,,,,
player,201610090rav,was,DunbQu00,pass_defended,0,,,,,
player,201610090rav,was,DunbQu00,sacks,0.0,,,,,
player,201610090rav,was,DunbQu00,tackles_combined,5,,,,,
player,201610090rav,was,DunbQu00,tackles_solo,5,,,,,
player,201610090rav,was,DunbQu00,tackles_assists,0,,,,,
player,201610090rav,was,DunbQu00,tackles_loss,0,,,,,
player,201610090rav,was,DunbQu00,qb_hits,0,,,,,
player,201610090rav,was,DunbQu00,fumbles_rec,0,,,,,
player,201610090rav,was,DunbQu00,fumbles_rec_yds,0,,,,,
player,201610090rav,was,DunbQu00,fumbles_rec_td,0,,,,,
player,201610090rav,was,DunbQu00,fumbles_forced,0,,,,,
player,201610090rav,was,ToleGr99,def_int,0,,,,,
player,201610090rav,was,ToleGr99,def_int_yds,0,,,,,
player,201610090rav,was,ToleGr99,def_int_td,0,,,,,
player,201610090rav,was,ToleGr99,def_int_long,0,,,,,
player,201610090rav,was,ToleGr99,pass_defended,0,,,,,
player,201610090rav,was,ToleGr99,sacks,0.0,,,,,
player,201610090rav,was,ToleGr99,tackles_combined,4,,,,,
player,201610090rav,was,ToleGr99,tackles_solo,4,,,,,
player,201610090rav,was,ToleGr99,tackles_assists,0,,,,,
player,201610090rav,was,ToleGr99,tackles_loss,0,,,,,
player,201610090rav,was,ToleGr99,qb_hits,0,,,,,
player,201610090rav,was,ToleGr99,fumbles_rec,0,,,,,
player,201610090rav,was,ToleGr99,fumbles_rec_yds,0,,,,,
player,201610090rav,was,ToleGr99,fumbles_rec_td,0,,,,,
player,201610090rav,was,ToleGr99,fumbles_forced,0,,,,,
player,201610090rav,was,FullKe00,def_int,0,,,,,
player,201610090rav,was,FullKe00,def_int_yds,0,,,,,
player,201610090rav,was,FullKe00,def_int_td,0,,,,,
player,201610090rav,was,FullKe00,def_int_long,0,,,,,
player,201610090rav,was,FullKe00,pass_defended,1,,,,,
player,201610090rav,was,FullKe00,sacks,0.0,,,,,
player,201610090rav,was,FullKe00,tackles_combined,3,,,,,
player,201610090rav,was,FullKe00,tackles_solo,3,,,,,
player,201610090rav,was,FullKe00,tackles_assists,0,,,,,
player,201610090rav,was,FullKe00,tackles_loss,0,,,,,
player,201610090rav,was,FullKe00,qb_hits,0,,,,,
player,201610090rav,was,FullKe00,fumbles_rec,0,,,,,
player,201610090rav,was,FullKe00,fumbles_rec_yds,0,,,,,
player,201610090rav,was,FullKe00,fumbles_rec_td,0,,,,,
player,201610090rav,was,FullKe00,fumbles_forced,0,,,,,
player,201610090rav,was,BlacWi20,def_int,0,,,,,
player,201610090rav,was,BlacWi20,def_int_yds,0,,,,,
player,201610090rav,was,BlacWi20,def_int_td,0,,,,,
player,201610090rav,was,BlacWi20,def_int_long,0,,,,,
player,201610090rav,was,BlacWi20,pass_defended,0,,,,,
player,201610090rav,was,BlacWi20,sacks,0.0,,,,,
player,201610090rav,was,BlacWi20,tackles_combined,2,,,,,
player,201610090rav,was,BlacWi20,tackles_solo,2,,,,,
player,201610090rav,was,BlacWi20,tackles_assists,0,,,,,
player,201610090rav,was,BlacWi20,tackles_loss,0,,,,,
player,201610090rav,was,BlacWi20,qb_hits,0,,,,,
player,201610090rav,was,BlacWi20,fumbles_rec,0,,,,,
player,201610090rav,was,BlacWi20,fumbles_rec_yds,0,,,,,
player,201610090rav,was,BlacWi20,fumbles_rec_td,0,,,,,
player,201610090rav,was,BlacWi20,fumbles_forced,0,,,,,
player,201610090rav,was,IoanMa01,def_int,0,,,,,
player,201610090rav,was,IoanMa01,def_int_yds,0,,,,,
player,201610090rav,was,IoanMa01,def_int_td,0,,,,,
player,201610090rav,was,IoanMa01,def_int_long,0,,,,,
player,201610090rav,was,IoanMa01,pass_defended,0,,,,,
player,201610090rav,was,IoanMa01,sacks,0.0,,,,,
player,201610090rav,was,IoanMa01,tackles_combined,2,,,,,
player,201610090rav,was,IoanMa01,tackles_solo,1,,,,,
player,201610090rav,was,IoanMa01,tackles_assists,1,,,,,
player,201610090rav,was,IoanMa01,tackles_loss,0,,,,,
player,201610090rav,was,IoanMa01,qb_hits,0,,,,,
player,201610090rav,was,IoanMa01,fumbles_rec,0,,,,,
player,201610090rav,was,IoanMa01,fumbles_rec_yds,0,,,,,
player,201610090rav,was,IoanMa01,fumbles_rec_td,0,,,,,
player,201610090rav,was,IoanMa01,fumbles_forced,0,,,,,
player,201610090rav,was,BateHo00,def_int,0,,,,,
player,201610090rav,was,BateHo00,def_int_yds,0,,,,,
player,201610090rav,was,BateHo00,def_int_td,0,,,,,
player,201610090rav,was,BateHo00,def_int_long,0,,,,,
player,201610090rav,was,BateHo00,pass_defended,0,,,,,
player,201610090rav,was,BateHo00,sacks,0.0,,,,,
player,201610090rav,was,BateHo00,tackles_combined,1,,,,,
player,201610090rav,was,BateHo00,tackles_solo,1,,,,,
player,201610090rav,was,BateHo00,tackles_assists,0,,,,,
player,201610090rav,was,BateHo00,tackles_loss,0,,,,,
player,201610090rav,was,BateHo00,qb_hits,0,,,,,
player,201610090rav,was,BateHo00,fumbles_rec,0,,,,,
player,201610090rav,was,BateHo00,fumbles_rec_yds,0,,,,,
player,201610090rav,was,BateHo00,fumbles_rec_td,0,,,,,
player,201610090rav,was,BateHo00,fumbles_forced,0,,,,,
player,201610090rav,was,EverDe01,def_int,0,,,,,
player,201610090rav,was,EverDe01,def_int_yds,0,,,,,
player,201610090rav,was,EverDe01,def_int_td,0,,,,,
player,201610090rav,was,EverDe01,def_int_long,0,,,,,
player,201610090rav,was,EverDe01,pass_defended,0,,,,,
player,201610090rav,was,EverDe01,sacks,0.0,,,,,
player,201610090rav,was,EverDe01,tackles_combined,1,,,,,
player,201610090rav,was,EverDe01,tackles_solo,1,,,,,
player,201610090rav,was,EverDe01,tackles_assists,0,,,,,
player,201610090rav,was,EverDe01,tackles_loss,0,,,,,
player,201610090rav,was,EverDe01,qb_hits,0,,,,,
player,201610090rav,was,EverDe01,fumbles_rec,0,,,,,
player,201610090rav,was,EverDe01,fumbles_rec_yds,0,,,,,
player,201610090rav,was,EverDe01,fumbles_rec_td,0,,,,,
player,201610090rav,was,EverDe01,fumbles_forced,0,,,,,
player,201610090rav,was,JeanRi99,def_int,0,,,,,
player,201610090rav,was,JeanRi99,def_int_yds,0,,,,,
player,201610090rav,was,JeanRi99,def_int_td,0,,,,,
player,201610090rav,was,JeanRi99,def_int_long,0,,,,,
player,201610090rav,was,JeanRi99,pass_defended,0,,,,,
player,201610090rav,was,JeanRi99,sacks,0.0,,,,,
player,201610090rav,was,JeanRi99,tackles_combined,1,,,,,
player,201610090rav,was,JeanRi99,tackles_solo,1,,,,,
player,201610090rav,was,JeanRi99,tackles_assists,0,,,,,
player,201610090rav,was,JeanRi99,tackles_loss,0,,,,,
player,201610090rav,was,JeanRi99,qb_hits,0,,,,,
player,201610090rav,was,JeanRi99,fumbles_rec,0,,,,,
player,201610090rav,was,JeanRi99,fumbles_rec_yds,0,,,,,
player,201610090rav,was,JeanRi99,fumbles_rec_td,0,,,,,
player,201610090rav,was,JeanRi99,fumbles_forced,0,,,,,
player,201610090rav,was,NormJo01,def_int,0,,,,,
player,201610090rav,was,NormJo01,def_int_yds,0,,,,,
player,201610090rav,was,NormJo01,def_int_td,0,,,,,
player,201610090rav,was,NormJo01,def_int_long,0,,,,,
player,201610090rav,was,NormJo01,pass_defended,0,,,,,
player,201610090rav,was,NormJo01,sacks,0.0,,,,,
player,201610090rav,was,NormJo01,tackles_combined,1,,,,,
player,201610090rav,was,NormJo01,tackles_solo,1,,,,,
player,201610090rav,was,NormJo01,tackles_assists,0,,,,,
player,201610090rav,was,NormJo01,tackles_loss,0,,,,,
player,201610090rav,was,NormJo01,qb_hits,1,,,,,
player,201610090rav,was,NormJo01,fumbles_rec,0,,,,,
player,201610090rav,was,NormJo01,fumbles_rec_yds,0,,,,,
player,201610090rav,was,NormJo01,fumbles_rec_td,0,,,,,
player,201610090rav,was,NormJo01,fumbles_forced,0,,,,,
player,201610090rav,was,SmitPr00,def_int,0,,,,,
player,201610090rav,was,SmitPr00,def_int_yds,0,,,,,
player,201610090rav,was,SmitPr00,def_int_td,0,,,,,
player,201610090rav,was,SmitPr00,def_int_long,0,,,,,
player,201610090rav,was,SmitPr00,pass_defended,0,,,,,
player,201610090rav,was,SmitPr00,sacks,0.0,,,,,
player,201610090rav,was,SmitPr00,tackles_combined,1,,,,,
player,201610090rav,was,SmitPr00,tackles_solo,1,,,,,
player,201610090rav,was,SmitPr00,tackles_assists,0,,,,,
player,201610090rav,was,SmitPr00,tackles_loss,1,,,,,
player,201610090rav,was,SmitPr00,qb_hits,1,,,,,
player,201610090rav,was,SmitPr00,fumbles_rec,0,,,,,
player,201610090rav,was,SmitPr00,fumbles_rec_yds,0,,,,,
player,201610090rav,was,SmitPr00,fumbles_rec_td,0,,,,,
player,201610090rav,was,SmitPr00,fumbles_forced,0,,,,,
player,201610090rav,was,BakeCh99,def_int,0,,,,,
player,201610090rav,was,BakeCh99,def_int_yds,0,,,,,
player,201610090rav,was,BakeCh99,def_int_td,0,,,,,
player,201610090rav,was,BakeCh99,def_int_long,0,,,,,
player,201610090rav,was,BakeCh99,pass_defended,1,,,,,
player,201610090rav,was,BakeCh99,sacks,0.0,,,,,
player,201610090rav,was,BakeCh99,tackles_combined,0,,,,,
player,201610090rav,was,BakeCh99,tackles_solo,0,,,,,
player,201610090rav,was,BakeCh99,tackles_assists,0,,,,,
player,201610090rav,was,BakeCh99,tackles_loss,0,,,,,
player,201610090rav,was,BakeCh99,qb_hits,1,,,,,
player,201610090rav,was,BakeCh99,fumbles_rec,0,,,,,
player,201610090rav,was,BakeCh99,fumbles_rec_yds,0,,,,,
player,201610090rav,was,BakeCh99,fumbles_rec_td,0,,,,,
player,201610090rav,was,BakeCh99,fumbles_forced,0,,,,,
player,201610090rav,was,CousKi00,def_int,0,,,,,
player,201610090rav,was,CousKi00,def_int_yds,,,,,,
player,201610090rav,was,CousKi00,def_int_td,0,,,,,
player,201610090rav,was,CousKi00,def_int_long,0,,,,,
player,201610090rav,was,CousKi00,pass_defended,0,,,,,
player,201610090rav,was,CousKi00,sacks,0.0,,,,,
player,201610090rav,was,CousKi00,tackles_combined,0,,,,,
player,201610090rav,was,CousKi00,tackles_solo,0,,,,,
player,201610090rav,was,CousKi00,tackles_assists,0,,,,,
player,201610090rav,was,CousKi00,tackles_loss,,,,,,
player,201610090rav,was,CousKi00,qb_hits,,,,,,
player,201610090rav,was,CousKi00,fumbles_rec,1,,,,,
player,201610090rav,was,CousKi00,fumbles_rec_yds,0,,,,,
player,201610090rav,was,CousKi00,fumbles_rec_td,0,,,,,
player,201610090rav,was,CousKi00,fumbles_forced,0,,,,,
player,201610090rav,was,WhitDo20,def_int,0,,,,,
player,201610090rav,was,WhitDo20,def_int_yds,0,,,,,
player,201610090rav,was,WhitDo20,def_int_td,0,,,,,
player,201610090rav,was,WhitDo20,def_int_long,0,,,,,
player,201610090rav,was,WhitDo20,pass_defended,0,,,,,
player,201610090rav,was,WhitDo20,sacks,0.0,,,,,
player,201610090rav,was,WhitDo20,tackles_combined,0,,,,,
player,201610090rav,was,WhitDo20,tackles_solo,0,,,,,
player,201610090rav,was,WhitDo20,tackles_assists,0,,,,,
player,201610090rav,was,WhitDo20,tackles_loss,0,,,,,
player,201610090rav,was,WhitDo20,qb_hits,1,,,,,
player,201610090rav,was,WhitDo20,fumbles_rec,0,,,,,
player,201610090rav,was,WhitDo20,fumbles_rec_yds,0,,,,,
player,201610090rav,was,WhitDo20,fumbles_rec_td,0,,,,,
player,201610090rav,was,WhitDo20,fumbles_forced,0,,,,,
player,201610090rav,rav,MoslC.00,def_int,1,,,,,
player,201610090rav,rav,MoslC.00,def_int_yds,12,,,,,
player,201610090rav,rav,MoslC.00,def_int_td,0,,,,,
player,201610090rav,rav,MoslC.00,def_int_long,12,,,,,
player,201610090rav,rav,MoslC.00,pass_defended,1,,,,,
player,201610090rav,rav,MoslC.00,sacks,0.0,,,,,
player,201610090rav,rav,MoslC.00,tackles_combined,6,,,,,
player,201610090rav,rav,MoslC.00,tackles_solo,4,,,,,
player,201610090rav,rav,MoslC.00,tackles_assists,2,,,,,
player,201610090rav,rav,MoslC.00,tackles_loss,0,,,,,
player,201610090rav,rav,MoslC.00,qb_hits,0,,,,,
player,201610090rav,rav,MoslC.00,fumbles_rec,0,,,,,
player,201610090rav,rav,MoslC.00,fumbles_rec_yds,0,,,,,
player,201610090rav,rav,MoslC.00,fumbles_rec_td,0,,,,,
player,201610090rav,rav,MoslC.00,fumbles_forced,0,,,,,
player,201610090rav,rav,SuggTe99,def_int,0,,,,,
player,201610090rav,rav,SuggTe99,def_int_yds,0,,,,,
player,201610090rav,rav,SuggTe99,def_int_td,0,,,,,
player,201610090rav,rav,SuggTe99,def_int_long,0,,,,,
player,201610090rav,rav,SuggTe99,pass_defended,0,,,,,
player,201610090rav,rav,SuggTe99,sacks,1.0,,,,,
player,201610090rav,rav,SuggTe99,tackles_combined,3,,,,,
player,201610090rav,rav,SuggTe99,tackles_solo,2,,,,,
player,201610090rav,rav,SuggTe99,tackles_assists,1,,,,,
player,201610090rav,rav,SuggTe99,tackles_loss,1,,,,,
player,201610090rav,rav,SuggTe99,qb_hits,2,,,,,
player,201610090rav,rav,SuggTe99,fumbles_rec,0,,,,,
player,201610090rav,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201610090rav,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201610090rav,rav,SuggTe99,fumbles_forced,0,,,,,
player,201610090rav,rav,WebbLa99,def_int,0,,,,,
player,201610090rav,rav,WebbLa99,def_int_yds,0,,,,,
player,201610090rav,rav,WebbLa99,def_int_td,0,,,,,
player,201610090rav,rav,WebbLa99,def_int_long,0,,,,,
player,201610090rav,rav,WebbLa99,pass_defended,0,,,,,
player,201610090rav,rav,WebbLa99,sacks,0.0,,,,,
player,201610090rav,rav,WebbLa99,tackles_combined,7,,,,,
player,201610090rav,rav,WebbLa99,tackles_solo,6,,,,,
player,201610090rav,rav,WebbLa99,tackles_assists,1,,,,,
player,201610090rav,rav,WebbLa99,tackles_loss,0,,,,,
player,201610090rav,rav,WebbLa99,qb_hits,0,,,,,
player,201610090rav,rav,WebbLa99,fumbles_rec,0,,,,,
player,201610090rav,rav,WebbLa99,fumbles_rec_yds,0,,,,,
player,201610090rav,rav,WebbLa99,fumbles_rec_td,0,,,,,
player,201610090rav,rav,WebbLa99,fumbles_forced,0,,,,,
player,201610090rav,rav,McClAl00,def_int,0,,,,,
player,201610090rav,rav,McClAl00,def_int_yds,0,,,,,
player,201610090rav,rav,McClAl00,def_int_td,0,,,,,
player,201610090rav,rav,McClAl00,def_int_long,0,,,,,
player,201610090rav,rav,McClAl00,pass_defended,0,,,,,
player,201610090rav,rav,McClAl00,sacks,0.0,,,,,
player,201610090rav,rav,McClAl00,tackles_combined,5,,,,,
player,201610090rav,rav,McClAl00,tackles_solo,4,,,,,
player,201610090rav,rav,McClAl00,tackles_assists,1,,,,,
player,201610090rav,rav,McClAl00,tackles_loss,0,,,,,
player,201610090rav,rav,McClAl00,qb_hits,0,,,,,
player,201610090rav,rav,McClAl00,fumbles_rec,0,,,,,
player,201610090rav,rav,McClAl00,fumbles_rec_yds,0,,,,,
player,201610090rav,rav,McClAl00,fumbles_rec_td,0,,,,,
player,201610090rav,rav,McClAl00,fumbles_forced,0,,,,,
player,201610090rav,rav,OrrxZa00,def_int,0,,,,,
player,201610090rav,rav,OrrxZa00,def_int_yds,0,,,,,
player,201610090rav,rav,OrrxZa00,def_int_td,0,,,,,
player,201610090rav,rav,OrrxZa00,def_int_long,0,,,,,
player,201610090rav,rav,OrrxZa00,pass_defended,0,,,,,
player,201610090rav,rav,OrrxZa00,sacks,0.0,,,,,
player,201610090rav,rav,OrrxZa00,tackles_combined,5,,,,,
player,201610090rav,rav,OrrxZa00,tackles_solo,4,,,,,
player,201610090rav,rav,OrrxZa00,tackles_assists,1,,,,,
player,201610090rav,rav,OrrxZa00,tackles_loss,1,,,,,
player,201610090rav,rav,OrrxZa00,qb_hits,0,,,,,
player,201610090rav,rav,OrrxZa00,fumbles_rec,1,,,,,
player,201610090rav,rav,OrrxZa00,fumbles_rec_yds,0,,,,,
player,201610090rav,rav,OrrxZa00,fumbles_rec_td,0,,,,,
player,201610090rav,rav,OrrxZa00,fumbles_forced,1,,,,,
player,201610090rav,rav,WeddEr99,def_int,0,,,,,
player,201610090rav,rav,WeddEr99,def_int_yds,0,,,,,
player,201610090rav,rav,WeddEr99,def_int_td,0,,,,,
player,201610090rav,rav,WeddEr99,def_int_long,0,,,,,
player,201610090rav,rav,WeddEr99,pass_defended,0,,,,,
player,201610090rav,rav,WeddEr99,sacks,0.0,,,,,
player,201610090rav,rav,WeddEr99,tackles_combined,5,,,,,
player,201610090rav,rav,WeddEr99,tackles_solo,1,,,,,
player,201610090rav,rav,WeddEr99,tackles_assists,4,,,,,
player,201610090rav,rav,WeddEr99,tackles_loss,0,,,,,
player,201610090rav,rav,WeddEr99,qb_hits,0,,,,,
player,201610090rav,rav,WeddEr99,fumbles_rec,0,,,,,
player,201610090rav,rav,WeddEr99,fumbles_rec_yds,0,,,,,
player,201610090rav,rav,WeddEr99,fumbles_rec_td,0,,,,,
player,201610090rav,rav,WeddEr99,fumbles_forced,0,,,,,
player,201610090rav,rav,JernTi00,def_int,0,,,,,
player,201610090rav,rav,JernTi00,def_int_yds,0,,,,,
player,201610090rav,rav,JernTi00,def_int_td,0,,,,,
player,201610090rav,rav,JernTi00,def_int_long,0,,,,,
player,201610090rav,rav,JernTi00,pass_defended,0,,,,,
player,201610090rav,rav,JernTi00,sacks,0.0,,,,,
player,201610090rav,rav,JernTi00,tackles_combined,4,,,,,
player,201610090rav,rav,JernTi00,tackles_solo,2,,,,,
player,201610090rav,rav,JernTi00,tackles_assists,2,,,,,
player,201610090rav,rav,JernTi00,tackles_loss,1,,,,,
player,201610090rav,rav,JernTi00,qb_hits,1,,,,,
player,201610090rav,rav,JernTi00,fumbles_rec,0,,,,,
player,201610090rav,rav,JernTi00,fumbles_rec_yds,0,,,,,
player,201610090rav,rav,JernTi00,fumbles_rec_td,0,,,,,
player,201610090rav,rav,JernTi00,fumbles_forced,0,,,,,
player,201610090rav,rav,PoweJe99,def_int,0,,,,,
player,201610090rav,rav,PoweJe99,def_int_yds,0,,,,,
player,201610090rav,rav,PoweJe99,def_int_td,0,,,,,
player,201610090rav,rav,PoweJe99,def_int_long,0,,,,,
player,201610090rav,rav,PoweJe99,pass_defended,0,,,,,
player,201610090rav,rav,PoweJe99,sacks,0.0,,,,,
player,201610090rav,rav,PoweJe99,tackles_combined,4,,,,,
player,201610090rav,rav,PoweJe99,tackles_solo,4,,,,,
player,201610090rav,rav,PoweJe99,tackles_assists,0,,,,,
player,201610090rav,rav,PoweJe99,tackles_loss,0,,,,,
player,201610090rav,rav,PoweJe99,qb_hits,0,,,,,
player,201610090rav,rav,PoweJe99,fumbles_rec,0,,,,,
player,201610090rav,rav,PoweJe99,fumbles_rec_yds,0,,,,,
player,201610090rav,rav,PoweJe99,fumbles_rec_td,0,,,,,
player,201610090rav,rav,PoweJe99,fumbles_forced,0,,,,,
player,201610090rav,rav,PierMi00,def_int,0,,,,,
player,201610090rav,rav,PierMi00,def_int_yds,0,,,,,
player,201610090rav,rav,PierMi00,def_int_td,0,,,,,
player,201610090rav,rav,PierMi00,def_int_long,0,,,,,
player,201610090rav,rav,PierMi00,pass_defended,0,,,,,
player,201610090rav,rav,PierMi00,sacks,0.0,,,,,
player,201610090rav,rav,PierMi00,tackles_combined,3,,,,,
player,201610090rav,rav,PierMi00,tackles_solo,2,,,,,
player,201610090rav,rav,PierMi00,tackles_assists,1,,,,,
player,201610090rav,rav,PierMi00,tackles_loss,0,,,,,
player,201610090rav,rav,PierMi00,qb_hits,1,,,,,
player,201610090rav,rav,PierMi00,fumbles_rec,0,,,,,
player,201610090rav,rav,PierMi00,fumbles_rec_yds,0,,,,,
player,201610090rav,rav,PierMi00,fumbles_rec_td,0,,,,,
player,201610090rav,rav,PierMi00,fumbles_forced,0,,,,,
player,201610090rav,rav,SmitJi03,def_int,0,,,,,
player,201610090rav,rav,SmitJi03,def_int_yds,0,,,,,
player,201610090rav,rav,SmitJi03,def_int_td,0,,,,,
player,201610090rav,rav,SmitJi03,def_int_long,0,,,,,
player,201610090rav,rav,SmitJi03,pass_defended,0,,,,,
player,201610090rav,rav,SmitJi03,sacks,0.0,,,,,
player,201610090rav,rav,SmitJi03,tackles_combined,3,,,,,
player,201610090rav,rav,SmitJi03,tackles_solo,3,,,,,
player,201610090rav,rav,SmitJi03,tackles_assists,0,,,,,
player,201610090rav,rav,SmitJi03,tackles_loss,0,,,,,
player,201610090rav,rav,SmitJi03,qb_hits,0,,,,,
player,201610090rav,rav,SmitJi03,fumbles_rec,0,,,,,
player,201610090rav,rav,SmitJi03,fumbles_rec_yds,0,,,,,
player,201610090rav,rav,SmitJi03,fumbles_rec_td,0,,,,,
player,201610090rav,rav,SmitJi03,fumbles_forced,0,,,,,
player,201610090rav,rav,YounTa01,def_int,0,,,,,
