game,2016,4,20161002,201610020sdg,nor,"New Orleans Saints",35,sdg,"San Diego Chargers",34
player,201610020sdg,sdg,MebaBr99,tackles_combined,2,,,,,
player,201610020sdg,sdg,MebaBr99,tackles_solo,2,,,,,
player,201610020sdg,sdg,MebaBr99,tackles_assists,0,,,,,
player,201610020sdg,sdg,MebaBr99,tackles_loss,1,,,,,
player,201610020sdg,sdg,MebaBr99,qb_hits,0,,,,,
player,201610020sdg,sdg,MebaBr99,fumbles_rec,0,,,,,
player,201610020sdg,sdg,MebaBr99,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,MebaBr99,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,MebaBr99,fumbles_forced,0,,,,,
player,201610020sdg,sdg,PaleTe00,def_int,0,,,,,
player,201610020sdg,sdg,PaleTe00,def_int_yds,0,,,,,
player,201610020sdg,sdg,PaleTe00,def_int_td,0,,,,,
player,201610020sdg,sdg,PaleTe00,def_int_long,0,,,,,
player,201610020sdg,sdg,PaleTe00,pass_defended,0,,,,,
player,201610020sdg,sdg,PaleTe00,sacks,0.0,,,,,
player,201610020sdg,sdg,PaleTe00,tackles_combined,2,,,,,
player,201610020sdg,sdg,PaleTe00,tackles_solo,1,,,,,
player,201610020sdg,sdg,PaleTe00,tackles_assists,1,,,,,
player,201610020sdg,sdg,PaleTe00,tackles_loss,0,,,,,
player,201610020sdg,sdg,PaleTe00,qb_hits,0,,,,,
player,201610020sdg,sdg,PaleTe00,fumbles_rec,0,,,,,
player,201610020sdg,sdg,PaleTe00,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,PaleTe00,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,PaleTe00,fumbles_forced,0,,,,,
player,201610020sdg,sdg,PhilDa01,def_int,0,,,,,
player,201610020sdg,sdg,PhilDa01,def_int_yds,0,,,,,
player,201610020sdg,sdg,PhilDa01,def_int_td,0,,,,,
player,201610020sdg,sdg,PhilDa01,def_int_long,0,,,,,
player,201610020sdg,sdg,PhilDa01,pass_defended,0,,,,,
player,201610020sdg,sdg,PhilDa01,sacks,0.0,,,,,
player,201610020sdg,sdg,PhilDa01,tackles_combined,2,,,,,
player,201610020sdg,sdg,PhilDa01,tackles_solo,2,,,,,
player,201610020sdg,sdg,PhilDa01,tackles_assists,0,,,,,
player,201610020sdg,sdg,PhilDa01,tackles_loss,0,,,,,
player,201610020sdg,sdg,PhilDa01,qb_hits,0,,,,,
player,201610020sdg,sdg,PhilDa01,fumbles_rec,0,,,,,
player,201610020sdg,sdg,PhilDa01,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,PhilDa01,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,PhilDa01,fumbles_forced,0,,,,,
player,201610020sdg,sdg,StucDa20,def_int,0,,,,,
player,201610020sdg,sdg,StucDa20,def_int_yds,0,,,,,
player,201610020sdg,sdg,StucDa20,def_int_td,0,,,,,
player,201610020sdg,sdg,StucDa20,def_int_long,0,,,,,
player,201610020sdg,sdg,StucDa20,pass_defended,0,,,,,
player,201610020sdg,sdg,StucDa20,sacks,0.0,,,,,
player,201610020sdg,sdg,StucDa20,tackles_combined,2,,,,,
player,201610020sdg,sdg,StucDa20,tackles_solo,1,,,,,
player,201610020sdg,sdg,StucDa20,tackles_assists,1,,,,,
player,201610020sdg,sdg,StucDa20,tackles_loss,0,,,,,
player,201610020sdg,sdg,StucDa20,qb_hits,0,,,,,
player,201610020sdg,sdg,StucDa20,fumbles_rec,0,,,,,
player,201610020sdg,sdg,StucDa20,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,StucDa20,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,StucDa20,fumbles_forced,0,,,,,
player,201610020sdg,sdg,EmanKy00,def_int,0,,,,,
player,201610020sdg,sdg,EmanKy00,def_int_yds,0,,,,,
player,201610020sdg,sdg,EmanKy00,def_int_td,0,,,,,
player,201610020sdg,sdg,EmanKy00,def_int_long,0,,,,,
player,201610020sdg,sdg,EmanKy00,pass_defended,0,,,,,
player,201610020sdg,sdg,EmanKy00,sacks,0.0,,,,,
player,201610020sdg,sdg,EmanKy00,tackles_combined,1,,,,,
player,201610020sdg,sdg,EmanKy00,tackles_solo,1,,,,,
player,201610020sdg,sdg,EmanKy00,tackles_assists,0,,,,,
player,201610020sdg,sdg,EmanKy00,tackles_loss,1,,,,,
player,201610020sdg,sdg,EmanKy00,qb_hits,0,,,,,
player,201610020sdg,sdg,EmanKy00,fumbles_rec,0,,,,,
player,201610020sdg,sdg,EmanKy00,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,EmanKy00,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,EmanKy00,fumbles_forced,0,,,,,
player,201610020sdg,sdg,LoweDw99,def_int,0,,,,,
player,201610020sdg,sdg,LoweDw99,def_int_yds,0,,,,,
player,201610020sdg,sdg,LoweDw99,def_int_td,0,,,,,
player,201610020sdg,sdg,LoweDw99,def_int_long,0,,,,,
player,201610020sdg,sdg,LoweDw99,pass_defended,1,,,,,
player,201610020sdg,sdg,LoweDw99,sacks,0.0,,,,,
player,201610020sdg,sdg,LoweDw99,tackles_combined,1,,,,,
player,201610020sdg,sdg,LoweDw99,tackles_solo,0,,,,,
player,201610020sdg,sdg,LoweDw99,tackles_assists,1,,,,,
player,201610020sdg,sdg,LoweDw99,tackles_loss,0,,,,,
player,201610020sdg,sdg,LoweDw99,qb_hits,0,,,,,
player,201610020sdg,sdg,LoweDw99,fumbles_rec,0,,,,,
player,201610020sdg,sdg,LoweDw99,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,LoweDw99,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,LoweDw99,fumbles_forced,0,,,,,
player,201610020sdg,sdg,ReidCa00,def_int,0,,,,,
player,201610020sdg,sdg,ReidCa00,def_int_yds,0,,,,,
player,201610020sdg,sdg,ReidCa00,def_int_td,0,,,,,
player,201610020sdg,sdg,ReidCa00,def_int_long,0,,,,,
player,201610020sdg,sdg,ReidCa00,pass_defended,0,,,,,
player,201610020sdg,sdg,ReidCa00,sacks,0.0,,,,,
player,201610020sdg,sdg,ReidCa00,tackles_combined,1,,,,,
player,201610020sdg,sdg,ReidCa00,tackles_solo,1,,,,,
player,201610020sdg,sdg,ReidCa00,tackles_assists,0,,,,,
player,201610020sdg,sdg,ReidCa00,tackles_loss,0,,,,,
player,201610020sdg,sdg,ReidCa00,qb_hits,0,,,,,
player,201610020sdg,sdg,ReidCa00,fumbles_rec,0,,,,,
player,201610020sdg,sdg,ReidCa00,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,ReidCa00,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,ReidCa00,fumbles_forced,0,,,,,
player,201610020sdg,sdg,WillTo00,def_int,0,,,,,
player,201610020sdg,sdg,WillTo00,def_int_yds,0,,,,,
player,201610020sdg,sdg,WillTo00,def_int_td,0,,,,,
player,201610020sdg,sdg,WillTo00,def_int_long,0,,,,,
player,201610020sdg,sdg,WillTo00,pass_defended,0,,,,,
player,201610020sdg,sdg,WillTo00,sacks,0.0,,,,,
player,201610020sdg,sdg,WillTo00,tackles_combined,1,,,,,
player,201610020sdg,sdg,WillTo00,tackles_solo,1,,,,,
player,201610020sdg,sdg,WillTo00,tackles_assists,0,,,,,
player,201610020sdg,sdg,WillTo00,tackles_loss,0,,,,,
player,201610020sdg,sdg,WillTo00,qb_hits,0,,,,,
player,201610020sdg,sdg,WillTo00,fumbles_rec,0,,,,,
player,201610020sdg,sdg,WillTo00,fumbles_rec_yds,0,,,,,
player,201610020sdg,sdg,WillTo00,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,WillTo00,fumbles_forced,0,,,,,
player,201610020sdg,sdg,RivePh00,def_int,0,,,,,
player,201610020sdg,sdg,RivePh00,def_int_yds,,,,,,
player,201610020sdg,sdg,RivePh00,def_int_td,0,,,,,
player,201610020sdg,sdg,RivePh00,def_int_long,0,,,,,
player,201610020sdg,sdg,RivePh00,pass_defended,0,,,,,
player,201610020sdg,sdg,RivePh00,sacks,0.0,,,,,
player,201610020sdg,sdg,RivePh00,tackles_combined,0,,,,,
player,201610020sdg,sdg,RivePh00,tackles_solo,0,,,,,
player,201610020sdg,sdg,RivePh00,tackles_assists,0,,,,,
player,201610020sdg,sdg,RivePh00,tackles_loss,,,,,,
player,201610020sdg,sdg,RivePh00,qb_hits,,,,,,
player,201610020sdg,sdg,RivePh00,fumbles_rec,2,,,,,
player,201610020sdg,sdg,RivePh00,fumbles_rec_yds,-7,,,,,
player,201610020sdg,sdg,RivePh00,fumbles_rec_td,0,,,,,
player,201610020sdg,sdg,RivePh00,fumbles_forced,0,,,,,
player,201610020sdg,nor,LewiTo00,kick_ret,0,,,,,
player,201610020sdg,nor,LewiTo00,kick_ret_yds,0,,,,,
player,201610020sdg,nor,LewiTo00,kick_ret_yds_per_ret,,,,,,
player,201610020sdg,nor,LewiTo00,kick_ret_td,0,,,,,
player,201610020sdg,nor,LewiTo00,kick_ret_long,0,,,,,
player,201610020sdg,nor,LewiTo00,punt_ret,2,,,,,
player,201610020sdg,nor,LewiTo00,punt_ret_yds,12,,,,,
player,201610020sdg,nor,LewiTo00,punt_ret_yds_per_ret,6.0,,,,,
player,201610020sdg,nor,LewiTo00,punt_ret_td,0,,,,,
player,201610020sdg,nor,LewiTo00,punt_ret_long,7,,,,,
player,201610020sdg,nor,CadeTr00,kick_ret,2,,,,,
player,201610020sdg,nor,CadeTr00,kick_ret_yds,49,,,,,
player,201610020sdg,nor,CadeTr00,kick_ret_yds_per_ret,24.5,,,,,
player,201610020sdg,nor,CadeTr00,kick_ret_td,0,,,,,
player,201610020sdg,nor,CadeTr00,kick_ret_long,25,,,,,
player,201610020sdg,nor,CadeTr00,punt_ret,0,,,,,
player,201610020sdg,nor,CadeTr00,punt_ret_yds,0,,,,,
player,201610020sdg,nor,CadeTr00,punt_ret_yds_per_ret,,,,,,
player,201610020sdg,nor,CadeTr00,punt_ret_td,0,,,,,
player,201610020sdg,nor,CadeTr00,punt_ret_long,0,,,,,
player,201610020sdg,sdg,BenjTr00,kick_ret,0,,,,,
player,201610020sdg,sdg,BenjTr00,kick_ret_yds,0,,,,,
player,201610020sdg,sdg,BenjTr00,kick_ret_yds_per_ret,,,,,,
player,201610020sdg,sdg,BenjTr00,kick_ret_td,0,,,,,
player,201610020sdg,sdg,BenjTr00,kick_ret_long,0,,,,,
player,201610020sdg,sdg,BenjTr00,punt_ret,3,,,,,
player,201610020sdg,sdg,BenjTr00,punt_ret_yds,30,,,,,
player,201610020sdg,sdg,BenjTr00,punt_ret_yds_per_ret,10.0,,,,,
player,201610020sdg,sdg,BenjTr00,punt_ret_td,0,,,,,
player,201610020sdg,sdg,BenjTr00,punt_ret_long,18,,,,,
player,201610020sdg,sdg,McClDe00,kick_ret,2,,,,,
player,201610020sdg,sdg,McClDe00,kick_ret_yds,51,,,,,
player,201610020sdg,sdg,McClDe00,kick_ret_yds_per_ret,25.5,,,,,
player,201610020sdg,sdg,McClDe00,kick_ret_td,0,,,,,
player,201610020sdg,sdg,McClDe00,kick_ret_long,30,,,,,
player,201610020sdg,sdg,McClDe00,punt_ret,0,,,,,
player,201610020sdg,sdg,McClDe00,punt_ret_yds,0,,,,,
player,201610020sdg,sdg,McClDe00,punt_ret_yds_per_ret,,,,,,
player,201610020sdg,sdg,McClDe00,punt_ret_td,0,,,,,
player,201610020sdg,sdg,McClDe00,punt_ret_long,0,,,,,
player,201610020sdg,nor,LutzWi00,xpm,5,,,,,
player,201610020sdg,nor,LutzWi00,xpa,5,,,,,
player,201610020sdg,nor,LutzWi00,fgm,,,,,,
player,201610020sdg,nor,LutzWi00,fga,,,,,,
player,201610020sdg,nor,LutzWi00,punt,0,,,,,
player,201610020sdg,nor,LutzWi00,punt_yds,0,,,,,
player,201610020sdg,nor,LutzWi00,punt_yds_per_punt,,,,,,
player,201610020sdg,nor,LutzWi00,punt_long,0,,,,,
player,201610020sdg,nor,MorsTh00,xpm,,,,,,
player,201610020sdg,nor,MorsTh00,xpa,,,,,,
player,201610020sdg,nor,MorsTh00,fgm,,,,,,
player,201610020sdg,nor,MorsTh00,fga,,,,,,
player,201610020sdg,nor,MorsTh00,punt,5,,,,,
player,201610020sdg,nor,MorsTh00,punt_yds,256,,,,,
player,201610020sdg,nor,MorsTh00,punt_yds_per_punt,51.2,,,,,
player,201610020sdg,nor,MorsTh00,punt_long,62,,,,,
player,201610020sdg,sdg,LambJo00,xpm,4,,,,,
player,201610020sdg,sdg,LambJo00,xpa,4,,,,,
player,201610020sdg,sdg,LambJo00,fgm,2,,,,,
player,201610020sdg,sdg,LambJo00,fga,2,,,,,
player,201610020sdg,sdg,LambJo00,punt,0,,,,,
player,201610020sdg,sdg,LambJo00,punt_yds,0,,,,,
player,201610020sdg,sdg,LambJo00,punt_yds_per_punt,,,,,,
player,201610020sdg,sdg,LambJo00,punt_long,0,,,,,
player,201610020sdg,sdg,KaseDr00,xpm,,,,,,
player,201610020sdg,sdg,KaseDr00,xpa,,,,,,
player,201610020sdg,sdg,KaseDr00,fgm,,,,,,
player,201610020sdg,sdg,KaseDr00,fga,,,,,,
player,201610020sdg,sdg,KaseDr00,punt,4,,,,,
player,201610020sdg,sdg,KaseDr00,punt_yds,176,,,,,
player,201610020sdg,sdg,KaseDr00,punt_yds_per_punt,44.0,,,,,
player,201610020sdg,sdg,KaseDr00,punt_long,49,,,,,
player,201610020sdg,sdg,SlauMa20,pos,C,,,,,
player,201610020sdg,sdg,SlauMa20,offense,70,,,,,
player,201610020sdg,sdg,SlauMa20,off_pct,100%,,,,,
player,201610020sdg,sdg,SlauMa20,defense,0,,,,,
player,201610020sdg,sdg,SlauMa20,def_pct,0%,,,,,
player,201610020sdg,sdg,SlauMa20,special_teams,2,,,,,
player,201610020sdg,sdg,SlauMa20,st_pct,6%,,,,,
player,201610020sdg,sdg,RivePh00,pos,QB,,,,,
player,201610020sdg,sdg,RivePh00,offense,70,,,,,
player,201610020sdg,sdg,RivePh00,off_pct,100%,,,,,
player,201610020sdg,sdg,RivePh00,defense,0,,,,,
player,201610020sdg,sdg,RivePh00,def_pct,0%,,,,,
player,201610020sdg,sdg,RivePh00,special_teams,0,,,,,
player,201610020sdg,sdg,RivePh00,st_pct,0%,,,,,
player,201610020sdg,sdg,HenrHu00,pos,TE,,,,,
player,201610020sdg,sdg,HenrHu00,offense,68,,,,,
player,201610020sdg,sdg,HenrHu00,off_pct,97%,,,,,
player,201610020sdg,sdg,HenrHu00,defense,0,,,,,
player,201610020sdg,sdg,HenrHu00,def_pct,0%,,,,,
player,201610020sdg,sdg,HenrHu00,special_teams,6,,,,,
player,201610020sdg,sdg,HenrHu00,st_pct,18%,,,,,
player,201610020sdg,sdg,InmaDo00,pos,WR,,,,,
player,201610020sdg,sdg,InmaDo00,offense,68,,,,,
player,201610020sdg,sdg,InmaDo00,off_pct,97%,,,,,
player,201610020sdg,sdg,InmaDo00,defense,0,,,,,
player,201610020sdg,sdg,InmaDo00,def_pct,0%,,,,,
player,201610020sdg,sdg,InmaDo00,special_teams,0,,,,,
player,201610020sdg,sdg,InmaDo00,st_pct,0%,,,,,
player,201610020sdg,sdg,WillTy00,pos,WR,,,,,
player,201610020sdg,sdg,WillTy00,offense,67,,,,,
player,201610020sdg,sdg,WillTy00,off_pct,96%,,,,,
player,201610020sdg,sdg,WillTy00,defense,0,,,,,
player,201610020sdg,sdg,WillTy00,def_pct,0%,,,,,
player,201610020sdg,sdg,WillTy00,special_teams,0,,,,,
player,201610020sdg,sdg,WillTy00,st_pct,0%,,,,,
player,201610020sdg,sdg,FlukDJ00,pos,G,,,,,
player,201610020sdg,sdg,FlukDJ00,offense,66,,,,,
player,201610020sdg,sdg,FlukDJ00,off_pct,94%,,,,,
player,201610020sdg,sdg,FlukDJ00,defense,0,,,,,
player,201610020sdg,sdg,FlukDJ00,def_pct,0%,,,,,
player,201610020sdg,sdg,FlukDJ00,special_teams,6,,,,,
player,201610020sdg,sdg,FlukDJ00,st_pct,18%,,,,,
player,201610020sdg,sdg,BarkJo00,pos,T,,,,,
player,201610020sdg,sdg,BarkJo00,offense,66,,,,,
player,201610020sdg,sdg,BarkJo00,off_pct,94%,,,,,
player,201610020sdg,sdg,BarkJo00,defense,0,,,,,
player,201610020sdg,sdg,BarkJo00,def_pct,0%,,,,,
player,201610020sdg,sdg,BarkJo00,special_teams,0,,,,,
player,201610020sdg,sdg,BarkJo00,st_pct,0%,,,,,
player,201610020sdg,sdg,GordMe00,pos,RB,,,,,
player,201610020sdg,sdg,GordMe00,offense,62,,,,,
player,201610020sdg,sdg,GordMe00,off_pct,89%,,,,,
player,201610020sdg,sdg,GordMe00,defense,0,,,,,
player,201610020sdg,sdg,GordMe00,def_pct,0%,,,,,
player,201610020sdg,sdg,GordMe00,special_teams,0,,,,,
player,201610020sdg,sdg,GordMe00,st_pct,0%,,,,,
player,201610020sdg,sdg,PullSp00,pos,C,,,,,
player,201610020sdg,sdg,PullSp00,offense,55,,,,,
player,201610020sdg,sdg,PullSp00,off_pct,79%,,,,,
player,201610020sdg,sdg,PullSp00,defense,0,,,,,
player,201610020sdg,sdg,PullSp00,def_pct,0%,,,,,
player,201610020sdg,sdg,PullSp00,special_teams,6,,,,,
player,201610020sdg,sdg,PullSp00,st_pct,18%,,,,,
player,201610020sdg,sdg,BenjTr00,pos,WR,,,,,
player,201610020sdg,sdg,BenjTr00,offense,54,,,,,
player,201610020sdg,sdg,BenjTr00,off_pct,77%,,,,,
player,201610020sdg,sdg,BenjTr00,defense,0,,,,,
player,201610020sdg,sdg,BenjTr00,def_pct,0%,,,,,
player,201610020sdg,sdg,BenjTr00,special_teams,5,,,,,
player,201610020sdg,sdg,BenjTr00,st_pct,15%,,,,,
player,201610020sdg,sdg,FranOr00,pos,G,,,,,
player,201610020sdg,sdg,FranOr00,offense,36,,,,,
player,201610020sdg,sdg,FranOr00,off_pct,51%,,,,,
player,201610020sdg,sdg,FranOr00,defense,0,,,,,
player,201610020sdg,sdg,FranOr00,def_pct,0%,,,,,
player,201610020sdg,sdg,FranOr00,special_teams,4,,,,,
player,201610020sdg,sdg,FranOr00,st_pct,12%,,,,,
player,201610020sdg,sdg,WiggKe00,pos,G,,,,,
player,201610020sdg,sdg,WiggKe00,offense,34,,,,,
player,201610020sdg,sdg,WiggKe00,off_pct,49%,,,,,
player,201610020sdg,sdg,WiggKe00,defense,0,,,,,
player,201610020sdg,sdg,WiggKe00,def_pct,0%,,,,,
player,201610020sdg,sdg,WiggKe00,special_teams,17,,,,,
player,201610020sdg,sdg,WiggKe00,st_pct,52%,,,,,
player,201610020sdg,sdg,HairCh00,pos,T,,,,,
player,201610020sdg,sdg,HairCh00,offense,20,,,,,
player,201610020sdg,sdg,HairCh00,off_pct,29%,,,,,
player,201610020sdg,sdg,HairCh00,defense,0,,,,,
player,201610020sdg,sdg,HairCh00,def_pct,0%,,,,,
player,201610020sdg,sdg,HairCh00,special_teams,2,,,,,
player,201610020sdg,sdg,HairCh00,st_pct,6%,,,,,
player,201610020sdg,sdg,McGrSe00,pos,TE,,,,,
player,201610020sdg,sdg,McGrSe00,offense,13,,,,,
player,201610020sdg,sdg,McGrSe00,off_pct,19%,,,,,
player,201610020sdg,sdg,McGrSe00,defense,0,,,,,
player,201610020sdg,sdg,McGrSe00,def_pct,0%,,,,,
player,201610020sdg,sdg,McGrSe00,special_teams,12,,,,,
player,201610020sdg,sdg,McGrSe00,st_pct,36%,,,,,
player,201610020sdg,sdg,McClDe00,pos,RB,,,,,
player,201610020sdg,sdg,McClDe00,offense,9,,,,,
player,201610020sdg,sdg,McClDe00,off_pct,13%,,,,,
player,201610020sdg,sdg,McClDe00,defense,0,,,,,
player,201610020sdg,sdg,McClDe00,def_pct,0%,,,,,
player,201610020sdg,sdg,McClDe00,special_teams,8,,,,,
player,201610020sdg,sdg,McClDe00,st_pct,24%,,,,,
player,201610020sdg,sdg,WattDe00,pos,FB,,,,,
player,201610020sdg,sdg,WattDe00,offense,5,,,,,
player,201610020sdg,sdg,WattDe00,off_pct,7%,,,,,
player,201610020sdg,sdg,WattDe00,defense,0,,,,,
player,201610020sdg,sdg,WattDe00,def_pct,0%,,,,,
player,201610020sdg,sdg,WattDe00,special_teams,22,,,,,
player,201610020sdg,sdg,WattDe00,st_pct,67%,,,,,
player,201610020sdg,sdg,BurwTy00,pos,T,,,,,
player,201610020sdg,sdg,BurwTy00,offense,4,,,,,
player,201610020sdg,sdg,BurwTy00,off_pct,6%,,,,,
player,201610020sdg,sdg,BurwTy00,defense,0,,,,,
player,201610020sdg,sdg,BurwTy00,def_pct,0%,,,,,
player,201610020sdg,sdg,BurwTy00,special_teams,6,,,,,
player,201610020sdg,sdg,BurwTy00,st_pct,18%,,,,,
player,201610020sdg,sdg,WhalGr00,pos,WR,,,,,
player,201610020sdg,sdg,WhalGr00,offense,3,,,,,
player,201610020sdg,sdg,WhalGr00,off_pct,4%,,,,,
player,201610020sdg,sdg,WhalGr00,defense,0,,,,,
player,201610020sdg,sdg,WhalGr00,def_pct,0%,,,,,
player,201610020sdg,sdg,WhalGr00,special_teams,13,,,,,
player,201610020sdg,sdg,WhalGr00,st_pct,39%,,,,,
player,201610020sdg,sdg,LoweDw99,pos,FS,,,,,
player,201610020sdg,sdg,LoweDw99,offense,0,,,,,
player,201610020sdg,sdg,LoweDw99,off_pct,0%,,,,,
player,201610020sdg,sdg,LoweDw99,defense,73,,,,,
player,201610020sdg,sdg,LoweDw99,def_pct,100%,,,,,
player,201610020sdg,sdg,LoweDw99,special_teams,1,,,,,
player,201610020sdg,sdg,LoweDw99,st_pct,3%,,,,,
player,201610020sdg,sdg,HaywCa00,pos,CB,,,,,
player,201610020sdg,sdg,HaywCa00,offense,0,,,,,
player,201610020sdg,sdg,HaywCa00,off_pct,0%,,,,,
player,201610020sdg,sdg,HaywCa00,defense,71,,,,,
player,201610020sdg,sdg,HaywCa00,def_pct,97%,,,,,
player,201610020sdg,sdg,HaywCa00,special_teams,14,,,,,
player,201610020sdg,sdg,HaywCa00,st_pct,42%,,,,,
player,201610020sdg,sdg,VerrJa00,pos,CB,,,,,
player,201610020sdg,sdg,VerrJa00,offense,0,,,,,
player,201610020sdg,sdg,VerrJa00,off_pct,0%,,,,,
player,201610020sdg,sdg,VerrJa00,defense,71,,,,,
player,201610020sdg,sdg,VerrJa00,def_pct,97%,,,,,
player,201610020sdg,sdg,VerrJa00,special_teams,0,,,,,
player,201610020sdg,sdg,VerrJa00,st_pct,0%,,,,,
player,201610020sdg,sdg,BrowJa05,pos,LB,,,,,
player,201610020sdg,sdg,BrowJa05,offense,0,,,,,
player,201610020sdg,sdg,BrowJa05,off_pct,0%,,,,,
player,201610020sdg,sdg,BrowJa05,defense,68,,,,,
player,201610020sdg,sdg,BrowJa05,def_pct,93%,,,,,
player,201610020sdg,sdg,BrowJa05,special_teams,0,,,,,
player,201610020sdg,sdg,BrowJa05,st_pct,0%,,,,,
player,201610020sdg,sdg,IngrMe00,pos,LB,,,,,
player,201610020sdg,sdg,IngrMe00,offense,0,,,,,
player,201610020sdg,sdg,IngrMe00,off_pct,0%,,,,,
player,201610020sdg,sdg,IngrMe00,defense,66,,,,,
player,201610020sdg,sdg,IngrMe00,def_pct,90%,,,,,
player,201610020sdg,sdg,IngrMe00,special_teams,5,,,,,
player,201610020sdg,sdg,IngrMe00,st_pct,15%,,,,,
player,201610020sdg,sdg,LiugCo00,pos,DT,,,,,
player,201610020sdg,sdg,LiugCo00,offense,0,,,,,
player,201610020sdg,sdg,LiugCo00,off_pct,0%,,,,,
player,201610020sdg,sdg,LiugCo00,defense,56,,,,,
player,201610020sdg,sdg,LiugCo00,def_pct,77%,,,,,
player,201610020sdg,sdg,LiugCo00,special_teams,5,,,,,
player,201610020sdg,sdg,LiugCo00,st_pct,15%,,,,,
player,201610020sdg,sdg,MebaBr99,pos,NT,,,,,
player,201610020sdg,sdg,MebaBr99,offense,0,,,,,
player,201610020sdg,sdg,MebaBr99,off_pct,0%,,,,,
player,201610020sdg,sdg,MebaBr99,defense,47,,,,,
player,201610020sdg,sdg,MebaBr99,def_pct,64%,,,,,
player,201610020sdg,sdg,MebaBr99,special_teams,0,,,,,
player,201610020sdg,sdg,MebaBr99,st_pct,0%,,,,,
player,201610020sdg,sdg,PhilAd00,pos,SS,,,,,
player,201610020sdg,sdg,PhilAd00,offense,0,,,,,
player,201610020sdg,sdg,PhilAd00,off_pct,0%,,,,,
player,201610020sdg,sdg,PhilAd00,defense,44,,,,,
player,201610020sdg,sdg,PhilAd00,def_pct,60%,,,,,
player,201610020sdg,sdg,PhilAd00,special_teams,14,,,,,
player,201610020sdg,sdg,PhilAd00,st_pct,42%,,,,,
player,201610020sdg,sdg,EmanKy00,pos,LB,,,,,
player,201610020sdg,sdg,EmanKy00,offense,0,,,,,
player,201610020sdg,sdg,EmanKy00,off_pct,0%,,,,,
player,201610020sdg,sdg,EmanKy00,defense,40,,,,,
player,201610020sdg,sdg,EmanKy00,def_pct,55%,,,,,
player,201610020sdg,sdg,EmanKy00,special_teams,12,,,,,
player,201610020sdg,sdg,EmanKy00,st_pct,36%,,,,,
player,201610020sdg,sdg,McCoDe00,pos,FS,,,,,
player,201610020sdg,sdg,McCoDe00,offense,0,,,,,
player,201610020sdg,sdg,McCoDe00,off_pct,0%,,,,,
player,201610020sdg,sdg,McCoDe00,defense,40,,,,,
player,201610020sdg,sdg,McCoDe00,def_pct,55%,,,,,
player,201610020sdg,sdg,McCoDe00,special_teams,11,,,,,
player,201610020sdg,sdg,McCoDe00,st_pct,33%,,,,,
player,201610020sdg,sdg,MageCr00,pos,CB,,,,,
player,201610020sdg,sdg,MageCr00,offense,0,,,,,
player,201610020sdg,sdg,MageCr00,off_pct,0%,,,,,
player,201610020sdg,sdg,MageCr00,defense,39,,,,,
player,201610020sdg,sdg,MageCr00,def_pct,53%,,,,,
player,201610020sdg,sdg,MageCr00,special_teams,13,,,,,
player,201610020sdg,sdg,MageCr00,st_pct,39%,,,,,
player,201610020sdg,sdg,PaleTe00,pos,DT,,,,,
player,201610020sdg,sdg,PaleTe00,offense,0,,,,,
player,201610020sdg,sdg,PaleTe00,off_pct,0%,,,,,
player,201610020sdg,sdg,PaleTe00,defense,35,,,,,
player,201610020sdg,sdg,PaleTe00,def_pct,48%,,,,,
player,201610020sdg,sdg,PaleTe00,special_teams,9,,,,,
player,201610020sdg,sdg,PaleTe00,st_pct,27%,,,,,
player,201610020sdg,sdg,AttaJe00,pos,LB,,,,,
player,201610020sdg,sdg,AttaJe00,offense,0,,,,,
player,201610020sdg,sdg,AttaJe00,off_pct,0%,,,,,
player,201610020sdg,sdg,AttaJe00,defense,30,,,,,
player,201610020sdg,sdg,AttaJe00,def_pct,41%,,,,,
player,201610020sdg,sdg,AttaJe00,special_teams,13,,,,,
player,201610020sdg,sdg,AttaJe00,st_pct,39%,,,,,
player,201610020sdg,sdg,PerrDe00,pos,LB,,,,,
player,201610020sdg,sdg,PerrDe00,offense,0,,,,,
player,201610020sdg,sdg,PerrDe00,off_pct,0%,,,,,
player,201610020sdg,sdg,PerrDe00,defense,27,,,,,
player,201610020sdg,sdg,PerrDe00,def_pct,37%,,,,,
player,201610020sdg,sdg,PerrDe00,special_teams,0,,,,,
player,201610020sdg,sdg,PerrDe00,st_pct,0%,,,,,
player,201610020sdg,sdg,PerrJo01,pos,LB,,,,,
player,201610020sdg,sdg,PerrJo01,offense,0,,,,,
player,201610020sdg,sdg,PerrJo01,off_pct,0%,,,,,
player,201610020sdg,sdg,PerrJo01,defense,25,,,,,
